energy_ev,total_up,Ga_p_up,Ga_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-5.87993997,3.17108628,0.26846540,0.00000000,1.27114356,0.52494426,1.75934738,0.00000000
-5.87393697,3.20052206,0.27453076,0.00000000,1.27864514,0.52540450,1.79518774,0.00000000
-5.86793397,3.22773173,0.28045599,0.00000000,1.28657513,0.52536055,1.82884785,0.00000000
-5.86193097,3.25215112,0.28623712,0.00000000,1.29473948,0.52475697,1.85975399,0.00000000
-5.85592796,3.27328695,0.29187399,0.00000000,1.30294830,0.52355332,1.88736817,0.00000000
-5.84992496,3.29074022,0.29737063,0.00000000,1.31102400,0.52172793,1.91120425,0.00000000
-5.84392196,3.30422709,0.30273557,0.00000000,1.31880857,0.51928114,1.93084328,0.00000000
-5.83791896,3.31359629,0.30798205,0.00000000,1.32616945,0.51623798,1.94594730,0.00000000
-5.83191596,3.31884193,0.31312809,0.00000000,1.33300406,0.51264984,1.95627095,0.00000000
-5.82591296,3.32011090,0.31819639,0.00000000,1.33924242,0.50859536,1.96167029,0.00000000
-5.81990995,3.31770415,0.32321405,0.00000000,1.34484822,0.50418002,1.96210824,0.00000000
-5.81390695,3.31207134,0.32821213,0.00000000,1.34981791,0.49953455,1.95765633,0.00000000
-5.80790395,3.30379869,0.33322496,0.00000000,1.35417817,0.49481215,1.94849235,0.00000000
-5.80190095,3.29359008,0.33828930,0.00000000,1.35798185,0.49018428,1.93489399,0.00000000
-5.79589795,3.28224198,0.34344335,0.00000000,1.36130246,0.48583540,1.91722861,0.00000000
-5.78989495,3.27061284,0.34872555,0.00000000,1.36422768,0.48195662,1.89593937,0.00000000
-5.78389195,3.25958814,0.35417332,0.00000000,1.36685205,0.47873843,1.87152843,0.00000000
-5.77788894,3.25004257,0.35982169,0.00000000,1.36926923,0.47636296,1.84453792,0.00000000
-5.77188594,3.24280082,0.36570192,0.00000000,1.37156427,0.47499591,1.81552945,0.00000000
-5.76588294,3.23859898,0.37184015,0.00000000,1.37380606,0.47477862,1.78506327,0.00000000
-5.75987994,3.23804833,0.37825612,0.00000000,1.37604059,0.47582062,1.75367810,0.00000000
-5.75387694,3.24160345,0.38496206,0.00000000,1.37828504,0.47819305,1.72187244,0.00000000
-5.74787394,3.24953640,0.39196179,0.00000000,1.38052326,0.48192335,1.69008859,0.00000000
-5.74187094,3.26191843,0.39925008,0.00000000,1.38270268,0.48699155,1.65869985,0.00000000
-5.73586793,3.27861052,0.40681233,0.00000000,1.38473309,0.49332839,1.62800177,0.00000000
-5.72986493,3.29926337,0.41462458,0.00000000,1.38648707,0.50081546,1.59820765,0.00000000
-5.72386193,3.32332718,0.42265393,0.00000000,1.38780246,0.50928755,1.56944859,0.00000000
-5.71785893,3.35007103,0.43085927,0.00000000,1.38848661,0.51853702,1.54177774,0.00000000
-5.71185593,3.37861088,0.43919239,0.00000000,1.38832235,0.52832019,1.51517865,0.00000000
-5.70585293,3.40794521,0.44759931,0.00000000,1.38707551,0.53836544,1.48957684,0.00000000
-5.69984992,3.43699612,0.45602188,0.00000000,1.38450363,0.54838268,1.46485406,0.00000000
-5.69384692,3.46465421,0.46439942,0.00000000,1.38036544,0.55807378,1.44086397,0.00000000
-5.68784392,3.48982458,0.47267038,0.00000000,1.37443088,0.56714342,1.41744854,0.00000000
-5.68184092,3.51147158,0.48077393,0.00000000,1.36649087,0.57530982,1.39445386,0.00000000
-5.67583792,3.52865994,0.48865114,0.00000000,1.35636664,0.58231492,1.37174451,0.00000000
-5.66983492,3.54058996,0.49624602,0.00000000,1.34391786,0.58793333,1.34921551,0.00000000
-5.66383192,3.54662491,0.50350592,0.00000000,1.32904940,0.59197978,1.32680116,0.00000000
-5.65782891,3.54630918,0.51038154,0.00000000,1.31171601,0.59431455,1.30448024,0.00000000
-5.65182591,3.53937644,0.51682644,0.00000000,1.29192498,0.59484676,1.28227737,0.00000000
-5.64582291,3.52574733,0.52279600,0.00000000,1.26973631,0.59353532,1.26026037,0.00000000
-5.63981991,3.50551731,0.52824602,0.00000000,1.24526057,0.59038762,1.23853407,0.00000000
-5.63381691,3.47893554,0.53313101,0.00000000,1.21865437,0.58545600,1.21723086,0.00000000
-5.62781391,3.44637647,0.53740237,0.00000000,1.19011387,0.57883241,1.19649889,0.00000000
-5.62181091,3.40830598,0.54100663,0.00000000,1.15986653,0.57064150,1.17648859,0.00000000
-5.61580790,3.36524462,0.54388390,0.00000000,1.12816165,0.56103264,1.15733864,0.00000000
-5.60980490,3.31773025,0.54596684,0.00000000,1.09526020,0.55017141,1.13916229,0.00000000
-5.60380190,3.26628266,0.54718017,0.00000000,1.06142461,0.53823104,1.12203509,0.00000000
-5.59779890,3.21137236,0.54744104,0.00000000,1.02690897,0.52538420,1.10598489,0.00000000
-5.59179590,3.15339564,0.54666022,0.00000000,0.99195032,0.51179574,1.09098493,0.00000000
-5.58579290,3.09265723,0.54474416,0.00000000,0.95676138,0.49761668,1.07695058,0.00000000
-5.57978989,3.02936176,0.54159799,0.00000000,0.92152521,0.48297967,1.06373996,0.00000000
-5.57378689,2.96361407,0.53712922,0.00000000,0.88639195,0.46799618,1.05115885,0.00000000
-5.56778389,2.89542846,0.53125205,0.00000000,0.85147781,0.45275531,1.03896940,0.00000000
-5.56178089,2.82474579,0.52389205,0.00000000,0.81686616,0.43732439,1.02690252,0.00000000
-5.55577789,2.75145729,0.51499097,0.00000000,0.78261075,0.42175098,1.01467330,0.00000000
-5.54977489,2.67543324,0.50451131,0.00000000,0.74874047,0.40606608,1.00199861,0.00000000
-5.54377189,2.59655458,0.49244049,0.00000000,0.71526552,0.39028837,0.98861608,0.00000000
-5.53776888,2.51474527,0.47879423,0.00000000,0.68218438,0.37442888,0.97430343,0.00000000
-5.53176588,2.43000342,0.46361898,0.00000000,0.64949111,0.35849597,0.95889716,0.00000000
-5.52576288,2.34242888,0.44699312,0.00000000,0.61718248,0.34250009,0.94230957,0.00000000
-5.51975988,2.25224598,0.42902700,0.00000000,0.58526457,0.32645811,0.92454315,0.00000000
-5.51375688,2.15981966,0.40986155,0.00000000,0.55375823,0.31039690,0.90570169,0.00000000
-5.50775388,2.06566421,0.38966564,0.00000000,0.52270330,0.29435597,0.88599726,0.00000000
-5.50175088,1.97044412,0.36863231,0.00000000,0.49216127,0.27838902,0.86575264,0.00000000
-5.49574787,1.87496676,0.34697394,0.00000000,0.46221627,0.26256448,0.84539895,0.00000000
-5.48974487,1.78016742,0.32491665,0.00000000,0.43297437,0.24696476,0.82546828,0.00000000
-5.48374187,1.68708735,0.30269425,0.00000000,0.40456141,0.23168470,0.80658159,0.00000000
-5.47773887,1.59684578,0.28054189,0.00000000,0.37711934,0.21682894,0.78943185,0.00000000
-5.47173587,1.51060721,0.25868981,0.00000000,0.35080147,0.20250877,0.77476330,0.00000000
-5.46573287,1.42954537,0.23735741,0.00000000,0.32576687,0.18883828,0.76334703,0.00000000
-5.45972986,1.35480534,0.21674786,0.00000000,0.30217425,0.17593041,0.75595395,0.00000000
-5.45372686,1.28746533,0.19704354,0.00000000,0.28017566,0.16389277,0.75332587,0.00000000
-5.44772386,1.22849953,0.17840229,0.00000000,0.25991027,0.15282372,0.75614567,0.00000000
-5.44172086,1.17874352,0.16095479,0.00000000,0.24149865,0.14280865,0.76500762,0.00000000
-5.43571786,1.13886330,0.14480285,0.00000000,0.22503768,0.13391682,0.78038892,0.00000000
-5.42971486,1.10932919,0.13001885,0.00000000,0.21059635,0.12619875,0.80262354,0.00000000
-5.42371186,1.09039539,0.11664611,0.00000000,0.19821270,0.11968431,0.83187945,0.00000000
-5.41770885,1.08208603,0.10470015,0.00000000,0.18789180,0.11438161,0.86814023,0.00000000
-5.41170585,1.08418828,0.09417072,0.00000000,0.17960512,0.11027658,0.91119206,0.00000000
-5.40570285,1.09625281,0.08502448,0.00000000,0.17329105,0.10733351,0.96061685,0.00000000
-5.39969985,1.11760184,0.07720821,0.00000000,0.16885665,0.10549619,1.01579211,0.00000000
-5.39369685,1.14734472,0.07065225,0.00000000,0.16618061,0.10468988,1.07589815,0.00000000
-5.38769385,1.18440080,0.06527429,0.00000000,0.16511726,0.10482393,1.13993261,0.00000000
-5.38169085,1.22752899,0.06098314,0.00000000,0.16550139,0.10579494,1.20673226,0.00000000
-5.37568784,1.27536350,0.05768246,0.00000000,0.16715394,0.10749040,1.27500177,0.00000000
-5.36968484,1.32645444,0.05527442,0.00000000,0.16988818,0.10979268,1.34334856,0.00000000
-5.36368184,1.37931235,0.05366303,0.00000000,0.17351619,0.11258319,1.41032281,0.00000000
-5.35767884,1.43245504,0.05275718,0.00000000,0.17785553,0.11574667,1.47446119,0.00000000
-5.35167584,1.48445521,0.05247338,0.00000000,0.18273567,0.11917529,1.53433284,0.00000000
-5.34567284,1.53398696,0.05273795,0.00000000,0.18800409,0.12277253,1.58858574,0.00000000
-5.33966983,1.57986953,0.05348883,0.00000000,0.19353168,0.12645668,1.63599163,0.00000000
-5.33366683,1.62110630,0.05467683,0.00000000,0.19921726,0.13016370,1.67548755,0.00000000
-5.32766383,1.65691744,0.05626636,0.00000000,0.20499109,0.13384938,1.70621232,0.00000000
-5.32166083,1.68676465,0.05823562,0.00000000,0.21081691,0.13749071,1.72753600,0.00000000
-5.31565783,1.71036670,0.06057623,0.00000000,0.21669276,0.14108633,1.73908139,0.00000000
-5.30965483,1.72770510,0.06329234,0.00000000,0.22265012,0.14465593,1.74073614,0.00000000
-5.30365183,1.73901913,0.06639914,0.00000000,0.22875160,0.14823877,1.73265516,0.00000000
-5.29764882,1.74479056,0.06992100,0.00000000,0.23508713,0.15189120,1.71525303,0.00000000
-5.29164582,1.74571845,0.07388913,0.00000000,0.24176874,0.15568329,1.68918682,0.00000000
-5.28564282,1.74268502,0.07833885,0.00000000,0.24892415,0.15969474,1.65533006,0.00000000
-5.27963982,1.73671407,0.08330670,0.00000000,0.25668940,0.16401017,1.61473913,0.00000000
-5.27363682,1.72892374,0.08882728,0.00000000,0.26520083,0.16871403,1.56861351,0.00000000
-5.26763382,1.72047579,0.09493015,0.00000000,0.27458676,0.17388532,1.51825183,0.00000000
-5.26163082,1.71252357,0.10163676,0.00000000,0.28495918,0.17959244,1.46500571,0.00000000
-5.25562781,1.70616111,0.10895760,0.00000000,0.29640595,0.18588827,1.41023322,0.00000000
-5.24962481,1.70237558,0.11688967,0.00000000,0.30898371,0.19280590,1.35525422,0.00000000
-5.24362181,1.70200515,0.12541445,0.00000000,0.32271202,0.20035501,1.30130915,0.00000000
-5.23761881,1.70570417,0.13449631,0.00000000,0.33756887,0.20851933,1.24952298,0.00000000
-5.23161581,1.71391694,0.14408167,0.00000000,0.35348785,0.21725508,1.20087552,0.00000000
-5.22561281,1.72686110,0.15409872,0.00000000,0.37035717,0.22649064,1.15617892,0.00000000
-5.21960980,1.74452108,0.16445789,0.00000000,0.38802046,0.23612744,1.11606291,0.00000000
-5.21360680,1.76665170,0.17505300,0.00000000,0.40627952,0.24604193,1.08096794,0.00000000
-5.20760380,1.79279121,0.18576309,0.00000000,0.42489875,0.25608879,1.05114572,0.00000000
-5.20160080,1.82228302,0.19645476,0.00000000,0.44361113,0.26610494,1.02666686,0.00000000
-5.19559780,1.85430473,0.20698516,0.00000000,0.46212550,0.27591447,1.00743455,0.00000000
-5.18959480,1.88790296,0.21720523,0.00000000,0.48013490,0.28533400,0.99320330,0.00000000
-5.18359180,1.92203216,0.22696335,0.00000000,0.49732541,0.29417847,0.98360147,0.00000000
-5.17758879,1.95559554,0.23610904,0.00000000,0.51338540,0.30226692,0.97815645,0.00000000
-5.17158579,1.98748642,0.24449678,0.00000000,0.52801466,0.30942816,0.97632115,0.00000000
-5.16558279,2.01662809,0.25198962,0.00000000,0.54093304,0.31550604,0.97750060,0.00000000
-5.15957979,2.04201081,0.25846269,0.00000000,0.55188846,0.32036409,0.98107761,0.00000000
-5.15357679,2.06272449,0.26380627,0.00000000,0.56066380,0.32388946,0.98643659,0.00000000
-5.14757379,2.07798612,0.26792853,0.00000000,0.56708265,0.32599593,0.99298468,0.00000000
-5.14157079,2.08716111,0.27075778,0.00000000,0.57101371,0.32662595,1.00016970,0.00000000
-5.13556778,2.08977829,0.27224415,0.00000000,0.57237363,0.32575179,1.00749443,0.00000000
-5.12956478,2.08553824,0.27236075,0.00000000,0.57112856,0.32337556,1.01452718,0.00000000
-5.12356178,2.07431525,0.27110432,0.00000000,0.56729407,0.31952840,1.02090834,0.00000000
-5.11755878,2.05615329,0.26849520,0.00000000,0.56093390,0.31426880,1.02635342,0.00000000
-5.11155578,2.03125649,0.26457693,0.00000000,0.55215735,0.30768017,1.03065241,0.00000000
-5.10555278,1.99997509,0.25941522,0.00000000,0.54111568,0.29986782,1.03366622,0.00000000
-5.09954977,1.96278746,0.25309658,0.00000000,0.52799765,0.29095548,1.03532035,0.00000000
-5.09354677,1.92027943,0.24572655,0.00000000,0.51302433,0.28108153,1.03559660,0.00000000
-5.08754377,1.87312168,0.23742752,0.00000000,0.49644351,0.27039502,1.03452319,0.00000000
-5.08154077,1.82204633,0.22833645,0.00000000,0.47852378,0.25905172,1.03216400,0.00000000
-5.07553777,1.76782348,0.21860228,0.00000000,0.45954864,0.24721026,1.02860753,0.00000000
-5.06953477,1.71123873,0.20838332,0.00000000,0.43981066,0.23502849,1.02395611,0.00000000
-5.06353177,1.65307235,0.19784451,0.00000000,0.41960595,0.22266018,1.01831596,0.00000000
-5.05752876,1.59408074,0.18715481,0.00000000,0.39922907,0.21025212,1.01178850,0.00000000
-5.05152576,1.53498072,0.17648456,0.00000000,0.37896847,0.19794162,1.00446335,0.00000000
-5.04552276,1.47643703,0.16600311,0.00000000,0.35910257,0.18585463,0.99641322,0.00000000
-5.03951976,1.41905315,0.15587648,0.00000000,0.33989656,0.17410425,0.98769092,0.00000000
-5.03351676,1.36336567,0.14626536,0.00000000,0.32159982,0.16278987,0.97832852,0.00000000
-5.02751376,1.30984196,0.13732328,0.00000000,0.30444414,0.15199671,0.96833855,0.00000000
-5.02151076,1.25888103,0.12919507,0.00000000,0.28864261,0.14179595,0.95771710,0.00000000
-5.01550775,1.21081713,0.12201552,0.00000000,0.27438903,0.13224519,0.94644845,0.00000000
-5.00950475,1.16592573,0.11590828,0.00000000,0.26185803,0.12338934,0.93451102,0.00000000
-5.00350175,1.12443132,0.11098510,0.00000000,0.25120543,0.11526179,0.92188398,0.00000000
-4.99749875,1.08651646,0.10734508,0.00000000,0.24256919,0.10788589,0.90855431,0.00000000
-4.99149575,1.05233149,0.10507427,0.00000000,0.23607035,0.10127647,0.89452361,0.00000000
-4.98549275,1.02200445,0.10424539,0.00000000,0.23181437,0.09544157,0.87981448,0.00000000
-4.97948974,0.99565052,0.10491761,0.00000000,0.22989232,0.09038415,0.86447581,0.00000000
-4.97348674,0.97338080,0.10713666,0.00000000,0.23038223,0.08610375,0.84858689,0.00000000
-4.96748374,0.95530979,0.11093489,0.00000000,0.23335028,0.08259807,0.83226003,0.00000000
-4.96148074,0.94156168,0.11633165,0.00000000,0.23885198,0.07986439,0.81564150,0.00000000
-4.95547774,0.93227505,0.12333373,0.00000000,0.24693322,0.07790081,0.79891092,0.00000000
-4.94947474,0.92760611,0.13193610,0.00000000,0.25763127,0.07670731,0.78227900,0.00000000
-4.94347174,0.92773050,0.14212283,0.00000000,0.27097570,0.07628652,0.76598396,0.00000000
-4.93746873,0.93284387,0.15386824,0.00000000,0.28698934,0.07664436,0.75028667,0.00000000
-4.93146573,0.94316127,0.16713840,0.00000000,0.30568922,0.07779032,0.73546502,0.00000000
-4.92546273,0.95891574,0.18189284,0.00000000,0.32708752,0.07973767,0.72180760,0.00000000
-4.91945973,0.98035620,0.19808655,0.00000000,0.35119267,0.08250333,0.70960717,0.00000000
-4.91345673,1.00774484,0.21567221,0.00000000,0.37801040,0.08610761,0.69915417,0.00000000
-4.90745373,1.04135408,0.23460250,0.00000000,0.40754482,0.09057377,0.69073056,0.00000000
-4.90145073,1.08146327,0.25483263,0.00000000,0.43979949,0.09592742,0.68460418,0.00000000
-4.89544772,1.12835497,0.27632265,0.00000000,0.47477827,0.10219575,0.68102382,0.00000000
-4.88944472,1.18231075,0.29903967,0.00000000,0.51248593,0.10940657,0.68021516,0.00000000
-4.88344172,1.24360644,0.32295972,0.00000000,0.55292837,0.11758734,0.68237748,0.00000000
-4.87743872,1.31250642,0.34806908,0.00000000,0.59611222,0.12676391,0.68768123,0.00000000
-4.87143572,1.38925698,0.37436496,0.00000000,0.64204378,0.13695925,0.69626629,0.00000000
-4.86543272,1.47407822,0.40185531,0.00000000,0.69072715,0.14819198,0.70824088,0.00000000
-4.85942971,1.56715460,0.43055775,0.00000000,0.74216132,0.16047483,0.72368083,0.00000000
-4.85342671,1.66862382,0.46049743,0.00000000,0.79633637,0.17381295,0.74262906,0.00000000
-4.84742371,1.77856406,0.49170379,0.00000000,0.85322858,0.18820225,0.76509524,0.00000000
-4.84142071,1.89697985,0.52420634,0.00000000,0.91279463,0.20362754,0.79105517,0.00000000
-4.83541771,2.02378663,0.55802938,0.00000000,0.97496494,0.22006085,0.82045008,0.00000000
-4.82941471,2.15879458,0.59318596,0.00000000,1.03963642,0.23745966,0.85318544,0.00000000
-4.82341171,2.30169234,0.62967115,0.00000000,1.10666487,0.25576539,0.88912960,0.00000000
-4.81740870,2.45203128,0.66745508,0.00000000,1.17585741,0.27490201,0.92811202,0.00000000
-4.81140570,2.60921121,0.70647583,0.00000000,1.24696525,0.29477500,0.96992138,0.00000000
-4.80540270,2.77246855,0.74663281,0.00000000,1.31967741,0.31527065,1.01430373,0.00000000
-4.79939970,2.94086792,0.78778072,0.00000000,1.39361571,0.33625584,1.06096092,0.00000000
-4.79339670,3.11329804,0.82972475,0.00000000,1.46833144,0.35757838,1.10954959,0.00000000
-4.78739370,3.28847295,0.87221721,0.00000000,1.54330434,0.37906794,1.15968121,0.00000000
-4.78139070,3.46493922,0.91495596,0.00000000,1.61794405,0.40053759,1.21092330,0.00000000
-4.77538769,3.64108970,0.95758491,0.00000000,1.69159433,0.42178610,1.26280237,0.00000000
-4.76938469,3.81518411,0.99969681,0.00000000,1.76354030,0.44260083,1.31480877,0.00000000
-4.76338169,3.98537647,1.04083834,0.00000000,1.83301871,0.46276133,1.36640371,0.00000000
-4.75737869,4.14974893,1.08051746,0.00000000,1.89923099,0.48204344,1.41702859,0.00000000
-4.75137569,4.30635150,1.11821307,0.00000000,1.96135907,0.50022391,1.46611660,0.00000000
-4.74537269,4.45324652,1.15338653,0.00000000,2.01858336,0.51708540,1.51310651,0.00000000
-4.73936968,4.58855664,1.18549471,0.00000000,2.07010256,0.53242165,1.55745831,0.00000000
-4.73336668,4.71051472,1.21400437,0.00000000,2.11515447,0.54604272,1.59867033,0.00000000
-4.72736368,4.81751394,1.23840698,0.00000000,2.15303728,0.55778005,1.63629716,0.00000000
-4.72136068,4.90815615,1.25823382,0.00000000,2.18313039,0.56749129,1.66996774,0.00000000
-4.71535768,4.98129665,1.27307047,0.00000000,2.20491412,0.57506455,1.69940270,0.00000000
-4.70935468,5.03608343,1.28257027,0.00000000,2.21798743,0.58042202,1.72443022,0.00000000
-4.70335168,5.07198924,1.28646618,0.00000000,2.22208298,0.58352275,1.74499930,0.00000000
-4.69734867,5.08883498,1.28458058,0.00000000,2.21707887,0.58436455,1.76118985,0.00000000
-4.69134567,5.08680314,1.27683248,0.00000000,2.20300655,0.58298479,1.77321848,0.00000000
-4.68534267,5.06644066,1.26324203,0.00000000,2.18005455,0.57946016,1.78143972,0.00000000
-4.67933967,5.02865060,1.24393200,0.00000000,2.14856775,0.57390534,1.78634183,0.00000000
-4.67333667,4.97467283,1.21912618,0.00000000,2.10904218,0.56647053,1.78853732,0.00000000
-4.66733367,4.90605415,1.18914478,0.00000000,2.06211551,0.55733811,1.78874796,0.00000000
-4.66133067,4.82460874,1.15439706,0.00000000,2.00855334,0.54671826,1.78778467,0.00000000
-4.65532766,4.73237035,1.11537134,0.00000000,1.94923194,0.53484387,1.78652282,0.00000000
-4.64932466,4.63153772,1.07262286,0.00000000,1.88511785,0.52196489,1.78587380,0.00000000
-4.64332166,4.52441525,1.02675992,0.00000000,1.81724498,0.50834214,1.78675385,0.00000000
-4.63731866,4.41335099,0.97842884,0.00000000,1.74669010,0.49424097,1.79005137,0.00000000
-4.63131566,4.30067399,0.92829817,0.00000000,1.67454736,0.47992488,1.79659409,0.00000000
-4.62531266,4.18863335,0.87704285,0.00000000,1.60190270,0.46564923,1.80711736,0.00000000
-4.61930965,4.07934085,0.82532868,0.00000000,1.52980897,0.45165534,1.82223510,0.00000000
-4.61330665,3.97471911,0.77379776,0.00000000,1.45926248,0.43816510,1.84241452,0.00000000
-4.60730365,3.87645687,0.72305513,0.00000000,1.39118171,0.42537622,1.86795577,0.00000000
-4.60130065,3.78597268,0.67365721,0.00000000,1.32638871,0.41345818,1.89897748,0.00000000
-4.59529765,3.70438786,0.62610215,0.00000000,1.26559383,0.40254920,1.93540863,0.00000000
-4.58929465,3.63250935,0.58082236,0.00000000,1.20938404,0.39275397,1.97698735,0.00000000
-4.58329165,3.57082261,0.53817937,0.00000000,1.15821515,0.38414243,2.02326633,0.00000000
-4.57728864,3.51949433,0.49846094,0.00000000,1.11240813,0.37674946,2.07362488,0.00000000
-4.57128564,3.47838432,0.46188055,0.00000000,1.07214943,0.37057554,2.12728681,0.00000000
-4.56528264,3.44706602,0.42857898,0.00000000,1.03749531,0.36558820,2.18334343,0.00000000
-4.55927964,3.42485423,0.39862789,0.00000000,1.00837980,0.36172439,2.24078067,0.00000000
-4.55327664,3.41083907,0.37203514,0.00000000,0.98462617,0.35889343,2.29850906,0.00000000
-4.54727364,3.40392473,0.34875162,0.00000000,0.96596128,0.35698066,2.35539541,0.00000000
-4.54127064,3.40287165,0.32867924,0.00000000,0.95203241,0.35585152,2.41029499,0.00000000
-4.53526763,3.40634061,0.31167984,0.00000000,0.94242600,0.35535604,2.46208296,0.00000000
-4.52926463,3.41293765,0.29758455,0.00000000,0.93668771,0.35533354,2.50968401,0.00000000
-4.52326163,3.42125832,0.28620357,0.00000000,0.93434300,0.35561745,2.55209929,0.00000000
-4.51725863,3.42993021,0.27733567,0.00000000,0.93491779,0.35604011,2.58842996,0.00000000
-4.51125563,3.43765273,0.27077752,0.00000000,0.93795835,0.35643750,2.61789673,0.00000000
-4.50525263,3.44323331,0.26633219,0.00000000,0.94304977,0.35665364,2.63985512,0.00000000
-4.49924962,3.44561906,0.26381690,0.00000000,0.94983252,0.35654474,2.65380633,0.00000000
-4.49324662,3.44392347,0.26306954,0.00000000,0.95801626,0.35598281,2.65940377,0.00000000
-4.48724362,3.43744737,0.26395384,0.00000000,0.96739059,0.35485881,2.65645528,0.00000000
-4.48124062,3.42569393,0.26636308,0.00000000,0.97783209,0.35308514,2.64492162,0.00000000
-4.47523762,3.40837718,0.27022202,0.00000000,0.98930740,0.35059749,2.62491128,0.00000000
-4.46923462,3.38542396,0.27548725,0.00000000,1.00187201,0.34735596,2.59667234,0.00000000
-4.46323162,3.35696909,0.28214556,0.00000000,1.01566462,0.34334538,2.56058150,0.00000000
-4.45722861,3.32334396,0.29021063,0.00000000,1.03089719,0.33857496,2.51713100,0.00000000
-4.45122561,3.28505857,0.29971805,0.00000000,1.04784081,0.33307707,2.46691358,0.00000000
-4.44522261,3.24277761,0.31071873,0.00000000,1.06680771,0.32690543,2.41060615,0.00000000
-4.43921961,3.19729110,0.32327103,0.00000000,1.08813019,0.32013248,2.34895222,0.00000000
-4.43321661,3.14948048,0.33743187,0.00000000,1.11213703,0.31284635,2.28274372,0.00000000
-4.42721361,3.10028128,0.35324729,0.00000000,1.13912846,0.30514723,2.21280243,0.00000000
-4.42121061,3.05064359,0.37074269,0.00000000,1.16935071,0.29714345,2.13996143,0.00000000
-4.41520760,3.00149202,0.38991351,0.00000000,1.20297147,0.28894741,2.06504688,0.00000000
-4.40920460,2.95368660,0.41071660,0.00000000,1.24005740,0.28067143,1.98886063,0.00000000
-4.40320160,2.90798660,0.43306306,0.00000000,1.28055510,0.27242383,1.91216405,0.00000000
-4.39719860,2.86501876,0.45681279,0.00000000,1.32427671,0.26430521,1.83566343,0.00000000
-4.39119560,2.82525176,0.48177143,0.00000000,1.37089123,0.25640536,1.75999754,0.00000000
-4.38519260,2.78897830,0.50768979,0.00000000,1.41992243,0.24880068,1.68572753,0.00000000
-4.37918959,2.75630585,0.53426630,0.00000000,1.47075390,0.24155240,1.61332975,0.00000000
-4.37318659,2.72715689,0.56115231,0.00000000,1.52264157,0.23470557,1.54319154,0.00000000
-4.36718359,2.70127888,0.58796034,0.00000000,1.57473332,0.22828896,1.47561034,0.00000000
-4.36118059,2.67826359,0.61427500,0.00000000,1.62609538,0.22231577,1.41079592,0.00000000
-4.35517759,2.65757515,0.63966618,0.00000000,1.67574432,0.21678512,1.34887586,0.00000000
-4.34917459,2.63858530,0.66370401,0.00000000,1.72268336,0.21168428,1.28990381,0.00000000
-4.34317159,2.62061418,0.68597481,0.00000000,1.76594132,0.20699142,1.23387017,0.00000000
-4.33716858,2.60297438,0.70609739,0.00000000,1.80461230,0.20267876,1.18071466,0.00000000
-4.33116558,2.58501587,0.72373872,0.00000000,1.83789396,0.19871589,1.13034009,0.00000000
-4.32516258,2.56616919,0.73862827,0.00000000,1.86512254,0.19507312,1.08262664,0.00000000
-4.31915958,2.54598446,0.75057015,0.00000000,1.88580249,0.19172451,1.03744579,0.00000000
-4.31315658,2.52416381,0.75945237,0.00000000,1.89962910,0.18865062,0.99467332,0.00000000
-4.30715358,2.50058537,0.76525268,0.00000000,1.90650291,0.18584056,0.95420062,0.00000000
