energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.90995498,3.16887043,0.52511652,1.63390300,0.00184491,0.52543237,0.04122543,0.37704015,0.71928700,0.41850744
-5.90395198,3.30894329,0.54927728,1.69483247,0.00182617,0.55300041,0.04326133,0.39648720,0.75668277,0.43870854
-5.89794897,3.44670677,0.57210840,1.75337083,0.00180394,0.58109150,0.04533466,0.41531976,0.79407526,0.45896175
-5.89194597,3.58078973,0.59335363,1.80891078,0.00177971,0.60943417,0.04744191,0.43334063,0.83112365,0.47902541
-5.88594297,3.70981816,0.61278886,1.86086750,0.00175508,0.63773702,0.04957712,0.45036061,0.86747953,0.49865221
-5.87993997,3.83243448,0.63022930,1.90868474,0.00173170,0.66569293,0.05173148,0.46620289,0.90279429,0.51759425
-5.87393697,3.94731913,0.64553603,1.95184165,0.00171126,0.69298413,0.05389296,0.48070742,0.93672698,0.53560828
-5.86793397,4.05321423,0.65862151,1.98986036,0.00169545,0.71928802,0.05604616,0.49373511,0.96895273,0.55246119
-5.86193097,4.14894918,0.66945395,2.02231443,0.00168594,0.74428388,0.05817227,0.50517166,0.99917136,0.56793562
-5.85592796,4.23346785,0.67806021,2.04883811,0.00168431,0.76766014,0.06024922,0.51493104,1.02711603,0.58183552
-5.84992496,4.30585671,0.68452722,2.06913620,0.00169209,0.78912228,0.06225212,0.52295840,1.05256172,0.59399153
-5.84392196,4.36537319,0.68900158,2.08299422,0.00171067,0.80840107,0.06415372,0.52923227,1.07533329,0.60426604
-5.83791896,4.41147331,0.69168752,2.09028864,0.00174132,0.82526091,0.06592525,0.53376614,1.09531288,0.61255779
-5.83191596,4.44383760,0.69284288,2.09099657,0.00178515,0.83950808,0.06753726,0.53660903,1.11244630,0.61880570
-5.82591296,4.46239379,0.69277351,2.08520448,0.00184307,0.85099845,0.06896071,0.53784534,1.12674820,0.62299204
-5.81990995,4.46733534,0.69182584,2.07311529,0.00191581,0.85964440,0.07016801,0.53759362,1.13830577,0.62514444
-5.81390695,4.45913415,0.69037804,2.05505325,0.00200385,0.86542052,0.07113421,0.53600446,1.14728054,0.62533686
-5.80790395,4.43854638,0.68882981,2.03146602,0.00210742,0.86836779,0.07183809,0.53325741,1.15390820,0.62368931
-5.80190095,4.40661019,0.68759122,2.00292342,0.00222648,0.86859584,0.07226318,0.52955692,1.15849604,0.62036611
-5.79589795,4.36463457,0.68707076,1.97011244,0.00236068,0.86628305,0.07239862,0.52512749,1.16141801,0.61557286
-5.78989495,4.31417846,0.68766304,1.93382809,0.00250936,0.86167426,0.07223984,0.52020796,1.16310704,0.60955187
-5.78389195,4.25702027,0.68973654,1.89496017,0.00267153,0.85507590,0.07178900,0.51504521,1.16404487,0.60257628
-5.77788894,4.19511761,0.69362170,1.85447575,0.00284584,0.84684859,0.07105517,0.50988730,1.16474916,0.59494278
-5.77188594,4.13055814,0.69959979,1.81339780,0.00303063,0.83739725,0.07005417,0.50497628,1.16575831,0.58696334
-5.76588294,4.06550263,0.70789300,1.77278038,0.00322386,0.82715897,0.06880819,0.50054090,1.16761418,0.57895582
-5.75987994,4.00212173,0.71865588,1.73368100,0.00342319,0.81658888,0.06734508,0.49678928,1.17084309,0.57123402
-5.75387694,3.94252848,0.73196874,1.69713108,0.00362602,0.80614461,0.06569741,0.49390210,1.17593584,0.56409736
-5.74787394,3.88870906,0.74783294,1.66410545,0.00382944,0.79626983,0.06390131,0.49202609,1.18332725,0.55782055
-5.74187094,3.84245420,0.76616856,1.63549207,0.00403039,0.78737750,0.06199517,0.49126853,1.19337620,0.55264359
-5.73586793,3.80529429,0.78681425,1.61206305,0.00422565,0.77983359,0.06001820,0.49169264,1.20634681,0.54876265
-5.72986493,3.77844073,0.80952963,1.59444840,0.00441194,0.77394191,0.05800902,0.49331423,1.22239182,0.54632204
-5.72386193,3.76273655,0.83400002,1.58311335,0.00458599,0.76993089,0.05600424,0.49609980,1.24153898,0.54540772
-5.71785893,3.75861845,0.85984333,1.57834062,0.00474465,0.76794284,0.05403715,0.49996611,1.26368122,0.54604275
-5.71185593,3.76609256,0.88661923,1.58021839,0.00488489,0.76802636,0.05213662,0.50478146,1.28857143,0.54818479
-5.70585293,3.78472541,0.91383996,1.58863460,0.00500400,0.77013226,0.05032611,0.51036861,1.31582226,0.55172593
-5.69984992,3.81365092,0.94098285,1.60327826,0.00509956,0.77411339,0.04862311,0.51650930,1.34491138,0.55649501
-5.69384692,3.85159398,0.96750393,1.62364768,0.00516958,0.77972842,0.04703865,0.52295043,1.37519229,0.56226229
-5.68784392,3.89690975,0.99285234,1.64906566,0.00521251,0.78664953,0.04557731,0.52941150,1.40591049,0.56874641
-5.68184092,3.94763785,1.01648513,1.67870115,0.00522731,0.79447380,0.04423735,0.53559325,1.43622473,0.57562349
-5.67583792,4.00156923,1.03788198,1.71159657,0.00521346,0.80273781,0.04301126,0.54118729,1.46523253,0.58253797
-5.66983492,4.05632334,1.05655933,1.74669992,0.00517099,0.81093488,0.04188643,0.54588608,1.49199911,0.58911485
-5.66383192,4.10943250,1.07208366,1.78290025,0.00510045,0.81853424,0.04084610,0.54939330,1.51558870,0.59497278
-5.65782891,4.15843007,1.08408331,1.81906528,0.00500294,0.82500132,0.03987044,0.55143390,1.53509682,0.59973756
-5.65182591,4.20093874,1.09225860,1.85407952,0.00488002,0.82981821,0.03893773,0.55176361,1.54968242,0.60305546
-5.64582291,4.23475524,1.09638988,1.88688133,0.00473369,0.83250354,0.03802552,0.55017752,1.55859828,0.60460585
-5.63981991,4.25792812,1.09634328,1.91649744,0.00456633,0.83263082,0.03711187,0.54651738,1.56121859,0.60411256
-5.63381691,4.26882529,1.09207394,1.94207357,0.00438066,0.82984457,0.03617641,0.54067726,1.55706240,0.60135361
-5.62781391,4.26618863,1.08362668,1.96289977,0.00417963,0.82387356,0.03520132,0.53260754,1.54581214,0.59616892
-5.62181091,4.24917384,1.07113406,1.97842971,0.00396639,0.81454077,0.03417219,0.52231689,1.52732629,0.58846569
-5.61580790,4.21737399,1.05481189,1.98829315,0.00374419,0.80176957,0.03307859,0.50987226,1.50164592,0.57822127
-5.60980490,4.17082640,1.03495253,1.99230117,0.00351634,0.78558631,0.03191451,0.49539696,1.46899496,0.56548360
-5.60380190,4.11000312,1.01191597,1.99044441,0.00328616,0.76611909,0.03067857,0.47906690,1.42977427,0.55036920
-5.59779890,4.03578603,0.98611928,1.98288435,0.00305689,0.74359314,0.02937402,0.46110510,1.38455011,0.53305883
-5.59179590,3.94942829,0.95802468,1.96993856,0.00283168,0.71832312,0.02800853,0.44177490,1.33403763,0.51379135
-5.58579290,3.85250453,0.92812677,1.95206075,0.00261358,0.69070286,0.02659389,0.42137208,1.27908034,0.49285577
-5.57978989,3.74685234,0.89693927,1.92981673,0.00240545,0.66119319,0.02514544,0.40021619,1.22062664,0.47058228
-5.57378689,3.63450818,0.86498193,1.90385765,0.00221004,0.63030836,0.02368158,0.37864156,1.15970448,0.44733240
-5.56778389,3.51764071,0.83276777,1.87489189,0.00202991,0.59860189,0.02222305,0.35698827,1.09739540,0.42348884
-5.56178089,3.39848442,0.80079144,1.84365691,0.00186748,0.56665220,0.02079230,0.33559346,1.03480884,0.39944546
-5.55577789,3.27927640,0.76951869,1.81089242,0.00172504,0.53504887,0.01941280,0.31478324,0.97305795,0.37559768
-5.54977489,3.16219841,0.73937751,1.77731594,0.00160474,0.50437968,0.01810840,0.29486539,0.91323732,0.35233364
-5.54377189,3.04932616,0.71075091,1.74360165,0.00150866,0.47521897,0.01690277,0.27612319,0.85640358,0.33002643
-5.53776888,2.94258700,0.68397161,1.71036331,0.00143878,0.44811753,0.01581886,0.25881037,0.80355894,0.30902743
-5.53176588,2.84372676,0.65931861,1.67814150,0.00139702,0.42359392,0.01487848,0.24314719,0.75563788,0.28966088
-5.52576288,2.75428567,0.63701547,1.64739544,0.00138523,0.40212756,0.01410189,0.22931781,0.71349694,0.27221978
-5.51975988,2.67558313,0.61723030,1.61849912,0.00140523,0.38415308,0.01350758,0.21746874,0.67790721,0.25696281
-5.51375688,2.60871022,0.60007711,1.59174147,0.00145876,0.37005609,0.01311195,0.20770837,0.64954921,0.24411244
-5.50775388,2.55452899,0.58561844,1.56732985,0.00154749,0.36016987,0.01292921,0.20010728,0.62900944,0.23385374
-5.50175088,2.51367671,0.57386879,1.54539628,0.00167299,0.35477287,0.01297118,0.19469946,0.61677811,0.22633395
-5.49574787,2.48657393,0.56479869,1.52600552,0.00183664,0.35408661,0.01324714,0.19148396,0.61324745,0.22166253
-5.48974487,2.47343442,0.55833922,1.50916422,0.00203963,0.35827386,0.01376380,0.19042704,0.61870991,0.21991136
-5.48374187,2.47427596,0.55438647,1.49483029,0.00228286,0.36743678,0.01452505,0.19146458,0.63335593,0.22111512
-5.47773887,2.48893054,0.55280607,1.48292189,0.00256687,0.38161497,0.01553192,0.19450471,0.65727086,0.22527164
-5.47173587,2.51705331,0.55343740,1.47332535,0.00289173,0.40078327,0.01678242,0.19943040,0.69043091,0.23234207
-5.46573287,2.55812969,0.55609745,1.46590177,0.00325700,0.42484949,0.01827135,0.20610214,0.73269820,0.24225095
-5.45972986,2.61148063,0.56058432,1.46049190,0.00366160,0.45365198,0.01999022,0.21436061,0.78381502,0.25488611
-5.45372686,2.67626619,0.56668032,1.45691933,0.00410376,0.48695751,0.02192709,0.22402918,0.84339793,0.27009857
-5.44772386,2.75148816,0.57415471,1.45499218,0.00458093,0.52445942,0.02406652,0.23491653,0.91093201,0.28770248
-5.44172086,2.83599250,0.58276618,1.45450340,0.00508976,0.56577676,0.02638954,0.24681913,0.98576621,0.30747529
-5.43571786,2.92847269,0.59226520,1.45523015,0.00562609,0.61045436,0.02887373,0.25952384,1.06711054,0.32915841
-5.42971486,3.02747528,0.60239618,1.45693271,0.00618490,0.65796462,0.03149336,0.27281051,1.15403586,0.35245846
-5.42371186,3.13140859,0.61289984,1.45935338,0.00676042,0.70771106,0.03421974,0.28645470,1.24547717,0.37704930
-5.41770885,3.23855585,0.62351560,1.46221586,0.00734616,0.75903412,0.03702161,0.30023058,1.34024114,0.40257514
-5.41170585,3.34709341,0.63398423,1.46522557,0.00793506,0.81121935,0.03986570,0.31391391,1.43701828,0.42865470
-5.40570285,3.45511481,0.64405077,1.46807114,0.00851959,0.86350810,0.04271748,0.32728521,1.53440036,0.45488659
-5.39969985,3.56066066,0.65346779,1.47042758,0.00909198,0.91511073,0.04554196,0.34013307,1.63090289,0.48085591
-5.39369685,3.66175426,0.66199881,1.47196086,0.00964437,0.96522208,0.04830464,0.35225755,1.72499266,0.50614191
-5.38769385,3.75644220,0.66942210,1.47233425,0.01016909,1.01303898,0.05097255,0.36347360,1.81511959,0.53032672
-5.38169085,3.84283893,0.67553451,1.47121599,0.01065882,1.05777920,0.05351527,0.37361443,1.89975230,0.55300471
-5.37568784,3.91917368,0.68015537,1.46828815,0.01110688,1.09870132,0.05590598,0.38253481,1.97741600,0.57379240
-5.36968484,3.98383810,0.68313031,1.46325619,0.01150740,1.13512467,0.05812249,0.39011398,2.04673145,0.59233840
-5.36368184,4.03543233,0.68433477,1.45585882,0.01185554,1.16644868,0.06014806,0.39625831,2.10645346,0.60833293
-5.35767884,4.07280764,0.68367712,1.44587759,0.01214763,1.19217060,0.06197214,0.40090339,2.15550707,0.62151675
-5.35167584,4.09510316,0.68110115,1.43314557,0.01238129,1.21190093,0.06359085,0.40401553,2.19302000,0.63168871
-5.34567284,4.10177499,0.67658778,1.41755480,0.01255546,1.22537565,0.06500725,0.40559251,2.21834954,0.63871186
-5.33966983,4.09261570,0.67015599,1.39906179,0.01267049,1.23246464,0.06623128,0.40566352,2.23110274,0.64251754
-5.33366683,4.06776308,0.66186255,1.37769090,0.01272799,1.23317578,0.06727947,0.40428822,2.23114859,0.64310733
-5.32766383,4.02769711,0.65180085,1.35353510,0.01273079,1.22765439,0.06817424,0.40155491,2.21862161,0.64055263
-5.32166083,3.97322499,0.64009851,1.32675417,0.01268278,1.21617796,0.06894306,0.39757777,2.19391644,0.63499182
-5.31565783,3.90545446,0.62691391,1.29757020,0.01258869,1.19914622,0.06961720,0.39249326,2.15767361,0.62662515
-5.30965483,3.82575631,0.61243180,1.26626055,0.01245387,1.17706707,0.07023040,0.38645578,2.11075703,0.61570738
-5.30365183,3.73571755,0.59685787,1.23314859,0.01228405,1.15053871,0.07081731,0.37963266,2.05422409,0.60253865
-5.29764882,3.63708717,0.58041270,1.19859254,0.01208507,1.12022901,0.07141182,0.37219871,1.98928986,0.58745383
-5.29164582,3.53171679,0.56332521,1.16297301,0.01186264,1.08685278,0.07204547,0.36433055,1.91728686,0.57081091
-5.28564282,3.42149880,0.54582576,1.12667970,0.01162209,1.05114810,0.07274580,0.35620077,1.83962224,0.55297885
-5.27963982,3.30830460,0.52813937,1.09009792,0.01136821,1.01385261,0.07353495,0.34797241,1.75773423,0.53432551
-5.27363682,3.19392567,0.51047907,1.05359555,0.01110503,0.97568084,0.07442839,0.33979375,1.67304969,0.51520606
-5.26763382,3.08001977,0.49303995,1.01751099,0.01083578,0.93730345,0.07543393,0.33179376,1.58694450,0.49595248
-5.26163082,2.96806461,0.47599384,0.98214259,0.01056279,0.89932920,0.07655110,0.32407834,1.50070821,0.47686444
-5.25562781,2.85932049,0.45948506,0.94774018,0.01028749,0.86229028,0.07777084,0.31672752,1.41551424,0.45820197
-5.24962481,2.75480330,0.44362728,0.91449869,0.01001047,0.82663136,0.07907552,0.30979379,1.33239633,0.44018007
-5.24362181,2.65526853,0.42850171,0.88255447,0.00973158,0.79270274,0.08043942,0.30330145,1.25223195,0.42296545
-5.23761881,2.56120637,0.41415654,0.85198404,0.00945005,0.76075746,0.08182954,0.29724727,1.17573259,0.40667537
-5.23161581,2.47284760,0.40060775,0.82280546,0.00916465,0.73095235,0.08320665,0.29160211,1.10344078,0.39137852
-5.22561281,2.39017936,0.38784118,0.79498208,0.00887389,0.70335263,0.08452672,0.28631366,1.03573342,0.37709767
-5.21960980,2.31296950,0.37581574,0.76842837,0.00857616,0.67793949,0.08574250,0.28131004,0.97283050,0.36381405
-5.21360680,2.24079802,0.36446768,0.74301759,0.00826995,0.65462032,0.08680529,0.27650414,0.91480834,0.35147283
-5.20760380,2.17309370,0.35371559,0.71859070,0.00795400,0.63324067,0.08766672,0.27179843,0.86161641,0.33998968
-5.20160080,2.10917414,0.34346607,0.69496633,0.00762741,0.61359749,0.08828058,0.26709015,0.81309645,0.32925787
-5.19559780,2.04828717,0.33361970,0.67195104,0.00728977,0.59545288,0.08860455,0.26227652,0.76900298,0.31915554
-5.18959480,1.98965193,0.32407721,0.64934966,0.00694122,0.57854784,0.08860176,0.25725993,0.72902421,0.30955299
-5.18359180,1.93249799,0.31474542,0.62697511,0.00658248,0.56261539,0.08824221,0.25195266,0.69280247,0.30031944
-5.17758879,1.87610092,0.30554300,0.60465742,0.00621485,0.54739261,0.08750384,0.24628122,0.65995340,0.29132929
-5.17158579,1.81981345,0.29640560,0.58225150,0.00584014,0.53263138,0.08637336,0.24018998,0.63008357,0.28246749
-5.16558279,1.76309112,0.28729029,0.55964359,0.00546066,0.51810745,0.08484676,0.23364401,0.60280587,0.27363393
-5.15957979,1.70551208,0.27817923,0.53675606,0.00507906,0.50362764,0.08292944,0.22663115,0.57775270,0.26474695
-5.15357679,1.64679078,0.26908239,0.51355050,0.00469824,0.48903533,0.08063607,0.21916312,0.55458676,0.25574562
-5.14757379,1.58678550,0.26003923,0.49002915,0.00432128,0.47421409,0.07799010,0.21127578,0.53300957,0.24659114
-5.14157079,1.52550023,0.25111939,0.46623471,0.00395124,0.45908959,0.07502301,0.20302860,0.51276770,0.23726727
-5.13556778,1.46308124,0.24242239,0.44224858,0.00359111,0.44363000,0.07177332,0.19450325,0.49365717,0.22777991
-5.12956478,1.39980910,0.23407627,0.41818788,0.00324367,0.42784503,0.06828541,0.18580159,0.47552598,0.21815593
-5.12356178,1.33608690,0.22623541,0.39420128,0.00291144,0.41178384,0.06460819,0.17704310,0.45827523,0.20844148
-5.11755878,1.27242554,0.21907740,0.37046409,0.00259654,0.39553206,0.06079371,0.16836182,0.44185895,0.19869982
-5.11155578,1.20942689,0.21279929,0.34717272,0.00230074,0.37920811,0.05689574,0.15990301,0.42628292,0.18900889
-5.10555278,1.14776573,0.20761320,0.32453890,0.00202533,0.36295907,0.05296840,0.15181967,0.41160272,0.17945862
-5.09954977,1.08817116,0.20374148,0.30278381,0.00177120,0.34695623,0.04906479,0.14426900,0.39792101,0.17014830
-5.09354677,1.03140814,0.20141160,0.28213244,0.00153877,0.33139054,0.04523588,0.13740894,0.38538435,0.16118392
-5.08754377,0.97825987,0.20085086,0.26280828,0.00132810,0.31646808,0.04152944,0.13139494,0.37417955,0.15267564
-5.08154077,0.92951124,0.20228116,0.24502860,0.00113885,0.30240557,0.03798914,0.12637698,0.36452959,0.14473545
-5.07553777,0.88593386,0.20591391,0.22900034,0.00097038,0.28942610,0.03465396,0.12249693,0.35668921,0.13747505
-5.06953477,0.84827276,0.21194531,0.21491662,0.00082179,0.27775509,0.03155769,0.11988640,0.35094008,0.13100391
-5.06353177,0.81723486,0.22055206,0.20295410,0.00069197,0.26761645,0.02872859,0.11866489,0.34758573,0.12542764
-5.05752876,0.79347924,0.23188767,0.19327090,0.00057967,0.25922900,0.02618938,0.11893852,0.34694603,0.12084650
-5.05152576,0.77760905,0.24607949,0.18600515,0.00048353,0.25280314,0.02395720,0.12079907,0.34935131,0.11735422
-5.04552276,0.77016489,0.26322643,0.18127414,0.00040218,0.24853774,0.02204384,0.12432349,0.35513626,0.11503683
-5.03951976,0.77161952,0.28339749,0.17917380,0.00033421,0.24661718,0.02045601,0.12957372,0.36463332,0.11397178
-5.03351676,0.78237347,0.30663109,0.17977850,0.00027827,0.24720867,0.01919571,0.13659680,0.37816588,0.11422707
-5.02751376,0.80275147,0.33293502,0.18314101,0.00023309,0.25045962,0.01826060,0.14542517,0.39604113,0.11586046
-5.02151076,0.83299925,0.36228714,0.18929257,0.00019747,0.25649517,0.01764448,0.15607710,0.41854268,0.11891872
-5.01550775,0.87328052,0.39463637,0.19824275,0.00017031,0.26541590,0.01733770,0.16855707,0.44592298,0.12343688
-5.00950475,0.92367387,0.42990416,0.20997928,0.00015064,0.27729558,0.01732759,0.18285615,0.47839556,0.12943744
-5.00350175,0.98416933,0.46798590,0.22446759,0.00013760,0.29217905,0.01759882,0.19895213,0.51612728,0.13692963
-4.99749875,1.05466450,0.50875225,0.24165007,0.00013043,0.31008017,0.01813375,0.21680940,0.55923045,0.14590849
-4.99149575,1.13496006,0.55205013,0.26144502,0.00012850,0.33097993,0.01891276,0.23637850,0.60775524,0.15635402
-4.98549275,1.22475471,0.59770314,0.28374538,0.00013124,0.35482468,0.01991449,0.25759530,0.66168211,0.16823031
-4.97948974,1.32363955,0.64551130,0.30841712,0.00013821,0.38152440,0.02111603,0.28037971,0.72091486,0.18148455
-4.97348674,1.43109217,0.69525003,0.33529761,0.00014898,0.41095133,0.02249318,0.30463413,0.78527400,0.19604623
-4.96748374,1.54647060,0.74666834,0.36419389,0.00016323,0.44293865,0.02402053,0.33024146,0.85449106,0.21182630
-4.96148074,1.66900760,0.79948631,0.39488104,0.00018064,0.47727962,0.02567169,0.35706300,0.92820387,0.22871647
-4.95547774,1.79780583,0.85339211,0.42710092,0.00020092,0.51372698,0.02741937,0.38493619,1.00595311,0.24658880
-4.94947474,1.93183444,0.90803880,0.46056135,0.00022380,0.55199290,0.02923560,0.41367260,1.08718050,0.26529542
-4.94347174,2.06992782,0.96304127,0.49493598,0.00024901,0.59174951,0.03109188,0.44305613,1.17122893,0.28466870
-4.93746873,2.21078724,1.01797385,0.52986509,0.00027624,0.63263016,0.03295939,0.47284192,1.25734486,0.30452184
-4.93146573,2.35298609,1.07236898,0.56495749,0.00030518,0.67423155,0.03480924,0.50275599,1.34468333,0.32464991
-4.92546273,2.49497942,1.12571745,0.59979360,0.00033550,0.71611680,0.03661275,0.53249605,1.43231579,0.34483156
-4.91945973,2.63511841,1.17747073,0.63393001,0.00036682,0.75781974,0.03834178,0.56173354,1.51924108,0.36483128
-4.91345673,2.77167008,1.22704573,0.66690542,0.00039873,0.79885026,0.03996907,0.59011709,1.60439958,0.38440240
-4.90745373,2.90284259,1.27383219,0.69824800,0.00043080,0.83870103,0.04146864,0.61727757,1.68669061,0.40329075
-4.90145073,3.02681581,1.31720287,0.72748416,0.00046256,0.87685542,0.04281623,0.64283464,1.76499291,0.42123896
-4.89544772,3.14177708,1.35652657,0.75414848,0.00049355,0.91279663,0.04398972,0.66640476,1.83818791,0.43799138
-4.88944472,3.24596118,1.39118345,0.77779452,0.00052327,0.94601791,0.04496959,0.68761054,1.90518539,0.45329952
-4.88344172,3.33769358,1.42058250,0.79800632,0.00055124,0.97603369,0.04573935,0.70609100,1.96495081,0.46692784
-4.87743872,3.41543567,1.44418032,0.81441001,0.00057700,1.00239123,0.04628592,0.72151254,2.01653366,0.47865976
-4.87143572,3.47783025,1.46150054,0.82668518,0.00060010,1.02468262,0.04660007,0.73358013,2.05909576,0.48830363
-4.86543272,3.52374556,1.47215291,0.83457553,0.00062015,1.04255665,0.04667668,0.74204817,2.09193868,0.49569855
-4.85942971,3.55231602,1.47585122,0.83789822,0.00063682,1.05573001,0.04651502,0.74673058,2.11452908,0.50071967
-4.85342671,3.56297765,1.47242898,0.83655157,0.00064982,1.06399759,0.04611888,0.74750963,2.12652093,0.50328287
-4.84742371,3.55549649,1.46185204,0.83052060,0.00065898,1.06724114,0.04549664,0.74434299,2.12777361,0.50334849
-4.84142071,3.52998848,1.44422739,0.81988015,0.00066418,1.06543611,0.04466125,0.73726858,2.11836493,0.50092397
-4.83541771,3.48692946,1.41980755,0.80479523,0.00066542,1.05865607,0.04363003,0.72640702,2.09859829,0.49606529
-4.82941471,3.42715442,1.38899005,0.78551867,0.00066280,1.04707452,0.04242443,0.71196133,2.06900347,0.48887690
-4.82341171,3.35184571,1.35231197,0.76238589,0.00065650,1.03096387,0.04106961,0.69421388,2.03033063,0.47951040
-4.81740870,3.26251009,1.31043956,0.73580701,0.00064680,1.01069134,0.03959397,0.67352064,1.98353746,0.46816162
-4.81140570,3.16094531,1.26415326,0.70625664,0.00063409,0.98671199,0.03802853,0.65030291,1.92976978,0.45506644
-4.80540270,3.04919718,1.21432864,0.67426157,0.00061882,0.95955886,0.03640627,0.62503673,1.87033589,0.44049527
-4.79939970,2.92950850,1.16191408,0.64038694,0.00060152,0.92983048,0.03476138,0.59824053,1.80667552,0.42474650
-4.79339670,2.80426173,1.10790585,0.60522139,0.00058276,0.89817623,0.03312844,0.57046134,1.74032426,0.40813904
-4.78739370,2.67591730,1.05332186,0.56936173,0.00056317,0.86527985,0.03154161,0.54226014,1.67287461,0.39100421
-4.78139070,2.54694968,0.99917467,0.53339774,0.00054340,0.83184166,0.03003382,0.51419690,1.60593491,0.37367725
-4.77538769,2.41978368,0.94644520,0.49789759,0.00052408,0.79856022,0.02863590,0.48681586,1.54108746,0.35648883
-4.76938469,2.29673272,0.89605760,0.46339449,0.00050586,0.76611377,0.02737585,0.46063149,1.47984722,0.33975667
-4.76338169,2.17994147,0.84885654,0.43037479,0.00048933,0.73514237,0.02627813,0.43611576,1.42362242,0.32377761
-4.75737869,2.07133446,0.80558732,0.39926815,0.00047507,0.70623101,0.02536297,0.41368682,1.37367837,0.30882045
-4.75137569,1.97257211,0.76687941,0.37043969,0.00046357,0.67989459,0.02464589,0.39369979,1.33110547,0.29511969
-4.74537269,1.88501562,0.73323400,0.34418462,0.00045527,0.65656488,0.02413728,0.37643952,1.29679260,0.28287030
-4.73936968,1.80970124,0.70501554,0.32072505,0.00045051,0.63658021,0.02384210,0.36211572,1.27140645,0.27222382
-4.73336668,1.74732468,0.68244745,0.30020913,0.00044956,0.62017797,0.02375972,0.35086031,1.25537757,0.26328571
-4.72736368,1.69823562,0.66561202,0.28271233,0.00045260,0.60749027,0.02388397,0.34272718,1.24889320,0.25611410
-4.72136068,1.66244209,0.65445410,0.26824064,0.00045970,0.59854274,0.02420326,0.33769399,1.25189726,0.25071993
-4.71535768,1.63962437,0.64878844,0.25673541,0.00047087,0.59325664,0.02470092,0.33566609,1.26409713,0.24706834
-4.70935468,1.62915734,0.64831017,0.24807962,0.00048601,0.59145396,0.02535560,0.33648212,1.28497686,0.24508141
-4.70335168,1.63014047,0.65260799,0.24210513,0.00050496,0.59286545,0.02614192,0.33992121,1.31381642,0.24464195
-4.69734867,1.64143413,0.66117946,0.23860076,0.00052750,0.59714114,0.02703115,0.34571134,1.34971589,0.24559830
-4.69134567,1.66170073,0.67344795,0.23732070,0.00055333,0.60386310,0.02799202,0.35353861,1.39162391,0.24776987
-4.68534267,1.68944938,0.68878046,0.23799313,0.00058215,0.61255973,0.02899164,0.36305708,1.43836922,0.25095336
-4.67933967,1.72308249,0.70650603,0.24032869,0.00061361,0.62272130,0.02999641,0.37389892,1.48869414,0.25492930
-4.67333667,1.76094271,0.72593380,0.24402853,0.00064738,0.63381601,0.03097297,0.38568441,1.54128887,0.25946874
-4.66733367,1.80135890,0.74637058,0.24879195,0.00068313,0.64530609,0.03188923,0.39803166,1.59482548,0.26433994
-4.66133067,1.84268964,0.76713716,0.25432315,0.00072059,0.65666335,0.03271520,0.41056579,1.64799056,0.26931476
-4.65532766,1.88336331,0.78758319,0.26033736,0.00075952,0.66738373,0.03342385,0.42292716,1.69951545,0.27417458
-4.64932466,1.92191356,0.80710018,0.26656594,0.00079981,0.67700028,0.03399189,0.43477881,1.74820344,0.27871567
-4.64332166,1.95700956,0.82513243,0.27276072,0.00084143,0.68509443,0.03440030,0.44581266,1.79295333,0.28275379
