energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.81990995,2.15009588,-1.49953617,0.63607121,-0.46375196,0.37194213,-0.20458604,0.00301355,-0.00071408,0.08480974,-0.05255184,0.51194015,-0.33792346,0.32180305,-0.19646982,0.04124715,-0.04030184,1.14920766,-0.82837954
-5.81390695,2.19639329,-1.54484771,0.64393914,-0.48346965,0.38988802,-0.20967279,0.00321037,-0.00081709,0.08608659,-0.05364496,0.52386424,-0.35120422,0.32738417,-0.20511239,0.04227997,-0.03966898,1.17303253,-0.85578982
-5.80790395,2.24122739,-1.58871390,0.65120255,-0.50212157,0.40801792,-0.21506025,0.00340065,-0.00093340,0.08740157,-0.05464644,0.53585592,-0.36387869,0.33250783,-0.21353056,0.04329621,-0.03906717,1.19593715,-0.88231527
-5.80190095,2.28423246,-1.63111251,0.65790185,-0.51957794,0.42611014,-0.22083862,0.00358181,-0.00106323,0.08875869,-0.05555467,0.54790258,-0.37587643,0.33715241,-0.22168289,0.04426349,-0.03852552,1.21775768,-0.90790760
-5.79589795,2.32498954,-1.67208567,0.66405474,-0.53575027,0.44392424,-0.22709903,0.00375134,-0.00120666,0.09015844,-0.05637200,0.55996373,-0.38716100,0.34129203,-0.22953688,0.04515030,-0.03807029,1.23830236,-0.93255793
-5.78989495,2.36303330,-1.71173532,0.66965391,-0.55059350,0.46120620,-0.23393042,0.00390687,-0.00136359,0.09159769,-0.05710465,0.57197056,-0.39773082,0.34489645,-0.23706949,0.04592691,-0.03772403,1.25735404,-0.95629526
-5.78389195,2.39786245,-1.75021609,0.67466633,-0.56410630,0.47769430,-0.24141630,0.00404626,-0.00153368,0.09306991,-0.05776241,0.58382710,-0.40761863,0.34793145,-0.24426725,0.04656631,-0.03750477,1.27467466,-0.97918336
-5.77788894,2.42895311,-1.78772551,0.67903417,-0.57632961,0.49312559,-0.24963133,0.00416764,-0.00171632,0.09456559,-0.05835834,0.59541293,-0.41688944,0.35035969,-0.25112595,0.04704492,-0.03742542,1.29001129,-1.00131586
-5.77188594,2.45577463,-1.82449175,0.68267722,-0.58734324,0.50724282,-0.25863774,0.00426950,-0.00191062,0.09607273,-0.05890821,0.60658741,-0.42563706,0.35214188,-0.25764985,0.04734329,-0.03749339,1.30310369,-1.02280989
-5.76588294,2.47780709,-1.86075914,0.68549663,-0.59726072,0.51980140,-0.26848192,0.00435068,-0.00211533,0.09757763,-0.05942994,0.61719501,-0.43397921,0.35323833,-0.26385054,0.04744658,-0.03771027,1.31369285,-1.04379805
-5.75987994,2.49455945,-1.89677203,0.68737978,-0.60622251,0.53057623,-0.27919102,0.00441044,-0.00232889,0.09906565,-0.05994287,0.62707153,-0.44205140,0.35361078,-0.26974529,0.04734487,-0.03807186,1.32153004,-1.06441934
-5.75387694,2.50558751,-1.93275752,0.68820590,-0.61438788,0.53936797,-0.29076989,0.00444842,-0.00254941,0.10052208,-0.06046700,0.63605079,-0.44999988,0.35322438,-0.27535515,0.04703333,-0.03856832,1.32638601,-1.08480914
-5.74787394,2.51051060,-1.96890786,0.68785218,-0.62192579,0.54600867,-0.30319838,0.00446471,-0.00277468,0.10193291,-0.06102215,0.64397149,-0.45797382,0.35204971,-0.28070272,0.04651215,-0.03918451,1.32805965,-1.10508887
-5.74187094,2.50902624,-2.00536352,0.68619996,-0.62900522,0.55036632,-0.31642923,0.00445977,-0.00300219,0.10328567,-0.06162724,0.65068363,-0.46611724,0.35006480,-0.28580986,0.04578633,-0.03990051,1.32638583,-1.12535564
-5.73586793,2.50092188,-2.04219751,0.68314072,-0.63578543,0.55234829,-0.33038668,0.00443441,-0.00322920,0.10456999,-0.06229947,0.65605431,-0.47456103,0.34725698,-0.29069529,0.04486534,-0.04069236,1.32124188,-1.14567269
-5.72986493,2.48608328,-2.07940229,0.67858143,-0.64240658,0.55190340,-0.34496580,0.00438976,-0.00345278,0.10577819,-0.06305366,0.65997259,-0.48341537,0.34362455,-0.29537231,0.04376254,-0.04153285,1.31255240,-1.16606085
-5.72386193,2.46449910,-2.11687967,0.67244920,-0.64898128,0.54902265,-0.36003292,0.00432720,-0.00366987,0.10690556,-0.06390167,0.66235301,-0.49276309,0.33917812,-0.29984682,0.04249460,-0.04239244,1.30029230,-1.18649183
-5.71785893,2.43626171,-2.15443472,0.66469482,-0.65558742,0.54373859,-0.37542692,0.00424830,-0.00387739,0.10795055,-0.06485203,0.66313778,-0.50265420,0.33394166,-0.30411552,0.04108079,-0.04324031,1.28448783,-1.20688355
-5.71185593,2.40156420,-2.19177407,0.65529525,-0.66226275,0.53612338,-0.39096168,0.00415475,-0.00407229,0.10891486,-0.06590961,0.66229752,-0.51310199,0.32795317,-0.30816479,0.03954223,-0.04404536,1.26521573,-1.22709805
-5.70585293,2.36069408,-2.22850897,0.64425487,-0.66900143,0.52628569,-0.40642954,0.00404834,-0.00425168,0.10980325,-0.06707555,0.65983057,-0.52408080,0.32126502,-0.31196990,0.03790110,-0.04477725,1.24260057,-1.24694202
-5.69984992,2.31402410,-2.26416309,0.63160549,-0.67575283,0.51436663,-0.42160571,0.00393084,-0.00441286,0.11062343,-0.06834735,0.65576112,-0.53552574,0.31394390,-0.31549500,0.03617997,-0.04540741,1.21681053,-1.26617020
-5.69384692,2.26200095,-2.29818493,0.61740542,-0.68242257,0.50053495,-0.43625361,0.00380399,-0.00455347,0.11138577,-0.06971909,0.65013622,-0.54733420,0.30607054,-0.31869359,0.03440109,-0.04590998,1.18805200,-1.28449145
-5.68784392,2.20513256,-2.32996430,0.60173739,-0.68887577,0.48498168,-0.45013081,0.00366944,-0.00467152,0.11210312,-0.07118178,0.64302209,-0.55936920,0.29773906,-0.32150975,0.03258580,-0.04626254,1.15656323,-1.30157735
-5.68184092,2.14397472,-2.35885214,0.58470588,-0.69494245,0.46791462,-0.46299557,0.00352873,-0.00476545,0.11279063,-0.07272384,0.63449995,-0.57146436,0.28905617,-0.32387984,0.03075404,-0.04644686,1.12260750,-1.31707287
-5.67583792,2.07911797,-2.38418286,0.56643371,-0.70042465,0.44955268,-0.47461356,0.00338326,-0.00483422,0.11346570,-0.07433161,0.62466183,-0.58343018,0.28014025,-0.32573478,0.02892399,-0.04644932,1.08646619,-1.33060874
-5.66983492,2.01117516,-2.40529784,0.54705840,-0.70510497,0.43012057,-0.48476453,0.00323428,-0.00487729,0.11414808,-0.07598994,0.61360655,-0.59506128,0.27112022,-0.32700266,0.02711179,-0.04626127,1.04843204,-1.34181470
-5.66383192,1.94077055,-2.42156931,0.52672830,-0.70875610,0.40984376,-0.49324872,0.00308290,-0.00489463,0.11486015,-0.07768270,0.60143623,-0.60614421,0.26213443,-0.32761170,0.02533139,-0.04587911,1.00880294,-1.35033330
-5.65782891,1.86853065,-2.43242301,0.50559883,-0.71115087,0.38894410,-0.49989265,0.00293009,-0.00488677,0.11562744,-0.07939323,0.58825367,-0.61646541,0.25332955,-0.32749326,0.02359454,-0.04530422,0.96787651,-1.35583316
-5.65182591,1.79507719,-2.43735881,0.48382895,-0.71207214,0.36763597,-0.50455413,0.00277668,-0.00485468,0.11647929,-0.08110475,0.57416056,-0.62581886,0.24485941,-0.32658486,0.02191080,-0.04454271,0.92594554,-1.35802140
-5.64582291,1.72102229,-2.43596811,0.46157796,-0.71132226,0.34612318,-0.50712612,0.00262341,-0.00479978,0.11744979,-0.08280061,0.55925687,-0.63401298,0.23688394,-0.32483297,0.02028772,-0.04360497,0.88329448,-1.35665440
-5.63981991,1.64696581,-2.42794727,0.43900280,-0.70873147,0.32459661,-0.50753954,0.00247094,-0.00472387,0.11857886,-0.08446444,0.54364122,-0.64087660,0.22956827,-0.32219554,0.01873102,-0.04250510,0.84019691,-1.35154643
-5.63381691,1.57349476,-2.41310652,0.41625585,-0.70416494,0.30323252,-0.50576462,0.00231985,-0.00462902,0.11991356,-0.08608011,0.52741243,-0.64626347,0.22308178,-0.31864403,0.01724483,-0.04126026,0.79691396,-1.34257587
-5.62781391,1.50118439,-2.39137402,0.39348334,-0.69752805,0.28219141,-0.50181099,0.00217071,-0.00451753,0.12150943,-0.08763165,0.51067186,-0.65005544,0.21759745,-0.31416486,0.01583191,-0.03988985,0.75369361,-1.32968863
-5.62181091,1.43060083,-2.36279508,0.37082417,-0.68876982,0.26161761,-0.49572644,0.00202405,-0.00439182,0.12343204,-0.08910305,0.49352656,-0.65216398,0.21329121,-0.30876039,0.01449397,-0.03841479,0.71077071,-1.31289881
-5.61580790,1.36230475,-2.32752685,0.34840942,-0.67788434,0.24163924,-0.48759444,0.00188039,-0.00425433,0.12575847,-0.09047796,0.47609295,-0.65253030,0.21034163,-0.30244908,0.01323189,-0.03685670,0.66836745,-1.29228675
-5.60980490,1.29685578,-2.28582899,0.32636206,-0.66491025,0.22236856,-0.47753065,0.00174026,-0.00410748,0.12857887,-0.09173942,0.45850077,-0.65112400,0.20892969,-0.29526517,0.01204597,-0.03523712,0.62669438,-1.26799451
-5.60380190,1.23481728,-2.23805107,0.30479723,-0.64992835,0.20390268,-0.46567850,0.00160418,-0.00395356,0.13199798,-0.09286966,0.44089705,-0.64794071,0.20923885,-0.28725773,0.01093610,-0.03357688,0.58595146,-1.24021939
-5.59779890,1.17676124,-2.18461762,0.28382264,-0.63305768,0.18632447,-0.45220420,0.00147270,-0.00379469,0.13613649,-0.09384983,0.42344985,-0.64299877,0.21145530,-0.27848915,0.00990201,-0.03189550,0.54632929,-1.20920575
-5.59179590,1.12327284,-2.12601176,0.26353925,-0.61445032,0.16970366,-0.43729136,0.00134636,-0.00363276,0.14113234,-0.09466006,0.40635154,-0.63633545,0.21576856,-0.26903330,0.00894333,-0.03021070,0.50801028,-1.17523590
-5.58579290,1.07495462,-2.06275852,0.24404199,-0.59428517,0.15409795,-0.42113546,0.00122570,-0.00346943,0.14714172,-0.09527945,0.38982138,-0.62800302,0.22237223,-0.25897335,0.00805977,-0.02853811,0.47116965,-1.13862035
-5.57978989,1.03242992,-1.99540870,0.22542055,-0.57276134,0.13955428,-0.40393849,0.00111123,-0.00330606,0.15433990,-0.09568643,0.37410725,-0.61806490,0.23146489,-0.24839944,0.00725116,-0.02689102,0.43597628,-1.09968821
-5.57378689,0.99634531,-1.92452407,0.20776010,-0.55009122,0.12611011,-0.38590390,0.00100347,-0.00314377,0.16292159,-0.09585919,0.35948634,-0.60659229,0.24325123,-0.23740629,0.00651755,-0.02528032,0.40259326,-1.05877809
-5.56778389,0.96737195,-1.85066469,0.19114200,-0.52649386,0.11379461,-0.36723205,0.00090289,-0.00298343,0.17310089,-0.09577631,0.34626469,-0.59366150,0.25794303,-0.22609089,0.00585921,-0.02371455,0.37117823,-1.01622991
-5.56178089,0.94620545,-1.77437874,0.17564424,-0.50218882,0.10262991,-0.34811632,0.00080992,-0.00282565,0.18511066,-0.09541755,0.33477551,-0.57935197,0.27576003,-0.21455043,0.00527672,-0.02220004,0.34188353,-0.97237804
-5.55577789,0.93356403,-1.69619504,0.16134184,-0.47739077,0.09263230,-0.32873995,0.00072497,-0.00267088,0.19920114,-0.09476484,0.32537622,-0.56374532,0.29693039,-0.20288038,0.00477091,-0.02074113,0.31485603,-0.92754585
-5.54977489,0.93018464,-1.61661838,0.14830700,-0.45230502,0.08381329,-0.30927364,0.00064839,-0.00251938,0.21563771,-0.09380322,0.31844412,-0.54692516,0.32169047,-0.19117299,0.00434294,-0.01934046,0.29023677,-0.88204180
-5.54377189,0.93681670,-1.53612746,0.13660905,-0.42712411,0.07618064,-0.28987387,0.00058048,-0.00237131,0.23469761,-0.09252193,0.31437072,-0.52897769,0.35028376,-0.17951617,0.00399425,-0.01799931,0.26816043,-0.83615700
-5.53776888,0.95421299,-1.45517508,0.12631416,-0.40202545,0.06973927,-0.27068195,0.00052152,-0.00222676,0.25666553,-0.09091541,0.31355476,-0.50999293,0.38295855,-0.16799272,0.00372661,-0.01671790,0.24875451,-0.79016412
-5.53176588,0.98311753,-1.37419012,0.11748485,-0.37716991,0.06449197,-0.25182364,0.00047174,-0.00208575,0.28182783,-0.08898426,0.31639385,-0.49006635,0.41996413,-0.15667995,0.00354202,-0.01549578,0.23213835,-0.74431748
-5.52576288,1.02424999,-1.29358085,0.11017921,-0.35270147,0.06043999,-0.23340934,0.00043134,-0.00194830,0.31046542,-0.08673607,0.32327497,-0.46930063,0.46154533,-0.14564969,0.00344274,-0.01433208,0.21842182,-0.69885395
-5.51975988,1.07828649,-1.21373892,0.10444991,-0.32874745,0.05758336,-0.21553465,0.00040049,-0.00181448,0.34284518,-0.08418606,0.33456370,-0.44780741,0.50793507,-0.13496867,0.00343124,-0.01322580,0.20770378,-0.65399450
-5.51375688,1.14583681,-1.13504360,0.10034292,-0.30541950,0.05592103,-0.19828116,0.00037934,-0.00168434,0.37921002,-0.08135758,0.35059259,-0.42570876,0.55934502,-0.12469914,0.00351009,-0.01217606,0.20007020,-0.60994598
-5.50775388,1.22741813,-1.05786584,0.09789609,-0.28281492,0.05545063,-0.18171752,0.00036804,-0.00155802,0.41976766,-0.07828242,0.37164865,-0.40313814,0.61595426,-0.11489978,0.00368189,-0.01118224,0.19559194,-0.56690302
-5.50175088,1.32342572,-0.98257172,0.09713743,-0.26101828,0.05616809,-0.16590053,0.00036671,-0.00143569,0.46467837,-0.07500084,0.39796046,-0.38024089,0.67789621,-0.10562683,0.00394914,-0.01024413,0.19432216,-0.52504968
-5.49574787,1.43410137,-0.90952519,0.09808322,-0.24010306,0.05806684,-0.15087623,0.00037547,-0.00131756,0.51404210,-0.07156158,0.42968496,-0.35717394,0.74524417,-0.09693540,0.00431411,-0.00936197,0.19629339,-0.48456083
-5.48974487,1.55950048,-0.83908988,0.10073607,-0.22013335,0.06113684,-0.13668103,0.00039441,-0.00120390,0.56788530,-0.06802160,0.46689475,-0.33410502,0.81799586,-0.08888088,0.00477863,-0.00853653,0.20151429,-0.44560309
-5.48374187,1.69945910,-0.77163015,0.10508282,-0.20116529,0.06536325,-0.12334265,0.00042360,-0.00109498,0.62614814,-0.06444583,0.50956594,-0.31121114,0.89605776,-0.08152050,0.00534390,-0.00776905,0.20996619,-0.40833529
-5.47773887,1.85356264,-0.70751139,0.11109254,-0.18324842,0.07072500,-0.11088107,0.00046308,-0.00099109,0.68867278,-0.06090686,0.55756748,-0.28867668,0.97923001,-0.07491500,0.00601027,-0.00706128,0.22159943,-0.37290852
-5.47173587,2.02111775,-0.64709984,0.11871462,-0.16642669,0.07719318,-0.09930936,0.00051284,-0.00089253,0.75519320,-0.05748464,0.61065230,-0.26669116,1.06719266,-0.06913025,0.00677703,-0.00641533,0.23632982,-0.33946578
-5.46573287,2.20112954,-0.59076216,0.12787705,-0.15073929,0.08472932,-0.08863441,0.00057279,-0.00079954,0.82532761,-0.05426633,0.66845102,-0.24544680,1.15949435,-0.06423903,0.00764212,-0.00583368,0.25403526,-0.30814141
-5.45972986,2.39228575,-0.53886494,0.13848518,-0.13622122,0.09328376,-0.07885768,0.00064276,-0.00071237,0.89857388,-0.05134622,0.73046872,-0.22513619,1.25554440,-0.06032276,0.00860197,-0.00531911,0.27455280,-0.27906028
-5.45372686,2.59294996,-0.49177452,0.15042078,-0.12290369,0.10279415,-0.06997582,0.00072247,-0.00063119,0.97430886,-0.04882582,0.79608530,-0.20595012,1.35460904,-0.05747318,0.00965126,-0.00487455,0.29767634,-0.25233699
-5.44772386,2.80116513,-0.44985710,0.16354187,-0.11081436,0.11318413,-0.06198136,0.00081152,-0.00055612,1.05179190,-0.04681425,0.86455986,-0.18807587,1.45581273,-0.05579404,0.01078276,-0.00450312,0.32315531,-0.22807510
-5.44172086,3.01466894,-0.41347946,0.17768316,-0.09997743,0.12436244,-0.05486335,0.00090933,-0.00048721,1.13017307,-0.04542866,0.93503938,-0.17169588,1.55814512,-0.05540262,0.01198725,-0.00420795,0.35069437,-0.20636647
-5.43571786,3.23092143,-0.38301001,0.19265731,-0.09041375,0.13622234,-0.04860805,0.00101517,-0.00042447,1.20850618,-0.04479499,1.00657186,-0.15698711,1.66047392,-0.05643108,0.01325341,-0.00399219,0.37995462,-0.18729069
-5.42971486,3.44714538,-0.35882038,0.20825704,-0.08214076,0.14864175,-0.04319958,0.00112812,-0.00036781,1.28576656,-0.04504873,1.07812376,-0.14412088,1.76156380,-0.05902765,0.01456790,-0.00385891,0.41055616,-0.17091482
-5.42371186,3.66037875,-0.34128716,0.22425811,-0.07517248,0.16148379,-0.03862060,0.00124707,-0.00031713,1.36087318,-0.04633588,1.14860146,-0.13326332,1.86010111,-0.06335738,0.01591544,-0.00381102,0.44208239,-0.15729311
-5.41770885,3.86753820,-0.33079359,0.24042317,-0.06951947,0.17459812,-0.03485298,0.00137070,-0.00027224,1.43271467,-0.04881371,1.21687630,-0.12457624,1.95472373,-0.06960259,0.01727899,-0.00385117,0.47408591,-0.14646687
-5.41170585,4.06549200,-0.32773086,0.25650634,-0.06518871,0.18782284,-0.03187838,0.00149752,-0.00023294,1.50017827,-0.05265163,1.28181245,-0.11821835,2.04405518,-0.07796279,0.01864004,-0.00398171,0.50609602,-0.13846439
-5.40570285,4.25113976,-0.33249868,0.27225850,-0.06218344,0.20098710,-0.02967881,0.00162586,-0.00019898,1.56218081,-0.05803155,1.34229664,-0.11434654,2.12674197,-0.08865399,0.01997899,-0.00420452,0.53762768,-0.13330071
-5.39969985,4.42149641,-0.34550468,0.28743305,-0.06050294,0.21391424,-0.02823709,0.00175389,-0.00017012,1.61770053,-0.06514809,1.39726876,-0.11311714,2.20149252,-0.10190742,0.02127554,-0.00452095,0.56819176,-0.13097730
-5.39369685,4.57377704,-0.36716242,0.30179195,-0.06014221,0.22642553,-0.02753717,0.00187967,-0.00014610,1.66580836,-0.07420810,1.44575225,-0.11468688,2.26711627,-0.11796746,0.02250921,-0.00493162,0.59730612,-0.13148153
-5.38769385,4.70547925,-0.39788740,0.31511189,-0.06109155,0.23834417,-0.02756434,0.00200117,-0.00012668,1.70569750,-0.08542963,1.48688289,-0.11921327,2.32256140,-0.13708881,0.02365988,-0.00543634,0.62450726,-0.13478590
-5.38169085,4.81445957,-0.43809124,0.32719018,-0.06333597,0.24949969,-0.02830532,0.00211633,-0.00011165,1.73670985,-0.09904004,1.51993498,-0.12685430,2.36694924,-0.15953279,0.02470832,-0.00603392,0.64936212,-0.14084699
-5.37568784,4.89900058,-0.48817345,0.33785022,-0.06685455,0.25973236,-0.02974809,0.00222312,-0.00010083,1.75835833,-0.11527329,1.54434379,-0.13776720,2.39960423,-0.18556282,0.02563678,-0.00672203,0.67147945,-0.14960420
-5.36968484,4.95786591,-0.54851106,0.34694633,-0.07161968,0.26889745,-0.03188172,0.00231956,-0.00009407,1.77034391,-0.13436623,1.55972322,-0.15210610,2.42007768,-0.21543908,0.02642951,-0.00749708,0.69052033,-0.16097836
-5.36368184,4.99034046,-0.61944601,0.35436757,-0.07759617,0.27686934,-0.03469592,0.00240381,-0.00009130,1.77256663,-0.15655385,1.56587795,-0.17001862,2.42816458,-0.24941232,0.02707325,-0.00835408,0.70620738,-0.17487020
-5.35767884,4.99625417,-0.70127061,0.36004047,-0.08474039,0.28354509,-0.03818052,0.00247423,-0.00009246,1.76513016,-0.18206359,1.56280964,-0.19164124,2.42391243,-0.28771702,0.02755764,-0.00928659,0.71833222,-0.19115895
-5.35167584,4.97598809,-0.79421127,0.36393057,-0.09299944,0.28884738,-0.04232489,0.00252939,-0.00009760,1.74833965,-0.21110860,1.55071674,-0.21709356,2.40762177,-0.33056384,0.02787556,-0.01028659,0.72676093,-0.20970102
-5.34567284,4.93046253,-0.89841110,0.36604255,-0.10231032,0.29272674,-0.04711719,0.00256816,-0.00010679,1.72269288,-0.24388014,1.52998797,-0.24647152,2.37983835,-0.37813164,0.02802333,-0.01134457,0.73143702,-0.23032917
