energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.78389195,3.37997721,0.00499628,0.44576464,0.73874235,0.92620214,1.53150451,0.93004490,0.01887851,0.93634386
-5.77788894,3.35042257,0.00500324,0.44573001,0.72711082,0.92560473,1.53779690,0.91775850,0.01913085,0.92031314
-5.77188594,3.32067153,0.00502877,0.44616792,0.71539469,0.92320544,1.54866517,0.90602262,0.01938025,0.90417185
-5.76588294,3.29133932,0.00506917,0.44716569,0.70370573,0.91907198,1.56445238,0.89512040,0.01962427,0.88807205
-5.75987994,3.26309601,0.00512101,0.44881131,0.69217932,0.91330755,1.58546085,0.88534513,0.01986082,0.87217808
-5.75387694,3.23664080,0.00518120,0.45118981,0.68097017,0.90604547,1.61193849,0.87699074,0.02008817,0.85665997
-5.74787394,3.21267505,0.00524696,0.45437956,0.67024717,0.89744344,1.64406536,0.87034194,0.02030495,0.84168659
-5.74187094,3.19187508,0.00531581,0.45844854,0.66018747,0.88767733,1.68194090,0.86566459,0.02051015,0.82741909
-5.73586793,3.17486602,0.00538556,0.46345081,0.65097014,0.87693501,1.72557243,0.86319642,0.02070313,0.81400466
-5.72986493,3.16219730,0.00545428,0.46942323,0.64276967,0.86541039,1.77486542,0.86313841,0.02088364,0.80157111
-5.72386193,3.15432097,0.00552023,0.47638254,0.63574940,0.85329778,1.82961604,0.86564718,0.02105177,0.79022231
-5.71785893,3.15157341,0.00558190,0.48432301,0.63005535,0.84078688,1.88950630,0.87082858,0.02120797,0.78003482
-5.71185593,3.15416095,0.00563791,0.49321461,0.62581046,0.82805850,1.95410230,0.87873255,0.02135298,0.77105556
-5.70585293,3.16215009,0.00568701,0.50300194,0.62310965,0.81528102,2.02285569,0.88934963,0.02148781,0.76330086
-5.69984992,3.17546238,0.00572804,0.51360387,0.62201572,0.80260782,2.09510858,0.90260902,0.02161365,0.75675662
-5.69384692,3.19387420,0.00575995,0.52491398,0.62255634,0.79017557,2.17010178,0.91837836,0.02173179,0.75137976
-5.68784392,3.21702150,0.00578174,0.53680186,0.62472227,0.77810348,2.24698653,0.93646526,0.02184353,0.74710067
-5.68184092,3.24440930,0.00579251,0.54911521,0.62846673,0.76649345,2.32483911,0.95662052,0.02195010,0.74382670
-5.67583792,3.27542571,0.00579143,0.56168273,0.63370618,0.75543113,2.40267841,0.97854298,0.02205253,0.74144639
-5.66983492,3.30936000,0.00577775,0.57431775,0.64032230,0.74498777,2.47948560,1.00188594,0.02215161,0.73983448
-5.66383192,3.34542429,0.00575086,0.58682246,0.64816523,0.73522279,2.55422562,1.02626493,0.02224779,0.73885726
-5.65782891,3.38277821,0.00571026,0.59899269,0.65705794,0.72618701,2.62586979,1.05126667,0.02234117,0.73837832
-5.65182591,3.42055573,0.00565563,0.61062308,0.66680157,0.71792635,2.69341881,1.07645899,0.02243147,0.73826441
-5.64582291,3.45789350,0.00558680,0.62151242,0.67718171,0.71048595,2.75592544,1.10140145,0.02251804,0.73839124
-5.63981991,3.49395964,0.00550383,0.63146903,0.68797516,0.70391446,2.81251638,1.12565631,0.02259996,0.73864904
-5.63381691,3.52798230,0.00540697,0.64031606,0.69895726,0.69826837,2.86241235,1.14879964,0.02267605,0.73894779
-5.62781391,3.55927693,0.00529672,0.64789640,0.70990930,0.69361615,2.90494605,1.17043221,0.02274503,0.73922191
-5.62181091,3.58727135,0.00517380,0.65407713,0.72062589,0.69004212,2.93957733,1.19018974,0.02280563,0.73943432
-5.61580790,3.61152781,0.00503915,0.65875327,0.73092202,0.68764966,2.96590516,1.20775239,0.02285674,0.73957971
-5.60980490,3.63176117,0.00489394,0.66185083,0.74063947,0.68656361,2.98367611,1.22285306,0.02289752,0.73968693
-5.60380190,3.64785244,0.00473951,0.66332883,0.74965248,0.68693177,2.99278901,1.23528425,0.02292754,0.73982042
-5.59779890,3.65985712,0.00457741,0.66318043,0.75787227,0.68892509,2.99329584,1.24490327,0.02294689,0.74008058
-5.59179590,3.66800779,0.00440928,0.66143300,0.76525036,0.69273660,2.98539878,1.25163570,0.02295629,0.74060295
-5.58579290,3.67271064,0.00423691,0.65814718,0.77178043,0.69857873,2.96944351,1.25547681,0.02295708,0.74155625
-5.57978989,3.67453585,0.00406214,0.65341494,0.77749876,0.70667918,2.94590906,1.25649102,0.02295126,0.74313925
-5.57378689,3.67420194,0.00388683,0.64735672,0.78248291,0.71727509,2.91539450,1.25480937,0.02294147,0.74557631
-5.56778389,3.67255422,0.00371287,0.64011780,0.78684898,0.73060575,2.87860285,1.25062502,0.02293091,0.74911186
-5.56178089,3.67053809,0.00354207,0.63186392,0.79074725,0.74690388,2.83632268,1.24418697,0.02292320,0.75400371
-5.55577789,3.66916792,0.00337621,0.62277647,0.79435646,0.76638572,2.78940798,1.23579218,0.02292230,0.76051545
-5.54977489,3.66949233,0.00321695,0.61304732,0.79787687,0.78924036,2.73875668,1.22577639,0.02293233,0.76890800
-5.54377189,3.67255730,0.00306588,0.60287351,0.80152239,0.81561852,2.68528866,1.21450394,0.02295740,0.77943061
-5.53776888,3.67936826,0.00292445,0.59245194,0.80551207,0.84562137,2.62992366,1.20235688,0.02300146,0.79231160
-5.53176588,3.69085268,0.00279397,0.58197438,0.81006120,0.87928996,2.57355967,1.18972389,0.02306813,0.80774902
-5.52576288,3.70782461,0.00267566,0.57162277,0.81537253,0.91659565,2.51705257,1.17698933,0.02316062,0.82590177
-5.51975988,3.73095261,0.00257059,0.56156510,0.82162783,0.95743227,2.46119735,1.16452270,0.02328157,0.84688136
-5.51375688,3.76073253,0.00247973,0.55195192,0.82898016,1.00161043,2.40671148,1.15266912,0.02343298,0.87074480
-5.50775388,3.79746611,0.00240393,0.54291361,0.83754727,1.04885450,2.35422096,1.14174089,0.02361623,0.89748882
-5.50175088,3.84124666,0.00234395,0.53455836,0.84740616,1.09880260,2.30424916,1.13201058,0.02383204,0.92704589
-5.49574787,3.89195207,0.00230043,0.52697097,0.85858926,1.15100989,2.25720897,1.12370567,0.02408047,0.95928208
-5.48974487,3.94924587,0.00227393,0.52021241,0.87108217,1.20495517,2.21339820,1.11700501,0.02436102,0.99399710
-5.48374187,4.01258590,0.00226492,0.51432004,0.88482303,1.26005084,2.17299840,1.11203698,0.02467266,1.03092641
-5.47773887,4.08124040,0.00227372,0.50930854,0.89970363,1.31565580,2.13607693,1.10887939,0.02501391,1.06974550
-5.47173587,4.15431062,0.00230056,0.50517124,0.91557188,1.37109108,2.10259215,1.10756091,0.02538288,1.11007614
-5.46573287,4.23075885,0.00234551,0.50188195,0.93223581,1.42565740,2.07240143,1.10806384,0.02577734,1.15149434
-5.45972986,4.30944051,0.00240847,0.49939704,0.94946859,1.47865413,2.04527166,1.11032800,0.02619473,1.19353980
-5.45372686,4.38913881,0.00248913,0.49765772,0.96701450,1.52939869,2.02089169,1.11425541,0.02663217,1.23572634
-5.44772386,4.46860038,0.00258697,0.49659240,0.98459549,1.57724577,1.99888639,1.11971548,0.02708639,1.27755294
-5.44172086,4.54657021,0.00270116,0.49611900,1.00191810,1.62160516,1.97883164,1.12655043,0.02755374,1.31851499
-5.43571786,4.62182457,0.00283061,0.49614724,1.01868050,1.66195779,1.96026995,1.13458061,0.02803005,1.35811525
-5.42971486,4.69320054,0.00297390,0.49658082,1.03457936,1.69786894,1.94272597,1.14360967,0.02851058,1.39587408
-5.42371186,4.75962126,0.00312925,0.49731944,1.04931646,1.72899828,1.92572164,1.15342921,0.02898993,1.43133874
-5.41770885,4.82011605,0.00329456,0.49826068,1.06260481,1.75510619,1.90879051,1.16382294,0.02946197,1.46409134
-5.41170585,4.87383530,0.00346737,0.49930182,1.07417427,1.77605634,1.89149088,1.17457029,0.02991979,1.49375534
-5.40570285,4.92005992,0.00364492,0.50034153,1.08377654,1.79181432,1.87341747,1.18544953,0.03035569,1.52000057
-5.39969985,4.95820577,0.00382414,0.50128149,1.09118951,1.80244274,1.85421146,1.19624034,0.03076127,1.54254659
-5.39369685,4.98782361,0.00400175,0.50202808,1.09622106,1.80809308,1.83356881,1.20672607,0.03112750,1.56116473
-5.38769385,5.00859533,0.00417430,0.50249392,1.09871219,1.80899483,1.81124660,1.21669582,0.03144491,1.57567871
-5.38169085,5.02032728,0.00433826,0.50259957,1.09853968,1.80544263,1.78706760,1.22594633,0.03170385,1.58596429
-5.37568784,5.02294171,0.00449010,0.50227507,1.09561806,1.79778206,1.76092282,1.23428394,0.03189473,1.59194785
-5.36968484,5.01646705,0.00462640,0.50146156,1.08990117,1.78639487,1.73277233,1.24152664,0.03200841,1.59360454
-5.36368184,5.00102789,0.00474395,0.50011275,1.08138315,1.77168431,1.70264414,1.24750623,0.03203654,1.59095572
-5.35767884,4.97683507,0.00483984,0.49819620,1.07009875,1.75406120,1.67063149,1.25207068,0.03197194,1.58406631
-5.35167584,4.94417647,0.00491159,0.49569443,1.05612313,1.73393135,1.63688839,1.25508655,0.03180897,1.57304183
-5.34567284,4.90340847,0.00495719,0.49260562,1.03957091,1.71168455,1.60162370,1.25644137,0.03154382,1.55802540
-5.33966983,4.85494816,0.00497520,0.48894395,1.02059452,1.68768558,1.56509377,1.25604596,0.03117484,1.53919462
-5.33366683,4.79926611,0.00496477,0.48473939,0.99938174,1.66226726,1.52759385,1.25383639,0.03070269,1.51675839
-5.32766383,4.73687926,0.00492573,0.48003696,0.97615237,1.63572550,1.48944841,1.24977549,0.03013046,1.49095356
-5.32166083,4.66834380,0.00485852,0.47489538,0.95115415,1.60831639,1.45100066,1.24385381,0.02946365,1.46204134
-5.31565783,4.59424743,0.00476423,0.46938513,0.92465781,1.58025490,1.41260142,1.23608973,0.02871011,1.43030347
-5.30965483,4.51520092,0.00464454,0.46358595,0.89695137,1.55171512,1.37459769,1.22652876,0.02787977,1.39603810
-5.30365183,4.43182862,0.00450165,0.45758381,0.86833393,1.52283167,1.33732131,1.21524197,0.02698440,1.35955522
-5.29764882,4.34475801,0.00433822,0.45146758,0.83910888,1.49370200,1.30107800,1.20232347,0.02603716,1.32117195
-5.29164582,4.25460841,0.00415726,0.44532534,0.80957694,1.46438934,1.26613713,1.18788719,0.02505217,1.28120741
-5.28564282,4.16197915,0.00396203,0.43924070,0.78002915,1.43492607,1.23272271,1.17206290,0.02404404,1.23997760
-5.27963982,4.06743774,0.00375593,0.43328923,0.75074019,1.40531736,1.20100592,1.15499180,0.02302734,1.19779026
-5.27363682,3.97150852,0.00354240,0.42753510,0.72196202,1.37554498,1.17109951,1.13682189,0.02201608,1.15493993
-5.26763382,3.87466261,0.00332483,0.42202833,0.69391852,1.34557114,1.14305434,1.11770329,0.02102329,1.11170341
-5.26163082,3.77730968,0.00310640,0.41680256,0.66680091,1.31534247,1.11685833,1.09778387,0.02006056,1.06833589
-5.25562781,3.67979229,0.00289009,0.41187369,0.64076448,1.28479400,1.09243787,1.07720547,0.01913777,1.02506777
-5.24962481,3.58238317,0.00267854,0.40723932,0.61592657,1.25385328,1.06966171,1.05610069,0.01826281,0.98210247
-5.24362181,3.48528581,0.00247403,0.40287915,0.59236595,1.22244454,1.04834722,1.03459076,0.01744143,0.93961527
-5.23761881,3.38863855,0.00227847,0.39875625,0.57012363,1.19049300,1.02826877,1.01278423,0.01667727,0.89775321
-5.23161581,3.29252192,0.00209335,0.39481913,0.54920492,1.15792918,1.00916794,0.99077678,0.01597187,0.85663606
-5.22561281,3.19696902,0.00191974,0.39100462,0.52958279,1.12469324,0.99076500,0.96865196,0.01532486,0.81635828
-5.21960980,3.10197828,0.00175837,0.38724114,0.51120221,1.09073921,0.97277123,0.94648276,0.01473419,0.77699186
-5.21360680,3.00752795,0.00160957,0.38345248,0.49398522,1.05603902,0.95490152,0.92433383,0.01419648,0.73858981
-5.20760380,2.91359136,0.00147339,0.37956160,0.47783658,1.02058610,0.93688655,0.90226415,0.01370732,0.70119016
-5.20160080,2.82015218,0.00134960,0.37549443,0.46264961,0.98439853,0.91848406,0.88032986,0.01326171,0.66482017
-5.19559780,2.72721853,0.00123777,0.37118328,0.44831200,0.94752149,0.89948867,0.85858700,0.01285441,0.62950054
-5.18959480,2.63483531,0.00113729,0.36656983,0.43471124,0.91002889,0.87973974,0.83709391,0.01248035,0.59524942
-5.18359180,2.54309385,0.00104744,0.36160747,0.42173953,0.87202411,0.85912706,0.81591308,0.01213494,0.56208594
-5.17758879,2.45213835,0.00096745,0.35626285,0.40929790,0.83363970,0.83759400,0.79511227,0.01181435,0.53003316
-5.17158579,2.36216884,0.00089650,0.35051665,0.39729945,0.79503612,0.81513813,0.77476482,0.01151580,0.49912021
-5.16558279,2.27344042,0.00083378,0.34436361,0.38567159,0.75639938,0.79180941,0.75494911,0.01123763,0.46938375
-5.15957979,2.18625892,0.00077852,0.33781171,0.37435730,0.71793779,0.76770607,0.73574714,0.01097943,0.44086840
-5.15357679,2.10097335,0.00072999,0.33088084,0.36331541,0.67987783,0.74296851,0.71724246,0.01074205,0.41362646
-5.14757379,2.01796557,0.00068753,0.32360086,0.35252004,0.64245933,0.71777174,0.69951746,0.01052747,0.38771683
-5.14157079,1.93763778,0.00065056,0.31600941,0.34195929,0.60593009,0.69231660,0.68265027,0.01033872,0.36320323
-5.13556778,1.86039873,0.00061855,0.30814951,0.33163330,0.57054016,0.66682055,0.66671150,0.01017959,0.34015193
-5.12956478,1.78664925,0.00059105,0.30006723,0.32155199,0.53653603,0.64150830,0.65176095,0.01005447,0.31862904
-5.12356178,1.71676789,0.00056765,0.29180953,0.31173252,0.50415481,0.61660288,0.63784466,0.00996799,0.29869762
-5.11755878,1.65109750,0.00054801,0.28342238,0.30219671,0.47361880,0.59231750,0.62499226,0.00992470,0.28041472
-5.11155578,1.58993325,0.00053182,0.27494934,0.29296858,0.44513042,0.56884862,0.61321490,0.00992880,0.26382853
-5.10555278,1.53351263,0.00051879,0.26643061,0.28407214,0.41886784,0.54637039,0.60250393,0.00998376,0.24897573
-5.09954977,1.48200789,0.00050865,0.25790255,0.27552944,0.39498137,0.52503062,0.59283019,0.01009207,0.23587929
-5.09354677,1.43552104,0.00050115,0.24939772,0.26735913,0.37359072,0.50494846,0.58414412,0.01025494,0.22454670
-5.08754377,1.39408160,0.00049602,0.24094529,0.25957540,0.35478319,0.48621350,0.57637660,0.01047211,0.21496875
-5.08154077,1.35764712,0.00049299,0.23257188,0.25218731,0.33861289,0.46888647,0.56944046,0.01074167,0.20711896
-5.07553777,1.32610632,0.00049178,0.22430258,0.24519866,0.32510096,0.45300118,0.56323271,0.01105998,0.20095360
-5.06953477,1.29928465,0.00049209,0.21616215,0.23860814,0.31423665,0.43856752,0.55763726,0.01142162,0.19641240
-5.06353177,1.27695213,0.00049361,0.20817633,0.23240985,0.30597944,0.42557537,0.55252820,0.01181947,0.19341979
-5.05752876,1.25883295,0.00049601,0.20037305,0.22659409,0.30026179,0.41399904,0.54777356,0.01224480,0.19188676
-5.05152576,1.24461680,0.00049896,0.19278356,0.22114832,0.29699271,0.40380217,0.54323930,0.01268748,0.19171321
-5.04552276,1.23397128,0.00050210,0.18544345,0.21605832,0.29606174,0.39494270,0.53879382,0.01313620,0.19279059
-5.03951976,1.22655521,0.00050511,0.17839339,0.21130935,0.29734334,0.38737792,0.53431250,0.01357882,0.19500498
-5.03351676,1.22203236,0.00050764,0.17167978,0.20688736,0.30070149,0.38106923,0.52968252,0.01400274,0.19824021
-5.02751376,1.22008525,0.00050937,0.16535515,0.20278020,0.30599429,0.37598663,0.52480774,0.01439522,0.20238108
-5.02151076,1.22042864,0.00051000,0.15947841,0.19897870,0.31307842,0.37211276,0.51961355,0.01474385,0.20731654
-5.01550775,1.22282224,0.00050928,0.15411496,0.19547769,0.32181328,0.36944648,0.51405159,0.01503692,0.21294260
-5.00950475,1.22708231,0.00050695,0.14933670,0.19227678,0.33206478,0.36800578,0.50810418,0.01526382,0.21916497
-5.00350175,1.23309179,0.00050285,0.14522192,0.18938111,0.34370852,0.36783019,0.50178834,0.01541540,0.22590131
-4.99749875,1.24080851,0.00049681,0.14185522,0.18680172,0.35663235,0.36898236,0.49515919,0.01548425,0.23308290
-4.99149575,1.25027130,0.00048877,0.13932725,0.18455578,0.37073832,0.37154911,0.48831261,0.01546497,0.24065587
-4.98549275,1.26160355,0.00047868,0.13773446,0.18266658,0.38594391,0.37564156,0.48138685,0.01535434,0.24858170
-4.97948974,1.27501415,0.00046657,0.13717873,0.18116322,0.40218260,0.38139459,0.47456315,0.01515140,0.25683720
-4.97348674,1.29079554,0.00045252,0.13776686,0.18008003,0.41940379,0.38896545,0.46806493,0.01485745,0.26541387
-4.96748374,1.30931883,0.00043666,0.13960990,0.17945572,0.43757219,0.39853151,0.46215575,0.01447601,0.27431658
-4.96148074,1.33102593,0.00041917,0.14282218,0.17933234,0.45666660,0.41028721,0.45713567,0.01401265,0.28356185
-4.95547774,1.35641877,0.00040026,0.14752007,0.17975385,0.47667834,0.42444004,0.45333618,0.01347475,0.29317556
-4.94947474,1.38604575,0.00038020,0.15382039,0.18076466,0.49760924,0.44120574,0.45111363,0.01287125,0.30319030
-4.94347174,1.42048555,0.00035927,0.16183833,0.18240785,0.51946930,0.46080264,0.45084126,0.01221233,0.31364237
-4.93746873,1.46032863,0.00033775,0.17168500,0.18472331,0.54227408,0.48344517,0.45289997,0.01150901,0.32456864
-4.93146573,1.50615684,0.00031596,0.18346446,0.18774582,0.56604179,0.50933666,0.45766795,0.01077285,0.33600317
-4.92546273,1.55852136,0.00029420,0.19727033,0.19150311,0.59079021,0.53866159,0.46550955,0.01001552,0.34797384
-4.91945973,1.61791963,0.00027276,0.21318200,0.19601388,0.61653330,0.57157727,0.47676349,0.00924852,0.36049903
-4.91345673,1.68477173,0.00025192,0.23126051,0.20128603,0.64327764,0.60820530,0.49173085,0.00848281,0.37358440
-4.90745373,1.75939693,0.00023193,0.25154424,0.20731499,0.67101873,0.64862302,0.51066323,0.00772855,0.38721994
-4.90145073,1.84199097,0.00021301,0.27404449,0.21408231,0.69973705,0.69285500,0.53375131,0.00699490,0.40137727
-4.89544772,1.93260498,0.00019535,0.29874123,0.22155453,0.72939421,0.74086521,0.56111434,0.00628984,0.41600741
-4.88944472,2.03112669,0.00017909,0.32557914,0.22968247,0.75992905,0.79254985,0.59279097,0.00562006,0.43103900
-4.88344172,2.13726493,0.00016435,0.35446414,0.23840087,0.79125407,0.84773141,0.62873167,0.00499091,0.44637714
-4.87743872,2.25053809,0.00015121,0.38526069,0.24762853,0.82325222,0.90615421,0.66879330,0.00440637,0.46190286
-4.87143572,2.37026753,0.00013971,0.41779000,0.25726901,0.85577440,0.96748171,0.71273598,0.00386915,0.47747344
-4.86543272,2.49557644,0.00012985,0.45182933,0.26721178,0.88863779,1.03129593,0.76022268,0.00338075,0.49292346
-4.85942971,2.62539496,0.00012161,0.48711266,0.27733404,0.92162544,1.09709924,0.81082162,0.00294159,0.50806679
-4.85342671,2.75847186,0.00011496,0.52333263,0.28750299,0.95448714,1.16431855,0.86401176,0.00255113,0.52269950
-4.84742371,2.89339304,0.00010984,0.56014395,0.29757874,0.98694195,1.23231222,0.91919112,0.00220808,0.53660363
-4.84142071,3.02860668,0.00010616,0.59716827,0.30741765,1.01868242,1.30037937,0.97568814,0.00191051,0.54955186
-4.83541771,3.16245485,0.00010386,0.63400037,0.31687605,1.04938057,1.36777166,1.03277563,0.00165605,0.56131286
-4.82941471,3.29321068,0.00010286,0.67021552,0.32581435,1.07869565,1.43370719,1.08968708,0.00144205,0.57165742
-4.82341171,3.41912028,0.00010308,0.70537791,0.33410132,1.10628342,1.49738625,1.14563480,0.00126570,0.58036487
-4.81740870,3.53844804,0.00010446,0.73904980,0.34161841,1.13180689,1.55800824,1.19982941,0.00112419,0.58722986
-4.81140570,3.64952373,0.00010696,0.77080105,0.34826392,1.15494792,1.61478947,1.25149992,0.00101480,0.59206907
-4.80540270,3.75078978,0.00011055,0.80021886,0.35395701,1.17541943,1.66698109,1.29991377,0.00093496,0.59472767
-4.79939970,3.84084688,0.00011521,0.82691717,0.35864111,1.19297769,1.71388646,1.34439606,0.00088237,0.59508527
-4.79339670,3.91849599,0.00012096,0.85054554,0.36228682,1.20743400,1.75487752,1.38434718,0.00085499,0.59306101
-4.78739370,3.98277512,0.00012783,0.87079708,0.36489399,1.21866538,1.78940939,1.41925825,0.00085109,0.58861763
-4.78139070,4.03298925,0.00013588,0.88741518,0.36649292,1.22662368,1.81703269,1.44872358,0.00086923,0.58176433
-4.77538769,4.06873203,0.00014516,0.90019890,0.36714459,1.23134256,1.83740332,1.47244990,0.00090824,0.57255815
-4.76938469,4.08989856,0.00015577,0.90900669,0.36693981,1.23294210,1.85028910,1.49026165,0.00096721,0.56110394
-4.76338169,4.09668833,0.00016779,0.91375844,0.36599744,1.23163077,1.85557333,1.50210250,0.00104540,0.54755275
-4.75737869,4.08959873,0.00018132,0.91443592,0.36446157,1.22770452,1.85325517,1.50803276,0.00114221,0.53209869
-4.75137569,4.06940901,0.00019644,0.91108142,0.36249786,1.22154322,1.84344675,1.50822308,0.00125713,0.51497452
-4.74537269,4.03715597,0.00021325,0.90379506,0.36028918,1.21360453,1.82636752,1.50294454,0.00138964,0.49644583
-4.73936968,3.99410221,0.00023181,0.89273055,0.35803070,1.20441549,1.80233594,1.49255589,0.00153915,0.47680433
-4.73336668,3.94169877,0.00025216,0.87808992,0.35592480,1.19456244,1.77175900,1.47748835,0.00170496,0.45636033
-4.72736368,3.88154374,0.00027432,0.86011739,0.35417580,1.18467953,1.73512011,1.45822877,0.00188620,0.43543464
-4.72136068,3.81533880,0.00029828,0.83909248,0.35298508,1.17543668,1.69296571,1.43530196,0.00208177,0.41435037
-4.71535768,3.74484559,0.00032399,0.81532295,0.35254648,1.16752736,1.64589135,1.40925295,0.00229032,0.39342471
-4.70935468,3.67184373,0.00035137,0.78913743,0.35304261,1.16165675,1.59452756,1.38063003,0.00251024,0.37296107
-4.70335168,3.59809211,0.00038029,0.76087835,0.35464186,1.15853090,1.53952597,1.34996915,0.00273968,0.35324185
-4.69734867,3.52529473,0.00041060,0.73089507,0.35749652,1.15884699,1.48154624,1.31778043,0.00297653,0.33452196
-4.69134567,3.45507208,0.00044211,0.69953758,0.36174196,1.16328505,1.42124399,1.28453714,0.00321851,0.31702336
-4.68534267,3.38893871,0.00047462,0.66715074,0.36749692,1.17250124,1.35925995,1.25066755,0.00346319,0.30093069
-4.67933967,3.32828697,0.00050791,0.63406923,0.37486479,1.18712234,1.29621069,1.21654977,0.00370811,0.28638813
-4.67333667,3.27437685,0.00054172,0.60061330,0.38393586,1.20774149,1.23268079,1.18250947,0.00395081,0.27349747
-4.66733367,3.22833114,0.00057583,0.56708515,0.39479015,1.23491454,1.16921664,1.14882050,0.00418897,0.26231747
-4.66133067,3.19113514,0.00061001,0.53376616,0.40750081,1.26915671,1.10632174,1.11570788,0.00442052,0.25286441
-4.65532766,3.16363960,0.00064404,0.50091472,0.42213764,1.31093895,1.04445346,1.08335281,0.00464367,0.24511381
-4.64932466,3.14656586,0.00067774,0.46876475,0.43877040,1.36068353,0.98402111,1.05189916,0.00485707,0.23900318
-4.64332166,3.14051163,0.00071094,0.43752480,0.45747178,1.41875845,0.92538519,1.02146093,0.00505986,0.23443578
