energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.12555994,-1.67405737,0.00194234,-0.01848105,0.04469836,-0.08375084,0.70065533,-1.01942438,0.17207871,-0.20757747,0.54913549,-0.83871302,0.19927108,-0.19208149,0.67492667,-1.03361183,0.00000000,-0.00000000
-5.99399700,1.14934355,-1.62321072,0.00164601,-0.01674781,0.04494144,-0.08186296,0.71371574,-0.99112245,0.17891111,-0.19870295,0.55592114,-0.82107831,0.20635367,-0.18936596,0.68884971,-1.00159777,0.00000000,-0.00000000
-5.98799400,1.18105670,-1.56848564,0.00139734,-0.01508627,0.04558355,-0.07966193,0.73092364,-0.96023424,0.18686784,-0.18965938,0.56608185,-0.80027871,0.21474300,-0.18603680,0.70735758,-0.96727527,0.00000000,-0.00000000
-5.98199100,1.21993415,-1.51063900,0.00119075,-0.01350979,0.04661430,-0.07718935,0.75173825,-0.92718188,0.19579185,-0.18057608,0.57922173,-0.77671646,0.22434814,-0.18214591,0.72995599,-0.93110885,0.00000000,-0.00000000
-5.97598799,1.26504429,-1.45052056,0.00102106,-0.01202855,0.04801816,-0.07449371,0.77552125,-0.89245012,0.20550248,-0.17158481,0.59486433,-0.75086566,0.23505063,-0.17776804,0.75604954,-0.89361761,0.00000000,-0.00000000
-5.96998499,1.31531399,-1.38906305,0.00088348,-0.01064963,0.04977558,-0.07162945,0.80155438,-0.85658069,0.21579909,-0.16281881,0.61246771,-0.72326308,0.24670866,-0.17299983,0.78495693,-0.85536955,0.00000000,-0.00000000
-5.96398199,1.36955733,-1.32726895,0.00077365,-0.00937723,0.05186412,-0.06865584,0.82905951,-0.82016432,0.22646541,-0.15441156,0.63144126,-0.69449689,0.25916198,-0.16795791,0.81592854,-0.81697384,0.00000000,-0.00000000
-5.95797899,1.42650729,-1.26619400,0.00068760,-0.00821299,0.05425955,-0.06563560,0.85722034,-0.78383047,0.23727428,-0.14649540,0.65116366,-0.66519346,0.27223714,-0.16277624,0.84816596,-0.77907107,0.00000000,-0.00000000
-5.95197599,1.48484937,-1.20692775,0.00062174,-0.00715625,0.05693693,-0.06263345,0.88520515,-0.74823506,0.24799285,-0.13920004,0.67100150,-0.63600283,0.28575305,-0.15760272,0.88084286,-0.74232177,0.00000000,-0.00000000
-5.94597299,1.54325640,-1.15057150,0.00057285,-0.00620447,0.05987145,-0.05971458,0.91218976,-0.71404634,0.25838804,-0.13265073,0.69032779,-0.60758296,0.29952654,-0.15259520,0.91312666,-0.70739318,0.00000000,-0.00000000
-5.93996998,1.60042312,-1.09821401,0.00053806,-0.00535355,0.06303922,-0.05694303,0.93738011,-0.68192940,0.26823198,-0.12696625,0.70854000,-0.58058344,0.31337761,-0.14791701,0.94420024,-0.67494483,0.00000000,-0.00000000
-5.93396698,1.65509980,-1.05090585,0.00051476,-0.00459820,0.06641772,-0.05438009,0.96003358,-0.65252964,0.27730753,-0.12225678,0.72507681,-0.55562890,0.32713442,-0.14373213,0.97328327,-0.64561305,0.00000000,-0.00000000
-5.92796398,1.70612368,-1.00963290,0.00050068,-0.00393226,0.06998610,-0.05208268,0.97947856,-0.62645588,0.28541347,-0.11862148,0.73943337,-0.53330279,0.34063751,-0.14020020,0.99965232,-0.61999500,0.00000000,-0.00000000
-5.92196098,1.75244736,-0.97528985,0.00049375,-0.00334902,0.07372515,-0.05010190,0.99513155,-0.60426345,0.29236932,-0.11614607,0.75117430,-0.51413177,0.35374333,-0.13747146,1.02265929,-0.59863270,0.00000000,-0.00000000
-5.91595798,1.79316333,-0.94865455,0.00049218,-0.00284148,0.07761706,-0.04848161,1.00651135,-0.58643798,0.29801967,-0.11490030,0.75994443,-0.49857139,0.36632688,-0.13568190,1.04174758,-0.58199746,0.00000000,-0.00000000
-5.90995498,1.82752383,-0.93036408,0.00049436,-0.00240258,0.08164491,-0.04725722,1.01325005,-0.57338044,0.30223782,-0.11493554,0.76547665,-0.48699327,0.37828330,-0.13494864,1.05646549,-0.57047537,0.00000000,-0.00000000
-5.90395198,1.85495551,-0.92089327,0.00049889,-0.00202536,0.08579197,-0.04645467,1.01510037,-0.56539384,0.30492855,-0.11628249,0.76759704,-0.47967423,0.38952860,-0.13536589,1.06647649,-0.56435424,0.00000000,-0.00000000
-5.89794897,1.87506856,-0.92053662,0.00050455,-0.00170315,0.09004085,-0.04608959,1.01193935,-0.56267221,0.30603021,-0.11894915,0.76622695,-0.47678782,0.39999925,-0.13700135,1.07156606,-0.56381255,0.00000000,-0.00000000
-5.89194597,1.88766009,-0.92939421,0.00051031,-0.00142962,0.09437251,-0.04616685,1.00376843,-0.56529232,0.30551568,-0.12291919,0.76138221,-0.47839835,0.40965097,-0.13989351,1.07164489,-0.56891089,0.00000000,-0.00000000
-5.88594297,1.89271163,-0.94736239,0.00051529,-0.00119890,0.09876532,-0.04668021,0.99070984,-0.57320831,0.30339245,-0.12815076,0.75316960,-0.48445778,0.41845667,-0.14404967,1.06674836,-0.57958614,0.00000000,-0.00000000
-5.87993997,1.89038124,-0.97412970,0.00051876,-0.00100559,0.10319414,-0.04761246,0.97299972,-0.58624979,0.29970179,-0.13457590,0.74178069,-0.49480563,0.42640378,-0.14944495,1.05703238,-0.59564899,0.00000000,-0.00000000
-5.87393697,1.88099037,-1.00917854,0.00052015,-0.00084478,0.10762954,-0.04893577,0.95097825,-0.60412330,0.29451688,-0.14210067,0.72748345,-0.50917191,0.43349106,-0.15602228,1.04276564,-0.61678469,0.00000000,-0.00000000
-5.86793397,1.86500617,-1.05179271,0.00051905,-0.00071206,0.11203727,-0.05061243,0.92507707,-0.62641743,0.28794017,-0.15060592,0.71061198,-0.52718329,0.43972524,-0.16369340,1.02431871,-0.64255756,0.00000000,-0.00000000
-5.86193097,1.84301998,-1.10107102,0.00051515,-0.00060350,0.11637799,-0.05259587,0.89580468,-0.65261149,0.28009992,-0.15994887,0.69155466,-0.54837216,0.44511757,-0.17234093,1.00215029,-0.67241903,0.00000000,-0.00000000
-5.85592796,1.81572289,-1.15594680,0.00050830,-0.00051562,0.12060738,-0.05483203,0.86373017,-0.68208747,0.27114610,-0.16996554,0.67074127,-0.57218867,0.44968057,-0.18182135,0.97679096,-0.70571918,0.00000000,-0.00000000
-5.84992496,1.78387926,-1.21521299,0.00049844,-0.00044534,0.12467662,-0.05726103,0.82946593,-0.71414518,0.26124581,-0.18047384,0.64862943,-0.59801538,0.45342520,-0.19196902,0.94882533,-0.74172175,0.00000000,-0.00000000
-5.84392196,1.74829933,-1.27755227,0.00048564,-0.00038998,0.12853331,-0.05981908,0.79364984,-0.74802006,0.25057830,-0.19127745,0.62569091,-0.62518411,0.45635857,-0.20260101,0.91887281,-0.77962200,0.00000000,-0.00000000
-5.83791896,1.70981184,-1.34157142,0.00047005,-0.00034718,0.13212272,-0.06244060,0.75692747,-0.78290323,0.23932988,-0.20217022,0.60239811,-0.65299467,0.45848240,-0.21352255,0.88756800,-0.81856728,0.00000000,-0.00000000
-5.83191596,1.66923775,-1.40583905,0.00045191,-0.00031488,0.13538954,-0.06506050,0.71993490,-0.81796309,0.22768875,-0.21294119,0.57921113,-0.68073484,0.45979228,-0.22453316,0.85554114,-0.85767940,0.00000000,-0.00000000
