energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.69984992,12.78456095,2.89937336,6.37242178,0.04810959,0.56952557,1.08078665,1.98975894,0.05881906,3.37195276
-5.69384692,12.87176395,2.95256768,6.43723299,0.04781735,0.58238265,1.09013385,1.97701627,0.05831578,3.37847770
-5.68784392,12.94990086,3.00803776,6.49564281,0.04760372,0.59449048,1.09979429,1.96095018,0.05783235,3.38377035
-5.68184092,13.01669008,3.06487824,6.54629942,0.04745824,0.60563034,1.10944960,1.94168658,0.05737134,3.38735031
-5.67583792,13.07009100,3.12211168,6.58802603,0.04736901,0.61560630,1.11879152,1.91940365,0.05693452,3.38878293
-5.66983492,13.10837833,3.17871620,6.61986036,0.04732355,0.62424898,1.12753551,1.89433142,0.05652281,3.38769911
-5.66383192,13.13020981,3.23365620,6.64108873,0.04730961,0.63141875,1.13543369,1.86675050,0.05613637,3.38381367
-5.65782891,13.13468469,3.28591493,6.65127347,0.04731602,0.63700830,1.14228653,1.83698996,0.05577464,3.37694193
-5.65182591,13.12139098,3.33452782,6.65027251,0.04733349,0.64094460,1.14795285,1.80542449,0.05543648,3.36701364
-5.64582291,13.09043916,3.37861526,6.63825031,0.04735528,0.64319016,1.15235772,1.77247078,0.05512030,3.35408381
-5.63981991,13.04248084,3.41741349,6.61567937,0.04737778,0.64374353,1.15549791,1.73858308,0.05482425,3.33833987
-5.63381691,12.97871083,3.45030218,6.58333221,0.04740096,0.64263910,1.15744463,1.70424792,0.05454639,3.32010467
-5.62781391,12.90085184,3.47682763,6.54226354,0.04742853,0.63994602,1.15834345,1.66997801,0.05428487,3.29983494
-5.62181091,12.81112127,3.49672024,6.49378325,0.04746799,0.63576647,1.15841132,1.63630502,0.05403809,3.27811482
-5.61580790,12.71218046,3.50990555,6.43942065,0.04753045,0.63023298,1.15793084,1.60377150,0.05380486,3.25564461
-5.60980490,12.60706714,3.51650797,6.38088113,0.04763021,0.62350510,1.15724179,1.57292164,0.05358448,3.23322435
-5.60380190,12.49911258,3.51684705,6.31999647,0.04778417,0.61576523,1.15673041,1.54429111,0.05337683,3.21173287
-5.59779890,12.39184554,3.51142591,6.25867037,0.04801109,0.60721385,1.15681651,1.51839595,0.05318241,3.19210237
-5.59179590,12.28888581,3.50091243,6.19882100,0.04833069,0.59806410,1.15793901,1.49572081,0.05300230,3.17528942
-5.58579290,12.19383042,3.48611351,6.14232249,0.04876264,0.58853593,1.16054028,1.47670667,0.05283812,3.16224296
-5.57978989,12.11013646,3.46794347,6.09094732,0.04932555,0.57884988,1.16504979,1.46173849,0.05269193,3.15387044
-5.57378689,12.04100434,3.44738770,6.04631167,0.05003587,0.56922074,1.17186763,1.45113318,0.05256607,3.15100324
-5.56778389,11.98926578,3.42546305,6.00982555,0.05090695,0.55985114,1.18134836,1.44512843,0.05246305,3.15436252
-5.56178089,11.95728083,3.40317642,5.98264977,0.05194807,0.55092551,1.19378587,1.44387288,0.05238532,3.16452698
-5.55577789,11.94684815,3.38148342,5.96566103,0.05316368,0.54260429,1.20939958,1.44741817,0.05233514,3.18190395
-5.54977489,11.95913231,3.36124880,5.95942678,0.05455280,0.53501898,1.22832274,1.45571356,0.05231432,3.20670496
-5.54377189,11.99461174,3.34321030,5.96419075,0.05610858,0.52826794,1.25059307,1.46860341,0.05232413,3.23892734
-5.53776888,12.05305009,3.32794764,5.97986987,0.05781819,0.52241324,1.27614624,1.48582815,0.05236507,3.27834279
-5.53176588,12.13349322,3.31585796,6.00606304,0.05966282,0.51747876,1.30481267,1.50702889,0.05243681,3.32449388
-5.52576288,12.23429290,3.30713894,6.04207149,0.06161801,0.51344956,1.33631763,1.53175591,0.05253804,3.37669918
-5.51975988,12.35315761,3.30178045,6.08693044,0.06365423,0.51027269,1.37028507,1.55948101,0.05266647,3.43406719
-5.51375688,12.48722942,3.29956508,6.13945098,0.06573761,0.50785939,1.40624503,1.58961351,0.05281877,3.49551912
-5.50775388,12.63318497,3.30007785,6.19827101,0.06783095,0.50608860,1.44364461,1.62151957,0.05299065,3.55982003
-5.50175088,12.78735729,3.30272450,6.26191326,0.06989478,0.50481183,1.48186221,1.65454406,0.05317694,3.62561732
-5.49574787,12.94587422,3.30675777,6.32884857,0.07188867,0.50385901,1.52022459,1.68803446,0.05337168,3.69148546
-5.48974487,13.10480806,3.31131047,6.39756164,0.07377251,0.50304526,1.55802633,1.72136562,0.05356834,3.75597501
-5.48374187,13.26033013,3.31543380,6.46661685,0.07550780,0.50217823,1.59455074,1.75396438,0.05375997,3.81766423
-5.47773887,13.40886369,3.31813925,6.53472099,0.07705895,0.50106573,1.62909175,1.78533295,0.05393943,3.87521073
-5.47173587,13.54722779,3.31844187,6.60078017,0.07839447,0.49952327,1.66097550,1.81506968,0.05409967,3.92740098
-5.46573287,13.67276518,3.31540317,6.66394793,0.07948796,0.49738126,1.68958100,1.84288630,0.05423390,3.97319512
-5.45972986,13.78344734,3.30817120,6.72366178,0.08031897,0.49449146,1.71435882,1.86862037,0.05433588,4.01176490
-5.45372686,13.87795082,3.29601622,6.77966619,0.08087358,0.49073240,1.73484691,1.89224206,0.05440009,4.04252254
-5.44772386,13.95569999,3.27835993,6.83201994,0.08114478,0.48601361,1.75068289,1.91385473,0.05442193,4.06513898
-5.44172086,14.01687310,3.25479716,6.88108695,0.08113249,0.48027834,1.76161213,1.93368881,0.05439780,4.07955020
-5.43571786,14.06236998,3.22510883,6.92751023,0.08084342,0.47350479,1.76749140,1.95208888,0.05432525,4.08595115
-5.42971486,14.09374221,3.18926585,6.97216958,0.08029057,0.46570570,1.76828782,1.96949441,0.05420292,4.08477733
-5.42371186,14.11308823,3.14742391,7.01612451,0.07949254,0.45692647,1.76407326,1.98641471,0.05403055,4.07667472
-5.41770885,14.12291828,3.09990971,7.06054486,0.07847262,0.44724184,1.75501464,2.00339915,0.05380884,4.06245956
-5.41170585,14.12599567,3.04719960,7.10663239,0.07725778,0.43675146,1.74136069,2.02100397,0.05353930,4.04306999
-5.40570285,14.12516282,2.98989210,7.15553721,0.07587749,0.42557441,1.72342594,2.03975730,0.05322403,4.01951215
-5.39969985,14.12316129,2.92867599,7.20827371,0.07436250,0.41384331,1.70157301,2.06012419,0.05286551,3.99280353
-5.39369685,14.12245593,2.86429585,7.26564052,0.07274374,0.40169791,1.67619411,2.08247348,0.05246634,3.96391686
-5.38769385,14.12507330,2.79751719,7.32814951,0.07105112,0.38927900,1.64769292,2.10704833,0.05202897,3.93372752
-5.38169085,14.13246375,2.72909295,7.39596797,0.06931260,0.37672247,1.61646784,2.13394233,0.05155548,3.90296749
-5.37568784,14.14539567,2.65973336,7.46887803,0.06755339,0.36415423,1.58289749,2.16308247,0.05104742,3.87218856
-5.36968484,14.16388840,2.59008047,7.54625634,0.06579524,0.35168588,1.54732918,2.19422025,0.05050564,3.84173658
-5.36368184,14.18718831,2.52068862,7.62707560,0.06405613,0.33941160,1.51007086,2.22693179,0.04993021,3.81173850
-5.35767884,14.21378998,2.45201154,7.70992900,0.06234999,0.32740605,1.47138683,2.26062703,0.04932045,3.78210263
-5.35167584,14.24150157,2.38439625,7.79307651,0.06068675,0.31572365,1.43149717,2.29456810,0.04867499,3.75253218
-5.34567284,14.26755130,2.31808369,7.87451124,0.05907258,0.30439886,1.39058069,2.32789581,0.04799190,3.72255103
-5.33966983,14.28872872,2.25321537,7.95204239,0.05751017,0.29344762,1.34878081,2.35966348,0.04726889,3.69154019
-5.33366683,14.30155317,2.18984520,8.02339065,0.05599931,0.28286958,1.30621389,2.38887612,0.04650358,3.65878273
-5.32766383,14.30245944,2.12795513,8.08629071,0.05453742,0.27265107,1.26297905,2.41453329,0.04569373,3.62351435
-5.32166083,14.28799019,2.06747342,8.13859532,0.05312018,0.26276849,1.21916873,2.43567341,0.04483757,3.58497672
-5.31565783,14.25498402,2.00829389,8.17837514,0.05174211,0.25319193,1.17487910,2.45141709,0.04393405,3.54247034
-5.30965483,14.20074836,1.95029493,8.20400872,0.05039719,0.24388873,1.13021952,2.46100757,0.04298309,3.49540380
-5.30365183,14.12320778,1.89335694,8.21425766,0.04907933,0.23482684,1.08532025,2.46384581,0.04198575,3.44333689
-5.29764882,14.02101923,1.83737710,8.20832289,0.04778275,0.22597771,1.04033810,2.45951864,0.04094439,3.38601488
-5.29164582,13.89364850,1.78228082,8.18587896,0.04650234,0.21731870,0.99545930,2.44781859,0.03986271,3.32339237
-5.28564282,13.74140399,1.72802931,8.14708490,0.04523379,0.20883478,0.95089979,2.42875415,0.03874574,3.25564541
-5.27963982,13.56542684,1.67462310,8.09257128,0.04397369,0.20051958,0.90690259,2.40255027,0.03759975,3.18317151
-5.27363682,13.36763885,1.62210174,8.02340453,0.04271948,0.19237566,0.86373276,2.36963909,0.03643212,3.10657767
-5.26763382,13.15065200,1.57054004,7.94103122,0.04146941,0.18441428,0.82167012,2.33064136,0.03525109,3.02665743
-5.26163082,12.91764560,1.52004136,7.84720554,0.04022232,0.17665442,0.78100026,2.28633982,0.03406552,2.94435830
-5.25562781,12.67221849,1.47072901,7.74390457,0.03897750,0.16912152,0.74200459,2.23764576,0.03288467,2.86074162
-5.24962481,12.41822514,1.42273624,7.63323609,0.03773451,0.16184571,0.70494973,2.18556077,0.03171783,2.77693706
-5.24362181,12.15960470,1.37619606,7.51734419,0.03649297,0.15485999,0.67007723,2.13113549,0.03057416,2.69409436
-5.23761881,11.90021228,1.33123146,7.39831768,0.03525246,0.14819823,0.63759397,2.07542742,0.02946236,2.61333467
-5.23161581,11.64366106,1.28794689,7.27810586,0.03401240,0.14189330,0.60766387,2.01945993,0.02839054,2.53570422
-5.22561281,11.39318276,1.24642161,7.15844567,0.03277205,0.13597536,0.58040135,1.96418423,0.02736603,2.46213219
-5.21960980,11.15151263,1.20670515,7.04080330,0.03153051,0.13047035,0.55586678,1.91044605,0.02639527,2.39339497
-5.21360680,10.92080335,1.16881536,6.92633237,0.03028678,0.12539894,0.53406421,1.85895836,0.02548381,2.33008814
-5.20760380,10.70257062,1.13273886,6.81584970,0.02903990,0.12077566,0.51494132,1.81028100,0.02463623,2.27260720
-5.20160080,10.49767101,1.09843388,6.70982870,0.02778910,0.11660862,0.49839170,1.76480802,0.02385621,2.22113764
-5.19559780,10.30631129,1.06583506,6.60840952,0.02653392,0.11289941,0.48425907,1.72276274,0.02314658,2.17565424
-5.18959480,10.12808661,1.03485995,6.51142403,0.02527442,0.10964349,0.47234339,1.68420037,0.02250938,2.13592946
-5.18359180,9.96204377,1.00541647,6.41843337,0.02401127,0.10683072,0.46240829,1.64901779,0.02194593,2.10154977
-5.17758879,9.80676475,0.97741091,6.32877529,0.02274590,0.10444625,0.45418969,1.61696941,0.02145690,2.07193907
-5.17158579,9.66046515,0.95075583,6.24161787,0.02148059,0.10247143,0.44740498,1.58768826,0.02104234,2.04638763
-5.16558279,9.52110192,0.92537724,6.15601694,0.02021843,0.10088487,0.44176240,1.56071094,0.02070171,2.02408511
-5.15957979,9.38648454,0.90122062,6.07097383,0.01896338,0.09966346,0.43697025,1.53550518,0.02043385,2.00415587
-5.15357679,9.25438469,0.87825527,5.98549104,0.01772015,0.09878326,0.43274556,1.51149862,0.02023699,1.98569509
-5.14757379,9.12263943,0.85647682,5.89862333,0.01649409,0.09822036,0.42882184,1.48810754,0.02010866,1.96780405
-5.14157079,8.98924413,0.83590757,5.80952268,0.01529108,0.09795144,0.42495568,1.46476435,0.02004563,1.94962317
-5.13556778,8.85243205,0.81659461,5.71747567,0.01411730,0.09795416,0.42093201,1.44094269,0.02004385,1.93036160
-5.12956478,8.71073834,0.79860597,5.62193263,0.01297909,0.09820731,0.41656798,1.41617946,0.02009836,1.90932241
-5.12356178,8.56304750,0.78202482,5.52252822,0.01188273,0.09869075,0.41171524,1.39009292,0.02020331,1.88592259
-5.11755878,8.40862358,0.76694210,5.41909373,0.01083423,0.09938504,0.40626084,1.36239643,0.02035186,1.85970752
-5.11155578,8.24712396,0.75344805,5.31166144,0.00983923,0.10027106,0.40012671,1.33290772,0.02053627,1.83035961
-5.10555278,8.07859743,0.74162313,5.20046187,0.00890277,0.10132934,0.39326792,1.30155345,0.02074799,1.79770133
-5.09954977,7.90346836,0.73152880,5.08591484,0.00802926,0.10253939,0.38566995,1.26836930,0.02097776,1.76169282
-5.09354677,7.72250871,0.72319872,4.96861518,0.00722231,0.10387907,0.37734507,1.23349583,0.02121580,1.72242468
-5.08754377,7.53680011,0.71663105,4.84931423,0.00648477,0.10532393,0.36832823,1.19717057,0.02145206,1.68010651
-5.08154077,7.34768806,0.71178212,4.72889782,0.00581864,0.10684670,0.35867259,1.15971671,0.02167651,1.63505207
-5.07553777,7.15673046,0.70856204,4.60836168,0.00522516,0.10841700,0.34844497,1.12152922,0.02187942,1.58766187
-5.06953477,6.96564239,0.70683253,4.48878479,0.00470480,0.11000123,0.33772143,1.08305871,0.02205171,1.53840398
-5.06353177,6.77623894,0.70640710,4.37130134,0.00425734,0.11156268,0.32658322,1.04479399,0.02218523,1.48779405
-5.05752876,6.59037770,0.70705371,4.25707169,0.00388192,0.11306196,0.31511313,1.00724363,0.02227310,1.43637516
-5.05152576,6.40990218,0.70849988,4.14725256,0.00357717,0.11445767,0.30339255,0.97091751,0.02230994,1.38469841
-5.04552276,6.23658735,0.71043984,4.04296706,0.00334122,0.11570724,0.29149904,0.93630853,0.02229208,1.33330466
-5.03951976,6.07208822,0.71254368,3.94527469,0.00317183,0.11676804,0.27950472,0.90387538,0.02221770,1.28270807
-5.03351676,5.91789236,0.71446777,3.85514187,0.00306641,0.11759860,0.26747523,0.87402665,0.02208687,1.23338173
-5.02751376,5.77527712,0.71586617,3.77341343,0.00302207,0.11815987,0.25546932,0.84710675,0.02190154,1.18574568
-5.02151076,5.64527215,0.71640236,3.70078580,0.00303566,0.11841651,0.24353893,0.82338402,0.02166539,1.14015742
-5.01550775,5.52862817,0.71576066,3.63778256,0.00310379,0.11833812,0.23172971,0.80304138,0.02138366,1.09690503
-5.00950475,5.42579245,0.71365691,3.58473328,0.00322278,0.11790029,0.22008179,0.78616972,0.02106286,1.05620283
-5.00350175,5.33689187,0.70984781,3.54175644,0.00338871,0.11708551,0.20863072,0.77276423,0.02071045,1.01818942
-4.99749875,5.26172413,0.70413855,3.50874749,0.00359738,0.11588374,0.19740848,0.76272367,0.02033443,0.98292811
-4.99149575,5.19975768,0.69638831,3.48537275,0.00384423,0.11429281,0.18644435,0.75585283,0.01994301,0.95040938
-4.98549275,5.15014084,0.68651356,3.47107003,0.00412442,0.11231839,0.17576572,0.75186787,0.01954412,0.92055522
-4.97948974,5.11172019,0.67448899,3.46505628,0.00443270,0.10997380,0.16539863,0.75040453,0.01914511,0.89322522
-4.97348674,5.08306825,0.66034616,3.46634267,0.00476350,0.10727943,0.15536811,0.75102889,0.01875235,0.86822397
-4.96748374,5.06251999,0.64417000,3.47375698,0.00511087,0.10426196,0.14569820,0.75325042,0.01837097,0.84530966
-4.96148074,5.04821733,0.62609351,3.48597280,0.00546856,0.10095337,0.13641181,0.75653689,0.01800461,0.82420358
-4.95547774,5.03816055,0.60629098,3.50154479,0.00583003,0.09738982,0.12753031,0.76033051,0.01765534,0.80460021
-4.94947474,5.03026500,0.58497005,3.51894882,0.00618856,0.09361044,0.11907302,0.76406499,0.01732356,0.78617766
-4.94347174,5.02242122,0.56236327,3.53662566,0.00653732,0.08965605,0.11105654,0.76718274,0.01700806,0.76860816
-4.93746873,5.01255640,0.53871930,3.55302628,0.00686949,0.08556805,0.10349410,0.76915165,0.01670613,0.75156833
-4.93146573,4.99869485,0.51429443,3.56665726,0.00717843,0.08138721,0.09639494,0.76948086,0.01641374,0.73474888
-4.92546273,4.97901515,0.48934462,3.57612417,0.00745777,0.07715277,0.08976379,0.76773499,0.01612585,0.71786352
-4.91945973,4.95190173,0.46411839,3.58017118,0.00770158,0.07290159,0.08360044,0.76354623,0.01583666,0.70065682
-4.91345673,4.91598877,0.43885078,3.57771531,0.00790455,0.06866753,0.07789958,0.75662396,0.01553996,0.68291080
-4.90745373,4.87019479,0.41375857,3.56787379,0.00806212,0.06448100,0.07265075,0.74676150,0.01522949,0.66444999
-4.90145073,4.81374643,0.38903669,3.54998347,0.00817058,0.06036872,0.06783858,0.73383993,0.01489927,0.64514491
-4.89544772,4.74619072,0.36485589,3.52361171,0.00822721,0.05635359,0.06344311,0.71782873,0.01454392,0.62491385
-4.88944472,4.66739554,0.34136164,3.48855829,0.00823038,0.05245478,0.05944041,0.69878351,0.01415893,0.60372299
-4.88344172,4.57753840,0.31867393,3.44484863,0.00817956,0.04868792,0.05580328,0.67684085,0.01374090,0.58158477
-4.87743872,4.47708460,0.29688804,3.39271898,0.00807533,0.04506530,0.05250200,0.65221076,0.01328770,0.55855489
-4.87143572,4.36675570,0.27607595,3.33259434,0.00791942,0.04159627,0.04950528,0.62516688,0.01279856,0.53472778
-4.86543272,4.24749045,0.25628819,3.26506057,0.00771459,0.03828754,0.04678104,0.59603530,0.01227411,0.51023115
-4.85942971,4.12039981,0.23755610,3.19083220,0.00746458,0.03514355,0.04429733,0.56518212,0.01171635,0.48521955
-4.85342671,3.98671859,0.21989414,3.11071753,0.00717396,0.03216685,0.04202309,0.53300060,0.01112856,0.45986746
-4.84742371,3.84775584,0.20330226,3.02558288,0.00684802,0.02935837,0.03992886,0.49989827,0.01051512,0.43436222
-4.84142071,3.70484642,0.18776822,2.93631761,0.00649256,0.02671772,0.03798732,0.46628460,0.00988135,0.40889693
-4.83541771,3.55930573,0.17326968,2.84380162,0.00611376,0.02424341,0.03617378,0.43255963,0.00923330,0.38366382
-4.82941471,3.41238966,0.15977615,2.74887656,0.00571798,0.02193306,0.03446649,0.39910390,0.00857748,0.35884825
-4.82341171,3.26526109,0.14725073,2.65232212,0.00531158,0.01978356,0.03284683,0.36627007,0.00792062,0.33462351
-4.81740870,3.11896421,0.13565157,2.55483803,0.00490078,0.01779115,0.03129939,0.33437637,0.00726946,0.31114668
-4.81140570,2.97440736,0.12493328,2.45703240,0.00449150,0.01595159,0.02981192,0.30370192,0.00663052,0.28855564
-4.80540270,2.83235453,0.11504806,2.35941648,0.00408922,0.01426020,0.02837526,0.27448406,0.00600990,0.26696715
-4.79939970,2.69342537,0.10594677,2.26240571,0.00369891,0.01271196,0.02698313,0.24691750,0.00541313,0.24647623
-4.79339670,2.55810312,0.09757989,2.16632652,0.00332495,0.01130162,0.02563194,0.22115528,0.00484505,0.22715650
-4.78739370,2.42674951,0.08989848,2.07142810,0.00297107,0.01002378,0.02432054,0.19731124,0.00430973,0.20906170
-4.78139070,2.29962529,0.08285500,1.97789822,0.00264035,0.00887303,0.02305003,0.17546380,0.00381047,0.19222789
-4.77538769,2.17691507,0.07640417,1.88588179,0.00233524,0.00784411,0.02182346,0.15566085,0.00334972,0.17667651
-4.76938469,2.05875481,0.07050382,1.79550117,0.00205758,0.00693201,0.02064571,0.13792544,0.00292923,0.16241790
-4.76338169,1.94526044,0.06511562,1.70687670,0.00180863,0.00613225,0.01952331,0.12226196,0.00255001,0.14945516
-4.75737869,1.83655603,0.06020587,1.62014653,0.00158919,0.00544105,0.01846426,0.10866268,0.00221253,0.13778822
-4.75137569,1.73280017,0.05574619,1.53548440,0.00139959,0.00485556,0.01747800,0.09711430,0.00191677,0.12741786
-4.74537269,1.63420926,0.05171408,1.45311465,0.00123986,0.00437414,0.01657531,0.08760441,0.00166239,0.11834961
-4.73936968,1.54107690,0.04809351,1.37332372,0.00110973,0.00399662,0.01576828,0.08012749,0.00144888,0.11059730
-4.73336668,1.45378842,0.04487530,1.29646755,0.00100874,0.00372458,0.01507031,0.07469056,0.00127569,0.10418622
-4.72736368,1.37283041,0.04205740,1.22297475,0.00093630,0.00356165,0.01449611,0.07131812,0.00114238,0.09915581
-4.72136068,1.29879491,0.03964505,1.15334553,0.00089170,0.00351377,0.01406167,0.07005633,0.00104882,0.09556175
-4.71535768,1.23237832,0.03765082,1.08814657,0.00087422,0.00358950,0.01378432,0.07097638,0.00099524,0.09347738
-4.70935468,1.17437544,0.03609442,1.02800227,0.00088309,0.00380021,0.01368267,0.07417691,0.00098244,0.09299451
-4.70335168,1.12566899,0.03500249,0.97358283,0.00091754,0.00416033,0.01377663,0.07978539,0.00101186,0.09422352
-4.69734867,1.08721518,0.03440810,0.92559001,0.00097676,0.00468748,0.01408737,0.08795841,0.00108569,0.09729278
-4.69134567,1.06002597,0.03435022,0.88474101,0.00105994,0.00540260,0.01463725,0.09888085,0.00120696,0.10234728
-4.68534267,1.04514864,0.03487296,0.85175135,0.00116619,0.00632988,0.01544976,0.11276371,0.00137958,0.10954668
-4.67933967,1.04364320,0.03602469,0.82731740,0.00129455,0.00749674,0.01654938,0.12984079,0.00160835,0.11906250
-4.67333667,1.05655836,0.03785701,0.81209902,0.00144394,0.00893351,0.01796148,0.15036397,0.00189899,0.13107473
-4.66733367,1.08490633,0.04042356,0.80670298,0.00161315,0.01067311,0.01971213,0.17459713,0.00225812,0.14576765
-4.66133067,1.12963701,0.04377871,0.81166744,0.00180080,0.01275049,0.02182791,0.20280885,0.00269309,0.16332510
-4.65532766,1.19161182,0.04797606,0.82744778,0.00200533,0.01520189,0.02433565,0.23526371,0.00321198,0.18392504
-4.64932466,1.27157757,0.05306688,0.85440406,0.00222499,0.01806399,0.02726221,0.27221255,0.00382332,0.20773357
-4.64332166,1.37014055,0.05909834,0.89279002,0.00245786,0.02137277,0.03063411,0.31388164,0.00453597,0.23489854
