energy_ev,total_up,Sc_p_up,Sc_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-5.72986493,1.14017072,0.37688551,0.12087962,0.15047582,0.00000000,0.62162915,0.00000000
-5.72386193,1.21722916,0.40161520,0.12943496,0.15898211,0.00000000,0.66453377,0.00000000
-5.71785893,1.29051485,0.42505547,0.13767272,0.16677438,0.00000000,0.70546371,0.00000000
-5.71185593,1.35876894,0.44680857,0.14546157,0.17370424,0.00000000,0.74371670,0.00000000
-5.70585293,1.42077173,0.46649160,0.15267194,0.17963547,0.00000000,0.77860879,0.00000000
-5.69984992,1.47537940,0.48374791,0.15917974,0.18444850,0.00000000,0.80949500,0.00000000
-5.69384692,1.52156003,0.49825814,0.16486998,0.18804448,0.00000000,0.83578963,0.00000000
-5.68784392,1.55842708,0.50975041,0.16964025,0.19034866,0.00000000,0.85698537,0.00000000
-5.68184092,1.58526930,0.51800921,0.17340402,0.19131309,0.00000000,0.87267049,0.00000000
-5.67583792,1.60157533,0.52288276,0.17609349,0.19091838,0.00000000,0.88254325,0.00000000
-5.66983492,1.60705237,0.52428830,0.17766187,0.18917442,0.00000000,0.88642295,0.00000000
-5.66383192,1.60163773,0.52221525,0.17808514,0.18612020,0.00000000,0.88425717,0.00000000
-5.65782891,1.58550309,0.51672620,0.17736314,0.18182250,0.00000000,0.87612486,0.00000000
-5.65182591,1.55905128,0.50795545,0.17551988,0.17637376,0.00000000,0.86223523,0.00000000
-5.64582291,1.52290582,0.49610554,0.17260321,0.16988903,0.00000000,0.84292259,0.00000000
-5.63981991,1.47789392,0.48144171,0.16868384,0.16250231,0.00000000,0.81863734,0.00000000
-5.63381691,1.42502376,0.46428470,0.16385367,0.15436238,0.00000000,0.78993378,0.00000000
-5.62781391,1.36545720,0.44500226,0.15822367,0.14562833,0.00000000,0.75745514,0.00000000
-5.62181091,1.30047930,0.42399967,0.15192130,0.13646495,0.00000000,0.72191676,0.00000000
-5.61580790,1.23146591,0.40170976,0.14508759,0.12703831,0.00000000,0.68408804,0.00000000
-5.60980490,1.15985067,0.37858282,0.13787408,0.11751151,0.00000000,0.64477395,0.00000000
-5.60380190,1.08709288,0.35507673,0.13043963,0.10804094,0.00000000,0.60479692,0.00000000
-5.59779890,1.01464698,0.33164771,0.12294730,0.09877305,0.00000000,0.56497953,0.00000000
-5.59179590,0.94393491,0.30874178,0.11556127,0.08984171,0.00000000,0.52612876,0.00000000
-5.58579290,0.87632156,0.28678738,0.10844399,0.08136629,0.00000000,0.48902188,0.00000000
-5.57978989,0.81309392,0.26618889,0.10175352,0.07345037,0.00000000,0.45439438,0.00000000
-5.57378689,0.75544382,0.24732132,0.09564114,0.06618109,0.00000000,0.42292988,0.00000000
-5.56778389,0.70445409,0.23052606,0.09024912,0.05962899,0.00000000,0.39525190,0.00000000
-5.56178089,0.66108770,0.21610737,0.08570881,0.05384845,0.00000000,0.37191732,0.00000000
-5.55577789,0.62617934,0.20432975,0.08213879,0.04887836,0.00000000,0.35341116,0.00000000
-5.54977489,0.60042877,0.19541573,0.07964324,0.04474314,0.00000000,0.34014235,0.00000000
-5.54377189,0.58439527,0.18954400,0.07831038,0.04145381,0.00000000,0.33244008,0.00000000
-5.53776888,0.57849264,0.18684776,0.07821093,0.03900920,0.00000000,0.33055044,0.00000000
-5.53176588,0.58298420,0.18741299,0.07939663,0.03739708,0.00000000,0.33463311,0.00000000
-5.52576288,0.59797771,0.19127683,0.08189876,0.03659513,0.00000000,0.34475788,0.00000000
-5.51975988,0.62341984,0.19842572,0.08572676,0.03657184,0.00000000,0.36090107,0.00000000
-5.51375688,0.65909075,0.20879373,0.09086685,0.03728725,0.00000000,0.38294191,0.00000000
-5.50775388,0.70459899,0.22226088,0.09728089,0.03869347,0.00000000,0.41065919,0.00000000
-5.50175088,0.75937733,0.23865198,0.10490544,0.04073514,0.00000000,0.44372852,0.00000000
-5.49574787,0.82268059,0.25773589,0.11365120,0.04334980,0.00000000,0.48172078,0.00000000
-5.48974487,0.89358612,0.27922584,0.12340293,0.04646823,0.00000000,0.52410214,0.00000000
-5.48374187,0.97099801,0.30278077,0.13401998,0.05001483,0.00000000,0.57023639,0.00000000
-5.47773887,1.05365595,0.32800823,0.14533745,0.05390817,0.00000000,0.61938999,0.00000000
-5.47173587,1.14014937,0.35446887,0.15716826,0.05806164,0.00000000,0.67074033,0.00000000
-5.46573287,1.22893741,0.38168277,0.16930597,0.06238439,0.00000000,0.72338737,0.00000000
-5.45972986,1.31837493,0.40913760,0.18152849,0.06678245,0.00000000,0.77636899,0.00000000
-5.45372686,1.40674439,0.43629863,0.19360260,0.07116017,0.00000000,0.82867973,0.00000000
-5.44772386,1.49229299,0.46262032,0.20528921,0.07542189,0.00000000,0.87929269,0.00000000
-5.44172086,1.57327417,0.48755932,0.21634923,0.07947383,0.00000000,0.92718403,0.00000000
-5.43571786,1.64799217,0.51058827,0.22654977,0.08322608,0.00000000,0.97135929,0.00000000
-5.42971486,1.71484795,0.53121017,0.23567066,0.08659481,0.00000000,1.01088048,0.00000000
-5.42371186,1.77238475,0.54897244,0.24351074,0.08950430,0.00000000,1.04489303,0.00000000
-5.41770885,1.81933119,0.56348039,0.24989393,0.09188902,0.00000000,1.07265124,0.00000000
-5.41170585,1.85463999,0.57440917,0.25467458,0.09369539,0.00000000,1.09354117,0.00000000
-5.40570285,1.87752051,0.58151386,0.25774205,0.09488335,0.00000000,1.10709989,0.00000000
-5.39969985,1.88746336,0.58463709,0.25902413,0.09542745,0.00000000,1.11303005,0.00000000
-5.39369685,1.88425591,0.58371382,0.25848923,0.09531755,0.00000000,1.11120902,0.00000000
-5.38769385,1.86798778,0.57877299,0.25614719,0.09455904,0.00000000,1.10169225,0.00000000
-5.38169085,1.83904598,0.56993598,0.25204866,0.09317246,0.00000000,1.08471035,0.00000000
-5.37568784,1.79809982,0.55741191,0.24628310,0.09119270,0.00000000,1.06066024,0.00000000
-5.36968484,1.74607632,0.54148993,0.23897548,0.08866767,0.00000000,1.03009067,0.00000000
-5.36368184,1.68412713,0.52252893,0.23028181,0.08565656,0.00000000,0.99368270,0.00000000
-5.35767884,1.61358865,0.50094511,0.22038376,0.08222770,0.00000000,0.95222617,0.00000000
-5.35167584,1.53593713,0.47719803,0.20948263,0.07845627,0.00000000,0.90659317,0.00000000
-5.34567284,1.45274074,0.45177568,0.19779285,0.07442171,0.00000000,0.85770981,0.00000000
-5.33966983,1.36561090,0.42517933,0.18553546,0.07020524,0.00000000,0.80652746,0.00000000
-5.33366683,1.27615480,0.39790884,0.17293172,0.06588728,0.00000000,0.75399469,0.00000000
-5.32766383,1.18593124,0.37044887,0.16019721,0.06154520,0.00000000,0.70103122,0.00000000
-5.32166083,1.09641124,0.34325674,0.14753651,0.05725116,0.00000000,0.64850469,0.00000000
-5.31565783,1.00894505,0.31675219,0.13513889,0.05307043,0.00000000,0.59721113,0.00000000
-5.30965483,0.92473633,0.29130944,0.12317481,0.04905994,0.00000000,0.54785975,0.00000000
-5.30365183,0.84482419,0.26725171,0.11179360,0.04526739,0.00000000,0.50106232,0.00000000
-5.29764882,0.77007318,0.24484823,0.10112213,0.04173070,0.00000000,0.45732731,0.00000000
-5.29164582,0.70117095,0.22431367,0.09126458,0.03847790,0.00000000,0.41705849,0.00000000
-5.28564282,0.63863310,0.20580983,0.08230307,0.03552747,0.00000000,0.38055783,0.00000000
-5.27963982,0.58281422,0.18944920,0.07429913,0.03288898,0.00000000,0.34803203,0.00000000
-5.27363682,0.53392394,0.17530022,0.06729585,0.03056414,0.00000000,0.31960202,0.00000000
-5.26763382,0.49204690,0.16339360,0.06132047,0.02854797,0.00000000,0.29531474,0.00000000
-5.26163082,0.45716506,0.15372947,0.05638728,0.02683034,0.00000000,0.27515630,0.00000000
-5.25562781,0.42918114,0.14628472,0.05250060,0.02539748,0.00000000,0.25906577,0.00000000
-5.24962481,0.40794179,0.14102030,0.04965768,0.02423366,0.00000000,0.24694878,0.00000000
-5.24362181,0.39325930,0.13788794,0.04785143,0.02332283,0.00000000,0.23869024,0.00000000
-5.23761881,0.38493096,0.13683604,0.04707271,0.02265023,0.00000000,0.23416552,0.00000000
-5.23161581,0.38275502,0.13781439,0.04731217,0.02220386,0.00000000,0.23324968,0.00000000
-5.22561281,0.38654288,0.14077762,0.04856160,0.02197587,0.00000000,0.23582435,0.00000000
-5.21960980,0.39612701,0.14568721,0.05081462,0.02196369,0.00000000,0.24178202,0.00000000
-5.21360680,0.41136450,0.15251195,0.05406689,0.02217101,0.00000000,0.25102772,0.00000000
-5.20760380,0.43213650,0.16122712,0.05831563,0.02260853,0.00000000,0.26347823,0.00000000
-5.20160080,0.45834366,0.17181224,0.06355878,0.02329439,0.00000000,0.27905886,0.00000000
-5.19559780,0.48989830,0.18424786,0.06979365,0.02425442,0.00000000,0.29769835,0.00000000
-5.18959480,0.52671391,0.19851136,0.07701529,0.02552211,0.00000000,0.31932218,0.00000000
-5.18359180,0.56869271,0.21457234,0.08521466,0.02713823,0.00000000,0.34384483,0.00000000
-5.17758879,0.61571239,0.23238767,0.09437671,0.02915028,0.00000000,0.37116160,0.00000000
-5.17158579,0.66761263,0.25189673,0.10447857,0.03161161,0.00000000,0.40114054,0.00000000
-5.16558279,0.72418259,0.27301704,0.11548780,0.03458026,0.00000000,0.43361500,0.00000000
-5.15957979,0.78515000,0.29564061,0.12736110,0.03811763,0.00000000,0.46837747,0.00000000
-5.15357679,0.85017270,0.31963139,0.14004322,0.04228678,0.00000000,0.50517502,0.00000000
-5.14757379,0.91883321,0.34482382,0.15346646,0.04715065,0.00000000,0.54370686,0.00000000
-5.14157079,0.99063671,0.37102283,0.16755060,0.05277002,0.00000000,0.58362414,0.00000000
-5.13556778,1.06501280,0.39800527,0.18220342,0.05920135,0.00000000,0.62453228,0.00000000
-5.12956478,1.14132092,0.42552277,0.19732167,0.06649455,0.00000000,0.66599571,0.00000000
-5.12356178,1.21885948,0.45330597,0.21279257,0.07469074,0.00000000,0.70754503,0.00000000
-5.11755878,1.29687826,0.48107006,0.22849578,0.08382004,0.00000000,0.74868619,0.00000000
-5.11155578,1.37459372,0.50852121,0.24430571,0.09389955,0.00000000,0.78891153,0.00000000
-5.10555278,1.45120655,0.53536399,0.26009410,0.10493161,0.00000000,0.82771209,0.00000000
-5.09954977,1.52592083,0.56130909,0.27573286,0.11690231,0.00000000,0.86459085,0.00000000
-5.09354677,1.59796416,0.58608139,0.29109695,0.12978057,0.00000000,0.89907616,0.00000000
-5.08754377,1.66660790,0.60942790,0.30606735,0.14351774,0.00000000,0.93073513,0.00000000
-5.08154077,1.73118693,0.63112526,0.32053391,0.15804781,0.00000000,0.95918618,0.00000000
-5.07553777,1.79111828,0.65098666,0.33439805,0.17328830,0.00000000,0.98411051,0.00000000
-5.06953477,1.84591800,0.66886785,0.34757533,0.18914196,0.00000000,1.00526192,0.00000000
-5.06353177,1.89521583,0.68467200,0.35999770,0.20549914,0.00000000,1.02247484,0.00000000
-5.05752876,1.93876729,0.69835340,0.37161543,0.22224079,0.00000000,1.03567020,0.00000000
-5.05152576,1.97646280,0.70991975,0.38239876,0.23924219,0.00000000,1.04485901,0.00000000
-5.04552276,2.00833371,0.71943300,0.39233904,0.25637700,0.00000000,1.05014366,0.00000000
-5.03951976,2.03455493,0.72700879,0.40144958,0.27352170,0.00000000,1.05171686,0.00000000
-5.03351676,2.05544411,0.73281428,0.40976587,0.29056008,0.00000000,1.04985834,0.00000000
-5.02751376,2.07145727,0.73706464,0.41734535,0.30738759,0.00000000,1.04492935,0.00000000
-5.02151076,2.08318086,0.74001801,0.42426658,0.32391526,0.00000000,1.03736521,0.00000000
-5.01550775,2.09132014,0.74196920,0.43062774,0.34007300,0.00000000,1.02766599,0.00000000
-5.00950475,2.09668406,0.74324209,0.43654454,0.35581203,0.00000000,1.01638563,0.00000000
-5.00350175,2.10016664,0.74418095,0.44214731,0.37110622,0.00000000,1.00411954,0.00000000
-4.99749875,2.10272519,0.74514082,0.44757751,0.38595221,0.00000000,0.99149110,0.00000000
-4.99149575,2.10535551,0.74647715,0.45298353,0.40036821,0.00000000,0.97913719,0.00000000
-4.98549275,2.10906464,0.74853496,0.45851583,0.41439152,0.00000000,0.96769306,0.00000000
-4.97948974,2.11484181,0.75163786,0.46432173,0.42807478,0.00000000,0.95777689,0.00000000
-4.97348674,2.12362819,0.75607716,0.47053978,0.44148119,0.00000000,0.94997429,0.00000000
-4.96748374,2.13628652,0.76210159,0.47729403,0.45467884,0.00000000,0.94482318,0.00000000
-4.96148074,2.15357149,0.76990791,0.48468843,0.46773452,0.00000000,0.94279940,0.00000000
-4.95547774,2.17610219,0.77963280,0.49280162,0.48070736,0.00000000,0.94430353,0.00000000
-4.94947474,2.20433754,0.79134649,0.50168237,0.49364263,0.00000000,0.94964924,0.00000000
-4.94347174,2.23855614,0.80504846,0.51134590,0.50656618,0.00000000,0.95905373,0.00000000
-4.93746873,2.27884125,0.82066540,0.52177143,0.51947977,0.00000000,0.97263048,0.00000000
-4.93146573,2.32507206,0.83805170,0.53290103,0.53235772,0.00000000,0.99038470,0.00000000
-4.92546273,2.37692168,0.85699256,0.54463998,0.54514500,0.00000000,1.01221181,0.00000000
-4.91945973,2.43386231,0.87720960,0.55685867,0.55775709,0.00000000,1.03789884,0.00000000
-4.91345673,2.49517753,0.89836892,0.56939600,0.57008143,0.00000000,1.06712915,0.00000000
-4.90745373,2.55998130,0.92009117,0.58206411,0.58198062,0.00000000,1.09948996,0.00000000
-4.90145073,2.62724313,0.94196344,0.59465440,0.59329707,0.00000000,1.13448275,0.00000000
-4.89544772,2.69581819,0.96355211,0.60694429,0.60385884,0.00000000,1.17153610,0.00000000
-4.88944472,2.76448119,0.98441649,0.61870465,0.61348643,0.00000000,1.21002042,0.00000000
-4.88344172,2.83196242,1.00412233,0.62970727,0.62199997,0.00000000,1.24926413,0.00000000
-4.87743872,2.89698449,1.02225466,0.63973223,0.62922654,0.00000000,1.28857066,0.00000000
-4.87143572,2.95829805,1.03842949,0.64857458,0.63500701,0.00000000,1.32723561,0.00000000
-4.86543272,3.01471490,1.05230376,0.65605016,0.63920222,0.00000000,1.36456344,0.00000000
-4.85942971,3.06513746,1.06358313,0.66200015,0.64169802,0.00000000,1.39988324,0.00000000
-4.85342671,3.10858316,1.07202751,0.66629436,0.64240892,0.00000000,1.43256286,0.00000000
-4.84742371,3.14420326,1.07745402,0.66883302,0.64128039,0.00000000,1.46202120,0.00000000
-4.84142071,3.17129569,1.07973760,0.66954712,0.63828942,0.00000000,1.48773828,0.00000000
-4.83541771,3.18931180,1.07880931,0.66839750,0.63344382,0.00000000,1.50926293,0.00000000
-4.82941471,3.19785741,1.07465273,0.66537278,0.62678003,0.00000000,1.52621803,0.00000000
-4.82341171,3.19668881,1.06729878,0.66048638,0.61835997,0.00000000,1.53830346,0.00000000
-4.81740870,3.18570452,1.05681951,0.65377309,0.60826702,0.00000000,1.54529687,0.00000000
-4.81140570,3.16493381,1.04332130,0.64528528,0.59660161,0.00000000,1.54705251,0.00000000
-4.80540270,3.13452318,1.02693790,0.63508922,0.58347660,0.00000000,1.54349856,0.00000000
-4.79939970,3.09472169,1.00782387,0.62326167,0.56901293,0.00000000,1.53463306,0.00000000
-4.79339670,3.04586634,0.98614871,0.60988707,0.55333564,0.00000000,1.52051908,0.00000000
-4.78739370,2.98836808,0.96209191,0.59505533,0.53657056,0.00000000,1.50127920,0.00000000
-4.78139070,2.92269932,0.93583914,0.57886043,0.51884181,0.00000000,1.47708977,0.00000000
-4.77538769,2.84938316,0.90757959,0.56139968,0.50027009,0.00000000,1.44817505,0.00000000
-4.76938469,2.76898465,0.87750447,0.54277375,0.48097187,0.00000000,1.41480157,0.00000000
-4.76338169,2.68210390,0.84580639,0.52308710,0.46105920,0.00000000,1.37727263,0.00000000
-4.75737869,2.58937098,0.81267958,0.50244886,0.44064021,0.00000000,1.33592321,0.00000000
-4.75137569,2.49144206,0.77832050,0.48097377,0.41982001,0.00000000,1.29111510,0.00000000
-4.74537269,2.38899655,0.74292876,0.45878314,0.39870176,0.00000000,1.24323243,0.00000000
-4.73936968,2.28273455,0.70670795,0.43600551,0.37738787,0.00000000,1.19267730,0.00000000
-4.73336668,2.17337425,0.66986619,0.41277696,0.35598096,0.00000000,1.13986569,0.00000000
-4.72736368,2.06164891,0.63261619,0.38924090,0.33458465,0.00000000,1.08522339,0.00000000
-4.72136068,1.94830296,0.59517478,0.36554731,0.31330384,0.00000000,1.02918191,0.00000000
-4.71535768,1.83408716,0.55776173,0.34185141,0.29224464,0.00000000,0.97217445,0.00000000
-4.70935468,1.71975270,0.52059792,0.31831188,0.27151384,0.00000000,0.91463172,0.00000000
-4.70335168,1.60604432,0.48390304,0.29508854,0.25121794,0.00000000,0.85697775,0.00000000
-4.69734867,1.49369258,0.44789271,0.27233994,0.23146183,0.00000000,0.79962569,0.00000000
-4.69134567,1.38340557,0.41277539,0.25022063,0.21234728,0.00000000,0.74297363,0.00000000
-4.68534267,1.27586050,0.37874920,0.22887855,0.19397127,0.00000000,0.68740051,0.00000000
-4.67933967,1.17169528,0.34599875,0.20845260,0.17642431,0.00000000,0.63326228,0.00000000
-4.67333667,1.07150076,0.31469223,0.18907045,0.15978889,0.00000000,0.58088836,0.00000000
-4.66733367,0.97581372,0.28497897,0.17084680,0.14413813,0.00000000,0.53057849,0.00000000
-4.66133067,0.88511104,0.25698741,0.15388211,0.12953472,0.00000000,0.48260012,0.00000000
-4.65532766,0.79980519,0.23082377,0.13826179,0.11603018,0.00000000,0.43718633,0.00000000
-4.64932466,0.72024120,0.20657125,0.12405592,0.10366449,0.00000000,0.39453437,0.00000000
-4.64332166,0.64669513,0.18428993,0.11131942,0.09246604,0.00000000,0.35480493,0.00000000
-4.63731866,0.57937394,0.16401721,0.10009248,0.08245194,0.00000000,0.31812189,0.00000000
-4.63131566,0.51841666,0.14576877,0.09040141,0.07362853,0.00000000,0.28457286,0.00000000
-4.62531266,0.46389673,0.12953994,0.08225952,0.06599206,0.00000000,0.25421010,0.00000000
-4.61930965,0.41582504,0.11530729,0.07566807,0.05952959,0.00000000,0.22705199,0.00000000
-4.61330665,0.37415366,0.10303049,0.07061714,0.05421976,0.00000000,0.20308485,0.00000000
-4.60730365,0.33877981,0.09265412,0.06708637,0.05003362,0.00000000,0.18226496,0.00000000
-4.60130065,0.30954978,0.08410948,0.06504533,0.04693530,0.00000000,0.16452078,0.00000000
-4.59529765,0.28626281,0.07731626,0.06445379,0.04488259,0.00000000,0.14975519,0.00000000
-4.58929465,0.26867449,0.07218397,0.06526147,0.04382724,0.00000000,0.13784770,0.00000000
-4.58329165,0.25649983,0.06861315,0.06740773,0.04371518,0.00000000,0.12865653,0.00000000
-4.57728864,0.24941579,0.06649635,0.07082087,0.04448654,0.00000000,0.12202065,0.00000000
-4.57128564,0.24706350,0.06571892,0.07541738,0.04607552,0.00000000,0.11776155,0.00000000
-4.56528264,0.24905026,0.06615958,0.08110115,0.04841024,0.00000000,0.11568505,0.00000000
-4.55927964,0.25495142,0.06769090,0.08776280,0.05141256,0.00000000,0.11558295,0.00000000
-4.55327664,0.26431251,0.07017979,0.09527920,0.05499801,0.00000000,0.11723472,0.00000000
-4.54727364,0.27665184,0.07348804,0.10351344,0.05907580,0.00000000,0.12040933,0.00000000
-4.54127064,0.29146375,0.07747301,0.11231521,0.06354916,0.00000000,0.12486722,0.00000000
-4.53526763,0.30822281,0.08198855,0.12152183,0.06831583,0.00000000,0.13036256,0.00000000
-4.52926463,0.32638916,0.08688624,0.13095991,0.07326905,0.00000000,0.13664587,0.00000000
-4.52326163,0.34541503,0.09201688,0.14044772,0.07829870,0.00000000,0.14346701,0.00000000
-4.51725863,0.36475247,0.09723248,0.14979819,0.08329293,0.00000000,0.15057859,0.00000000
-4.51125563,0.38386223,0.10238840,0.15882260,0.08814007,0.00000000,0.15773974,0.00000000
-4.50525263,0.40222369,0.10734597,0.16733467,0.09273082,0.00000000,0.16472028,0.00000000
-4.49924962,0.41934534,0.11197520,0.17515515,0.09696055,0.00000000,0.17130501,0.00000000
-4.49324662,0.43477580,0.11615773,0.18211650,0.10073187,0.00000000,0.17729828,0.00000000
-4.48724362,0.44811464,0.11978974,0.18806762,0.10395702,0.00000000,0.18252841,0.00000000
-4.48124062,0.45902288,0.12278488,0.19287834,0.10656025,0.00000000,0.18685199,0.00000000
-4.47523762,0.46723240,0.12507695,0.19644350,0.10847995,0.00000000,0.19015782,0.00000000
-4.46923462,0.47255420,0.12662225,0.19868641,0.10967038,0.00000000,0.19237036,0.00000000
-4.46323162,0.47488481,0.12740164,0.19956152,0.11010308,0.00000000,0.19345253,0.00000000
-4.45722861,0.47421079,0.12742201,0.19905617,0.10976764,0.00000000,0.19340775,0.00000000
-4.45122561,0.47061102,0.12671730,0.19719133,0.10867204,0.00000000,0.19228119,0.00000000
-4.44522261,0.46425672,0.12534895,0.19402134,0.10684237,0.00000000,0.19016007,0.00000000
-4.43921961,0.45540918,0.12340575,0.18963255,0.10432198,0.00000000,0.18717315,0.00000000
-4.43321661,0.44441539,0.12100323,0.18414112,0.10117015,0.00000000,0.18348932,0.00000000
-4.42721361,0.43170167,0.11828250,0.17768985,0.09746033,0.00000000,0.17931548,0.00000000
-4.42121061,0.41776576,0.11540874,0.17044443,0.09327792,0.00000000,0.17489361,0.00000000
-4.41520760,0.40316746,0.11256926,0.16258914,0.08871794,0.00000000,0.17049736,0.00000000
-4.40920460,0.38851844,0.10997134,0.15432223,0.08388246,0.00000000,0.16642804,0.00000000
-4.40320160,0.37447128,0.10783985,0.14585115,0.07887803,0.00000000,0.16301025,0.00000000
-4.39719860,0.36170835,0.10641466,0.13738792,0.07381320,0.00000000,0.16058722,0.00000000
-4.39119560,0.35093050,0.10594801,0.12914465,0.06879623,0.00000000,0.15951577,0.00000000
-4.38519260,0.34284598,0.10670166,0.12132943,0.06393306,0.00000000,0.16016116,0.00000000
-4.37918959,0.33815955,0.10894400,0.11414270,0.05932555,0.00000000,0.16289159,0.00000000
-4.37318659,0.33756189,0.11294696,0.10777411,0.05507016,0.00000000,0.16807252,0.00000000
-4.36718359,0.34171924,0.11898268,0.10239991,0.05125693,0.00000000,0.17606067,0.00000000
-4.36118059,0.35126326,0.12732001,0.09818085,0.04796881,0.00000000,0.18719771,0.00000000
-4.35517759,0.36678088,0.13822055,0.09526054,0.04528135,0.00000000,0.20180355,0.00000000
-4.34917459,0.38880418,0.15193439,0.09376418,0.04326255,0.00000000,0.22016934,0.00000000
-4.34317159,0.41779995,0.16869534,0.09379762,0.04197301,0.00000000,0.24255003,0.00000000
-4.33716858,0.45415926,0.18871575,0.09544661,0.04146607,0.00000000,0.26915670,0.00000000
-4.33116558,0.49818659,0.21218087,0.09877614,0.04178809,0.00000000,0.30014871,0.00000000
-4.32516258,0.55008909,0.23924273,0.10382990,0.04297851,0.00000000,0.33562579,0.00000000
-4.31915958,0.60996575,0.27001386,0.11062964,0.04507000,0.00000000,0.37562037,0.00000000
-4.31315658,0.67779708,0.30456070,0.11917453,0.04808821,0.00000000,0.42009047,0.00000000
-4.30715358,0.75343545,0.34289714,0.12944047,0.05205147,0.00000000,0.46891324,0.00000000
