energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.23161581,5.59195998,0.01065702,0.35538222,1.23485621,2.79819149,0.06641929,1.35205619,0.74062184,0.17933536
-5.22561281,5.67763985,0.01076337,0.37693227,1.25887999,2.85378797,0.06696963,1.35794884,0.73696238,0.17993895
-5.21960980,5.78044619,0.01090580,0.40232837,1.28844059,2.91842955,0.06741276,1.36708099,0.73461379,0.18028061
-5.21360680,5.90270522,0.01108871,0.43154406,1.32391978,2.99361839,0.06777576,1.37987838,0.73382086,0.18042240
-5.20760380,6.04636261,0.01131614,0.46446745,1.36555129,3.08067119,0.06808711,1.39669199,0.73478375,0.18042850
-5.20160080,6.21285758,0.01159145,0.50089512,1.41339778,3.18064326,0.06837536,1.41777474,0.73764623,0.18036207
-5.19559780,6.40300445,0.01191708,0.54052793,1.46733150,3.29425608,0.06866760,1.44325951,0.74248510,0.18028192
-5.18959480,6.61688815,0.01229424,0.58296942,1.52701998,3.42183185,0.06898803,1.47313990,0.74930156,0.18023947
-5.18359180,6.85378013,0.01272269,0.62772718,1.59191782,3.56323869,0.06935660,1.50725493,0.75801509,0.18027582
-5.17758879,7.11208015,0.01320049,0.67421741,1.66126562,3.71784954,0.06978779,1.54527893,0.76846038,0.18041939
-5.17158579,7.38928872,0.01372392,0.72177303,1.73409664,3.88451763,0.07028966,1.58671745,0.78038763,0.18068411
-5.16558279,7.68201358,0.01428734,0.76965529,1.80925179,4.06157049,0.07086313,1.63090998,0.79346652,0.18106832
-5.15957979,7.98601211,0.01488321,0.81706878,1.88540262,4.24682389,0.07150167,1.67703974,0.80729375,0.18155440
-5.15357679,8.29626974,0.01550221,0.86317950,1.96108218,4.43761615,0.07219127,1.72415049,0.82140411,0.18210923
-5.14757379,8.60711285,0.01613334,0.90713546,2.03472268,4.63086224,0.07291082,1.77117003,0.83528455,0.18268549
-5.14157079,8.91235280,0.01676423,0.94808927,2.10469897,4.82312647,0.07363285,1.81693957,0.84839090,0.18322356
-5.13556778,9.20545611,0.01738146,0.98522173,2.16937600,5.01071128,0.07432458,1.86024783,0.86016637,0.18365414
-5.12956478,9.47973460,0.01797088,1.01776567,2.22715872,5.18975929,0.07494921,1.89986865,0.87006114,0.18390133
-5.12356178,9.72854801,0.01851813,1.04502897,2.27654221,5.35636466,0.07546745,1.93460041,0.87755219,0.18388606
-5.11755878,9.94551102,0.01900905,1.06641583,2.31616009,5.50668973,0.07583923,1.96330571,0.88216233,0.18352963
-5.11155578,10.12469651,0.01943013,1.08144544,2.34482911,5.63708243,0.07602537,1.98494965,0.88347790,0.18275732
-5.10555278,10.26082660,0.01976902,1.08976708,2.36158814,5.74418980,0.07598928,1.99863496,0.88116396,0.18150175
-5.09954977,10.34944398,0.02001490,1.09117117,2.36572984,5.82506330,0.07569854,2.00363278,0.87497675,0.17970590
-5.09354677,10.38705669,0.02015887,1.08559568,2.35682377,5.87725172,0.07512634,1.99940766,0.86477261,0.17732572
-5.08754377,10.37125087,0.02019430,1.07312771,2.33473006,5.89887825,0.07425258,1.98563605,0.85051327,0.17433214
-5.08154077,10.30076755,0.02011698,1.05400011,2.29960324,5.88869883,0.07306479,1.96221748,0.83226722,0.17071237
-5.07553777,10.17554092,0.01992532,1.02858355,2.25188614,5.84613967,0.07155867,1.92927839,0.81020741,0.16647064
-5.06953477,9.99669758,0.01962037,0.99737417,2.19229446,5.77131294,0.06973830,1.88716846,0.78460534,0.16162823
-5.06353177,9.76651778,0.01920580,0.96097772,2.12179285,5.66501043,0.06761601,1.83645010,0.75582206,0.15622280
-5.05752876,9.48836116,0.01868773,0.92009062,2.04156365,5.52867579,0.06521194,1.77788144,0.72429653,0.15030721
-5.05152576,9.16656100,0.01807453,0.87547912,1.95296986,5.36435710,0.06255337,1.71239408,0.69053200,0.14394787
-5.04552276,8.80629203,0.01737655,0.82795715,1.85751399,5.17464207,0.05967369,1.64106628,0.65508096,0.13722258
-5.03951976,8.41341773,0.01660577,0.77836397,1.75679450,4.96257880,0.05661130,1.56509308,0.61852937,0.13021821
-5.03351676,7.99432343,0.01577538,0.72754241,1.65246152,4.73158558,0.05340830,1.48575425,0.58148081,0.12302811
-5.02751376,7.55574176,0.01489943,0.67631839,1.54617367,4.48535342,0.05010920,1.40438144,0.54454101,0.11574946
-5.02151076,7.10457684,0.01399237,0.62548249,1.43955718,4.22774511,0.04675949,1.32232542,0.50830335,0.10848070
-5.01550775,6.64773309,0.01306868,0.57577392,1.33416868,3.96269445,0.04340438,1.24092453,0.47333559,0.10131896
-5.00950475,6.19195398,0.01214246,0.52786732,1.23146260,3.69410928,0.04008760,1.16147499,0.44016819,0.09435781
-5.00350175,5.74367503,0.01122708,0.48236243,1.13276388,3.42578111,0.03685026,1.08520382,0.40928429,0.08768505
-4.99749875,5.30889462,0.01033490,0.43977684,1.03924621,3.16130414,0.03372996,1.01324473,0.38111148,0.08138101
-4.99149575,4.89306494,0.00947702,0.40054143,0.95191609,2.90400547,0.03076006,0.94661742,0.35601526,0.07551689
-4.98549275,4.50100452,0.00866303,0.36499845,0.87160246,2.65688797,0.02796909,0.88621032,0.33429421,0.07015363
-4.97948974,4.13683284,0.00790096,0.33340190,0.79895165,2.42258633,0.02538045,0.83276685,0.31617661,0.06534094
-4.97348674,3.80392667,0.00719713,0.30591976,0.73442707,2.20333672,0.02301219,0.78687525,0.30181847,0.06111667
-4.96748374,3.50489706,0.00655617,0.28263770,0.67831314,2.00095925,0.02087707,0.74896178,0.29130277,0.05750652
-4.96148074,3.24158539,0.00598103,0.26356397,0.63072284,1.81685275,0.01898265,0.71928717,0.28463979,0.05452391
-4.95547774,3.01507668,0.00547303,0.24863506,0.59160817,1.65200032,0.01733168,0.69794623,0.28176847,0.05217022
-4.94947474,2.82572778,0.00503201,0.23772182,0.56077307,1.50698432,0.01592241,0.68487047,0.28255861,0.05043518
-4.94347174,2.67320849,0.00465645,0.23063593,0.53788804,1.38200925,0.01474919,0.67983363,0.28681413,0.04929751
-4.93746873,2.55655323,0.00434365,0.22713637,0.52250623,1.27693065,0.01380299,0.68245995,0.29427712,0.04872577
-4.93146573,2.47422141,0.00408986,0.22693603,0.51408042,1.19128862,0.01307204,0.69223520,0.30463295,0.04867939
-4.92546273,2.42416457,0.00389056,0.22970828,0.51198064,1.12434436,0.01254250,0.70852032,0.31751629,0.04910986
-4.91945973,2.40389866,0.00374059,0.23509353,0.51551222,1.07511843,0.01219915,0.73056755,0.33251828,0.04996208
-4.91345673,2.41058006,0.00363438,0.24270592,0.52393390,1.04242966,0.01202606,0.75753889,0.34919469,0.05117587
-4.90745373,2.44108405,0.00356614,0.25214006,0.53647593,1.02493376,0.01200730,0.78852666,0.36707509,0.05268754
-4.90145073,2.49208450,0.00353008,0.26297807,0.55235795,1.02116104,0.01212762,0.82257584,0.38567301,0.05443158
-4.89544772,2.56013375,0.00352054,0.27479668,0.57080639,1.02955263,0.01237305,0.85870779,0.40449690,0.05634239
-4.88944472,2.64174142,0.00353218,0.28717471,0.59107115,1.04849499,0.01273156,0.89594477,0.42306163,0.05835596
-4.88344172,2.73345118,0.00356011,0.29970053,0.61244134,1.07635238,0.01319355,0.93333477,0.44090029,0.06041159
-4.87743872,2.83191405,0.00360006,0.31197975,0.63425983,1.11149721,0.01375242,0.96997574,0.45757595,0.06245345
-4.87143572,2.93395702,0.00364842,0.32364268,0.65593607,1.15233828,0.01440487,1.00503875,0.47269301,0.06443201
-4.86543272,3.03664573,0.00370236,0.33435158,0.67695718,1.19734658,0.01515130,1.03778895,0.48590761,0.06630529
-4.85942971,3.13733964,0.00375985,0.34380738,0.69689666,1.24507877,0.01599592,1.06760394,0.49693683,0.06803987
-4.85342671,3.23373853,0.00381972,0.35175568,0.71542061,1.29419819,0.01694684,1.09398845,0.50556614,0.06961156
-4.84742371,3.32391918,0.00388160,0.35799171,0.73229121,1.34349314,0.01801598,1.11658505,0.51165490,0.07100584
-4.84142071,3.40636098,0.00394595,0.36236410,0.74736724,1.39189241,0.01921879,1.13518018,0.51513941,0.07221793
-4.83541771,3.47996016,0.00401396,0.36477728,0.76060155,1.43847771,0.02057385,1.14970531,0.51603355,0.07325245
-4.82941471,3.54403186,0.00408743,0.36519225,0.77203559,1.48249301,0.02210226,1.16023317,0.51442673,0.07412289
-4.82341171,3.59830038,0.00416875,0.36362582,0.78179113,1.52335049,0.02382692,1.16696907,0.51047935,0.07485063
-4.81740870,3.64287797,0.00426069,0.36014817,0.79005942,1.56063305,0.02577161,1.17023769,0.50441580,0.07546375
-4.81140570,3.67823305,0.00436629,0.35487887,0.79708818,1.59409337,0.02796002,1.17046599,0.49651527,0.07599564
-4.80540270,3.70514917,0.00448871,0.34798151,0.80316699,1.62364952,0.03041457,1.16816289,0.48710088,0.07648338
-4.79939970,3.72467655,0.00463106,0.33965708,0.80861154,1.64937728,0.03315536,1.16389654,0.47652745,0.07696608
-4.79339670,3.73807799,0.00479626,0.33013648,0.81374744,1.67149939,0.03619894,1.15827047,0.46516843,0.07748314
-4.78739370,3.74677153,0.00498689,0.31967236,0.81889428,1.69037202,0.03955720,1.15189932,0.45340271,0.07807265
-4.78139070,3.75227197,0.00520508,0.30853067,0.82435052,1.70646894,0.04323645,1.14538547,0.44160168,0.07876977
-4.77538769,3.75613376,0.00545234,0.29698229,0.83037989,1.72036376,0.04723646,1.13929749,0.43011718,0.07960544
-4.76938469,3.75989725,0.00572954,0.28529498,0.83719977,1.73271084,0.05154991,1.13415131,0.41927083,0.08060522
-4.76338169,3.76504028,0.00603682,0.27372598,0.84497218,1.74422548,0.05616191,1.13039485,0.40934510,0.08178844
-4.75737869,3.77293678,0.00637357,0.26251552,0.85379750,1.75566374,0.06104992,1.12839669,0.40057652,0.08316765
-4.75137569,3.78482353,0.00673840,0.25188145,0.86371132,1.76780286,0.06618389,1.12843910,0.39315108,0.08474836
-4.74537269,3.80177603,0.00712923,0.24201497,0.87468438,1.78142243,0.07152675,1.13071559,0.38720212,0.08652911
-4.73936968,3.82469358,0.00754329,0.23307773,0.88662550,1.79728706,0.07703511,1.13533282,0.38281048,0.08850180
-4.73336668,3.85429372,0.00797721,0.22520010,0.89938737,1.81613098,0.08266031,1.14231655,0.38000686,0.09065226
-4.72736368,3.89111535,0.00842717,0.21848071,0.91277478,1.83864474,0.08834958,1.15162112,0.37877621,0.09296104
-4.72136068,3.93552959,0.00888896,0.21298693,0.92655485,1.86546460,0.09404748,1.16314190,0.37906367,0.09540431
-4.71535768,3.98775729,0.00935813,0.20875638,0.94046864,1.89716440,0.09969730,1.17672970,0.38078182,0.09795492
-4.70935468,4.04789164,0.00983012,0.20579917,0.95424377,1.93425025,0.10524259,1.19220656,0.38381881,0.10058336
-4.70335168,4.11592420,0.01030040,0.20410060,0.96760710,1.97715770,0.11062860,1.20938196,0.38804685,0.10325887
-4.69734867,4.19177289,0.01076457,0.20362430,0.98029719,2.02625137,0.11580362,1.22806860,0.39333079,0.10595030
-4.69134567,4.27531002,0.01121850,0.20431558,0.99207575,2.08182655,0.12072014,1.24809718,0.39953632,0.10862699
-4.68534267,4.36638907,0.01165843,0.20610473,1.00273777,2.14411228,0.12533581,1.26932934,0.40653751,0.11125947
-4.67933967,4.46486852,0.01208107,0.20891035,1.01211975,2.21327549,0.12961419,1.29166851,0.41422336,0.11381997
-4.67333667,4.57063180,0.01248367,0.21264240,1.02010593,2.28942542,0.13352514,1.31506822,0.42250333,0.11628286
-4.66733367,4.68360220,0.01286411,0.21720511,1.02663227,2.37261766,0.13704513,1.33953764,0.43131149,0.11862489
-4.66133067,4.80375218,0.01322099,0.22249952,1.03168813,2.46285716,0.14015711,1.36514442,0.44060947,0.12082536
-4.65532766,4.93110650,0.01355366,0.22842582,1.03531575,2.56009956,0.14285040,1.39201491,0.45038804,0.12286612
-4.64932466,5.06573919,0.01386231,0.23488531,1.03760774,2.66425032,0.14512020,1.42033173,0.46066744,0.12473163
-4.64332166,5.20776433,0.01414804,0.24178218,1.03870268,2.77516124,0.14696718,1.45032929,0.47149657,0.12640888
