energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.90995498,3.22330108,2.42939969,0.76667329,0.01796864,0.05540510,0.05153481,2.19278139,1.03495738,0.30425181
-5.90395198,3.16726007,2.37325782,0.75741375,0.01817366,0.05393779,0.05121850,2.15301936,1.02164972,0.29603870
-5.89794897,3.10723572,2.31278123,0.74840937,0.01831911,0.05260671,0.05077278,2.10994122,1.00550249,0.28763597
-5.89194597,3.04278650,2.24781197,0.73946541,0.01840027,0.05138300,0.05019144,2.06329908,0.98647186,0.27898716
-5.88594297,2.97356188,2.17830483,0.73037091,0.01841343,0.05023843,0.04947047,2.01292105,0.96456334,0.27004847
-5.87993997,2.89931735,2.10433475,0.72090669,0.01835596,0.04914610,0.04860812,1.95871992,0.93983374,0.26079035
-5.87393697,2.81992573,2.02609952,0.71085393,0.01822639,0.04808106,0.04760494,1.90069900,0.91239152,0.25119870
-5.86793397,2.73538483,1.94391784,0.70000274,0.01802444,0.04702087,0.04646380,1.83895481,0.88239520,0.24127524
-5.86193097,2.64582122,1.85822304,0.68816074,0.01775099,0.04594603,0.04518983,1.77367690,0.85005031,0.23103740
-5.85592796,2.55149027,1.76955275,0.67516113,0.01740814,0.04484035,0.04379028,1.70514476,0.81560479,0.22051754
-5.84992496,2.45277274,1.67853528,0.66087003,0.01699909,0.04369126,0.04227443,1.63372223,0.77934307,0.20976179
-5.84392196,2.35016799,1.58587337,0.64519289,0.01652812,0.04248999,0.04065336,1.55984963,0.74157935,0.19882836
-5.83791896,2.24428433,1.49232591,0.62807954,0.01600049,0.04123166,0.03893977,1.48403406,0.70265002,0.18778558
-5.83191596,2.13582686,1.39868876,0.60952794,0.01542237,0.03991531,0.03714772,1.40683817,0.66290585,0.17670975
-5.82591296,2.02558308,1.30577500,0.58958619,0.01480070,0.03854379,0.03529237,1.32886796,0.62270405,0.16568273
-5.81990995,1.91440696,1.21439572,0.56835290,0.01414306,0.03712361,0.03338972,1.25075979,0.58240051,0.15478965
-5.81390695,1.80320152,1.12534171,0.54597589,0.01345757,0.03566464,0.03145629,1.17316716,0.54234263,0.14411651
-5.80790395,1.69290071,1.03936665,0.52264906,0.01275273,0.03417977,0.02950886,1.09674750,0.50286263,0.13374797
-5.80190095,1.58445065,0.95717214,0.49860778,0.01203726,0.03268443,0.02756415,1.02214923,0.46427179,0.12376530
-5.79589795,1.47879085,0.87939494,0.47412272,0.01131998,0.03119612,0.02563854,0.94999943,0.42685559,0.11424449
-5.78989495,1.37683549,0.80659635,0.44949248,0.01060964,0.02973375,0.02374780,0.88089216,0.39086979,0.10525462
-5.78389195,1.27945540,0.73925392,0.42503522,0.00991475,0.02831710,0.02190682,0.81537775,0.35653755,0.09685651
-5.77788894,1.18746068,0.67775541,0.40107952,0.00924350,0.02696603,0.02012936,0.75395311,0.32404742,0.08910157
-5.77188594,1.10158460,0.62239471,0.37795483,0.00860355,0.02569991,0.01842787,0.69705305,0.29355238,0.08203091
-5.76588294,1.02246876,0.57336975,0.35598188,0.00800194,0.02453683,0.01681328,0.64504288,0.26516955,0.07567478
-5.75987994,0.95064992,0.53078209,0.33546314,0.00744496,0.02349304,0.01529486,0.59821220,0.23898077,0.07005211
-5.75387694,0.88654878,0.49463793,0.31667388,0.00693804,0.02258227,0.01388014,0.55676999,0.21503372,0.06517039
-5.74787394,0.83046082,0.46485064,0.29985396,0.00648564,0.02181523,0.01257479,0.52084108,0.19334365,0.06102569
-5.74187094,0.78254956,0.44124433,0.28520068,0.00609121,0.02119919,0.01138262,0.49046405,0.17389550,0.05760291
-5.73586793,0.74284240,0.42355865,0.27286270,0.00575711,0.02073760,0.01030561,0.46559059,0.15664635,0.05487621
-5.72986493,0.71122926,0.41145469,0.26293560,0.00548456,0.02042992,0.00934393,0.44608649,0.14152825,0.05280961
-5.72386193,0.68746408,0.40452190,0.25545872,0.00527364,0.02027154,0.00849600,0.43173418,0.12845111,0.05135787
-5.71785893,0.67116956,0.40228621,0.25041384,0.00512330,0.02025384,0.00775868,0.42223711,0.11730590,0.05046736
-5.71185593,0.66184488,0.40421921,0.24772537,0.00503138,0.02036443,0.00712736,0.41722574,0.10796781,0.05007734
-5.70585293,0.65887668,0.40974853,0.24726234,0.00499469,0.02058749,0.00659614,0.41626536,0.10029964,0.05012118
-5.69984992,0.66155305,0.41826941,0.24884196,0.00500906,0.02090426,0.00615806,0.41886558,0.09415513,0.05052791
-5.69384692,0.66908051,0.42915725,0.25223481,0.00506946,0.02129367,0.00580525,0.42449153,0.08938236,0.05122383
-5.68784392,0.68060352,0.44178126,0.25717138,0.00517015,0.02173299,0.00552922,0.43257643,0.08582716,0.05213420
-5.68184092,0.69522635,0.45551883,0.26334997,0.00530482,0.02219869,0.00532102,0.44253554,0.08333646,0.05318505
-5.67583792,0.71203663,0.46977036,0.27044561,0.00546675,0.02266720,0.00517155,0.45378099,0.08176159,0.05430507
-5.66983492,0.73013014,0.48397436,0.27811977,0.00564905,0.02311580,0.00507168,0.46573724,0.08096145,0.05542735
-5.66383192,0.74863600,0.49762219,0.28603060,0.00584478,0.02352345,0.00501256,0.47785682,0.08080557,0.05649121
-5.65782891,0.76674163,0.51027213,0.29384339,0.00604722,0.02387155,0.00498577,0.48963565,0.08117688,0.05744380
-5.65182591,0.78371655,0.52156213,0.30124089,0.00625005,0.02414471,0.00498352,0.50062763,0.08197425,0.05824155
-5.64582291,0.79893424,0.53122091,0.30793308,0.00644752,0.02433137,0.00499878,0.51045794,0.08311463,0.05885144
-5.63981991,0.81189121,0.53907675,0.31366621,0.00663466,0.02442424,0.00502546,0.51883443,0.08453475,0.05925189
-5.63381691,0.82222248,0.54506359,0.31823059,0.00680738,0.02442070,0.00505846,0.52555670,0.08619237,0.05943341
-5.62781391,0.82971288,0.54922408,0.32146696,0.00696265,0.02432299,0.00509375,0.53052253,0.08806686,0.05939883
-5.62181091,0.83430349,0.55170922,0.32327113,0.00709851,0.02413821,0.00512840,0.53373101,0.09015922,0.05916320
-5.61580790,0.83609292,0.55277455,0.32359672,0.00721413,0.02387818,0.00516058,0.53528258,0.09249136,0.05875330
-5.60980490,0.83533314,0.55277274,0.32245590,0.00730982,0.02355915,0.00518947,0.53537537,0.09510473,0.05820673
-5.60380190,0.83241996,0.55214267,0.31991795,0.00738692,0.02320130,0.00521523,0.53429825,0.09805820,0.05757070
-5.59779890,0.82787820,0.55139537,0.31610595,0.00744772,0.02282814,0.00523884,0.53242048,0.10142523,0.05690047
-5.59179590,0.82234210,0.55109696,0.31119138,0.00749532,0.02246576,0.00526200,0.53017831,0.10529050,0.05625754
-5.58579290,0.81653153,0.55184927,0.30538712,0.00753342,0.02214203,0.00528690,0.52805892,0.10974583,0.05570758
-5.57978989,0.81122467,0.55426862,0.29893897,0.00756610,0.02188566,0.00531608,0.52658225,0.11488579,0.05531825
-5.57378689,0.80722830,0.55896335,0.29211605,0.00759760,0.02172529,0.00535224,0.52628120,0.12080285,0.05515693
-5.56778389,0.80534653,0.56651099,0.28520045,0.00763207,0.02168849,0.00539802,0.52768102,0.12758250,0.05528841
-5.56178089,0.80634914,0.57743562,0.27847659,0.00767330,0.02180086,0.00545582,0.53127852,0.13529819,0.05577266
-5.55577789,0.81094085,0.59218641,0.27222062,0.00772453,0.02208515,0.00552764,0.53752182,0.14400658,0.05666276
-5.54977489,0.81973226,0.61111780,0.26669028,0.00778823,0.02256040,0.00561490,0.54679148,0.15374308,0.05800295
-5.54377189,0.83321403,0.63447228,0.26211570,0.00786594,0.02324133,0.00571836,0.55938361,0.16451793,0.05982708
-5.53776888,0.85173482,0.66236630,0.25869133,0.00795812,0.02413768,0.00583799,0.57549563,0.17631299,0.06215719
-5.53176588,0.87548416,0.69477986,0.25656941,0.00806412,0.02525390,0.00597295,0.59521531,0.18907937,0.06500265
-5.52576288,0.90448085,0.73155020,0.25585516,0.00818216,0.02658883,0.00612157,0.61851338,0.20273606,0.06835954
-5.51975988,0.93856724,0.77237013,0.25660378,0.00830935,0.02813572,0.00628137,0.64524029,0.21716964,0.07221057
-5.51375688,0.97740997,0.81679085,0.25881947,0.00844180,0.02988231,0.00644914,0.67512700,0.23223510,0.07652531
-5.50775388,1.02050688,0.86422959,0.26245638,0.00857476,0.03181123,0.00662102,0.70779020,0.24775779,0.08126097
-5.50175088,1.06720027,0.91398188,0.26742137,0.00870286,0.03390046,0.00679266,0.74274154,0.26353655,0.08636355
-5.49574787,1.11669572,0.96523805,0.27357859,0.00882023,0.03612406,0.00695935,0.77940076,0.27934785,0.09176930
-5.48974487,1.16808623,1.01710371,0.28075548,0.00892086,0.03845298,0.00711620,0.81711235,0.29495083,0.09740662
-5.48374187,1.22038048,1.06862341,0.28875010,0.00899877,0.04085605,0.00725831,0.85516505,0.31009319,0.10319818
-5.47773887,1.27253447,1.11880697,0.29733934,0.00904833,0.04330097,0.00738092,0.89281362,0.32451763,0.10906325
-5.47173587,1.32348527,1.16665749,0.30628778,0.00906445,0.04575547,0.00747964,0.92930211,0.33796868,0.11492013
-5.46573287,1.37218558,1.21120006,0.31535683,0.00904284,0.04818834,0.00755054,0.96388775,0.35019971,0.12068869
-5.45972986,1.41763806,1.25151041,0.32431368,0.00898014,0.05057050,0.00759028,0.99586462,0.36097981,0.12629273
-5.45372686,1.45892781,1.28674222,0.33294002,0.00887411,0.05287593,0.00759629,1.02458628,0.37010040,0.13166234
-5.44772386,1.49525218,1.31615241,0.34103978,0.00872370,0.05508256,0.00756673,1.04948639,0.37738131,0.13673596
-5.44172086,1.52594650,1.33912330,0.34844611,0.00852911,0.05717287,0.00750063,1.07009682,0.38267602,0.14146208
-5.43571786,1.55050515,1.35518093,0.35502698,0.00829175,0.05913443,0.00739786,1.08606238,0.38587612,0.14580071
-5.42971486,1.56859695,1.36400898,0.36068947,0.00801421,0.06096014,0.00725910,1.09715178,0.38691459,0.14972436
-5.42371186,1.58007477,1.36545782,0.36538260,0.00770018,0.06264831,0.00708582,1.10326458,0.38576801,0.15321857
-5.41770885,1.58497884,1.35954831,0.36909859,0.00735429,0.06420251,0.00688021,1.10443376,0.38245755,0.15628206
-5.41170585,1.58353406,1.34647056,0.37187268,0.00698197,0.06563126,0.00664508,1.10082409,0.37704866,0.15892640
-5.40570285,1.57614154,1.32657761,0.37378153,0.00658928,0.06694748,0.00638375,1.09272652,0.36964973,0.16117530
-5.39969985,1.56336486,1.30037445,0.37494034,0.00618271,0.06816788,0.00609996,1.08054869,0.36040951,0.16306352
-5.39369685,1.54591177,1.26850300,0.37549881,0.00576900,0.06931216,0.00579775,1.06480239,0.34951357,0.16463550
-5.38769385,1.52461216,1.23172362,0.37563620,0.00535499,0.07040223,0.00548132,1.04608813,0.33718001,0.16594369
-5.38169085,1.50039326,1.19089393,0.37555561,0.00494740,0.07146130,0.00515495,1.02507786,0.32365426,0.16704678
-5.37568784,1.47425285,1.14694585,0.37547775,0.00455275,0.07251303,0.00482287,1.00249606,0.30920357,0.16800772
-5.36968484,1.44723158,1.10086155,0.37563428,0.00417722,0.07358067,0.00448920,0.97910029,0.29411102,0.16889176
-5.36368184,1.42038509,1.05364921,0.37626103,0.00382653,0.07468627,0.00415782,0.95566139,0.27866936,0.16976444
-5.35767884,1.39475670,1.00631927,0.37759116,0.00350590,0.07584990,0.00383235,0.93294419,0.26317490,0.17068963
-5.35167584,1.37135145,0.95986181,0.37984842,0.00321999,0.07708903,0.00351609,0.91168897,0.24792141,0.17172764
-5.34567284,1.35111174,0.91522555,0.38324068,0.00297289,0.07841789,0.00321194,0.89259424,0.23319437,0.17293347
-5.33966983,1.33489518,0.87329879,0.38795373,0.00276807,0.07984698,0.00292244,0.87630091,0.21926548,0.17435513
-5.33366683,1.32345488,0.83489271,0.39414560,0.00260842,0.08138259,0.00264970,0.86337825,0.20638763,0.17603221
-5.32766383,1.31742228,0.80072690,0.40194142,0.00249623,0.08302646,0.00239542,0.85431171,0.19479033,0.17799446
-5.32166083,1.31729289,0.77141732,0.41142886,0.00243319,0.08477550,0.00216091,0.84949264,0.18467563,0.18026077
-5.31565783,1.32341484,0.74746668,0.42265443,0.00242042,0.08662156,0.00194708,0.84921009,0.17621458,0.18283820
-5.30965483,1.33598056,0.72925694,0.43562067,0.00245843,0.08855136,0.00175445,0.85364462,0.16954427,0.18572133
-5.30365183,1.35502156,0.71704406,0.45028435,0.00254713,0.09054649,0.00158323,0.86286433,0.16476534,0.18889190
-5.29764882,1.38040665,0.71095476,0.46655586,0.00268580,0.09258354,0.00143326,0.87682304,0.16194017,0.19231876
-5.29164582,1.41184356,0.71098530,0.48429991,0.00287308,0.09463441,0.00130411,0.89536075,0.16109156,0.19595817
-5.28564282,1.44888429,0.71700220,0.50333756,0.00310693,0.09666677,0.00119508,0.91820656,0.16220210,0.19975451
-5.27963982,1.49093425,0.72874502,0.52344982,0.00338457,0.09864465,0.00110524,0.94498396,0.16521420,0.20364139
-5.27363682,1.53726529,0.74583122,0.54438265,0.00370251,0.10052930,0.00103343,0.97521873,0.17003080,0.20754318
-5.26763382,1.58703260,0.76776319,0.56585343,0.00405648,0.10228016,0.00097832,1.00834941,0.17651685,0.21137702
-5.26163082,1.63929530,0.79393771,0.58755872,0.00444145,0.10385602,0.00093844,1.04374025,0.18450166,0.21505508
-5.25562781,1.69304057,0.82365769,0.60918316,0.00485167,0.10521629,0.00091219,1.08069657,0.19378200,0.21848735
-5.24962481,1.74721061,0.85614653,0.63040923,0.00528065,0.10632238,0.00089788,1.11848228,0.20412619,0.22158449
-5.24362181,1.80073200,0.89056488,0.65092744,0.00572131,0.10713913,0.00089375,1.15633924,0.21527894,0.22426101
-5.23761881,1.85254655,0.92602969,0.67044665,0.00616602,0.10763613,0.00089803,1.19350784,0.22696714,0.22643835
-5.23161581,1.90164254,0.96163534,0.68870403,0.00660676,0.10778907,0.00090892,1.22924851,0.23890631,0.22804799
-5.22561281,1.94708546,0.99647647,0.70547418,0.00703528,0.10758083,0.00092466,1.26286312,0.25080772,0.22903423
-5.21960980,1.98804692,1.02967181,0.72057693,0.00744328,0.10700239,0.00094357,1.29371587,0.26238593,0.22935671
-5.21360680,2.02383063,1.06038856,0.73388346,0.00782265,0.10605342,0.00096402,1.32125259,0.27336665,0.22899235
-5.20760380,2.05389438,1.08786640,0.74532041,0.00816560,0.10474260,0.00098453,1.34501796,0.28349452,0.22793674
-5.20160080,2.07786693,1.11144030,0.75487156,0.00846501,0.10308753,0.00100375,1.36466971,0.29254067,0.22620494
-5.19559780,2.09555920,1.13056138,0.76257715,0.00871451,0.10111430,0.00102050,1.37998935,0.30030972,0.22383144
-5.18959480,2.10696914,1.14481485,0.76853068,0.00890878,0.09885676,0.00103381,1.39088882,0.30664594,0.22086950
-5.18359180,2.11228002,1.15393433,0.77287335,0.00904367,0.09635538,0.00104291,1.39741290,0.31143834,0.21738978
-5.17758879,2.11185233,1.15781187,0.77578639,0.00911635,0.09365596,0.00104726,1.39973717,0.31462440,0.21347834
-5.17158579,2.10620961,1.15650328,0.77748169,0.00912542,0.09080804,0.00104659,1.39816157,0.31619239,0.20923417
-5.16558279,2.09601885,1.15022835,0.77819106,0.00907094,0.08786333,0.00104085,1.39310002,0.31618200,0.20476622
-5.15957979,2.08206658,1.13936596,0.77815489,0.00895442,0.08487393,0.00103025,1.38506639,0.31468328,0.20019030
-5.15357679,2.06523148,1.12444423,0.77761058,0.00877883,0.08189081,0.00101524,1.37465764,0.31183407,0.19562576
-5.14757379,2.04645512,1.10612605,0.77678149,0.00854843,0.07896225,0.00099654,1.36253468,0.30781574,0.19119224
-5.14157079,2.02671183,1.08519047,0.77586688,0.00826866,0.07613260,0.00097506,1.34940194,0.30284759,0.18700666
-5.13556778,2.00697917,1.06251081,0.77503339,0.00794598,0.07344121,0.00095196,1.33598642,0.29718010,0.18318034
-5.12956478,1.98821012,1.03903009,0.77440850,0.00758763,0.07092179,0.00092856,1.32301703,0.29108718,0.17981668
-5.12356178,1.97130794,1.01573482,0.77407616,0.00720144,0.06860192,0.00090640,1.31120497,0.28485790,0.17700913
-5.11755878,1.95710450,0.99362796,0.77407489,0.00679555,0.06650306,0.00088713,1.30122576,0.27878777,0.17483970
-5.11155578,1.94634265,0.97370191,0.77439828,0.00637822,0.06464069,0.00087257,1.29370338,0.27317006,0.17337796
-5.10555278,1.93966280,0.95691242,0.77499782,0.00595755,0.06302487,0.00086460,1.28919695,0.26828741,0.17268039
-5.09954977,1.93759378,0.94415404,0.77578776,0.00554133,0.06166091,0.00086523,1.28818990,0.26440386,0.17279018
-5.09354677,1.94054759,0.93623766,0.77665178,0.00513682,0.06055024,0.00087650,1.29108184,0.26175773,0.17373738
-5.08754377,1.94881782,0.93387078,0.77745086,0.00475060,0.05969138,0.00090047,1.29818287,0.26055535,0.17553920
-5.08154077,1.96258090,0.93764062,0.77803204,0.00438844,0.05908091,0.00093924,1.30971018,0.26096594,0.17820052
-5.07553777,1.98189986,0.94800050,0.77823739,0.00405526,0.05871445,0.00099485,1.32578659,0.26311755,0.18171452
-5.06953477,2.00672954,0.96525943,0.77791288,0.00375502,0.05858749,0.00106932,1.34644083,0.26709429,0.18606328
-5.06353177,2.03692304,0.98957520,0.77691652,0.00349076,0.05869610,0.00116457,1.37160903,0.27293478,0.19121836
-5.05752876,2.07223858,1.02095062,0.77512540,0.00326459,0.05903750,0.00128241,1.40113746,0.28063175,0.19714141
-5.05152576,2.11234663,1.05923327,0.77244147,0.00307773,0.05961041,0.00142450,1.43478605,0.29013287,0.20378466
-5.04552276,2.15683689,1.10411825,0.76879561,0.00293059,0.06041515,0.00159232,1.47223275,0.30134267,0.21109141
-5.03951976,2.20522519,1.15515427,0.76415006,0.00282285,0.06145363,0.00178713,1.51307860,0.31412541,0.21899651
-5.03351676,2.25696027,1.21175253,0.75849916,0.00275354,0.06272908,0.00200992,1.55685357,0.32830892,0.22742691
-5.02751376,2.31143078,1.27319869,0.75186835,0.00272119,0.06424565,0.00226140,1.60302329,0.34368925,0.23630225
-5.02151076,2.36797255,1.33866740,0.74431189,0.00272386,0.06600790,0.00254193,1.65099675,0.36003589,0.24553562
-5.01550775,2.42587663,1.40723939,0.73590917,0.00275932,0.06802016,0.00285151,1.70013511,0.37709768,0.25503451
-5.00950475,2.48439818,1.47792080,0.72676026,0.00282511,0.07028587,0.00318978,1.74976171,0.39460893,0.26470193
-5.00350175,2.54276665,1.54966443,0.71698068,0.00291860,0.07280691,0.00355593,1.79917333,0.41229591,0.27443772
-4.99749875,2.60019708,1.62139247,0.70669598,0.00303713,0.07558292,0.00394877,1.84765265,0.42988332,0.28414017
-4.99149575,2.65590278,1.69202017,0.69603618,0.00317803,0.07861070,0.00436669,1.89448173,0.44710069,0.29370764
-4.98549275,2.70910908,1.76048010,0.68513059,0.00333869,0.08188368,0.00480769,1.93895636,0.46368845,0.30304050
-4.97948974,2.75906785,1.82574609,0.67410297,0.00351659,0.08539148,0.00526940,1.98040086,0.47940362,0.31204296
-4.97348674,2.80507255,1.88685634,0.66306749,0.00370934,0.08911959,0.00574916,2.01818289,0.49402483,0.32062499
-4.96748374,2.84647303,1.94293506,0.65212538,0.00391469,0.09304915,0.00624402,2.05172792,0.50735662,0.32870412
-4.96148074,2.88268977,1.99321181,0.64136246,0.00413052,0.09715689,0.00675086,2.08053259,0.51923288,0.33620703
-4.95547774,2.91322678,2.03703801,0.63084757,0.00435485,0.10141514,0.00726647,2.10417668,0.52951936,0.34307098
-4.94947474,2.93768264,2.07390007,0.62063186,0.00458582,0.10579202,0.00778762,2.12233303,0.53811514,0.34924479
-4.94347174,2.95575915,2.10342868,0.61074881,0.00482170,0.11025170,0.00831114,2.13477493,0.54495312,0.35468961
-4.93746873,2.96726712,2.12540381,0.60121501,0.00506080,0.11475480,0.00883406,2.14138081,0.54999952,0.35937918
-4.93146573,2.97212902,2.13975549,0.59203150,0.00530154,0.11925889,0.00935366,2.14213573,0.55325242,0.36329977
-4.92546273,2.97037822,2.14656013,0.58318552,0.00554235,0.12371909,0.00986756,2.13712972,0.55473953,0.36644969
-4.91945973,2.96215493,2.14603255,0.57465259,0.00578166,0.12808872,0.01037377,2.12655287,0.55451512,0.36883846
-4.91345673,2.94769871,2.13851416,0.56639877,0.00601792,0.13232014,0.01087074,2.11068735,0.55265654,0.37048566
-4.90745373,2.92733804,2.12445755,0.55838289,0.00624954,0.13636551,0.01135735,2.08989662,0.54926014,0.37141954
-4.90145073,2.90147718,2.10440811,0.55055875,0.00647487,0.14017771,0.01183294,2.06461220,0.54443706,0.37167535
-4.89544772,2.87058079,2.07898341,0.54287713,0.00669222,0.14371126,0.01229723,2.03531840,0.53830887,0.37129366
-4.88944472,2.83515695,2.04885097,0.53528750,0.00689983,0.14692320,0.01275026,2.00253571,0.53100327,0.37031856
-4.88344172,2.79573918,2.01470533,0.52773944,0.00709590,0.14977402,0.01319226,1.96680336,0.52264998,0.36879579
-4.87743872,2.75286807,1.97724507,0.52018368,0.00727853,0.15222845,0.01362359,1.92866164,0.51337697,0.36677105
-4.87143572,2.70707329,1.93715085,0.51257286,0.00744581,0.15425630,0.01404455,1.88863477,0.50330714,0.36428836
-4.86543272,2.65885663,1.89506491,0.50486189,0.00759579,0.15583305,0.01445522,1.84721488,0.49255546,0.36138856
-4.85942971,2.60867658,1.85157301,0.49700804,0.00772650,0.15694034,0.01485537,1.80484762,0.48122675,0.35810804
-4.85342671,2.55693535,1.80718930,0.48897093,0.00783601,0.15756640,0.01524424,1.76192009,0.46941406,0.35447771
-4.84742371,2.50396843,1.76234459,0.48071225,0.00792244,0.15770615,0.01562047,1.71875142,0.45719766,0.35052223
-4.84142071,2.45003754,1.71737854,0.47219554,0.00798401,0.15736121,0.01598198,1.67558639,0.44464474,0.34625947
-4.83541771,2.39532683,1.67253575,0.46338598,0.00801907,0.15653971,0.01632593,1.63259233,0.43180962,0.34170038
-4.82941471,2.33994294,1.62796613,0.45425039,0.00802617,0.15525593,0.01664867,1.58985935,0.41873463,0.33684908
-4.82341171,2.28391850,1.58372911,0.44475731,0.00800411,0.15352977,0.01694582,1.54740399,0.40545140,0.33170332
-4.81740870,2.22721930,1.53980163,0.43487748,0.00795195,0.15138609,0.01721234,1.50517594,0.39198264,0.32625526
-4.81140570,2.16975462,1.49608952,0.42458449,0.00786912,0.14885405,0.01744263,1.46306758,0.37834420,0.32049251
-4.80540270,2.11139021,1.45244144,0.41385573,0.00775540,0.14596625,0.01763077,1.42092603,0.36454737,0.31439947
-4.79939970,2.05196359,1.40866504,0.40267359,0.00761100,0.14275802,0.01777072,1.37856688,0.35060125,0.30795893
-4.79339670,1.99130071,1.36454426,0.39102677,0.00743656,0.13926662,0.01785653,1.33578918,0.33651516,0.30115378
-4.78739370,1.92923325,1.31985721,0.37891175,0.00723321,0.13553059,0.01788266,1.29239095,0.32230086,0.29396889
-4.78139070,1.86561579,1.27439353,0.36633416,0.00700249,0.13158912,0.01784421,1.24818435,0.30797453,0.28639304
-4.77538769,1.80034198,1.22797074,0.35331001,0.00674641,0.12748164,0.01773719,1.20301002,0.29355847,0.27842075
-4.76938469,1.73335891,1.18044852,0.33986675,0.00646742,0.12324745,0.01755872,1.15674977,0.27908230,0.27005409
-4.76338169,1.66467905,1.13174063,0.32604391,0.00616833,0.11892554,0.01730724,1.10933711,0.26458378,0.26130414
-4.75737869,1.59438914,1.08182372,0.31189334,0.00585225,0.11455455,0.01698266,1.06076528,0.25010905,0.25219238
-4.75137569,1.52265578,1.03074290,0.29747900,0.00552259,0.11017283,0.01658638,1.01109226,0.23571243,0.24275155
-4.74537269,1.44972737,0.97861394,0.28287623,0.00518291,0.10581863,0.01612136,0.96044290,0.22145578,0.23302629
-4.73936968,1.37593260,0.92562199,0.26817057,0.00483688,0.10153044,0.01559202,0.90900790,0.20740735,0.22307330
-4.73336668,1.30167551,0.87201726,0.25345614,0.00448819,0.09734726,0.01500416,0.85704012,0.19364041,0.21296113
-4.72736368,1.22742771,0.81810792,0.23883370,0.00414042,0.09330913,0.01436481,0.80484828,0.18023154,0.20276962
-4.72136068,1.15371804,0.76425074,0.22440839,0.00379703,0.08945748,0.01368193,0.75278863,0.16725890,0.19258900
-4.71535768,1.08112062,0.71084004,0.21028745,0.00346123,0.08583564,0.01296426,0.70125506,0.15480034,0.18251864
-4.70935468,1.01024161,0.65829566,0.19657782,0.00313594,0.08248925,0.01222099,0.65066823,0.14293164,0.17266568
-4.70335168,0.94170569,0.60705050,0.18338397,0.00282373,0.07946664,0.01146149,0.60146422,0.13172495,0.16314347
-4.69734867,0.87614272,0.55753827,0.17080582,0.00252676,0.07681918,0.01069504,0.55408339,0.12124736,0.15406989
-4.69134567,0.81417513,0.51018203,0.15893709,0.00224681,0.07460147,0.00993061,0.50895968,0.11155981,0.14556571
-4.68534267,0.75640657,0.46538387,0.14786388,0.00198520,0.07287141,0.00917657,0.46651100,0.10271628,0.13775290
-4.67933967,0.70341203,0.42351613,0.13766376,0.00174285,0.07169021,0.00844054,0.42713082,0.09476331,0.13075305
-4.67333667,0.65572951,0.38491433,0.12840516,0.00152028,0.07112200,0.00772927,0.39118114,0.08773972,0.12468577
-4.66733367,0.61385333,0.34987182,0.12014713,0.00131762,0.07123343,0.00704851,0.35898695,0.08167667,0.11966720
-4.66133067,0.57822876,0.31863621,0.11293939,0.00113466,0.07209282,0.00640298,0.33083206,0.07659780,0.11580847
-4.65532766,0.54924785,0.29140733,0.10682265,0.00097092,0.07376912,0.00579639,0.30695616,0.07251952,0.11321418
-4.64932466,0.52724593,0.26833656,0.10182892,0.00082566,0.07633054,0.00523146,0.28755290,0.06945136,0.11198081
-4.64332166,0.51249866,0.24952719,0.09798201,0.00069793,0.07984284,0.00470999,0.27276876,0.06739628,0.11219500
