energy_ev,total_up,Bi_p_up,Bi_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.12956478,8.25467337,0.96862670,0.01472235,6.34717936,3.20846900,0.07478467,5.87013448
-5.12356178,8.28485072,0.95826357,0.01480978,6.37131159,3.22625141,0.07432811,5.90290641
-5.11755878,8.29469036,0.94610334,0.01487198,6.37690278,3.23557607,0.07384247,5.91971541
-5.11155578,8.28376378,0.93229848,0.01490853,6.36350996,3.23624037,0.07330805,5.92019010
-5.10555278,8.25201341,0.91704504,0.01491959,6.33100343,3.22817886,0.07270831,5.90421951
-5.09954977,8.19975603,0.90057646,0.01490589,6.27957740,3.21146677,0.07203014,5.87195978
-5.09354677,8.12767594,0.88315575,0.01486869,6.20975275,3.18632022,0.07126396,5.82383496
-5.08754377,8.03680798,0.86506636,0.01480974,6.12237138,3.15309324,0.07040363,5.76053147
-5.08154077,7.92851136,0.84660224,0.01473116,6.01858219,3.11227141,0.06944624,5.68298641
-5.07553777,7.80443509,0.82805756,0.01463539,5.89981893,3.06446234,0.06839178,5.59236999
-5.06953477,7.66647643,0.80971652,0.01452510,5.76777049,3.01038318,0.06724275,5.49006227
-5.06353177,7.51673407,0.79184385,0.01440308,5.62434447,2.95084560,0.06600378,5.37762523
-5.05752876,7.35745769,0.77467633,0.01427219,5.47162528,2.88673855,0.06468119,5.25677073
-5.05152576,7.19099584,0.75841583,0.01413526,5.31182798,2.81900955,0.06328263,5.12932542
-5.04552276,7.01974397,0.74322403,0.01399501,5.14724960,2.74864488,0.06181678,4.99719378
-5.03951976,6.84609446,0.72921922,0.01385407,4.98021940,2.67664959,0.06029305,4.86232038
-5.03351676,6.67239015,0.71647501,0.01371487,4.81304978,2.60402771,0.05872142,4.72665246
-5.02751376,6.50088268,0.70502127,0.01357966,4.64798948,2.53176341,0.05711233,4.59210399
-5.02151076,6.33369668,0.69484682,0.01345049,4.48718034,2.46080365,0.05547655,4.46052212
-5.01550775,6.17280042,0.68590394,0.01332923,4.33261892,2.39204261,0.05382522,4.33365687
-5.00950475,6.01998304,0.67811425,0.01321757,4.18612390,2.32630844,0.05216983,4.21313457
-5.00350175,5.87683839,0.67137561,0.01311705,4.04930975,2.26435231,0.05052216,4.10043553
-4.99749875,5.74475496,0.66556967,0.01302909,3.92356719,2.20684003,0.04889435,3.99687615
-4.99149575,5.62491110,0.66056960,0.01295499,3.81005025,2.15434602,0.04729884,3.90359525
-4.98549275,5.51827484,0.65624761,0.01289595,3.70966964,2.10734968,0.04574825,3.82154473
-4.97948974,5.42560704,0.65248193,0.01285312,3.62309209,2.06623374,0.04425532,3.75148394
-4.97348674,5.34746707,0.64916279,0.01282752,3.55074476,2.03128446,0.04283271,3.69397762
-4.96748374,5.28422007,0.64619727,0.01282010,3.49282407,2.00269342,0.04149280,3.64939669
-4.96148074,5.23604479,0.64351273,0.01283170,3.44930804,1.98056040,0.04024747,3.61792176
-4.95547774,5.20294178,0.64105884,0.01286299,3.41997126,1.96489734,0.03910778,3.59954861
-4.94947474,5.18474116,0.63880807,0.01291445,3.40440191,1.95563304,0.03808374,3.59409568
-4.94347174,5.18111020,0.63675480,0.01298635,3.40201993,1.95261838,0.03718399,3.60121298
-4.93746873,5.19156059,0.63491315,0.01307865,3.41209600,1.95563203,0.03641560,3.62039253
-4.93146573,5.21545571,0.63331369,0.01319101,3.43377072,1.96438662,0.03578383,3.65098007
-4.92546273,5.25201833,0.63199941,0.01332272,3.46607397,1.97853516,0.03529196,3.69218811
-4.91945973,5.30033920,0.63102104,0.01347268,3.50794402,1.99767794,0.03494120,3.74311030
-4.91345673,5.35938691,0.63043207,0.01363937,3.55824638,2.02136974,0.03473068,3.80273703
-4.90745373,5.42801947,0.63028382,0.01382084,3.61579235,2.04912736,0.03465744,3.86997231
-4.90145073,5.50499786,0.63062060,0.01401476,3.67935723,2.08043759,0.03471660,3.94365175
-4.89544772,5.58900155,0.63147549,0.01421839,3.74769806,2.11476524,0.03490148,4.02256144
-4.88944472,5.67864597,0.63286656,0.01442865,3.81957088,2.15156148,0.03520387,4.10545748
-4.88344172,5.77250166,0.63479396,0.01464217,3.89374730,2.19027203,0.03561425,4.19108565
-4.87743872,5.86911457,0.63723788,0.01485535,3.96903028,2.23034515,0.03612209,4.27820088
-4.87143572,5.96702692,0.64015731,0.01506443,4.04426879,2.27123921,0.03671616,4.36558596
-4.86543272,6.06479816,0.64348986,0.01526560,4.11837125,2.31242961,0.03738476,4.45206893
-4.85942971,6.16102503,0.64715238,0.01545504,4.19031730,2.35341486,0.03811600,4.53653874
-4.85342671,6.25436042,0.65104245,0.01562904,4.25916797,2.39372164,0.03889803,4.61795865
-4.84742371,6.34353027,0.65504070,0.01578407,4.32407381,2.43290882,0.03971912,4.69537719
-4.84142071,6.42734830,0.65901372,0.01591687,4.38428109,2.47057031,0.04056785,4.76793646
-4.83541771,6.50472823,0.66281757,0.01602450,4.43913601,2.50633686,0.04143310,4.83487770
-4.82941471,6.57469358,0.66630179,0.01610442,4.48808699,2.53987694,0.04230408,4.89554444
-4.82341171,6.63638520,0.66931363,0.01615454,4.53068539,2.57089687,0.04317026,4.94938338
-4.81740870,6.68906675,0.67170252,0.01617327,4.56658469,2.59914039,0.04402130,4.99594353
-4.81140570,6.73212867,0.67332459,0.01615953,4.59553868,2.62438812,0.04484701,5.03487413
-4.80540270,6.76509094,0.67404709,0.01611281,4.61739892,2.64645687,0.04563721,5.06592176
-4.79939970,6.78760520,0.67375256,0.01603313,4.63211170,2.66519938,0.04638172,5.08892727
-4.79339670,6.79945637,0.67234267,0.01592108,4.63971492,2.68050443,0.04707030,5.10382294
-4.78739370,6.80056411,0.66974152,0.01577781,4.64033493,2.69229738,0.04769273,5.11063006
-4.78139070,6.79098402,0.66589837,0.01560499,4.63418339,2.70054136,0.04823888,5.10945710
-4.77538769,6.77090840,0.66078962,0.01540481,4.62155418,2.70523873,0.04869885,5.10049845
-4.76938469,6.74066617,0.65441998,0.01517992,4.60282002,2.70643270,0.04906322,5.08403334
-4.76338169,6.70072141,0.64682272,0.01493339,4.57842853,2.70420887,0.04932328,5.06042466
-4.75737869,6.65166992,0.63805911,0.01466866,4.54889743,2.69869613,0.04947142,5.03011704
-4.75137569,6.59423299,0.62821679,0.01438947,4.51480830,2.69006676,0.04950140,4.99363358
-4.74537269,6.52924796,0.61740735,0.01409979,4.47679875,2.67853516,0.04940874,4.95157076
-4.73936968,6.45765496,0.60576309,0.01380373,4.43555238,2.66435512,0.04919106,4.90459089
-4.73336668,6.38047974,0.59343299,0.01350548,4.39178671,2.64781523,0.04884839,4.85341190
-4.72736368,6.29881254,0.58057817,0.01320916,4.34623883,2.62923249,0.04838345,4.79879420
-4.72136068,6.21378354,0.56736695,0.01291879,4.29964915,2.60894423,0.04780179,4.74152490
-4.71535768,6.12653559,0.55396974,0.01263816,4.25274362,2.58729851,0.04711198,4.68239977
-4.70935468,6.03819528,0.54055386,0.01237073,4.20621522,2.56464349,0.04632558,4.62220359
-4.70335168,5.94984381,0.52727874,0.01211957,4.16070541,2.54131633,0.04545714,4.56168984
-4.69734867,5.86248910,0.51429146,0.01188729,4.11678675,2.51763219,0.04452400,4.50156100
-4.69134567,5.77704081,0.50172303,0.01167593,4.07494752,2.49387416,0.04354611,4.44245033
-4.68534267,5.69428979,0.48968547,0.01148698,4.03557959,2.47028466,0.04254573,4.38490670
-4.67933967,5.61489333,0.47826982,0.01132132,3.99897037,2.44705908,0.04154709,4.32938329
-4.67333667,5.53936733,0.46754520,0.01117924,3.96529962,2.42434205,0.04057599,4.27623116
-4.66733367,5.46808598,0.45755897,0.01106045,3.93464156,2.40222676,0.03965937,4.22569829
-4.66133067,5.40128907,0.44833787,0.01096412,3.90697248,2.38075748,0.03882490,4.17793426
-4.65532766,5.33909678,0.43989016,0.01088895,3.88218368,2.35993505,0.03810051,4.13300041
-4.64932466,5.28153076,0.43220850,0.01083327,3.86009896,2.33972526,0.03751395,4.09088504
-4.64332166,5.22854041,0.42527362,0.01079511,3.84049602,2.32006930,0.03709234,4.05152240
-4.63731866,5.18003228,0.41905824,0.01077233,3.82313017,2.30089584,0.03686172,4.01481447
-4.63131566,5.13590078,0.41353133,0.01076274,3.80775914,2.28213371,0.03684664,3.98065377
-4.62531266,5.09605759,0.40866222,0.01076419,3.79416714,2.26372421,0.03706967,3.94894559
-4.61930965,5.06045785,0.40442451,0.01077467,3.78218660,2.24563230,0.03755101,3.91962786
-4.61330665,5.02912068,0.40079933,0.01079245,3.77171590,2.22785555,0.03830803,3.89268710
-4.60730365,5.00214239,0.39777799,0.01081612,3.76273173,2.21043016,0.03935483,3.86816888
-4.60130065,4.97970088,0.39536373,0.01084463,3.75529489,2.19343352,0.04070179,3.84618186
-4.59529765,4.96205046,0.39357241,0.01087736,3.74954883,2.17698273,0.04235514,3.82689466
-4.58929465,4.94950687,0.39243229,0.01091407,3.74571063,2.16122923,0.04431654,3.81052527
-4.58329165,4.94242284,0.39198262,0.01095491,3.74405468,2.14634948,0.04658268,3.79732351
-4.57728864,4.94115558,0.39227135,0.01100036,3.74488965,2.13253223,0.04914489,3.78754720
-4.57128564,4.94602764,0.39335197,0.01105110,3.74853006,2.11996314,0.05198891,3.78143346
-4.56528264,4.95728367,0.39527958,0.01110800,3.75526398,2.10880745,0.05509463,3.77916673
-4.55927964,4.97504554,0.39810649,0.01117190,3.76531879,2.09919205,0.05843597,3.78084571
-4.55327664,4.99926894,0.40187762,0.01124358,3.77882713,2.09118794,0.06198093,3.78645127
-4.54727364,5.02970421,0.40662574,0.01132357,3.79579530,2.08479434,0.06569168,3.79581764
-4.54127064,5.06586446,0.41236705,0.01141208,3.81607619,2.07992557,0.06952491,3.80860913
-4.53526763,5.10700346,0.41909719,0.01150886,3.83934882,2.07640185,0.07343227,3.82430421
-4.52926463,5.15210534,0.42678796,0.01161315,3.86510609,2.07394469,0.07736100,3.84218856
-4.52326163,5.19988768,0.43538492,0.01172361,3.89265193,2.07217752,0.08125476,3.86135821
-4.51725863,5.24881871,0.44480604,0.01183828,3.92110868,2.07063186,0.08505457,3.88073335
-4.51125563,5.29714863,0.45494150,0.01195464,3.94943473,2.06875904,0.08869991,3.89908255
-4.50525263,5.34295419,0.46565465,0.01206960,3.97645207,2.06594692,0.09212998,3.91505704
-4.49924962,5.38419505,0.47678422,0.01217962,4.00088269,2.06154127,0.09528497,3.92723344
-4.49324662,5.41877952,0.48814761,0.01228081,4.02139235,2.05487050,0.09810747,3.93416339
-4.48724362,5.44463701,0.49954518,0.01236902,4.03663982,2.04527292,0.10054385,3.93442780
-4.48124062,5.45979382,0.51076549,0.01244009,4.04532917,2.03212496,0.10254556,3.92669305
-4.47523762,5.46244877,0.52159113,0.01248990,4.04626294,2.01486914,0.10407050,3.90976669
-4.46923462,5.45104525,0.53180505,0.01251465,4.03839331,1.99304032,0.10508410,3.88264970
-4.46323162,5.42433620,0.54119707,0.01251095,4.02086919,1.96628882,0.10556031,3.84458292
-4.45722861,5.38143890,0.54957037,0.01247603,3.99307680,1.93439948,0.10548246,3.79508522
-4.45122561,5.32187715,0.55674771,0.01240781,3.95467184,1.89730546,0.10484368,3.73398161
-4.44522261,5.24560871,0.56257705,0.01230509,3.90560196,1.85509627,0.10364730,3.66141983
-4.43921961,5.15303680,0.56693649,0.01216757,3.84611823,1.80801953,0.10190675,3.57787472
-4.43321661,5.04500512,0.56973822,0.01199589,3.77677538,1.75647640,0.09964533,3.48413991
-4.42721361,4.92277666,0.57093139,0.01179169,3.69842067,1.70101096,0.09689560,3.38130747
-4.42121061,4.78799725,0.57050367,0.01155750,3.61217202,1.64229399,0.09369856,3.27073631
-4.41520760,4.64264545,0.56848164,0.01129673,3.51938629,1.58110188,0.09010254,3.15401072
-4.40920460,4.48897108,0.56492970,0.01101354,3.42161923,1.51829176,0.08616196,3.03289108
-4.40320160,4.32942495,0.55994778,0.01071270,3.32057867,1.45477383,0.08193587,2.90925868
-4.39719860,4.16658266,0.55366773,0.01039944,3.21807290,1.39148219,0.07748642,2.78505720
-4.39119560,4.00306573,0.54624870,0.01007930,3.11595633,1.32934536,0.07287723,2.66223314
-4.38519260,3.84146302,0.53787150,0.00975790,3.01607450,1.26925765,0.06817188,2.54267758
-4.37918959,3.68425537,0.52873232,0.00944081,2.92021048,1.21205264,0.06343232,2.42817156
-4.37318659,3.53374639,0.51903592,0.00913333,2.83003446,1.15847951,0.05871750,2.32033696
-4.36718359,3.39200152,0.50898877,0.00884032,2.74705838,1.10918325,0.05408211,2.22059458
-4.36118059,3.26079735,0.49879213,0.00856612,2.67259693,1.06468923,0.04957555,2.13013060
-4.35517759,3.14158280,0.48863571,0.00831433,2.60773600,1.02539248,0.04524104,2.04987237
-4.34917459,3.03545270,0.47869192,0.00808779,2.55330944,0.99155200,0.04111513,1.98047377
-4.34317159,2.94313444,0.46911113,0.00788851,2.50988444,0.96328991,0.03722724,1.92231027
-4.33716858,2.86498732,0.46001802,0.00771761,2.47775571,0.94059514,0.03359966,1.87548319
-4.33116558,2.80101395,0.45150933,0.00757535,2.45694803,0.92333152,0.03024760,1.83983239
-4.32516258,2.75088262,0.44365295,0.00746116,2.44722677,0.91124928,0.02717956,1.81495640
-4.31915958,2.71395906,0.43648855,0.00737373,2.44811530,0.90399959,0.02439778,1.80023861
-4.31315658,2.68934602,0.43002949,0.00731107,2.45891847,0.90115131,0.02189896,1.79487823
-4.30715358,2.67592841,0.42426607,0.00727066,2.47875078,0.90220901,0.01967492,1.79792432
