energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Li_s_up,Li_s_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.84992496,3.78301006,-3.33549104,0.05299889,-0.06131853,0.66149162,-0.71045634,0.21561802,-0.21419970,1.12134283,-0.92874610,1.01962738,-0.78888809,0.03494739,-0.03367325,1.19570309,-1.05652951
-5.84392196,3.86964197,-3.46305289,0.05423836,-0.06113159,0.66191363,-0.74277366,0.22247494,-0.21770883,1.13146069,-0.97067096,1.04310298,-0.81403614,0.03851708,-0.03587180,1.24565486,-1.09141858
-5.83791896,3.96431634,-3.59357990,0.05548107,-0.06093474,0.66197595,-0.77489921,0.22983986,-0.22129029,1.14300595,-1.01425322,1.06830358,-0.83830259,0.04245928,-0.03802516,1.30092825,-1.12868907
-5.83191596,4.06937357,-3.72491657,0.05674339,-0.06070415,0.66217154,-0.80637834,0.23781534,-0.22484244,1.15686704,-1.05897374,1.09588645,-0.86120210,0.04678465,-0.04010478,1.36214782,-1.16765360
-5.82591296,4.18719848,-3.85490487,0.05804525,-0.06041707,0.66302823,-0.83674793,0.24650662,-0.22826677,1.17397626,-1.10429790,1.12654740,-0.88225949,0.05149831,-0.04208528,1.42991030,-1.20763382
-5.81990995,4.32011292,-3.98145959,0.05940892,-0.06005323,0.66508969,-0.86554972,0.25601522,-0.23147327,1.19528050,-1.14969496,1.16098967,-0.90102720,0.05659890,-0.04394551,1.50475192,-1.24798824
-5.81390695,4.47026902,-4.10264498,0.06085764,-0.05959615,0.66889591,-0.89234456,0.26643256,-0.23438587,1.22171217,-1.19465877,1.19989118,-0.91710286,0.06207781,-0.04566953,1.58711708,-1.28813976
-5.80790395,4.63954744,-4.21674985,0.06241424,-0.05903441,0.67496372,-0.91672677,0.27783369,-0.23694752,1.25416123,-1.23872910,1.24387165,-0.93014595,0.06791860,-0.04724747,1.67733002,-1.32760209
-5.80190095,4.82946471,-4.32235807,0.06409969,-0.05836270,0.68376813,-0.93833816,0.29027157,-0.23912483,1.29344923,-1.28151304,1.29346079,-0.93989290,0.07409668,-0.04867628,1.77557041,-1.36600402
-5.79589795,5.04109309,-4.41841158,0.06593185,-0.05758266,0.69572520,-0.95688095,0.30377211,-0.24091194,1.34030614,-1.32270534,1.34906876,-0.94616978,0.08057918,-0.04996020,1.88185410,-1.40311058
-5.78989495,5.27499595,-4.50426321,0.06792420,-0.05670347,0.71117689,-0.97212921,0.31833020,-0.24233358,1.39535030,-1.36210717,1.41096020,-0.94890205,0.08732522,-0.05111111,1.99601950,-1.43884038
-5.78389195,5.53118051,-4.57971699,0.07008490,-0.05574208,0.73037834,-0.98393812,0.33390698,-0.24344704,1.45907170,-1.39964213,1.47923265,-0.94812081,0.09428636,-0.05214852,2.11772019,-1.47327806
-5.77788894,5.80906923,-4.64505385,0.07241592,-0.05472311,0.75348806,-0.99225086,0.35042834,-0.24434294,1.53181880,-1.43536902,1.55380036,-0.94396532,0.10140738,-0.05309930,2.24642364,-1.50668131
-5.77188594,6.10749024,-4.70104128,0.07491254,-0.05367853,0.78056097,-0.99710263,0.36778497,-0.24514485,1.61378860,-1.46949028,1.63438399,-0.93668154,0.10862727,-0.05399710,2.38141602,-1.53948184
-5.76588294,6.42468637,-4.74892582,0.07756301,-0.05264683,0.81154471,-0.99862177,0.38583371,-0.24600752,1.70501969,-1.50235571,1.72050662,-0.92661684,0.11588048,-0.05488155,2.52181255,-1.57227997
-5.75987994,6.75834166,-4.79040817,0.08034851,-0.05167204,0.84627895,-0.99702777,0.40440027,-0.24711382,1.80538815,-1.53446066,1.81149626,-0.91421101,0.12309829,-0.05579707,2.66657265,-1.60583247
-5.75387694,7.10562376,-4.82760089,0.08324337,-0.05080247,0.88449772,-0.99262624,0.42328322,-0.24867048,1.91460581,-1.56643843,1.90649477,-0.89998390,0.13021029,-0.05679152,2.81451925,-1.64103372
-5.74787394,7.46324023,-4.86296949,0.08621552,-0.05008916,0.92583467,-0.98580103,0.44225904,-0.25090256,2.03222067,-1.59904660,2.00447291,-0.88452029,0.13714599,-0.05791462,2.96436119,-1.67889050
-5.74187094,7.82750636,-4.89925834,0.08922714,-0.04958430,0.96983078,-0.97700365,0.46108802,-0.25404689,2.15761935,-1.63314722,2.10425106,-0.86845246,0.14383634,-0.05921622,3.11471788,-1.72049059
-5.73586793,8.19442223,-4.93940325,0.09223557,-0.04933945,1.01594461,-0.96674038,0.47952082,-0.25834452,2.29003153,-1.66968110,2.20452495,-0.85244109,0.15021524,-0.06074450,3.26414543,-1.76696615
-5.72986493,8.55975673,-4.98643315,0.09519423,-0.04940384,1.06356439,-0.95555745,0.49730536,-0.26403248,2.42853642,-1.70963674,2.30389570,-0.83715526,0.15622095,-0.06254410,3.41116346,-1.81945261
-5.72386193,8.91913619,-5.04336389,0.09805381,-0.04982257,1.11202195,-0.94402471,0.51419388,-0.27133498,2.57207171,-1.75401459,2.40090312,-0.82325224,0.16179732,-0.06465437,3.55428189,-1.87904436
-5.71785893,9.26813595,-5.11308753,0.10076349,-0.05063507,1.16060796,-0.93271840,0.52994982,-0.28045427,2.71944517,-1.80378769,2.49406146,-0.81135759,0.16689487,-0.06710768,3.69202759,-1.94674858
-5.71185593,9.60237284,-5.19826088,0.10327211,-0.05187354,1.20858830,-0.92220356,0.54435437,-0.29156162,2.86934947,-1.85986003,2.58189651,-0.80204643,0.17147169,-0.06992798,3.82297031,-2.02343883
-5.70585293,9.91759727,-5.30119719,0.10552955,-0.05356171,1.25522099,-0.91301663,0.55721243,-0.30478845,3.02038063,-1.92302431,2.66298302,-0.79582626,0.17549409,-0.07312961,3.94574785,-2.10981017
-5.69984992,10.20978348,-5.42376534,0.10748790,-0.05571379,1.29977361,-0.90564884,0.56835785,-0.32021815,3.17106044,-1.99392058,2.73598139,-0.79312196,0.17893708,-0.07671639,4.05909056,-2.20633757
-5.69384692,10.47521672,-5.56730044,0.10910265,-0.05833363,1.34154060,-0.90053103,0.57765775,-0.33787893,3.31986309,-2.07299792,2.79967264,-0.79426342,0.18178466,-0.08068113,4.16184488,-2.31323963
-5.68784392,10.71057619,-5.73252995,0.11033388,-0.06141426,1.37986023,-0.89802044,0.58501592,-0.35773778,3.46524596,-2.16048104,2.85299067,-0.79947603,0.18402996,-0.08500554,4.25299622,-2.43044926
-5.68184092,10.91301222,-5.91951887,0.11114721,-0.06493763,1.41413078,-0.89838991,0.59037510,-0.37969627,3.60568426,-2.25634351,2.89505092,-0.80887439,0.18567515,-0.08966052,4.33169062,-2.55759314
-5.67583792,11.08021649,-6.12763706,0.11151469,-0.06887476,1.44382559,-0.90182004,0.59371825,-0.40358807,3.73970875,-2.36028965,2.92517458,-0.82245947,0.18673134,-0.09460694,4.39725543,-2.69398136
-5.66983492,11.21048342,-6.35555117,0.11141556,-0.07318608,1.46850651,-0.90839459,0.59506870,-0.42917881,3.86594564,-2.47174625,2.94290773,-0.84011915,0.18721828,-0.09979678,4.44921809,-2.83860822
-5.66383192,11.30276090,-6.60124248,0.11083683,-0.07782215,1.48783543,-0.91809933,0.59448920,-0.45616820,3.98315720,-2.58986543,2.94803465,-0.86163222,0.18716397,-0.10517463,4.48732270,-2.99016517
-5.65782891,11.35668848,-6.86205131,0.10977358,-0.08272463,1.50158344,-0.93082454,0.59208008,-0.48419466,4.09028135,-2.71353918,2.94058506,-0.88667576,0.18660426,-0.11067958,4.51154355,-3.14706574
-5.65182591,11.37262079,-7.13474718,0.10822926,-0.08782745,1.50963730,-0.94637098,0.58797632,-0.51284249,4.18646838,-2.84142565,2.92083476,-0.91483557,0.18558228,-0.11624727,4.52209448,-3.30748245
-5.64582291,11.35163425,-7.41562296,0.10621558,-0.09305826,1.51200287,-0.96445933,0.58234379,-0.54165138,4.27111277,-2.97198676,2.88929976,-0.94561952,0.18414780,-0.12181219,4.51943337,-3.46939454
-5.63981991,11.29551534,-7.70061014,0.10375231,-0.09834009,1.50880538,-0.98474258,0.57537480,-0.57012820,4.34387802,-3.10353604,2.84672379,-0.97847318,0.18235652,-0.12730997,4.50426057,-3.63064525
-5.63381691,11.20672900,-7.98541080,0.10086684,-0.10359301,1.50028615,-1.00682104,0.56728283,-0.59776057,4.40471278,-3.23429494,2.79405949,-1.01279753,0.18026922,-0.13267973,4.47751045,-3.78900651
-5.62781391,11.08836637,-8.26564169,0.09759354,-0.10873607,1.48679599,-1.03025925,0.55829683,-0.62403204,4.45385662,-3.36245553,2.73244385,-1.04796787,0.17795074,-0.13786623,4.44033546,-3.94224872
-5.62181091,10.94407203,-8.53698426,0.09397294,-0.11368910,1.46878517,-1.05460424,0.54865506,-0.64843799,4.49183446,-3.48624693,2.66316829,-1.08335353,0.17546889,-0.14282182,4.39408228,-4.08821277
-5.61580790,10.77795146,-8.79533458,0.09005071,-0.11837463,1.44679022,-1.07940423,0.53859872,-0.67050202,4.51943905,-3.60400247,2.58764445,-1.11833755,0.17289312,-0.14750811,4.34026018,-4.22488124
-5.60980490,10.59446078,-9.03694657,0.08587660,-0.12271964,1.42141790,-1.10422694,0.52836539,-0.68979188,4.53770165,-3.71422461,2.50736660,-1.15233573,0.17029317,-0.15189719,4.28050190,-4.35044582
-5.60380190,10.39828146,-9.25856229,0.08150316,-0.12665725,1.39332689,-1.12867686,0.51818269,-0.70593439,4.54785170,-3.81564444,2.42387174,-1.18481420,0.16773741,-0.15597247,4.21651815,-4.46336772
-5.59779890,10.19418413,-9.45752324,0.07698448,-0.13012818,1.36320764,-1.15241048,0.50826213,-0.71862866,4.55126688,-3.90727277,2.33869868,-1.21530496,0.16529126,-0.15972895,4.15004707,-4.56242856
-5.59179590,9.98688579,-9.63185759,0.07237492,-0.13308201,1.33176124,-1.17514895,0.49879338,-0.72765697,4.54941560,-3.98844040,2.25334750,-1.24341866,0.16301545,-0.16317308,4.08280036,-4.64676910
-5.58579290,9.78090598,-9.78033924,0.06772777,-0.13547816,1.29967792,-1.19668742,0.48993930,-0.73289277,4.54379450,-4.05882520,2.16924045,-1.26885423,0.16096427,-0.16632210,4.01640830,-4.71591410
-5.57978989,9.58042731,-9.90251580,0.06309411,-0.13728661,1.26761607,-1.21690078,0.48183158,-0.73430545,4.53586388,-4.11846464,2.08768579,-1.29140477,0.15918392,-0.16920285,3.95236593,-4.76978202
-5.57378689,9.38916620,-9.99870413,0.05852168,-0.13848821,1.23618258,-1.23574536,0.47456754,-0.73196144,4.52698404,-4.16775278,2.00984560,-1.31095966,0.15771097,-0.17185029,3.89198281,-4.80867906
-5.56778389,9.21025909,-10.06995348,0.05405395,-0.13907481,1.20591513,-1.25325660,0.46820779,-0.72602179,4.51835573,-4.20742170,1.93670869,-1.32750257,0.15657105,-0.17430559,3.83633869,-4.83327773
-5.56178089,9.04616923,-10.11797790,0.04972934,-0.13904894,1.17726727,-1.26954266,0.46277518,-0.71673601,4.51096770,-4.23850790,1.86906929,-1.34110568,0.15577776,-0.17661398,3.78624726,-4.84458083
-5.55577789,8.89861781,-10.14506099,0.04558062,-0.13842329,1.15059669,-1.28477451,0.45825485,-0.70443259,4.50555368,-4.26230506,1.80751236,-1.35192020,0.15533201,-0.17882248,3.74222962,-4.84387260
-5.54977489,8.76854267,-10.15393731,0.04163457,-0.13721990,1.12615724,-1.29917258,0.45459549,-0.68950656,4.50256115,-4.28030513,1.75240570,-1.36016375,0.15522169,-0.18097752,3.70449903,-4.83265910
-5.54377189,8.65608614,-10.14765606,0.03791182,-0.13546909,1.10409484,-1.31299103,0.45171171,-0.67240452,4.50213311,-4.29413029,1.70389913,-1.36610513,0.15542178,-0.18312262,3.67295753,-4.81260064
-5.53776888,8.56061250,-10.12943316,0.03442686,-0.13320830,1.08444741,-1.32650002,0.44948750,-0.65360803,4.50410375,-4.30545875,1.66193052,-1.37004723,0.15589499,-0.18529618,3.64720473,-4.78543925
-5.53176588,8.48075413,-10.10249862,0.03118830,-0.13048075,1.06714881,-1.33996708,0.44778052,-0.63361578,4.50800805,-4.31594757,1.62623827,-1.37230901,0.15659277,-0.18752952,3.62655840,-4.75292452
-5.52576288,8.41448402,-10.06994620,0.02819927,-0.12733408,1.05203636,-1.35363841,0.44642722,-0.61292567,4.51310453,-4.32715600,1.59637978,-1.37320731,0.15745679,-0.18984519,3.61008583,-4.71674097
-5.51975988,8.35921141,-10.03459202,0.02545794,-0.12381899,1.03886176,-1.36772100,0.44524842,-0.59201728,4.51840997,-4.34047256,1.57175484,-1.37303947,0.15842082,-0.19225563,3.59664463,-4.67844024
-5.51375688,8.31189617,-9.99884868,0.02295819,-0.11998788,1.02730461,-1.38236653,0.44405529,-0.57133568,4.52274422,-4.35704906,1.55163331,-1.37206767,0.15941291,-0.19476224,3.58493097,-4.63938094
-5.50775388,8.26917685,-9.96462028,0.02069027,-0.11589374,1.01698820,-1.39765790,0.44265552,-0.55127720,4.52478275,-4.37774444,1.53518574,-1.37050577,0.16035780,-0.19735492,3.57353324,-4.60067859
-5.50175088,8.22750713,-9.93322297,0.01864162,-0.11158899,1.00749664,-1.41359894,0.44085932,-0.53217764,4.52311446,-4.40308080,1.52151592,-1.36850937,0.16117953,-0.20001200,3.56098862,-4.56316779
-5.49574787,8.18329480,-9.90533444,0.01679756,-0.10712468,0.99839265,-1.43010811,0.43848521,-0.51430353,4.51630202,-4.43321350,1.50969424,-1.36616951,0.16180404,-0.20270065,3.54584033,-4.52737784
-5.48974487,8.13303797,-9.88097415,0.01514205,-0.10254975,0.98923538,-1.44701638,0.43536541,-0.49784657,4.50294201,-4.46791658,1.49879060,-1.36351050,0.16216167,-0.20537774,3.52669313,-4.49352277
-5.48374187,8.07345323,-9.85951515,0.01365834,-0.09791056,0.97959744,-1.46406964,0.43135060,-0.48292144,4.48172234,-4.50658422,1.48790585,-1.36049194,0.16218961,-0.20799112,3.50226493,-4.46150576
-5.47773887,8.00159129,-9.83972635,0.01232961,-0.09325062,0.96908061,-1.48093542,0.42631395,-0.46956693,4.45147461,-4.54824799,1.47620080,-1.35701480,0.16183395,-0.21048119,3.47143269,-4.43093747
-5.47173587,7.91493611,-9.81984320,0.01113941,-0.08861043,0.95732956,-1.49721397,0.42015446,-0.45775027,4.41121946,-4.59160942,1.46292190,-1.35293124,0.16105144,-0.21278291,3.43327102,-4.40116720
-5.46573287,7.81148464,-9.79766322,0.01007215,-0.08402756,0.94404332,-1.51245304,0.41279934,-0.44737415,4.36020335,-4.63508637,1.44742296,-1.34805781,0.15981086,-0.21482799,3.38708233,-4.37132520
-5.45972986,7.68980505,-9.77066174,0.00911335,-0.07953681,0.92898392,-1.52616582,0.40420555,-0.43828617,4.29792561,-4.67687140,1.42918222,-1.34219108,0.15809381,-0.21654724,3.33241779,-4.34037401
-5.45372686,7.54907240,-9.73612253,0.00824993,-0.07517049,0.91198232,-1.53785131,0.39436045,-0.43029009,4.22415521,-4.71499968,1.40781463,-1.33512501,0.15589514,-0.21787313,3.26908889,-4.30716636
-5.44772386,7.38908149,-9.69127705,0.00747026,-0.07095870,0.89294125,-1.54701610,0.38328161,-0.42315830,4.13893698,-4.74742378,1.38307895,-1.32666911,0.15322277,-0.21874224,3.19716939,-4.27050694
-5.44172086,7.21023780,-9.63344608,0.00676427,-0.06692968,0.87183529,-1.55319669,0.37101577,-0.41664480,4.04258754,-4.77209224,1.35487994,-1.31666628,0.15009708,-0.21909775,3.11698841,-4.22921528
-5.43571786,7.01352775,-9.56017712,0.00612341,-0.06311009,0.84870818,-1.55598120,0.35763705,-0.41049826,3.93568174,-4.78702866,1.32326554,-1.30500941,0.14654987,-0.21889174,3.02911518,-4.18218680
-5.42971486,6.80047086,-9.46937139,0.00554055,-0.05952529,0.82366769,-1.55502950,0.34324451,-0.40447428,3.81903035,-4.79040826,1.28841962,-1.29165577,0.14262284,-0.21808716,2.93433649,-4.12844949
-5.42371186,6.57305627,-9.35939472,0.00500991,-0.05619947,0.79687856,-1.55009077,0.32795910,-0.39834664,3.69365055,-4.78062880,1.25065079,-1.27663821,0.13836595,-0.21665959,2.83362814,-4.06721378
-5.41770885,6.33366696,-9.22916744,0.00452688,-0.05315568,0.76855366,-1.54101771,0.31192013,-0.39191682,3.56073061,-4.75637292,1.21037769,-1.26007272,0.13383533,-0.21459851,2.72812157,-3.99791338
-5.41170585,6.08499506,-9.07822928,0.00408787,-0.05041580,0.73894420,-1.52777648,0.29528144,-0.38502156,3.42159040,-4.71665963,1.16811165,-1.24216151,0.12909125,-0.21190815,2.61906717,-3.92023575
-5.40570285,5.82995178,-8.90677674,0.00369013,-0.04800030,0.70832916,-1.51045211,0.27820722,-0.37753832,3.27763948,-4.66088289,1.12443751,-1.22319161,0.12419594,-0.20860776,2.50779568,-3.83414075
-5.39969985,5.57157548,-8.71567133,0.00333163,-0.04592790,0.67700473,-1.48924887,0.26086777,-0.36938835,3.13033448,-4.58883590,1.07999317,-1.20352866,0.11921154,-0.20473139,2.39567896,-3.73986719
-5.39369685,5.31294118,-8.50641884,0.00301084,-0.04421514,0.64527402,-1.46448561,0.24343523,-0.36053749,2.98113753,-4.50072032,1.03544886,-1.18360628,0.11419813,-0.20032714,2.28409156,-3.63792716
-5.38769385,5.05707447,-8.28112077,0.00272664,-0.04287580,0.61343756,-1.43658616,0.22607944,-0.35099488,2.83147703,-4.39714034,0.99148679,-1.16391130,0.10921199,-0.19545586,2.17437413,-3.52908865
-5.38169085,4.80687259,-8.04240067,0.00247818,-0.04192029,0.58178502,-1.40606530,0.20896402,-0.34080963,2.68271225,-4.27908213,0.94878179,-1.14496550,0.10430418,-0.19018934,2.06779963,-3.41434775
-5.37568784,4.56503453,-7.79330901,0.00226475,-0.04135494,0.55058819,-1.37351077,0.19224276,-0.33006591,2.53610286,-4.14787973,0.90798366,-1.12730474,0.09951937,-0.18460819,1.96554334,-3.29489172
-5.36968484,4.33400201,-7.53721122,0.00208571,-0.04118132,0.52009570,-1.33956217,0.17605648,-0.31887681,2.39278397,-4.00516930,0.86970152,-1.11145629,0.09489501,-0.17879931,1.86865701,-3.17205514
-5.36368184,4.11591226,-7.27766435,0.00194043,-0.04139563,0.49052937,-1.30488768,0.16053033,-0.30737728,2.25374743,-3.85283363,0.83449060,-1.09791560,0.09046087,-0.17285316,1.77804784,-3.04727107
-5.35767884,3.91256306,-7.01828791,0.00182818,-0.04198804,0.46208221,-1.27015958,0.14577168,-0.29571665,2.11982941,-3.69293977,0.80284174,-1.08712347,0.08623889,-0.16686097,1.69446232,-2.92201972
-5.35167584,3.72539019,-6.76263488,0.00174811,-0.04294226,0.43491803,-1.23602974,0.13186861,-0.28405111,1.99170428,-3.52767212,0.77517357,-1.07944477,0.08224336,-0.16091190,1.61847515,-2.79777694
-5.34567284,3.55545670,-6.51406843,0.00169921,-0.04423521,0.40917245,-1.20310599,0.11888903,-0.27253656,1.86988432,-3.35926422,0.75182737,-1.07514971,0.07848129,-0.15509034,1.55048305,-2.67596480
-5.33966983,3.40345320,-6.27564964,0.00168027,-0.04583690,0.38495501,-1.17193054,0.10688032,-0.26132203,1.75472480,-3.18993168,0.73306461,-1.07439858,0.07495310,-0.14947351,1.49070334,-2.55790634
-5.33366683,3.26970809,-6.05004062,0.00168984,-0.04771048,0.36235218,-1.14296122,0.09586967,-0.25054414,1.64643350,-3.02180895,0.71906678,-1.07723075,0.07165341,-0.14412922,1.43917690,-2.44478624
-5.32766383,3.15420641,-5.83942665,0.00172624,-0.04981259,0.34143087,-1.11655640,0.08586486,-0.24032251,1.54508398,-2.85689222,0.70993734,-1.08355839,0.06857195,-0.13911423,1.39577529,-2.33761875
-5.32166083,3.05661576,-5.64545977,0.00178752,-0.05209390,0.32224221,-1.09296405,0.07685560,-0.23075654,1.45063149,-2.69699019,0.70570544,-1.09316527,0.06569458,-0.13447289,1.36021144,-2.23722395
-5.31565783,2.97631791,-5.46922540,0.00187146,-0.05449996,0.30482510,-1.07231531,0.06881520,-0.22192324,1.36293062,-2.54368420,0.70633097,-1.10571081,0.06300427,-0.13023638,1.33205357,-2.14421262
-5.30965483,2.91244449,-5.31123194,0.00197559,-0.05697218,0.28920949,-1.05462287,0.06170262,-0.21387638,1.28175377,-2.39829858,0.71171068,-1.12073909,0.06048207,-0.12642233,1.31074186,-2.05897999
-5.30365183,2.86391550,-5.17142290,0.00209718,-0.05944914,0.27541894,-1.03978382,0.05546473,-0.20664662,1.20680957,-2.26188144,0.72168490,-1.13769250,0.05810806,-0.12303499,1.29560739,-1.98170786
-5.29764882,2.82947914,-5.04920934,0.00223323,-0.06186802,0.26347238,-1.02758694,0.05003872,-0.20024263,1.13776054,-2.13519605,0.73604453,-1.15592952,0.05586216,-0.12006580,1.28589281,-1.91237432
-5.29164582,2.80775195,-4.94352039,0.00238057,-0.06416611,0.25338495,-1.01772380,0.04535454,-0.19465285,1.07423944,-2.01872193,0.75453793,-1.17474566,0.05372483,-0.11749433,1.28077433,-1.85077014
-5.28564282,2.79725795,-4.85286835,0.00253585,-0.06628250,0.24516785,-1.00980318,0.04133740,-0.18984784,1.01586379,-1.91266500,0.77687750,-1.19339684,0.05167775,-0.11528957,1.27938442,-1.79652049
-5.27963982,2.79646611,-4.77542480,0.00269557,-0.06815970,0.23882725,-1.00336799,0.03791003,-0.18578292,0.96224827,-1.81697532,0.80274558,-1.21112424,0.04970421,-0.11341146,1.28083478,-1.74911065
-5.27363682,2.80382507,-4.70910402,0.00285619,-0.06974523,0.23436232,-0.99791393,0.03499492,-0.18240097,0.91301497,-1.73137123,0.83179957,-1.22717933,0.04778958,-0.11181254,1.28423886,-1.70791434
-5.26763382,2.81779462,-4.65164970,0.00301417,-0.07099311,0.23176259,-0.99290912,0.03251625,-0.17963510,0.86780130,-1.65536824,0.86367612,-1.24084849,0.04592146,-0.11043980,1.28873351,-1.67222323
-5.26163082,2.83687328,-4.60072159,0.00316602,-0.07186515,0.23100480,-0.98781376,0.03040159,-0.17741129,0.82626565,-1.58831121,0.89799431,-1.25147581,0.04408990,-0.10923654,1.29349918,-1.64127647
