energy_ev,total_up,Pb_p_up,Pb_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,0.23024030,0.00138742,0.00004367,0.05198480,0.15157264,0.00246399,0.03406550
-5.99399700,0.22421965,0.00125684,0.00004212,0.05181421,0.14794579,0.00309834,0.03389598
-5.98799400,0.22207171,0.00115601,0.00004090,0.05297454,0.14678844,0.00392078,0.03446848
-5.98199100,0.22451558,0.00108682,0.00004013,0.05567915,0.14858425,0.00496795,0.03591776
-5.97598799,0.23235786,0.00105127,0.00003992,0.06017432,0.15387415,0.00628285,0.03839802
-5.96998499,0.24649578,0.00105158,0.00004038,0.06674005,0.16325824,0.00791511,0.04208334
-5.96398199,0.26791795,0.00109022,0.00004166,0.07568999,0.17739633,0.00992098,0.04716786
-5.95797899,0.29770219,0.00116998,0.00004389,0.08737029,0.19700640,0.01236326,0.05386516
-5.95197599,0.33700926,0.00129398,0.00004722,0.10215691,0.22286045,0.01531095,0.06240703
-5.94597299,0.38707173,0.00146570,0.00005179,0.12045124,0.25577718,0.01883857,0.07304115
-5.93996998,0.44917730,0.00168893,0.00005776,0.14267364,0.29661099,0.02302527,0.08602780
-5.93396698,0.52464583,0.00196771,0.00006528,0.16925473,0.34623695,0.02795343,0.10163518
-5.92796398,0.61479982,0.00230626,0.00007451,0.20062436,0.40553137,0.03370706,0.12013362
-5.92196098,0.72092824,0.00270887,0.00008558,0.23719821,0.47534813,0.04036966,0.14178834
-5.91595798,0.84424411,0.00317973,0.00009863,0.27936217,0.55649085,0.04802189,0.16685106
-5.90995498,0.98583646,0.00372280,0.00011378,0.32745476,0.64968136,0.05673877,0.19555046
-5.90395198,1.14661802,0.00434161,0.00013111,0.38174811,0.75552539,0.06658674,0.22808188
-5.89794897,1.32727016,0.00503908,0.00015068,0.44242804,0.87447649,0.07762051,0.26459635
-5.89194597,1.52818730,0.00581730,0.00017254,0.50957404,1.00679945,0.08987991,0.30518964
-5.88594297,1.74942316,0.00667738,0.00019666,0.58314005,1.15253510,0.10338677,0.34989153
-5.87993997,1.99064169,0.00761925,0.00022299,0.66293706,1.31146797,0.11814208,0.39865611
-5.87393697,2.25107544,0.00864153,0.00025142,0.74861861,1.48309892,0.13412350,0.45135341
-5.86793397,2.52949436,0.00974141,0.00028180,0.83967017,1.66662460,0.15128346,0.50776305
-5.86193097,2.82418766,0.01091459,0.00031390,0.93540351,1.86092532,0.16954782,0.56757050
-5.85592796,3.13296105,0.01215529,0.00034747,1.03495678,2.06456310,0.18881547,0.63036616
-5.84992496,3.45315101,0.01345625,0.00038218,1.13730114,2.27579081,0.20895869,0.69564781
-5.84392196,3.78165732,0.01480888,0.00041766,1.24125411,2.49257324,0.22982448,0.76282655
-5.83791896,4.11499375,0.01620343,0.00045350,1.34549992,2.71262003,0.25123682,0.83123620
-5.83191596,4.44935631,0.01762919,0.00048926,1.44861640,2.93343009,0.27299980,0.90014609
-5.82591296,4.78070729,0.01907479,0.00052449,1.54910791,3.15234637,0.29490155,0.96877683
-5.81990995,5.10487239,0.02052852,0.00055869,1.64544322,3.36661903,0.31671881,1.03631865
-5.81390695,5.41764744,0.02197873,0.00059141,1.73609704,3.57347510,0.33822198,1.10195151
-5.80790395,5.71491066,0.02341415,0.00062219,1.81959358,3.77019151,0.35918045,1.16486631
-5.80190095,5.99273585,0.02482434,0.00065059,1.89455044,3.95416885,0.37936798,1.22428631
-5.79589795,6.24750172,0.02620007,0.00067623,1.95972083,4.12300262,0.39856784,1.27948785
-5.78989495,6.47599283,0.02753364,0.00069879,2.01403235,4.27454893,0.41657770,1.32981953
-5.78389195,6.67548786,0.02881928,0.00071799,2.05662059,4.40698204,0.43321376,1.37471909
-5.77788894,6.84383158,0.03005337,0.00073364,2.08685600,4.51884130,0.44831436,1.41372734
-5.77188594,6.97948777,0.03123471,0.00074560,2.10436287,4.60906576,0.46174256,1.44649862
-5.76588294,7.08157143,0.03236464,0.00075385,2.10902965,4.67701543,0.47338800,1.47280755
-5.75987994,7.14985952,0.03344713,0.00075841,2.10101016,4.72247867,0.48316780,1.49255194
-5.75387694,7.18478074,0.03448876,0.00075940,2.08071586,4.74566622,0.49102665,1.50575206
-5.74787394,7.18738569,0.03549867,0.00075700,2.04879976,4.74719267,0.49693613,1.51254638
-5.74187094,7.15929984,0.03648828,0.00075145,2.00613278,4.72804707,0.50089347,1.51318445
-5.73586793,7.10266220,0.03747110,0.00074305,1.95377388,4.68955461,0.50291977,1.50801725
-5.72986493,7.02005309,0.03846234,0.00073213,1.89293557,4.63333150,0.50305790,1.49748578
-5.72386193,6.91441465,0.03947843,0.00071908,1.82494629,4.56123549,0.50137027,1.48210837
-5.71785893,6.78896742,0.04053650,0.00070428,1.75121148,4.47531430,0.49793643,1.46246733
-5.71185593,6.64712647,0.04165377,0.00068814,1.67317493,4.37775384,0.49285078,1.43919551
-5.70585293,6.49241950,0.04284688,0.00067106,1.59228182,4.27082803,0.48622033,1.41296299
-5.69984992,6.32840933,0.04413115,0.00065341,1.50994484,4.15685151,0.47816257,1.38446426
-5.69384692,6.15862213,0.04551985,0.00063559,1.42751418,4.03813599,0.46880358,1.35440610
-5.68784392,5.98648236,0.04702339,0.00061791,1.34625219,3.91695076,0.45827607,1.32349599
-5.68184092,5.81525473,0.04864863,0.00060070,1.26731289,3.79548725,0.44671764,1.29243119
-5.67583792,5.64799306,0.05039812,0.00058422,1.19172651,3.67582754,0.43426906,1.26188817
-5.66983492,5.48749560,0.05226951,0.00056869,1.12038871,3.55991614,0.42107244,1.23251241
-5.66383192,5.33626627,0.05425507,0.00055431,1.05405417,3.44953473,0.40726956,1.20490828
-5.65782891,5.19648130,0.05634127,0.00054121,0.99333384,3.34627913,0.39299996,1.17962909
-5.65182591,5.06996070,0.05850867,0.00052948,0.93869532,3.25153827,0.37839922,1.15716700
-5.64582291,4.95814450,0.06073193,0.00051917,0.89046565,3.16647484,0.36359716,1.13794329
-5.63981991,4.86207384,0.06298009,0.00051030,0.84883589,3.09200788,0.34871620,1.12229875
-5.63381691,4.78237716,0.06521708,0.00050283,0.81386700,3.02879745,0.33386987,1.11048483
-5.62781391,4.71926238,0.06740247,0.00049669,0.78549656,2.97723208,0.31916166,1.10265568
-5.62181091,4.67251573,0.06949251,0.00049177,0.76354616,2.93741980,0.30468421,1.09886174
-5.61580790,4.64150825,0.07144123,0.00048796,0.74772916,2.90918357,0.29051896,1.09904516
-5.60980490,4.62521088,0.07320190,0.00048509,0.73765903,2.89206210,0.27673633,1.10303767
-5.60380190,4.62221881,0.07472846,0.00048299,0.73285816,2.88531692,0.26339642,1.11056125
-5.59779890,4.63078559,0.07597708,0.00048148,0.73276745,2.88794646,0.25055027,1.12123194
-5.59179590,4.64886703,0.07690770,0.00048037,0.73675677,2.89870737,0.23824168,1.13456700
-5.58579290,4.67417441,0.07748546,0.00047947,0.74413652,2.91614349,0.22650933,1.14999557
-5.57978989,4.70423615,0.07768209,0.00047861,0.75417040,2.93862190,0.21538936,1.16687250
-5.57378689,4.73646630,0.07747693,0.00047762,0.76608942,2.96437553,0.20491808,1.18449530
-5.56778389,4.76823814,0.07685786,0.00047635,0.77910710,2.99155118,0.19513468,1.20212361
-5.56178089,4.79696021,0.07582181,0.00047469,0.79243568,3.01826143,0.18608389,1.21900062
-5.55577789,4.82015234,0.07437499,0.00047252,0.80530306,3.04263878,0.17781830,1.23437553
-5.54977489,4.83551875,0.07253277,0.00046980,0.81696998,3.06288989,0.17040022,1.24752650
-5.54377189,4.84101528,0.07031920,0.00046649,0.82674706,3.07734797,0.16390300,1.25778277
-5.53776888,4.83490819,0.06776628,0.00046258,0.83401101,3.08452103,0.15841163,1.26454540
-5.53176588,4.81582197,0.06491287,0.00045810,0.83821947,3.08313420,0.15402258,1.26730552
-5.52576288,4.78277431,0.06180345,0.00045311,0.83892387,3.07216428,0.15084275,1.26565938
-5.51975988,4.73519673,0.05848666,0.00044767,0.83577978,3.05086511,0.14898765,1.25931956
-5.51375688,4.67294023,0.05501379,0.00044187,0.82855429,3.01878293,0.14857868,1.24812193
-5.50775388,4.59626579,0.05143723,0.00043581,0.81713005,2.97576112,0.14973968,1.23202797
-5.50175088,4.50582059,0.04780890,0.00042960,0.80150589,2.92193448,0.15259271,1.21112260
-5.49574787,4.40260117,0.04417886,0.00042332,0.78179383,2.85771358,0.15725331,1.18560750
-5.48974487,4.28790567,0.04059403,0.00041707,0.75821281,2.78376035,0.16382519,1.15579051
-5.48374187,4.16327751,0.03709712,0.00041091,0.73107929,2.70095620,0.17239474,1.12207166
-5.47773887,4.03044358,0.03372573,0.00040490,0.70079529,2.61036478,0.18302527,1.08492647
-5.47173587,3.89124979,0.03051178,0.00039906,0.66783436,2.51319116,0.19575142,1.04488752
-5.46573287,3.74759737,0.02748111,0.00039341,0.63272618,2.41073964,0.21057377,1.00252510
-5.45972986,3.60138255,0.02465335,0.00038792,0.59604047,2.30437244,0.22745397,0.95842797
-5.45372686,3.45444254,0.02204198,0.00038254,0.55837096,2.19547090,0.24631058,0.91318496
-5.44772386,3.30850986,0.01965465,0.00037722,0.52032002,2.08540104,0.26701586,0.86736827
-5.44172086,3.16517655,0.01749358,0.00037187,0.48248455,1.97548472,0.28939368,0.82151909
-5.43571786,3.02586940,0.01555617,0.00036641,0.44544361,1.86697716,0.31321883,0.77613600
-5.42971486,2.89183626,0.01383559,0.00036073,0.40974819,1.76105118,0.33821777,0.73166639
-5.42371186,2.76414309,0.01232158,0.00035476,0.37591315,1.65878817,0.36407115,0.68850104
-5.41770885,2.64368071,0.01100112,0.00034841,0.34441155,1.56117497,0.39041790,0.64697172
-5.41170585,2.53117962,0.00985917,0.00034161,0.31567108,1.46910605,0.41686114,0.60735158
-5.40570285,2.42723080,0.00887940,0.00033432,0.29007245,1.38338933,0.44297572,0.56985785
-5.39969985,2.33231027,0.00804477,0.00032652,0.26794933,1.30475459,0.46831728,0.53465646
-5.39369685,2.24680498,0.00733813,0.00031821,0.24958944,1.23386254,0.49243261,0.50186789
-5.38769385,2.17103741,0.00674269,0.00030944,0.23523615,1.17131330,0.51487096,0.47157380
-5.38169085,2.10528696,0.00624243,0.00030027,0.22509034,1.11765269,0.53519608,0.44382371
-5.37568784,2.04980595,0.00582240,0.00029079,0.21931183,1.07337529,0.55299833,0.41864133
-5.36968484,2.00482884,0.00546897,0.00028114,0.21802011,1.03892330,0.56790657,0.39603008
-5.36368184,1.97057382,0.00516995,0.00027145,0.22129399,1.01468075,0.57959936,0.37597750
-5.35767884,1.94723619,0.00491465,0.00026188,0.22917004,1.00096303,0.58781484,0.35845823
-5.35167584,1.93497393,0.00469396,0.00025259,0.24163979,0.99800188,0.59235899,0.34343564
-5.34567284,1.93388629,0.00450021,0.00024374,0.25864567,1.00592688,0.59311181,0.33086202
-5.33966983,1.94398663,0.00432717,0.00023550,0.28007608,1.02474416,0.59003123,0.32067755
-5.33366683,1.96517150,0.00416989,0.00022800,0.30575992,1.05431409,0.58315438,0.31280829
-5.32766383,1.99718814,0.00402454,0.00022137,0.33546098,1.09432932,0.57259634,0.30716345
-5.32166083,2.03960277,0.00388829,0.00021571,0.36887289,1.14429499,0.55854618,0.30363236
-5.31565783,2.09177229,0.00375911,0.00021109,0.40561517,1.20351292,0.54126075,0.30208150
-5.30965483,2.15282192,0.00363563,0.00020752,0.44523096,1.27107136,0.52105617,0.30235203
-5.30365183,2.22163087,0.00351698,0.00020501,0.48718711,1.34584181,0.49829765,0.30425803
-5.29764882,2.29682812,0.00340262,0.00020352,0.53087697,1.42648412,0.47338794,0.30758594
-5.29164582,2.37679960,0.00329227,0.00020296,0.57562641,1.51146051,0.44675503,0.31209522
-5.28564282,2.45970766,0.00318572,0.00020323,0.62070307,1.59905895,0.41883941,0.31752054
-5.27963982,2.54352288,0.00308284,0.00020417,0.66532900,1.68742564,0.39008175,0.32357547
-5.27363682,2.62606761,0.00298342,0.00020562,0.70869646,1.77460583,0.36091107,0.32995758
-5.26763382,2.70507002,0.00288721,0.00020740,0.74998634,1.85859191,0.33173423,0.33635489
-5.26163082,2.77822656,0.00279384,0.00020931,0.78838880,1.93737680,0.30292677,0.34245328
-5.25562781,2.84327043,0.00270286,0.00021115,0.82312521,2.00901083,0.27482552,0.34794478
-5.24962481,2.89804284,0.00261372,0.00021272,0.85347051,2.07165965,0.24772313,0.35253609
-5.24362181,2.94056406,0.00252579,0.00021383,0.87877512,2.12366052,0.22186447,0.35595718
