energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,6.87968170,0.73552962,5.02421525,0.01681100,0.05939102,0.10574887,1.12113801,0.49108987,0.39331893
-5.99399700,6.91899881,0.75032270,5.01789761,0.01680061,0.05873721,0.10913547,1.13927559,0.50227990,0.40396169
-5.98799400,6.96815675,0.76855039,5.01837212,0.01689025,0.05847235,0.11249760,1.15899941,0.51499516,0.41432669
-5.98199100,7.02576742,0.79000239,5.02465580,0.01707338,0.05860063,0.11583342,1.17998211,0.52912265,0.42437834
-5.97598799,7.09029123,0.81439119,5.03570447,0.01734121,0.05911752,0.11913663,1.20186277,0.54451160,0.43407414
-5.96998499,7.16011026,0.84136297,5.05046746,0.01768317,0.06001014,0.12239613,1.22426253,0.56098031,0.44336528
-5.96398199,7.23360331,0.87051048,5.06794036,0.01808746,0.06125771,0.12559590,1.24680108,0.57832439,0.45219788
-5.95797899,7.30921963,0.90138732,5.08721322,0.01854160,0.06283213,0.12871539,1.26911351,0.59632616,0.46051514
-5.95197599,7.38554793,0.93352330,5.10751210,0.01903305,0.06469877,0.13173021,1.29086672,0.61476472,0.46826014
-5.94597299,7.46137764,0.96644008,5.12823187,0.01954972,0.06681726,0.13461324,1.31177465,0.63342630,0.47537929
-5.93996998,7.53574909,0.99966673,5.14895850,0.02008045,0.06914255,0.13733603,1.33161164,0.65211446,0.48182607
-5.93396698,7.60799005,1.03275444,5.16947974,0.02061549,0.07162589,0.13987038,1.35022325,0.67065943,0.48756495
-5.92796398,7.67773634,1.06528997,5.18978316,0.02114681,0.07421604,0.14219009,1.36753382,0.68892639,0.49257511
-5.92196098,7.74493487,1.09690721,5.21004172,0.02166827,0.07686047,0.14427270,1.38355044,0.70682182,0.49685365
-5.91595798,7.80982863,1.12729641,5.23058704,0.02217577,0.07950665,0.14610108,1.39836283,0.72429790,0.50041807
-5.90995498,7.87292349,1.15621077,5.25187179,0.02266720,0.08210325,0.14766480,1.41213906,0.74135436,0.50330771
-5.90395198,7.93493820,1.18347002,5.27442276,0.02314227,0.08460145,0.14896120,1.42511716,0.75803771,0.50558398
-5.89794897,7.99673967,1.20896094,5.29878717,0.02360223,0.08695607,0.14999593,1.43759270,0.77443771,0.50732925
-5.89194597,8.05926651,1.23263477,5.32547487,0.02404955,0.08912661,0.15078314,1.44990300,0.79068119,0.50864428
-5.88594297,8.12344474,1.25450162,5.35489984,0.02448741,0.09107819,0.15134500,1.46240847,0.80692337,0.50964443
-5.87993997,8.19010006,1.27462222,5.38732419,0.02491927,0.09278223,0.15171086,1.47547196,0.82333716,0.51045453
-5.87393697,8.25987148,1.29309741,5.42280794,0.02534833,0.09421692,0.15191581,1.48943701,0.84010077,0.51120295
-5.86793397,8.33313113,1.31005577,5.46116799,0.02577703,0.09536746,0.15199893,1.50460606,0.85738432,0.51201481
-5.86193097,8.40991498,1.32564019,5.50194853,0.02620661,0.09622604,0.15200118,1.52121965,0.87533605,0.51300510
-5.85592796,8.48986857,1.33999388,5.54440542,0.02663674,0.09679156,0.15196312,1.53943768,0.89406888,0.51427169
-5.84992496,8.57221122,1.35324659,5.58750556,0.02706523,0.09706908,0.15192255,1.55932367,0.91364802,0.51588900
-5.84392196,8.65572113,1.36550176,5.62994190,0.02748788,0.09706907,0.15191224,1.58083281,0.93408018,0.51790237
-5.83791896,8.73874269,1.37682517,5.67016378,0.02789842,0.09680650,0.15195789,1.60380445,0.95530524,0.52032378
-5.83191596,8.81921611,1.38723571,5.70642116,0.02828865,0.09629979,0.15207632,1.62795955,0.97719052,0.52312890
-5.82591296,8.89472833,1.39669874,5.73682087,0.02864863,0.09556968,0.15227421,1.65290317,0.99952838,0.52625594
-5.81990995,8.96258284,1.40512237,5.75939201,0.02896701,0.09463807,0.15254721,1.67813210,1.02203705,0.52960619
-5.81390695,9.01988527,1.41235687,5.77215737,0.02923152,0.09352697,0.15287972,1.70304725,1.04436498,0.53304630
-5.80790395,9.06364065,1.41819727,5.77320725,0.02942943,0.09225746,0.15324510,1.72697042,1.06609852,0.53641235
-5.80190095,9.09085788,1.42238906,5.76077195,0.02954815,0.09084887,0.15360657,1.74916466,1.08677259,0.53951529
-5.79589795,9.09865635,1.42463666,5.73328966,0.02957574,0.08931814,0.15391852,1.76885752,1.10588406,0.54214773
-5.78989495,9.08437014,1.42461444,5.68946632,0.02950151,0.08767933,0.15412827,1.78526614,1.12290733,0.54409158
-5.78389195,9.04564495,1.42197965,5.62832484,0.02931651,0.08594342,0.15417827,1.79762322,1.13731131,0.54512633
-5.77788894,8.98052398,1.41638670,5.54924180,0.02901397,0.08411833,0.15400842,1.80520284,1.14857726,0.54503745
-5.77188594,8.88751911,1.40750232,5.45197009,0.02858960,0.08220907,0.15355864,1.80734510,1.15621680,0.54362466
-5.76588294,8.76566511,1.39502061,5.33664718,0.02804189,0.08021822,0.15277138,1.80347867,1.15978915,0.54070965
-5.75987994,8.61455494,1.37867764,5.20378913,0.02737215,0.07814635,0.15159409,1.79314039,1.15891713,0.53614286
-5.75387694,8.43435563,1.35826473,5.05427123,0.02658454,0.07599278,0.14998142,1.77599126,1.15330116,0.52980922
-5.74787394,8.22580480,1.33363991,4.88929694,0.02568591,0.07375617,0.14789716,1.75182818,1.14273066,0.52163249
-5.74187094,7.99018878,1.30473705,4.71035682,0.02468564,0.07143529,0.14531581,1.72059129,1.12709255,0.51157807
-5.73586793,7.72930397,1.27157231,4.51918006,0.02359524,0.06902967,0.14222367,1.68236643,1.10637638,0.49965428
-5.72986493,7.44540373,1.23424753,4.31768075,0.02242800,0.06654015,0.13861950,1.63738299,1.08067606,0.48591209
-5.72386193,7.14113330,1.19295056,4.10790153,0.02119854,0.06396943,0.13451466,1.58600721,1.05018799,0.47044330
-5.71785893,6.81945581,1.14795246,3.89195699,0.01992236,0.06132234,0.12993276,1.52873130,1.01520589,0.45337738
-5.71185593,6.48357231,1.09960166,3.67197880,0.01861531,0.05860608,0.12490892,1.46615885,0.97611242,0.43487714
-5.70585293,6.13683888,1.04831552,3.45006459,0.01729321,0.05583024,0.11948856,1.39898724,0.93336810,0.41513339
-5.69984992,5.78268367,0.99456942,3.22823202,0.01597138,0.05300672,0.11372592,1.32798769,0.88749789,0.39435893
-5.69384692,5.42452671,0.93888418,3.00837906,0.01466426,0.05014944,0.10768224,1.25398377,0.83907613,0.37278203
-5.68784392,5.06570478,0.88181199,2.79225144,0.01338512,0.04727404,0.10142389,1.17782922,0.78871034,0.35063983
-5.68184092,4.70940340,0.82392180,2.58141739,0.01214580,0.04439742,0.09502027,1.10038580,0.73702458,0.32817176
-5.67583792,4.35859770,0.76578450,2.37724995,0.01095652,0.04153723,0.08854183,1.02250205,0.68464302,0.30561327
-5.66983492,4.01600335,0.70795859,2.18091654,0.00982582,0.03871141,0.08205814,0.94499363,0.63217427,0.28319018
-5.66383192,3.68403844,0.65097697,1.99337536,0.00876047,0.03593762,0.07563609,0.86862583,0.58019708,0.26111371
-5.65782891,3.36479666,0.59533504,1.81537791,0.00776553,0.03323285,0.06933838,0.79409879,0.52924782,0.23957633
-5.65182591,3.06003187,0.54148092,1.64747704,0.00684443,0.03061295,0.06322222,0.72203578,0.47981010,0.21874864
-5.64582291,2.77115369,0.48980761,1.49003959,0.00599910,0.02809234,0.05733841,0.65297467,0.43230685,0.19877717
-5.63981991,2.49923327,0.44064765,1.34326272,0.00523011,0.02568379,0.05173066,0.58736293,0.38709484,0.17978318
-5.63381691,2.24501857,0.39427005,1.20719316,0.00453694,0.02339828,0.04643537,0.52555571,0.34446183,0.16186244
-5.62781391,2.00895758,0.35087972,1.08174848,0.00391810,0.02124499,0.04148162,0.46781719,0.30462612,0.14508586
-5.62181091,1.79122850,0.31061895,0.96673959,0.00337144,0.01923139,0.03689151,0.41432468,0.26773841,0.12950090
-5.61580790,1.59177509,0.27357098,0.86189383,0.00289437,0.01736343,0.03268080,0.36517517,0.23388564,0.11513360
-5.60980490,1.41034595,0.23976527,0.76687791,0.00248404,0.01564578,0.02885976,0.32039393,0.20309653,0.10199118
-5.60380190,1.24653618,0.20918407,0.68132025,0.00213766,0.01408221,0.02543416,0.27994457,0.17534845,0.09006495
-5.59779890,1.09982998,0.18177011,0.60483234,0.00185263,0.01267596,0.02240652,0.24374025,0.15057524,0.07933346
-5.59179590,0.96964314,0.15743487,0.53702860,0.00162683,0.01143020,0.01977734,0.21165547,0.12867559,0.06976583
-5.58579290,0.85536399,0.13606727,0.47754467,0.00145874,0.01034848,0.01754641,0.18353797,0.10952171,0.06132491
-5.57978989,0.75639225,0.11754229,0.42605387,0.00134770,0.00943519,0.01571415,0.15922047,0.09296788,0.05397047
-5.57378689,0.67217465,0.10172936,0.38228164,0.00129400,0.00869607,0.01428288,0.13853176,0.07885860,0.04766210
-5.56778389,0.60223690,0.08850024,0.34601805,0.00129906,0.00813862,0.01325797,0.12130702,0.06703618,0.04236182
-5.56178089,0.54621136,0.07773615,0.31712814,0.00136556,0.00777252,0.01264892,0.10739699,0.05734761,0.03803640
-5.55577789,0.50386018,0.06933412,0.29556006,0.00149751,0.00760998,0.01247026,0.09667587,0.04965037,0.03465930
-5.54977489,0.47509336,0.06321219,0.28135110,0.00170035,0.00766600,0.01274219,0.08904790,0.04381743,0.03221218
-5.54377189,0.45998159,0.05931373,0.27463128,0.00198098,0.00795860,0.01349109,0.08445230,0.03974103,0.03068597
-5.53776888,0.45876351,0.05761044,0.27562449,0.00234777,0.00850884,0.01474967,0.08286684,0.03733552,0.03008159
-5.53176588,0.47184712,0.05810426,0.28464697,0.00281050,0.00934087,0.01655687,0.08430961,0.03653910,0.03041016
-5.52576288,0.49980514,0.06082801,0.30210295,0.00338027,0.01048167,0.01895744,0.08883930,0.03731450,0.03169274
-5.51975988,0.54336384,0.06584485,0.32847713,0.00406941,0.01196073,0.02200117,0.09655373,0.03964868,0.03395971
-5.51375688,0.60338536,0.07324640,0.36432391,0.00489119,0.01380960,0.02574173,0.10758674,0.04355162,0.03724964
-5.50775388,0.68084309,0.08314974,0.41025301,0.00585962,0.01606112,0.03023519,0.12210350,0.04905418,0.04160774
-5.50175088,0.77679023,0.09569309,0.46691145,0.00698907,0.01874863,0.03553814,0.14029406,0.05620511,0.04708388
-5.49574787,0.89232146,0.11103038,0.53496181,0.00829389,0.02190488,0.04170552,0.16236555,0.06506735,0.05373025
-5.48974487,1.02852820,0.12932471,0.61505678,0.00978790,0.02556085,0.04878807,0.18853276,0.07571362,0.06159866
-5.48374187,1.18644792,0.15074080,0.70781039,0.01148391,0.02974438,0.05682960,0.21900752,0.08822144,0.07073747
-5.47773887,1.36700844,0.17543658,0.81376630,0.01339312,0.03447868,0.06586405,0.25398706,0.10266768,0.08118837
-5.47173587,1.57096862,0.20355421,0.93336372,0.01552451,0.03978085,0.07591248,0.29364146,0.11912282,0.09298293
-5.46573287,1.79885679,0.23521056,1.06690209,0.01788422,0.04566027,0.08698007,0.33810073,0.13764497,0.10613919
-5.45972986,2.05090919,0.27048766,1.21450545,0.02047491,0.05211707,0.09905328,0.38744185,0.15827397,0.12065826
-5.45372686,2.32701061,0.30942336,1.37608785,0.02329525,0.05914079,0.11209730,0.44167623,0.18102564,0.13652108
-5.44772386,2.62663967,0.35200249,1.55132149,0.02633935,0.06670908,0.12605396,0.50073808,0.20588650,0.15368566
-5.44172086,2.94882164,0.39814908,1.73960890,0.02959633,0.07478676,0.14084017,0.56447431,0.23280913,0.17208468
-5.43571786,3.29209138,0.44771984,1.94006109,0.03305009,0.08332518,0.15634707,0.63263642,0.26170837,0.19162376
-5.42971486,3.65446915,0.50049948,2.15148308,0.03667908,0.09226195,0.17244002,0.70487491,0.29245860,0.21218050
-5.42371186,4.03345144,0.55619796,2.37236843,0.04045635,0.10152110,0.18895945,0.78073670,0.32489232,0.23360437
-5.41770885,4.42601910,0.61445024,2.60090384,0.04434975,0.11101379,0.20572273,0.85966590,0.35880008,0.25571755
-5.41170585,4.82866370,0.67481850,2.83498488,0.04832234,0.12063940,0.22252693,0.94100826,0.39393192,0.27831680
-5.40570285,5.23743316,0.73679699,3.07224325,0.05233294,0.13028721,0.23915259,1.02401923,0.43000041,0.30117623
-5.39969985,5.64799619,0.79981958,3.31008547,0.05633690,0.13983849,0.25536829,1.10787584,0.46668506,0.32405119
-5.39369685,6.05572464,0.86326977,3.54574266,0.06028710,0.14916902,0.27093605,1.19169201,0.50363827,0.34668291
