energy_ev,total_up,In_p_up,In_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.62781391,7.80996406,0.26781968,0.01281001,2.22801048,3.55688856,0.05488144,4.00060445
-5.62181091,7.78141977,0.27214486,0.01280510,2.22432800,3.51154434,0.05457361,3.99023533
-5.61580790,7.72553708,0.27549126,0.01275357,2.21362590,3.45168230,0.05425511,3.96606196
-5.60980490,7.64589857,0.27788668,0.01266061,2.19711947,3.37933162,0.05398058,3.92983292
-5.60380190,7.54653640,0.27937875,0.01253217,2.17617706,3.29676789,0.05380584,3.88351887
-5.59779890,7.43181412,0.28003393,0.01237474,2.15227954,3.20644882,0.05378641,3.82925369
-5.59179590,7.30630284,0.27993586,0.01219518,2.12697644,3.11094629,0.05397594,3.76927334
-5.58579290,7.17465621,0.27918341,0.01200047,2.10184032,3.01287699,0.05442482,3.70585437
-5.57978989,7.04148788,0.27788825,0.01179753,2.07842083,2.91483400,0.05517880,3.64125433
-5.57378689,6.91125525,0.27617217,0.01159301,2.05819979,2.81932136,0.05627780,3.57765549
-5.56778389,6.78815238,0.27416403,0.01139312,2.04254873,2.72869348,0.05775486,3.51711333
-5.56178089,6.67601450,0.27199659,0.01120345,2.03269004,2.64510095,0.05963532,3.46151103
-5.55577789,6.57823605,0.26980313,0.01102886,2.02966278,2.57044398,0.06193615,3.41252033
-5.54977489,6.49770327,0.26771402,0.01087338,2.03429393,2.50633435,0.06466552,3.37156952
-5.54377189,6.43674219,0.26585331,0.01074010,2.04717587,2.45406643,0.06782254,3.33981845
-5.53776888,6.39708206,0.26433533,0.01063119,2.06865046,2.41459743,0.07139727,3.31814067
-5.53176588,6.37983397,0.26326156,0.01054784,2.09879994,2.38853695,0.07537086,3.30711224
-5.52576288,6.38548425,0.26271767,0.01049032,2.13744494,2.37614537,0.07971586,3.30700709
-5.51975988,6.41390165,0.26277086,0.01045806,2.18414918,2.37734067,0.08439677,3.31779844
-5.51375688,6.46435756,0.26346772,0.01044967,2.23823098,2.39171293,0.08937065,3.33916583
-5.50775388,6.53555805,0.26483254,0.01046308,2.29878085,2.41854574,0.09458790,3.37050746
-5.50175088,6.62568663,0.26686610,0.01049565,2.36468491,2.45684354,0.09999316,3.41095743
-5.49574787,6.73245657,0.26954527,0.01054433,2.43465330,2.50536409,0.10552623,3.45940755
-5.48974487,6.85317152,0.27282314,0.01060573,2.50725284,2.56265482,0.11112318,3.51453349
-5.48374187,6.98479309,0.27662991,0.01067632,2.58094323,2.62709241,0.11671738,3.57482470
-5.47773887,7.12401408,0.28087451,0.01075250,2.65411565,2.69692424,0.12224069,3.63861798
-5.47173587,7.26733585,0.28544687,0.01083079,2.72513288,2.77031102,0.12762456,3.70413409
-5.46573287,7.41114833,0.29022083,0.01090786,2.79236986,2.84536953,0.13280126,3.76951688
-5.45972986,7.55181110,0.29505764,0.01098068,2.85425358,2.92021455,0.13770497,3.83287422
-5.45372686,7.68573375,0.29980986,0.01104653,2.90930131,2.99299929,0.14227292,3.89232008
-5.44772386,7.80945393,0.30432562,0.01110312,2.95615605,3.06195327,0.14644650,3.94601673
-5.44172086,7.91971123,0.30845302,0.01114856,2.99361831,3.12541722,0.15017222,3.99221609
-5.43571786,8.01351531,0.31204463,0.01118140,3.02067341,3.18187419,0.15340271,4.02929924
-5.42971486,8.08820675,0.31496178,0.01120063,3.03651342,3.22997632,0.15609750,4.05581304
-5.42371186,8.14150902,0.31707856,0.01120563,3.04055343,3.26856699,0.15822380,4.07050272
-5.41770885,8.17157065,0.31828551,0.01119616,3.03244158,3.29669790,0.15975709,4.07233965
-5.41170585,8.17699652,0.31849258,0.01117232,3.01206288,3.31364086,0.16068152,4.06054337
-5.40570285,8.15686768,0.31763162,0.01113450,2.97953675,3.31889441,0.16099028,4.03459731
-5.39969985,8.11074965,0.31565802,0.01108329,2.93520862,3.31218513,0.16068566,3.99425779
-5.39369685,8.03868911,0.31255173,0.01101952,2.87963609,3.29346401,0.15977906,3.93955605
-5.38769385,7.94119962,0.30831744,0.01094411,2.81357024,3.26289809,0.15829073,3.87079349
-5.38169085,7.81923720,0.30298408,0.01085811,2.73793292,3.22085790,0.15624941,3.78853032
-5.37568784,7.67416676,0.29660370,0.01076262,2.65379092,3.16790123,0.15369176,3.69356820
-5.36968484,7.50772107,0.28924978,0.01065878,2.56232796,3.10475380,0.15066173,3.58692764
-5.36368184,7.32195353,0.28101496,0.01054773,2.46481561,3.03228761,0.14720970,3.46982098
-5.35767884,7.11918667,0.27200858,0.01043062,2.36258383,2.95149763,0.14339168,3.34362198
-5.35167584,6.90195796,0.26235387,0.01030861,2.25699239,2.86347753,0.13926826,3.20983311
-5.34567284,6.67296481,0.25218495,0.01018281,2.14940364,2.76939522,0.13490373,3.07005158
-5.33966983,6.43501006,0.24164397,0.01005437,2.04115750,2.67046879,0.13036509,2.92593519
-5.33366683,6.19094966,0.23087806,0.00992442,1.93354903,2.56794342,0.12572113,2.77916890
-5.32766383,5.94364344,0.22003661,0.00979412,1.82780910,2.46306972,0.12104153,2.63143306
-5.32166083,5.69590995,0.20926861,0.00966465,1.72508812,2.35708397,0.11639618,2.48437390
-5.31565783,5.45048598,0.19872015,0.00953723,1.62644300,2.25119029,0.11185440,2.33957689
-5.30965483,5.20999085,0.18853226,0.00941311,1.53282715,2.14654502,0.10748443,2.19854330
-5.30365183,4.97689566,0.17883886,0.00929360,1.44508326,2.04424331,0.10335295,2.06267013
-5.29764882,4.75349703,0.16976491,0.00918005,1.36393856,1.94530765,0.09952464,1.93323350
-5.29164582,4.54189492,0.16142485,0.00907381,1.29000207,1.85067836,0.09606184,1.81137538
-5.28564282,4.34397397,0.15392104,0.00897627,1.22376354,1.76120560,0.09302425,1.69809336
-5.27963982,4.16138756,0.14734249,0.00888879,1.16559357,1.67764281,0.09046854,1.59423333
-5.27363682,3.99554400,0.14176357,0.00881264,1.11574457,1.60064106,0.08844795,1.50048457
-5.26763382,3.84759429,0.13724298,0.00874903,1.07435231,1.53074436,0.08701181,1.41737690
-5.26163082,3.71842109,0.13382271,0.00869897,1.04143777,1.46838543,0.08620485,1.34527976
-5.25562781,3.60862860,0.13152722,0.00866326,1.01690927,1.41388206,0.08606645,1.28440258
-5.24962481,3.51853351,0.13036271,0.00864242,1.00056484,1.36743392,0.08662964,1.23479653
-5.24362181,3.44815733,0.13031663,0.00863665,0.99209498,1.32911990,0.08792002,1.19635736
-5.23761881,3.39722066,0.13135740,0.00864572,0.99108596,1.29889620,0.08995444,1.16882931
-5.23161581,3.36514020,0.13343443,0.00866900,0.99702400,1.27659542,0.09273969,1.15181011
-5.22561281,3.35102934,0.13647848,0.00870533,1.00930059,1.26192691,0.09627107,1.14475726
-5.21960980,3.35370356,0.14040239,0.00875312,1.02721926,1.25447886,0.10053106,1.14699569
-5.21360680,3.37169134,0.14510222,0.00881024,1.05000424,1.25372238,0.10548806,1.15772704
-5.20760380,3.40325179,0.15045888,0.00887412,1.07681105,1.25901800,0.11109544,1.17604087
-5.20160080,3.44639946,0.15634016,0.00894172,1.10673937,1.26962475,0.11729083,1.20092788
-5.19559780,3.49893697,0.16260329,0.00900969,1.13884820,1.28471223,0.12399596,1.23129544
-5.18959480,3.55849543,0.16909788,0.00907436,1.17217320,1.30337545,0.13111692,1.26598542
-5.18359180,3.62258245,0.17566926,0.00913192,1.20574611,1.32465263,0.13854511,1.30379440
-5.17758879,3.68863717,0.18216216,0.00917847,1.23861591,1.34754563,0.14615872,1.34349608
-5.17158579,3.75409100,0.18842464,0.00921021,1.26987124,1.37104265,0.15382502,1.38386568
-5.16558279,3.81643294,0.19431211,0.00922354,1.29866358,1.39414280,0.16140316,1.42370598
-5.15957979,3.87327757,0.19969146,0.00921520,1.32423058,1.41588180,0.16874765,1.46187443
-5.15357679,3.92243373,0.20444507,0.00918242,1.34591878,1.43535824,0.17571230,1.49731076
-5.14757379,3.96197171,0.20847461,0.00912298,1.36320503,1.45175941,0.18215458,1.52906440
-5.14157079,3.99028687,0.21170452,0.00903538,1.37571598,1.46438611,0.18794012,1.55632083
-5.13556778,4.00615714,0.21408507,0.00891888,1.38324476,1.47267538,0.19294737,1.57842604
-5.12956478,4.00879256,0.21559480,0.00877357,1.38576432,1.47622049,0.19707206,1.59490832
-5.12356178,3.99787464,0.21624238,0.00860040,1.38343681,1.47478729,0.20023127,1.60549635
-5.11755878,3.97358408,0.21606765,0.00840116,1.37661853,1.46832637,0.20236707,1.61013292
-5.11155578,3.93661509,0.21514191,0.00817854,1.36585996,1.45698040,0.20344938,1.60898350
-5.10555278,3.88817566,0.21356731,0.00793598,1.35190066,1.44108615,0.20347799,1.60243899
-5.09954977,3.82997273,0.21147534,0.00767767,1.33565879,1.42117109,0.20248360,1.59111221
-5.09354677,3.76418237,0.20902445,0.00740844,1.31821523,1.39794420,0.20052784,1.57582785
-5.08754377,3.69340482,0.20639676,0.00713364,1.30079231,1.37228118,0.19770213,1.55760566
-5.08154077,3.62060530,0.20379385,0.00685904,1.28472731,1.34520429,0.19412557,1.53763703
-5.07553777,3.54904140,0.20143190,0.00659065,1.27144114,1.31785708,0.18994176,1.51725528
-5.06953477,3.48217877,0.19953594,0.00633463,1.26240258,1.29147455,0.18531476,1.49790012
-5.06353177,3.42359670,0.19833361,0.00609707,1.25908867,1.26734961,0.18042424,1.48107712
-5.05752876,3.37688607,0.19804843,0.00588390,1.26294218,1.24679644,0.17546013,1.46831316
-5.05152576,3.34554228,0.19889270,0.00570072,1.27532683,1.23111186,0.17061683,1.46110901
-5.04552276,3.33285590,0.20106035,0.00555260,1.29748172,1.22153577,0.16608726,1.46089046
-5.03951976,3.34180442,0.20471983,0.00544403,1.33047588,1.21921176,0.16205700,1.46895954
-5.03351676,3.37494842,0.21000729,0.00537871,1.37516462,1.22514919,0.15869862,1.48644741
-5.02751376,3.43433559,0.21702031,0.00535950,1.43214908,1.24018793,0.15616653,1.51427066
-5.02151076,3.52141615,0.22581247,0.00538826,1.50174054,1.26496701,0.15459244,1.55309266
-5.01550775,3.63697299,0.23638880,0.00546583,1.58393121,1.29989836,0.15408159,1.60329166
-5.00950475,3.78106967,0.24870267,0.00559195,1.67837289,1.34514674,0.15470991,1.66493696
-5.00350175,3.95301895,0.26265393,0.00576526,1.78436505,1.40061678,0.15652214,1.73777454
-4.99749875,4.15137402,0.27808888,0.00598324,1.90085338,1.46594777,0.15953104,1.82122307
-4.99149575,4.37394385,0.29480176,0.00624234,2.02643976,1.54051688,0.16371754,1.91438081
-4.98549275,4.61783327,0.31253820,0.00653797,2.15940408,1.62345081,0.16903200,2.01604381
-4.97948974,4.87950750,0.33100035,0.00686463,2.29773792,1.71364583,0.17539630,2.12473482
-4.97348674,5.15487967,0.34985376,0.00721602,2.43918957,1.80979584,0.18270690,2.23874256
-4.96748374,5.43941910,0.36873573,0.00758521,2.58131943,1.91042746,0.19083844,2.35616983
-4.96148074,5.72827681,0.38726502,0.00796479,2.72156401,2.01394122,0.19964807,2.47498895
-4.95547774,6.01642422,0.40505242,0.00834710,2.85730673,2.11865730,0.20898001,2.59310263
-4.94947474,6.29879973,0.42171207,0.00872439,2.98595272,2.22286423,0.21867041,2.70840766
-4.94347174,6.57045794,0.43687280,0.00908907,3.10500505,2.32486870,0.22855220,2.81885926
-4.93746873,6.82671546,0.45018939,0.00943386,3.21213918,2.42304461,0.23845977,2.92253321
-4.93146573,7.06328759,0.46135294,0.00975204,3.30527277,2.51587930,0.24823334,3.01768339
-4.92546273,7.27641037,0.47010032,0.01003760,3.38262771,2.60201536,0.25772288,3.10279240
-4.91945973,7.46294306,0.47622194,0.01028537,3.44278195,2.68028624,0.26679148,3.17661319
-4.91345673,7.62044705,0.47956777,0.01049118,3.48470873,2.74974447,0.27531798,3.23820011
-4.90745373,7.74723838,0.48005136,0.01065191,3.50780175,2.80968137,0.28319899,3.28692845
-4.90145073,7.84241205,0.47765150,0.01076553,3.51188517,2.85963784,0.29035018,3.32250172
-4.89544772,7.90583805,0.47241176,0.01083112,3.49720834,2.89940606,0.29670680,3.34494709
-4.88944472,7.93813003,0.46443781,0.01084886,3.46442558,2.92902230,0.30222366,3.35459940
-4.88344172,7.94058909,0.45389268,0.01081991,3.41456237,2.94875172,0.30687452,3.35207503
-4.87743872,7.91512610,0.44099024,0.01074635,3.34896973,2.95906613,0.31065098,3.33823736
-4.87143572,7.86416697,0.42598731,0.01063105,3.26926910,2.96061603,0.31356106,3.31415564
-4.86543272,7.79054577,0.40917458,0.01047751,3.17729057,2.95419851,0.31562751,3.28105955
-4.85942971,7.69739119,0.39086696,0.01028973,3.07500727,2.94072264,0.31688599,3.24029164
-4.85342671,7.58801140,0.37139361,0.01007204,2.96446909,2.92117381,0.31738317,3.19325981
-4.84742371,7.46578239,0.35108821,0.00982896,2.84773848,2.89657884,0.31717486,3.14139193
-4.84142071,7.33404419,0.33027970,0.00956503,2.72683100,2.86797279,0.31632422,3.08609410
-4.83541771,7.19600860,0.30928387,0.00928473,2.60366281,2.83636892,0.31489999,3.02871405
-4.82941471,7.05468096,0.28839615,0.00899231,2.48000683,2.80273234,0.31297490,2.97051054
-4.82341171,6.91279786,0.26788562,0.00869176,2.35745860,2.76795808,0.31062415,2.91262928
-4.81740870,6.77278116,0.24799046,0.00838672,2.23741257,2.73285359,0.30792389,2.85608538
-4.81140570,6.63670838,0.22891485,0.00808043,2.12104865,2.69812586,0.30494979,2.80175219
-4.80540270,6.50629806,0.21082729,0.00777575,2.00932850,2.66437266,0.30177565,2.75035587
-4.79939970,6.38290859,0.19386027,0.00747512,1.90300060,2.63207770,0.29847190,2.70247496
-4.79339670,6.26754818,0.17811107,0.00718058,1.80261279,2.60160914,0.29510421,2.65854403
-4.78739370,6.16089370,0.16364361,0.00689381,1.70853059,2.57322077,0.29173198,2.61886041
-4.78139070,6.06331587,0.15049113,0.00661617,1.62095970,2.54705550,0.28840698,2.58359315
-4.77538769,5.97490844,0.13865947,0.00634871,1.53997091,2.52315057,0.28517195,2.55279333
-4.76938469,5.89551951,0.12813069,0.00609224,1.46552587,2.50144416,0.28205937,2.52640509
-4.76338169,5.82478312,0.11886700,0.00584734,1.39750222,2.48178303,0.27909054,2.50427680
-4.75737869,5.76215004,0.11081464,0.00561442,1.33571680,2.46393108,0.27627479,2.48617211
-4.75137569,5.70691696,0.10390770,0.00539370,1.27994629,2.44757870,0.27360914,2.47178065
-4.74537269,5.65825359,0.09807171,0.00518528,1.22994434,2.43235295,0.27107839,2.46072847
-4.73936968,5.61522788,0.09322685,0.00498912,1.18545507,2.41782841,0.26865562,2.45258815
-4.73336668,5.57682930,0.08929085,0.00480509,1.14622289,2.40353897,0.26630321,2.44688883
-4.72736368,5.54199087,0.08618139,0.00463292,1.11199876,2.38899030,0.26397436,2.44312636
-4.72136068,5.50961012,0.08381816,0.00447224,1.08254335,2.37367302,0.26161493,2.44077355
-4.71535768,5.47856961,0.08212440,0.00432257,1.05762758,2.35707645,0.25916584,2.43929081
-4.70935468,5.44775716,0.08102804,0.00418334,1.03703120,2.33870259,0.25656555,2.43813698
-4.70335168,5.41608605,0.08046256,0.00405387,1.02053998,2.31808013,0.25375282,2.43678040
-4.69734867,5.38251503,0.08036736,0.00393338,1.00794211,2.29477791,0.25066947,2.43470990
-4.69134567,5.34606792,0.08068791,0.00382105,0.99902440,2.26841759,0.24726301,2.43144556
-4.68534267,5.30585243,0.08137567,0.00371595,0.99356866,2.23868482,0.24348906,2.42654872
-4.67933967,5.26107754,0.08238772,0.00361714,0.99134859,2.20533872,0.23931337,2.41963098
-4.67333667,5.21106875,0.08368626,0.00352362,0.99212738,2.16821901,0.23471341,2.41036171
-4.66733367,5.15528066,0.08523798,0.00343443,0.99565614,2.12725056,0.22967936,2.39847375
-4.66133067,5.09330613,0.08701333,0.00334860,1.00167318,2.08244527,0.22421460,2.38376696
-4.65532766,5.02488157,0.08898574,0.00326523,1.00990389,2.03390088,0.21833550,2.36610935
-4.64932466,4.94988797,0.09113079,0.00318345,1.02006138,1.98179708,0.21207066,2.34543591
-4.64332166,4.86834759,0.09342549,0.00310253,1.03184748,1.92638889,0.20545966,2.32174486
-4.63731866,4.78041639,0.09584751,0.00302179,1.04495411,1.86799772,0.19855127,2.29509181
-4.63131566,4.68637256,0.09837460,0.00294070,1.05906496,1.80700047,0.19140141,2.26558198
-4.62531266,4.58660175,0.10098412,0.00285883,1.07385729,1.74381733,0.18407082,2.23336097
-4.61930965,4.48157988,0.10365271,0.00277589,1.08900406,1.67889866,0.17662263,2.19860467
-4.61330665,4.37185436,0.10635628,0.00269170,1.10417634,1.61271173,0.16911998,2.16150888
-4.60730365,4.25802491,0.10907010,0.00260621,1.11904620,1.54572779,0.16162381,2.12227933
-4.60130065,4.14072504,0.11176927,0.00251945,1.13329026,1.47841021,0.15419082,2.08112273
-4.59529765,4.02060524,0.11442943,0.00243160,1.14659400,1.41120389,0.14687184,2.03823947
-4.58929465,3.89831888,0.11702774,0.00234287,1.15865702,1.34452658,0.13971060,1.99381835
-4.58329165,3.77451143,0.11954411,0.00225358,1.16919940,1.27876233,0.13274290,1.94803386
-4.57728864,3.64981368,0.12196264,0.00216409,1.17796903,1.21425709,0.12599626,1.90104601
-4.57128564,3.52483895,0.12427326,0.00207484,1.18474988,1.15131661,0.11948999,1.85300285
-4.56528264,3.40018437,0.12647346,0.00198628,1.18937099,1.09020646,0.11323570,1.80404534
-4.55927964,3.27643560,0.12856994,0.00189888,1.19171572,1.03115396,0.10723807,1.75431431
-4.55327664,3.15417432,0.13058026,0.00181317,1.19173086,0.97435166,0.10149595,1.70395876
-4.54727364,3.03398744,0.13253422,0.00172967,1.18943500,0.91996198,0.09600360,1.65314497
-4.54127064,2.91647691,0.13447491,0.00164890,1.18492541,0.86812249,0.09075209,1.60206546
-4.53526763,2.80226867,0.13645939,0.00157141,1.17838284,0.81895146,0.08573062,1.55094698
-4.52926463,2.69201956,0.13855879,0.00149772,1.17007361,0.77255315,0.08092780,1.50005682
-4.52326163,2.58642088,0.14085785,0.00142837,1.16034832,0.72902229,0.07633284,1.44970645
-4.51725863,2.48619770,0.14345380,0.00136387,1.14963688,0.68844768,0.07193645,1.40025218
-4.51125563,2.39210306,0.14645470,0.00130471,1.13843947,0.65091434,0.06773159,1.35209208
-4.50525263,2.30490676,0.14997704,0.00125134,1.12731365,0.61650427,0.06371385,1.30565934
-4.49924962,2.22537889,0.15414296,0.00120417,1.11685761,0.58529566,0.05988170,1.26141183
-4.49324662,2.15426841,0.15907694,0.00116357,1.10769020,0.55736071,0.05623634,1.21981843
-4.48724362,2.09227789,0.16490229,0.00112981,1.10042849,0.53276225,0.05278148,1.18134254
-4.48124062,2.04003547,0.17173756,0.00110309,1.09566371,0.51154932,0.04952275,1.14642371
-4.47523762,1.99806594,0.17969300,0.00108349,1.09393677,0.49375239,0.04646716,1.11545837
-4.46923462,1.96676243,0.18886737,0.00107098,1.09571454,0.47937829,0.04362233,1.08878068
-4.46323162,1.94636077,0.19934521,0.00106541,1.10136820,0.46840554,0.04099574,1.06664469
-4.45722861,1.93691833,0.21119477,0.00106648,1.11115468,0.46078047,0.03859406,1.04920901
-4.45122561,1.93829882,0.22446668,0.00107377,1.12520252,0.45641437,0.03642239,1.03652486
-4.44522261,1.95016464,0.23919351,0.00108669,1.14350273,0.45518224,0.03448382,1.02852843
-4.43921961,1.97197739,0.25539013,0.00110454,1.16590549,0.45692311,0.03277893,1.02503812
-4.43321661,2.00300717,0.27305492,0.00112649,1.19212272,0.46144213,0.03130556,1.02575695
-4.42721361,2.04235042,0.29217161,0.00115160,1.22173670,0.46851445,0.03005872,1.03028024
-4.42121061,2.08895562,0.31271163,0.00117884,1.25421417,0.47789061,0.02903061,1.03810814
-4.41520760,2.14165568,0.33463672,0.00120714,1.28892526,0.48930325,0.02821087,1.04866250
-4.40920460,2.19920529,0.35790153,0.00123538,1.32516627,0.50247478,0.02758684,1.06130721
-4.40320160,2.26032121,0.38245586,0.00126248,1.36218499,0.51712541,0.02714399,1.07537092
-4.39719860,2.32372339,0.40824641,0.00128735,1.39920735,0.53298126,0.02686640,1.09017101
-4.39119560,2.38817444,0.43521760,0.00130901,1.43546384,0.54978191,0.02673718,1.10503741
-4.38519260,2.45251544,0.46331140,0.00132657,1.47021453,0.56728691,0.02673903,1.11933517
-4.37918959,2.51569595,0.49246600,0.00133925,1.50277131,0.58528099,0.02685458,1.13248456
-4.37318659,2.57679687,0.52261329,0.00134644,1.53251639,0.60357746,0.02706684,1.14397767
-4.36718359,2.63504485,0.55367530,0.00134769,1.55891641,0.62201979,0.02735943,1.15339086
-4.36118059,2.68981799,0.58555967,0.00134271,1.58153157,0.64048127,0.02771679,1.16039248
-4.35517759,2.74064275,0.61815461,0.00133141,1.60001989,0.65886279,0.02812432,1.16474571
-4.34917459,2.78718292,0.65132355,0.00131385,1.61413663,0.67708908,0.02856835,1.16630669
-4.34317159,2.82922180,0.68490013,0.00129027,1.62372968,0.69510365,0.02903608,1.16501824
-4.33716858,2.86663932,0.71868387,0.00126104,1.62873132,0.71286295,0.02951550,1.16089988
-4.33116558,2.89938613,0.75243704,0.00122669,1.62914774,0.73033029,0.02999523,1.15403499
-4.32516258,2.92745671,0.78588330,0.00118780,1.62504693,0.74746989,0.03046430,1.14455609
-4.31915958,2.95086373,0.81870822,0.00114507,1.61654634,0.76424176,0.03091206,1.13262929
-4.31315658,2.96961562,0.85056234,0.00109921,1.60380102,0.78059764,0.03132800,1.11843890
-4.30715358,2.98369892,0.88106641,0.00105098,1.58699316,0.79647851,0.03170169,1.10217320
