energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.83791896,0.64773148,-2.28808984,0.71278089,-2.05638844,0.14181448,-0.63691499,0.00698436,-0.00676594,0.04464049,-0.43528526,0.39337841,-1.09919826,0.00000000,-0.00000000,0.23826532,-0.58737641,0.06092959,-0.14371948
-5.83191596,0.59963265,-2.26676876,0.65445834,-2.03676787,0.13086005,-0.63262792,0.00664890,-0.00682463,0.03805693,-0.42963442,0.36798973,-1.08996882,0.00000000,-0.00000000,0.22553242,-0.58027665,0.05678469,-0.14240876
-5.82591296,0.55373658,-2.23744786,0.59988032,-2.00827474,0.12056893,-0.62590833,0.00628647,-0.00683974,0.03239270,-0.42166344,0.34304736,-1.07768387,0.00000000,-0.00000000,0.21263665,-0.57124132,0.05267375,-0.14068472
-5.81990995,0.51015690,-2.20019331,0.54913506,-1.97132099,0.11092170,-0.61672233,0.00590340,-0.00681072,0.02759566,-0.41140906,0.31869832,-1.06239619,0.00000000,-0.00000000,0.19968143,-0.56039464,0.04863315,-0.13857487
-5.81390695,0.46900344,-2.15527129,0.50228844,-1.92650137,0.10190223,-0.60510246,0.00550611,-0.00673807,0.02361099,-0.39896962,0.29508870,-1.04422731,0.00000000,-0.00000000,0.18677558,-0.54790430,0.04469704,-0.13611425
-5.80790395,0.43038301,-2.10313135,0.45939058,-1.87456726,0.09349830,-0.59114409,0.00510094,-0.00662335,0.02038356,-0.38449965,0.27236172,-1.02336054,0.00000000,-0.00000000,0.17403099,-0.53397408,0.04089682,-0.13334365
-5.80190095,0.39439955,-2.04438426,0.42048114,-1.81639731,0.08570186,-0.57499972,0.00469395,-0.00646910,0.01785985,-0.36820270,0.25065571,-1.00003234,0.00000000,-0.00000000,0.16156034,-0.51883553,0.03726073,-0.13030780
-5.79589795,0.36115355,-1.97977556,0.38559319,-1.75296605,0.07850885,-0.55687144,0.00429086,-0.00627868,0.01598942,-0.35032297,0.23010218,-0.97452238,0.00000000,-0.00000000,0.14947472,-0.50273905,0.03381366,-0.12705341
-5.78989495,0.33074083,-1.91015609,0.35475545,-1.68531162,0.07191875,-0.53700209,0.00389686,-0.00605623,0.01472595,-0.33113581,0.21082397,-0.94714288,0.00000000,-0.00000000,0.13788139,-0.48594482,0.03057702,-0.12362741
-5.78389195,0.30325091,-1.83645094,0.32799305,-1.61450377,0.06593388,-0.51566542,0.00351662,-0.00580642,0.01402782,-0.31093788,0.19293357,-0.91822757,0.00000000,-0.00000000,0.12688163,-0.46871392,0.02756871,-0.12007523
-5.77788894,0.27876489,-1.75962811,0.30532668,-1.54161332,0.06055849,-0.49315597,0.00315416,-0.00553433,0.01385831,-0.29003702,0.17653155,-0.88812096,0.00000000,-0.00000000,0.11656883,-0.45130001,0.02480324,-0.11643932
-5.77188594,0.25735307,-1.68066808,0.28677044,-1.46768400,0.05579770,-0.46977878,0.00281291,-0.00524530,0.01418533,-0.26874261,0.16170530,-0.85716806,0.00000000,-0.00000000,0.10702676,-0.43394192,0.02229196,-0.11275803
-5.76588294,0.23907253,-1.60053570,0.27232849,-1.39370759,0.05165646,-0.44583975,0.00249564,-0.00494469,0.01498093,-0.24735653,0.14852795,-0.82570510,0.00000000,-0.00000000,0.09832812,-0.41685728,0.02004328,-0.10906472
-5.75987994,0.22396458,-1.52015490,0.26199072,-1.32060306,0.04813841,-0.42163660,0.00220456,-0.00463778,0.01622043,-0.22616510,0.13705759,-0.79405142,0.00000000,-0.00000000,0.09053348,-0.40023746,0.01806303,-0.10538721
-5.75387694,0.21205242,-1.44038737,0.25572777,-1.24920008,0.04524486,-0.39745106,0.00194135,-0.00432959,0.01788137,-0.20543239,0.12733682,-0.76250282,0.00000000,-0.00000000,0.08369039,-0.38424393,0.01635485,-0.10174765
-5.74787394,0.20333902,-1.36201548,0.25348575,-1.18022725,0.04297386,-0.37354226,0.00170722,-0.00402475,0.01994236,-0.18539481,0.11939258,-0.73132635,0.00000000,-0.00000000,0.07783300,-0.36900590,0.01492063,-0.09816260
-5.74187094,0.19780534,-1.28572963,0.25518086,-1.11430499,0.04131934,-0.35014160,0.00150303,-0.00372741,0.02238174,-0.16625728,0.11323626,-0.70075674,0.00000000,-0.00000000,0.07298183,-0.35461954,0.01376088,-0.09464343
-5.73586793,0.19540900,-1.21212032,0.26069432,-1.05194301,0.04027050,-0.32744915,0.00132936,-0.00344116,0.02517634,-0.14819088,0.10886415,-0.67099436,0.00000000,-0.00000000,0.06914401,-0.34114835,0.01287519,-0.09119698
-5.72986493,0.19608342,-1.14167458,0.26986793,-0.99354181,0.03981134,-0.30563140,0.00118658,-0.00316898,0.02830023,-0.13133194,0.10625815,-0.64220466,0.00000000,-0.00000000,0.06631371,-0.32862477,0.01226264,-0.08782638
-5.72386193,0.19973763,-1.07477636,0.28250062,-0.93939790,0.03992035,-0.28482056,0.00107502,-0.00291322,0.03172368,-0.11578241,0.10538673,-0.61451898,0.00000000,-0.00000000,0.06447289,-0.31705285,0.01192215,-0.08453192
-5.71785893,0.20625669,-1.01171070,0.29834615,-0.88971186,0.04057048,-0.26511506,0.00099499,-0.00267561,0.03541224,-0.10161139,0.10620609,-0.58803650,0.00000000,-0.00000000,0.06359229,-0.30641164,0.01185283,-0.08131210
-5.71185593,0.21550270,-0.95267067,0.31711238,-0.84459871,0.04172929,-0.24658111,0.00094689,-0.00245732,0.03932613,-0.08885751,0.10866156,-0.56282723,0.00000000,-0.00000000,0.06363260,-0.29665933,0.01205417,-0.07816458
-5.70585293,0.22731665,-0.89776685,0.33846221,-0.80409964,0.04335930,-0.22925530,0.00093128,-0.00225896,0.04341997,-0.07753203,0.11268911,-0.53893575,0.00000000,-0.00000000,0.06454588,-0.28773769,0.01252630,-0.07508715
-5.69984992,0.24152081,-0.84703828,0.36201640,-0.76819447,0.04541853,-0.21314779,0.00094893,-0.00208072,0.04764277,-0.06762236,0.11821703,-0.51638543,0.00000000,-0.00000000,0.06627704,-0.27957678,0.01327002,-0.07207856
-5.69384692,0.25792186,-0.80046453,0.38735819,-0.73681395,0.04786130,-0.19824601,0.00100086,-0.00192240,0.05193838,-0.05909577,0.12516758,-0.49518307,0.00000000,-0.00000000,0.06876545,-0.27209966,0.01428682,-0.06913927
-5.68784392,0.27631457,-0.75797795,0.41403993,-0.70985141,0.05063907,-0.18451866,0.00108837,-0.00178355,0.05624626,-0.05190312,0.13345873,-0.47532347,0.00000000,-0.00000000,0.07194668,-0.26522682,0.01557880,-0.06627204
-5.68184092,0.29648594,-0.71947575,0.44159140,-0.68717303,0.05370161,-0.17191977,0.00121303,-0.00166355,0.06050264,-0.04598241,0.14300590,-0.45679395,0.00000000,-0.00000000,0.07575418,-0.25888036,0.01714841,-0.06348238
-5.67583792,0.31821975,-0.68483120,0.46952966,-0.66862642,0.05699811,-0.16039268,0.00137671,-0.00156172,0.06464201,-0.04126202,0.15372352,-0.43957854,0.00000000,-0.00000000,0.08012104,-0.25298761,0.01899821,-0.06077881
-5.66983492,0.34130136,-0.65390366,0.49737018,-0.65404706,0.06047845,-0.14987375,0.00158150,-0.00147738,0.06859886,-0.03766349,0.16552658,-0.42366151,0.00000000,-0.00000000,0.08498164,-0.24748415,0.02113044,-0.05817299
-5.66383192,0.36552254,-0.62654705,0.52463881,-0.64326269,0.06409458,-0.14029575,0.00182971,-0.00141002,0.07230966,-0.03510394,0.17833193,-0.40903043,0.00000000,-0.00000000,0.09027327,-0.24231609,0.02354654,-0.05567973
-5.65782891,0.39068619,-0.60261657,0.55088410,-0.63609535,0.06780173,-0.13159076,0.00212381,-0.00135930,0.07571496,-0.03349785,0.19205948,-0.39567833,0.00000000,-0.00000000,0.09593761,-0.23744163,0.02624665,-0.05331677
-5.65182591,0.41661088,-0.58197357,0.57568952,-0.63236151,0.07155979,-0.12369259,0.00246634,-0.00132515,0.07876156,-0.03275851,0.20663307,-0.38360507,0.00000000,-0.00000000,0.10192204,-0.23283187,0.02922903,-0.05110456
-5.64582291,0.44313480,-0.56448860,0.59868506,-0.63187036,0.07533439,-0.11653866,0.00285991,-0.00130782,0.08140449,-0.03279894,0.22198124,-0.37281783,0.00000000,-0.00000000,0.10818086,-0.22847082,0.03248948,-0.04906581
-5.63981991,0.47011926,-0.55004266,0.61955760,-0.63442074,0.07909802,-0.11007133,0.00330704,-0.00130792,0.08360900,-0.03353249,0.23803770,-0.36333083,0.00000000,-0.00000000,0.11467613,-0.22435472,0.03602080,-0.04722507
-5.63381691,0.49745143,-0.53852690,0.63805964,-0.63979725,0.08283089,-0.10423873,0.00381014,-0.00132643,0.08535210,-0.03487316,0.25474161,-0.35516421,0.00000000,-0.00000000,0.12137847,-0.22049076,0.03981229,-0.04560812
-5.62781391,0.52504622,-0.52984103,0.65401600,-0.64776593,0.08652159,-0.09899514,0.00437143,-0.00136472,0.08662386,-0.03673576,0.27203772,-0.34834221,0.00000000,-0.00000000,0.12826748,-0.21689525,0.04384941,-0.04424134
-5.62181091,0.55284733,-0.52389063,0.66732805,-0.65807020,0.09016754,-0.09430092,0.00499283,-0.00142450,0.08742820,-0.03903595,0.28987635,-0.34289086,0.00000000,-0.00000000,0.13533197,-0.21359145,0.04811349,-0.04315106
-5.61580790,0.58082742,-0.52058389,0.67797532,-0.67042757,0.09377521,-0.09012214,0.00567590,-0.00150783,0.08778325,-0.04169033,0.30821327,-0.33883522,0.00000000,-0.00000000,0.14256990,-0.21060709,0.05258167,-0.04236280
-5.60980490,0.60898733,-0.51982784,0.68601441,-0.68452757,0.09735998,-0.08642993,0.00642180,-0.00161707,0.08772110,-0.04461657,0.32700949,-0.33619639,0.00000000,-0.00000000,0.14998804,-0.20797179,0.05722701,-0.04190048
-5.60380190,0.63735443,-0.52152472,0.69157514,-0.70003132,0.10094583,-0.08319966,0.00723115,-0.00175480,0.08728705,-0.04773375,0.34623115,-0.33498847,0.00000000,-0.00000000,0.15760143,-0.20571462,0.06201885,-0.04178570
-5.59779890,0.66598018,-0.52556852,0.69485417,-0.71657313,0.10456468,-0.08041006,0.00810405,-0.00192379,0.08653838,-0.05096282,0.36584922,-0.33521562,0.00000000,-0.00000000,0.16543255,-0.20386167,0.06692327,-0.04203685
-5.59179590,0.69493684,-0.53184215,0.69610634,-0.73376414,0.10825553,-0.07804225,0.00903994,-0.00212690,0.08554255,-0.05422733,0.38583930,-0.33686946,0.00000000,-0.00000000,0.17351024,-0.20243405,0.07190389,-0.04266840
-5.58579290,0.72431353,-0.54021537,0.69563403,-0.75119809,0.11206327,-0.07607888,0.01003758,-0.00236701,0.08437503,-0.05745437,0.40618137,-0.33992675,0.00000000,-0.00000000,0.18186837,-0.20144626,0.07692278,-0.04369008
-5.57978989,0.75421162,-0.55054361,0.69377509,-0.76845911,0.11603731,-0.07450328,0.01109497,-0.00264693,0.08311681,-0.06057566,0.42685939,-0.34434784,0.00000000,-0.00000000,0.19054439,-0.20090496,0.08194145,-0.04510618
-5.57378689,0.78473946,-0.56266790,0.69088975,-0.78513122,0.12022999,-0.07329891,0.01220926,-0.00296936,0.08185163,-0.06352881,0.44786076,-0.35007557,0.00000000,-0.00000000,0.19957747,-0.20080833,0.08692207,-0.04691496
-5.56778389,0.81600670,-0.57641578,0.68734704,-0.80080900,0.12469478,-0.07244876,0.01337674,-0.00333678,0.08066314,-0.06625864,0.46917558,-0.35703499,0.00000000,-0.00000000,0.20900667,-0.20114592,0.09182854,-0.04910809
-5.56178089,0.84811797,-0.59160322,0.68351129,-0.81510917,0.12948432,-0.07193514,0.01459272,-0.00375137,0.07963204,-0.06871853,0.49079550,-0.36513382,0.00000000,-0.00000000,0.21886871,-0.20189899,0.09662768,-0.05167026
-5.55577789,0.88116637,-0.60803752,0.67972913,-0.82768220,0.13464842,-0.07173950,0.01585148,-0.00421501,0.07883330,-0.07087167,0.51271220,-0.37426364,0.00000000,-0.00000000,0.22919578,-0.20304135,0.10129018,-0.05457904
-5.54977489,0.91522645,-0.62552094,0.67631761,-0.83822357,0.14023188,-0.07184253,0.01714620,-0.00472918,0.07833368,-0.07269214,0.53491539,-0.38430177,0.00000000,-0.00000000,0.24001310,-0.20454053,0.10579143,-0.05780482
-5.54377189,0.95034725,-0.64385495,0.67355360,-0.84648383,0.14627242,-0.07222434,0.01846894,-0.00529496,0.07818954,-0.07416573,0.55739029,-0.39511389,0.00000000,-0.00000000,0.25133649,-0.20635932,0.11011207,-0.06131108
-5.53776888,0.98654526,-0.66284480,0.67166500,-0.85227713,0.15279852,-0.07286480,0.01981058,-0.00591301,0.07844506,-0.07529048,0.58011470,-0.40655712,0.00000000,-0.00000000,0.26316996,-0.20845750,0.11423832,-0.06505487
-5.53176588,1.02379777,-0.68230434,0.67082405,-0.85548745,0.15982754,-0.07374398,0.02116080,-0.00658353,0.07913096,-0.07607678,0.60305561,-0.41848359,0.00000000,-0.00000000,0.27550342,-0.21079361,0.11816192,-0.06898754
-5.52576288,1.06203670,-0.70206063,0.67114269,-0.85607241,0.16736395,-0.07484258,0.02250816,-0.00730629,0.08026381,-0.07654706,0.62616563,-0.43074438,0.00000000,-0.00000000,0.28831056,-0.21332681,0.12187978,-0.07305577
-5.51975988,1.10114353,-0.72195826,0.67267036,-0.85406419,0.17539784,-0.07614243,0.02384011,-0.00808065,0.08184578,-0.07673506,0.64937937,-0.44319352,0.00000000,-0.00000000,0.30154716,-0.21601857,0.12539340,-0.07720278
-5.51375688,1.14094547,-0.74186308,0.67539413,-0.84956759,0.18390388,-0.07762692,0.02514316,-0.00890551,0.08386507,-0.07668461,0.67261008,-0.45569203,0.00000000,-0.00000000,0.31514980,-0.21883415,0.12870789,-0.08136976
-5.50775388,1.18121340,-0.76166506,0.67924110,-0.84275528,0.19284072,-0.07928137,0.02640300,-0.00977941,0.08629680,-0.07644798,0.69574681,-0.46811176,0.00000000,-0.00000000,0.32903522,-0.22174378,0.13183100,-0.08549753
-5.50175088,1.22166200,-0.78128022,0.68408307,-0.83386027,0.20215093,-0.08109326,0.02760480,-0.01070044,0.08910444,-0.07608391,0.71865250,-0.48033880,0.00000000,-0.00000000,0.34310044,-0.22472358,0.13477185,-0.08952822
-5.49574787,1.26195236,-0.80065128,0.68974333,-0.82316614,0.21176160,-0.08305240,0.02873343,-0.01166627,0.09224161,-0.07565531,0.74116323,-0.49227646,0.00000000,-0.00000000,0.35722366,-0.22775593,0.13753980,-0.09340700
-5.48974487,1.30169733,-0.81974706,0.69600512,-0.81099537,0.22158555,-0.08515085,0.02977390,-0.01267414,0.09565428,-0.07522668,0.76308899,-0.50384736,0.00000000,-0.00000000,0.37126616,-0.23082954,0.14014332,-0.09708379
-5.48374187,1.34046985,-0.83856057,0.70262185,-0.79769620,0.23152331,-0.08738271,0.03071167,-0.01372078,0.09928316,-0.07486155,0.78421621,-0.51499473,0.00000000,-0.00000000,0.38507511,-0.23393901,0.14258910,-0.10051483
-5.47773887,1.37781422,-0.85710556,0.70932843,-0.78362883,0.24146571,-0.08974382,0.03153318,-0.01480239,0.10306629,-0.07461978,0.80431217,-0.52568278,0.00000000,-0.00000000,0.39848732,-0.23708401,0.14488143,-0.10366399
-5.47173587,1.41326010,-0.87541200,0.71585351,-0.76915126,0.25129719,-0.09223115,0.03222625,-0.01591454,0.10694159,-0.07455506,0.82313128,-0.53589591,0.00000000,-0.00000000,0.41133392,-0.24026811,0.14702186,-0.10650392
-5.46573287,1.44633904,-0.89352020,0.72193219,-0.75460571,0.26089955,-0.09484223,0.03278056,-0.01705209,0.11084943,-0.07471265,0.84042331,-0.54563693,0.00000000,-0.00000000,0.42344578,-0.24349724,0.14900935,-0.10901668
-5.45972986,1.47660280,-0.91147423,0.72731872,-0.74030593,0.27015623,-0.09757436,0.03318815,-0.01820912,0.11473494,-0.07512736,0.85594308,-0.55492425,0.00000000,-0.00000000,0.43465944,-0.24677803,0.15084073,-0.11119415
-5.45372686,1.50364299,-0.92931455,0.73179884,-0.72652602,0.27895681,-0.10042384,0.03344376,-0.01937882,0.11855011,-0.07582211,0.86946148,-0.56378816,0.00000000,-0.00000000,0.44482350,-0.25011594,0.15251159,-0.11303787
-5.44772386,1.52711094,-0.94707063,0.73520116,-0.71349127,0.28720161,-0.10338519,0.03354524,-0.02055344,0.12225551,-0.07680686,0.88077723,-0.57226642,0.00000000,-0.00000000,0.45380496,-0.25351348,0.15401749,-0.11455863
-5.44172086,1.54673703,-0.96475367,0.73740729,-0.70137128,0.29480613,-0.10645043,0.03349378,-0.02172426,0.12582164,-0.07807823,0.88972878,-0.58039934,0.00000000,-0.00000000,0.46149537,-0.25696851,0.15535539,-0.11577552
-5.43571786,1.56234835,-0.98235020,0.73836018,-0.69027564,0.30170516,-0.10960854,0.03329407,-0.02288154,0.12922983,-0.07961962,0.89620570,-0.58822470,0.00000000,-0.00000000,0.46781643,-0.26047281,0.15652527,-0.11671479
-5.42971486,1.57388360,-0.99981680,0.73807037,-0.68025238,0.30785634,-0.11284502,0.03295432,-0.02401461,0.13247263,-0.08140206,0.90015900,-0.59577285,0.00000000,-0.00000000,0.47272466,-0.26401113,0.15753172,-0.11740831
-5.42371186,1.58140447,-1.01707666,0.73661981,-0.67128918,0.31324289,-0.11614180,0.03248620,-0.02511200,0.13555379,-0.08338553,0.90160943,-0.60306228,0.00000000,-0.00000000,0.47621497,-0.26756058,0.15838545,-0.11789203
-5.41770885,1.58510242,-1.03401821,0.73416303,-0.66331724,0.31787536,-0.11947741,0.03190458,-0.02616152,0.13848773,-0.08552092,0.90065346,-0.61009610,0.00000000,-0.00000000,0.47832274,-0.27109078,0.15910448,-0.11820424
-5.41170585,1.58530027,-1.05049626,0.73092549,-0.65621771,0.32179235,-0.12282747,0.03122717,-0.02715059,0.14129859,-0.08775238,0.89746614,-0.61685967,0.00000000,-0.00000000,0.47912435,-0.27456461,0.15971501,-0.11838397
-5.40570285,1.58244824,-1.06633587,0.72719901,-0.64983031,0.32505991,-0.12616555,0.03047402,-0.02806652,0.14401894,-0.09002013,0.89230064,-0.62331963,0.00000000,-0.00000000,0.47873595,-0.27793957,0.16025177,-0.11846949
-5.39969985,1.57711404,-1.08133892,0.72333450,-0.64396387,0.32776973,-0.12946432,0.02966691,-0.02889682,0.14668811,-0.09226343,0.88548409,-0.62942468,0.00000000,-0.00000000,0.47731055,-0.28116992,0.16075779,-0.11849714
-5.39369685,1.56996729,-1.09529331,0.71973182,-0.63840822,0.33003609,-0.13269705,0.02882867,-0.02962971,0.14935032,-0.09442377,0.87740984,-0.63510792,0.00000000,-0.00000000,0.47503326,-0.28420938,0.16128357,-0.11850040
-5.38769385,1.56175861,-1.10798452,0.71682738,-0.63294708,0.33199159,-0.13583930,0.02798242,-0.03025445,0.15205253,-0.09644791,0.86852610,-0.64029099,0.00000000,-0.00000000,0.47211516,-0.28701426,0.16188557,-0.11850939
-5.38169085,1.55329393,-1.11920898,0.71507958,-0.62737124,0.33378197,-0.13887080,0.02715077,-0.03076190,0.15484231,-0.09829091,0.85932147,-0.64488962,0.00000000,-0.00000000,0.46878569,-0.28954701,0.16262419,-0.11855079
-5.37568784,1.54540515,-1.12878862,0.71495261,-0.62149158,0.33555996,-0.14177737,0.02635507,-0.03114490,0.15776553,-0.09991873,0.85030778,-0.64882056,0.00000000,-0.00000000,0.46528406,-0.29177983,0.16356117,-0.11864811
-5.36968484,1.53891811,-1.13658586,0.71689913,-0.61515134,0.33747863,-0.14455279,0.02561460,-0.03139865,0.16086421,-0.10131044,0.84200097,-0.65200928,0.00000000,-0.00000000,0.46185006,-0.29369828,0.16475659,-0.11882230
-5.36368184,1.53461935,-1.14251805,0.72134244,-0.60823707,0.33968449,-0.14720041,0.02494592,-0.03152114,0.16417444,-0.10245991,0.83490082,-0.65439818,0.00000000,-0.00000000,0.45871445,-0.29530451,0.16626566,-0.11909270
-5.35767884,1.53322299,-1.14657061,0.72865878,-0.60068784,0.34231051,-0.14973454,0.02436226,-0.03151332,0.16772445,-0.10337678,0.82947042,-0.65595463,0.00000000,-0.00000000,0.45608970,-0.29661993,0.16813537,-0.11947810
-5.35167584,1.53533930,-1.14880773,0.73916031,-0.59250222,0.34546959,-0.15218134,0.02387309,-0.03137930,0.17153299,-0.10408680,0.82611628,-0.65667836,0.00000000,-0.00000000,0.45416119,-0.29768712,0.17040127,-0.11999790
-5.34567284,1.54144636,-1.14937998,0.75307973,-0.58374275,0.34924861,-0.15457915,0.02348374,-0.03112635,0.17560800,-0.10463139,0.82517017,-0.65660773,0.00000000,-0.00000000,0.45307946,-0.29857075,0.17308449,-0.12067316
