energy_ev,total_up,Cd_p_up,Cd_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,1.58890150,0.12527947,0.38207858,0.48569777,0.19612109,0.04081070,0.00938591,0.05301420,0.71509692
-5.99399700,1.46332198,0.12095265,0.34907592,0.44321218,0.18343468,0.04046521,0.00827207,0.04627106,0.65714807
-5.98799400,1.35694465,0.11834928,0.32029115,0.40645975,0.17266133,0.04033039,0.00726295,0.04036709,0.60835302
-5.98199100,1.26857776,0.11730763,0.29552286,0.37510460,0.16371827,0.04040937,0.00635349,0.03524352,0.56809457
-5.97598799,1.19686133,0.11765314,0.27452696,0.34876079,0.15649811,0.04069740,0.00553875,0.03083824,0.53568308
-5.96998499,1.14029917,0.11920091,0.25702374,0.32700144,0.15087144,0.04118188,0.00481394,0.02708756,0.51037224
-5.96398199,1.09729163,0.12175823,0.24270534,0.30936787,0.14669008,0.04184273,0.00417449,0.02392779,0.49137474
-5.95797899,1.06616894,0.12512755,0.23124325,0.29537879,0.14379072,0.04265306,0.00361603,0.02129661,0.47787797
-5.95197599,1.04522515,0.12910959,0.22229601,0.28453955,0.14199898,0.04358009,0.00313451,0.01913419,0.46905949
-5.94597299,1.03275232,0.13350680,0.21551705,0.27635131,0.14113387,0.04458638,0.00272621,0.01738413,0.46410250
-5.93996998,1.02707460,0.13812695,0.21056227,0.27032011,0.14101250,0.04563121,0.00238783,0.01599421,0.46221097
-5.93396698,1.02658162,0.14278696,0.20709759,0.26596568,0.14145483,0.04667211,0.00211654,0.01491695,0.46262430
-5.92796398,1.02976050,0.14731670,0.20480601,0.26282987,0.14228851,0.04766649,0.00191004,0.01411003,0.46463126
-5.92196098,1.03522565,0.15156271,0.20339419,0.26048447,0.14335337,0.04857326,0.00176663,0.01353659,0.46758292
-5.91595798,1.04174551,0.15539165,0.20259827,0.25853834,0.14450574,0.04935442,0.00168520,0.01316534,0.47090411
-5.90995498,1.04826520,0.15869338,0.20218875,0.25664357,0.14562204,0.04997650,0.00166528,0.01297057,0.47410312
-5.90395198,1.05392438,0.16138342,0.20197437,0.25450047,0.14660183,0.05041179,0.00170701,0.01293210,0.47677929
-5.89794897,1.05806937,0.16340472,0.20180466,0.25186136,0.14737000,0.05063940,0.00181114,0.01303502,0.47862808
-5.89194597,1.06025914,0.16472863,0.20157128,0.24853300,0.14787803,0.05064595,0.00197892,0.01326938,0.47944348
-5.88594297,1.06026463,0.16535488,0.20120784,0.24437754,0.14810429,0.05042600,0.00221204,0.01362980,0.47911752
-5.87993997,1.05806146,0.16531069,0.20068844,0.23931209,0.14805330,0.04998211,0.00251249,0.01411492,0.47763694
-5.87393697,1.05381613,0.16464891,0.20002485,0.23330688,0.14775410,0.04932460,0.00288245,0.01472685,0.47507701
-5.86793397,1.04786633,0.16344521,0.19926238,0.22638229,0.14725763,0.04847099,0.00332406,0.01547045,0.47159284
-5.86193097,1.04069613,0.16179458,0.19847486,0.21860468,0.14663337,0.04744515,0.00383928,0.01635270,0.46740844
-5.85592796,1.03290713,0.15980713,0.19775863,0.21008153,0.14596537,0.04627623,0.00442968,0.01738185,0.46280415
-5.84992496,1.02518700,0.15760349,0.19722609,0.20095597,0.14534780,0.04499741,0.00509624,0.01856676,0.45810285
-5.84392196,1.01827679,0.15530994,0.19699893,0.19140105,0.14488035,0.04364453,0.00583920,0.01991611,0.45365579
-5.83791896,1.01293864,0.15305360,0.19720139,0.18161409,0.14466366,0.04225467,0.00665788,0.02143773,0.44982856
-5.83191596,1.00992541,0.15095783,0.19795395,0.17181131,0.14479496,0.04086474,0.00755059,0.02313798,0.44698804
-5.82591296,1.00995387,0.14913810,0.19936761,0.16222307,0.14536422,0.03951020,0.00851454,0.02502125,0.44549085
-5.81990995,1.01368250,0.14769854,0.20153910,0.15308992,0.14645100,0.03822383,0.00954587,0.02708956,0.44567390
-5.81390695,1.02169521,0.14672938,0.20454721,0.14465955,0.14812213,0.03703479,0.01063971,0.02934231,0.44784756
-5.80790395,1.03449151,0.14630527,0.20845046,0.13718489,0.15043038,0.03596779,0.01179036,0.03177620,0.45229164
-5.80190095,1.05248367,0.14648471,0.21328597,0.13092312,0.15341414,0.03504260,0.01299145,0.03438531,0.45925434
-5.79589795,1.07600063,0.14731050,0.21906984,0.12613578,0.15709817,0.03427372,0.01423636,0.03716127,0.46895423
-5.78989495,1.10529832,0.14881116,0.22579874,0.12308966,0.16149532,0.03367038,0.01551850,0.04009367,0.48158478
-5.78389195,1.14057545,0.15100332,0.23345258,0.12205829,0.16660920,0.03323664,0.01683184,0.04317052,0.49732132
-5.77788894,1.18199366,0.15389470,0.24199817,0.12332385,0.17243751,0.03297183,0.01817131,0.04637879,0.51632958
-5.77188594,1.22970032,0.15748778,0.25139346,0.12717894,0.17897598,0.03287101,0.01953336,0.04970508,0.53877529
