energy_ev,total_up,Ge_p_up,Ge_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.72386193,1.17344514,0.12450921,0.00000000,0.42017497,0.34727299,0.04147383,0.57653734
-5.71785893,1.16703144,0.12460769,0.00000000,0.43012077,0.34439520,0.04116610,0.57202178
-5.71185593,1.15784698,0.12444615,0.00000000,0.44014449,0.34094679,0.04066733,0.56606920
-5.70585293,1.14608073,0.12411230,0.00000000,0.45006078,0.33702875,0.03999695,0.55871317
-5.69984992,1.13205271,0.12371370,0.00000000,0.45971277,0.33278368,0.03917950,0.55004600
-5.69384692,1.11620083,0.12337491,0.00000000,0.46897711,0.32839096,0.03824364,0.54021350
-5.68784392,1.09906414,0.12323405,0.00000000,0.47776872,0.32406069,0.03722104,0.52940790
-5.68184092,1.08126315,0.12343912,0.00000000,0.48604504,0.32002660,0.03614507,0.51785934
-5.67583792,1.06347835,0.12414422,0.00000000,0.49380987,0.31653842,0.03504954,0.50582648
-5.66983492,1.04642768,0.12550562,0.00000000,0.50111629,0.31385408,0.03396738,0.49358646
-5.66383192,1.03084415,0.12767817,0.00000000,0.50806880,0.31223191,0.03292943,0.48142480
-5.65782891,1.01745429,0.13081194,0.00000000,0.51482418,0.31192343,0.03196329,0.46962565
-5.65182591,1.00695822,0.13504932,0.00000000,0.52159110,0.31316683,0.03109240,0.45846254
-5.64582291,1.00001199,0.14052276,0.00000000,0.52862821,0.31618151,0.03033525,0.44819011
-5.63981991,0.99721262,0.14735308,0.00000000,0.53624060,0.32116378,0.02970483,0.43903689
-5.63381691,0.99908611,0.15564851,0.00000000,0.54477457,0.32828389,0.02920837,0.43119933
-5.62781391,1.00607861,0.16550439,0.00000000,0.55461075,0.33768437,0.02884724,0.42483713
-5.62181091,1.01855066,0.17700360,0.00000000,0.56615569,0.34947974,0.02861717,0.42006996
-5.61580790,1.03677445,0.19021745,0.00000000,0.57983201,0.36375731,0.02850860,0.41697541
-5.60980490,1.06093373,0.20520715,0.00000000,0.59606745,0.38057914,0.02850736,0.41558824
-5.60380190,1.09112620,0.22202550,0.00000000,0.61528322,0.39998467,0.02859537,0.41590088
-5.59779890,1.12736776,0.24071872,0.00000000,0.63788185,0.42199397,0.02875156,0.41786489
-5.59179590,1.16959835,0.26132829,0.00000000,0.66423515,0.44661118,0.02895283,0.42139350
-5.58579290,1.21768881,0.28389235,0.00000000,0.69467260,0.47382783,0.02917509,0.42636497
-5.57978989,1.27144827,0.30844674,0.00000000,0.72947058,0.50362580,0.02939420,0.43262669
-5.57378689,1.33063161,0.33502528,0.00000000,0.76884281,0.53597950,0.02958698,0.43999997
-5.56778389,1.39494655,0.36365913,0.00000000,0.81293223,0.57085709,0.02973203,0.44828526
-5.56178089,1.46405994,0.39437529,0.00000000,0.86180467,0.60822050,0.02981049,0.45726779
-5.55577789,1.53760290,0.42719379,0.00000000,0.91544414,0.64802409,0.02980660,0.46672337
-5.54977489,1.61517462,0.46212400,0.00000000,0.97375000,0.69021189,0.02970815,0.47642436
-5.54377189,1.69634454,0.49915969,0.00000000,1.03653581,0.73471346,0.02950670,0.48614551
-5.53776888,1.78065297,0.53827329,0.00000000,1.10352974,0.78143851,0.02919767,0.49566956
-5.53176588,1.86761026,0.57940941,0.00000000,1.17437637,0.83027050,0.02878028,0.50479255
-5.52576288,1.95669451,0.62247800,0.00000000,1.24863968,0.88105960,0.02825724,0.51332845
-5.51975988,2.04734861,0.66734738,0.00000000,1.32580704,0.93361547,0.02763443,0.52111331
-5.51375688,2.13897660,0.71383784,0.00000000,1.40529412,0.98770024,0.02692044,0.52800857
-5.50775388,2.23094047,0.76171601,0.00000000,1.48645060,1.04302250,0.02612597,0.53390359
-5.50175088,2.32255768,0.81069068,0.00000000,1.56856680,1.09923273,0.02526333,0.53871729
-5.49574787,2.41310051,0.86041045,0.00000000,1.65088117,1.15592076,0.02434577,0.54239906
-5.48974487,2.50179778,0.91046375,0.00000000,1.73258907,1.21261592,0.02338698,0.54492882
-5.48374187,2.58783975,0.96038148,0.00000000,1.81285287,1.26879020,0.02240053,0.54631644
-5.47773887,2.67038685,1.00964269,0.00000000,1.89081376,1.32386483,0.02139943,0.54660062
-5.47173587,2.74858258,1.05768322,0.00000000,1.96560550,1.37722043,0.02039574,0.54584746
-5.46573287,2.82157083,1.10390746,0.00000000,2.03637023,1.42821062,0.01940034,0.54414865
-5.45972986,2.88851754,1.14770294,0.00000000,2.10227652,1.47617899,0.01842272,0.54161983
-5.45372686,2.94863634,1.18845739,0.00000000,2.16253940,1.52047882,0.01747089,0.53839883
-5.44772386,3.00121728,1.22557767,0.00000000,2.21644228,1.56049500,0.01655141,0.53464424
-5.44172086,3.04565782,1.25850996,0.00000000,2.26336005,1.59566718,0.01566946,0.53053417
-5.43571786,3.08149449,1.28676027,0.00000000,2.30278270,1.62551332,0.01482901,0.52626525
-5.42971486,3.10843378,1.30991444,0.00000000,2.33433859,1.64965221,0.01403298,0.52205179
-5.42371186,3.12638037,1.32765660,0.00000000,2.35781606,1.66782418,0.01328350,0.51812499
-5.41770885,3.13546091,1.33978515,0.00000000,2.37318240,1.67990847,0.01258210,0.51473200
-5.41170585,3.13604161,1.34622544,0.00000000,2.38059857,1.68593645,0.01192999,0.51213454
-5.40570285,3.12873781,1.34703823,0.00000000,2.38042881,1.68609962,0.01132821,0.51060695
-5.39969985,3.11441440,1.34242352,0.00000000,2.37324366,1.68075174,0.01077784,0.51043329
-5.39369685,3.09417592,1.33271922,0.00000000,2.35981580,1.67040462,0.01028010,0.51190333
-5.38769385,3.06934595,1.31839452,0.00000000,2.34110792,1.65571743,0.00983646,0.51530731
-5.38169085,3.04143585,1.30003814,0.00000000,2.31825254,1.63747964,0.00944862,0.52092923
-5.37568784,3.01210336,1.27834176,0.00000000,2.29252394,1.61658819,0.00911853,0.52903884
-5.36968484,2.98310247,1.25407921,0.00000000,2.26530282,1.59401963,0.00884829,0.53988243
-5.36368184,2.95622607,1.22808223,0.00000000,2.23803479,1.57079825,0.00864003,0.55367258
-5.35767884,2.93324390,1.20121393,0.00000000,2.21218421,1.54796163,0.00849580,0.57057738
-5.35167584,2.91583812,1.17434076,0.00000000,2.18918512,1.52652497,0.00841736,0.59070951
-5.34567284,2.90553963,1.14830449,0.00000000,2.17039130,1.50744572,0.00840603,0.61411587
-5.33966983,2.90366785,1.12389512,0.00000000,2.15702772,1.49159014,0.00846248,0.64076826
-5.33366683,2.91127698,1.10182598,0.00000000,2.15014547,1.47970320,0.00858659,0.67055587
-5.32766383,2.92911134,1.08271197,0.00000000,2.15058232,1.47238312,0.00877730,0.70328014
-5.32166083,2.95757205,1.06705176,0.00000000,2.15893075,1.47006170,0.00903246,0.73865268
-5.31565783,2.99669688,1.05521465,0.00000000,2.17551493,1.47299117,0.00934877,0.77629644
-5.30965483,3.04615429,1.04743248,0.00000000,2.20037786,1.48123825,0.00972173,0.81575071
-5.30365183,3.10525237,1.04379671,0.00000000,2.23327909,1.49468538,0.01014566,0.85647991
-5.29764882,3.17296214,1.04426075,0.00000000,2.27370329,1.51303919,0.01061374,0.89788598
-5.29164582,3.24795456,1.04864711,0.00000000,2.32087918,1.53584559,0.01111808,0.93932434
-5.28564282,3.32864953,1.05665905,0.00000000,2.37380790,1.56251083,0.01164988,0.98012258
-5.27963982,3.41327476,1.06789593,0.00000000,2.43129947,1.59232752,0.01219962,1.01960145
-5.27363682,3.49993198,1.08187169,0.00000000,2.49201572,1.62450435,0.01275720,1.05709715
-5.26763382,3.58666755,1.09803541,0.00000000,2.55451773,1.65819844,0.01331223,1.09198396
-5.26163082,3.67154451,1.11579326,0.00000000,2.61731564,1.69254863,0.01385422,1.12369631
-5.25562781,3.75271294,1.13453093,0.00000000,2.67891890,1.72670878,0.01437285,1.15174912
-5.24962481,3.82847592,1.15363557,0.00000000,2.73788482,1.75987934,0.01485819,1.17575566
-5.24362181,3.89734824,1.17251676,0.00000000,2.79286374,1.79133648,0.01530095,1.19544178
-5.23761881,3.95810603,1.19062560,0.00000000,2.84263914,1.82045739,0.01569268,1.21065625
-5.23161581,4.00982526,1.20747153,0.00000000,2.88616158,1.84674123,0.01602595,1.22137632
-5.22561281,4.05190818,1.22263643,0.00000000,2.92257555,1.86982491,0.01629451,1.22770847
-5.21960980,4.08409704,1.23578572,0.00000000,2.95123867,1.88949349,0.01649343,1.22988437
-5.21360680,4.10647498,1.24667619,0.00000000,2.97173325,1.90568489,0.01661917,1.22825201
-5.20760380,4.11945463,1.25516068,0.00000000,2.98387016,1.91848903,0.01666962,1.22326271
-5.20160080,4.12375537,1.26118943,0.00000000,2.98768562,1.92814164,0.01664413,1.21545442
-5.19559780,4.12037044,1.26480835,0.00000000,2.98343149,1.93501299,0.01654347,1.20543216
-5.18959480,4.11052567,1.26615439,0.00000000,2.97155995,1.93959232,0.01636979,1.19384643
-5.18359180,4.09563162,1.26544819,0.00000000,2.95270343,1.94246842,0.01612649,1.18137055
-5.17758879,4.07723103,1.26298441,0.00000000,2.92765087,1.94430713,0.01581813,1.16867778
-5.17158579,4.05694378,1.25911999,0.00000000,2.89732132,1.94582672,0.01545027,1.15641930
-5.16558279,4.03641123,1.25426083,0.00000000,2.86273586,1.94777180,0.01502935,1.14520364
-5.15957979,4.01724195,1.24884727,0.00000000,2.82498880,1.95088688,0.01456243,1.13557853
-5.15357679,4.00096069,1.24333874,0.00000000,2.78521913,1.95589021,0.01405709,1.12801559
-5.14757379,3.98896215,1.23819830,0.00000000,2.74458292,1.96344895,0.01352121,1.12289842
-5.14157079,3.98247095,1.23387720,0.00000000,2.70422762,1.97415642,0.01296279,1.12051433
-5.13556778,3.98250912,1.23080036,0.00000000,2.66526867,1.98851220,0.01238979,1.12104985
-5.12956478,3.98987174,1.22935285,0.00000000,2.62876910,2.00690563,0.01180998,1.12459005
-5.12356178,4.00511148,1.22986815,0.00000000,2.59572259,2.02960340,0.01123078,1.13112138
-5.11755878,4.02853227,1.23261841,0.00000000,2.56704002,2.05674159,0.01065919,1.14053789
-5.11155578,4.06019179,1.23780703,0.00000000,2.54353984,2.08832226,0.01010165,1.15265028
-5.10555278,4.09991267,1.24556405,0.00000000,2.52594212,2.12421487,0.00956404,1.16719726
-5.09954977,4.14730125,1.25594414,0.00000000,2.51486599,2.16416222,0.00905157,1.18385879
-5.09354677,4.20177310,1.26892751,0.00000000,2.51083000,2.20779071,0.00856885,1.20227035
-5.08754377,4.26258368,1.28442363,0.00000000,2.51425491,2.25462445,0.00811984,1.22203773
-5.08154077,4.32886281,1.30227734,0.00000000,2.52546807,2.30410252,0.00770789,1.24275165
-5.07553777,4.39965099,1.32227733,0.00000000,2.54470846,2.35559862,0.00733581,1.26400159
-5.06953477,4.47393596,1.34416629,0.00000000,2.57213171,2.40844234,0.00700587,1.28538827
-5.06353177,4.55068775,1.36765250,0.00000000,2.60781398,2.46194105,0.00671991,1.30653432
-5.05752876,4.62889050,1.39242203,0.00000000,2.65175410,2.51540155,0.00647933,1.32709286
-5.05152576,4.70756994,1.41815121,0.00000000,2.70387331,2.56815064,0.00628516,1.34675359
-5.04552276,4.78581532,1.44451869,0.00000000,2.76401230,2.61955386,0.00613805,1.36524651
-5.03951976,4.86279517,1.47121653,0.00000000,2.83192544,2.66903170,0.00603833,1.38234316
-5.03351676,4.93776682,1.49796003,0.00000000,2.90727261,2.71607293,0.00598597,1.39785559
-5.02751376,5.01007974,1.52449581,0.00000000,2.98960922,2.76024472,0.00598054,1.41163352
-5.02151076,5.07917343,1.55060790,0.00000000,3.07837540,2.80119941,0.00602122,1.42355987
-5.01550775,5.14457084,1.57612181,0.00000000,3.17288569,2.83867815,0.00610669,1.43354533
-5.00950475,5.20586856,1.60090658,0.00000000,3.27232056,2.87251152,0.00623514,1.44152246
-5.00350175,5.26272527,1.62487478,0.00000000,3.37572145,2.90261755,0.00640416,1.44743978
-4.99749875,5.31484993,1.64798084,0.00000000,3.48199063,2.92899758,0.00661073,1.45125648
-4.99149575,5.36199104,1.67021788,0.00000000,3.58989741,2.95173050,0.00685118,1.45293811
-4.98549275,5.40392834,1.69161344,0.00000000,3.69809139,2.97096569,0.00712118,1.45245356
-4.97948974,5.44046772,1.71222434,0.00000000,3.80512375,2.98691531,0.00741575,1.44977366
-4.97348674,5.47143997,1.73213108,0.00000000,3.90947614,2.99984610,0.00772931,1.44487129
-4.96748374,5.49670352,1.75143211,0.00000000,4.00959718,3.01007103,0.00805576,1.43772315
-4.96148074,5.51615079,1.77023808,0.00000000,4.10394506,3.01794102,0.00838860,1.42831284
-4.95547774,5.52971750,1.78866641,0.00000000,4.19103493,3.02383665,0.00872104,1.41663488
-4.94947474,5.53739403,1.80683622,0.00000000,4.26948887,3.02815992,0.00904619,1.40269952
-4.94347174,5.53923740,1.82486373,0.00000000,4.33808611,3.03132605,0.00935725,1.38653753
-4.93746873,5.53538270,1.84285817,0.00000000,4.39581088,3.03375505,0.00964770,1.36820478
-4.93146573,5.52605261,1.86091817,0.00000000,4.44189531,3.03586321,0.00991148,1.34778600
-4.92546273,5.51156369,1.87912862,0.00000000,4.47585506,3.03805433,0.01014324,1.32539738
-4.91945973,5.49232875,1.89755813,0.00000000,4.49751543,3.04071086,0.01033844,1.30118769
-4.91345673,5.46885454,1.91625684,0.00000000,4.50702657,3.04418507,0.01049362,1.27533781
-4.90745373,5.44173464,1.93525488,0.00000000,4.50486665,3.04879050,0.01060642,1.24805856
-4.90145073,5.41163782,1.95456139,0.00000000,4.49183272,3.05479412,0.01067576,1.21958694
-4.89544772,5.37929241,1.97416424,0.00000000,4.46901967,3.06240954,0.01070186,1.19018107
-4.88944472,5.34546782,1.99403050,0.00000000,4.43778822,3.07179179,0.01068626,1.16011410
-4.88344172,5.31095415,2.01410787,0.00000000,4.39972361,3.08303405,0.01063184,1.12966747
-4.87743872,5.27654148,2.03432693,0.00000000,4.35658684,3.09616677,0.01054270,1.09912412
-4.87143572,5.24300006,2.05460449,0.00000000,4.31026107,3.11115935,0.01042416,1.06876190
-4.86543272,5.21106257,2.07484778,0.00000000,4.26269535,3.12792463,0.01028255,1.03884776
-4.85942971,5.18140964,2.09495943,0.00000000,4.21584825,3.14632594,0.01012517,1.00963303
-4.85342671,5.15465897,2.11484317,0.00000000,4.17163359,3.16618658,0.00996007,0.98134997
-4.84742371,5.13135872,2.13440966,0.00000000,4.13187026,3.18730119,0.00979593,0.95420976
-4.84142071,5.11198473,2.15358246,0.00000000,4.09823751,3.20944838,0.00964188,0.92840200
-4.83541771,5.09694130,2.17230341,0.00000000,4.07223687,3.23240373,0.00950730,0.90409544
-4.82941471,5.08656453,2.19053715,0.00000000,4.05516129,3.25595244,0.00940170,0.88143977
-4.82341171,5.08112737,2.20827431,0.00000000,4.04807159,3.27990058,0.00933449,0.86056822
-4.81740870,5.08084497,2.22553294,0.00000000,4.05178002,3.30408407,0.00931484,0.84160039
-4.81140570,5.08587930,2.24235800,0.00000000,4.06684048,3.32837477,0.00935149,0.82464499
-4.80540270,5.09634188,2.25881848,0.00000000,4.09354452,3.35268298,0.00945256,0.80980219
-4.79939970,5.11229383,2.27500246,0.00000000,4.13192260,3.37695603,0.00962536,0.79716496
-4.79339670,5.13374262,2.29100986,0.00000000,4.18174962,3.40117304,0.00987625,0.78681939
-4.78739370,5.16063561,2.30694347,0.00000000,4.24255427,3.42533589,0.01021035,0.77884368
-4.78139070,5.19285042,2.32289853,0.00000000,4.31363150,3.44945720,0.01063146,0.77330577
-4.77538769,5.23018300,2.33895156,0.00000000,4.39405805,3.47354582,0.01114177,0.77025977
-4.76938469,5.27233441,2.35514902,0.00000000,4.48271063,3.49759113,0.01174174,0.76974137
-4.76338169,5.31889775,2.37149671,0.00000000,4.57828697,3.52154711,0.01242992,0.77176245
-4.75737869,5.36934645,2.38795053,0.00000000,4.67932976,3.54531752,0.01320280,0.77630555
-4.75137569,5.42302590,2.40440940,0.00000000,4.78425345,3.56874334,0.01405473,0.78331837
-4.74537269,5.47914942,2.42071094,0.00000000,4.89137414,3.59159367,0.01497786,0.79270899
-4.73936968,5.53679998,2.43663034,0.00000000,4.99894223,3.61356071,0.01596213,0.80434216
-4.73336668,5.59493856,2.45188266,0.00000000,5.10517765,3.63425983,0.01699534,0.81803716
-4.72736368,5.65241929,2.46612872,0.00000000,5.20830691,3.65323464,0.01806332,0.83356738
-4.72136068,5.70801153,2.47898420,0.00000000,5.30660127,3.66996724,0.01915010,0.85066202
-4.71535768,5.76042808,2.49003172,0.00000000,5.39841477,3.68389313,0.02023821,0.86900982
-4.70935468,5.80835846,2.49883510,0.00000000,5.48222092,3.69442003,0.02130906,0.88826483
-4.70335168,5.85050571,2.50495514,0.00000000,5.55664654,3.70094954,0.02234335,0.90805398
-4.69734867,5.88562487,2.50796601,0.00000000,5.62050129,3.70290048,0.02332156,0.92798616
-4.69134567,5.91256106,2.50747120,0.00000000,5.67280150,3.69973231,0.02422443,0.94766240
-4.68534267,5.93028502,2.50311827,0.00000000,5.71278712,3.69096752,0.02503356,0.96668659
-4.67933967,5.93792434,2.49461143,0.00000000,5.73993084,3.67621135,0.02573190,0.98467629
-4.67333667,5.93478835,2.48172141,0.00000000,5.75393889,3.65516784,0.02630429,1.00127306
-4.66733367,5.92038564,2.46429197,0.00000000,5.75474354,3.62765138,0.02673794,1.01615191
-4.66133067,5.89443326,2.44224299,0.00000000,5.74248748,3.59359289,0.02702284,1.02902932
-4.65532766,5.85685723,2.41556998,0.00000000,5.71750130,3.55304078,0.02715213,1.03966961
-4.64932466,5.80778484,2.38434035,0.00000000,5.68027507,3.50615652,0.02712232,1.04788942
-4.64332166,5.74752942,2.34868689,0.00000000,5.63142594,3.45320548,0.02693346,1.05356020
-4.63731866,5.67656888,2.30879907,0.00000000,5.57166348,3.39454391,0.02658915,1.05660875
-4.63131566,5.59551987,2.26491292,0.00000000,5.50175490,3.33060290,0.02609652,1.05701598
-4.62531266,5.50510912,2.21730039,0.00000000,5.42249212,3.26187077,0.02546601,1.05481405
-4.61930965,5.40614433,2.16625892,0.00000000,5.33466252,3.18887500,0.02471114,1.05008234
-4.61330665,5.29948627,2.11210197,0.00000000,5.23902480,3.11216499,0.02384814,1.04294251
-4.60730365,5.18602389,2.05515121,0.00000000,5.13629139,3.03229674,0.02289553,1.03355297
-4.60130065,5.06665377,1.99573072,0.00000000,5.02711764,2.94982033,0.02187367,1.02210328
-4.59529765,4.94226497,1.93416344,0.00000000,4.91209844,2.86527082,0.02080424,1.00880868
-4.58929465,4.81372956,1.87076996,0.00000000,4.79177147,2.77916284,0.01970975,0.99390495
-4.58329165,4.68189889,1.80586937,0.00000000,4.66662662,2.69198895,0.01861300,0.97764391
-4.57728864,4.54760502,1.73978187,0.00000000,4.53712012,2.60422125,0.01753665,0.96028947
-4.57128564,4.41166634,1.67283262,0.00000000,4.40369202,2.51631594,0.01650271,0.94211432
-4.56528264,4.27489614,1.60535614,0.00000000,4.26678523,2.42871974,0.01553213,0.92339716
-4.55927964,4.13811257,1.53770071,0.00000000,4.12686438,2.34187747,0.01464445,0.90442025
-4.55327664,4.00214844,1.47023210,0.00000000,3.98443296,2.25623969,0.01385745,0.88546710
-4.54727364,3.86785936,1.40333597,0.00000000,3.84004700,2.17226951,0.01318687,0.86682014
-4.54127064,3.73612889,1.33741867,0.00000000,3.69432449,2.09044764,0.01264616,0.84875812
-4.53526763,3.60786958,1.27290592,0.00000000,3.54794933,2.01127513,0.01224632,0.83155304
-4.52926463,3.48401931,1.21023933,0.00000000,3.40166980,1.93527323,0.01199565,0.81546660
-4.52326163,3.36553264,1.14987073,0.00000000,3.25629124,1.86298011,0.01189970,0.80074606
-4.51725863,3.25336728,1.09225461,0.00000000,3.11266362,1.79494464,0.01196108,0.78761959
-4.51125563,3.14846632,1.03783871,0.00000000,2.97166462,1.73171726,0.01217944,0.77629134
-4.50525263,3.05173710,0.98705353,0.00000000,2.83417940,1.67383853,0.01255135,0.76693631
-4.49924962,2.96402797,0.94030102,0.00000000,2.70107820,1.62182600,0.01307034,0.75969547
-4.49324662,2.88610426,0.89794312,0.00000000,2.57319317,1.57615999,0.01372689,0.75467135
-4.48724362,2.81862492,0.86029069,0.00000000,2.45129580,1.53726927,0.01450850,0.75192456
-4.48124062,2.76212134,0.82759336,0.00000000,2.33607607,1.50551714,0.01539983,0.75147145
-4.47523762,2.71697938,0.80003070,0.00000000,2.22812458,1.48118891,0.01638286,0.75328334
-4.46923462,2.68342592,0.77770523,0.00000000,2.12791831,1.46448112,0.01743721,0.75728742
-4.46323162,2.66152040,0.76063743,0.00000000,2.03581068,1.45549313,0.01854044,0.76336942
-4.45722861,2.65115192,0.74876303,0.00000000,1.95202617,1.45422134,0.01966849,0.77137817
-4.45122561,2.65204180,0.74193260,0.00000000,1.87665947,1.46055615,0.02079617,0.78113173
-4.44522261,2.66375139,0.73991348,0.00000000,1.80967887,1.47428172,0.02189773,0.79242500
-4.43921961,2.68569446,0.74239391,0.00000000,1.75093349,1.49507829,0.02294749,0.80503827
-4.43321661,2.71715334,0.74898924,0.00000000,1.70016363,1.52252690,0.02392044,0.81874643
-4.42721361,2.75729774,0.75924996,0.00000000,1.65701348,1.55611614,0.02479295,0.83332809
-4.42121061,2.80520530,0.77267131,0.00000000,1.62104552,1.59525053,0.02554341,0.84857437
-4.41520760,2.85988262,0.78870412,0.00000000,1.59175558,1.63926021,0.02615283,0.86429646
-4.40920460,2.92028582,0.80676671,0.00000000,1.56858816,1.68741154,0.02660539,0.88033181
-4.40320160,2.98533989,0.82625732,0.00000000,1.55095113,1.73891836,0.02688887,0.89654833
-4.39719860,3.05395597,0.84656698,0.00000000,1.53822947,1.79295354,0.02699505,0.91284644
-4.39119560,3.12504634,0.86709233,0.00000000,1.52979761,1.84866082,0.02691986,0.92915877
-4.38519260,3.19753685,0.88724820,0.00000000,1.52503022,1.90516665,0.02666346,0.94544755
-4.37918959,3.27037686,0.90647963,0.00000000,1.52331138,1.96159203,0.02623022,0.96169990
-4.37318659,3.34254695,0.92427304,0.00000000,1.52404209,2.01706436,0.02562844,0.97792113
-4.36718359,3.41306483,0.94016631,0.00000000,1.52664631,2.07072918,0.02487002,0.99412680
-4.36118059,3.48098992,0.95375752,0.00000000,1.53057566,2.12176187,0.02397004,1.01033369
-4.35517759,3.54542713,0.96471220,0.00000000,1.53531303,2.16937915,0.02294614,1.02655054
-4.34917459,3.60553043,0.97276883,0.00000000,1.54037528,2.21285044,0.02181796,1.04276901
-4.34317159,3.66050663,0.97774252,0.00000000,1.54531523,2.25150871,0.02060642,1.05895551
-4.33716858,3.70961970,0.97952674,0.00000000,1.54972321,2.28476091,0.01933310,1.07504438
-4.33116558,3.75219589,0.97809305,0.00000000,1.55322821,2.31209747,0.01801954,1.09093291
-4.32516258,3.78762973,0.97348897,0.00000000,1.55549875,2.33310077,0.01668666,1.10647869
-4.31915958,3.81539078,0.96583387,0.00000000,1.55624370,2.34745225,0.01535419,1.12149919
-4.31315658,3.83503111,0.95531317,0.00000000,1.55521283,2.35493793,0.01404025,1.13577408
-4.30715358,3.84619306,0.94217108,0.00000000,1.55219750,2.35545196,0.01276092,1.14904993
