energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.79589795,4.02689688,0.05147579,0.17852590,1.82224007,1.48403364,0.03448221,2.57463873,0.23150941,0.18026277
-5.78989495,4.04122673,0.05349878,0.17496139,1.79812172,1.47637218,0.03742506,2.56655424,0.22262234,0.17759770
-5.78389195,4.05805145,0.05541986,0.17250102,1.77701630,1.46859910,0.04047760,2.55971528,0.21457026,0.17556697
-5.77788894,4.07755854,0.05721103,0.17111923,1.75935790,1.46120099,0.04362279,2.55455860,0.20732253,0.17411824
-5.77188594,4.09980464,0.05884691,0.17077664,1.74547223,1.45461336,0.04684128,2.55142490,0.20084640,0.17319222
-5.76588294,4.12471561,0.06030531,0.17142329,1.73557353,1.44920647,0.05011133,2.55055133,0.19511381,0.17272626
-5.75987994,4.15209320,0.06156778,0.17300194,1.72976633,1.44527471,0.05340875,2.55206939,0.19010799,0.17265770
-5.75387694,4.18162788,0.06261986,0.17545138,1.72805138,1.44302990,0.05670689,2.55600809,0.18582973,0.17292700
-5.74787394,4.21291679,0.06345121,0.17870975,1.73033559,1.44259827,0.05997673,2.56230188,0.18230288,0.17348051
-5.74187094,4.24548605,0.06405553,0.18271749,1.73644501,1.44402121,0.06318706,2.57080250,0.17957897,0.17427283
-5.73586793,4.27881623,0.06443034,0.18742030,1.74614029,1.44725950,0.06630478,2.58129420,0.17774071,0.17526869
-5.72986493,4.31236987,0.06457660,0.19277167,1.75913379,1.45220047,0.06929532,2.59351118,0.17690421,0.17644446
-5.72386193,4.34561995,0.06449831,0.19873524,1.77510731,1.45866788,0.07212323,2.60715651,0.17721985,0.17778919
-5.71785893,4.37807811,0.06420193,0.20528676,1.79372987,1.46643378,0.07475285,2.62192137,0.17887178,0.17930537
-5.71185593,4.40932150,0.06369598,0.21241577,1.81467442,1.47523181,0.07714916,2.63750384,0.18207584,0.18100930
-5.70585293,4.43901714,0.06299044,0.22012683,1.83763281,1.48477144,0.07927875,2.65362622,0.18707610,0.18293123
-5.69984992,4.46694285,0.06209642,0.22844040,1.86232843,1.49475230,0.08111082,2.67005008,0.19413994,0.18511526
-5.69384692,4.49300361,0.06102576,0.23739308,1.88852567,1.50487827,0.08261827,2.68658845,0.20355170,0.18761901
-5.68784392,4.51724272,0.05979084,0.24703737,1.91603604,1.51487052,0.08377881,2.70311436,0.21560506,0.19051305
-5.68184092,4.53984687,0.05840437,0.25744071,1.94472044,1.52447918,0.08457599,2.71956557,0.23059415,0.19388002
-5.67583792,4.56114471,0.05687942,0.26868378,1.97448755,1.53349300,0.08500013,2.73594498,0.24880375,0.19781350
-5.66983492,4.58159850,0.05522941,0.28085807,2.00528840,1.54174682,0.08504913,2.75231688,0.27049848,0.20241647
-5.66383192,4.60178892,0.05346823,0.29406254,2.03710740,1.54912651,0.08472903,2.76879902,0.29591153,0.20779927
-5.65782891,4.62239310,0.05161033,0.30839951,2.06995024,1.55557120,0.08405441,2.78555089,0.32523301,0.21407719
-5.65182591,4.64415661,0.04967094,0.32396984,2.10382934,1.56107290,0.08304836,2.80275875,0.35859841,0.22136735
-5.64582291,4.66786004,0.04766611,0.34086735,2.13874768,1.56567342,0.08174230,2.82061807,0.39607749,0.22978517
-5.63981991,4.69428160,0.04561279,0.35917286,2.17468183,1.56945903,0.08017540,2.83931436,0.43766406,0.23944026
-5.63381691,4.72415705,0.04352887,0.37894786,2.21156533,1.57255294,0.07839371,2.85900323,0.48326712,0.25043175
-5.62781391,4.75813866,0.04143308,0.40022823,2.24927339,1.57510627,0.07644899,2.87979089,0.53270386,0.26284342
-5.62181091,4.79675521,0.03934484,0.42301820,2.28760988,1.57728771,0.07439735,2.90171605,0.58569488,0.27673847
-5.61580790,4.84037475,0.03728403,0.44728487,2.32629765,1.57927271,0.07229763,2.92473447,0.64186218,0.29215439
-5.60980490,4.88917231,0.03527070,0.47295376,2.36497294,1.58123243,0.07020965,2.94870691,0.70073015,0.30909796
-5.60380190,4.94310411,0.03332470,0.49990546,2.40318442,1.58332333,0.06819245,2.97339145,0.76172987,0.32754082
-5.59779890,5.00189002,0.03146535,0.52797385,2.44039725,1.58567761,0.06630250,2.99844079,0.82420686,0.34741576
-5.59179590,5.06500548,0.02971105,0.55694608,2.47600233,1.58839516,0.06459196,3.02340481,0.88743222,0.36861402
-5.58579290,5.13168372,0.02807891,0.58656436,2.50933039,1.59153731,0.06310714,3.04773866,0.95061720,0.39098391
-5.57978989,5.20092879,0.02658452,0.61652987,2.53967062,1.59512274,0.06188718,3.07081608,1.01293053,0.41433092
-5.57378689,5.27153923,0.02524168,0.64650846,2.56629302,1.59912568,0.06096298,3.09194762,1.07351856,0.43841946
-5.56778389,5.34214196,0.02406226,0.67613837,2.58847359,1.60347657,0.06035648,3.11040311,1.13152710,0.46297648
-5.56178089,5.41123538,0.02305620,0.70503951,2.60552125,1.60806507,0.06008025,3.12543744,1.18612464,0.48769669
-5.55577789,5.47724015,0.02223158,0.73282420,2.61680531,1.61274552,0.06013749,3.13631860,1.23652594,0.51224971
-5.54977489,5.53855595,0.02159471,0.75910880,2.62178226,1.61734435,0.06052236,3.14235698,1.28201521,0.53628861
-5.54377189,5.59362214,0.02115045,0.78352606,2.62002072,1.62166948,0.06122068,3.14293459,1.32196790,0.55945987
-5.53776888,5.64097994,0.02090247,0.80573743,2.61122338,1.62552108,0.06221094,3.13753310,1.35587044,0.58141430
-5.53176588,5.67933375,0.02085360,0.82544504,2.59524505,1.62870343,0.06346554,3.12575950,1.38333684,0.60181854
-5.52576288,5.70760917,0.02100619,0.84240271,2.57210606,1.63103728,0.06495229,3.10736848,1.40412175,0.62036666
-5.51975988,5.72500525,0.02136245,0.85642560,2.54200034,1.63237223,0.06663600,3.08228049,1.41812921,0.63679144
-5.51375688,5.73103892,0.02192472,0.86739787,2.50529809,1.63259859,0.06848010,3.05059488,1.42541671,0.65087470
-5.50775388,5.72557926,0.02269569,0.87527824,2.46254272,1.63165798,0.07044837,3.01259757,1.42619448,0.66245631
-5.50175088,5.70887029,0.02367848,0.88010286,2.41444226,1.62955229,0.07250635,2.96876283,1.42081975,0.67144130
-5.49574787,5.68154067,0.02487665,0.88198547,2.36185574,1.62635037,0.07462277,2.91974912,1.40978632,0.67780480
-5.48974487,5.64459969,0.02629398,0.88111466,2.30577469,1.62219195,0.07677064,2.86638896,1.39370969,0.68159437
-5.48374187,5.59941897,0.02793418,0.87774837,2.24730072,1.61728844,0.07892801,2.80967317,1.37330836,0.68292962
-5.47773887,5.54770029,0.02980043,0.87220557,2.18761970,1.61192039,0.08107846,2.75072970,1.34938187,0.68199909
-5.47173587,5.49143001,0.03189480,0.86485567,2.12797340,1.60643135,0.08321121,2.69079784,1.32278643,0.67905424
-5.46573287,5.43282162,0.03421750,0.85610579,2.06962947,1.60121841,0.08532081,2.63119832,1.29440906,0.67440099
-5.45972986,5.37424805,0.03676619,0.84638653,2.01385048,1.59671942,0.08740660,2.57330025,1.26514113,0.66838896
-5.45372686,5.31816612,0.03953512,0.83613678,1.96186303,1.59339742,0.08947173,2.51848575,1.23585232,0.66139886
-5.44772386,5.26703566,0.04251437,0.82578808,1.91482758,1.59172287,0.09152205,2.46811337,1.20736580,0.65382867
-5.44172086,5.22323653,0.04568910,0.81574939,1.87380985,1.59215437,0.09356478,2.42348130,1.18043565,0.64607895
-5.43571786,5.18898636,0.04903900,0.80639266,1.83975451,1.59511876,0.09560708,2.38579136,1.15572720,0.63853819
-5.42971486,5.16626247,0.05253782,0.79804007,1.81346165,1.60099148,0.09765463,2.35611505,1.13380093,0.63156864
-5.42371186,5.15673085,0.05615318,0.79095323,1.79556683,1.61007819,0.09971033,2.33536248,1.11510036,0.62549323
-5.41770885,5.16168511,0.05984660,0.78532508,1.78652493,1.62259858,0.10177315,2.32425518,1.09994429,0.62058427
-5.41170585,5.18199787,0.06357382,0.78127453,1.78659835,1.63867311,0.10383721,2.32330364,1.08852357,0.61705422
-5.40570285,5.21808633,0.06728542,0.77884432,1.79584971,1.65831355,0.10589126,2.33279026,1.08090207,0.61504901
-5.39969985,5.26989364,0.07092775,0.77800195,1.81413939,1.68141768,0.10791838,2.35275821,1.07702195,0.61464412
-5.39369685,5.33688654,0.07444409,0.77864374,1.84112768,1.70776862,0.10989624,2.38300656,1.07671258,0.61584351
-5.38769385,5.41806933,0.07777604,0.78060169,1.87628183,1.73703870,0.11179752,2.42309189,1.07970265,0.61858139
-5.38169085,5.51201352,0.08086519,0.78365283,1.91888757,1.76879798,0.11359086,2.47233632,1.08563490,0.62272673
-5.37568784,5.61690187,0.08365482,0.78753058,1.96806498,1.80252679,0.11524204,2.52984181,1.09408272,0.62809018
-5.36968484,5.73058500,0.08609168,0.79193753,2.02278831,1.83763191,0.11671534,2.59451026,1.10456778,0.63443302
-5.36368184,5.85064818,0.08812776,0.79655903,2.08190925,1.87346564,0.11797513,2.66506901,1.11657825,0.64147790
-5.35767884,5.97448574,0.08972195,0.80107706,2.14418319,1.90934679,0.11898752,2.74010098,1.12958660,0.64892055
-5.35167584,6.09938034,0.09084151,0.80518351,2.20829771,1.94458286,0.11972195,2.81807868,1.14306657,0.65644223
-5.34567284,6.22258392,0.09146329,0.80859256,2.27290276,1.97849226,0.12015269,2.89740115,1.15650872,0.66372229
-5.33966983,6.34139771,0.09157460,0.81105146,2.33664171,2.01042583,0.12026011,2.97643286,1.16943415,0.67045022
-5.33366683,6.45324832,0.09117380,0.81234936,2.39818244,2.03978665,0.12003174,3.05354355,1.18140605,0.67633696
-5.32766383,6.55575762,0.09027041,0.81232385,2.45624773,2.06604750,0.11946297,3.12714776,1.19203896,0.68112482
-5.32166083,6.64680393,0.08888489,0.81086509,2.50964411,2.08876519,0.11855740,3.19574316,1.20100557,0.68459582
-5.31565783,6.72457307,0.08704799,0.80791733,2.55728834,2.10759157,0.11732681,3.25794625,1.20804119,0.68657820
-5.30965483,6.78759761,0.08479976,0.80347805,2.59823079,2.12228054,0.11579080,3.31252474,1.21294594,0.68695081
-5.30365183,6.83478353,0.08218827,0.79759478,2.63167501,2.13269125,0.11397606,3.35842521,1.21558478,0.68564544
-5.29764882,6.86542383,0.07926802,0.79035992,2.65699292,2.13878738,0.11191539,3.39479555,1.21588582,0.68264701
-5.29164582,6.87919920,0.07609819,0.78190388,2.67373503,2.14063262,0.10964638,3.42100111,1.21383684,0.67799184
-5.28564282,6.87616598,0.07274083,0.77238699,2.68163557,2.13838280,0.10721004,3.43663432,1.20948063,0.67176400
-5.27963982,6.85673264,0.06925893,0.76199063,2.68061221,2.13227508,0.10464926,3.44151722,1.20290921,0.66409006
-5.27363682,6.82162580,0.06571460,0.75090799,2.67076043,2.12261461,0.10200726,3.43569707,1.19425722,0.65513262
-5.26763382,6.77184745,0.06216740,0.73933493,2.65234290,2.10975946,0.09932605,3.41943499,1.18369487,0.64508277
-5.26163082,6.70862542,0.05867272,0.72746137,2.62577417,2.09410430,0.09664510,3.39318834,1.17142040,0.63415187
-5.25562781,6.63335882,0.05528054,0.71546353,2.59160132,2.07606358,0.09400007,3.35758740,1.15765254,0.62256305
-5.24962481,6.54756094,0.05203436,0.70349733,2.55048143,2.05605481,0.09142179,3.31340737,1.14262295,0.61054274
-5.24362181,6.45280156,0.04897044,0.69169315,2.50315667,2.03448265,0.08893557,3.26153685,1.12656873,0.59831247
-5.23761881,6.35065095,0.04611738,0.68015206,2.45042801,2.01172420,0.08656063,3.20294409,1.10972540,0.58608129
-5.23161581,6.24262735,0.04349587,0.66894367,2.39312868,1.98811611,0.08430990,3.13864225,1.09232009,0.57403904
-5.22561281,6.13014990,0.04111889,0.65810540,2.33209821,1.96394392,0.08219009,3.06965529,1.07456536,0.56235056
-5.21960980,6.01449820,0.03899195,0.64764326,2.26815817,1.93943378,0.08020191,2.99698548,1.05665345,0.55115115
-5.21360680,5.89677989,0.03711369,0.63753381,2.20209031,1.91474682,0.07834061,2.92158402,1.03875133,0.54054321
-5.20760380,5.77790679,0.03547660,0.62772719,2.13461789,1.88997629,0.07659661,2.84432558,1.02099641,0.53059412
-5.20160080,5.65858015,0.03406778,0.61815106,2.06639060,1.86514737,0.07495631,2.76598760,1.00349306,0.52133547
-5.19559780,5.53928486,0.03286992,0.60871503,1.99797353,1.84021955,0.07340295,2.68723500,0.98631015,0.51276348
-5.18959480,5.42029248,0.03186223,0.59931543,1.92984019,1.81509139,0.07191756,2.60861036,0.96947947,0.50484050
-5.18359180,5.30167233,0.03102134,0.58984034,1.86236961,1.78960751,0.07047989,2.53052985,0.95299533,0.49749765
-5.17758879,5.18330989,0.03032228,0.58017436,1.79584727,1.76356722,0.06906927,2.45328450,0.93681526,0.49063832
-5.17158579,5.06493140,0.02973933,0.57020329,1.73046947,1.73673482,0.06766552,2.37704640,0.92086190,0.48414247
-5.16558279,4.94613347,0.02924678,0.55981838,1.66635065,1.70885092,0.06624964,2.30187935,0.90502618,0.47787160
-5.15957979,4.82641654,0.02881969,0.54892016,1.60353313,1.67964452,0.06480453,2.22775308,0.88917156,0.47167411
-5.15357679,4.70522080,0.02843448,0.53742179,1.54199870,1.64884552,0.06331552,2.15456019,0.87313949,0.46539107
-5.14757379,4.58196335,0.02806947,0.52525189,1.48168131,1.61619725,0.06177082,2.08213511,0.85675586,0.45886214
-5.14157079,4.45607541,0.02770532,0.51235688,1.42248046,1.58146866,0.06016193,2.01027399,0.83983826,0.45193144
-5.13556778,4.32703838,0.02732535,0.49870289,1.36427449,1.54446592,0.05848382,1.93875481,0.82220386,0.44445329
-5.12956478,4.19441767,0.02691586,0.48427714,1.30693356,1.50504305,0.05673520,1.86735686,0.80367762,0.43629764
-5.12356178,4.05789343,0.02646631,0.46908907,1.25033160,1.46311135,0.05491855,1.79587893,0.78410053,0.42735497
-5.11755878,3.91728717,0.02596942,0.45317093,1.19435707,1.41864732,0.05304025,1.72415558,0.76333759,0.41754060
-5.11155578,3.77258374,0.02542127,0.43657816,1.13892220,1.37169893,0.05111052,1.65207100,0.74128503,0.40679821
-5.10555278,3.62394787,0.02482134,0.41938930,1.08397048,1.32238991,0.04914340,1.57957011,0.71787667,0.39510253
-5.09954977,3.47173491,0.02417240,0.40170565,1.02948228,1.27092209,0.04715666,1.50666665,0.69308896,0.38246098
-5.09354677,3.31649550,0.02348047,0.38365042,0.97547857,1.21757549,0.04517170,1.43344806,0.66694444,0.36891437
-5.08754377,3.15897388,0.02275469,0.36536763,0.92202272,1.16270632,0.04321333,1.36007726,0.63951352,0.35453651
-5.08154077,3.00009998,0.02200708,0.34702045,0.86922044,1.10674272,0.04130963,1.28679115,0.61091451,0.33943270
-5.07553777,2.84097549,0.02125234,0.32878913,0.81721789,1.05017845,0.03949158,1.21389638,0.58131166,0.32373738
-5.06953477,2.68285408,0.02050755,0.31086850,0.76619833,0.99356456,0.03779279,1.14176222,0.55091156,0.30761068
-5.06353177,2.52711661,0.01979183,0.29346486,0.71637716,0.93749940,0.03624906,1.07081122,0.51995782,0.29123430
-5.05752876,2.37524170,0.01912595,0.27679255,0.66799590,0.88261699,0.03489783,1.00150784,0.48872446,0.27480670
-5.05152576,2.22877269,0.01853190,0.26106996,0.62131513,0.82957432,0.03377762,0.93434548,0.45750812,0.25853776
-5.04552276,2.08928166,0.01803237,0.24651519,0.57660673,0.77903766,0.03292726,0.86983252,0.42661957,0.24264321
-5.03951976,1.95833181,0.01765028,0.23334132,0.53414567,0.73166845,0.03238512,0.80847768,0.39637479,0.22733889
-5.03351676,1.83743884,0.01740820,0.22175150,0.49420164,0.68810897,0.03218813,0.75077521,0.36708604,0.21283511
-5.02751376,1.72803264,0.01732772,0.21193383,0.45703072,0.64896825,0.03237081,0.69719044,0.33905328,0.19933123
-5.02151076,1.63142012,0.01742892,0.20405617,0.42286741,0.61480853,0.03296413,0.64814599,0.31255614,0.18701074
-5.01550775,1.54875029,0.01772969,0.19826111,0.39191720,0.58613259,0.03399437,0.60400911,0.28784689,0.17603674
-5.00950475,1.48098228,0.01824513,0.19466108,0.36434990,0.56337217,0.03548194,0.56508042,0.26514449,0.16654818
-5.00350175,1.42885736,0.01898699,0.19333396,0.34029384,0.54687794,0.03744022,0.53158444,0.24462986,0.15865686
-4.99749875,1.39287550,0.01996312,0.19431906,0.31983120,0.53691096,0.03987443,0.50366198,0.22644255,0.15244510
-4.99149575,1.37327720,0.02117695,0.19761398,0.30299446,0.53363599,0.04278065,0.48136471,0.21067873,0.14796438
-4.98549275,1.37003113,0.02262709,0.20317214,0.28976413,0.53711680,0.04614499,0.46465196,0.19739052,0.14523470
-4.97948974,1.38282802,0.02430701,0.21090145,0.28006775,0.54731347,0.04994294,0.45338986,0.18658652,0.14424481
-4.97348674,1.41108097,0.02620485,0.22066405,0.27378019,0.56408184,0.05413901,0.44735279,0.17823354,0.14495318
-4.96748374,1.45393261,0.02830334,0.23227731,0.27072529,0.58717512,0.05868671,0.44622718,0.17225921,0.14728970
-4.96148074,1.51026882,0.03057987,0.24551610,0.27067871,0.61624761,0.06352886,0.44961754,0.16855545,0.15115800
-4.95547774,1.57873913,0.03300672,0.26011653,0.27337197,0.65086060,0.06859822,0.45705455,0.16698259,0.15643831
-4.94947474,1.65778333,0.03555148,0.27578089,0.27849765,0.69049012,0.07381864,0.46800515,0.16737396,0.16299088
-4.94347174,1.74566368,0.03817757,0.29218399,0.28571550,0.73453664,0.07910645,0.48188432,0.16954078,0.17065959
-4.93746873,1.84050215,0.04084498,0.30898056,0.29465944,0.78233629,0.08437233,0.49806821,0.17327721,0.17927595
-4.93146573,1.94032164,0.04351112,0.32581366,0.30494520,0.83317348,0.08952336,0.51590840,0.17836550,0.18866311
-4.92546273,2.04308997,0.04613176,0.34232377,0.31617844,0.88629449,0.09446549,0.53474687,0.18458094,0.19863993
-4.91945973,2.14676548,0.04866213,0.35815830,0.32796316,0.94092178,0.09910601,0.55393114,0.19169667,0.20902489
-4.91345673,2.24934271,0.05105799,0.37298118,0.33991015,0.99626847,0.10335617,0.57282941,0.19948816,0.21963975
-4.90745373,2.34889675,0.05327682,0.38648219,0.35164519,1.05155280,0.10713384,0.59084485,0.20773734,0.23031291
-4.90145073,2.44362470,0.05527890,0.39838557,0.36281688,1.10601191,0.11036588,0.60742898,0.21623620,0.24088222
-4.89544772,2.53188301,0.05702838,0.40845765,0.37310378,1.15891474,0.11299042,0.62209338,0.22478997,0.25119739
-4.88944472,2.61221924,0.05849424,0.41651317,0.38222065,1.20957372,0.11495871,0.63441961,0.23321968,0.26112180
-4.88344172,2.68339743,0.05965111,0.42241995,0.38992365,1.25735475,0.11623660,0.64406676,0.24136418,0.27053366
-4.87743872,2.74441625,0.06047990,0.42610173,0.39601429,1.30168555,0.11680547,0.65077671,0.24908158,0.27932676
-4.87143572,2.79451953,0.06096832,0.42753912,0.40034213,1.34206208,0.11666272,0.65437660,0.25625014,0.28741051
-4.86543272,2.83319908,0.06111108,0.42676850,0.40280598,1.37805305,0.11582163,0.65477878,0.26276853,0.29470971
-4.85942971,2.86019019,0.06090994,0.42387911,0.40335381,1.40930256,0.11431071,0.65197818,0.26855568,0.30116379
-4.85342671,2.87546025,0.06037354,0.41900826,0.40198132,1.43553103,0.11217255,0.64604727,0.27355018,0.30672595
-4.84742371,2.87919149,0.05951703,0.41233510,0.39872916,1.45653457,0.10946217,0.63712897,0.27770918,0.31136197
-4.84142071,2.87175890,0.05836149,0.40407311,0.39367921,1.47218308,0.10624507,0.62542774,0.28100711,0.31504920
-4.83541771,2.85370454,0.05693319,0.39446169,0.38694980,1.48241722,0.10259490,0.61119945,0.28343412,0.31777542
-4.82941471,2.82570954,0.05526273,0.38375729,0.37869029,1.48724464,0.09859099,0.59474028,0.28499431,0.31953796
-4.82341171,2.78856513,0.05338410,0.37222434,0.36907510,1.48673563,0.09431585,0.57637529,0.28570391,0.32034301
-4.81740870,2.74314381,0.05133368,0.36012654,0.35829750,1.48101837,0.08985258,0.55644694,0.28558948,0.32020509
-4.81140570,2.69037170,0.04914912,0.34771860,0.34656330,1.47027394,0.08528252,0.53530416,0.28468603,0.31914682
-4.80540270,2.63120293,0.04686842,0.33523896,0.33408470,1.45473129,0.08068299,0.51329219,0.28303531,0.31719882
-4.79939970,2.56659673,0.04452888,0.32290359,0.32107443,1.43466195,0.07612546,0.49074351,0.28068415,0.31439973
-4.79339670,2.49749740,0.04216621,0.31090105,0.30774032,1.41037487,0.07167390,0.46797015,0.27768296,0.31079626
-4.78739370,2.42481760,0.03981377,0.29938891,0.29428051,1.38221097,0.06738358,0.44525741,0.27408433,0.30644318
-4.78139070,2.34942464,0.03750186,0.28849162,0.28087924,1.35053761,0.06330030,0.42285913,0.26994181,0.30140317
-4.77538769,2.27212981,0.03525718,0.27829963,0.26770341,1.31574288,0.05945987,0.40099447,0.26530877,0.29574632
-4.76938469,2.19368027,0.03310248,0.26886980,0.25489978,1.27822962,0.05588812,0.37984612,0.26023745,0.28954943
-4.76338169,2.11475336,0.03105624,0.26022699,0.24259301,1.23840923,0.05260109,0.35955980,0.25477814,0.28289482
-4.75737869,2.03595272,0.02913262,0.25236646,0.23088431,1.19669528,0.04960562,0.34024494,0.24897845,0.27586889
-4.75137569,1.95780613,0.02734147,0.24525715,0.21985087,1.15349705,0.04690016,0.32197631,0.24288272,0.26856017
-4.74537269,1.88076461,0.02568846,0.23884541,0.20954581,1.10921313,0.04447573,0.30479645,0.23653159,0.26105720
-4.73936968,1.80520275,0.02417538,0.23305913,0.19999884,1.06422517,0.04231705,0.28871872,0.22996171,0.25344616
-4.73336668,1.73141994,0.02280046,0.22781207,0.19121738,1.01889207,0.04040372,0.27373065,0.22320558,0.24580839
-4.72736368,1.65964271,0.02155880,0.22300814,0.18318812,0.97354489,0.03871149,0.25979777,0.21629150,0.23821800
-4.72136068,1.59002795,0.02044284,0.21854561,0.17587914,0.92848244,0.03721341,0.24686732,0.20924380,0.23073965
-4.71535768,1.52266718,0.01944289,0.21432102,0.16924220,0.88396803,0.03588104,0.23487219,0.20208311,0.22342666
-4.70935468,1.45759197,0.01854762,0.21023277,0.16321546,0.84022738,0.03468547,0.22373462,0.19482686,0.21631963
-4.70335168,1.39478035,0.01774459,0.20618434,0.15772633,0.79744777,0.03359829,0.21336984,0.18748983,0.20944554
-4.69734867,1.33416443,0.01702075,0.20208700,0.15269454,0.75577859,0.03259242,0.20368948,0.18008491,0.20281758
-4.69134567,1.27563903,0.01636293,0.19786210,0.14803520,0.71533316,0.03164277,0.19460471,0.17262389,0.19643557
-4.68534267,1.21907118,0.01575823,0.19344289,0.14366191,0.67619179,0.03072683,0.18602914,0.16511833,0.19028711
-4.67933967,1.16431041,0.01519442,0.18877584,0.13948973,0.63840585,0.02982501,0.17788139,0.15758035,0.18434930
-4.67333667,1.11119936,0.01466024,0.18382156,0.13543800,0.60200281,0.02892094,0.17008733,0.15002355,0.17859103
-4.66733367,1.05958464,0.01414567,0.17855529,0.13143290,0.56699184,0.02800161,0.16258206,0.14246366,0.17297568
-4.66133067,1.00932737,0.01364212,0.17296702,0.12740968,0.53336972,0.02705737,0.15531149,0.13491925,0.16746411
-4.65532766,0.96031308,0.01314254,0.16706122,0.12331448,0.50112695,0.02608189,0.14823358,0.12741217,0.16201782
-4.64932466,0.91246075,0.01264151,0.16085639,0.11910576,0.47025353,0.02507199,0.14131927,0.11996791,0.15660204
-4.64332166,0.86573043,0.01213526,0.15438419,0.11475524,0.44074444,0.02402738,0.13455306,0.11261571,0.15118870
