energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
-5.80790395,2.80377688,0.39305823,0.59268001,0.03311312,0.46674753,0.10583155,0.08180649,0.77454025
-5.80190095,2.89603039,0.40699545,0.61209068,0.03363386,0.47926968,0.11499119,0.08471077,0.80547118
-5.79589795,2.99418258,0.42327564,0.63182975,0.03414320,0.49114000,0.12573444,0.08747949,0.84116931
-5.78989495,3.09792910,0.44189491,0.65182898,0.03463954,0.50225392,0.13808731,0.09009258,0.88164867
-5.78389195,3.20691450,0.46283345,0.67202034,0.03512200,0.51251242,0.15205879,0.09253246,0.92688197
-5.77788894,3.32073808,0.48605541,0.69233842,0.03559064,0.52182585,0.16763705,0.09478462,0.97679710
-5.77188594,3.43896081,0.51150855,0.71272290,0.03604660,0.53011786,0.18478610,0.09683809,1.03127396
-5.76588294,3.56111285,0.53912398,0.73312099,0.03649235,0.53732938,0.20344286,0.09868583,1.09014176
-5.75987994,3.68670150,0.56881592,0.75348966,0.03693172,0.54342231,0.22351514,0.10032490,1.15317699
-5.75387694,3.81521941,0.60048168,0.77379752,0.03737000,0.54838270,0.24488036,0.10175659,1.22010253
-5.74787394,3.94615286,0.63400195,0.79402628,0.03781385,0.55222322,0.26738550,0.10298631,1.29058804
-5.74187094,4.07898999,0.66924143,0.81417165,0.03827120,0.55498481,0.29084817,0.10402336,1.36425203
-5.73586793,4.21322894,0.70604998,0.83424371,0.03875107,0.55673726,0.31505897,0.10488050,1.44066565
-5.72986493,4.34838568,0.74426425,0.85426662,0.03926328,0.55757871,0.33978512,0.10557346,1.51935832
-5.72386193,4.48400158,0.78370971,0.87427785,0.03981809,0.55763411,0.36477532,0.10612031,1.59982521
-5.71785893,4.61965034,0.82420324,0.89432678,0.04042586,0.55705245,0.38976566,0.10654081,1.68153639
-5.71185593,4.75494418,0.86555588,0.91447282,0.04109655,0.55600308,0.41448648,0.10685560,1.76394734
-5.70585293,4.88953905,0.90757589,0.93478318,0.04183936,0.55467114,0.43866981,0.10708560,1.84651037
-5.69984992,5.02313839,0.95007167,0.95533021,0.04266224,0.55325222,0.46205719,0.10725124,1.92868659
-5.69384692,5.15549525,0.99285462,0.97618857,0.04357149,0.55194655,0.48440746,0.10737192,2.00995772
-5.68784392,5.28641240,1.03574149,0.99743224,0.04457145,0.55095295,0.50550426,0.10746546,2.08983709
-5.68184092,5.41574015,1.07855627,1.01913142,0.04566417,0.55046269,0.52516275,0.10754769,2.16787944
-5.67583792,5.54337174,1.12113127,1.04134960,0.04684928,0.55065363,0.54323544,0.10763216,2.24368872
-5.66983492,5.66923614,1.16330753,1.06414062,0.04812384,0.55168477,0.55961658,0.10773000,2.31692360
-5.66383192,5.79328854,1.20493428,1.08754607,0.04948244,0.55369156,0.57424523,0.10784981,2.38730025
-5.65782891,5.91549852,1.24586767,1.11159292,0.05091729,0.55678198,0.58710649,0.10799773,2.45459233
-5.65182591,6.03583651,1.28596873,1.13629151,0.05241851,0.56103373,0.59823119,0.10817756,2.51862804
-5.64582291,6.15425900,1.32510084,1.16163399,0.05397448,0.56649247,0.60769371,0.10839096,2.57928457
-5.63981991,6.27069309,1.36312679,1.18759314,0.05557227,0.57317117,0.61560834,0.10863763,2.63648007
-5.63381691,6.38502128,1.39990578,1.21412160,0.05719814,0.58105067,0.62212409,0.10891565,2.69016392
-5.62781391,6.49706699,1.43529052,1.24115162,0.05883809,0.59008118,0.62741831,0.10922163,2.74030554
-5.62181091,6.60658179,1.46912483,1.26859501,0.06047839,0.60018475,0.63168941,0.10955100,2.78688275
-5.61580790,6.71323482,1.50124181,1.29634354,0.06210608,0.61125845,0.63514881,0.10989818,2.82987015
-5.60980490,6.81660501,1.53146296,1.32426952,0.06370946,0.62317803,0.63801271,0.11025672,2.86922834
-5.60380190,6.91617643,1.55959835,1.35222646,0.06527839,0.63580194,0.64049376,0.11061941,2.90489456
-5.59779890,7.01133719,1.58544788,1.38004991,0.06680459,0.64897535,0.64279298,0.11097832,2.93677534
-5.59179590,7.10138175,1.60880386,1.40755819,0.06828172,0.66253401,0.64509237,0.11132481,2.96474163
-5.58579290,7.18551687,1.62945469,1.43455321,0.06970534,0.67630783,0.64754823,0.11164947,2.98862657
-5.57978989,7.26287095,1.64718978,1.46082109,0.07107274,0.69012390,0.65028554,0.11194210,3.00822629
-5.57378689,7.33250653,1.66180545,1.48613293,0.07238264,0.70380898,0.65339354,0.11219167,3.02330351
-5.56778389,7.39343589,1.67311177,1.51024551,0.07363469,0.71719143,0.65692253,0.11238624,3.03359397
-5.56178089,7.44463929,1.68094014,1.53290229,0.07482897,0.73010258,0.66088220,0.11251298,3.03881531
-5.55577789,7.48508576,1.68515140,1.55383471,0.07596539,0.74237762,0.66524127,0.11255825,3.03867825
-5.54977489,7.51375625,1.68564439,1.57276400,0.07704304,0.75385638,0.66992861,0.11250770,3.03289932
-5.54377189,7.52966876,1.68236467,1.58940376,0.07805965,0.76438384,0.67483574,0.11234651,3.02121494
-5.53776888,7.53190544,1.67531325,1.60346342,0.07901097,0.77381092,0.67982067,0.11205964,3.00339614
-5.53176588,7.51964129,1.66455527,1.61465272,0.07989043,0.78199562,0.68471297,0.11163231,2.97926349
-5.52576288,7.49217421,1.65022830,1.62268736,0.08068883,0.78880461,0.68931993,0.11105041,2.94870162
-5.51975988,7.44895587,1.63255010,1.62729581,0.08139422,0.79411560,0.69343361,0.11030113,2.91167293
-5.51375688,7.38962301,1.61182580,1.62822720,0.08199198,0.79782040,0.69683866,0.10937351,2.86822994
-5.50775388,7.31402818,1.58845394,1.62526015,0.08246514,0.79982879,0.69932058,0.10825919,2.81852586
-5.50175088,7.22226916,1.56293148,1.61821227,0.08279481,0.80007292,0.70067426,0.10695302,2.76282311
-5.49574787,7.11471585,1.53585704,1.60694997,0.08296083,0.79851233,0.70071237,0.10545370,2.70149924
-5.48974487,6.99203328,1.50793234,1.59139819,0.08294254,0.79513911,0.69927353,0.10376442,2.63505020
-5.48374187,6.85519943,1.47996120,1.57154939,0.08271972,0.78998286,0.69622972,0.10189329,2.56409053
-5.47773887,6.70551620,1.45284573,1.54747157,0.08227347,0.78311532,0.69149281,0.09985374,2.48935040
-5.47173587,6.54461227,1.42757930,1.51931444,0.08158723,0.77465389,0.68501980,0.09766472,2.41166928
-5.46573287,6.37443629,1.40523573,1.48731355,0.08064764,0.76476402,0.67681666,0.09535071,2.33198621
-5.45972986,6.19723942,1.38695448,1.45179166,0.07944542,0.75365978,0.66694042,0.09294153,2.25132663
-5.45372686,6.01554634,1.37392143,1.41315731,0.07797602,0.74160255,0.65549946,0.09047197,2.17078590
-5.44772386,5.83211447,1.36734525,1.37190009,0.07624017,0.72889746,0.64265194,0.08798114,2.09150954
-5.44172086,5.64988131,1.36842928,1.32858276,0.07424416,0.71588758,0.62860225,0.08551171,2.01467059
-5.43571786,5.47190086,1.37833941,1.28383023,0.07200001,0.70294583,0.61359566,0.08310881,1.94144440
-5.42971486,5.30127031,1.39816833,1.23831559,0.06952529,0.69046479,0.59791137,0.08081894,1.87298145
-5.42371186,5.14104895,1.42889715,1.19274381,0.06684283,0.67884471,0.58185402,0.07868864,1.81037871
-5.41770885,4.99417188,1.47135550,1.14783337,0.06398018,0.66848019,0.56574418,0.07676311,1.75465051
-5.41170585,4.86336156,1.52618156,1.10429688,0.06096892,0.65974600,0.54990806,0.07508486,1.70669970
-5.40570285,4.75104062,1.59378365,1.06282113,0.05784384,0.65298270,0.53466697,0.07369229,1.66729017
-5.39969985,4.65924980,1.67430535,1.02404761,0.05464198,0.64848281,0.52032679,0.07261847,1.63702186
-5.39369685,4.58957477,1.76759612,0.98855433,0.05140172,0.64647818,0.50716817,0.07189004,1.61630934
-5.38769385,4.54308564,1.87318935,0.95683969,0.04816174,0.64712918,0.49543759,0.07152626,1.60536507
-5.38169085,4.52029261,1.99028977,0.92930922,0.04496006,0.65051659,0.48533998,0.07153844,1.60418842
-5.37568784,4.52112078,2.11777190,0.90626587,0.04183324,0.65663643,0.47703294,0.07192957,1.61256119
-5.36968484,4.54490626,2.25419076,0.88790418,0.03881549,0.66539840,0.47062304,0.07269431,1.63005051
-5.36368184,4.59041499,2.39780568,0.87430888,0.03593810,0.67662807,0.46616419,0.07381940,1.65601928
-5.35767884,4.65588456,2.54661739,0.86545774,0.03322888,0.69007282,0.46365823,0.07528427,1.68964433
-5.35167584,4.73908817,2.69841792,0.86122882,0.03071181,0.70541157,0.46305759,0.07706209,1.72994194
-5.34567284,4.83741876,2.85085207,0.86141156,0.02840681,0.72226782,0.46426986,0.07912106,1.77580010
-5.33966983,4.94799005,3.00148870,0.86572131,0.02632964,0.74022559,0.46716407,0.08142589,1.82601627
-5.33366683,5.06775041,3.14789907,0.87381649,0.02449200,0.75884742,0.47157814,0.08393947,1.87933931
-5.32766383,5.19360444,3.28773917,0.88531743,0.02290157,0.77769373,0.47732721,0.08662458,1.93451384
-5.32166083,5.32253650,3.41883257,0.89982605,0.02156233,0.79634254,0.48421226,0.08944563,1.99032498
-5.31565783,5.45173033,3.53924967,0.91694515,0.02047476,0.81440854,0.49202861,0.09237018,2.04564144
-5.30965483,5.57867847,3.64737981,0.93629640,0.01963621,0.83156048,0.50057378,0.09537035,2.09945490
-5.30365183,5.70127616,3.74199224,0.95753590,0.01904112,0.84753607,0.50965422,0.09842387,2.15091358
-5.29764882,5.81789432,3.82228285,0.98036663,0.01868141,0.86215339,0.51909073,0.10151484,2.19934844
-5.29164582,5.92742812,3.88790392,1.00454697,0.01854670,0.87531836,0.52872207,0.10463399,2.24429045
-5.28564282,6.02931805,3.93897498,1.02989494,0.01862454,0.88702759,0.53840685,0.10777860,2.28547818
-5.27963982,6.12354267,3.97607398,1.05628792,0.01890063,0.89736662,0.54802361,0.11095198,2.32285521
-5.27363682,6.21058330,4.00020877,1.08365799,0.01935894,0.90650347,0.55746905,0.11416245,2.35655755
-5.26763382,6.29136263,4.01277012,1.11198331,0.01998188,0.91467782,0.56665499,0.11742215,2.38689183
-5.26163082,6.36716110,4.01546848,1.14127598,0.02075036,0.92218655,0.57550399,0.12074540,2.41430556
-5.25562781,6.43951550,4.01025743,1.17156758,0.02164389,0.92936608,0.58394438,0.12414703,2.43935108
-5.24962481,6.51010605,3.99924771,1.20289297,0.02264072,0.93657291,0.59190496,0.12764057,2.46264546
-5.24362181,6.58063831,3.98461612,1.23527395,0.02371794,0.94416301,0.59930994,0.13123651,2.48482848
-5.23761881,6.65272676,3.96851366,1.26870350,0.02485168,0.95247149,0.60607454,0.13494072,2.50652120
-5.23161581,6.72778669,3.95297759,1.30313203,0.02601732,0.96179351,0.61210167,0.13875316,2.52828744
-5.22561281,6.80694054,3.93985154,1.33845644,0.02718979,0.97236750,0.61728007,0.14266690,2.55060017
-5.21960980,6.89094353,3.93071722,1.37451284,0.02834396,0.98436161,0.62148395,0.14666759,2.57381468
-5.21360680,6.98013266,3.92684087,1.41107346,0.02945500,0.99786396,0.62457452,0.15073337,2.59814969
-5.20760380,7.07440115,3.92913624,1.44784804,0.03049894,1.01287737,0.62640313,0.15483526,2.62367732
-5.20160080,7.17319907,3.93814515,1.48448968,0.03145316,1.02931844,0.62681595,0.15893798,2.65032191
-5.19559780,7.27555927,3.95403576,1.52060473,0.03229695,1.04702125,0.62566002,0.16300113,2.67786747
-5.18959480,7.38014603,3.97661732,1.55576628,0.03301210,1.06574501,0.62279015,0.16698079,2.70597286
-5.18359180,7.48532286,4.00536964,1.58953030,0.03358345,1.08518538,0.61807642,0.17083122,2.73419325
-5.17758879,7.58923441,4.03948477,1.62145354,0.03399939,1.10498852,0.61141163,0.17450676,2.76200640
-5.17158579,7.68989735,4.07791752,1.65111207,0.03425233,1.12476706,0.60271837,0.17796373,2.78884167
-5.16558279,7.78529432,4.11944180,1.67811938,0.03433905,1.14411706,0.59195524,0.18116221,2.81411006
-5.15957979,7.87346554,4.16270899,1.70214305,0.03426099,1.16263492,0.57912175,0.18406765,2.83723328
-5.15357679,7.95259283,4.20630533,1.72291901,0.03402434,1.17993349,0.56426166,0.18665216,2.85767021
-5.14757379,8.02107202,4.24880537,1.74026272,0.03364009,1.19565639,0.54746453,0.18889550,2.87493938
-5.14157079,8.07757018,4.28881918,1.75407678,0.03312384,1.20949006,0.52886531,0.19078564,2.88863649
-5.13556778,8.12106595,4.32503157,1.76435457,0.03249561,1.22117301,0.50864209,0.19231899,2.89844634
-5.12956478,8.15087189,4.35623254,1.77118017,0.03177937,1.23050211,0.48701196,0.19350013,2.90414900
-5.12356178,8.16663935,4.38133859,1.77472440,0.03100253,1.23733569,0.46422531,0.19434134,2.90562048
-5.11755878,8.16834720,4.39940524,1.77523773,0.03019533,1.24159385,0.44055878,0.19486164,2.90282835
-5.11155578,8.15627676,4.40963204,1.77304035,0.02939010,1.24325602,0.41630729,0.19508573,2.89582335
-5.10555278,8.13097577,4.41136103,1.76851013,0.02862049,1.24235640,0.39177535,0.19504269,2.88472780
-5.09954977,8.09321456,4.40407077,1.76206913,0.02792058,1.23897765,0.36726829,0.19476457,2.86972206
-5.09354677,8.04393778,4.38736725,1.75416936,0.02732409,1.23324340,0.34308363,0.19428500,2.85103005
-5.08754377,7.98421467,4.36097376,1.74527821,0.02686344,1.22531017,0.31950289,0.19363778,2.82890492
-5.08154077,7.91519069,4.32472090,1.73586430,0.02656893,1.21535907,0.29678443,0.19285560,2.80361564
-5.07553777,7.83804245,4.27853797,1.72638389,0.02646790,1.20358779,0.27515717,0.19196890,2.77543527
-5.06953477,7.75393769,4.22244665,1.71726827,0.02658397,1.19020312,0.25481576,0.19100488,2.74463121
-5.06353177,7.66400107,4.15655700,1.70891229,0.02693634,1.17541421,0.23591701,0.18998673,2.71145772
-5.05752876,7.56928614,4.08106600,1.70166396,0.02753916,1.15942676,0.21857783,0.18893302,2.67615077
-5.05152576,7.47075343,3.99625804,1.69581535,0.02840101,1.14243806,0.20287452,0.18785742,2.63892485
-5.04552276,7.36925392,3.90250665,1.69159470,0.02952453,1.12463288,0.18884342,0.18676843,2.59997168
-5.03951976,7.26551751,3.80027657,1.68915961,0.03090610,1.10618016,0.17648270,0.18566951,2.55946031
-5.03351676,7.16014549,3.69012527,1.68859169,0.03253572,1.08723035,0.16575529,0.18455926,2.51753830
-5.02751376,7.05360644,3.57270287,1.68989242,0.03439703,1.06791330,0.15659253,0.18343178,2.47433359
-5.02151076,6.94623497,3.44874970,1.69298061,0.03646745,1.04833667,0.14889856,0.18227724,2.42995682
-5.01550775,6.83823315,3.31909099,1.69769157,0.03871854,1.02858474,0.14255516,0.18108248,2.38450375
-5.00950475,6.72967429,3.18462832,1.70377829,0.04111645,1.00871774,0.13742676,0.17983180,2.33805781
-5.00350175,6.62050947,3.04632779,1.71091478,0.04362262,0.98877161,0.13336563,0.17850777,2.29069255
-4.99749875,6.51057682,2.90520532,1.71870192,0.04619452,0.96875841,0.13021687,0.17709206,2.24247415
-4.99149575,6.39961395,2.76230944,1.72667587,0.04878663,0.94866726,0.12782323,0.17556637,2.19346385
-4.98549275,6.28727379,2.61870246,1.73431907,0.05135146,0.92846610,0.12602950,0.17391324,2.14372049
-4.97948974,6.17314377,2.47544081,1.74107377,0.05384073,0.90810424,0.12468651,0.17211685,2.09330317
-4.97348674,6.05676830,2.33355553,1.74635787,0.05620651,0.88751567,0.12365453,0.17016374,2.04227395
-4.96748374,5.93767412,2.19403376,1.74958258,0.05840246,0.86662318,0.12280608,0.16804340,1.99070068
-4.96148074,5.81539770,2.05780209,1.75017134,0.06038502,0.84534319,0.12202818,0.16574866,1.93865981
-4.95547774,5.68951384,1.92571248,1.74757938,0.06211453,0.82359108,0.12122391,0.16327595,1.88623901
-4.94947474,5.55966413,1.79853114,1.74131309,0.06355624,0.80128681,0.12031338,0.16062542,1.83353960
-4.94347174,5.42558408,1.67693064,1.73094827,0.06468122,0.77836071,0.11923413,0.15780076,1.78067842
-4.93746873,5.28712730,1.56148549,1.71614667,0.06546700,0.75475893,0.11794095,0.15480898,1.72778916
-4.93146573,5.14428576,1.45267066,1.69666978,0.06589814,0.73044843,0.11640525,0.15165992,1.67502287
-4.92546273,4.99720469,1.35086315,1.67238939,0.06596648,0.70542119,0.11461401,0.14836574,1.62254770
-4.91945973,4.84619141,1.25634577,1.64329446,0.06567117,0.67969724,0.11256837,0.14494028,1.57054770
-4.91345673,4.69171762,1.16931286,1.60949379,0.06501852,0.65332665,0.11028199,0.14139840,1.51922085
-4.90745373,4.53441487,1.08987708,1.57121463,0.06402161,0.62638993,0.10777921,0.13775536,1.46877633
-4.90145073,4.37506358,1.01807700,1.52879723,0.06269973,0.59899718,0.10509315,0.13402624,1.41943118
-4.89544772,4.21457619,0.95388461,1.48268570,0.06107758,0.57128573,0.10226384,0.13022550,1.37140662
-4.88944472,4.05397529,0.89721257,1.43341560,0.05918445,0.54341660,0.09933630,0.12636665,1.32492419
-4.88344172,3.89436808,0.84792066,1.38159913,0.05705323,0.51556980,0.09635886,0.12246215,1.28020193
-4.87743872,3.73691830,0.80582129,1.32790837,0.05471941,0.48793885,0.09338166,0.11852336,1.23745084
-4.87143572,3.58281709,0.77068393,1.27305757,0.05222007,0.46072470,0.09045527,0.11456084,1.19687171
-4.86543272,3.43325416,0.74223847,1.21778529,0.04959287,0.43412939,0.08762966,0.11058458,1.15865265
-4.85942971,3.28939039,0.72017766,1.16283696,0.04687517,0.40834983,0.08495341,0.10660456,1.12296705
-4.85342671,3.15233307,0.70415884,1.10894865,0.04410314,0.38357187,0.08247308,0.10263125,1.08997236
-4.84742371,3.02311427,0.69380516,1.05683249,0.04131111,0.35996499,0.08023291,0.09867618,1.05980930
-4.84142071,2.90267322,0.68870681,1.00716418,0.03853093,0.33767783,0.07827469,0.09475250,1.03260167
-4.83541771,2.79184256,0.68842232,0.96057265,0.03579156,0.31683467,0.07663772,0.09087548,1.00845647
-4.82941471,2.69133877,0.69248044,0.91763204,0.03311870,0.29753302,0.07535899,0.08706286,0.98746420
-4.82341171,2.60175610,0.70038284,0.87885585,0.03053463,0.27984227,0.07447335,0.08333509,0.96969917
-4.81740870,2.52356386,0.71160768,0.84469297,0.02805809,0.26380343,0.07401364,0.07971536,0.95521966
-4.81140570,2.45710611,0.72561437,0.81552529,0.02570435,0.24942987,0.07401085,0.07622945,0.94406771
-4.80540270,2.40260324,0.74184935,0.79166650,0.02348529,0.23670890,0.07449413,0.07290542,0.93626846
-4.79939970,2.36015440,0.75975295,0.77336158,0.02140953,0.22560409,0.07549062,0.06977299,0.93182884
-4.79339670,2.32974021,0.77876700,0.76078663,0.01948275,0.21605807,0.07702513,0.06686285,0.93073562
-4.78739370,2.31122503,0.79834308,0.75404860,0.01770782,0.20799566,0.07911959,0.06420578,0.93295276
-4.78139070,2.30435816,0.81795099,0.75318462,0.01608520,0.20132720,0.08179222,0.06183162,0.93841808
-4.77538769,2.30877373,0.83708708,0.75816078,0.01461310,0.19595175,0.08505655,0.05976818,0.94703929
-4.76938469,2.32398908,0.85528206,0.76887029,0.01328788,0.19176018,0.08892022,0.05804014,0.95868972
-4.76338169,2.34940187,0.87210793,0.78513100,0.01210421,0.18863794,0.09338355,0.05666785,0.97320363
-4.75737869,2.38428611,0.88718378,0.80668264,0.01105541,0.18646738,0.09843808,0.05566631,0.99037171
-4.75137569,2.42778796,0.90017999,0.83318400,0.01013368,0.18512974,0.10406509,0.05504417,1.00993680
-4.74537269,2.47892185,0.91082100,0.86421054,0.00933029,0.18450659,0.11023410,0.05480285,1.03159042
-4.73936968,2.53656826,0.91888629,0.89925303,0.00863582,0.18448093,0.11690164,0.05493590,1.05497033
-4.73336668,2.59947396,0.92420986,0.93771765,0.00804039,0.18493793,0.12401022,0.05542852,1.07965960
-4.72736368,2.66625603,0.92667821,0.97892838,0.00753377,0.18576539,0.13148774,0.05625735,1.10518752
-4.72136068,2.73541060,0.92622717,1.02213188,0.00710565,0.18685410,0.13924737,0.05739054,1.13103279
-4.71535768,2.80532732,0.92283794,1.06650565,0.00674570,0.18809810,0.14718796,0.05878806,1.15662905
-4.70935468,2.87431023,0.91653264,1.11116958,0.00644380,0.18939508,0.15519520,0.06040235,1.18137313
-4.70335168,2.94060518,0.90736973,1.15520105,0.00619016,0.19064695,0.16314332,0.06217921,1.20463588
-4.69734867,3.00243407,0.89543989,1.19765357,0.00597544,0.19176072,0.17089760,0.06405902,1.22577555
-4.69134567,3.05803511,0.88086241,1.23757867,0.00579086,0.19264968,0.17831745,0.06597815,1.24415340
-4.68534267,3.10570853,0.86378258,1.27405052,0.00562835,0.19323501,0.18526006,0.06787061,1.25915117
-4.67933967,3.14386607,0.84437017,1.30619261,0.00548058,0.19344779,0.19158459,0.06966981,1.27018979
-4.67333667,3.17108296,0.82281904,1.33320566,0.00534110,0.19323140,0.19715658,0.07131050,1.27674856
-4.66733367,3.18615016,0.79934799,1.35439570,0.00520432,0.19254415,0.20185255,0.07273061,1.27838421
-4.66133067,3.18812497,0.77420264,1.36920136,0.00506561,0.19136233,0.20556457,0.07387318,1.27474879
-4.65532766,3.17637777,0.74765815,1.37721927,0.00492127,0.18968329,0.20820453,0.07468804,1.26560570
-4.64932466,3.15063291,0.72002259,1.37822652,0.00476855,0.18752861,0.20970800,0.07513339,1.25084300
-4.64332166,3.11100194,0.69164064,1.37219940,0.00460560,0.18494727,0.21003742,0.07517706,1.23048339
-4.63731866,3.05800767,0.66289726,1.35932760,0.00443143,0.18201859,0.20918449,0.07479745,1.20469023
-4.63131566,2.99259801,0.63422106,1.34002334,0.00424586,0.17885498,0.20717171,0.07398421,1.17376939
-4.62531266,2.91614900,0.60608712,1.31492527,0.00404938,0.17560429,0.20405277,0.07273835,1.13816653
-4.61930965,2.83045686,0.57901882,1.28489692,0.00384316,0.17245171,0.19991207,0.07107215,1.09846021
-4.61330665,2.73771947,0.55358868,1.25101995,0.00362883,0.16962128,0.19486302,0.06900859,1.05535066
-4.60730365,2.64050807,0.53041781,1.21458252,0.00340846,0.16737665,0.18904551,0.06658043,1.00964502
-4.60130065,2.54173018,0.51017397,1.17706330,0.00318443,0.16602139,0.18262242,0.06382903,0.96223944
-4.59529765,2.44458512,0.49356803,1.14011171,0.00295930,0.16589852,0.17577538,0.06080290,0.91409870
-4.58929465,2.35251364,0.48134878,1.10552502,0.00273576,0.16738927,0.16870002,0.05755607,0.86623427
-4.58329165,2.26914298,0.47429604,1.07522292,0.00251651,0.17091110,0.16160073,0.05414642,0.81968145
-4.57728864,2.19822879,0.47321192,1.05122014,0.00230418,0.17691474,0.15468527,0.05063391,0.77547644
-4.57128564,2.14359508,0.47891041,1.03559759,0.00210133,0.18588029,0.14815936,0.04707894,0.73463396
-4.56528264,2.10907308,0.49220503,1.03047235,0.00191033,0.19831217,0.14222136,0.04354077,0.69812610
-4.55927964,2.09843983,0.51389481,1.03796673,0.00173340,0.21473298,0.13705733,0.04007621,0.66686282
-4.55327664,2.11535693,0.54474849,1.06017653,0.00157255,0.23567604,0.13283653,0.03673839,0.64167457
-4.54727364,2.16330965,0.58548719,1.09913858,0.00142963,0.26167662,0.12970749,0.03357597,0.62329723
-4.54127064,2.24554686,0.63676565,1.15679745,0.00130632,0.29326190,0.12779471,0.03063244,0.61235948
-4.53526763,2.36502171,0.69915246,1.23497163,0.00120414,0.33093961,0.12719609,0.02794582,0.60937280
-4.52926463,2.52433358,0.77310956,1.33531897,0.00112455,0.37518552,0.12798113,0.02554850,0.61472402
-4.52326163,2.72567146,0.85897155,1.45930193,0.00106892,0.42642995,0.13018985,0.02346744,0.62867033
-4.51725863,2.97075981,0.95692548,1.60815286,0.00103863,0.48504356,0.13383245,0.02172440,0.65133678
-4.51125563,3.26080753,1.06699180,1.78284003,0.00103508,0.55132279,0.13888977,0.02033648,0.68271613
-4.50525263,3.59646151,1.18900722,1.98403516,0.00105976,0.62547541,0.14531430,0.01931660,0.72267097
-4.49924962,3.97776623,1.32261043,2.21208347,0.00111423,0.70760666,0.15303192,0.01867414,0.77093802
-4.49324662,4.40413108,1.46723148,2.46697734,0.00120021,0.79770658,0.16194408,0.01841557,0.82713463
