energy_ev,total_up,Pb_p_up,Pb_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.68784392,1.79728551,0.04810145,0.00044987,1.69050307,0.38895525,1.25676790,0.00000000
-5.68184092,1.72217741,0.04613800,0.00044825,1.61088931,0.37169223,1.20474847,0.00000000
-5.67583792,1.65229163,0.04413471,0.00045104,1.53489908,0.35577482,1.15648315,0.00000000
-5.66983492,1.58767863,0.04210932,0.00045806,1.46256871,0.34123663,1.11199842,0.00000000
-5.66383192,1.52838682,0.04008020,0.00046912,1.39396832,0.32810057,1.07131847,0.00000000
-5.65782891,1.47444514,0.03806578,0.00048394,1.32918697,0.31637567,1.03445305,0.00000000
-5.65182591,1.42584455,0.03608404,0.00050221,1.26831583,0.30605390,1.00138444,0.00000000
-5.64582291,1.38252004,0.03415199,0.00052356,1.21143047,0.29710732,0.97205493,0.00000000
-5.63981991,1.34433463,0.03228514,0.00054753,1.15857386,0.28948584,0.94635555,0.00000000
-5.63381691,1.31106659,0.03049714,0.00057365,1.10974112,0.28311570,0.92411720,0.00000000
-5.62781391,1.28240115,0.02879944,0.00060134,1.06486727,0.27789913,0.90510493,0.00000000
-5.62181091,1.25792745,0.02720110,0.00062999,1.02381882,0.27371498,0.88901587,0.00000000
-5.61580790,1.23714134,0.02570870,0.00065896,0.98638974,0.27042072,0.87548139,0.00000000
-5.60980490,1.21945405,0.02432647,0.00068755,0.95230218,0.26785557,0.86407334,0.00000000
-5.60380190,1.20420668,0.02305645,0.00071508,0.92121190,0.26584480,0.85431443,0.00000000
-5.59779890,1.19068972,0.02189884,0.00074082,0.89271807,0.26420505,0.84569212,0.00000000
-5.59179590,1.17816681,0.02085248,0.00076411,0.86637682,0.26275037,0.83767559,0.00000000
-5.58579290,1.16590157,0.01991538,0.00078430,0.84171788,0.26129883,0.82973473,0.00000000
-5.57978989,1.15318601,0.01908534,0.00080080,0.81826310,0.25967933,0.82136032,0.00000000
-5.57378689,1.13936911,0.01836060,0.00081310,0.79554589,0.25773822,0.81208427,0.00000000
-5.56778389,1.12388409,0.01774050,0.00082078,0.77313053,0.25534562,0.80149890,0.00000000
-5.56178089,1.10627282,0.01722610,0.00082355,0.75063008,0.25240084,0.78927418,0.00000000
-5.55577789,1.08620619,0.01682074,0.00082119,0.72772211,0.24883684,0.77517211,0.00000000
-5.54977489,1.06349934,0.01653050,0.00081365,0.70416132,0.24462345,0.75905736,0.00000000
-5.54377189,1.03812092,0.01636453,0.00080098,0.67978850,0.23976910,0.74090373,0.00000000
-5.53776888,1.01019590,0.01633524,0.00078334,0.65453535,0.23432107,0.72079611,0.00000000
-5.53176588,0.98000189,0.01645832,0.00076105,0.62842513,0.22836415,0.69892766,0.00000000
-5.52576288,0.94795892,0.01675254,0.00073448,0.60156909,0.22201777,0.67559259,0.00000000
-5.51975988,0.91461335,0.01723941,0.00070414,0.57415905,0.21543176,0.65117470,0.00000000
-5.51375688,0.88061651,0.01794258,0.00067057,0.54645657,0.20878079,0.62613225,0.00000000
-5.50775388,0.84669908,0.01888711,0.00063438,0.51877933,0.20225786,0.60097993,0.00000000
-5.50175088,0.81364228,0.02009850,0.00059623,0.49148543,0.19606690,0.57626854,0.00000000
-5.49574787,0.78224698,0.02160163,0.00055676,0.46495644,0.19041498,0.55256340,0.00000000
-5.48974487,0.75330216,0.02341949,0.00051663,0.43957991,0.18550418,0.53042226,0.00000000
-5.48374187,0.72755378,0.02557188,0.00047645,0.41573217,0.18152366,0.51037364,0.00000000
-5.47773887,0.70567518,0.02807405,0.00043680,0.39376206,0.17864201,0.49289628,0.00000000
-5.47173587,0.68824031,0.03093534,0.00039822,0.37397635,0.17700022,0.47840065,0.00000000
-5.46573287,0.67570039,0.03415787,0.00036116,0.35662709,0.17670561,0.46721290,0.00000000
-5.45972986,0.66836504,0.03773537,0.00032599,0.34190164,0.17782673,0.45956198,0.00000000
-5.45372686,0.66638836,0.04165220,0.00029302,0.32991526,0.18038961,0.45557020,0.00000000
-5.44772386,0.66976043,0.04588262,0.00026249,0.32070684,0.18437539,0.45524754,0.00000000
-5.44172086,0.67830444,0.05039036,0.00023453,0.31423732,0.18971944,0.45848994,0.00000000
-5.43571786,0.69167962,0.05512854,0.00020922,0.31039126,0.19631200,0.46508138,0.00000000
-5.42971486,0.70938977,0.06004003,0.00018656,0.30898088,0.20400048,0.47469992,0.00000000
-5.42371186,0.73079715,0.06505819,0.00016650,0.30975280,0.21259318,0.48692725,0.00000000
-5.41770885,0.75514136,0.07010804,0.00014893,0.31239681,0.22186445,0.50126161,0.00000000
-5.41170585,0.78156244,0.07510789,0.00013371,0.31655653,0.23156119,0.51713352,0.00000000
-5.40570285,0.80912766,0.07997127,0.00012065,0.32184144,0.24141034,0.53392386,0.00000000
-5.39969985,0.83686095,0.08460928,0.00010954,0.32783993,0.25112727,0.55098374,0.00000000
-5.39369685,0.86377406,0.08893312,0.00010019,0.33413286,0.26042479,0.56765536,0.00000000
-5.38769385,0.88889839,0.09285678,0.00009235,0.34030713,0.26902235,0.58329340,0.00000000
-5.38169085,0.91131646,0.09629983,0.00008582,0.34596898,0.27665524,0.59728595,0.00000000
-5.37568784,0.93019181,0.09919011,0.00008039,0.35075638,0.28308341,0.60907444,0.00000000
-5.36968484,0.94479633,0.10146626,0.00007585,0.35435024,0.28809960,0.61817184,0.00000000
-5.36368184,0.95453419,0.10307994,0.00007205,0.35648415,0.29153649,0.62417851,0.00000000
-5.35767884,0.95896136,0.10399775,0.00006882,0.35695217,0.29327258,0.62679516,0.00000000
-5.35167584,0.95780027,0.10420257,0.00006603,0.35561470,0.29323671,0.62583258,0.00000000
-5.34567284,0.95094904,0.10369450,0.00006360,0.35240218,0.29141090,0.62121778,0.00000000
-5.33966983,0.93848520,0.10249113,0.00006144,0.34731654,0.28783163,0.61299649,0.00000000
-5.33366683,0.92066384,0.10062737,0.00005952,0.34043056,0.28258940,0.60133203,0.00000000
-5.32766383,0.89791055,0.09815460,0.00005782,0.33188523,0.27582671,0.58650070,0.00000000
-5.32166083,0.87080950,0.09513944,0.00005634,0.32188521,0.26773466,0.56888406,0.00000000
-5.31565783,0.84008738,0.09166203,0.00005514,0.31069280,0.25854817,0.54895843,0.00000000
-5.30965483,0.80659396,0.08781394,0.00005426,0.29862057,0.24854022,0.52728214,0.00000000
-5.30365183,0.77128002,0.08369590,0.00005379,0.28602300,0.23801519,0.50448112,0.00000000
-5.29764882,0.73517354,0.07941527,0.00005383,0.27328754,0.22730176,0.48123328,0.00000000
-5.29164582,0.69935504,0.07508356,0.00005450,0.26082520,0.21674530,0.45825220,0.00000000
-5.28564282,0.66493259,0.07081395,0.00005594,0.24906106,0.20670030,0.43627074,0.00000000
-5.27963982,0.63301732,0.06671887,0.00005829,0.23842481,0.19752273,0.41602470,0.00000000
-5.27363682,0.60469978,0.06290789,0.00006171,0.22934165,0.18956258,0.39823709,0.00000000
-5.26763382,0.58102748,0.05948571,0.00006636,0.22222340,0.18315673,0.38360298,0.00000000
-5.26163082,0.56298382,0.05655056,0.00007240,0.21746011,0.17862211,0.37277519,0.00000000
-5.25562781,0.55146852,0.05419281,0.00007999,0.21541207,0.17624908,0.36635081,0.00000000
-5.24962481,0.54727945,0.05249389,0.00008927,0.21640219,0.17629535,0.36485851,0.00000000
-5.24362181,0.55109586,0.05152553,0.00010038,0.22070890,0.17897998,0.36874667,0.00000000
-5.23761881,0.56346311,0.05134931,0.00011344,0.22855942,0.18447793,0.37837228,0.00000000
-5.23161581,0.58477865,0.05201639,0.00012854,0.24012349,0.19291473,0.39399063,0.00000000
-5.22561281,0.61527966,0.05356764,0.00014574,0.25550767,0.20436177,0.41574597,0.00000000
-5.21960980,0.65503237,0.05603390,0.00016506,0.27475034,0.21883198,0.44366324,0.00000000
-5.21360680,0.70392357,0.05943655,0.00018647,0.29781759,0.23627620,0.47764118,0.00000000
-5.20760380,0.76165472,0.06378830,0.00020993,0.32460017,0.25658046,0.51744724,0.00000000
-5.20160080,0.82773923,0.06909423,0.00023530,0.35491189,0.27956433,0.56271469,0.00000000
-5.19559780,0.90150365,0.07535300,0.00026241,0.38848971,0.30498064,0.61294240,0.00000000
-5.18959480,0.98209325,0.08255832,0.00029105,0.42499572,0.33251677,0.66749779,0.00000000
-5.18359180,1.06848263,0.09070054,0.00032093,0.46402141,0.36179779,0.72562348,0.00000000
-5.17758879,1.15949171,0.09976841,0.00035173,0.50509420,0.39239161,0.78644773,0.00000000
-5.17158579,1.25380732,0.10975083,0.00038308,0.54768641,0.42381617,0.84899918,0.00000000
-5.16558279,1.35001025,0.12063859,0.00041457,0.59122658,0.45554877,0.91222557,0.00000000
-5.15957979,1.44660727,0.13242596,0.00044576,0.63511287,0.48703734,0.97501648,0.00000000
-5.15357679,1.54206748,0.14511194,0.00047621,0.67872824,0.51771347,1.03622941,0.00000000
-5.14757379,1.63486177,0.15870112,0.00050545,0.72145683,0.54700675,1.09471859,0.00000000
-5.14157079,1.72350395,0.17320393,0.00053304,0.76270095,0.57436012,1.14936557,0.00000000
-5.13556778,1.80659202,0.18863614,0.00055856,0.80189790,0.59924541,1.19911043,0.00000000
-5.12956478,1.88284762,0.20501756,0.00058162,0.83853589,0.62117871,1.24298231,0.00000000
-5.12356178,1.95115195,0.22236977,0.00060188,0.87216815,0.63973470,1.28012812,0.00000000
-5.11755878,2.01057621,0.24071296,0.00061904,0.90242466,0.65455933,1.30983785,0.00000000
-5.11155578,2.06040524,0.26006178,0.00063291,0.92902063,0.66538037,1.33156555,0.00000000
-5.10555278,2.10015283,0.28042043,0.00064332,0.95176143,0.67201514,1.34494475,0.00000000
-5.09954977,2.12956811,0.30177713,0.00065022,0.97054361,0.67437512,1.34979769,0.00000000
-5.09354677,2.14863252,0.32409820,0.00065362,0.98535195,0.67246719,1.34613776,0.00000000
-5.08754377,2.15754760,0.34732215,0.00065359,0.99625266,0.66639148,1.33416522,0.00000000
-5.08154077,2.15671434,0.37135407,0.00065028,1.00338322,0.65633583,1.31425621,0.00000000
-5.07553777,2.14670526,0.39606078,0.00064391,1.00693952,0.64256727,1.28694580,0.00000000
-5.06953477,2.12823093,0.42126723,0.00063473,1.00716095,0.62542083,1.25290586,0.00000000
-5.06353177,2.10210279,0.44675435,0.00062304,1.00431452,0.60528640,1.21291899,0.00000000
-5.05752876,2.06919453,0.47225898,0.00060917,0.99867897,0.58259417,1.16784974,0.00000000
-5.05152576,2.03040412,0.49747581,0.00059345,0.99052978,0.55779943,1.11861464,0.00000000
-5.04552276,1.98661860,0.52206184,0.00057622,0.98012607,0.53136736,1.06615236,0.00000000
-5.03951976,1.93868357,0.54564304,0.00055782,0.96770014,0.50375869,1.01139551,0.00000000
-5.03351676,1.88737875,0.56782339,0.00053857,0.95345018,0.47541653,0.95524519,0.00000000
-5.02751376,1.83340068,0.58819582,0.00051876,0.93753663,0.44675517,0.89854923,0.00000000
-5.02151076,1.77735313,0.60635478,0.00049865,0.92008206,0.41815097,0.84208499,0.00000000
-5.01550775,1.71974522,0.62190985,0.00047849,0.90117465,0.38993578,0.78654703,0.00000000
-5.00950475,1.66099665,0.63449983,0.00045849,0.88087472,0.36239276,0.73253972,0.00000000
-5.00350175,1.60144922,0.64380658,0.00043884,0.85922373,0.33575464,0.68057478,0.00000000
-4.99749875,1.54138323,0.64956791,0.00041969,0.83625507,0.31020426,0.63107317,0.00000000
-4.99149575,1.48103710,0.65158895,0.00040120,0.81200566,0.28587697,0.58437071,0.00000000
-4.98549275,1.42062874,0.64975124,0.00038350,0.78652751,0.26286467,0.54072670,0.00000000
-4.97948974,1.36037653,0.64401915,0.00036674,0.75989842,0.24122093,0.50033450,0.00000000
-4.97348674,1.30051866,0.63444325,0.00035104,0.73223097,0.22096690,0.46333325,0.00000000
-4.96748374,1.24132906,0.62116038,0.00033656,0.70367909,0.20209746,0.42981976,0.00000000
-4.96148074,1.18312901,0.60439042,0.00032345,0.67444187,0.18458738,0.39985973,0.00000000
-4.95547774,1.12629343,0.58442985,0.00031187,0.64476417,0.16839704,0.37349758,0.00000000
-4.94947474,1.07125151,0.56164255,0.00030201,0.61493405,0.15347749,0.35076431,0.00000000
-4.94347174,1.01848168,0.53644806,0.00029405,0.58527711,0.13977480,0.33168307,0.00000000
-4.93746873,0.96850107,0.50930807,0.00028819,0.55614797,0.12723336,0.31627211,0.00000000
-4.93146573,0.92185024,0.48071159,0.00028462,0.52791949,0.11579836,0.30454513,0.00000000
-4.92546273,0.87907406,0.45115968,0.00028354,0.50097015,0.10541728,0.29650918,0.00000000
-4.91945973,0.84069974,0.42115015,0.00028510,0.47567039,0.09604061,0.29216043,0.00000000
-4.91345673,0.80721335,0.39116319,0.00028946,0.45236854,0.08762187,0.29147806,0.00000000
-4.90745373,0.77903612,0.36164815,0.00029672,0.43137704,0.08011708,0.29441697,0.00000000
-4.90145073,0.75650169,0.33301222,0.00030693,0.41295961,0.07348386,0.30089985,0.00000000
-4.89544772,0.73983561,0.30561121,0.00032010,0.39732008,0.06768030,0.31080908,0.00000000
-4.88944472,0.72913818,0.27974271,0.00033617,0.38459323,0.06266381,0.32397932,0.00000000
-4.88344172,0.72437144,0.25564173,0.00035501,0.37483815,0.05838997,0.34019123,0.00000000
-4.87743872,0.72535116,0.23347883,0.00037639,0.36803442,0.05481163,0.35916690,0.00000000
-4.87143572,0.73174421,0.21336060,0.00040004,0.36408121,0.05187819,0.38056750,0.00000000
-4.86543272,0.74307163,0.19533223,0.00042560,0.36279934,0.04953530,0.40399352,0.00000000
-4.85942971,0.75871747,0.17938203,0.00045262,0.36393631,0.04772480,0.42898772,0.00000000
-4.85342671,0.77794300,0.16544743,0.00048062,0.36717403,0.04638511,0.45504114,0.00000000
-4.84742371,0.79990608,0.15342215,0.00050904,0.37213893,0.04545186,0.48160180,0.00000000
-4.84142071,0.82368487,0.14316423,0.00053730,0.37841418,0.04485890,0.50808623,0.00000000
-4.83541771,0.84830510,0.13450443,0.00056477,0.38555349,0.04453954,0.53389319,0.00000000
-4.82941471,0.87276994,0.12725483,0.00059085,0.39309595,0.04442794,0.55841932,0.00000000
-4.82341171,0.89609130,0.12121719,0.00061490,0.40058149,0.04446068,0.58107605,0.00000000
-4.81740870,0.91732144,0.11619087,0.00063637,0.40756631,0.04457840,0.60130702,0.00000000
-4.81140570,0.93558367,0.11198010,0.00065472,0.41363771,0.04472737,0.61860538,0.00000000
-4.80540270,0.95010100,0.10840040,0.00066948,0.41842792,0.04486105,0.63253026,0.00000000
-4.79939970,0.96022165,0.10528407,0.00068029,0.42162628,0.04494157,0.64272151,0.00000000
-4.79339670,0.96544043,0.10248464,0.00068687,0.42298955,0.04494093,0.64891223,0.00000000
-4.78739370,0.96541526,0.09988030,0.00068904,0.42234981,0.04484211,0.65093843,0.00000000
-4.78139070,0.95997835,0.09737621,0.00068674,0.41961995,0.04463987,0.64874545,0.00000000
-4.77538769,0.94914152,0.09490590,0.00068005,0.41479642,0.04434140,0.64239084,0.00000000
-4.76938469,0.93309582,0.09243166,0.00066913,0.40795932,0.04396662,0.63204361,0.00000000
-4.76338169,0.91220543,0.08994412,0.00065430,0.39926996,0.04354833,0.61797987,0.00000000
-4.75737869,0.88699649,0.08746103,0.00063593,0.38896592,0.04313206,0.60057526,0.00000000
-4.75137569,0.85814123,0.08502550,0.00061453,0.37735401,0.04277577,0.58029436,0.00000000
-4.74537269,0.82643840,0.08270366,0.00059067,0.36480143,0.04254937,0.55767771,0.00000000
-4.73936968,0.79279081,0.08058194,0.00056499,0.35172546,0.04253406,0.53332704,0.00000000
-4.73336668,0.75818095,0.07876411,0.00053816,0.33858214,0.04282155,0.50788931,0.00000000
-4.72736368,0.72364579,0.07736809,0.00051090,0.32585435,0.04351327,0.48204032,0.00000000
-4.72136068,0.69025155,0.07652280,0.00048394,0.31403963,0.04471942,0.45646843,0.00000000
-4.71535768,0.65906940,0.07636491,0.00045799,0.30363817,0.04655803,0.43185911,0.00000000
-4.70935468,0.63115285,0.07703576,0.00043374,0.29514123,0.04915401,0.40888063,0.00000000
-4.70335168,0.60751729,0.07867840,0.00041187,0.28902036,0.05263816,0.38817153,0.00000000
-4.69734867,0.58912234,0.08143481,0.00039298,0.28571754,0.05714618,0.37033000,0.00000000
-4.69134567,0.57685694,0.08544340,0.00037763,0.28563636,0.06281764,0.35590527,0.00000000
-4.68534267,0.57152762,0.09083671,0.00036632,0.28913459,0.06979495,0.34539120,0.00000000
-4.67933967,0.57384957,0.09773938,0.00035946,0.29651782,0.07822225,0.33922193,0.00000000
-4.67333667,0.58444060,0.10626641,0.00035739,0.30803462,0.08824424,0.33776932,0.00000000
-4.66733367,0.60381740,0.11652166,0.00036040,0.32387279,0.10000480,0.34134206,0.00000000
-4.66133067,0.63239405,0.12859657,0.00036865,0.34415707,0.11364555,0.35018610,0.00000000
-4.65532766,0.67048198,0.14256908,0.00038228,0.36894787,0.12930408,0.36448599,0.00000000
-4.64932466,0.71829118,0.15850281,0.00040133,0.39824125,0.14711192,0.38436686,0.00000000
-4.64332166,0.77593208,0.17644620,0.00042574,0.43196985,0.16719219,0.40989659,0.00000000
-4.63731866,0.84341756,0.19643182,0.00045543,0.47000476,0.18965680,0.44108794,0.00000000
-4.63131566,0.92066471,0.21847566,0.00049022,0.51215815,0.21460322,0.47790027,0.00000000
-4.62531266,1.00749604,0.24257629,0.00052986,0.55818653,0.24211076,0.52024053,0.00000000
-4.61930965,1.10363959,0.26871388,0.00057407,0.60779450,0.27223637,0.56796358,0.00000000
-4.61330665,1.20872795,0.29684902,0.00062247,0.66063869,0.30500992,0.62087147,0.00000000
-4.60730365,1.32229596,0.32692121,0.00067465,0.71633197,0.34042918,0.67871184,0.00000000
-4.60130065,1.44377717,0.35884716,0.00073014,0.77444747,0.37845438,0.74117542,0.00000000
-4.59529765,1.57249927,0.39251869,0.00078840,0.83452257,0.41900274,0.80789290,0.00000000
-4.58929465,1.70767875,0.42780050,0.00084885,0.89606249,0.46194304,0.87843136,0.00000000
-4.58329165,1.84841545,0.46452775,0.00091086,0.95854374,0.50709057,0.95229069,0.00000000
-4.57728864,1.99368770,0.50250379,0.00097376,1.02141712,0.55420275,1.02890039,0.00000000
-4.57128564,2.14234877,0.54149807,0.00103685,1.08411076,0.60297584,1.10761740,0.00000000
-4.56528264,2.29312572,0.58124458,0.00109937,1.14603295,0.65304298,1.18772535,0.00000000
-4.55927964,2.44462164,0.62144122,0.00116057,1.20657538,0.70397416,1.26843588,0.00000000
-4.55327664,2.59532231,0.66175023,0.00121967,1.26511677,0.75527815,1.34889266,0.00000000
-4.54727364,2.74360820,0.70180014,0.00127590,1.32102744,0.80640707,1.42817840,0.00000000
-4.54127064,2.88777255,0.74118950,0.00132850,1.37367493,0.85676341,1.50532530,0.00000000
-4.53526763,3.02604622,0.77949260,0.00137677,1.42243104,0.90570998,1.57932924,0.00000000
-4.52926463,3.15662930,0.81626732,0.00142003,1.46668051,0.95258240,1.64916746,0.00000000
-4.52326163,3.27772945,0.85106525,0.00145773,1.50583135,0.99670426,1.71381983,0.00000000
-4.51725863,3.38760624,0.88344384,0.00148937,1.53932679,1.03740439,1.77229302,0.00000000
-4.51125563,3.48462051,0.91298049,0.00151462,1.56665878,1.07403587,1.82364711,0.00000000
-4.50525263,3.56728719,0.93928811,0.00153328,1.58738248,1.10599610,1.86702358,0.00000000
-4.49924962,3.63432957,0.96203165,0.00154532,1.60113145,1.13274725,1.90167374,0.00000000
-4.49324662,3.68473294,0.98094500,0.00155093,1.60763271,1.15383609,1.92698641,0.00000000
-4.48724362,3.71779510,0.99584738,0.00155048,1.60672112,1.16891258,1.94251351,0.00000000
-4.48124062,3.73317109,1.00665857,0.00154458,1.59835209,1.17774611,1.94799233,0.00000000
-4.47523762,3.73090982,1.01341194,0.00153407,1.58261194,1.18023874,1.94336333,0.00000000
-4.46923462,3.71148019,1.01626467,0.00152003,1.55972516,1.17643464,1.92878239,0.00000000
-4.46323162,3.67578478,1.01550415,0.00150374,1.53005772,1.16652517,1.90462658,0.00000000
-4.45722861,3.62515962,1.01155008,0.00148671,1.49411618,1.15084922,1.87149305,0.00000000
-4.45122561,3.56135909,1.00495175,0.00147064,1.45254207,1.12988859,1.83019063,0.00000000
-4.44522261,3.48652556,0.99638006,0.00145739,1.40610155,1.10425851,1.78172419,0.00000000
-4.43921961,3.40314430,0.98661437,0.00144895,1.35567032,1.07469337,1.72727222,0.00000000
-4.43321661,3.31398439,0.97652407,0.00144738,1.30221442,1.04202833,1.66815825,0.00000000
-4.42721361,3.22202753,0.96704547,0.00145477,1.24676722,1.00717727,1.60581705,0.00000000
-4.42121061,3.13038674,0.95915442,0.00147319,1.19040347,0.97110787,1.54175688,0.00000000
-4.41520760,3.04221762,0.95383551,0.00150461,1.13421141,0.93481485,1.47751899,0.00000000
-4.40920460,2.96062527,0.95204886,0.00155088,1.07926383,0.89929213,1.41463598,0.00000000
-4.40320160,2.88856994,0.95469562,0.00161358,1.02658927,0.86550501,1.35459033,0.00000000
-4.39719860,2.82877482,0.96258338,0.00169406,0.97714429,0.83436336,1.29877460,0.00000000
-4.39119560,2.78363916,0.97639289,0.00179329,0.93178801,0.80669654,1.24845467,0.00000000
-4.38519260,2.75515994,0.99664735,0.00191185,0.89125967,0.78323109,1.20473707,0.00000000
-4.37918959,2.74486479,1.02368561,0.00204987,0.85616014,0.76457163,1.16854156,0.00000000
-4.37318659,2.75375878,1.05764054,0.00220700,0.82693791,0.75118574,1.14057947,0.00000000
-4.36718359,2.78228702,1.09842346,0.00238234,0.80388007,0.74339303,1.12133869,0.00000000
-4.36118059,2.83031453,1.14571583,0.00257448,0.78710855,0.74135872,1.11107525,0.00000000
-4.35517759,2.89712441,1.19896857,0.00278148,0.77658156,0.74509181,1.10981183,0.00000000
-4.34917459,2.98143452,1.25740956,0.00300086,0.77210041,0.75444771,1.11734283,0.00000000
-4.34317159,3.08143242,1.32005934,0.00322971,0.77332102,0.76913521,1.13324587,0.00000000
-4.33716858,3.19482756,1.38575485,0.00346465,0.77977004,0.78872742,1.15689898,0.00000000
-4.33116558,3.31891925,1.45318047,0.00370198,0.79086477,0.81267621,1.18750297,0.00000000
-4.32516258,3.45067818,1.52090571,0.00393774,0.80593623,0.84032969,1.22410806,0.00000000
-4.31915958,3.58683893,1.58742801,0.00416780,0.82425463,0.87095214,1.26564398,0.00000000
-4.31315658,3.72400037,1.65121952,0.00438802,0.84505631,0.90374570,1.31095253,0.00000000
-4.30715358,3.85873049,1.71077584,0.00459429,0.86757125,0.93787323,1.35882164,0.00000000
