energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up,Zn_p_up,Zn_d_up
-5.81390695,1.99585854,0.06095675,0.02045923,0.02451537,1.29746317,0.95615559,0.17048879,1.59981888,0.04034599
-5.80790395,1.94517312,0.06144464,0.02014777,0.02424848,1.26314579,0.94480692,0.16467097,1.55774695,0.03894675
-5.80190095,1.89047470,0.06176732,0.01976355,0.02397468,1.22634588,0.93097596,0.15857114,1.51271819,0.03746733
-5.79589795,1.83275918,0.06193744,0.01931904,0.02369691,1.18772600,0.91497904,0.15229195,1.46553979,0.03593006
-5.78989495,1.77307245,0.06196873,0.01882905,0.02341746,1.14797831,0.89715158,0.14593907,1.41704692,0.03435837
-5.78389195,1.71248420,0.06187538,0.01831034,0.02313789,1.10780778,0.87783804,0.13961897,1.36808279,0.03277626
-5.77788894,1.65206164,0.06167126,0.01778125,0.02285896,1.06791523,0.85738205,0.13343649,1.31947880,0.03120767
-5.77188594,1.59284372,0.06136938,0.01726121,0.02258056,1.02898082,0.83611712,0.12749259,1.27203553,0.02967590
-5.76588294,1.53581678,0.06098136,0.01677027,0.02230179,0.99164834,0.81435823,0.12188212,1.22650490,0.02820310
-5.75987994,1.48189222,0.06051706,0.01632861,0.02202096,0.95651076,0.79239465,0.11669174,1.18357400,0.02680978
-5.75387694,1.43188689,0.05998430,0.01595601,0.02173571,0.92409749,0.77048415,0.11199810,1.14385113,0.02551436
-5.74787394,1.38650656,0.05938875,0.01567134,0.02144314,0.89486359,0.74884870,0.10786617,1.10785413,0.02433287
-5.74187094,1.34633283,0.05873394,0.01549214,0.02113993,0.86918120,0.72767186,0.10434801,1.07600143,0.02327861
-5.73586793,1.31181371,0.05802134,0.01543409,0.02082251,0.84733331,0.70709763,0.10148172,1.04860574,0.02236202
-5.72986493,1.28325795,0.05725066,0.01551067,0.02048724,0.82950995,0.68723086,0.09929081,1.02587053,0.02159053
-5.72386193,1.26083283,0.05642008,0.01573274,0.02013054,0.81580668,0.66813899,0.09778393,1.00788920,0.02096854
-5.71785893,1.24456549,0.05552662,0.01610828,0.01974907,0.80622546,0.64985488,0.09695491,0.99464671,0.02049747
-5.71185593,1.23434730,0.05456662,0.01664208,0.01933988,0.80067749,0.63238059,0.09678310,0.98602356,0.02017583
-5.70585293,1.22994098,0.05353605,0.01733557,0.01890052,0.79898798,0.61569176,0.09723414,0.98180187,0.01999942
-5.69984992,1.23099005,0.05243101,0.01818667,0.01842915,0.80090259,0.59974240,0.09826091,0.98167318,0.01996146
-5.69384692,1.23703021,0.05124807,0.01918970,0.01792463,0.80609514,0.58446982,0.09980476,0.98524778,0.02005289
-5.68784392,1.24750222,0.04998463,0.02033541,0.01738655,0.81417646,0.56979939,0.10179699,0.99206525,0.02026258
-5.68184092,1.26176582,0.04863922,0.02161103,0.01681532,0.82470406,0.55564913,0.10416044,1.00160588,0.02057761
-5.67583792,1.27911454,0.04721173,0.02300037,0.01621210,0.83719238,0.54193372,0.10681132,1.01330285,0.02098353
-5.66983492,1.29879090,0.04570357,0.02448410,0.01557884,0.85112343,0.52856800,0.10966099,1.02655474,0.02146466
-5.66383192,1.32000186,0.04411777,0.02604002,0.01491820,0.86595762,0.51546981,0.11261797,1.04073839,0.02200436
-5.65782891,1.34193429,0.04245902,0.02764340,0.01423353,0.88114460,0.50256220,0.11558981,1.05522168,0.02258529
-5.65182591,1.36377040,0.04073359,0.02926747,0.01352874,0.89613404,0.48977495,0.11848507,1.06937629,0.02318970
-5.64582291,1.38470277,0.03894929,0.03088391,0.01280823,0.91038611,0.47704551,0.12121513,1.08259012,0.02379971
-5.63981991,1.40394920,0.03711525,0.03246345,0.01207679,0.92338173,0.46431950,0.12369607,1.09427933,0.02439755
-5.63381691,1.42076690,0.03524175,0.03397646,0.01133946,0.93463228,0.45155071,0.12585025,1.10389972,0.02496587
-5.62781391,1.43446621,0.03333998,0.03539369,0.01060144,0.94368881,0.43870087,0.12760791,1.11095744,0.02548799
-5.62181091,1.44442341,0.03142178,0.03668687,0.00986792,0.95015060,0.42573929,0.12890847,1.11501877,0.02594819
-5.61580790,1.45009267,0.02949935,0.03782947,0.00914401,0.95367286,0.41264240,0.12970172,1.11571874,0.02633195
-5.60980490,1.45101673,0.02758501,0.03879732,0.00843461,0.95397347,0.39939330,0.12994867,1.11276859,0.02662624
-5.60380190,1.44683614,0.02569084,0.03956928,0.00774429,0.95083865,0.38598151,0.12962229,1.10596165,0.02681976
-5.59779890,1.43729679,0.02382854,0.04012774,0.00707721,0.94412734,0.37240278,0.12870785,1.09517763,0.02690315
-5.59179590,1.42225543,0.02200910,0.04045912,0.00643706,0.93377402,0.35865913,0.12720302,1.08038506,0.02686921
-5.58579290,1.40168283,0.02024265,0.04055425,0.00582698,0.91979013,0.34475898,0.12511773,1.06164177,0.02671304
-5.57978989,1.37566454,0.01853825,0.04040854,0.00524954,0.90226356,0.33071748,0.12247370,1.03909332,0.02643215
-5.57378689,1.34439887,0.01690383,0.04002217,0.00470668,0.88135649,0.31655679,0.11930364,1.01296920,0.02602654
-5.56778389,1.30819204,0.01534603,0.03940001,0.00419976,0.85730127,0.30230636,0.11565031,0.98357703,0.02549867
-5.56178089,1.26745061,0.01387016,0.03855143,0.00372956,0.83039455,0.28800317,0.11156521,0.95129454,0.02485339
-5.55577789,1.22267104,0.01248026,0.03749004,0.00329627,0.80098962,0.27369165,0.10710718,0.91655973,0.02409785
-5.54977489,1.17442679,0.01117900,0.03623324,0.00289958,0.76948714,0.25942346,0.10234075,0.87985927,0.02324126
-5.54377189,1.12335323,0.00996786,0.03480170,0.00253871,0.73632460,0.24525682,0.09733442,0.84171540,0.02229467
-5.53776888,1.07013062,0.00884711,0.03321871,0.00221249,0.70196456,0.23125564,0.09215887,0.80267189,0.02127062
-5.53176588,1.01546597,0.00781596,0.03150957,0.00191942,0.66688232,0.21748815,0.08688517,0.76327920,0.02018285
-5.52576288,0.96007405,0.00687265,0.02970081,0.00165770,0.63155308,0.20402531,0.08158297,0.72407945,0.01904589
-5.51975988,0.90465838,0.00601460,0.02781954,0.00142536,0.59643930,0.19093885,0.07631886,0.68559171,0.01787468
-5.51375688,0.84989288,0.00523852,0.02589270,0.00122029,0.56197851,0.17829921,0.07115486,0.64829798,0.01668418
-5.50775388,0.79640460,0.00454053,0.02394644,0.00104031,0.52857203,0.16617327,0.06614704,0.61263040,0.01548899
-5.50175088,0.74475843,0.00391634,0.02200551,0.00088321,0.49657502,0.15462218,0.06134447,0.57896022,0.01430300
-5.49574787,0.69544409,0.00336128,0.02009278,0.00074681,0.46628822,0.14369918,0.05678831,0.54758868,0.01313909
-5.48974487,0.64886591,0.00287053,0.01822880,0.00062900,0.43795156,0.13344782,0.05251127,0.51874044,0.01200885
-5.48374187,0.60533585,0.00243912,0.01643151,0.00052776,0.41174002,0.12390035,0.04853729,0.49255954,0.01092236
-5.47773887,0.56506970,0.00206209,0.01471600,0.00044121,0.38776172,0.11507662,0.04488152,0.46910817,0.00988811
-5.47173587,0.52818679,0.00173457,0.01309447,0.00036758,0.36605834,0.10698342,0.04155059,0.44836818,0.00891283
-5.46573287,0.49471289,0.00145180,0.01157617,0.00030526,0.34660781,0.09961439,0.03854307,0.43024536,0.00800152
-5.45972986,0.46458628,0.00120925,0.01016751,0.00025282,0.32932908,0.09295038,0.03585026,0.41457627,0.00715749
-5.45372686,0.43766652,0.00100265,0.00887222,0.00020896,0.31408884,0.08696037,0.03345702,0.40113727,0.00638240
-5.44772386,0.41374556,0.00082803,0.00769157,0.00017255,0.30070974,0.08160289,0.03134288,0.38965542,0.00567644
-5.44172086,0.39256066,0.00068174,0.00662466,0.00014260,0.28897986,0.07682774,0.02948317,0.37982092,0.00503847
-5.43571786,0.37380851,0.00056050,0.00566870,0.00011830,0.27866308,0.07257814,0.02785023,0.37130040,0.00446622
-5.42971486,0.35716006,0.00046142,0.00481937,0.00009895,0.26950970,0.06879301,0.02641467,0.36375063,0.00395651
-5.42371186,0.34227536,0.00038200,0.00407109,0.00008401,0.26126725,0.06540940,0.02514654,0.35683217,0.00350542
-5.41770885,0.32881791,0.00032013,0.00341741,0.00007308,0.25369068,0.06236494,0.02401645,0.35022239,0.00310857
-5.41170585,0.31646805,0.00027415,0.00285125,0.00006589,0.24655198,0.05960013,0.02299665,0.34362737,0.00276127
-5.40570285,0.30493483,0.00024281,0.00236523,0.00006229,0.23964853,0.05706056,0.02206189,0.33679229,0.00245873
-5.39969985,0.29396615,0.00022530,0.00195188,0.00006229,0.23281024,0.05469874,0.02119019,0.32951008,0.00219624
-5.39369685,0.28335691,0.00022123,0.00160386,0.00006602,0.22590510,0.05247569,0.02036341,0.32162796,0.00196927
-5.38769385,0.27295488,0.00023069,0.00131417,0.00007374,0.21884313,0.05036215,0.01956773,0.31305172,0.00177364
-5.38169085,0.26266447,0.00025419,0.00107625,0.00008587,0.21157868,0.04833938,0.01879387,0.30374792,0.00160559
-5.37568784,0.25244827,0.00029272,0.00088414,0.00010296,0.20411108,0.04639960,0.01803721,0.29374379,0.00146182
-5.36968484,0.24232660,0.00034768,0.00073250,0.00012571,0.19648382,0.04454604,0.01729772,0.28312517,0.00133959
-5.36368184,0.23237523,0.00042096,0.00061674,0.00015497,0.18878235,0.04279264,0.01657987,0.27203264,0.00123667
-5.35767884,0.22272154,0.00051486,0.00053298,0.00019175,0.18113075,0.04116344,0.01589227,0.26065616,0.00115141
-5.35167584,0.21353942,0.00063207,0.00047814,0.00023718,0.17368745,0.03969173,0.01524742,0.24922843,0.00108266
-5.34567284,0.20504319,0.00077568,0.00044988,0.00029254,0.16664024,0.03841893,0.01466122,0.23801742,0.00102981
-5.33966983,0.19748088,0.00094912,0.00044661,0.00035924,0.16020085,0.03739337,0.01415258,0.22731838,0.00099266
-5.33366683,0.19112710,0.00115606,0.00046747,0.00043880,0.15459927,0.03666896,0.01374293,0.21744555,0.00097148
-5.32766383,0.18627582,0.00140038,0.00051234,0.00053279,0.15007802,0.03630379,0.01345579,0.20872392,0.00096686
-5.32166083,0.18323325,0.00168609,0.00058174,0.00064287,0.14688658,0.03635871,0.01331633,0.20148133,0.00097975
-5.31565783,0.18231106,0.00201716,0.00067689,0.00077070,0.14527607,0.03689606,0.01335096,0.19604095,0.00101132
-5.30965483,0.18381999,0.00239748,0.00079960,0.00091793,0.14549438,0.03797836,0.01358696,0.19271440,0.00106298
-5.30365183,0.18806414,0.00283067,0.00095229,0.00108613,0.14778167,0.03966724,0.01405211,0.19179560,0.00113629
-5.29764882,0.19533584,0.00331999,0.00113796,0.00127678,0.15236655,0.04202251,0.01477447,0.19355535,0.00123292
-5.29164582,0.20591136,0.00386820,0.00136012,0.00149119,0.15946274,0.04510147,0.01578210,0.19823674,0.00135466
-5.28564282,0.22004740,0.00447741,0.00162279,0.00173046,0.16926644,0.04895845,0.01710281,0.20605128,0.00150332
-5.27963982,0.23797842,0.00514902,0.00193047,0.00199549,0.18195430,0.05364466,0.01876404,0.21717601,0.00168077
-5.27363682,0.25991494,0.00588362,0.00228807,0.00228688,0.19768209,0.05920836,0.02079269,0.23175118,0.00188887
-5.26763382,0.28604267,0.00668093,0.00270088,0.00260497,0.21658399,0.06569540,0.02321501,0.24987896,0.00212952
-5.26163082,0.31652264,0.00753978,0.00317451,0.00294980,0.23877263,0.07315005,0.02605644,0.27162274,0.00240464
-5.25562781,0.35149213,0.00845819,0.00371484,0.00332114,0.26433971,0.08161615,0.02934157,0.29700735,0.00271617
-5.24962481,0.39106656,0.00943343,0.00432791,0.00371852,0.29335728,0.09113868,0.03309400,0.32602001,0.00306611
-5.24362181,0.43534199,0.01046214,0.00501985,0.00414126,0.32587954,0.10176539,0.03733624,0.35861200,0.00345653
-5.23761881,0.48439817,0.01154054,0.00579676,0.00458852,0.36194508,0.11354869,0.04208953,0.39470113,0.00388963
-5.23161581,0.53830200,0.01266463,0.00666459,0.00505941,0.40157937,0.12654748,0.04737371,0.43417480,0.00436772
-5.22561281,0.59711086,0.01383044,0.00762899,0.00555301,0.44479734,0.14082888,0.05320695,0.47689358,0.00489327
-5.21960980,0.66087568,0.01503433,0.00869510,0.00606852,0.49160585,0.15646960,0.05960542,0.52269523,0.00546893
-5.21360680,0.72964315,0.01627319,0.00986742,0.00660525,0.54200560,0.17355672,0.06658294,0.57139890,0.00609752
-5.20760380,0.80345671,0.01754476,0.01114955,0.00716276,0.59599237,0.19218778,0.07415043,0.62280933,0.00678197
-5.20160080,0.88235590,0.01884775,0.01254397,0.00774086,0.65355720,0.21246987,0.08231531,0.67672077,0.00752533
-5.19559780,0.96637350,0.02018204,0.01405179,0.00833963,0.71468513,0.23451749,0.09108072,0.73292037,0.00833064
-5.18959480,1.05553030,0.02154869,0.01567253,0.00895943,0.77935248,0.25844923,0.10044468,0.79119079,0.00920085
-5.18359180,1.14982709,0.02294990,0.01740383,0.00960081,0.84752219,0.28438291,0.11039908,0.85131181,0.01013862
-5.17758879,1.24923403,0.02438888,0.01924121,0.01026445,0.91913745,0.31242938,0.12092854,0.91306071,0.01114616
-5.17158579,1.35367722,0.02586951,0.02117789,0.01095101,0.99411346,0.34268494,0.13200929,0.97621136,0.01222502
-5.16558279,1.46302314,0.02739603,0.02320457,0.01166095,1.07232764,0.37522267,0.14360797,1.04053199,0.01337579
-5.15957979,1.57706125,0.02897252,0.02530928,0.01239439,1.15360856,0.41008281,0.15568042,1.10578165,0.01459789
-5.15357679,1.69548580,0.03060232,0.02747735,0.01315082,1.23772429,0.44726279,0.16817067,1.17170568,0.01588924
-5.14757379,1.81787771,0.03228742,0.02969136,0.01392893,1.32437052,0.48670715,0.18100999,1.23803036,0.01724606
-5.14157079,1.94368768,0.03402783,0.03193126,0.01472634,1.41315952,0.52829823,0.19411632,1.30445718,0.01866254
-5.13556778,2.07222201,0.03582095,0.03417450,0.01553949,1.50361066,0.57184793,0.20739390,1.37065723,0.02013073
-5.12956478,2.20263219,0.03766097,0.03639637,0.01636337,1.59514328,0.61709137,0.22073347,1.43626615,0.02164034
-5.12356178,2.33390963,0.03953847,0.03857032,0.01719154,1.68707293,0.66368299,0.23401283,1.50088030,0.02317872
-5.11755878,2.46488668,0.04144006,0.04066844,0.01801598,1.77861156,0.71119559,0.24709798,1.56405444,0.02473083
-5.11155578,2.59424468,0.04334824,0.04266209,0.01882721,1.86887238,0.75912275,0.25984488,1.62530166,0.02627945
-5.10555278,2.72052961,0.04524146,0.04452247,0.01961437,1.95687966,0.80688488,0.27210170,1.68409565,0.02780534
-5.09954977,2.84217551,0.04709441,0.04622134,0.02036547,2.04158364,0.85383903,0.28371161,1.73987566,0.02928763
-5.09354677,2.95753527,0.04887847,0.04773177,0.02106763,2.12188042,0.89929224,0.29451612,1.79205421,0.03070424
-5.08754377,3.06491823,0.05056247,0.04902890,0.02170746,2.19663628,0.94251820,0.30435874,1.84002735,0.03203243
-5.08154077,3.16263308,0.05211352,0.05009059,0.02227149,2.26471572,0.98277666,0.31308890,1.88318733,0.03324940
-5.07553777,3.24903481,0.05349811,0.05089818,0.02274664,2.32501218,1.01933480,0.32056606,1.92093705,0.03433298
-5.06953477,3.32257352,0.05468321,0.05143701,0.02312063,2.37648025,1.05148982,0.32666370,1.95270594,0.03526227
-5.06353177,3.38184320,0.05563752,0.05169692,0.02338256,2.41816785,1.07859165,0.33127312,1.97796635,0.03601833
-5.05752876,3.42562808,0.05633265,0.05167262,0.02352324,2.44924709,1.10006479,0.33430692,1.99624984,0.03658486
-5.05152576,3.45294440,0.05674427,0.05136384,0.02353569,2.46904220,1.11542830,0.33570182,2.00716258,0.03694871
-5.04552276,3.46307576,0.05685310,0.05077544,0.02341537,2.47705336,1.12431293,0.33542094,2.01039906,0.03710044
-5.03951976,3.45560002,0.05664580,0.04991720,0.02316048,2.47297508,1.12647457,0.33345517,2.00575349,0.03703458
-5.03351676,3.43040670,0.05611556,0.04880360,0.02277204,2.45670848,1.12180341,0.32982375,1.99312838,0.03674995
-5.02751376,3.38770390,0.05526249,0.04745337,0.02225394,2.42836659,1.11032829,0.32457399,1.97253982,0.03624967
-5.02151076,3.32801439,0.05409375,0.04588893,0.02161287,2.38827274,1.09221614,0.31777997,1.94411930,0.03554114
-5.01550775,3.25216126,0.05262336,0.04413572,0.02085805,2.33695192,1.06776655,0.30954059,1.90811200,0.03463574
-5.00950475,3.16124366,0.05087181,0.04222149,0.02000103,2.27511571,1.03740163,0.29997675,1.86487169,0.03354857
-5.00350175,3.05660407,0.04886539,0.04017550,0.01905529,2.20364144,1.00165196,0.28922798,1.81485257,0.03229787
-4.99749875,2.93978846,0.04663532,0.03802773,0.01803580,2.12354679,0.96113906,0.27744860,1.75859834,0.03090453
-4.99149575,2.81250150,0.04421674,0.03580813,0.01695856,2.03596073,0.91655539,0.26480356,1.69672921,0.02939138
-4.98549275,2.67655856,0.04164759,0.03354589,0.01584014,1.94209249,0.86864284,0.25146422,1.62992734,0.02778255
-4.97948974,2.53383682,0.03896741,0.03126884,0.01469718,1.84319959,0.81817051,0.23760409,1.55892133,0.02610275
-4.97348674,2.38622737,0.03621615,0.02900285,0.01354595,1.74055639,0.76591297,0.22339488,1.48447037,0.02437662
-4.96748374,2.23559009,0.03343307,0.02677147,0.01240193,1.63542429,0.71262965,0.20900279,1.40734864,0.02262808
-4.96148074,2.08371297,0.03065568,0.02459556,0.01127950,1.52902465,0.65904625,0.19458533,1.32833044,0.02087978
-4.95547774,1.93227700,0.02791881,0.02249314,0.01019164,1.42251512,0.60583870,0.18028866,1.24817645,0.01915261
-4.94947474,1.78282742,0.02525392,0.02047929,0.00914974,1.31697004,0.55362016,0.16624545,1.16762140,0.01746535
-4.94347174,1.63675193,0.02268850,0.01856621,0.00816349,1.21336520,0.50293122,0.15257346,1.08736344,0.01583437
-4.93746873,1.49526592,0.02024571,0.01676329,0.00724085,1.11256702,0.45423352,0.13937462,1.00805528,0.01427349
-4.93146573,1.35940442,0.01794416,0.01507737,0.00638808,1.01532612,0.40790650,0.12673469,0.93029707,0.01279384
-4.92546273,1.23002033,0.01579794,0.01351299,0.00560986,0.92227486,0.36424728,0.11472342,0.85463113,0.01140400
-4.91945973,1.10778832,0.01381672,0.01207265,0.00490941,0.83392857,0.32347313,0.10339519,0.78153833,0.01010998
-4.91345673,0.99321325,0.01200605,0.01075719,0.00428875,0.75068981,0.28572623,0.09278989,0.71143604,0.00891548
-4.90745373,0.88664251,0.01036775,0.00956609,0.00374890,0.67285515,0.25108018,0.08293422,0.64467745,0.00782207
-4.90145073,0.78828101,0.00890034,0.00849783,0.00329009,0.60062383,0.21954782,0.07384302,0.58155221,0.00682947
-4.89544772,0.69820797,0.00759959,0.00755015,0.00291209,0.53410779,0.19108984,0.06552083,0.52228804,0.00593582
-4.88944472,0.61639472,0.00645901,0.00672039,0.00261437,0.47334238,0.16562376,0.05796340,0.46705341,0.00513796
-4.88344172,0.54272246,0.00547045,0.00600566,0.00239634,0.41829730,0.14303280,0.05115924,0.41596079,0.00443174
-4.87743872,0.47699953,0.00462451,0.00540310,0.00225753,0.36888749,0.12317444,0.04509103,0.36907062,0.00381226
-4.87143572,0.41897755,0.00391110,0.00490999,0.00219773,0.32498330,0.10588826,0.03973697,0.32639568,0.00327414
-4.86543272,0.36836589,0.00331978,0.00452386,0.00221707,0.28641993,0.09100297,0.03507195,0.28790576,0.00281171
-4.85942971,0.32484434,0.00284014,0.00424255,0.00231607,0.25300574,0.07834236,0.03106850,0.25353246,0.00241921
-4.85342671,0.28807362,0.00246203,0.00406416,0.00249561,0.22452943,0.06773033,0.02769766,0.22317404,0.00209093
-4.84742371,0.25770372,0.00217585,0.00398709,0.00275686,0.20076582,0.05899468,0.02492957,0.19670012,0.00182135
-4.84142071,0.23338003,0.00197258,0.00400986,0.00310119,0.18148033,0.05196998,0.02273391,0.17395615,0.00160518
-4.83541771,0.21474738,0.00184393,0.00413104,0.00352993,0.16643216,0.04649940,0.02108015,0.15476759,0.00143744
-4.82941471,0.20145209,0.00178234,0.00434905,0.00404419,0.15537619,0.04243572,0.01993761,0.13894358,0.00131349
-4.82341171,0.19314231,0.00178091,0.00466200,0.00464465,0.14806374,0.03964155,0.01927544,0.12628022,0.00122899
-4.81740870,0.18946685,0.00183340,0.00506747,0.00533120,0.14424239,0.03798894,0.01906242,0.11656324,0.00117996
-4.81140570,0.19007292,0.00193407,0.00556228,0.00610274,0.14365497,0.03735850,0.01926666,0.10957028,0.00116264
-4.80540270,0.19460309,0.00207760,0.00614231,0.00695685,0.14603806,0.03763825,0.01985533,0.10507256,0.00117356
-4.79939970,0.20269185,0.00225895,0.00680229,0.00788954,0.15112012,0.03872222,0.02079422,0.10283629,0.00120942
-4.79339670,0.21396217,0.00247325,0.00753564,0.00889507,0.15861964,0.04050897,0.02204751,0.10262361,0.00126705
-4.78739370,0.22802254,0.00271568,0.00833430,0.00996570,0.16824355,0.04290024,0.02357738,0.10419350,0.00134342
-4.78139070,0.24446479,0.00298138,0.00918873,0.01109165,0.17968608,0.04579973,0.02534391,0.10730243,0.00143551
-4.77538769,0.26286303,0.00326538,0.01008780,0.01226103,0.19262845,0.04911216,0.02730497,0.11170529,0.00154036
-4.76938469,0.28277405,0.00356252,0.01101891,0.01345994,0.20673946,0.05274259,0.02941632,0.11715630,0.00165500
-4.76338169,0.30373935,0.00386751,0.01196809,0.01467258,0.22167728,0.05659625,0.03163186,0.12341039,0.00177647
-4.75737869,0.32528897,0.00417484,0.01292018,0.01588150,0.23709234,0.06057870,0.03390413,0.13022484,0.00190180
-4.75137569,0.34694706,0.00447893,0.01385912,0.01706800,0.25263156,0.06459637,0.03618486,0.13736146,0.00202804
-4.74537269,0.36823915,0.00477414,0.01476832,0.01821248,0.26794374,0.06855764,0.03842587,0.14458915,0.00215231
-4.73936968,0.38870097,0.00505489,0.01563099,0.01929500,0.28268594,0.07237409,0.04057997,0.15168686,0.00227178
-4.73336668,0.40788841,0.00531581,0.01643062,0.02029580,0.29653077,0.07596221,0.04260212,0.15844700,0.00238379
-4.72736368,0.42538833,0.00555182,0.01715148,0.02119591,0.30917422,0.07924524,0.04445055,0.16467896,0.00248587
-4.72136068,0.44082968,0.00575832,0.01777901,0.02197771,0.32034373,0.08215514,0.04608801,0.17021280,0.00257579
-4.71535768,0.45389461,0.00593132,0.01830038,0.02262555,0.32980615,0.08463459,0.04748300,0.17490286,0.00265164
-4.70935468,0.46432871,0.00606758,0.01870485,0.02312627,0.33737522,0.08663898,0.04861085,0.17863112,0.00271189
-4.70335168,0.47195029,0.00616474,0.01898417,0.02346965,0.34291823,0.08813809,0.04945478,0.18131016,0.00275542
-4.69734867,0.47665791,0.00622141,0.01913289,0.02364879,0.34636142,0.08911763,0.05000673,0.18288550,0.00278157
-4.69134567,0.47843592,0.00623726,0.01914858,0.02366038,0.34769405,0.08958037,0.05026800,0.18333729,0.00279016
-4.68534267,0.47735774,0.00621306,0.01903193,0.02350485,0.34697063,0.08954689,0.05024963,0.18268113,0.00278154
-4.67933967,0.47358653,0.00615075,0.01878681,0.02318637,0.34431145,0.08905586,0.04997252,0.18096806,0.00275655
-4.67333667,0.46737334,0.00605334,0.01842015,0.02271272,0.33990121,0.08816386,0.04946726,0.17828358,0.00271652
-4.66733367,0.45905275,0.00592498,0.01794183,0.02209509,0.33398573,0.08694479,0.04877372,0.17474583,0.00266325
-4.66133067,0.44903605,0.00577081,0.01736434,0.02134770,0.32686702,0.08548875,0.04794034,0.17050299,0.00259899
-4.65532766,0.43780240,0.00559691,0.01670251,0.02048737,0.31889671,0.08390059,0.04702318,0.16572989,0.00252632
-4.64932466,0.42588809,0.00541022,0.01597311,0.01953301,0.31046826,0.08229810,0.04608479,0.16062411,0.00244814
-4.64332166,0.41387455,0.00521838,0.01519443,0.01850503,0.30200810,0.08080988,0.04519291,0.15540165,0.00236760
