energy_ev,total_up,Ge_p_up,Ge_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-6.00000000,0.80783794,0.01782197,0.00000000,0.12018290,0.26523280,0.07129917,0.31892949
-5.99399700,0.81302378,0.01727020,0.00000000,0.11868662,0.27101540,0.07447299,0.32037706
-5.98799400,0.81726783,0.01679104,0.00000000,0.11738694,0.27648458,0.07747696,0.32059099
-5.98199100,0.82031411,0.01637342,0.00000000,0.11623934,0.28151885,0.08026366,0.31952483
-5.97598799,0.82191513,0.01600549,0.00000000,0.11519428,0.28599617,0.08278760,0.31715904
-5.96998499,0.82184121,0.01567507,0.00000000,0.11419952,0.28979769,0.08500628,0.31350238
-5.96398199,0.81988952,0.01537017,0.00000000,0.11320240,0.29281164,0.08688125,0.30859249
-5.95797899,0.81589257,0.01507939,0.00000000,0.11215227,0.29493719,0.08837914,0.30249549
-5.95197599,0.80972587,0.01479234,0.00000000,0.11100265,0.29608826,0.08947253,0.29530489
-5.94597299,0.80131452,0.01449996,0.00000000,0.10971338,0.29619699,0.09014090,0.28713969
-5.93996998,0.79063862,0.01419477,0.00000000,0.10825240,0.29521690,0.09037127,0.27814197
-5.93396698,0.77773710,0.01387112,0.00000000,0.10659721,0.29312539,0.09015879,0.26847390
-5.92796398,0.76271009,0.01352528,0.00000000,0.10473603,0.28992576,0.08950715,0.25831450
-5.92196098,0.74571945,0.01315552,0.00000000,0.10266843,0.28564833,0.08842870,0.24785611
-5.91595798,0.72698755,0.01276206,0.00000000,0.10040556,0.28035087,0.08694448,0.23730075
-5.90995498,0.70679419,0.01234708,0.00000000,0.09796992,0.27411803,0.08508386,0.22685648
-5.90395198,0.68547168,0.01191447,0.00000000,0.09539470,0.26705997,0.08288410,0.21673369
-5.89794897,0.66339811,0.01146973,0.00000000,0.09272259,0.25931006,0.08038954,0.20714152
-5.89194597,0.64098894,0.01101969,0.00000000,0.09000439,0.25102175,0.07765064,0.19828439
-5.88594297,0.61868709,0.01057220,0.00000000,0.08729709,0.24236467,0.07472282,0.19035850
-5.87993997,0.59695175,0.01013592,0.00000000,0.08466187,0.23352013,0.07166510,0.18354854
-5.87393697,0.57624606,0.00971988,0.00000000,0.08216180,0.22467601,0.06853859,0.17802440
-5.86793397,0.55702423,0.00933322,0.00000000,0.07985948,0.21602139,0.06540496,0.17393791
-5.86193097,0.53971820,0.00898482,0.00000000,0.07781469,0.20774094,0.06232476,0.17141975
-5.85592796,0.52472443,0.00868299,0.00000000,0.07608208,0.20000934,0.05935583,0.17057629
-5.84992496,0.51239103,0.00843515,0.00000000,0.07470900,0.19298593,0.05655177,0.17148664
-5.84392196,0.50300593,0.00824755,0.00000000,0.07373361,0.18680966,0.05396042,0.17419984
-5.83791896,0.49678621,0.00812506,0.00000000,0.07318325,0.18159468,0.05162264,0.17873228
-5.83191596,0.49386919,0.00807091,0.00000000,0.07307318,0.17742661,0.04957116,0.18506544
-5.82591296,0.49430555,0.00808661,0.00000000,0.07340570,0.17435964,0.04782979,0.19314415
-5.81990995,0.49805482,0.00817179,0.00000000,0.07416972,0.17241465,0.04641278,0.20287539
-5.81390695,0.50498352,0.00832423,0.00000000,0.07534078,0.17157834,0.04532459,0.21412786
-5.80790395,0.51486598,0.00853986,0.00000000,0.07688151,0.17180335,0.04455985,0.22673240
-5.80190095,0.52738824,0.00881286,0.00000000,0.07874253,0.17300967,0.04410371,0.24048336
-5.79589795,0.54215463,0.00913582,0.00000000,0.08086381,0.17508686,0.04393247,0.25514114
