energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,1.21098658,-1.21099068,0.00517926,-0.00517951,0.04647789,-0.04647764,0.36163827,-0.36164143,0.17218041,-0.17218145,0.28539051,-0.28538967,0.13032322,-0.13032505,0.03220930,-0.03220910,0.63845994,-0.63846239
-5.99399700,1.22893641,-1.22894140,0.00536508,-0.00536534,0.04626314,-0.04626292,0.36440520,-0.36440874,0.17915754,-0.17915869,0.28301369,-0.28301302,0.13426423,-0.13426627,0.03380522,-0.03380502,0.64652928,-0.64653223
-5.98799400,1.24921324,-1.24921929,0.00555704,-0.00555729,0.04607538,-0.04607519,0.36814314,-0.36814709,0.18647948,-0.18648076,0.28101156,-0.28101112,0.13878256,-0.13878484,0.03538807,-0.03538787,0.65589933,-0.65590286
-5.98199100,1.27204722,-1.27205447,0.00575207,-0.00575232,0.04593495,-0.04593479,0.37299959,-0.37300400,0.19409825,-0.19409966,0.27955744,-0.27955727,0.14391481,-0.14391735,0.03693997,-0.03693979,0.66672034,-0.66672453
-5.97598799,1.29755463,-1.29756319,0.00594671,-0.00594695,0.04585769,-0.04585758,0.37908157,-0.37908644,0.20195291,-0.20195448,0.27879615,-0.27879630,0.14968167,-0.14968447,0.03844126,-0.03844110,0.67908192,-0.67908683
-5.96998499,1.32573272,-1.32574265,0.00613712,-0.00613735,0.04585437,-0.04585430,0.38645105,-0.38645638,0.20997178,-0.20997350,0.27883962,-0.27884011,0.15608669,-0.15608977,0.03987104,-0.03987089,0.69300937,-0.69301502
-5.96398199,1.35646073,-1.35647207,0.00631927,-0.00631948,0.04593031,-0.04593030,0.39512243,-0.39512822,0.21807544,-0.21807732,0.27976410,-0.27976496,0.16311595,-0.16311929,0.04120779,-0.04120767,0.70846339,-0.70846981
-5.95797899,1.38950735,-1.38952009,0.00648902,-0.00648921,0.04608538,-0.04608542,0.40506232,-0.40506853,0.22618050,-0.22618256,0.28160909,-0.28161032,0.17073842,-0.17074202,0.04243016,-0.04243007,0.72534322,-0.72535040
-5.95197599,1.42454410,-1.42455820,0.00664231,-0.00664248,0.04631410,-0.04631420,0.41619144,-0.41619804,0.23420390,-0.23420612,0.28437806,-0.28437965,0.17890723,-0.17891109,0.04351780,-0.04351774,0.74349298,-0.74350090
-5.94597299,1.46116419,-1.46117958,0.00677533,-0.00677548,0.04660617,-0.04660632,0.42838880,-0.42839575,0.24206746,-0.24206985,0.28804083,-0.28804276,0.18756167,-0.18756576,0.04445221,-0.04445217,0.76271106,-0.76271967
