energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up,Zr_p_up,Zr_d_up
-3.49074537,8.98820145,0.01504625,3.30633003,0.07344269,1.75035784,0.41886998,0.01984912,6.34423162,2.84805281
-3.48474237,9.10585622,0.01551593,3.32237693,0.07315800,1.82041170,0.42189050,0.02028817,6.36256592,2.88822610
-3.47873937,9.23379655,0.01600321,3.33889206,0.07319167,1.89786948,0.42653349,0.02081837,6.38098489,2.93083768
-3.47273637,9.37302972,0.01651815,3.35655518,0.07359154,1.98245715,0.43278386,0.02143562,6.40105818,2.97617849
-3.46673337,9.52422819,0.01707148,3.37594618,0.07440013,2.07378990,0.44060078,0.02213443,6.42427535,3.02442537
-3.46073037,9.68768975,0.01767409,3.39752400,0.07565336,2.17137293,0.44991818,0.02290795,6.45199220,3.07563121
-3.45472736,9.86331199,0.01833656,3.42161184,0.07737934,2.27460350,0.46064537,0.02374812,6.48538440,3.12972094
-3.44872436,10.05058252,0.01906855,3.44838928,0.07959728,2.38277496,0.47266820,0.02464573,6.52541057,3.18649358
-3.44272136,10.24858537,0.01987825,3.47789133,0.08231650,2.49508258,0.48585053,0.02559058,6.57278606,3.24563013
-3.43671836,10.45602301,0.02077176,3.51001414,0.08553555,2.61063162,0.50003620,0.02657159,6.62796814,3.30670668
-3.43071536,10.67125241,0.02175260,3.54452660,0.08924161,2.72844752,0.51505147,0.02757697,6.69115209,3.36921182
-3.42471236,10.89233242,0.02282120,3.58108658,0.09340998,2.84748809,0.53070781,0.02859443,6.76227715,3.43256707
-3.41870935,11.11707941,0.02397454,3.61926035,0.09800392,2.96665772,0.54680513,0.02961129,6.84104056,3.49614874
-3.41270635,11.34312744,0.02520586,3.65854367,0.10297471,3.08482290,0.56313516,0.03061475,6.92691761,3.55930981
-3.40670335,11.56798912,0.02650454,3.69838285,0.10826200,3.20082904,0.57948509,0.03159203,7.01918507,3.62140014
-3.40070035,11.78911374,0.02785616,3.73819437,0.11379449,3.31351770,0.59564109,0.03253061,7.11694592,3.68178382
-3.39469735,12.00393947,0.02924263,3.77738184,0.11949097,3.42174395,0.61139176,0.03341839,7.21915295,3.73985251
-3.38869435,12.20993742,0.03064260,3.81534943,0.12526160,3.52439324,0.62653127,0.03424389,7.32462995,3.79503409
-3.38269135,12.40464636,0.03203192,3.85151139,0.13100965,3.62039728,0.64086213,0.03499642,7.43208924,3.84679657
-3.37668834,12.58569759,0.03338435,3.88529764,0.13663337,3.70874862,0.65419755,0.03566619,7.54014544,3.89464721
-3.37068534,12.75083101,0.03467228,3.91615602,0.14202829,3.78851348,0.66636324,0.03624451,7.64732595,3.93812784
-3.36468234,12.89790399,0.03586763,3.94355192,0.14708956,3.85884285,0.67719879,0.03672380,7.75207932,3.97680736
-3.35867934,13.02489562,0.03694275,3.96696653,0.15171457,3.91898175,0.68655854,0.03709778,7.85278331,4.01027269
-3.35267634,13.12990926,0.03787135,3.98589506,0.15580556,3.96827663,0.69431217,0.03736140,7.94775468,4.03811988
-3.34667334,13.21117666,0.03862945,3.99984619,0.15927224,4.00618127,0.70034497,0.03751101,8.03526291,4.05994688
-3.34067034,13.26706647,0.03919619,4.00834403,0.16203427,4.03226129,0.70455802,0.03754425,8.11354997,4.07534936
-3.33466733,13.29609981,0.03955461,4.01093358,0.16402360,4.04619758,0.70686832,0.03746013,8.18085774,4.08392093
-3.32866433,13.29697445,0.03969226,4.00719031,0.16518643,4.04778897,0.70720908,0.03725896,8.23546405,4.08525833
-3.32266133,13.26859831,0.03960164,3.99673393,0.16548484,4.03695432,0.70553013,0.03694231,8.27572751,4.07897220
-3.31665833,13.21013180,0.03928053,3.97924622,0.16489801,4.01373425,0.70179869,0.03651301,8.30014030,4.06470303
-3.31065533,13.12103741,0.03873203,3.95449185,0.16342284,3.97829249,0.69600026,0.03597503,8.30738725,4.04214167
-3.30465233,13.00113364,0.03796447,3.92234115,0.16107412,3.93091689,0.68813987,0.03533344,8.29640834,4.01105330
-3.29864932,12.85064971,0.03699115,3.88279305,0.15788413,3.87201991,0.67824336,0.03459434,8.26646135,3.97130303
-3.29264632,12.67027660,0.03582986,3.83599646,0.15390163,3.80213829,0.66635880,0.03376477,8.21718049,3.92288153
-3.28664332,12.46120982,0.03450230,3.78226801,0.14919050,3.72193164,0.65255768,0.03285263,8.14862690,3.86592836
-3.28064032,12.22517912,0.03303335,3.72210431,0.14382773,3.63217941,0.63693591,0.03186656,8.06132655,3.80075119
-3.27463732,11.96446101,0.03145030,3.65618713,0.13790121,3.53377598,0.61961427,0.03081589,7.95629200,3.72783892
-3.26863432,11.68187058,0.02978196,3.58538008,0.13150711,3.42772337,0.60073832,0.02971049,7.83502467,3.64786708
-3.26263132,11.38073027,0.02805784,3.51071611,0.12474715,3.31512128,0.58047751,0.02856065,7.69949561,3.56169461
-3.25662831,11.06481457,0.02630727,3.43337543,0.11772572,3.19715418,0.55902345,0.02737701,7.55210381,3.47035115
-3.25062531,10.73827104,0.02455864,3.35465447,0.11054709,3.07507545,0.53658726,0.02617036,7.39561244,3.37501509
-3.24462231,10.40551977,0.02283865,3.27592667,0.10331272,2.95018849,0.51339611,0.02495155,7.23306493,3.27698287
-3.23861931,10.07113451,0.02117173,3.19859680,0.09611876,2.82382522,0.48968886,0.02373133,7.06768395,3.17763079
-3.23261631,9.73971045,0.01957945,3.12405092,0.08905389,2.69732226,0.46571101,0.02252019,6.90275765,3.07837096
-3.22661331,9.41572420,0.01808020,3.05360430,0.08219751,2.57199544,0.44170922,0.02132821,6.74151835,2.98060374
-3.22061031,9.10339254,0.01668889,2.98845012,0.07561837,2.44911342,0.41792538,0.02016492,6.58701975,2.88566873
-3.21460730,8.80653678,0.01541676,2.92961157,0.06937354,2.32987126,0.39459078,0.01903913,6.44201864,2.79479721
-3.20860430,8.52845930,0.01427142,2.87789991,0.06350796,2.21536501,0.37192032,0.01795882,6.30886732,2.70906814
-3.20260130,8.27183852,0.01325683,2.83388099,0.05805431,2.10656809,0.35010729,0.01693096,6.18942227,2.62937042
-3.19659830,8.03864767,0.01237354,2.79785187,0.05303333,2.00431080,0.32931877,0.01596149,6.08497390,2.55637305
-3.19059530,7.83010148,0.01161891,2.76982904,0.04845449,1.90926353,0.30969198,0.01505514,5.99620095,2.49050484
-3.18459230,7.64663338,0.01098740,2.74954889,0.04431699,1.82192475,0.29133169,0.01421544,5.92315201,2.43194476
-3.17858929,7.48790444,0.01047096,2.73648035,0.04061097,1.74261424,0.27430874,0.01344465,5.86525480,2.38062317
-3.17258629,7.35284350,0.01005944,2.72984928,0.03731889,1.67147205,0.25865995,0.01274377,5.82135278,2.33623374
-3.16658329,7.23971619,0.00974102,2.72867300,0.03441709,1.60846335,0.24438912,0.01211261,5.78976675,2.29825544
-3.16058029,7.14621931,0.00950265,2.73180342,0.03187728,1.55338910,0.23146931,0.01154981,5.76837808,2.26598307
-3.15457729,7.06959572,0.00933048,2.73797622,0.02966814,1.50590216,0.21984614,0.01105297,5.75472898,2.23856479
-3.14857429,7.00676369,0.00921033,2.74586378,0.02775670,1.46552828,0.20944199,0.01061876,5.74613460,2.21504444
-3.14257129,6.95445452,0.00912808,2.75412890,0.02610973,1.43169097,0.20016090,0.01024309,5.73980088,2.19440654
-3.13656828,6.90935150,0.00907009,2.76147679,0.02469488,1.40373942,0.19189392,0.00992129,5.73294248,2.17562154
-3.13056528,6.86822380,0.00902351,2.76670283,0.02348165,1.38097801,0.18452468,0.00964823,5.72289487,2.15768923
-3.12456228,6.82804908,0.00897658,2.76873383,0.02244212,1.36269623,0.17793487,0.00941858,5.70721558,2.13967819
-3.11855928,6.78611970,0.00891896,2.76666117,0.02155155,1.34819772,0.17200953,0.00922694,5.68377017,2.12075962
-3.11255628,6.74012831,0.00884182,2.75976450,0.02078864,1.33682694,0.16664173,0.00906803,5.65079966,2.10023420
-3.10655328,6.68822978,0.00873808,2.74752554,0.02013569,1.32799242,0.16173658,0.00893683,5.60696728,2.07755120
-3.10055028,6.62907807,0.00860243,2.72963176,0.01957848,1.32118554,0.15721444,0.00882872,5.55138380,2.05231933
-3.09454727,6.56183785,0.00843138,2.70597052,0.01910607,1.31599400,0.15301316,0.00873953,5.48361154,2.02430943
-3.08854427,6.48617189,0.00822324,2.67661472,0.01871041,1.31210954,0.14908922,0.00866570,5.40364872,1.99344960
-3.08254127,6.40220683,0.00797798,2.64180134,0.01838586,1.30932961,0.14541802,0.00860421,5.31189657,1.95981345
-3.07653827,6.31048048,0.00769719,2.60190456,0.01812866,1.30755328,0.14199305,0.00855265,5.20911221,1.92360291
-3.07053527,6.21187495,0.00738383,2.55740541,0.01793639,1.30677163,0.13882427,0.00850916,5.09635118,1.88512676
-3.06453227,6.10754014,0.00704207,2.50885986,0.01780735,1.30705357,0.13593571,0.00847238,4.97490344,1.84477651
-3.05852926,5.99881243,0.00667708,2.45686729,0.01774009,1.30852804,0.13336244,0.00844139,4.84622682,1.80300111
-3.05252626,5.88713343,0.00629478,2.40204088,0.01773292,1.31136372,0.13114719,0.00841563,4.71188156,1.76028202
-3.04652326,5.77397297,0.00590161,2.34498161,0.01778357,1.31574774,0.12933664,0.00839475,4.57346928,1.71710976
-3.04052026,5.66076038,0.00550435,2.28625675,0.01788884,1.32186478,0.12797781,0.00837861,4.43257887,1.67396329
-3.03451726,5.54882710,0.00510985,2.22638364,0.01804456,1.32987783,0.12711444,0.00836714,4.29074143,1.63129278
-3.02851426,5.43936268,0.00472491,2.16581914,0.01824545,1.33991199,0.12678385,0.00836028,4.14939530,1.58950650
-3.02251126,5.33338569,0.00435605,2.10495472,0.01848525,1.35204239,0.12701415,0.00835794,4.00986166,1.54896193
-3.01650825,5.23172962,0.00400948,2.04411670,0.01875692,1.36628686,0.12782208,0.00835999,3.87333034,1.50996122
-3.01050525,5.13504325,0.00369091,1.98357116,0.01905286,1.38260407,0.12921153,0.00836625,3.74085508,1.47275047
-3.00450225,5.04380410,0.00340554,1.92353244,0.01936532,1.40089709,0.13117274,0.00837651,3.61335662,1.43752258
-2.99849925,4.95834262,0.00315799,1.86417435,0.01968679,1.42102218,0.13368226,0.00839057,3.49163204,1.40442273
-2.99249625,4.87887462,0.00295231,1.80564284,0.02001037,1.44280227,0.13670355,0.00840833,3.37636821,1.37355595
-2.98649325,4.80553884,0.00279198,1.74806916,0.02033029,1.46604401,0.14018824,0.00842983,3.26815739,1.34499581
-2.98049025,4.73843639,0.00267991,1.69158230,0.02064221,1.49055746,0.14407794,0.00845537,3.16751310,1.31879332
-2.97448724,4.67766897,0.00261846,1.63631997,0.02094359,1.51617679,0.14830647,0.00848552,3.07488430,1.29498556
-2.96848424,4.62337293,0.00260949,1.58243721,0.02123394,1.54278045,0.15280239,0.00852123,2.99066679,1.27360302
-2.96248124,4.57574660,0.00265440,1.53011220,0.02151498,1.57030953,0.15749165,0.00856388,2.91521044,1.25467535
-2.95647824,4.53506879,0.00275408,1.47954895,0.02179064,1.59878245,0.16230037,0.00861526,2.84882197,1.23823514
-2.95047524,4.50170723,0.00290900,1.43097672,0.02206705,1.62830505,0.16715740,0.00867757,2.79176289,1.22431934
-2.94447224,4.47611607,0.00311914,1.38464636,0.02235229,1.65907480,0.17199668,0.00875341,2.74424306,1.21296858
-2.93846923,4.45882246,0.00338402,1.34082387,0.02265608,1.69137851,0.17675934,0.00884568,2.70641032,1.20422430
-2.93246623,4.45040304,0.00370264,1.29978165,0.02298942,1.72558331,0.18139529,0.00895745,2.67833738,1.19812402
-2.92646323,4.45145148,0.00407348,1.26178806,0.02336401,1.76212084,0.18586435,0.00909189,2.66000700,1.19469531
-2.92046023,4.46253904,0.00449443,1.22709599,0.02379178,1.80146533,0.19013698,0.00925206,2.65129684,1.19394872
-2.91445723,4.48417045,0.00496275,1.19593110,0.02428423,1.84410640,0.19419433,0.00944075,2.65196542,1.19587032
-2.90845423,4.51673761,0.00547503,1.16848046,0.02485188,1.89051787,0.19802797,0.00966033,2.66164036,1.20041444
-2.90245123,4.56047393,0.00602720,1.14488226,0.02550366,1.94112430,0.20163905,0.00991254,2.67981024,1.20749704
-2.89644822,4.61541192,0.00661447,1.12521705,0.02624643,1.99626678,0.20503713,0.01019836,2.70582083,1.21699022
-2.89044522,4.68134659,0.00723133,1.10950112,0.02708449,2.05617009,0.20823863,0.01051782,2.73887650,1.22871828
-2.88444222,4.75780684,0.00787165,1.09768212,0.02801925,2.12091307,0.21126513,0.01086998,2.77804703,1.24245559
-2.87843922,4.84403677,0.00852864,1.08963725,0.02904901,2.19040383,0.21414141,0.01125273,2.82227995,1.25792650
-2.87243622,4.93898808,0.00919503,1.08517406,0.03016884,2.26436161,0.21689351,0.01166288,2.87041797,1.27480732
-2.86643322,5.04132447,0.00986314,1.08403357,0.03137062,2.34230635,0.21954679,0.01209608,2.92122104,1.29273036
-2.86043022,5.14943806,0.01052503,1.08589576,0.03264316,2.42355700,0.22212407,0.01254693,2.97339201,1.31128985
-2.85442721,5.26147757,0.01117268,1.09038695,0.03397252,2.50723897,0.22464396,0.01300906,3.02560504,1.33004959
-2.84842421,5.37538724,0.01179819,1.09708875,0.03534237,2.59230068,0.22711951,0.01347529,3.07653546,1.34855200
-2.84242121,5.48895507,0.01239397,1.10554827,0.03673445,2.67753880,0.22955702,0.01393782,3.12488992,1.36632818
-2.83641821,5.59986851,0.01295295,1.11528896,0.03812911,2.76163124,0.23195535,0.01438841,3.16943562,1.38290867
-2.83041521,5.70577546,0.01346882,1.12582192,0.03950591,2.84317642,0.23430549,0.01481863,3.20902755,1.39783451
-2.82441221,5.80434819,0.01393613,1.13665706,0.04084415,2.92073738,0.23659059,0.01522015,3.24263271,1.41066820
-2.81840920,5.89334771,0.01435055,1.14731398,0.04212353,2.99288863,0.23878634,0.01558492,3.26935053,1.42100420
-2.81240620,5.97068613,0.01470893,1.15733210,0.04332463,3.05826369,0.24086180,0.01590544,3.28842891,1.42847866
-2.80640320,6.03448469,0.01500940,1.16627993,0.04442940,3.11560134,0.24278047,0.01617498,3.29927555,1.43277810
-2.80040020,6.08312532,0.01525141,1.17376326,0.04542165,3.16378848,0.24450180,0.01638780,3.30146440,1.43364668
-2.79439720,6.11529405,0.01543571,1.17943211,0.04628733,3.20189773,0.24598288,0.01653924,3.29473726,1.43089206
-2.78839420,6.13001479,0.01556427,1.18298651,0.04701481,3.22921830,0.24718035,0.01662594,3.27900102,1.42438961
-2.78239120,6.12667253,0.01564017,1.18418093,0.04759506,3.24527901,0.24805246,0.01664582,3.25432064,1.41408480
-2.77638819,6.10502558,0.01566740,1.18282752,0.04802174,3.24986242,0.24856113,0.01659817,3.22090884,1.39999401
-2.77038519,6.06520676,0.01565070,1.17879812,0.04829123,3.24301008,0.24867404,0.01648364,3.17911291,1.38220345
-2.76438219,6.00771402,0.01559530,1.17202516,0.04840257,3.22501879,0.24836658,0.01630415,3.12939944,1.36086662
-2.75837919,5.93339139,0.01550667,1.16250150,0.04835740,3.19642848,0.24762360,0.01606281,3.07233783,1.33620016
-2.75237619,5.84340139,0.01539027,1.15027941,0.04815980,3.15800258,0.24644096,0.01576383,3.00858309,1.30847846
-2.74637319,5.73919048,0.01525132,1.13546861,0.04781617,3.11070219,0.24482673,0.01541230,2.93885884,1.27802712
-2.74037019,5.62244907,0.01509459,1.11823362,0.04733504,3.05565526,0.24280210,0.01501410,2.86394092,1.24521554
-2.73436718,5.49506786,0.01492419,1.09879042,0.04672694,2.99412252,0.24040186,0.01457565,2.78464211,1.21044890
-2.72836418,5.35909217,0.01474347,1.07740252,0.04600414,2.92746150,0.23767449,0.01410377,2.70179837,1.17415967
-2.72236118,5.21667573,0.01455492,1.05437644,0.04518057,2.85709025,0.23468192,0.01360547,2.61625677,1.13679905
-2.71635818,5.07003532,0.01436014,1.03005672,0.04427154,2.78445185,0.23149878,0.01308781,2.52886504,1.09882841
-2.71035518,4.92140729,0.01415984,1.00482034,0.04329360,2.71098108,0.22821134,0.01255773,2.44046291,1.06071096
-2.70435218,4.77300666,0.01395396,0.97907071,0.04226429,2.63807374,0.22491604,0.01202188,2.35187482,1.02290376
-2.69834917,4.62698936,0.01374173,0.95323105,0.04120190,2.56705933,0.22171774,0.01148659,2.26390383,0.98585031
-2.69234617,4.48541770,0.01352187,0.92773729,0.04012515,2.49917736,0.21872750,0.01095766,2.17732633,0.94997355
-2.68634317,4.35022893,0.01329272,0.90303035,0.03905294,2.43555712,0.21606018,0.01044037,2.09288710,0.91566952
-2.68034017,4.22320693,0.01305245,0.87954789,0.03800389,2.37720104,0.21383176,0.00993939,2.01129451,0.88330155
-2.67433717,4.10595629,0.01279925,0.85771560,0.03699598,2.32497099,0.21215631,0.00945877,1.93321522,0.85319497
-2.66833417,3.99987882,0.01253147,0.83793794,0.03604611,2.27957734,0.21114288,0.00900188,1.85926837,0.82563247
-2.66233117,3.90615199,0.01224780,0.82058861,0.03516960,2.24157047,0.21089218,0.00857144,1.79001889,0.80084979
-2.65632816,3.82570941,0.01194739,0.80600091,0.03437977,2.21133413,0.21149318,0.00816950,1.72597004,0.77903210
-2.65032516,3.75922318,0.01162991,0.79445805,0.03368742,2.18908076,0.21301972,0.00779749,1.66755517,0.76031085
-2.64432216,3.70708874,0.01129561,0.78618398,0.03310046,2.17484848,0.21552719,0.00745622,1.61512891,0.74476117
-2.63831916,3.66941262,0.01094533,0.78133483,0.03262354,2.16850001,0.21904945,0.00714589,1.56895832,0.73240014
-2.63231616,3.64600391,0.01058044,0.77999142,0.03225779,2.16972356,0.22359605,0.00686618,1.52921431,0.72318573
-2.62631316,3.63637038,0.01020280,0.78215328,0.03200068,2.17803622,0.22914994,0.00661625,1.49596404,0.71701680
-2.62031016,3.63972024,0.00981469,0.78773446,0.03184593,2.19279015,0.23566575,0.00639479,1.46916470,0.71373431
-2.61430715,3.65497051,0.00941862,0.79656149,0.03178375,2.21318203,0.24306887,0.00620008,1.44865959,0.71312369
-2.60830415,3.68076277,0.00901730,0.80837392,0.03180098,2.23826618,0.25125538,0.00603003,1.43417665,0.71491875
-2.60230115,3.71548684,0.00861346,0.82282741,0.03188161,2.26697157,0.26009288,0.00588227,1.42533025,0.71880707
-2.59629815,3.75731280,0.00820977,0.83949961,0.03200729,2.29812282,0.26942238,0.00575416,1.42162628,0.72443691
-2.59029515,3.80423080,0.00780874,0.85789888,0.03215801,2.33046508,0.27906128,0.00564292,1.42247081,0.73142556
-2.58429215,3.85409843,0.00741260,0.87747543,0.03231291,2.36269246,0.28880724,0.00554564,1.42718224,0.73936912
-2.57828914,3.90469416,0.00702330,0.89763493,0.03245107,2.39347927,0.29844306,0.00545939,1.43500667,0.74785325
-2.57228614,3.95377554,0.00664244,0.91775385,0.03255239,2.42151334,0.30774233,0.00538129,1.44513604,0.75646477
-2.56628314,3.99914007,0.00627126,0.93719626,0.03259845,2.44553027,0.31647566,0.00530854,1.45672850,0.76480365
-2.56028014,4.03868658,0.00591067,0.95533134,0.03257330,2.46434747,0.32441729,0.00523854,1.46893018,0.77249483
-2.55427714,4.07047455,0.00556129,0.97155098,0.03246410,2.47689647,0.33135185,0.00516889,1.48089758,0.77919957
-2.54827414,4.09277915,0.00522346,0.98528679,0.03226177,2.48225252,0.33708094,0.00509750,1.49181964,0.78462562
-2.54227114,4.10413946,0.00489733,0.99602583,0.03196129,2.47965992,0.34142926,0.00502259,1.50093871,0.78853592
-2.53626813,4.10339775,0.00458289,1.00332453,0.03156200,2.46855211,0.34425008,0.00494271,1.50756948,0.79075517
-2.53026513,4.08972830,0.00428006,1.00682015,0.03106756,2.44856567,0.34542972,0.00485681,1.51111519,0.79117418
-2.52426213,4.06265429,0.00398871,1.00623947,0.03048579,2.41954757,0.34489098,0.00476419,1.51108059,0.78975142
-2.51825913,4.02205213,0.00370875,1.00140441,0.02982833,2.38155541,0.34259517,0.00466453,1.50708111,0.78651198
-2.51225613,3.96814322,0.00344011,0.99223442,0.02911003,2.33485060,0.33854291,0.00455783,1.49884804,0.78154364
-2.50625313,3.90147353,0.00318279,0.97874565,0.02834834,2.27988496,0.33277346,0.00444441,1.48622969,0.77499040
-2.50025013,3.82288212,0.00293689,0.96104708,0.02756242,2.21728140,0.32536280,0.00432488,1.46918865,0.76704356
-2.49424712,3.73346024,0.00270256,0.93933387,0.02677234,2.14780946,0.31642046,0.00420005,1.44779534,0.75793097
-2.48824412,3.63450290,0.00248000,0.91387833,0.02599813,2.07235704,0.30608527,0.00407090,1.42221845,0.74790472
-2.48224112,3.52745530,0.00226950,0.88501895,0.02525888,1.99189948,0.29452037,0.00393854,1.39271268,0.73722808
-2.47623812,3.41385654,0.00207130,0.85314801,0.02457192,1.90746731,0.28190756,0.00380413,1.35960444,0.72616209
-2.47023512,3.29528326,0.00188566,0.81869832,0.02395203,1.82011417,0.26844130,0.00366884,1.32327632,0.71495277
-2.46423212,3.17329541,0.00171280,0.78212966,0.02341087,1.73088601,0.25432265,0.00353379,1.28415081,0.70381919
-2.45822911,3.04938669,0.00155284,0.74391542,0.02295648,1.64079276,0.23975341,0.00340002,1.24267423,0.69294341
-2.45222611,2.92494130,0.00140582,0.70452980,0.02259303,1.55078352,0.22493061,0.00326843,1.19930120,0.68246249
-2.44622311,2.80119884,0.00127166,0.66443619,0.02232065,1.46172593,0.21004157,0.00313978,1.15448054,0.67246310
-2.44022011,2.67922820,0.00115018,0.62407682,0.02213559,1.37439030,0.19525975,0.00301468,1.10864283,0.66297897
-2.43421711,2.55991122,0.00104106,0.58386411,0.02203044,1.28943873,0.18074138,0.00289353,1.06219014,0.65399128
-2.42821411,2.44393618,0.00094387,0.54417375,0.02199459,1.20741938,0.16662299,0.00277658,1.01548817,0.64543206
-2.42221111,2.33180087,0.00085807,0.50533964,0.02201478,1.12876550,0.15301991,0.00266391,0.96886089,0.63719016
-2.41620810,2.22382433,0.00078304,0.46765070,0.02207580,1.05379907,0.14002556,0.00255544,0.92258775,0.62911976
-2.41020510,2.12016624,0.00071810,0.43134941,0.02216124,0.98273835,0.12771161,0.00245099,0.87690334,0.62105075
-2.40420210,2.02085240,0.00066253,0.39663203,0.02225431,0.91570878,0.11612882,0.00235026,0.83199936,0.61280048
-2.39819910,1.92580474,0.00061558,0.36365033,0.02233862,0.85275638,0.10530852,0.00225292,0.78802845,0.60418626
-2.39219610,1.83487404,0.00057652,0.33251444,0.02239894,0.79386292,0.09526456,0.00215859,0.74510978,0.59503788
-2.38619310,1.74787346,0.00054468,0.30329689,0.02242190,0.73896207,0.08599554,0.00206691,0.70333572,0.58520956
-2.38019010,1.66461127,0.00051941,0.27603728,0.02239657,0.68795571,0.07748734,0.00197755,0.66277936,0.57459065
-2.37418709,1.58492105,0.00050014,0.25074761,0.02231491,0.64072972,0.06971561,0.00189026,0.62350239,0.56311443
-2.36818409,1.50868810,0.00048639,0.22741776,0.02217207,0.59716861,0.06264841,0.00180487,0.58556286,0.55076476
-2.36218109,1.43587081,0.00047777,0.20602120,0.02196652,0.55716851,0.05624848,0.00172133,0.54902254,0.53757996
-2.35617809,1.36651632,0.00047395,0.18652043,0.02170004,0.52064812,0.05047556,0.00163970,0.51395353,0.52365397
-2.35017509,1.30077005,0.00047471,0.16887224,0.02137753,0.48755727,0.04528825,0.00156016,0.48044380,0.50913464
-2.34417209,1.23887879,0.00047988,0.15303244,0.02100666,0.45788307,0.04064568,0.00148302,0.44860167,0.49421923
-2.33816908,1.18118789,0.00048935,0.13896015,0.02059744,0.43165349,0.03650884,0.00140870,0.41855886,0.47914748
-2.33216608,1.12813274,0.00050304,0.12662137,0.02016161,0.40893853,0.03284159,0.00133772,0.39047239,0.46419255
-2.32616308,1.08022560,0.00052090,0.11599196,0.01971204,0.38984904,0.02961135,0.00127065,0.36452509,0.44965036
-2.32016008,1.03803843,0.00054284,0.10705978,0.01926205,0.37453350,0.02678951,0.00120815,0.34092496,0.43582789
-2.31415708,1.00218300,0.00056877,0.09982627,0.01882468,0.36317294,0.02435162,0.00115090,0.31990347,0.42303106
-2.30815408,0.97328928,0.00059852,0.09430722,0.01841210,0.35597436,0.02227732,0.00109955,0.30171290,0.41155283
-2.30215108,0.95198324,0.00063187,0.09053279,0.01803497,0.35316294,0.02055012,0.00105477,0.28662285,0.40166206
-2.29614807,0.93886503,0.00066850,0.08854698,0.01770194,0.35497330,0.01915704,0.00101714,0.27491613,0.39359372
-2.29014507,0.93448848,0.00070800,0.08840629,0.01741925,0.36164014,0.01808813,0.00098719,0.26688399,0.38754095
-2.28414207,0.93934272,0.00074984,0.09017790,0.01719048,0.37338857,0.01733597,0.00096534,0.26282086,0.38364924
-2.27813907,0.95383633,0.00079340,0.09393711,0.01701638,0.39042426,0.01689511,0.00095191,0.26301861,0.38201301
-2.27213607,0.97828455,0.00083797,0.09976436,0.01689491,0.41292373,0.01676152,0.00094709,0.26776037,0.38267473
-2.26613307,1.01289954,0.00088274,0.10774159,0.01682137,0.44102500,0.01693206,0.00095094,0.27731385,0.38562658
-2.26013007,1.05778396,0.00092684,0.11794833,0.01678870,0.47481868,0.01740402,0.00096340,0.29192418,0.39081435
-2.25412706,1.11292747,0.00096934,0.13045717,0.01678785,0.51433973,0.01817463,0.00098426,0.31180634,0.39814359
-2.24812406,1.17820599,0.00100932,0.14532916,0.01680824,0.55956015,0.01924080,0.00101318,0.33713709,0.40748734
-2.24212106,1.25338347,0.00104584,0.16260879,0.01683835,0.61038263,0.02059872,0.00104971,0.36804650,0.41869533
-2.23611806,1.33811554,0.00107802,0.18231905,0.01686628,0.66663542,0.02224372,0.00109327,0.40460932,0.43160384
-2.23011506,1.43195488,0.00110503,0.20445645,0.01688031,0.72806852,0.02417009,0.00114320,0.44683618,0.44604595
-2.22411206,1.53435775,0.00112617,0.22898634,0.01686952,0.79435149,0.02637098,0.00119874,0.49466496,0.46186148
-2.21810905,1.64469132,0.00114082,0.25583853,0.01682433,0.86507288,0.02883840,0.00125905,0.54795275,0.47890618
-2.21210605,1.76224159,0.00114856,0.28490364,0.01673687,0.93974149,0.03156320,0.00132325,0.60646854,0.49705971
-2.20610305,1.88622155,0.00114907,0.31603009,0.01660144,1.01778952,0.03453511,0.00139041,0.66988728,0.51623193
-2.20010005,2.01577948,0.00114227,0.34902218,0.01641474,1.09857776,0.03774277,0.00145955,0.73778561,0.53636725
-2.19409705,2.15000722,0.00112819,0.38363926,0.01617601,1.18140262,0.04117377,0.00152971,0.80963974,0.55744675
-2.18809405,2.28794841,0.00110709,0.41959617,0.01588710,1.26550520,0.04481465,0.00159991,0.88482597,0.57948797
-2.18209105,2.42860669,0.00107936,0.45656515,0.01555236,1.35008192,0.04865090,0.00166918,0.96262404,0.60254234
-2.17608804,2.57095385,0.00104554,0.49417914,0.01517849,1.43429688,0.05266685,0.00173659,1.04222374,0.62669041
-2.17008504,2.71393804,0.00100633,0.53203662,0.01477426,1.51729530,0.05684554,0.00180123,1.12273473,0.65203491
-2.16408204,2.85649212,0.00096249,0.56970779,0.01435013,1.59821797,0.06116861,0.00186226,1.20319987,0.67869221
-2.15807904,2.99754210,0.00091488,0.60674214,0.01391791,1.67621613,0.06561601,0.00191888,1.28261149,0.70678238
-2.15207604,3.13601583,0.00086441,0.64267708,0.01349026,1.75046649,0.07016583,0.00197036,1.35993069,0.73641833
-2.14607304,3.27085194,0.00081200,0.67704751,0.01308024,1.82018575,0.07479398,0.00201606,1.43410889,0.76769465
-2.14007004,3.40100903,0.00075855,0.70939590,0.01270090,1.88464449,0.07947404,0.00205540,1.50411111,0.80067666
-2.13406703,3.52547507,0.00070494,0.73928280,0.01236479,1.94317963,0.08417705,0.00208793,1.56894025,0.83539014
-2.12806403,3.64327701,0.00065199,0.76629707,0.01208361,1.99520548,0.08887146,0.00211326,1.62766135,0.87181237
