energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Na_s_up,Na_s_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.63981991,5.82975647,-5.82975515,0.11812230,-0.11812231,0.78302033,-0.78302028,0.20573084,-0.20573084,1.81493729,-1.81493662,1.64446258,-1.64446245,0.08503249,-0.08503244,2.25034303,-2.25034233
-5.63381691,5.93319399,-5.93319260,0.11809581,-0.11809582,0.79477336,-0.79477329,0.20736486,-0.20736485,1.88224988,-1.88224920,1.64371357,-1.64371341,0.08892488,-0.08892483,2.30353962,-2.30353891
-5.62781391,6.04417108,-6.04416959,0.11806812,-0.11806813,0.80866220,-0.80866210,0.20934810,-0.20934809,1.95228213,-1.95228144,1.64535605,-1.64535585,0.09335169,-0.09335163,2.35824382,-2.35824309
-5.62181091,6.16362850,-6.16362691,0.11808213,-0.11808213,0.82483110,-0.82483098,0.21177258,-0.21177256,2.02511075,-2.02511005,1.64989733,-1.64989708,0.09831061,-0.09831054,2.41472579,-2.41472504
-5.61580790,6.29220414,-6.29220243,0.11817680,-0.11817680,0.84335035,-0.84335019,0.21472362,-0.21472359,2.10073757,-2.10073687,1.65774077,-1.65774046,0.10378406,-0.10378399,2.47318864,-2.47318786
-5.60980490,6.43020363,-6.43020180,0.11838567,-0.11838567,0.86421166,-0.86421148,0.21827717,-0.21827713,2.17908167,-2.17908096,1.66917501,-1.66917464,0.10973913,-0.10973905,2.53375879,-2.53375798
-5.60380190,6.57758496,-6.57758301,0.11873561,-0.11873560,0.88732676,-0.88732656,0.22249747,-0.22249742,2.25997479,-2.25997407,1.68436799,-1.68436755,0.11612798,-0.11612790,2.59648005,-2.59647921
-5.59779890,6.73395800,-6.73395593,0.11924591,-0.11924590,0.91252895,-0.91252872,0.22743511,-0.22743504,2.34316054,-2.34315982,1.70336593,-1.70336542,0.12288892,-0.12288884,2.66131154,-2.66131067
-5.59179590,6.89859928,-6.89859709,0.11992770,-0.11992769,0.93957784,-0.93957760,0.23312565,-0.23312557,2.42829761,-2.42829688,1.72609720,-1.72609662,0.12994786,-0.12994777,2.72812989,-2.72812899
-5.58579290,7.07048131,-7.07047902,0.12078379,-0.12078377,0.96816709,-0.96816683,0.23958876,-0.23958867,2.51496694,-2.51496622,1.75238076,-1.75238012,0.13722037,-0.13722028,2.79673556,-2.79673463
-5.57978989,7.24831547,-7.24831309,0.12180884,-0.12180882,0.99793467,-0.99793439,0.24682783,-0.24682772,2.60268285,-2.60268214,1.78193875,-1.78193805,0.14461411,-0.14461402,2.86686301,-2.86686205
-5.57378689,7.43060637,-7.43060392,0.12298990,-0.12298988,1.02847547,-1.02847519,0.25483012,-0.25483000,2.69090755,-2.69090685,1.81441235,-1.81441159,0.15203161,-0.15203153,2.93819434,-2.93819336
-5.56778389,7.61571527,-7.61571276,0.12430724,-0.12430722,1.05935561,-1.05935532,0.26356738,-0.26356725,2.77906874,-2.77906805,1.84938028,-1.84937946,0.15937334,-0.15937326,3.01037570,-3.01037470
-5.56178089,7.80192972,-7.80192717,0.12573542,-0.12573539,1.09012786,-1.09012758,0.27299676,-0.27299661,2.86657932,-2.86657865,1.88637891,-1.88637804,0.16654085,-0.16654077,3.08303552,-3.08303450
-5.55577789,7.98753599,-7.98753343,0.12724452,-0.12724449,1.12034765,-1.12034737,0.28306209,-0.28306193,2.95285860,-2.95285796,1.92492308,-1.92492217,0.17343999,-0.17343992,3.15580384,-3.15580280
-5.54977489,8.17089113,-8.17088857,0.12880151,-0.12880148,1.14958888,-1.14958862,0.29369531,-0.29369514,3.03735392,-3.03735331,1.96452663,-1.96452568,0.17998404,-0.17998398,3.22833141,-3.22833037
-5.54377189,8.35049106,-8.35048852,0.13037161,-0.13037157,1.17745907,-1.17745883,0.30481810,-0.30481792,3.11956167,-3.11956109,2.00472186,-2.00472089,0.18609652,-0.18609646,3.30030781,-3.30030676
-5.53776888,8.52503171,-8.52502921,0.13191959,-0.13191956,1.20361303,-1.20361281,0.31634344,-0.31634325,3.19904684,-3.19904629,2.04507708,-2.04507608,0.19171376,-0.19171370,3.37147728,-3.37147623
-5.53176588,8.69346021,-8.69345776,0.13341104,-0.13341100,1.22776478,-1.22776459,0.32817725,-0.32817705,3.27545992,-3.27545941,2.08521162,-2.08521061,0.19678693,-0.19678688,3.44165155,-3.44165049
-5.52576288,8.85501381,-8.85501143,0.13481338,-0.13481335,1.24969702,-1.24969686,0.34021991,-0.34021971,3.34855042,-3.34854993,2.12480787,-2.12480686,0.20128360,-0.20128357,3.51071875,-3.51071769
-5.51975988,9.00924478,-9.00924246,0.13609680,-0.13609677,1.26926796,-1.26926783,0.35236768,-0.35236747,3.41817602,-3.41817557,2.16361999,-2.16361897,0.20518863,-0.20518860,3.57864791,-3.57864686
-5.51375688,9.15603006,-9.15602781,0.13723490,-0.13723487,1.28641520,-1.28641510,0.36451401,-0.36451380,3.48430705,-3.48430662,2.20147910,-2.20147810,0.20850440,-0.20850439,3.64548859,-3.64548754
-5.50775388,9.29556538,-9.29556321,0.13820522,-0.13820519,1.30115655,-1.30115648,0.37655070,-0.37655049,3.54702544,-3.54702504,2.23829514,-2.23829414,0.21125041,-0.21125041,3.71136557,-3.71136453
-5.50175088,9.42834401,-9.42834192,0.13898947,-0.13898945,1.31358776,-1.31358772,0.38836899,-0.38836878,3.60651840,-3.60651801,2.27405528,-2.27405430,0.21346215,-0.21346215,3.77646871,-3.77646766
-5.49574787,9.55512112,-9.55511910,0.13957374,-0.13957372,1.32387728,-1.32387726,0.39986046,-0.39986025,3.66306645,-3.66306606,2.30881944,-2.30881848,0.21518935,-0.21518936,3.84103834,-3.84103730
-5.48974487,9.67686547,-9.67686351,0.13994843,-0.13994841,1.33225830,-1.33225831,0.41091794,-0.41091775,3.71702636,-3.71702598,2.34271310,-2.34271216,0.21649372,-0.21649374,3.90534687,-3.90534583
-5.48374187,9.79470037,-9.79469847,0.14010815,-0.14010814,1.33901833,-1.33901836,0.42143634,-0.42143616,3.76880947,-3.76880908,2.37591786,-2.37591694,0.21744616,-0.21744618,3.96967725,-3.96967621
-5.47773887,9.90983662,-9.90983477,0.14005160,-0.14005159,1.34448673,-1.34448678,0.43131339,-0.43131321,3.81885601,-3.81885561,2.40866019,-2.40865930,0.21812360,-0.21812363,4.03429942,-4.03429837
-5.47173587,10.02350022,-10.02349841,0.13978128,-0.13978127,1.34902074,-1.34902080,0.44045040,-0.44045024,3.86760663,-3.86760621,2.44119899,-2.44119812,0.21860565,-0.21860568,4.09944565,-4.09944461
-5.46573287,10.13685784,-10.13685607,0.13930331,-0.13930332,1.35299040,-1.35299046,0.44875307,-0.44875293,3.91547211,-3.91547167,2.47381202,-2.47381118,0.21897114,-0.21897117,4.16528606,-4.16528502
-5.45972986,10.25094328,-10.25094153,0.13862721,-0.13862722,1.35676307,-1.35676314,0.45613217,-0.45613205,3.96280265,-3.96280218,2.50678212,-2.50678130,0.21929469,-0.21929472,4.23190525,-4.23190421
-5.45372686,10.36658769,-10.36658596,0.13776562,-0.13776563,1.36068802,-1.36068809,0.46250435,-0.46250424,4.00985812,-4.00985763,2.54038305,-2.54038225,0.21964354,-0.21964357,4.29928128,-4.29928026
-5.44772386,10.48435657,-10.48435486,0.13673409,-0.13673411,1.36508167,-1.36508172,0.46779282,-0.46779274,4.05678062,-4.05678009,2.57486569,-2.57486490,0.22007463,-0.22007466,4.36726796,-4.36726695
-5.44172086,10.60449597,-10.60449428,0.13555084,-0.13555087,1.37021404,-1.37021408,0.47192818,-0.47192812,4.10357080,-4.10357025,2.61044461,-2.61044384,0.22063225,-0.22063228,4.43558119,-4.43558020
-5.43571786,10.72688993,-10.72688826,0.13423641,-0.13423644,1.37629695,-1.37629698,0.47484905,-0.47484902,4.15006926,-4.15006868,2.64728540,-2.64728464,0.22134613,-0.22134616,4.50379021,-4.50378924
-5.42971486,10.85103101,-10.85102937,0.13281333,-0.13281336,1.38347431,-1.38347432,0.47650281,-0.47650280,4.19594398,-4.19594339,2.68549284,-2.68549208,0.22223025,-0.22223028,4.57131416,-4.57131323
-5.42371186,10.97600496,-10.97600335,0.13130562,-0.13130565,1.39181484,-1.39181483,0.47684623,-0.47684624,4.24068492,-4.24068432,2.72510021,-2.72509945,0.22328235,-0.22328238,4.63742431,-4.63742342
-5.41770885,11.10049025,-11.10048868,0.12973828,-0.12973832,1.40130761,-1.40130758,0.47584610,-0.47584614,4.28360621,-4.28360561,2.76605996,-2.76605920,0.22448404,-0.22448407,4.70125197,-4.70125114
-5.41170585,11.22277259,-11.22277109,0.12813658,-0.12813662,1.41186040,-1.41186035,0.47347982,-0.47347988,4.32385625,-4.32385568,2.80823585,-2.80823508,0.22580173,-0.22580176,4.76180210,-4.76180134
-5.40570285,11.34077405,-11.34077263,0.12652529,-0.12652534,1.42330098,-1.42330090,0.46973586,-0.46973595,4.36043581,-4.36043526,2.85139686,-2.85139608,0.22718811,-0.22718814,4.81797212,-4.81797144
-5.39969985,11.45209583,-11.45209451,0.12492781,-0.12492785,1.43538121,-1.43538111,0.46461428,-0.46461439,4.39222341,-4.39222291,2.89521317,-2.89521238,0.22858418,-0.22858421,4.86857551,-4.86857493
-5.39369685,11.55407341,-11.55407222,0.12336520,-0.12336525,1.44778383,-1.44778371,0.45812705,-0.45812719,4.41800751,-4.41800708,2.93925432,-2.93925351,0.22992183,-0.22992185,4.91236953,-4.91236906
-5.38769385,11.64384223,-11.64384119,0.12185527,-0.12185531,1.46013161,-1.46013148,0.45029845,-0.45029861,4.43652411,-4.43652376,2.98299000,-2.98298919,0.23112661,-0.23112664,4.94808611,-4.94808575
-5.38169085,11.71841186,-11.71841100,0.12041158,-0.12041162,1.47199850,-1.47199836,0.44116519,-0.44116536,4.44649849,-4.44649824,3.02579358,-3.02579276,0.23212081,-0.23212085,4.97446501,-4.97446478
-5.37568784,11.77474627,-11.77474562,0.11904264,-0.11904269,1.48292234,-1.48292220,0.43077654,-0.43077673,4.44668938,-4.44668925,3.06694863,-3.06694782,0.23282654,-0.23282658,4.99028828,-4.99028819
-5.36968484,11.80984762,-11.80984721,0.11775120,-0.11775124,1.49241870,-1.49241856,0.41919428,-0.41919449,4.43593378,-4.43593378,3.10565868,-3.10565787,0.23316866,-0.23316870,4.99441478,-4.99441485
-5.36368184,11.82084099,-11.82084086,0.11653370,-0.11653374,1.49999530,-1.49999517,0.40649243,-0.40649266,4.41319051,-4.41319066,3.14106012,-3.14105934,0.23307758,-0.23307762,4.98581376,-4.98581400
-5.35767884,11.80505742,-11.80505760,0.11538008,-0.11538012,1.50516648,-1.50516637,0.39275687,-0.39275711,4.37758077,-4.37758107,3.17223844,-3.17223770,0.23249163,-0.23249168,4.96359639,-4.96359681
-5.35167584,11.76011267,-11.76011319,0.11427376,-0.11427380,1.50746734,-1.50746725,0.37808462,-0.37808487,4.32842386,-4.32842434,3.19824744,-3.19824674,0.23135906,-0.23135911,4.92704421,-4.92704481
-5.34567284,11.68397944,-11.68398033,0.11319205,-0.11319209,1.50646699,-1.50646693,0.36258298,-0.36258323,4.26526670,-4.26526736,3.21813124,-3.21813061,0.22963948,-0.22963954,4.87563363,-4.87563441
-5.33966983,11.57505083,-11.57505211,0.11210678,-0.11210682,1.50178060,-1.50178058,0.34636833,-0.34636859,4.18790578,-4.18790661,3.23094868,-3.23094814,0.22730483,-0.22730489,4.80905562,-4.80905660
-5.33366683,11.43219340,-11.43219509,0.11098532,-0.11098536,1.49307992,-1.49307995,0.32956473,-0.32956499,4.09640082,-4.09640183,3.23579939,-3.23579895,0.22433975,-0.22433981,4.72723012,-4.72723128
-5.32766383,11.25478831,-11.25479044,0.10979179,-0.10979183,1.48010202,-1.48010209,0.31230227,-0.31230254,3.99107964,-3.99108083,3.23185087,-3.23185056,0.22074152,-0.22074159,4.63031451,-4.63031586
-5.32166083,11.04275953,-11.04276210,0.10848857,-0.10848861,1.46265604,-1.46265616,0.29471518,-0.29471544,3.87253404,-3.87253540,3.21836579,-3.21836562,0.21651948,-0.21651956,4.51870615,-4.51870769
-5.31565783,10.79658855,-10.79659157,0.10703788,-0.10703793,1.44062801,-1.44062820,0.27693979,-0.27694005,3.74160719,-3.74160872,3.19472837,-3.19472836,0.21169413,-0.21169421,4.39303875,-4.39304046
-5.30965483,10.51731537,-10.51731883,0.10540355,-0.10540359,1.41398353,-1.41398378,0.25911240,-0.25911266,3.59937304,-3.59937472,3.16046911,-3.16046928,0.20629587,-0.20629595,4.25417284,-4.25417473
-5.30365183,10.20652598,-10.20652988,0.10355261,-0.10355266,1.38276845,-1.38276877,0.24136708,-0.24136733,3.44710895,-3.44711076,3.11528661,-3.11528696,0.20036360,-0.20036369,4.10318074,-4.10318278
-5.29764882,9.86632698,-9.86633130,0.10145696,-0.10145701,1.34710763,-1.34710801,0.22383350,-0.22383374,3.28626257,-3.28626451,3.05906567,-3.05906621,0.19394321,-0.19394330,3.94132641,-3.94132859
-5.29164582,9.49930815,-9.49931286,0.09909472,-0.09909479,1.30720191,-1.30720236,0.20663488,-0.20663512,3.11841472,-3.11841676,2.99189076,-2.99189151,0.18708602,-0.18708611,3.77004102,-3.77004332
-5.28564282,9.10849438,-9.10849945,0.09645144,-0.09645151,1.26332342,-1.26332394,0.18988614,-0.18988637,2.94523951,-2.94524163,2.91405418,-2.91405512,0.17984734,-0.17984744,3.59089500,-3.59089741
-5.27963982,8.69728830,-8.69729370,0.09352087,-0.09352094,1.21580941,-1.21581000,0.17369223,-0.17369245,2.76846350,-2.76846569,2.82605827,-2.82605941,0.17228509,-0.17228518,3.40556747,-3.40556996
-5.27363682,8.26940548,-8.26941115,0.09030550,-0.09030558,1.16505486,-1.16505551,0.15814686,-0.15814707,2.58982535,-2.58982758,2.72861158,-2.72861290,0.16445863,-0.16445872,3.21581394,-3.21581649
-5.26763382,7.82880387,-7.82880978,0.08681666,-0.08681675,1.11150396,-1.11150466,0.14333154,-0.14333173,2.41103734,-2.41103958,2.62261870,-2.62262020,0.15642775,-0.15642785,3.02343335,-3.02343594
-5.26163082,7.37960968,-7.37961576,0.08307426,-0.08307435,1.05564081,-1.05564156,0.12931500,-0.12931519,2.23375002,-2.23375225,2.50916427,-2.50916592,0.14825190,-0.14825200,2.83023535,-2.83023795
