energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,1.71849701,0.00385563,0.21144925,1.00500940,0.42078628,0.00317411,0.79167371,0.48383894,0.22599341
-5.99399700,1.79553040,0.00420490,0.21945265,1.02392834,0.44578623,0.00352722,0.82410023,0.50101618,0.23859352
-5.98799400,1.87463596,0.00457651,0.22773924,1.04167745,0.47195621,0.00392373,0.85684501,0.51817615,0.25184268
-5.98199100,1.95547618,0.00496633,0.23629208,1.05810821,0.49919787,0.00436499,0.88974933,0.53528009,0.26570921
-5.97598799,2.03772350,0.00536986,0.24510221,1.07313912,0.52739944,0.00485207,0.92266940,0.55231064,0.28015361
-5.96998499,2.12105402,0.00578223,0.25416782,1.08675403,0.55643388,0.00538565,0.95547410,0.56926903,0.29512724
-5.96398199,2.20514119,0.00619825,0.26349308,1.09899799,0.58615745,0.00596587,0.98804229,0.58617152,0.31057116
-5.95797899,2.28964985,0.00661244,0.27308666,1.10997097,0.61640917,0.00659221,1.02026004,0.60304539,0.32641533
-5.95197599,2.37423149,0.00701912,0.28296022,1.11982010,0.64701106,0.00726336,1.05201798,0.61992474,0.34257827
-5.94597299,2.45852109,0.00741252,0.29312664,1.12873050,0.67776944,0.00797712,1.08320914,0.63684630,0.35896720
-5.93996998,2.54213582,0.00778687,0.30359832,1.13691552,0.70847711,0.00873027,1.11372726,0.65384537,0.37547868
-5.93396698,2.62467581,0.00813652,0.31438540,1.14460651,0.73891654,0.00951858,1.14346585,0.67095220,0.39199978
-5.92796398,2.70572682,0.00845612,0.32549406,1.15204259,0.76886377,0.01033674,1.17231793,0.68818875,0.40840971
-5.92196098,2.78486455,0.00874070,0.33692485,1.15946058,0.79809283,0.01117837,1.20017627,0.70556586,0.42458186
-5.91595798,2.86166011,0.00898582,0.34867101,1.16708546,0.82638057,0.01203614,1.22693425,0.72308101,0.44038609
-5.90995498,2.93568614,0.00918767,0.36071693,1.17512132,0.85351142,0.01290183,1.25248696,0.74071634,0.45569133
-5.90395198,3.00652300,0.00934321,0.37303662,1.18374292,0.87928192,0.01376652,1.27673236,0.75843715,0.47036806
-5.89794897,3.07376441,0.00945020,0.38559229,1.19308811,0.90350476,0.01462077,1.29957247,0.77619065,0.48429089
-5.89194597,3.13702212,0.00950727,0.39833301,1.20325094,0.92601200,0.01545488,1.32091421,0.79390491,0.49734086
-5.88594297,3.19592925,0.00951397,0.41119361,1.21427580,0.94665743,0.01625917,1.34066994,0.81148811,0.50940748
-5.87993997,3.25014216,0.00947074,0.42409373,1.22615247,0.96531795,0.01702426,1.35875761,0.82882801,0.52039046
-5.87393697,3.29934099,0.00937891,0.43693724,1.23881252,0.98189391,0.01774139,1.37510050,0.84579172,0.53020098
-5.86793397,3.34322901,0.00924063,0.44961209,1.25212704,0.99630864,0.01840271,1.38962674,0.86222591,0.53876263
-5.86193097,3.38153138,0.00905882,0.46199068,1.26590607,1.00850726,0.01900156,1.40226875,0.87795757,0.54601199
-5.85592796,3.41399378,0.00883705,0.47393080,1.27989997,1.01845496,0.01953274,1.41296272,0.89279547,0.55189882
-5.84992496,3.44038170,0.00857949,0.48527735,1.29380284,1.02613514,0.01999264,1.42164858,0.90653257,0.55638612
-5.84392196,3.46048095,0.00829075,0.49586476,1.30725830,1.03154762,0.02037946,1.42827045,0.91894933,0.55944998
-5.83791896,3.47410002,0.00797580,0.50552023,1.31986766,1.03470723,0.02069320,1.43277796,0.92981816,0.56107941
-5.83191596,3.48107475,0.00763985,0.51406764,1.33120038,1.03564299,0.02093566,1.43512844,0.93890906,0.56127617
-5.82591296,3.48127545,0.00728825,0.52133216,1.34080687,1.03439803,0.02111037,1.43529010,0.94599619,0.56005475
-5.81990995,3.47461658,0.00692638,0.52714540,1.34823310,1.03103044,0.02122235,1.43324623,0.95086546,0.55744245
-5.81390695,3.46106858,0.00655960,0.53135089,1.35303672,1.02561492,0.02127794,1.42900010,0.95332274,0.55347965
-5.80790395,3.44067137,0.00619313,0.53380966,1.35480413,1.01824514,0.02128441,1.42258050,0.95320251,0.54822021
-5.80190095,3.41354866,0.00583204,0.53440571,1.35316773,1.00903672,0.02124964,1.41404751,0.95037640,0.54173199
-5.79589795,3.37992219,0.00548120,0.53305112,1.34782261,0.99813039,0.02118176,1.40349812,0.94476136,0.53409739
-5.78989495,3.34012464,0.00514523,0.52969050,1.33854195,0.98569513,0.02108871,1.39107128,0.93632691,0.52541379
-5.78389195,3.29461030,0.00482850,0.52430451,1.32519023,0.97193082,0.02097785,1.37695204,0.92510107,0.51579382
-5.77788894,3.24396217,0.00453513,0.51691240,1.30773367,0.95707014,0.02085568,1.36137414,0.91117458,0.50536541
-5.77188594,3.18889476,0.00426898,0.50757316,1.28624714,0.94137921,0.02072748,1.34462105,0.89470309,0.49427130
-5.76588294,3.13025165,0.00403368,0.49638553,1.26091714,0.92515687,0.02059708,1.32702480,0.87590710,0.48266817
-5.75987994,3.06899750,0.00383257,0.48348648,1.23204062,0.90873223,0.02046678,1.30896281,0.85506954,0.47072517
-5.75387694,3.00620426,0.00366880,0.46904851,1.20001943,0.89246041,0.02033718,1.29085232,0.83253102,0.45862180
-5.74787394,2.94303173,0.00354525,0.45327576,1.16535077,0.87671659,0.02020733,1.27314282,0.80868280,0.44654529
-5.74187094,2.88070302,0.00346456,0.43639904,1.12861367,0.86188818,0.02007473,1.25630641,0.78395791,0.43468727
-5.73586793,2.82047572,0.00342909,0.41867015,1.09045236,0.84836575,0.01993561,1.24082653,0.75882051,0.42324005
-5.72986493,2.76360980,0.00344092,0.40035567,1.05155702,0.83653258,0.01978517,1.22718544,0.73375423,0.41239247
-5.72386193,2.71133353,0.00350176,0.38173041,1.01264285,0.82675365,0.01961787,1.21585092,0.70924963,0.40232549
-5.71785893,2.66480889,0.00361297,0.36307105,0.97442830,0.81936424,0.01942784,1.20726269,0.68579160,0.39320766
-5.71185593,2.62509789,0.00377542,0.34464986,0.93761339,0.81465887,0.01920916,1.20181913,0.66384697,0.38519073
-5.70585293,2.59313124,0.00398946,0.32672908,0.90285909,0.81288095,0.01895629,1.19986478,0.64385289,0.37840547
-5.69984992,2.56968076,0.00425483,0.30955589,0.87076851,0.81421373,0.01866439,1.20167929,0.62620641,0.37295794
-5.69384692,2.55533669,0.00457057,0.29335827,0.84187059,0.81877305,0.01832955,1.20746797,0.61125555,0.36892638
-5.68784392,2.55049086,0.00493499,0.27834170,0.81660695,0.82660213,0.01794912,1.21735469,0.59929210,0.36635882
-5.68184092,2.55532633,0.00534551,0.26468680,0.79532225,0.83766887,0.01752179,1.23137706,0.59054635,0.36527156
-5.67583792,2.56981389,0.00579871,0.25254787,0.77825814,0.85186571,0.01704773,1.24948427,0.58518373,0.36564856
-5.66983492,2.59371550,0.00629020,0.24205220,0.76555100,0.86901217,0.01652862,1.27153755,0.58330340,0.36744185
-5.66383192,2.62659416,0.00681468,0.23330010,0.75723317,0.88885986,0.01596755,1.29731319,0.58493857,0.37057281
-5.65782891,2.66782977,0.00736590,0.22636547,0.75323736,0.91110000,0.01536896,1.32650795,0.59005844,0.37493445
-5.65182591,2.71664001,0.00793674,0.22129670,0.75340387,0.93537272,0.01473843,1.35874655,0.59857145,0.38039441
-5.64582291,2.77210510,0.00851931,0.21811790,0.75748995,0.96127810,0.01408250,1.39359086,0.61032956,0.38679873
-5.63981991,2.83319515,0.00910501,0.21683007,0.76518079,0.98838813,0.01340837,1.43055039,0.62513334,0.39397607
-5.63381691,2.89879887,0.00968475,0.21741229,0.77610145,1.01625911,0.01272372,1.46909363,0.64273746,0.40174235
-5.62781391,2.96775213,0.01024910,0.21982273,0.78982920,1.04444391,0.01203637,1.50865960,0.66285638,0.40990547
-5.62181091,3.03886527,0.01078848,0.22399943,0.80590575,1.07250356,0.01135406,1.54866941,0.68517008,0.41827005
-5.61580790,3.11094799,0.01129345,0.22986077,0.82384875,1.10001747,0.01068423,1.58853722,0.70932949,0.42664201
-5.60980490,3.18283093,0.01175489,0.23730577,0.84316252,1.12659213,0.01003378,1.62768035,0.73496172,0.43483265
-5.60380190,3.25338360,0.01216428,0.24621421,0.86334747,1.15186770,0.00940897,1.66552831,0.76167487,0.44266238
-5.59779890,3.32152807,0.01251391,0.25644658,0.88390838,1.17552260,0.00881521,1.70153058,0.78906251,0.44996380
-5.59179590,3.38624876,0.01279713,0.26784417,0.90436135,1.19727581,0.00825707,1.73516319,0.81670796,0.45658416
-5.58579290,3.44659862,0.01300850,0.28022927,0.92423962,1.21688722,0.00773819,1.76593410,0.84418835,0.46238716
-5.57978989,3.50170226,0.01314397,0.29340576,0.94309852,1.23415619,0.00726131,1.79338756,0.87107876,0.46725420
-5.57378689,3.55075691,0.01320098,0.30716008,0.96051957,1.24891872,0.00682831,1.81710775,0.89695643,0.47108498
-5.56778389,3.59303223,0.01317851,0.32126294,0.97611419,1.26104367,0.00644026,1.83672185,0.92140540,0.47379769
-5.56178089,3.62786971,0.01307714,0.33547162,0.98952706,1.27042858,0.00609757,1.85190284,0.94402145,0.47532883
-5.55577789,3.65468283,0.01289895,0.34953311,1.00043952,1.27699548,0.00580004,1.86237233,0.96441757,0.47563276
-5.54977489,3.67295845,0.01264747,0.36318797,1.00857286,1.28068730,0.00554705,1.86790344,0.98222996,0.47468108
-5.54377189,3.68226018,0.01232756,0.37617498,1.01369180,1.28146514,0.00533763,1.86832392,0.99712443,0.47246194
-5.53776888,3.68223371,0.01194520,0.38823637,1.01560793,1.27930671,0.00517059,1.86351941,1.00880303,0.46897940
-5.53176588,3.67261426,0.01150734,0.39912358,1.01418309,1.27420607,0.00504466,1.85343681,1.01701085,0.46425276
-5.52576288,3.65323553,0.01102164,0.40860328,1.00933242,1.26617468,0.00495851,1.83808735,1.02154257,0.45831601
-5.51975988,3.62403967,0.01049627,0.41646344,1.00102685,1.25524362,0.00491088,1.81754933,1.02224842,0.45121728
-5.51375688,3.58508725,0.00993966,0.42251919,0.98929474,1.24146669,0.00490057,1.79196985,1.01903940,0.44301829
-5.50775388,3.53656625,0.00936031,0.42661822,0.97422251,1.22492400,0.00492647,1.76156545,1.01189118,0.43379382
-5.50175088,3.47879900,0.00876651,0.42864542,0.95595373,1.20572573,0.00498753,1.72662109,1.00084649,0.42363094
-5.49574787,3.41224603,0.00816624,0.42852653,0.93468692,1.18401539,0.00508271,1.68748735,0.98601571,0.41262820
-5.48974487,3.33750602,0.00756693,0.42623067,0.91067150,1.15997240,0.00521095,1.64457555,0.96757553,0.40089444
-5.48374187,3.25531108,0.00697539,0.42177151,0.88420225,1.13381339,0.00537103,1.59835075,0.94576546,0.38854745
-5.47773887,3.16651722,0.00639768,0.41520707,0.85561225,1.10579196,0.00556149,1.54932276,0.92088235,0.37571226
-5.47173587,3.07208986,0.00583905,0.40663816,0.82526445,1.07619689,0.00578056,1.49803532,0.89327297,0.36251918
-5.46573287,2.97308483,0.00530390,0.39620540,0.79354236,1.04534844,0.00602604,1.44505386,0.86332489,0.34910159
-5.45972986,2.87062556,0.00479580,0.38408517,0.76084009,1.01359315,0.00629520,1.39095232,0.83145611,0.33559357
-5.45372686,2.76587743,0.00431749,0.37048447,0.72755233,0.98129711,0.00658473,1.33629956,0.79810364,0.32212742
-5.44772386,2.66002050,0.00387089,0.35563501,0.69406457,0.94883812,0.00689073,1.28164604,0.76371181,0.30883119
-5.44172086,2.55422185,0.00345721,0.33978688,0.66074424,0.91659722,0.00720865,1.22751136,0.72872043,0.29582639
-5.43571786,2.44960909,0.00307701,0.32320198,0.62793297,0.88494985,0.00753336,1.17437324,0.69355365,0.28322580
-5.42971486,2.34724609,0.00273021,0.30614748,0.59594046,0.85425735,0.00785920,1.12265843,0.65860976,0.27113176
-5.42371186,2.24811218,0.00241627,0.28888978,0.56504015,0.82485905,0.00818009,1.07273594,0.62425231,0.25963467
-5.41770885,2.15308565,0.00213420,0.27168890,0.53546688,0.79706552,0.00848968,1.02491276,0.59080305,0.24881208
-5.41170585,2.06293211,0.00188265,0.25479374,0.50741642,0.77115310,0.00878151,0.97943225,0.55853667,0.23872808
-5.40570285,1.97829809,0.00166002,0.23843820,0.48104698,0.74736015,0.00904921,0.93647499,0.52767761,0.22943327
-5.39969985,1.89970952,0.00146449,0.22283835,0.45648231,0.72588495,0.00928669,0.89616189,0.49839887,0.22096500
-5.39369685,1.82757510,0.00129407,0.20819047,0.43381618,0.70688532,0.00948838,0.85855924,0.47082276,0.21334803
-5.38769385,1.76219360,0.00114673,0.19467016,0.41311776,0.69047985,0.00964942,0.82368524,0.44502329,0.20659541
-5.38169085,1.70376443,0.00102036,0.18243223,0.39443770,0.67675051,0.00976583,0.79151742,0.42103018,0.20070954
-5.37568784,1.65240053,0.00091285,0.17161136,0.37781417,0.66574637,0.00983468,0.76200060,0.39883393,0.19568330
-5.36968484,1.60814246,0.00082214,0.16232327,0.36327877,0.65748815,0.00985423,0.73505475,0.37839177,0.19150123
-5.36368184,1.57097295,0.00074622,0.15466636,0.35086166,0.65197320,0.00982395,0.71058246,0.35963412,0.18814062
-5.35767884,1.54083077,0.00068317,0.14872353,0.34059586,0.64918064,0.00974461,0.68847557,0.34247127,0.18557254
-5.35167584,1.51762344,0.00063116,0.14456413,0.33252025,0.64907621,0.00961820,0.66862087,0.32679993,0.18376272
-5.34567284,1.50123808,0.00058849,0.14224578,0.32668141,0.65161676,0.00944788,0.65090459,0.31250943,0.18267231
-5.33966983,1.49155016,0.00055358,0.14181605,0.32313402,0.65675402,0.00923788,0.63521583,0.29948743,0.18225861
