energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.33366683,1.48842990,0.00052500,0.14331395,0.32194007,0.66443746,0.00899329,0.62144886,0.28762488,0.18247568
-5.32766383,1.49174651,0.00050145,0.14677105,0.32316689,0.67461626,0.00871991,0.60950458,0.27682022,0.18327487
-5.32166083,1.50137019,0.00048178,0.15221233,0.32688431,0.68724038,0.00842399,0.59929119,0.26698277,0.18460552
-5.31565783,1.51717250,0.00046498,0.15965673,0.33316109,0.70226052,0.00811204,0.59072436,0.25803523,0.18641554
-5.30965483,1.53902507,0.00045021,0.16911747,0.34206099,0.71962741,0.00779056,0.58372710,0.24991541,0.18865218
-5.30365183,1.56679737,0.00043673,0.18060206,0.35363862,0.73929017,0.00746583,0.57822948,0.24257711,0.19126281
-5.29764882,1.60035361,0.00042398,0.19411223,0.36793548,0.76119424,0.00714371,0.57416822,0.23599035,0.19419578
-5.29164582,1.63954919,0.00041149,0.20964359,0.38497623,0.78527871,0.00682946,0.57148640,0.23014090,0.19740138
-5.28564282,1.68422688,0.00039895,0.22718522,0.40476544,0.81147346,0.00652757,0.57013307,0.22502922,0.20083262
-5.27963982,1.73421292,0.00038614,0.24671911,0.42728489,0.83969620,0.00624171,0.57006289,0.22066888,0.20444613
-5.27363682,1.78931304,0.00037293,0.26821943,0.45249143,0.86984949,0.00597462,0.57123554,0.21708454,0.20820278
-5.26763382,1.84930845,0.00035929,0.29165165,0.48031544,0.90181798,0.00572809,0.57361491,0.21430953,0.21206810
-5.26163082,1.91395177,0.00034527,0.31697138,0.51065970,0.93546605,0.00550302,0.57716790,0.21238310,0.21601253
-5.25562781,1.98296282,0.00033096,0.34412304,0.54339869,0.97063572,0.00529945,0.58186269,0.21134738,0.22001124
-5.24962481,2.05602423,0.00031651,0.37303807,0.57837810,1.00714520,0.00511664,0.58766657,0.21124426,0.22404367
-5.24362181,2.13277685,0.00030209,0.40363295,0.61541450,1.04478792,0.00495321,0.59454310,0.21211200,0.22809281
-5.23761881,2.21281506,0.00028791,0.43580679,0.65429499,1.08333220,0.00480728,0.60244896,0.21398196,0.23214406
-5.23161581,2.29568196,0.00027417,0.46943865,0.69477685,1.12252145,0.00467657,0.61133029,0.21687537,0.23618397
-5.22561281,2.38086481,0.00026106,0.50438461,0.73658715,1.16207508,0.00455863,0.62111904,0.22080020,0.24019880
-5.21960980,2.46779082,0.00024877,0.54047475,0.77942224,1.20168989,0.00445088,0.63172934,0.22574843,0.24417299
-5.21360680,2.55582375,0.00023747,0.57751020,0.82294749,1.24104201,0.00435084,0.64305420,0.23169363,0.24808779
-5.20760380,2.64426168,0.00022729,0.61526050,0.86679720,1.27978937,0.00425620,0.65496298,0.23858905,0.25191995
-5.20160080,2.73233630,0.00021835,0.65346138,0.91057497,1.31757458,0.00416490,0.66729969,0.24636630,0.25564080
-5.19559780,2.81921427,0.00021071,0.69181349,0.95385482,1.35402821,0.00407524,0.67988246,0.25493472,0.25921564
-5.18959480,2.90400091,0.00020439,0.72998206,0.99618329,1.38877244,0.00398591,0.69250435,0.26418142,0.26260358
-5.18359180,2.98574666,0.00019941,0.76759797,1.03708268,1.42142504,0.00389601,0.70493562,0.27397212,0.26575786
-5.17758879,3.06345637,0.00019571,0.80426033,1.07605574,1.45160359,0.00380503,0.71692735,0.28415278,0.26862666
-5.17158579,3.13610173,0.00019323,0.83954070,1.11259186,1.47893006,0.00371285,0.72821649,0.29455189,0.27115431
-5.16558279,3.20263656,0.00019186,0.87298915,1.14617487,1.50303557,0.00361964,0.73853207,0.30498359,0.27328298
-5.15957979,3.26201501,0.00019146,0.90414203,1.17629233,1.52356545,0.00352588,0.74760230,0.31525132,0.27495456
-5.15357679,3.31321197,0.00019189,0.93253136,1.20244618,1.54018447,0.00343220,0.75516232,0.32515204,0.27611284
-5.14757379,3.35524553,0.00019297,0.95769562,1.22416448,1.55258232,0.00333936,0.76096221,0.33448076,0.27670563
-5.14157079,3.38720043,0.00019452,0.97919164,1.24101388,1.56047918,0.00324813,0.76477477,0.34303547,0.27668696
-5.13556778,3.40825205,0.00019636,0.99660706,1.25261218,1.56363131,0.00315926,0.76640288,0.35062198,0.27601895
-5.12956478,3.41768975,0.00019829,1.00957300,1.25864071,1.56183672,0.00307336,0.76568588,0.35705880,0.27467348
-5.12356178,3.41493889,0.00020013,1.01777629,1.25885575,1.55494050,0.00299091,0.76250478,0.36218174,0.27263338
-5.11755878,3.39958036,0.00020172,1.02097074,1.25309846,1.54283988,0.00291215,0.75678601,0.36584811,0.26989326
-5.11155578,3.37136699,0.00020288,1.01898692,1.24130283,1.52548880,0.00283712,0.74850359,0.36794037,0.26645969
-5.10555278,3.33023580,0.00020348,1.01173990,1.22350111,1.50290162,0.00276561,0.73767951,0.36836915,0.26235102
-5.09954977,3.27631566,0.00020339,0.99923453,1.19982647,1.47515597,0.00269719,0.72438253,0.36707545,0.25759659
-5.09354677,3.20992979,0.00020251,0.98156807,1.17051246,1.44239446,0.00263123,0.70872531,0.36403203,0.25223560
-5.08754377,3.13159286,0.00020078,0.95892973,1.13588942,1.40482495,0.00256695,0.69086018,0.35924394,0.24631557
-5.08154077,3.04200267,0.00019814,0.93159731,1.09637765,1.36271947,0.00250345,0.67097376,0.35274811,0.23989055
-5.07553777,2.94202663,0.00019457,0.89993094,1.05247778,1.31641146,0.00243976,0.64928063,0.34461213,0.23301919
-5.06953477,2.83268349,0.00019009,0.86436406,1.00475856,1.26629151,0.00237490,0.62601651,0.33493218,0.22576278
-5.06353177,2.71512081,0.00018471,0.82539219,0.95384258,1.21280139,0.00230795,0.60143124,0.32383024,0.21818335
-5.05752876,2.59058924,0.00017849,0.78355977,0.90039054,1.15642671,0.00223811,0.57578176,0.31145068,0.21034192
-5.05152576,2.46041428,0.00017150,0.73944572,0.84508467,1.09768826,0.00216468,0.54932559,0.29795637,0.20229703
-5.04552276,2.32596671,0.00016383,0.69364833,0.78861196,1.03713224,0.00208717,0.52231486,0.28352441,0.19410360
-5.03951976,2.18863277,0.00015559,0.64676996,0.73164787,0.97531980,0.00200529,0.49499130,0.26834167,0.18581208
-5.03351676,2.04978501,0.00014688,0.59940230,0.67484111,0.91281611,0.00191897,0.46758210,0.25260025,0.17746806
-5.02751376,1.91075485,0.00013781,0.55211267,0.61880010,0.85017936,0.00182835,0.44029693,0.23649312,0.16911217
-5.02151076,1.77280783,0.00012852,0.50543173,0.56408143,0.78795013,0.00173379,0.41332602,0.22020990,0.16078036
-5.01550775,1.63712206,0.00011912,0.45984322,0.51118072,0.72664136,0.00163585,0.38683927,0.20393308,0.15250443
-5.00950475,1.50477062,0.00010972,0.41577574,0.46052608,0.66672934,0.00153522,0.36098639,0.18783464,0.14431282
-5.00350175,1.37670811,0.00010044,0.37359688,0.41247420,0.60864599,0.00143275,0.33589781,0.17207331,0.13623150
-4.99749875,1.25376169,0.00009136,0.33360977,0.36730908,0.55277261,0.00132937,0.31168638,0.15679238,0.12828502
-4.99149575,1.13662638,0.00008258,0.29605183,0.32524312,0.49943529,0.00122607,0.28844954,0.14211817,0.12049749
-4.98549275,1.02586462,0.00007417,0.26109574,0.28642055,0.44890204,0.00112383,0.26627182,0.12815917,0.11289354
-4.97948974,0.92190965,0.00006620,0.22885227,0.25092255,0.40138168,0.00102362,0.24522767,0.11500582,0.10549918
-4.97348674,0.82507222,0.00005870,0.19937473,0.21877407,0.35702432,0.00092635,0.22538419,0.10273083,0.09834248
-4.96748374,0.73555013,0.00005172,0.17266469,0.18995154,0.31592349,0.00083284,0.20680385,0.09139009,0.09145410
-4.96148074,0.65343993,0.00004528,0.14867864,0.16439148,0.27811950,0.00074381,0.18954699,0.08102401,0.08486754
-4.95547774,0.57875020,0.00003939,0.12733520,0.14199919,0.24360402,0.00065983,0.17367398,0.07165916,0.07861934
-4.94947474,0.51141565,0.00003404,0.10852257,0.12265752,0.21232552,0.00058137,0.15924709,0.06331024,0.07274890
-4.94347174,0.45131150,0.00002923,0.09210589,0.10623516,0.18419524,0.00050873,0.14633186,0.05598215,0.06729828
-4.93746873,0.39826756,0.00002493,0.07793425,0.09259416,0.15909369,0.00044211,0.13499800,0.04967206,0.06231172
-4.93146573,0.35208145,0.00002113,0.06584718,0.08159663,0.13687708,0.00038154,0.12531986,0.04437153,0.05783510
-4.92546273,0.31253055,0.00001779,0.05568039,0.07311022,0.11738374,0.00032698,0.11737630,0.04006828,0.05391523
-4.91945973,0.27938238,0.00001488,0.04727066,0.06701239,0.10044020,0.00027826,0.11125008,0.03674790,0.05059907
-4.91345673,0.25240300,0.00001236,0.04045983,0.06319335,0.08586677,0.00023514,0.10702669,0.03439512,0.04793284
-4.90745373,0.23136350,0.00001021,0.03509783,0.06155768,0.07348259,0.00019730,0.10479267,0.03299473,0.04596103
-4.90145073,0.21604421,0.00000837,0.03104487,0.06202461,0.06310993,0.00016437,0.10463334,0.03253212,0.04472547
-4.89544772,0.20623696,0.00000682,0.02817266,0.06452713,0.05457783,0.00013598,0.10663011,0.03299339,0.04426415
-4.88944472,0.20174520,0.00000552,0.02636497,0.06900991,0.04772500,0.00011169,0.11085733,0.03436502,0.04461016
-4.88344172,0.20238241,0.00000444,0.02551739,0.07542631,0.04240206,0.00009108,0.11737868,0.03663319,0.04579050
-4.87743872,0.20796886,0.00000354,0.02553658,0.08373465,0.03847301,0.00007375,0.12624345,0.03978275,0.04782495
-4.87143572,0.21832726,0.00000281,0.02633910,0.09389387,0.03581627,0.00005929,0.13748252,0.04379596,0.05072489
-4.86543272,0.23327746,0.00000221,0.02784985,0.10585895,0.03432507,0.00004733,0.15110450,0.04865099,0.05449226
-4.85942971,0.25263080,0.00000173,0.03000039,0.11957625,0.03390748,0.00003751,0.16709203,0.05432042,0.05911853
-4.85342671,0.27618450,0.00000135,0.03272710,0.13497910,0.03448611,0.00002952,0.18539851,0.06076973,0.06458392
-4.84742371,0.30371651,0.00000104,0.03596952,0.15198388,0.03599746,0.00002306,0.20594561,0.06795600,0.07085680
-4.84142071,0.33498132,0.00000080,0.03966872,0.17048684,0.03839115,0.00001789,0.22862148,0.07582680,0.07789338
-4.83541771,0.36970706,0.00000061,0.04376593,0.19036191,0.04162900,0.00001378,0.25328028,0.08431953,0.08563777
-4.82941471,0.40759424,0.00000046,0.04820158,0.21145965,0.04568396,0.00001054,0.27974283,0.09336115,0.09402242
-4.82341171,0.44831637,0.00000035,0.05291454,0.23360751,0.05053907,0.00000801,0.30779871,0.10286851,0.10296901
-4.81740870,0.49152256,0.00000026,0.05784191,0.25661144,0.05618627,0.00000606,0.33720981,0.11274919,0.11238974
-4.81140570,0.53684206,0.00000020,0.06291915,0.28025886,0.06262527,0.00000456,0.36771530,0.12290292,0.12218916
-4.80540270,0.58389072,0.00000015,0.06808055,0.30432288,0.06986231,0.00000342,0.39903786,0.13322358,0.13226632
-4.79939970,0.63227890,0.00000012,0.07326017,0.32856770,0.07790891,0.00000258,0.43089108,0.14360162,0.14251730
-4.79339670,0.68162061,0.00000009,0.07839299,0.35275483,0.08678049,0.00000197,0.46298759,0.15392692,0.15283801
-4.78739370,0.73154332,0.00000008,0.08341633,0.37664991,0.09649498,0.00000156,0.49504766,0.16409185,0.16312707
-4.78139070,0.78169782,0.00000008,0.08827134,0.40002971,0.10707129,0.00000130,0.52680776,0.17399443,0.17328876
-4.77538769,0.83176756,0.00000009,0.09290464,0.42268909,0.11852774,0.00000119,0.55802874,0.18354146,0.18323575
-4.76938469,0.88147688,0.00000011,0.09726973,0.44444723,0.13088037,0.00000122,0.58850302,0.19265134,0.19289165
-4.76338169,0.93059749,0.00000014,0.10132838,0.46515308,0.14414119,0.00000140,0.61806048,0.20125650,0.20219295
-4.75737869,0.97895280,0.00000019,0.10505164,0.48468948,0.15831655,0.00000173,0.64657257,0.20930528,0.21109061
-4.75137569,1.02641959,0.00000026,0.10842057,0.50297574,0.17340536,0.00000227,0.67395444,0.21676307,0.21955085
-4.74537269,1.07292705,0.00000036,0.11142653,0.51996848,0.18939764,0.00000306,0.70016486,0.22361275,0.22755526
-4.73936968,1.11845288,0.00000050,0.11407103,0.53566072,0.20627306,0.00000417,0.72520382,0.22985423,0.23510024
-4.73336668,1.16301680,0.00000069,0.11636515,0.55007909,0.22399989,0.00000569,0.74910803,0.23550322,0.24219563
-4.72736368,1.20667164,0.00000094,0.11832851,0.56327941,0.24253416,0.00000776,0.77194436,0.24058926,0.24886278
-4.72136068,1.24949260,0.00000128,0.11998782,0.57534085,0.26181929,0.00001052,0.79380171,0.24515305,0.25513202
-4.71535768,1.29156511,0.00000172,0.12137521,0.58635896,0.28178606,0.00001417,0.81478162,0.24924333,0.26103976
-4.70935468,1.33297220,0.00000231,0.12252617,0.59643790,0.30235307,0.00001898,0.83498822,0.25291332,0.26662536
-4.70335168,1.37378184,0.00000307,0.12347755,0.60568252,0.32342762,0.00002523,0.85451805,0.25621713,0.27192784
-4.69734867,1.41403524,0.00000405,0.12426537,0.61419038,0.34490701,0.00003331,0.87345029,0.25920612,0.27698284
-4.69134567,1.45373652,0.00000531,0.12492285,0.62204459,0.36668016,0.00004366,0.89183804,0.26192558,0.28181977
-4.68534267,1.49284455,0.00000691,0.12547858,0.62930743,0.38862954,0.00005682,0.90970095,0.26441180,0.28645940
-4.67933967,1.53126730,0.00000893,0.12595497,0.63601541,0.41063335,0.00007342,0.92701987,0.26668972,0.29091208
-4.67333667,1.56885898,0.00001145,0.12636714,0.64217584,0.43256767,0.00009419,0.94373349,0.26877131,0.29517652
-4.66733367,1.60542022,0.00001459,0.12672218,0.64776523,0.45430878,0.00011997,0.95973748,0.27065467,0.29923934
-4.66133067,1.64070122,0.00001844,0.12701887,0.65272934,0.47573526,0.00015170,0.97488585,0.27232398,0.30307527
-4.65532766,1.67440764,0.00002315,0.12724784,0.65698512,0.49673001,0.00019045,0.98899466,0.27375020,0.30664810
-4.64932466,1.70620896,0.00002886,0.12739224,0.66042422,0.51718191,0.00023738,1.00184787,0.27489253,0.30991219
-4.64332166,1.73574894,0.00003571,0.12742873,0.66291788,0.53698736,0.00029376,1.01320488,0.27570047,0.31281451
