energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.57378689,0.37441539,0.06331808,0.26951237,0.00121000,0.00916509,0.00013224,0.08280688,0.02680972,0.03139252
-5.56778389,0.41964092,0.07204603,0.30061023,0.00135649,0.01046717,0.00012771,0.09407005,0.03004649,0.03543650
-5.56178089,0.46853277,0.08145017,0.33430382,0.00151077,0.01187481,0.00012537,0.10616761,0.03359956,0.03977142
-5.55577789,0.52085174,0.09149370,0.37042361,0.00167163,0.01338317,0.00012523,0.11904525,0.03745716,0.04437147
-5.54977489,0.57627813,0.10212475,0.40874497,0.00183759,0.01498511,0.00012726,0.13262901,0.04160132,0.04920298
-5.54377189,0.63441424,0.11327646,0.44899024,0.00200693,0.01667118,0.00013144,0.14682556,0.04600796,0.05422478
-5.53776888,0.69478947,0.12486777,0.49083235,0.00217777,0.01842978,0.00013769,0.16152334,0.05064715,0.05938863
-5.53176588,0.75686801,0.13680462,0.53390019,0.00234806,0.02024732,0.00014597,0.17659432,0.05548353,0.06464014
-5.52576288,0.82005889,0.14898178,0.57778530,0.00251564,0.02210851,0.00015618,0.19189650,0.06047706,0.06991983
-5.51975988,0.88372804,0.16128513,0.62204990,0.00267827,0.02399675,0.00016823,0.20727705,0.06558377,0.07516454
-5.51375688,0.94721212,0.17359431,0.66623588,0.00283372,0.02589453,0.00018201,0.22257586,0.07075679,0.08030895
-5.50775388,1.00983338,0.18578566,0.70987443,0.00297980,0.02778395,0.00019741,0.23762959,0.07594747,0.08528739
-5.50175088,1.07091513,0.19773539,0.75249588,0.00311443,0.02964723,0.00021429,0.25227579,0.08110651,0.09003555
-5.49574787,1.12979707,0.20932260,0.79363952,0.00323569,0.03146718,0.00023254,0.26635716,0.08618527,0.09449238
-5.48974487,1.18584999,0.22043234,0.83286292,0.00334185,0.03322777,0.00025200,0.27972543,0.09113688,0.09860176
-5.48374187,1.23848916,0.23095825,0.86975043,0.00343144,0.03491452,0.00027255,0.29224511,0.09591745,0.10231412
-5.47773887,1.28718601,0.24080489,0.90392073,0.00350328,0.03651492,0.00029406,0.30379648,0.10048707,0.10558774
-5.47173587,1.33147768,0.24988948,0.93503300,0.00355649,0.03801869,0.00031641,0.31427808,0.10481074,0.10838986
-5.46573287,1.37097421,0.25814314,0.96279184,0.00359049,0.03941800,0.00033950,0.32360833,0.10885909,0.11069737
-5.45972986,1.40536332,0.26551147,0.98695080,0.00360506,0.04070758,0.00036328,0.33172643,0.11260896,0.11249722
-5.45372686,1.43441281,0.27195458,1.00731460,0.00360028,0.04188467,0.00038772,0.33859244,0.11604381,0.11378639
-5.44772386,1.45797078,0.27744652,1.02374013,0.00357653,0.04294897,0.00041285,0.34418658,0.11915392,0.11457161
-5.44172086,1.47596400,0.28197433,1.03613654,0.00353448,0.04390242,0.00043878,0.34850798,0.12193648,0.11486867
-5.43571786,1.48839484,0.28553667,1.04446449,0.00347505,0.04474901,0.00046570,0.35157292,0.12439552,0.11470157
-5.42971486,1.49533707,0.28814232,1.04873487,0.00339939,0.04549446,0.00049387,0.35341263,0.12654178,0.11410137
-5.42371186,1.49693117,0.28980851,1.04900716,0.00330883,0.04614599,0.00052369,0.35407111,0.12839245,0.11310500
-5.41770885,1.49337929,0.29055939,1.04538761,0.00320482,0.04671205,0.00055564,0.35360283,0.12997089,0.11175397
-5.41170585,1.48494038,0.29042468,1.03802740,0.00308896,0.04720205,0.00059034,0.35207058,0.13130629,0.11009312
-5.40570285,1.47192549,0.28943857,1.02712065,0.00296289,0.04762621,0.00062852,0.34954371,0.13243330,0.10816941
-5.39969985,1.45469351,0.28763893,1.01290251,0.00282830,0.04799541,0.00067104,0.34609665,0.13339157,0.10603087
-5.39369685,1.43364718,0.28506694,0.99564703,0.00268689,0.04832111,0.00071884,0.34180778,0.13422529,0.10372571
-5.38769385,1.40922925,0.28176702,0.97566479,0.00254034,0.04861534,0.00077296,0.33675884,0.13498255,0.10130152
-5.38169085,1.38191854,0.27778705,0.95330006,0.00239027,0.04889063,0.00083452,0.33103450,0.13571468,0.09880475
-5.37568784,1.35222562,0.27317874,0.92892729,0.00223825,0.04916008,0.00090465,0.32472229,0.13647532,0.09628029
-5.36968484,1.32068773,0.26799819,0.90294679,0.00208576,0.04943731,0.00098449,0.31791263,0.13731940,0.09377111
-5.36368184,1.28786266,0.26230626,0.87577946,0.00193418,0.04973638,0.00107513,0.31069880,0.13830181,0.09131812
-5.35767884,1.25432131,0.25616893,0.84786041,0.00178478,0.05007172,0.00117757,0.30317682,0.13947597,0.08895991
-5.35167584,1.22063890,0.24965728,0.81963157,0.00163870,0.05045786,0.00129267,0.29544506,0.14089211,0.08673263
-5.34567284,1.18738458,0.24284715,0.79153320,0.00149699,0.05090918,0.00142108,0.28760350,0.14259539,0.08466972
-5.33966983,1.15510975,0.23581840,0.76399467,0.00136052,0.05143945,0.00156321,0.27975250,0.14462394,0.08280161
-5.33366683,1.12433532,0.22865367,0.73742459,0.00123006,0.05206132,0.00171916,0.27199125,0.14700683,0.08115536
-5.32766383,1.09553821,0.22143681,0.71220067,0.00110624,0.05278577,0.00188870,0.26441573,0.14976208,0.07975416
-5.32166083,1.06913777,0.21425087,0.68865978,0.00098954,0.05362142,0.00207121,0.25711633,0.15289485,0.07861677
-5.31565783,1.04548263,0.20717583,0.66708844,0.00088032,0.05457388,0.00226568,0.25017533,0.15639590,0.07775693
-5.30965483,1.02483869,0.20028628,0.64771444,0.00077881,0.05564508,0.00247065,0.24366416,0.16024043,0.07718271
-5.30365183,1.00737895,0.19364894,0.63069979,0.00068513,0.05683269,0.00268428,0.23764087,0.16438743,0.07689590
-5.29764882,0.99317580,0.18732044,0.61613549,0.00059928,0.05812964,0.00290430,0.23214780,0.16877957,0.07689155
-5.29164582,0.98219635,0.18134536,0.60403846,0.00052116,0.05952377,0.00312808,0.22720962,0.17334380,0.07715754
-5.28564282,0.97430118,0.17575466,0.59435083,0.00045058,0.06099769,0.00335266,0.22283207,0.17799258,0.07767441
-5.27963982,0.96924690,0.17056466,0.58694163,0.00038726,0.06252886,0.00357481,0.21900125,0.18262582,0.07841543
-5.27363682,0.96669253,0.16577666,0.58161117,0.00033089,0.06408986,0.00379113,0.21568378,0.18713345,0.07934688
-5.26763382,0.96620967,0.16137714,0.57809768,0.00028108,0.06564894,0.00399809,0.21282780,0.19139854,0.08042866
-5.26163082,0.96729617,0.15733871,0.57608633,0.00023741,0.06717081,0.00419218,0.21036467,0.19530090,0.08161520
-5.25562781,0.96939294,0.15362160,0.57522004,0.00019945,0.06861757,0.00436997,0.20821158,0.19872098,0.08285664
-5.24962481,0.97190316,0.15017575,0.57511201,0.00016676,0.06994987,0.00452820,0.20627477,0.20154391,0.08410025
-5.24362181,0.97421330,0.14694338,0.57535924,0.00013888,0.07112823,0.00466391,0.20445326,0.20366355,0.08529213
-5.23761881,0.97571522,0.14386186,0.57555669,0.00011541,0.07211437,0.00477454,0.20264306,0.20498633,0.08637902
-5.23161581,0.97582827,0.14086683,0.57531160,0.00009596,0.07287260,0.00485795,0.20074156,0.20543472,0.08731026
-5.22561281,0.97402086,0.13789531,0.57425738,0.00008016,0.07337119,0.00491254,0.19865191,0.20495023,0.08803978
-5.21960980,0.96983050,0.13488887,0.57206659,0.00006773,0.07358367,0.00493731,0.19628734,0.20349574,0.08852803
-5.21360680,0.96288170,0.13179645,0.56846270,0.00005841,0.07348991,0.00493184,0.19357508,0.20105710,0.08874392
-5.20760380,0.95290110,0.12857698,0.56323005,0.00005202,0.07307713,0.00489635,0.19045992,0.19764404,0.08866642
-5.20160080,0.93972936,0.12520155,0.55622197,0.00004847,0.07234057,0.00483171,0.18690707,0.19329013,0.08828612
-5.19559780,0.92332952,0.12165507,0.54736666,0.00004773,0.07128399,0.00473935,0.18290441,0.18805217,0.08760637
-5.18959480,0.90379156,0.11793750,0.53667075,0.00004985,0.06991990,0.00462131,0.17846401,0.18200867,0.08664419
-5.18359180,0.88133330,0.11406447,0.52422062,0.00005500,0.06826945,0.00448011,0.17362283,0.17525785,0.08543076
-5.17758879,0.85629762,0.11006737,0.51018144,0.00006341,0.06636213,0.00431873,0.16844269,0.16791507,0.08401161
-5.17158579,0.82914631,0.10599304,0.49479408,0.00007542,0.06423521,0.00414052,0.16300950,0.16010987,0.08244635
-5.16558279,0.80045081,0.10190289,0.47837007,0.00009149,0.06193289,0.00394911,0.15743185,0.15198276,0.08080808
-5.15957979,0.77088041,0.09787166,0.46128500,0.00011216,0.05950541,0.00374832,0.15183888,0.14368191,0.07918237
-5.15357679,0.74118817,0.09398592,0.44397035,0.00013806,0.05700782,0.00354210,0.14637779,0.13535986,0.07766590
-5.14757379,0.71219522,0.09034220,0.42690439,0.00016994,0.05449877,0.00333440,0.14121076,0.12717029,0.07636480
-5.14157079,0.68477372,0.08704498,0.41060215,0.00020863,0.05203922,0.00312910,0.13651161,0.11926507,0.07539257
-5.13556778,0.65982917,0.08420460,0.39560496,0.00025502,0.04969104,0.00292995,0.13246224,0.11179157,0.07486782
-5.12956478,0.63828228,0.08193499,0.38246968,0.00031008,0.04751572,0.00274049,0.12924876,0.10489030,0.07491168
-5.12356178,0.62105079,0.08035152,0.37175790,0.00037483,0.04557305,0.00256395,0.12705767,0.09869294,0.07564509
-5.11755878,0.60903168,0.07956870,0.36402540,0.00045031,0.04391988,0.00240326,0.12607191,0.09332065,0.07718577
-5.11155578,0.60308390,0.07969810,0.35981181,0.00053753,0.04260905,0.00226097,0.12646698,0.08888284,0.07964523
-5.10555278,0.60401177,0.08084625,0.35963084,0.00063751,0.04168833,0.00213920,0.12840712,0.08547612,0.08312561
-5.09954977,0.61254947,0.08311260,0.36396097,0.00075115,0.04119959,0.00203965,0.13204159,0.08318363,0.08771655
-5.09354677,0.62934641,0.08658768,0.37323685,0.00087929,0.04117804,0.00196353,0.13750119,0.08207446,0.09349216
-5.08754377,0.65495398,0.09135128,0.38784126,0.00102260,0.04165166,0.00191162,0.14489490,0.08220336,0.10050805
-5.08154077,0.68981348,0.09747074,0.40809785,0.00118155,0.04264080,0.00188419,0.15430687,0.08361045,0.10879873
-5.07553777,0.73424564,0.10499943,0.43426463,0.00135642,0.04415789,0.00188107,0.16579365,0.08632105,0.11837525
-5.06953477,0.78844165,0.11397528,0.46652821,0.00154719,0.04620730,0.00190160,0.17938188,0.09034556,0.12922331
-5.06353177,0.85245608,0.12441945,0.50499895,0.00175359,0.04878540,0.00194470,0.19506634,0.09567934,0.14130187
-5.05752876,0.92620173,0.13633528,0.54970698,0.00197500,0.05188073,0.00200887,0.21280859,0.10230257,0.15454246
-5.05152576,1.00944666,0.14970728,0.60059927,0.00221050,0.05547426,0.00209222,0.23253607,0.11018024,0.16884906
-5.04552276,1.10181363,0.16450047,0.65753779,0.00245882,0.05953988,0.00219253,0.25414202,0.11926205,0.18409886
-5.03951976,1.20278211,0.18065993,0.72029890,0.00271836,0.06404492,0.00230727,0.27748590,0.12948251,0.20014375
-5.03351676,1.31169303,0.19811076,0.78857407,0.00298725,0.06895079,0.00243368,0.30239476,0.14076115,0.21681264
-5.02751376,1.42775644,0.21675832,0.86197203,0.00326330,0.07421380,0.00256882,0.32866526,0.15300287,0.23391459
-5.02151076,1.55006215,0.23648901,0.94002250,0.00354413,0.07978599,0.00270963,0.35606660,0.16609863,0.25124266
-5.01550775,1.67759335,0.25717143,1.02218161,0.00382721,0.08561604,0.00285303,0.38434420,0.17992640,0.26857840
-5.00950475,1.80924322,0.27865820,1.10783899,0.00410989,0.09165035,0.00299597,0.41322422,0.19435244,0.28569693
-5.00350175,1.94383442,0.30078817,1.19632666,0.00438956,0.09783404,0.00313552,0.44241875,0.20923313,0.30237235
-4.99749875,2.08014106,0.32338936,1.28692976,0.00466368,0.10411215,0.00326898,0.47163169,0.22441706,0.31838344
-4.99149575,2.21691318,0.34628236,1.37889895,0.00492990,0.11043074,0.00339391,0.50056508,0.23974773,0.33351932
-4.98549275,2.35290291,0.36928422,1.47146443,0.00518616,0.11673810,0.00350824,0.52892591,0.25506660,0.34758504
-4.97948974,2.48689222,0.39221285,1.56385154,0.00543080,0.12298597,0.00361033,0.55643304,0.27021656,0.36040681
-4.97348674,2.61772129,0.41489166,1.65529742,0.00566264,0.12913067,0.00369902,0.58282410,0.28504573,0.37183667
-4.96748374,2.74431701,0.43715445,1.74506870,0.00588104,0.13513428,0.00377372,0.60786226,0.29941151,0.38175653
-4.96148074,2.86572081,0.45885021,1.83247960,0.00608602,0.14096569,0.00383440,0.63134245,0.31318465,0.39008137
-4.95547774,2.98111482,0.47984775,1.91690999,0.00627825,0.14660160,0.00388162,0.65309692,0.32625339,0.39676149
-4.94947474,3.08984558,0.50003993,1.99782293,0.00645914,0.15202734,0.00391659,0.67299983,0.33852725,0.40178380
-4.94347174,3.19144441,0.51934714,2.07478092,0.00663080,0.15723753,0.00394110,0.69097071,0.34994047,0.40517208
-4.93746873,3.28564328,0.53771985,2.14746031,0.00679606,0.16223654,0.00395751,0.70697658,0.36045487,0.40698609
-4.93146573,3.37238558,0.55514018,2.21566303,0.00695838,0.16703863,0.00396874,0.72103249,0.37006187,0.40731985
-4.92546273,3.45183086,0.57162194,2.27932509,0.00712186,0.17166781,0.00397817,0.73320051,0.37878362,0.40629883
-4.91945973,3.52435290,0.58720947,2.33852114,0.00729103,0.17615739,0.00398959,0.74358705,0.38667305,0.40407638
-4.91345673,3.59053071,0.60197476,2.39346459,0.00747084,0.18054901,0.00400712,0.75233848,0.39381275,0.40082938
-4.90745373,3.65113220,0.61601328,2.44450284,0.00766648,0.18489148,0.00403510,0.75963530,0.40031267,0.39675339
-4.90145073,3.70709068,0.62943825,2.49210741,0.00788319,0.18923898,0.00407797,0.76568485,0.40630663,0.39205725
-4.89544772,3.75947438,0.64237384,2.53685899,0.00812615,0.19364911,0.00414019,0.77071295,0.41194772,0.38695755
-4.88944472,3.80944984,0.65494733,2.57942751,0.00840025,0.19818041,0.00422605,0.77495466,0.41740279,0.38167284
-4.88344172,3.85824008,0.66728068,2.62054770,0.00870998,0.20288971,0.00433965,0.77864469,0.42284605,0.37641805
-4.87743872,3.90707885,0.67948194,2.66099090,0.00905918,0.20782922,0.00448465,0.78200760,0.42845224,0.37139899
-4.87143572,3.95716248,0.69163684,2.70153386,0.00945091,0.21304356,0.00466427,0.78524847,0.43438948,0.36680726
-4.86543272,4.00960113,0.70380104,2.74292583,0.00988733,0.21856683,0.00488109,0.78854430,0.44081218,0.36281566
-4.85942971,4.06537121,0.71599356,2.78585491,0.01036952,0.22441978,0.00513697,0.79203653,0.44785425,0.35957414
-4.85342671,4.12527089,0.72819168,2.83091534,0.01089739,0.23060735,0.00543298,0.79582512,0.45562300,0.35720648
-4.84742371,4.18988058,0.74032767,2.87857677,0.01146966,0.23711664,0.00576930,0.79996426,0.46419393,0.35580764
-4.84142071,4.25953003,0.75228771,2.92915709,0.01208373,0.24391541,0.00614516,0.80446013,0.47360664,0.35544198
-4.83541771,4.33427347,0.76391296,2.98279995,0.01273575,0.25095135,0.00655885,0.80927066,0.48386207,0.35614224
-4.82941471,4.41387411,0.77500300,3.03945805,0.01342060,0.25815200,0.00700764,0.81430721,0.49492123,0.35790932
-4.82341171,4.49779861,0.78532141,3.09888311,0.01413196,0.26542564,0.00748785,0.81943830,0.50670536,0.36071284
-4.81740870,4.58522198,0.79460335,3.16062303,0.01486243,0.27266290,0.00799488,0.82449498,0.51909757,0.36449247
-4.81140570,4.67504293,0.80256481,3.22402654,0.01560362,0.27973923,0.00852325,0.82927758,0.53194594,0.36915982
-4.80540270,4.76590913,0.80891314,3.28825538,0.01634633,0.28651816,0.00906673,0.83356373,0.54506777,0.37460108
-4.79939970,4.85625146,0.81335833,3.35230358,0.01708069,0.29285513,0.00961844,0.83711694,0.55825492,0.38068002
-4.79339670,4.94432624,0.81562463,3.41502320,0.01779642,0.29860188,0.01017096,0.83969563,0.57127997,0.38724150
-4.78739370,5.02826360,0.81546182,3.47515575,0.01848297,0.30361116,0.01071654,0.84106208,0.58390288,0.39411527
-4.78139070,5.10612055,0.81265576,3.53136787,0.01912979,0.30774151,0.01124721,0.84099099,0.59587795,0.40111998
-4.77538769,5.17593657,0.80703768,3.58229028,0.01972650,0.31086208,0.01175500,0.83927730,0.60696075,0.40806740
-4.76938469,5.23579001,0.79849179,3.62655834,0.02026318,0.31285707,0.01223207,0.83574300,0.61691480,0.41476656
-4.76338169,5.28385309,0.78696090,3.66285283,0.02073055,0.31362980,0.01267093,0.83024280,0.62551777,0.42102793
-4.75737869,5.31844387,0.77244981,3.68993945,0.02112015,0.31310603,0.01306458,0.82266836,0.63256696,0.42666748
-4.75137569,5.33807343,0.75502642,3.70670572,0.02142458,0.31123657,0.01340666,0.81295118,0.63788398,0.43151052
-4.74537269,5.34148676,0.73482046,3.71219395,0.02163764,0.30799899,0.01369162,0.80106407,0.64131848,0.43539524
-4.73936968,5.32769625,0.71202000,3.70562918,0.02175444,0.30339836,0.01391479,0.78702123,0.64275093,0.43817594
-4.73336668,5.29600690,0.68686596,3.68644139,0.02177159,0.29746704,0.01407250,0.77087707,0.64209439,0.43972591
-4.72736368,5.24603268,0.65964483,3.65428112,0.02168720,0.29026353,0.01416213,0.75272385,0.63929529,0.43993982
-4.72136068,5.17770391,0.63068005,3.60902841,0.02150097,0.28187044,0.01418216,0.73268843,0.63433343,0.43873560
-4.71535768,5.09126569,0.60032232,3.55079480,0.02121421,0.27239177,0.01413219,0.71092815,0.62722106,0.43605588
-4.70935468,4.98726778,0.56893943,3.47991858,0.02082976,0.26194950,0.01401288,0.68762615,0.61800134,0.43186880
-4.70335168,4.86654674,0.53690582,3.39695378,0.02035197,0.25067982,0.01382598,0.66298621,0.60674631,0.42616831
-4.69734867,4.73020113,0.50459244,3.30265351,0.01978659,0.23872899,0.01357418,0.63722742,0.59355427,0.41897388
-4.69134567,4.57956088,0.47235730,3.19794833,0.01914066,0.22624923,0.01326112,0.61057877,0.57854701,0.41032970
-4.68534267,4.41615212,0.44053681,3.08392077,0.01842229,0.21339455,0.01289122,0.58327378,0.56186671,0.40030327
-4.67933967,4.24165876,0.40943845,2.96177689,0.01764054,0.20031694,0.01246961,0.55554544,0.54367281,0.38898357
-4.67333667,4.05788213,0.37933486,2.83281601,0.01680519,0.18716280,0.01200200,0.52762152,0.52413877,0.37647883
-4.66733367,3.86670011,0.35045934,2.69839974,0.01592652,0.17406994,0.01149452,0.49972026,0.50344899,0.36291382
-4.66133067,3.67002693,0.32300308,2.55992126,0.01501509,0.16116507,0.01095364,0.47204679,0.48179567,0.34842700
-4.65532766,3.46977489,0.29711392,2.41877591,0.01408155,0.14856187,0.01038604,0.44479009,0.45937590,0.33316736
-4.64932466,3.26781903,0.27289663,2.27633388,0.01313636,0.13635969,0.00979841,0.41812068,0.43638890,0.31729125
-4.64332166,3.06596554,0.25041459,2.13391585,0.01218967,0.12464282,0.00919744,0.39218907,0.41303341,0.30095914
