energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,2.20874624,0.00782898,0.00000000,0.06503708,0.43239920,0.11604700,0.63336160,0.23181378,0.35474881
-5.99399700,2.27862712,0.00816961,0.00000000,0.06648277,0.44655282,0.11856193,0.66055961,0.24036973,0.36017579
-5.98799400,2.34762447,0.00856220,0.00000000,0.06769722,0.45947567,0.12095550,0.68888359,0.24868819,0.36627543
-5.98199100,2.41511489,0.00900848,0.00000000,0.06865593,0.47087893,0.12326037,0.71832113,0.25669299,0.37299124
-5.97598799,2.48056324,0.00951006,0.00000000,0.06933775,0.48050806,0.12551499,0.74887248,0.26431171,0.38028102
-5.96998499,2.54354556,0.01006850,0.00000000,0.06972567,0.48815250,0.12776285,0.78055473,0.27147860,0.38811674
-5.96398199,2.60376920,0.01068524,0.00000000,0.06980760,0.49365402,0.13005152,0.81340509,0.27813759,0.39648433
-5.95797899,2.66108851,0.01136161,0.00000000,0.06957706,0.49691337,0.13243154,0.84748273,0.28424502,0.40538326
-5.95197599,2.71551514,0.01209883,0.00000000,0.06903372,0.49789469,0.13495512,0.88286915,0.28977199,0.41482576
-5.94597299,2.76722148,0.01289794,0.00000000,0.06818375,0.49662764,0.13767472,0.91966659,0.29470617,0.42483559
-5.93996998,2.81653697,0.01375972,0.00000000,0.06703998,0.49320703,0.14064152,0.95799469,0.29905291,0.43544620
-5.93396698,2.86393660,0.01468464,0.00000000,0.06562178,0.48778980,0.14390374,0.99798500,0.30283550,0.44669846
-5.92796398,2.91002188,0.01567277,0.00000000,0.06395477,0.48058969,0.14750503,1.03977386,0.30609460,0.45863767
-5.92196098,2.95549468,0.01672363,0.00000000,0.06207015,0.47186953,0.15148276,1.08349355,0.30888676,0.47131018
-5.91595798,3.00112504,0.01783613,0.00000000,0.06000396,0.46193167,0.15586647,1.12926223,0.31128207,0.48475963
-5.90995498,3.04771402,0.01900843,0.00000000,0.05779604,0.45110677,0.16067639,1.17717308,0.31336115,0.49902287
-5.90395198,3.09605339,0.02023780,0.00000000,0.05548889,0.43974161,0.16592212,1.22728301,0.31521141,0.51412586
-5.89794897,3.14688392,0.02152055,0.00000000,0.05312637,0.42818625,0.17160165,1.27960177,0.31692294,0.53007967
-5.89194597,3.20085431,0.02285193,0.00000000,0.05075242,0.41678124,0.17770056,1.33408171,0.31858414,0.54687678
-5.88594297,3.25848264,0.02422603,0.00000000,0.04840973,0.40584534,0.18419163,1.39060913,0.32027736,0.56448790
-5.87993997,3.32012242,0.02563573,0.00000000,0.04613853,0.39566420,0.19103484,1.44899742,0.32207472,0.58285941
-5.87393697,3.38593496,0.02707272,0.00000000,0.04397550,0.38648071,0.19817775,1.50898278,0.32403436,0.60191173
-5.86793397,3.45586940,0.02852745,0.00000000,0.04195274,0.37848703,0.20555635,1.57022275,0.32619735,0.62153857
-5.86193097,3.52965181,0.02998927,0.00000000,0.04009715,0.37181896,0.21309626,1.63229788,0.32858534,0.64160724
-5.85592796,3.60678393,0.03144645,0.00000000,0.03842985,0.36655261,0.22071449,1.69471674,0.33119915,0.66196005
-5.84992496,3.68655181,0.03288638,0.00000000,0.03696595,0.36270363,0.22832141,1.75692420,0.33401832,0.68241684
-5.84392196,3.76804442,0.03429575,0.00000000,0.03571453,0.36022882,0.23582320,1.81831302,0.33700173,0.70277849
-5.83791896,3.85018141,0.03566078,0.00000000,0.03467892,0.35903015,0.24312443,1.87823820,0.34008915,0.72283144
-5.83191596,3.93174903,0.03696749,0.00000000,0.03385710,0.35896091,0.25013093,1.93603400,0.34320374,0.74235301
-5.82591296,4.01144294,0.03820205,0.00000000,0.03324239,0.35983374,0.25675267,1.99103267,0.34625533,0.76111742
-5.81990995,4.08791594,0.03935106,0.00000000,0.03282428,0.36143006,0.26290662,2.04258465,0.34914439,0.77890226
-5.81390695,4.15982890,0.04040192,0.00000000,0.03258931,0.36351065,0.26851956,2.09007911,0.35176640,0.79549522
-5.80790395,4.22590258,0.04134321,0.00000000,0.03252207,0.36582677,0.27353051,2.13296424,0.35401653,0.81070082
-5.80190095,4.28496828,0.04216498,0.00000000,0.03260629,0.36813149,0.27789292,2.17076644,0.35579432,0.82434696
-5.79589795,4.33601522,0.04285913,0.00000000,0.03282579,0.37019068,0.28157639,2.20310749,0.35700825,0.83629088
-5.78989495,4.37823261,0.04341962,0.00000000,0.03316546,0.37179322,0.28456778,2.22971915,0.35757990,0.84642449
-5.78389195,4.41104466,0.04384276,0.00000000,0.03361211,0.37276011,0.28687182,2.25045437,0.35744764,0.85467873
-5.77788894,4.43413726,0.04412734,0.00000000,0.03415521,0.37295211,0.28851103,2.26529476,0.35656962,0.86102674
-5.77188594,4.44747498,0.04427476,0.00000000,0.03478748,0.37227557,0.28952499,2.27435384,0.35492594,0.86548578
-5.76588294,4.45130804,0.04428899,0.00000000,0.03550526,0.37068636,0.28996894,2.27787596,0.35252008,0.86811772
