energy_ev,total_up,As_p_up,As_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-6.00000000,3.66625709,0.61177919,0.00000000,2.36729096,1.62757610,0.02541321,1.84250497
-5.99399700,3.72125575,0.62628329,0.00000000,2.40703052,1.64635036,0.02622759,1.86631490
-5.98799400,3.78801938,0.64275295,0.00000000,2.45308412,1.67012533,0.02709223,1.89611310
-5.98199100,3.86629777,0.66104299,0.00000000,2.50539149,1.69882072,0.02799746,1.93186181
-5.97598799,3.95567127,0.68097781,0.00000000,2.56375689,1.73229719,0.02893312,1.97344227
-5.96998499,4.05554945,0.70235574,0.00000000,2.62784530,1.77035466,0.02988872,2.02064947
-5.96398199,4.16517333,0.72495382,0.00000000,2.69718311,1.81273132,0.03085362,2.07318850
-5.95797899,4.28362096,0.74853310,0.00000000,2.77116347,1.85910333,0.03181727,2.13067262
-5.95197599,4.40981648,0.77284400,0.00000000,2.84905591,1.90908532,0.03276935,2.19262345
-5.94597299,4.54254246,0.79763167,0.00000000,2.93001985,1.96223186,0.03369997,2.25847306
-5.93996998,4.68045497,0.82264124,0.00000000,3.01312147,2.01803971,0.03459982,2.32756823
-5.93396698,4.82210124,0.84762264,0.00000000,3.09735309,2.07595120,0.03546033,2.39917659
-5.92796398,4.96593917,0.87233498,0.00000000,3.18165444,2.13535844,0.03627373,2.47249461
-5.92196098,5.11035841,0.89655023,0.00000000,3.26493502,2.19560852,0.03703312,2.54665724
-5.91595798,5.25370234,0.92005624,0.00000000,3.34609677,2.25600968,0.03773253,2.62074905
-5.90995498,5.39429080,0.94265901,0.00000000,3.42405651,2.31583837,0.03836688,2.69381670
-5.90395198,5.53044301,0.96418412,0.00000000,3.49776752,2.37434738,0.03893192,2.76488255
-5.89794897,5.66050077,0.98447747,0.00000000,3.56624004,2.43077475,0.03942422,2.83295934
-5.89194597,5.78285159,1.00340538,0.00000000,3.62856026,2.48435383,0.03984103,2.89706575
-5.88594297,5.89595191,1.02085415,0.00000000,3.68390786,2.53432407,0.04018018,2.95624278
-5.87993997,5.99835039,1.03672922,0.00000000,3.73157203,2.57994290,0.04044003,3.00957076
-5.87393697,6.08871133,1.05095418,0.00000000,3.77096597,2.62049830,0.04061932,3.05618691
-5.86793397,6.16583837,1.06346977,0.00000000,3.80164017,2.65532206,0.04071714,3.09530325
-5.86193097,6.22869818,1.07423300,0.00000000,3.82329440,2.68380363,0.04073291,3.12622444
-5.85592796,6.27644434,1.08321677,0.00000000,3.83578854,2.70540406,0.04066634,3.14836554
-5.84992496,6.30844082,1.09040982,0.00000000,3.83915219,2.71966997,0.04051753,3.16126891
-5.84392196,6.32428470,1.09581742,0.00000000,3.83359299,2.72624696,0.04028698,3.16462005
-5.83791896,6.32382755,1.09946259,0.00000000,3.81950321,2.72489221,0.03997582,3.15826169
-5.83191596,6.30719448,1.10138802,0.00000000,3.79746439,2.71548554,0.03958587,3.14220555
-5.82591296,6.27480006,1.10165848,0.00000000,3.76824938,2.69803869,0.03911985,3.11664120
-5.81990995,6.22735989,1.10036358,0.00000000,3.73282118,2.67270219,0.03858160,3.08194139
-5.81390695,6.16589679,1.09762073,0.00000000,3.69232796,2.63976935,0.03797619,3.03866324
-5.80790395,6.09174045,1.09357794,0.00000000,3.64809353,2.59967706,0.03731013,2.98754496
-5.80190095,6.00651956,1.08841619,0.00000000,3.60160271,2.55300299,0.03659145,2.92949766
-5.79589795,5.91214547,1.08235107,0.00000000,3.55448105,2.50045902,0.03582977,2.86559206
-5.78989495,5.81078696,1.07563330,0.00000000,3.50846862,2.44288078,0.03503629,2.79704017
-5.78389195,5.70483560,1.06854790,0.00000000,3.46538781,2.38121346,0.03422372,2.72517200
-5.77788894,5.59686194,1.06141169,0.00000000,3.42710524,2.31649388,0.03340610,2.65140786
-5.77188594,5.48956293,1.05456903,0.00000000,3.39548839,2.24982933,0.03259853,2.57722669
-5.76588294,5.38570150,1.04838565,0.00000000,3.37235766,2.18237365,0.03181691,2.50413128
