energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.51375688,2.85743753,0.05986943,0.00000000,0.02805890,1.99804207,0.83230583,1.07544691
-5.50775388,2.89558812,0.06167331,0.00000000,0.02795712,2.02684115,0.84889667,1.08966404
-5.50175088,2.93283920,0.06355904,0.00000000,0.02783167,2.05491966,0.86639348,1.10294469
-5.49574787,2.96857271,0.06549282,0.00000000,0.02767406,2.08187223,0.88440039,1.11515592
-5.48974487,3.00223746,0.06743903,0.00000000,0.02747686,2.10734102,0.90253428,1.12619853
-5.48374187,3.03335084,0.06936087,0.00000000,0.02723389,2.13101593,0.92042681,1.13600488
-5.47773887,3.06149893,0.07122128,0.00000000,0.02694025,2.15263358,0.93772635,1.14453582
-5.47173587,3.08633512,0.07298371,0.00000000,0.02659237,2.17197544,0.95410010,1.15177687
-5.46573287,3.10757732,0.07461300,0.00000000,0.02618805,2.18886489,0.96923629,1.15773398
-5.45972986,3.12500386,0.07607614,0.00000000,0.02572641,2.20316360,0.98284648,1.16242882
-5.45372686,3.13844829,0.07734304,0.00000000,0.02520785,2.21476719,0.99466803,1.16589395
-5.44772386,3.14779314,0.07838717,0.00000000,0.02463397,2.22360042,1.00446655,1.16816794
-5.44172086,3.15296309,0.07918613,0.00000000,0.02400748,2.22961216,1.01203834,1.16929081
-5.43571786,3.15391775,0.07972202,0.00000000,0.02333204,2.23277021,1.01721266,1.16929976
-5.42971486,3.15064450,0.07998179,0.00000000,0.02261215,2.23305660,1.01985389,1.16822556
-5.42371186,3.14315189,0.07995738,0.00000000,0.02185298,2.23046327,1.01986334,1.16608972
-5.41770885,3.13146404,0.07964578,0.00000000,0.02106021,2.22498877,1.01718079,1.16290262
-5.41170585,3.11561653,0.07904893,0.00000000,0.02023989,2.21663623,1.01178570,1.15866264
-5.40570285,3.09565433,0.07817362,0.00000000,0.01939825,2.20541279,1.00369804,1.15335655
-5.39969985,3.07163207,0.07703124,0.00000000,0.01854162,2.19133083,0.99297880,1.14696106
-5.39369685,3.04361697,0.07563747,0.00000000,0.01767625,2.17441119,0.97973023,1.13944557
-5.38769385,3.01169462,0.07401206,0.00000000,0.01680829,2.15468832,0.96409580,1.13077614
-5.38169085,2.97597753,0.07217845,0.00000000,0.01594364,2.13221745,0.94625986,1.12092044
-5.37568784,2.93661637,0.07016352,0.00000000,0.01508797,2.10708353,0.92644721,1.10985359
-5.36968484,2.89381339,0.06799728,0.00000000,0.01424666,2.07941172,0.90492241,1.09756464
-5.36368184,2.84783756,0.06571269,0.00000000,0.01342482,2.04937888,0.88198906,1.08406349
-5.35767884,2.79904070,0.06334540,0.00000000,0.01262729,2.01722573,0.85798876,1.06938783
-5.35167584,2.74787372,0.06093359,0.00000000,0.01185872,1.98326885,0.83330003,1.05360987
-5.34567284,2.69490205,0.05851782,0.00000000,0.01112359,1.94791207,0.80833697,1.03684263
-5.33966983,2.64081918,0.05614091,0.00000000,0.01042626,1.91165631,0.78354758,1.01924513
-5.33366683,2.58645745,0.05384773,0.00000000,0.00977104,1.87510732,0.75941179,1.00102666
-5.32766383,2.53279490,0.05168507,0.00000000,0.00916223,1.83898055,0.73643892,0.98244938
-5.32166083,2.48095744,0.04970139,0.00000000,0.00860420,1.80410250,0.71516463,0.96382936
-5.31565783,2.43221559,0.04794655,0.00000000,0.00810133,1.77140807,0.69614704,0.94553570
-5.30965483,2.38797504,0.04647137,0.00000000,0.00765810,1.74193345,0.67996205,0.92798758
-5.30365183,2.34976080,0.04532724,0.00000000,0.00727905,1.71680425,0.66719761,0.91164935
-5.29764882,2.31919469,0.04456542,0.00000000,0.00696874,1.69721881,0.65844696,0.89702344
-5.29164582,2.29796628,0.04423639,0.00000000,0.00673168,1.68442665,0.65430054,0.88464124
-5.28564282,2.28779764,0.04438901,0.00000000,0.00657228,1.67970237,0.65533676,0.87505220
-5.27963982,2.29040250,0.04506949,0.00000000,0.00649473,1.68431544,0.66211150,0.86881105
-5.27363682,2.30744062,0.04632042,0.00000000,0.00650286,1.69949647,0.67514642,0.86646377
-5.26763382,2.34046872,0.04817956,0.00000000,0.00660003,1.72640071,0.69491626,0.86853237
-5.26163082,2.39088906,0.05067868,0.00000000,0.00678897,1.76607003,0.72183542,0.87549892
-5.25562781,2.45989745,0.05384234,0.00000000,0.00707159,1.81939412,0.75624405,0.88778944
-5.24962481,2.54843242,0.05768674,0.00000000,0.00744887,1.88707262,0.79839413,0.90575789
-5.24362181,2.65712735,0.06221861,0.00000000,0.00792065,1.96957934,0.84843612,0.92967101
-5.23761881,2.78626763,0.06743424,0.00000000,0.00848552,2.06713001,0.90640666,0.95969451
-5.23161581,2.93575474,0.07331878,0.00000000,0.00914068,2.17965524,0.97221800,0.99588112
-5.22561281,3.10507925,0.07984567,0.00000000,0.00988182,2.30677992,1.04564985,1.03816119
-5.21960980,3.29330437,0.08697645,0.00000000,0.01070309,2.44781044,1.12634429,1.08633630
-5.21360680,3.49906167,0.09466089,0.00000000,0.01159704,2.60173095,1.21380426,1.14007639
-5.20760380,3.72056002,0.10283751,0.00000000,0.01255465,2.76720953,1.30739629,1.19892086
-5.20160080,3.95560871,0.11143442,0.00000000,0.01356542,2.94261479,1.40635762,1.26228388
-5.19559780,4.20165468,0.12037069,0.00000000,0.01461746,3.12604321,1.50980818,1.32946407
-5.18959480,4.45583390,0.12955798,0.00000000,0.01569772,3.31535703,1.61676711,1.39965860
-5.18359180,4.71503574,0.13890255,0.00000000,0.01679217,3.50823194,1.72617383,1.47198146
-5.17758879,4.97597884,0.14830760,0.00000000,0.01788618,3.70221352,1.83691307,1.54548556
-5.17158579,5.23529652,0.15767582,0.00000000,0.01896475,3.89478084,1.94784315,1.61918808
-5.16558279,5.48962877,0.16691201,0.00000000,0.02001300,4.08341524,2.05782660,1.69209825
-5.15957979,5.73571784,0.17592585,0.00000000,0.02101649,4.26567183,2.16576201,1.76324669
-5.15357679,5.97050391,0.18463449,0.00000000,0.02196169,4.43925124,2.27061578,1.83171520
-5.14757379,6.19121701,0.19296506,0.00000000,0.02283638,4.60206861,2.37145256,1.89666582
-5.14157079,6.39546144,0.20085679,0.00000000,0.02363007,4.75231717,2.46746286,1.95736788
-5.13556778,6.58128907,0.20826284,0.00000000,0.02433436,4.88852352,2.55798665,2.01322188
-5.12956478,6.74725812,0.21515161,0.00000000,0.02494327,5.00959208,2.64253166,2.06377908
-5.12356178,6.89247456,0.22150750,0.00000000,0.02545351,5.11483663,2.72078546,2.10875558
-5.11755878,7.01661389,0.22733114,0.00000000,0.02586465,5.20399719,2.79262059,2.14804032
-5.11155578,7.11992197,0.23263900,0.00000000,0.02617924,5.27724110,2.85809215,2.18169621
-5.10555278,7.20319419,0.23746236,0.00000000,0.02640279,5.33514802,2.91742799,2.20995420
-5.09954977,7.26773348,0.24184581,0.00000000,0.02654369,5.37867898,2.97101149,2.23320033
-5.09354677,7.31528858,0.24584519,0.00000000,0.02661301,5.40913055,3.01935782,2.25195601
-5.08754377,7.34797458,0.24952511,0.00000000,0.02662422,5.42807586,3.06308426,2.26685242
-5.08154077,7.36817921,0.25295618,0.00000000,0.02659281,5.43729476,3.10287626,2.27859980
-5.07553777,7.37845833,0.25621199,0.00000000,0.02653585,5.43869596,3.13945022,2.28795319
-5.06953477,7.38142524,0.25936605,0.00000000,0.02647149,5.43423447,3.17351508,2.29567587
-5.06353177,7.37963832,0.26248868,0.00000000,0.02641837,5.42582787,3.20573417,2.30250226
-5.05752876,7.37549196,0.26564411,0.00000000,0.02639513,5.41527498,3.23668917,2.30910201
-5.05152576,7.37111532,0.26888779,0.00000000,0.02641973,5.40418046,3.26684786,2.31604687
-5.04552276,7.36828343,0.27226407,0.00000000,0.02650900,5.39388868,3.29653723,2.32378197
-5.03951976,7.36834445,0.27580429,0.00000000,0.02667801,5.38542973,3.32592300,2.33260294
-5.03351676,7.37216610,0.27952538,0.00000000,0.02693971,5.37947979,3.35499692,2.34263981
-5.02751376,7.38010370,0.28342901,0.00000000,0.02730441,5.37633773,3.38357208,2.35384869
-5.02151076,7.39199091,0.28750125,0.00000000,0.02777955,5.37591859,3.41128683,2.36601155
-5.01550775,7.40715362,0.29171287,0.00000000,0.02836941,5.37776443,3.43761697,2.37874401
-5.00950475,7.42444596,0.29602010,0.00000000,0.02907498,5.38107160,3.46189574,2.39151107
-5.00350175,7.44230698,0.30036603,0.00000000,0.02989391,5.38473322,3.48334077,2.40364968
-4.99749875,7.45883498,0.30468237,0.00000000,0.03082055,5.38739480,3.50108685,2.41439734
-4.99149575,7.47187630,0.30889166,0.00000000,0.03184608,5.38752035,3.51422283,2.42292530
-4.98549275,7.47912443,0.31290984,0.00000000,0.03295876,5.38346584,3.52183136,2.42837476
-4.97948974,7.47822491,0.31664903,0.00000000,0.03414417,5.37355680,3.52302939,2.42989440
-4.97348674,7.46688161,0.32002044,0.00000000,0.03538560,5.35616642,3.51700790,2.42667763
-4.96748374,7.44295951,0.32293738,0.00000000,0.03666448,5.32979090,3.50306904,2.41799771
-4.96148074,7.40457989,0.32531820,0.00000000,0.03796078,5.29311862,3.48065915,2.40323946
-4.95547774,7.35020381,0.32708910,0.00000000,0.03925357,5.24509045,3.44939633,2.38192602
-4.94947474,7.27870081,0.32818664,0.00000000,0.04052145,5.18494869,3.40909153,2.35373973
-4.94347174,7.18940011,0.32856005,0.00000000,0.04174314,5.11227292,3.35976234,2.31853643
-4.93746873,7.08212288,0.32817304,0.00000000,0.04289795,5.02700168,3.30163918,2.27635268
-4.93146573,6.95719468,0.32700521,0.00000000,0.04396630,4.92943937,3.23516387,2.22740590
-4.92546273,6.81543835,0.32505304,0.00000000,0.04493022,4.82024881,3.16098081,2.17208779
-4.91945973,6.65814842,0.32233029,0.00000000,0.04577380,4.70043027,3.07992151,2.11095144
-4.91345673,6.48704892,0.31886799,0.00000000,0.04648359,4.57128843,2.99298339,2.04469315
-4.90745373,6.30423707,0.31471395,0.00000000,0.04704902,4.43438930,2.90130389,1.97412983
-4.90145073,6.11211602,0.30993181,0.00000000,0.04746270,4.29150941,2.80613129,1.90017334
-4.89544772,5.91331988,0.30459980,0.00000000,0.04772066,4.14457972,2.70879347,1.82380284
-4.88944472,5.71063475,0.29880908,0.00000000,0.04782258,3.99562709,2.61066611,1.74603654
-4.88344172,5.50691905,0.29266195,0.00000000,0.04777188,3.84671572,2.51314142,1.66790392
-4.87743872,5.30502664,0.28626984,0.00000000,0.04757576,3.69989103,2.41759872,1.59041961
-4.87143572,5.10773542,0.27975118,0.00000000,0.04724514,3.55712813,2.32537773,1.51455975
-4.86543272,4.91768397,0.27322925,0.00000000,0.04679453,3.42028659,2.23775524,1.44124155
-4.85942971,4.73731793,0.26683002,0.00000000,0.04624176,3.29107277,2.15592575,1.37130663
-4.85342671,4.56884737,0.26068002,0.00000000,0.04560767,3.17101057,2.08098623,1.30550825
-4.84742371,4.41421549,0.25490426,0.00000000,0.04491566,3.06142079,2.01392489,1.24450267
-4.84142071,4.27507870,0.24962420,0.00000000,0.04419123,2.96340917,1.95561391,1.18884433
-4.83541771,4.15279721,0.24495579,0.00000000,0.04346137,2.87786228,1.90680542,1.13898461
-4.82941471,4.04843510,0.24100757,0.00000000,0.04275391,2.80545054,1.86813045,1.09527364
-4.82341171,3.96276824,0.23787881,0.00000000,0.04209684,2.74663710,1.84009995,1.05796474
-4.81740870,3.89629838,0.23565765,0.00000000,0.04151760,2.70169126,1.82310743,1.02722064
-4.81140570,3.84927158,0.23441937,0.00000000,0.04104233,2.67070508,1.81743251,1.00312112
-4.80540270,3.82169933,0.23422461,0.00000000,0.04069514,2.65361176,1.82324483,0.98567131
-4.79939970,3.81338059,0.23511779,0.00000000,0.04049740,2.65020462,1.84060810,0.97481016
-4.79339670,3.82392377,0.23712554,0.00000000,0.04046710,2.66015573,1.86948390,0.97041875
-4.78739370,3.85276749,0.24025542,0.00000000,0.04061826,2.68303322,1.90973536,0.97232801
-4.78139070,3.89919978,0.24449484,0.00000000,0.04096042,2.71831716,1.96113078,0.98032574
-4.77538769,3.96237552,0.24981034,0.00000000,0.04149825,2.76541350,2.02334757,0.99416287
-4.76938469,4.04133247,0.25614729,0.00000000,0.04223126,2.82366648,2.09597693,1.01355907
-4.76338169,4.13500632,0.26343010,0.00000000,0.04315369,2.89236973,2.17852982,1.03820772
-4.75737869,4.24224574,0.27156300,0.00000000,0.04425445,2.97077653,2.27044466,1.06778062
-4.75137569,4.36182804,0.28043143,0.00000000,0.04551731,3.05811010,2.37109737,1.10193264
-4.74537269,4.49247655,0.28990409,0.00000000,0.04692117,3.15357418,2.47981391,1.14030650
-4.73936968,4.63288015,0.29983562,0.00000000,0.04844048,3.25636481,2.59588558,1.18253794
-4.73336668,4.78171551,0.31006993,0.00000000,0.05004580,3.36568333,2.71858698,1.22826140
-4.72736368,4.93767200,0.32044396,0.00000000,0.05170452,3.48075091,2.84719612,1.27711631
-4.72136068,5.09947899,0.33079189,0.00000000,0.05338161,3.60082438,2.98101607,1.32875371
-4.71535768,5.26593454,0.34094967,0.00000000,0.05504051,3.72521283,3.11939724,1.38284324
-4.70935468,5.43593444,0.35075952,0.00000000,0.05664408,3.85329423,3.26175884,1.43907997
-4.70335168,5.60849983,0.36007441,0.00000000,0.05815553,3.98453099,3.40760841,1.49719083
-4.69734867,5.78280168,0.36876223,0.00000000,0.05953940,4.11848323,3.55655773,1.55693993
-4.69134567,5.95818009,0.37670942,0.00000000,0.06076254,4.25481853,3.70833360,1.61813249
-4.68534267,6.13415650,0.38382400,0.00000000,0.06179489,4.39331662,3.86278235,1.68061668
-4.67933967,6.31043725,0.39003771,0.00000000,0.06261040,4.53386820,4.01986675,1.74428306
-4.67333667,6.48690696,0.39530732,0.00000000,0.06318757,4.67646671,4.17965473,1.80906119
-4.66733367,6.66361125,0.39961487,0.00000000,0.06351011,4.82119271,4.34229954,1.87491335
-4.66133067,6.84072843,0.40296694,0.00000000,0.06356726,4.96819085,4.50801164,1.94182526
-4.65532766,7.01853098,0.40539300,0.00000000,0.06335404,5.11763972,4.67702311,2.00979411
-4.64932466,7.19733803,0.40694284,0.00000000,0.06287130,5.26971589,4.84954595,2.07881428
-4.64332166,7.37746106,0.40768334,0.00000000,0.06212560,5.42455341,5.02572602,2.14886136
-4.63731866,7.55914525,0.40769460,0.00000000,0.06112895,5.58220086,5.20559516,2.21987538
-4.63131566,7.74250997,0.40706586,0.00000000,0.05989839,5.74257825,5.38902384,2.29174397
-4.62531266,7.92749149,0.40589118,0.00000000,0.05845544,5.90543638,5.57567730,2.36428672
-4.61930965,8.11379175,0.40426529,0.00000000,0.05682543,6.07032104,5.76497789,2.43724156
-4.61330665,8.30083629,0.40227970,0.00000000,0.05503680,6.23654482,5.95607633,2.51025421
-4.60730365,8.48774451,0.40001938,0.00000000,0.05312031,6.40316849,6.14783401,2.58287164
-4.60130065,8.67331467,0.39756000,0.00000000,0.05110825,6.56899387,6.33881830,2.65454008
-4.59529765,8.85602518,0.39496600,0.00000000,0.04903362,6.73256940,6.52731198,2.72460820
-4.58929465,9.03405323,0.39228941,0.00000000,0.04692941,6.89220891,6.71133730,2.79233557
-4.58329165,9.20531037,0.38956956,0.00000000,0.04482785,7.04602362,6.88869427,2.85690634
-4.57728864,9.36749426,0.38683351,0.00000000,0.04275981,7.19196631,7.05701236,2.91744784
-4.57128564,9.51815439,0.38409726,0.00000000,0.04075426,7.32788637,7.21381359,2.97305336
-4.56528264,9.65476921,0.38136743,0.00000000,0.03883776,7.45159334,7.35658482,3.02280840
-4.55927964,9.77483117,0.37864352,0.00000000,0.03703418,7.56092656,7.48285611,3.06581907
-4.55327664,9.87593590,0.37592023,0.00000000,0.03536437,7.65382779,7.59028205,3.10124171
-4.54727364,9.95587152,0.37319010,0.00000000,0.03384603,7.72841365,7.67672252,3.12831222
-4.54127064,10.01270393,0.37044588,0.00000000,0.03249363,7.78304481,7.74031938,3.14637393
-4.53526763,10.04485439,0.36768279,0.00000000,0.03131837,7.81638874,7.77956588,3.15490278
-4.52926463,10.05116587,0.36490036,0.00000000,0.03032828,7.82747357,7.79336584,3.15352865
-4.52326163,10.03095554,0.36210388,0.00000000,0.02952831,7.81573051,7.78108019,3.14205197
-4.51725863,9.98405117,0.35930526,0.00000000,0.02892050,7.78102351,7.74255910,3.12045504
-4.51125563,9.91081041,0.35652346,0.00000000,0.02850415,7.72366478,7.67815852,3.08890741
-4.50525263,9.81212245,0.35378433,0.00000000,0.02827610,7.64441613,7.58874096,3.04776543
-4.49924962,9.68939255,0.35112003,0.00000000,0.02823088,7.54447619,7.47566061,2.99756595
-4.49324662,9.54451078,0.34856806,0.00000000,0.02836106,7.42545461,7.34073408,2.93901470
-4.48724362,9.37980679,0.34616997,0.00000000,0.02865746,7.28933461,7.18619826,2.87296978
-4.48124062,9.19799309,0.34396994,0.00000000,0.02910948,7.13842583,7.01465741,2.80042135
-4.47523762,9.00209961,0.34201322,0.00000000,0.02970535,6.97530968,6.82902201,2.72246823
-4.46923462,8.79540246,0.34034468,0.00000000,0.03043243,6.80277959,6.63244184,2.64029252
-4.46323162,8.58134998,0.33900742,0.00000000,0.03127752,6.62377856,6.42823611,2.55513332
-4.45722861,8.36348861,0.33804154,0.00000000,0.03222717,6.44133629,6.21982299,2.46826047
-4.45122561,8.14539135,0.33748326,0.00000000,0.03326790,6.25850801,6.01065104,2.38094928
-4.44522261,7.93059061,0.33736415,0.00000000,0.03438652,6.07831679,5.80413431,2.29445699
-4.43921961,7.72251710,0.33771072,0.00000000,0.03557034,5.90370062,5.60359280,2.21000148
-4.43321661,7.52444574,0.33854408,0.00000000,0.03680741,5.73746543,5.41219917,2.12874291
-4.42721361,7.33944913,0.33987996,0.00000000,0.03808660,5.58224431,5.23293261,2.05176817
-4.42121061,7.17035855,0.34172860,0.00000000,0.03939778,5.44046335,5.06853979,1.98007846
-4.41520760,7.01973204,0.34409485,0.00000000,0.04073184,5.31431373,4.92150285,1.91457976
-4.40920460,6.88982899,0.34697818,0.00000000,0.04208065,5.20572966,4.79401396,1.85607595
-4.40320160,6.78259031,0.35037253,0.00000000,0.04343697,5.11637153,4.68795571,1.80526426
-4.39719860,6.69962316,0.35426618,0.00000000,0.04479432,5.04761338,4.60488658,1.76273256
-4.39119560,6.64218944,0.35864137,0.00000000,0.04614677,5.00053412,4.54603059,1.72895816
-4.38519260,6.61119719,0.36347383,0.00000000,0.04748866,4.97591158,4.51227059,1.70430753
-4.37918959,6.60719436,0.36873223,0.00000000,0.04881437,4.97421901,4.50414422,1.68903680
-4.37318659,6.63036469,0.37437758,0.00000000,0.05011798,4.99562340,4.52184254,1.68329243
-4.36718359,6.68052555,0.38036264,0.00000000,0.05139304,5.03998572,4.56521069,1.68711210
-4.36118059,6.75712802,0.38663153,0.00000000,0.05263231,5.10686270,4.63375087,1.70042553
-4.35517759,6.85925973,0.39311945,0.00000000,0.05382758,5.19551073,4.72662765,1.72305535
-4.34917459,6.98565091,0.39975283,0.00000000,0.05496958,5.30489184,4.84267597,1.75471789
-4.34317159,7.13468434,0.40644972,0.00000000,0.05604794,5.43368248,4.98041226,1.79502432
-4.33716858,7.30440999,0.41312071,0.00000000,0.05705129,5.58028533,5.13804920,1.84348207
-4.33116558,7.49256485,0.41967027,0.00000000,0.05796747,5.74284484,5.31351445,1.89949705
-4.32516258,7.69659838,0.42599854,0.00000000,0.05878375,5.91926663,5.50447389,1.96237675
-4.31915958,7.91370395,0.43200352,0.00000000,0.05948730,6.10724133,5.70835946,2.03133462
-4.31315658,8.14085610,0.43758361,0.00000000,0.06006556,6.30427271,5.92240189,2.10549595
-4.30715358,8.37485357,0.44264037,0.00000000,0.06050681,6.50771039,6.14366810,2.18390543
