energy_ev,total_up,Cd_p_up,Cd_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.85592796,0.59524006,0.16595868,0.09376521,0.23338508,0.00000000,0.00271205,0.03011773,0.03071758,0.29922589
-5.84992496,0.60997476,0.18007717,0.09693429,0.24620866,0.00000000,0.00315318,0.03339535,0.02809500,0.30462923
-5.84392196,0.62787645,0.19499957,0.10050759,0.26018339,0.00000000,0.00367142,0.03688762,0.02570439,0.31146650
-5.83791896,0.64890857,0.21060790,0.10447580,0.27524366,0.00000000,0.00427189,0.04057628,0.02356703,0.31971737
-5.83191596,0.67297173,0.22676537,0.10882312,0.29130286,0.00000000,0.00495893,0.04443948,0.02169829,0.32933019
-5.82591296,0.69990321,0.24331798,0.11352713,0.30825339,0.00000000,0.00573582,0.04845171,0.02010752,0.34022252
-5.81990995,0.72947771,0.26009659,0.11855854,0.32596700,0.00000000,0.00660444,0.05258380,0.01879825,0.35228234
-5.81390695,0.76140901,0.27691947,0.12388108,0.34429545,0.00000000,0.00756498,0.05680295,0.01776834,0.36536973
-5.80790395,0.79535248,0.29359537,0.12945140,0.36307144,0.00000000,0.00861562,0.06107294,0.01701040,0.37931894
-5.80190095,0.83090844,0.30992670,0.13521893,0.38210983,0.00000000,0.00975233,0.06535439,0.01651217,0.39394079
-5.79589795,0.86762617,0.32571304,0.14112594,0.40120915,0.00000000,0.01096863,0.06960506,0.01625702,0.40902525
-5.78989495,0.90500885,0.34075468,0.14710761,0.42015343,0.00000000,0.01225547,0.07378030,0.01622445,0.42434439
-5.78389195,0.94251934,0.35485622,0.15309226,0.43871444,0.00000000,0.01360117,0.07783358,0.01639067,0.43965546
-5.77788894,0.97958705,0.36783003,0.15900189,0.45665436,0.00000000,0.01499149,0.08171711,0.01672918,0.45470440
-5.77188594,1.01561606,0.37949966,0.16475283,0.47372898,0.00000000,0.01640979,0.08538255,0.01721136,0.46922961
-5.76588294,1.04999447,0.38970305,0.17025683,0.48969150,0.00000000,0.01783725,0.08878182,0.01780706,0.48296621
-5.75987994,1.08210532,0.39829549,0.17542242,0.50429688,0.00000000,0.01925327,0.09186801,0.01848523,0.49565074
-5.75387694,1.11133876,0.40515239,0.18015662,0.51730685,0.00000000,0.02063597,0.09459630,0.01921456,0.50702631
-5.74787394,1.13710567,0.41017183,0.18436699,0.52849545,0.00000000,0.02196272,0.09692506,0.01996409,0.51684821
-5.74187094,1.15885222,0.41327673,0.18796401,0.53765507,0.00000000,0.02321080,0.09881684,0.02070384,0.52488995
-5.73586793,1.17607527,0.41441686,0.19086363,0.54460283,0.00000000,0.02435812,0.10023948,0.02140538,0.53094952
-5.72986493,1.18833797,0.41357044,0.19298997,0.54918700,0.00000000,0.02538389,0.10116718,0.02204248,0.53485570
-5.72386193,1.19528508,0.41074541,0.19427810,0.55129348,0.00000000,0.02626939,0.10158141,0.02259159,0.53647433
-5.71785893,1.19665738,0.40598040,0.19467664,0.55085178,0.00000000,0.02699863,0.10147190,0.02303233,0.53571415
-5.71185593,1.19230442,0.39934516,0.19415015,0.54784044,0.00000000,0.02755892,0.10083729,0.02334792,0.53253204
-5.70585293,1.18219504,0.39094061,0.19268119,0.54229155,0.00000000,0.02794144,0.09968575,0.02352548,0.52693727
-5.69984992,1.16642504,0.38089831,0.19027182,0.53429396,0.00000000,0.02814159,0.09803529,0.02355626,0.51899469
-5.69384692,1.14522141,0.36937945,0.18694456,0.52399525,0.00000000,0.02815923,0.09591390,0.02343573,0.50882643
-5.68784392,1.11894280,0.35657318,0.18274266,0.51160196,0.00000000,0.02799876,0.09335936,0.02316358,0.49661211
-5.68184092,1.08807593,0.34269442,0.17772964,0.49737821,0.00000000,0.02766903,0.09041885,0.02274357,0.48258733
-5.67583792,1.05322804,0.32798101,0.17198813,0.48164247,0.00000000,0.02718309,0.08714819,0.02218330,0.46704045
-5.66983492,1.01511525,0.31269034,0.16561798,0.46476262,0.00000000,0.02655777,0.08361096,0.02149383,0.45030768
-5.66383192,0.97454738,0.29709541,0.15873380,0.44714937,0.00000000,0.02581313,0.07987726,0.02068924,0.43276656
-5.65782891,0.93240954,0.28148046,0.15146187,0.42924810,0.00000000,0.02497179,0.07602232,0.01978611,0.41482804
-5.65182591,0.88964110,0.26613617,0.14393671,0.41152944,0.00000000,0.02405816,0.07212499,0.01880293,0.39692730
-5.64582291,0.84721277,0.25135459,0.13629731,0.39447875,0.00000000,0.02309762,0.06826604,0.01775948,0.37951369
-5.63981991,0.80610248,0.23742383,0.12868330,0.37858487,0.00000000,0.02211570,0.06452645,0.01667625,0.36303994
-5.63381691,0.76727085,0.22462267,0.12123107,0.36432827,0.00000000,0.02113722,0.06098565,0.01557380,0.34795107
-5.62781391,0.73163701,0.21321515,0.11407012,0.35216914,0.00000000,0.02018550,0.05771980,0.01447220,0.33467324
-5.62181091,0.70005542,0.20344530,0.10731965,0.34253541,0.00000000,0.01928165,0.05480011,0.01339055,0.32360284
-5.61580790,0.67329445,0.19553200,0.10108565,0.33581133,0.00000000,0.01844398,0.05229135,0.01234654,0.31509615
-5.60980490,0.65201707,0.18966421,0.09545847,0.33232660,0.00000000,0.01768745,0.05025038,0.01135605,0.30945982
-5.60380190,0.63676437,0.18599656,0.09051093,0.33234649,0.00000000,0.01702334,0.04872496,0.01043294,0.30694228
-5.59779890,0.62794211,0.18464545,0.08629710,0.33606307,0.00000000,0.01645905,0.04775270,0.00958882,0.30772655
-5.59179590,0.62581059,0.18568568,0.08285173,0.34358796,0.00000000,0.01599797,0.04736018,0.00883300,0.31192435
-5.58579290,0.63047819,0.18914785,0.08019022,0.35494663,0.00000000,0.01563965,0.04756241,0.00817243,0.31957189
-5.57978989,0.64189848,0.19501643,0.07830925,0.37007460,0.00000000,0.01537993,0.04836238,0.00761178,0.33062732
-5.57378689,0.65987116,0.20322883,0.07718794,0.38881567,0.00000000,0.01521131,0.04975102,0.00715356,0.34497008
-5.56778389,0.68404670,0.21367529,0.07678942,0.41092239,0.00000000,0.01512343,0.05170727,0.00679830,0.36240211
-5.56178089,0.71393461,0.22619995,0.07706280,0.43605887,0.00000000,0.01510352,0.05419846,0.00654469,0.38265105
-5.55577789,0.74891521,0.24060291,0.07794550,0.46380596,0.00000000,0.01513707,0.05718102,0.00638988,0.40537539
-5.54977489,0.78825466,0.25664353,0.07936567,0.49366896,0.00000000,0.01520839,0.06060133,0.00632968,0.43017155
-5.54377189,0.83112289,0.27404477,0.08124479,0.52508771,0.00000000,0.01530129,0.06439689,0.00635879,0.45658273
-5.53776888,0.87661406,0.29249874,0.08350024,0.55744885,0.00000000,0.01539969,0.06849768,0.00647108,0.48410945
-5.53176588,0.92376899,0.31167313,0.08604783,0.59010017,0.00000000,0.01548819,0.07282776,0.00665974,0.51222142
-5.52576288,0.97159905,0.33121861,0.08880409,0.62236658,0.00000000,0.01555260,0.07730695,0.00691752,0.54037052
-5.51975988,1.01911067,0.35077683,0.09168842,0.65356727,0.00000000,0.01558042,0.08185276,0.00723689,0.56800451
-5.51375688,1.06532992,0.36998886,0.09462490,0.68303358,0.00000000,0.01556116,0.08638222,0.00761019,0.59458098
-5.50775388,1.10932623,0.38850384,0.09754372,0.71012696,0.00000000,0.01548661,0.09081384,0.00802972,0.61958117
-5.50175088,1.15023453,0.40598733,0.10038230,0.73425629,0.00000000,0.01535101,0.09506946,0.00848782,0.64252303
-5.49574787,1.18727503,0.42212936,0.10308603,0.75489408,0.00000000,0.01515106,0.09907596,0.00897697,0.66297324
-5.48974487,1.21977002,0.43665159,0.10560854,0.77159073,0.00000000,0.01488593,0.10276680,0.00948975,0.68055758
-5.48374187,1.24715713,0.44931343,0.10791172,0.78398641,0.00000000,0.01455703,0.10608337,0.01001895,0.69496940
-5.47773887,1.26899860,0.45991698,0.10996536,0.79182003,0.00000000,0.01416786,0.10897593,0.01055748,0.70597576
-5.47173587,1.28498638,0.46831038,0.11174656,0.79493487,0.00000000,0.01372364,0.11140439,0.01109842,0.71342118
-5.46573287,1.29494310,0.47438977,0.11323889,0.79328086,0.00000000,0.01323106,0.11333867,0.01163500,0.71722888
-5.45972986,1.29881894,0.47809952,0.11443150,0.78691321,0.00000000,0.01269782,0.11475874,0.01216060,0.71739946
-5.45372686,1.29668501,0.47943114,0.11531810,0.77598778,0.00000000,0.01213230,0.11565443,0.01266877,0.71400738
-5.44772386,1.28872349,0.47842070,0.11589607,0.76075317,0.00000000,0.01154321,0.11602491,0.01315326,0.70719537
-5.44172086,1.27521545,0.47514518,0.11616561,0.74154031,0.00000000,0.01093917,0.11587798,0.01360809,0.69716711
-5.43571786,1.25652694,0.46971781,0.11612901,0.71874976,0.00000000,0.01032848,0.11522917,0.01402762,0.68417878
-5.42971486,1.23309424,0.46228290,0.11579027,0.69283756,0.00000000,0.00971882,0.11410080,0.01440666,0.66852974
-5.42371186,1.20540886,0.45301025,0.11515481,0.66430023,0.00000000,0.00911707,0.11252091,0.01474058,0.65055298
-5.41770885,1.17400322,0.44208950,0.11422948,0.63365959,0.00000000,0.00852915,0.11052224,0.01502550,0.63060556
-5.41170585,1.13943733,0.42972468,0.11302283,0.60144802,0.00000000,0.00795999,0.10814132,0.01525842,0.60905973
-5.40570285,1.10228708,0.41612914,0.11154551,0.56819483,0.00000000,0.00741347,0.10541752,0.01543739,0.58629469
-5.39969985,1.06313425,0.40152103,0.10981085,0.53441406,0.00000000,0.00689247,0.10239233,0.01556165,0.56268946
-5.39369685,1.02255845,0.38611935,0.10783553,0.50059420,0.00000000,0.00639897,0.09910869,0.01563178,0.53861691
-5.38769385,0.98113086,0.37014069,0.10564021,0.46719000,0.00000000,0.00593417,0.09561044,0.01564983,0.51443887
-5.38169085,0.93940953,0.35379659,0.10325018,0.43461647,0.00000000,0.00549862,0.09194191,0.01561932,0.49050240
-5.37568784,0.89793604,0.33729145,0.10069577,0.40324508,0.00000000,0.00509239,0.08814747,0.01554531,0.46713702
-5.36968484,0.85723299,0.32082084,0.09801269,0.37340198,0.00000000,0.00471525,0.08427125,0.01543434,0.44465274
-5.36368184,0.81780208,0.30457019,0.09524199,0.34536811,0.00000000,0.00436685,0.08035677,0.01529431,0.42333858
-5.35767884,0.78012235,0.28871367,0.09242988,0.31938083,0.00000000,0.00404684,0.07644661,0.01513435,0.40346164
-5.35167584,0.74464823,0.27341314,0.08962718,0.29563682,0.00000000,0.00375505,0.07258202,0.01496457,0.38526616
-5.34567284,0.71180722,0.25881712,0.08688850,0.27429593,0.00000000,0.00349158,0.06880246,0.01479577,0.36897276
-5.33966983,0.68199713,0.24505972,0.08427126,0.25548557,0.00000000,0.00325693,0.06514511,0.01463916,0.35477753
-5.33366683,0.65558271,0.23225949,0.08183438,0.23930548,0.00000000,0.00305202,0.06164438,0.01450600,0.34285108
-5.32766383,0.63289198,0.22051822,0.07963692,0.22583245,0.00000000,0.00287829,0.05833125,0.01440721,0.33333739
-5.32166083,0.61421223,0.20991981,0.07773665,0.21512486,0.00000000,0.00273765,0.05523279,0.01435303,0.32635275
-5.31565783,0.59978611,0.20052910,0.07618852,0.20722689,0.00000000,0.00263254,0.05237156,0.01435267,0.32198461
-5.30965483,0.58980792,0.19239100,0.07504329,0.20217206,0.00000000,0.00256581,0.04976517,0.01441399,0.32029077
-5.30365183,0.58442054,0.18552986,0.07434624,0.19998625,0.00000000,0.00254073,0.04742585,0.01454325,0.32129868
-5.29764882,0.58371306,0.17994918,0.07413605,0.20068981,0.00000000,0.00256085,0.04536027,0.01474488,0.32500534
-5.29164582,0.58771944,0.17563182,0.07444390,0.20429897,0.00000000,0.00262993,0.04356938,0.01502135,0.33137749
-5.28564282,0.59641817,0.17254065,0.07529274,0.21082630,0.00000000,0.00275179,0.04204851,0.01537307,0.34035251
-5.27963982,0.60973302,0.17061981,0.07669690,0.22028020,0.00000000,0.00293015,0.04078763,0.01579843,0.35183964
-5.27363682,0.62753468,0.16979633,0.07866176,0.23266353,0.00000000,0.00316850,0.03977176,0.01629384,0.36572182
-5.26763382,0.64964316,0.16998234,0.08118374,0.24797115,0.00000000,0.00346988,0.03898154,0.01685384,0.38185770
-5.26163082,0.67583078,0.17107751,0.08425039,0.26618665,0.00000000,0.00383673,0.03839398,0.01747132,0.40008396
-5.25562781,0.70582525,0.17297183,0.08784052,0.28727802,0.00000000,0.00427064,0.03798326,0.01813769,0.42021753
-5.24962481,0.73931280,0.17554842,0.09192456,0.31119271,0.00000000,0.00477223,0.03772160,0.01884317,0.44205777
-5.24362181,0.77594089,0.17868643,0.09646479,0.33785187,0.00000000,0.00534090,0.03758015,0.01957701,0.46538819
-5.23761881,0.81532047,0.18226368,0.10141568,0.36714430,0.00000000,0.00597471,0.03752992,0.02032778,0.48997787
-5.23161581,0.85702763,0.18615909,0.10672422,0.39892020,0.00000000,0.00667019,0.03754256,0.02108361,0.51558229
-5.22561281,0.90060460,0.19025475,0.11233024,0.43298517,0.00000000,0.00742228,0.03759111,0.02183243,0.54194371
-5.21960980,0.94556044,0.19443757,0.11816669,0.46909476,0.00000000,0.00822425,0.03765058,0.02256219,0.56879116
-5.21360680,0.99137146,0.19860045,0.12416013,0.50695011,0.00000000,0.00906768,0.03769848,0.02326103,0.59584014
-5.20760380,1.03748193,0.20264306,0.13023110,0.54619507,0.00000000,0.00994256,0.03771509,0.02391747,0.62279235
-5.20160080,1.08330545,0.20647222,0.13629483,0.58641522,0.00000000,0.01083737,0.03768365,0.02452054,0.64933566
-5.19559780,1.12822750,0.21000191,0.14226204,0.62713927,0.00000000,0.01173932,0.03759045,0.02505988,0.67514460
-5.18959480,1.17160962,0.21315319,0.14803999,0.66784304,0.00000000,0.01263458,0.03742466,0.02552591,0.69988181
-5.18359180,1.21279564,0.21585384,0.15353382,0.70795625,0.00000000,0.01350864,0.03717826,0.02590984,0.72320057
-5.17758879,1.25112037,0.21803819,0.15864818,0.74687229,0.00000000,0.01434673,0.03684572,0.02620389,0.74474871
-5.17158579,1.28592066,0.21964692,0.16328922,0.78396072,0.00000000,0.01513422,0.03642374,0.02640129,0.76417401
-5.16558279,1.31654909,0.22062711,0.16736670,0.81858230,0.00000000,0.01585714,0.03591094,0.02649645,0.78113115
-5.15957979,1.34238982,0.22093258,0.17079650,0.85010613,0.00000000,0.01650268,0.03530761,0.02648510,0.79528999
-5.15357679,1.36287623,0.22052448,0.17350315,0.87792831,0.00000000,0.01705970,0.03461537,0.02636434,0.80634516
-5.14757379,1.37750972,0.21937213,0.17542248,0.90149131,0.00000000,0.01751921,0.03383704,0.02613284,0.81402639
-5.14157079,1.38587888,0.21745418,0.17650420,0.92030333,0.00000000,0.01787487,0.03297644,0.02579091,0.81810925
-5.13556778,1.38767804,0.21475987,0.17671433,0.93395666,0.00000000,0.01812335,0.03203831,0.02534067,0.81842585
-5.12956478,1.38272430,0.21129037,0.17603727,0.94214431,0.00000000,0.01826471,0.03102821,0.02478603,0.81487471
-5.12356178,1.37097208,0.20706014,0.17447757,0.94467387,0.00000000,0.01830261,0.02995261,0.02413286,0.80742948
-5.11755878,1.35252425,0.20209803,0.17206113,0.94147807,0.00000000,0.01824456,0.02881882,0.02338893,0.79614580
-5.11155578,1.32763917,0.19644818,0.16883581,0.93262134,0.00000000,0.01810191,0.02763511,0.02256390,0.78116588
-5.10555278,1.29673296,0.19017054,0.16487146,0.91830198,0.00000000,0.01788987,0.02641070,0.02166925,0.76272050
-5.09954977,1.26037688,0.18334084,0.16025921,0.89884982,0.00000000,0.01762740,0.02515583,0.02071817,0.74112808
-5.09354677,1.21928944,0.17605015,0.15511016,0.87471931,0.00000000,0.01733696,0.02388172,0.01972536,0.71679084
-5.08754377,1.17432363,0.16840383,0.14955345,0.84647832,0.00000000,0.01704422,0.02260058,0.01870684,0.69018805
-5.08154077,1.12644962,0.16051991,0.14373370,0.81479313,0.00000000,0.01677770,0.02132548,0.01767968,0.66186652
-5.07553777,1.07673341,0.15252706,0.13780804,0.78041017,0.00000000,0.01656829,0.02007023,0.01666174,0.63242878
-5.06953477,1.02631231,0.14456200,0.13194271,0.74413520,0.00000000,0.01644874,0.01884921,0.01567137,0.60251926
-5.06353177,0.97636807,0.13676664,0.12630934,0.70681092,0.00000000,0.01645310,0.01767712,0.01472710,0.57280901
-5.05752876,0.92809863,0.12928493,0.12108118,0.66929365,0.00000000,0.01661608,0.01656874,0.01384734,0.54397953
-5.05152576,0.88268930,0.12225954,0.11642911,0.63243012,0.00000000,0.01697239,0.01553861,0.01305007,0.51670618
-5.04552276,0.84128443,0.11582858,0.11251776,0.59703501,0.00000000,0.01755604,0.01460074,0.01235257,0.49164181
-5.03951976,0.80496019,0.11012224,0.10950177,0.56387011,0.00000000,0.01839961,0.01376829,0.01177113,0.46940098
-5.03351676,0.77469927,0.10525978,0.10752214,0.53362551,0.00000000,0.01953345,0.01305328,0.01132084,0.45054532
-5.02751376,0.75136810,0.10134659,0.10670297,0.50690350,0.00000000,0.02098494,0.01246626,0.01101533,0.43557030
-5.02151076,0.73569687,0.09847171,0.10714841,0.48420535,0.00000000,0.02277764,0.01201605,0.01086657,0.42489369
-5.01550775,0.72826287,0.09670560,0.10894002,0.46592128,0.00000000,0.02493050,0.01170954,0.01088471,0.41884599
-5.00950475,0.72947724,0.09609841,0.11213446,0.45232372,0.00000000,0.02745708,0.01155143,0.01107786,0.41766294
-5.00350175,0.73957531,0.09667861,0.11676173,0.44356379,0.00000000,0.03036476,0.01154411,0.01145196,0.42148010
-4.99749875,0.75861072,0.09845215,0.12282374,0.43967099,0.00000000,0.03365405,0.01168755,0.01201061,0.43032979
-4.99149575,0.78645312,0.10140200,0.13029344,0.44055590,0.00000000,0.03731797,0.01197919,0.01275495,0.44414012
-4.98549275,0.82278976,0.10548823,0.13911455,0.44601576,0.00000000,0.04134150,0.01241398,0.01368353,0.46273635
-4.97948974,0.86713074,0.11064851,0.14920175,0.45574253,0.00000000,0.04570126,0.01298436,0.01479218,0.48584432
-4.97348674,0.91881799,0.11679910,0.16044153,0.46933343,0.00000000,0.05036524,0.01368041,0.01607397,0.51309621
-4.96748374,0.97703795,0.12383629,0.17269374,0.48630337,0.00000000,0.05529290,0.01448992,0.01751914,0.54403822
-4.96148074,1.04083786,0.13163833,0.18579370,0.50609927,0.00000000,0.06043531,0.01539863,0.01911513,0.57814041
-4.95547774,1.10914544,0.14006771,0.19955503,0.52811564,0.00000000,0.06573571,0.01639045,0.02084659,0.61480836
-4.94947474,1.18079179,0.14897395,0.21377315,0.55171139,0.00000000,0.07113019,0.01744777,0.02269559,0.65339659
-4.94347174,1.25453727,0.15819669,0.22822937,0.57622713,0.00000000,0.07654876,0.01855178,0.02464174,0.69322349
-4.93746873,1.32909966,0.16756915,0.24269549,0.60100290,0.00000000,0.08191656,0.01968289,0.02666255,0.73358752
-4.93146573,1.40318432,0.17692180,0.25693895,0.62539561,0.00000000,0.08715539,0.02082110,0.02873381,0.77378424
-4.92546273,1.47551541,0.18608623,0.27072824,0.64879592,0.00000000,0.09218537,0.02194648,0.03083002,0.81312388
-4.91945973,1.54486753,0.19489912,0.28383853,0.67064401,0.00000000,0.09692678,0.02303964,0.03292505,0.85094886
-4.91345673,1.61009664,0.20320616,0.29605730,0.69044370,0.00000000,0.10130203,0.02408219,0.03499266,0.88665077
-4.90745373,1.67016950,0.21086580,0.30718979,0.70777470,0.00000000,0.10523762,0.02505720,0.03700732,0.91968632
-4.90145073,1.72419038,0.21775276,0.31706413,0.72230231,0.00000000,0.10866607,0.02594962,0.03894487,0.94959157
-4.89544772,1.77142420,0.22376115,0.32553582,0.73378441,0.00000000,0.11152777,0.02674674,0.04078328,0.97599397
-4.88944472,1.81131499,0.22880700,0.33249153,0.74207543,0.00000000,0.11377266,0.02743848,0.04250344,0.99862165
-4.88344172,1.84349906,0.23283025,0.33785192,0.74712709,0.00000000,0.11536160,0.02801767,0.04408977,1.01730966
-4.87743872,1.86781200,0.23579602,0.34157351,0.74898601,0.00000000,0.11626758,0.02848029,0.04553086,1.03200257
-4.87143572,1.88428924,0.23769502,0.34364923,0.74778802,0.00000000,0.11647639,0.02882553,0.04681997,1.04275353
-4.86543272,1.89316000,0.23854325,0.34410798,0.74374967,0.00000000,0.11598711,0.02905584,0.04795533,1.04971957
-4.85942971,1.89483465,0.23838088,0.34301281,0.73715706,0.00000000,0.11481204,0.02917682,0.04894040,1.05315326
-4.85342671,1.88988606,0.23727030,0.34045807,0.72835252,0.00000000,0.11297632,0.02919707,0.04978383,1.05339109
-4.84742371,1.87902541,0.23529357,0.33656550,0.71771973,0.00000000,0.11051713,0.02912788,0.05049933,1.05083896
-4.84142071,1.86307373,0.23254920,0.33147943,0.70566776,0.00000000,0.10748255,0.02898292,0.05110529,1.04595537
-4.83541771,1.84293012,0.22914857,0.32536135,0.69261490,0.00000000,0.10393009,0.02877783,0.05162426,1.03923309
-4.82941471,1.81953817,0.22521194,0.31838400,0.67897281,0.00000000,0.09992500,0.02852974,0.05208231,1.03117998
-4.82341171,1.79385199,0.22086451,0.31072531,0.66513173,0.00000000,0.09553838,0.02825681,0.05250817,1.02230006
-4.81740870,1.76680347,0.21623238,0.30256242,0.65144742,0.00000000,0.09084520,0.02797776,0.05293240,1.01307542
-4.81140570,1.73927204,0.21143892,0.29406604,0.63823022,0.00000000,0.08592233,0.02771135,0.05338637,1.00395004
-4.80540270,1.71205856,0.20660139,0.28539544,0.62573695,0.00000000,0.08084656,0.02747602,0.05390130,0.99531609
-4.79939970,1.68586411,0.20182829,0.27669421,0.61416563,0.00000000,0.07569279,0.02728945,0.05450732,0.98750345
-4.79339670,1.66127488,0.19721720,0.26808698,0.60365347,0.00000000,0.07053248,0.02716829,0.05523252,0.98077288
-4.78739370,1.63875344,0.19285354,0.25967730,0.59427797,0.00000000,0.06543220,0.02712791,0.05610210,0.97531294
-4.78139070,1.61863677,0.18880993,0.25154661,0.58606105,0.00000000,0.06045262,0.02718226,0.05713769,0.97124100
-4.77538769,1.60114063,0.18514641,0.24375434,0.57897589,0.00000000,0.05564770,0.02734379,0.05835670,0.96860784
-4.76938469,1.58637003,0.18191132,0.23633916,0.57295606,0.00000000,0.05106425,0.02762345,0.05977186,0.96740567
-4.76338169,1.57433463,0.17914278,0.22932110,0.56790633,0.00000000,0.04674179,0.02803081,0.06139094,0.96757896
-4.75737869,1.56496825,0.17687061,0.22270451,0.56371468,0.00000000,0.04271266,0.02857414,0.06321651,0.96903723
-4.75137569,1.55815083,0.17511853,0.21648161,0.56026454,0.00000000,0.03900242,0.02926059,0.06524592,0.97166915
-4.74537269,1.55373168,0.17390656,0.21063631,0.55744692,0.00000000,0.03563044,0.03009639,0.06747140,0.97535688
-4.73936968,1.55155232,0.17325321,0.20514826,0.55517140,0.00000000,0.03261057,0.03108702,0.06988025,0.97998981
-4.73336668,1.55146766,0.17317757,0.19999664,0.55337559,0.00000000,0.02995198,0.03223736,0.07245513,0.98547687
-4.72736368,1.55336399,0.17370089,0.19516363,0.55203242,0.00000000,0.02765996,0.03355187,0.07517443,0.99175656
-4.72136068,1.55717293,0.17484768,0.19063736,0.55115488,0.00000000,0.02573674,0.03503459,0.07801274,0.99880414
-4.71535768,1.56288036,0.17664613,0.18641407,0.55079791,0.00000000,0.02418217,0.03668923,0.08094134,1.00663544
-4.70935468,1.57052992,0.17912788,0.18249949,0.55105736,0.00000000,0.02299432,0.03851905,0.08392872,1.01530727
-4.70335168,1.58022082,0.18232704,0.17890930,0.55206606,0.00000000,0.02216989,0.04052682,0.08694115,1.02491399
-4.69734867,1.59210022,0.18627860,0.17566871,0.55398713,0.00000000,0.02170448,0.04271453,0.08994326,1.03558091
-4.69134567,1.60635058,0.19101616,0.17281116,0.55700499,0.00000000,0.02159260,0.04508325,0.09289863,1.04745452
-4.68534267,1.62317285,0.19656935,0.17037626,0.56131439,0.00000000,0.02182758,0.04763273,0.09577034,1.06069023
-4.67933967,1.64276638,0.20296073,0.16840711,0.56710825,0.00000000,0.02240128,0.05036116,0.09852153,1.07543847
-4.67333667,1.66530692,0.21020274,0.16694710,0.57456466,0.00000000,0.02330363,0.05326475,0.10111599,1.09182969
-4.66733367,1.69092382,0.21829460,0.16603647,0.58383397,0.00000000,0.02452213,0.05633745,0.10351863,1.10995933
-4.66133067,1.71967792,0.22721948,0.16570875,0.59502651,0.00000000,0.02604127,0.05957059,0.10569596,1.12987356
-4.65532766,1.75154138,0.23694214,0.16598730,0.60820162,0.00000000,0.02784193,0.06295260,0.10761658,1.15155666
-4.64932466,1.78638072,0.24740710,0.16688221,0.62335856,0.00000000,0.02990086,0.06646883,0.10925155,1.17492071
-4.64332166,1.82394401,0.25853765,0.16838761,0.64042978,0.00000000,0.03219028,0.07010137,0.11057479,1.19979836
