energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,1.72982844,0.30359997,0.00000000,0.05502178,0.68008478,0.47525328,0.60665192
-5.99399700,1.74649656,0.30972686,0.00000000,0.05613104,0.67958661,0.48546883,0.61375361
-5.98799400,1.76134042,0.31535224,0.00000000,0.05715228,0.67839705,0.49606580,0.62010586
-5.98199100,1.77465476,0.32051094,0.00000000,0.05809082,0.67667836,0.50706934,0.62582109
-5.97598799,1.78676550,0.32524620,0.00000000,0.05895372,0.67460282,0.51851573,0.63102035
-5.96998499,1.79801630,0.32960757,0.00000000,0.05974927,0.67234678,0.53044852,0.63582891
-5.96398199,1.80875412,0.33364851,0.00000000,0.06048654,0.67008464,0.54291408,0.64037133
-5.95797899,1.81931405,0.33742375,0.00000000,0.06117477,0.66798263,0.55595678,0.64476658
-5.95197599,1.83000438,0.34098661,0.00000000,0.06182281,0.66619295,0.56961399,0.64912303
-5.94597299,1.84109232,0.34438640,0.00000000,0.06243863,0.66484820,0.58391132,0.65353379
-5.93996998,1.85279125,0.34766599,0.00000000,0.06302874,0.66405668,0.59885825,0.65807250
-5.93396698,1.86525008,0.35085984,0.00000000,0.06359786,0.66389838,0.61444445,0.66278983
-5.92796398,1.87854539,0.35399230,0.00000000,0.06414861,0.66442228,0.63063714,0.66771083
-5.92196098,1.89267668,0.35707665,0.00000000,0.06468131,0.66564465,0.64737945,0.67283346
-5.91595798,1.90756522,0.36011462,0.00000000,0.06519395,0.66754881,0.66459019,0.67812819
-5.90995498,1.92305650,0.36309657,0.00000000,0.06568234,0.67008615,0.68216474,0.68353887
-5.90395198,1.93892635,0.36600231,0.00000000,0.06614031,0.67317848,0.69997743,0.68898496
-5.89794897,1.95489034,0.36880242,0.00000000,0.06656010,0.67672152,0.71788501,0.69436478
-5.89194597,1.97061618,0.37146005,0.00000000,0.06693277,0.68058951,0.73573111,0.69955988
-5.88594297,1.98573833,0.37393309,0.00000000,0.06724877,0.68464049,0.75335159,0.70444030
-5.87993997,1.99987414,0.37617654,0.00000000,0.06749849,0.68872227,0.77058029,0.70887023
-5.87393697,2.01264073,0.37814489,0.00000000,0.06767277,0.69267855,0.78725498,0.71271413
-5.86793397,2.02367159,0.37979449,0.00000000,0.06776350,0.69635510,0.80322317,0.71584268
-5.86193097,2.03263209,0.38108565,0.00000000,0.06776403,0.69960554,0.81834735,0.71813843
-5.85592796,2.03923306,0.38198444,0.00000000,0.06766956,0.70229652,0.83250950,0.71950077
