energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,1.20598136,0.02183162,0.02904459,0.63162715,0.21681694,0.02202144,0.76231546
-5.99399700,1.26119502,0.02399350,0.03070463,0.64510087,0.22933227,0.02318657,0.79585925
-5.98799400,1.32165051,0.02633879,0.03257896,0.66042836,0.24325675,0.02442357,0.83256569
-5.98199100,1.38696248,0.02885611,0.03465763,0.67758358,0.25847646,0.02572400,0.87220539
-5.97598799,1.45658112,0.03152885,0.03692585,0.69647653,0.27484080,0.02707636,0.91444833
-5.96998499,1.52979274,0.03433487,0.03936384,0.71695112,0.29216357,0.02846611,0.95886427
-5.96398199,1.60572699,0.03724646,0.04194697,0.73878583,0.31022534,0.02987585,1.00492736
-5.95797899,1.68337107,0.04023051,0.04464593,0.76169720,0.32877727,0.03128558,1.05202491
-5.95197599,1.76159091,0.04324903,0.04742720,0.78534638,0.34754633,0.03267313,1.09947058
-5.94597299,1.83915887,0.04625980,0.05025359,0.80934848,0.36624174,0.03401470,1.14652149
-5.93996998,1.91478712,0.04921739,0.05308503,0.83328449,0.38456268,0.03528552,1.19239885
-5.93396698,1.98716583,0.05207434,0.05587945,0.85671543,0.40220685,0.03646056,1.23631145
-5.92796398,2.05500444,0.05478256,0.05859384,0.87919803,0.41887966,0.03751532,1.27748102
-5.92196098,2.11707464,0.05729486,0.06118539,0.90030152,0.43430375,0.03842661,1.31516855
-5.91595798,2.17225310,0.05956656,0.06361266,0.91962462,0.44822838,0.03917331,1.34870043
-5.90995498,2.21956226,0.06155710,0.06583680,0.93681214,0.46043840,0.03973714,1.37749324
-5.90395198,2.25820725,0.06323159,0.06782272,0.95157047,0.47076229,0.04010325,1.40107621
-5.89794897,2.28760743,0.06456225,0.06954021,0.96368117,0.47907902,0.04026078,1.41911014
-5.89194597,2.30742090,0.06552958,0.07096487,0.97301222,0.48532338,0.04020323,1.43140217
-5.88594297,2.31756114,0.06612331,0.07207898,0.97952632,0.48948944,0.03992873,1.43791546
-5.87993997,2.31820466,0.06634303,0.07287208,0.98328593,0.49163211,0.03944005,1.43877353
-5.87393697,2.30978954,0.06619843,0.07334135,0.98445480,0.49186653,0.03874458,1.43425887
-5.86793397,2.29300466,0.06570918,0.07349177,0.98329590,0.49036539,0.03785403,1.42480591
-5.86193097,2.26877011,0.06490447,0.07333602,0.98016580,0.48735423,0.03678404,1.41098864
-5.85592796,2.23820956,0.06382209,0.07289408,0.97550570,0.48310487,0.03555370,1.39350332
-5.84992496,2.20261562,0.06250729,0.07219264,0.96982941,0.47792720,0.03418488,1.37314693
-5.84392196,2.16340951,0.06101123,0.07126429,0.96370862,0.47215963,0.03270156,1.35079234
