energy_ev,total_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-5.23761881,3.35478537,2.02698743,1.95345469,0.02868761,0.30633901,1.21126419,0.00824474
-5.23161581,3.54726237,2.14649025,2.07444966,0.02968341,0.32226424,1.28102444,0.00889494
-5.22561281,3.74312602,2.26998615,2.19730849,0.03063444,0.33789685,1.35263067,0.00957105
-5.21960980,3.93968740,2.39574470,2.32050340,0.03152284,0.35301491,1.42506426,0.01026648
-5.21360680,4.13425525,2.52201605,2.44249250,0.03233240,0.36740724,1.49729911,0.01097424
-5.20760380,4.32419510,2.64706913,2.56175354,0.03304908,0.38087853,1.56832385,0.01168710
-5.20160080,4.50698794,2.76923028,2.67681787,0.03366141,0.39325417,1.63716416,0.01239769
-5.19559780,4.68028662,2.88692120,2.78630360,0.03416080,0.40438471,1.70290427,0.01309868
-5.18959480,4.84196818,2.99869510,2.88894682,0.03454180,0.41414967,1.76470728,0.01378294
-5.18359180,4.99018052,3.10326970,2.98362995,0.03480222,0.42246051,1.82183339,0.01444365
-5.17758879,5.12338171,3.19955612,3.06940625,0.03494319,0.42926283,1.87365558,0.01507452
-5.17158579,5.24037085,3.28668252,3.14551960,0.03496901,0.43453751,1.91967223,0.01566984
-5.16558279,5.34030929,3.36401166,3.21141899,0.03488705,0.43830091,1.95951612,0.01622469
-5.15957979,5.42273170,3.43115165,3.26676706,0.03470742,0.44060408,1.99295961,0.01673497
-5.15357679,5.48754645,3.48795954,3.31144261,0.03444265,0.44153109,2.01991575,0.01719750
-5.14757379,5.53502568,3.53453742,3.34553683,0.03410726,0.44119648,2.04043533,0.01761009
-5.14157079,5.56578517,3.57122133,3.36934351,0.03371730,0.43974208,2.05469991,0.01797151
-5.13556778,5.58075499,3.59856319,3.38334355,0.03328991,0.43733317,2.06301113,0.01828151
-5.12956478,5.58114194,3.61730638,3.38818437,0.03284278,0.43415443,2.06577665,0.01854078
-5.12356178,5.56838525,3.62835603,3.38465499,0.03239369,0.43040546,2.06349325,0.01875083
-5.11755878,5.54410703,3.63274484,3.37365758,0.03196012,0.42629643,2.05672767,0.01891396
-5.11155578,5.51005921,3.63159590,3.35617667,0.03155880,0.42204367,2.04609590,0.01903308
-5.10555278,5.46806893,3.62608375,3.33324689,0.03120544,0.41786566,2.03224159,0.01911160
-5.09954977,5.41998409,3.61739503,3.30592060,0.03091445,0.41397918,2.01581442,0.01915328
-5.09354677,5.36762093,3.60669031,3.27523632,0.03069874,0.41059603,1.99744910,0.01916205
-5.08754377,5.31271531,3.59506825,3.24218917,0.03056966,0.40792014,1.97774582,0.01914193
-5.08154077,5.25687928,3.58353354,3.20770427,0.03053695,0.40614521,1.95725272,0.01909681
-5.07553777,5.20156421,3.57296950,3.17261397,0.03060877,0.40545278,1.93645100,0.01903039
-5.06953477,5.14803149,3.56411641,3.13763968,0.03079182,0.40601081,1.91574322,0.01894606
-5.06353177,5.09733171,3.55755616,3.10337878,0.03109146,0.40797255,1.89544510,0.01884683
-5.05752876,5.05029265,3.55370362,3.07029706,0.03151191,0.41147576,1.87578102,0.01873534
-5.05152576,5.00751619,3.55280481,3.03872681,0.03205639,0.41664212,1.85688344,0.01861379
-5.04552276,4.96938399,3.55494188,3.00887046,0.03272739,0.42357674,1.83879603,0.01848405
-5.03951976,4.93607142,3.56004429,2.98080952,0.03352675,0.43236771,1.82148046,0.01834771
-5.03351676,4.90756873,3.56790558,2.95451832,0.03445589,0.44308562,1.80482637,0.01820618
-5.02751376,4.88370848,3.57820488,2.92988189,0.03551586,0.45578293,1.78866416,0.01806084
-5.02151076,4.86419794,3.59053206,2.90671713,0.03670742,0.47049330,1.77277993,0.01791318
-5.01550775,4.84865467,3.60441520,2.88479620,0.03803103,0.48723068,1.75693196,0.01776501
-5.00950475,4.83664406,3.61934930,2.86387124,0.03948683,0.50598844,1.74086793,0.01761859
-5.00350175,4.82771683,3.63482478,2.84369918,0.04107451,0.52673837,1.72434224,0.01747683
-4.99749875,4.82144507,3.65035460,2.82406558,0.04279316,0.54942977,1.70713256,0.01734345
-4.99149575,4.81745529,3.66549882,2.80480642,0.04464110,0.57398872,1.68905496,0.01722309
-4.98549275,4.81545711,3.67988577,2.78582702,0.04661569,0.60031759,1.66997697,0.01712141
-4.97948974,4.81526643,3.69322884,2.76711701,0.04871305,0.62829501,1.64982803,0.01704517
-4.97348674,4.81682232,3.70533853,2.74876108,0.05092793,0.65777629,1.62860702,0.01700221
-4.96748374,4.82019697,3.71612938,2.73094467,0.05325344,0.68859450,1.60638634,0.01700143
-4.96148074,4.82559846,3.72562173,2.71395466,0.05568097,0.72056219,1.58331269,0.01705265
-4.95547774,4.83336626,3.73393840,2.69817493,0.05820001,0.75347379,1.55960447,0.01716649
-4.94947474,4.84395996,3.74129687,2.68407688,0.06079817,0.78710873,1.53554587,0.01735410
-4.94347174,4.85794150,3.74799721,2.67220545,0.06346114,0.82123512,1.51147807,0.01762693
-4.93746873,4.87595187,3.75440667,2.66316110,0.06617279,0.85561394,1.48778795,0.01799639
-4.93146573,4.89868313,3.76094159,2.65757839,0.06891535,0.89000362,1.46489467,0.01847348
-4.92546273,4.92684697,3.76804746,2.65610214,0.07166959,0.92416468,1.44323488,0.01906842
-4.91945973,4.96114081,3.77617800,2.65936197,0.07441510,0.95786449,1.42324700,0.01979024
-4.91345673,5.00221305,3.78577412,2.66794613,0.07713063,0.99088166,1.40535528,0.02064634
-4.90745373,5.05062849,3.79724353,2.68237586,0.07979440,1.02301008,1.38995420,0.02164215
-4.90145073,5.10683558,3.81094175,2.70308105,0.08238456,1.05406229,1.37739389,0.02278072
-4.89544772,5.17113657,3.82715525,2.73037828,0.08487950,1.08387223,1.36796696,0.02406243
-4.88944472,5.24366202,3.84608735,2.76445213,0.08725834,1.11229704,1.36189744,0.02548475
-4.88344172,5.32435071,3.86784727,2.80534068,0.08950124,1.13921806,1.35933197,0.02704203
-4.87743872,5.41293597,3.89244293,2.85292567,0.09158983,1.16454102,1.36033381,0.02872545
-4.87143572,5.50893933,3.91977760,2.90692808,0.09350755,1.18819541,1.36487969,0.03052303
-4.86543272,5.61167191,3.94965077,2.96690936,0.09523996,1.21013319,1.37285975,0.03241979
-4.85942971,5.72024389,3.98176300,3.03227845,0.09677503,1.23032707,1.38408046,0.03439796
-4.85342671,5.83358207,4.01572483,3.10230450,0.09810341,1.24876837,1.39827042,0.03643736
-4.84742371,5.95045491,4.05106932,3.17613497,0.09921859,1.26546477,1.41508889,0.03851586
-4.84142071,6.06950446,4.08726765,3.25281840,0.10011708,1.28043802,1.43413655,0.04060990
-4.83541771,6.18928389,4.12374729,3.33133115,0.10079848,1.29372191,1.45496811,0.04269512
-4.82941471,6.30829918,4.15991173,3.41060697,0.10126553,1.30536035,1.47710631,0.04474702
-4.82341171,6.42505325,4.19516090,3.48956818,0.10152409,1.31540593,1.50005654,0.04674166
-4.81740870,6.53809048,4.22891123,3.56715719,0.10158300,1.32391880,1.52332158,0.04865628
-4.81140570,6.64603970,4.26061436,3.64236687,0.10145394,1.33096583,1.54641576,0.05046997
-4.80540270,6.74765341,4.28977329,3.71426852,0.10115117,1.33662019,1.56887791,0.05216425
-4.79939970,6.84184158,4.31595527,3.78203606,0.10069121,1.34096098,1.59028256,0.05372348
-4.79339670,6.92769809,4.33880046,3.84496546,0.10009241,1.34407310,1.61024894,0.05513529
-4.78739370,7.00451880,4.35802604,3.90248840,0.09937452,1.34604691,1.62844738,0.05639073
-4.78139070,7.07181016,4.37342534,3.95417986,0.09855816,1.34697790,1.64460295,0.05748440
-4.77538769,7.12928816,4.38486218,3.99975912,0.09766426,1.34696592,1.65849633,0.05841437
-4.76938469,7.17686794,4.39226078,4.03908458,0.09671348,1.34611416,1.66996191,0.05918193
-4.76338169,7.21464454,4.39559197,4.07214268,0.09572563,1.34452773,1.67888357,0.05979134
-4.75737869,7.24286641,4.39485659,4.09903192,0.09471915,1.34231169,1.68518836,0.06024931
-4.75137569,7.26190312,4.39006741,4.11994282,0.09371059,1.33956884,1.68883879,0.06056452
-4.74537269,7.27220936,4.38123082,4.13513539,0.09271418,1.33639713,1.68982418,0.06074706
-4.73936968,7.27428757,4.36832970,4.14491523,0.09174155,1.33288676,1.68815185,0.06080779
-4.73336668,7.26865121,4.35130885,4.14960995,0.09080151,1.32911735,1.68383863,0.06075783
-4.72736368,7.25579109,4.33006405,4.14954707,0.08989998,1.32515504,1.67690346,0.06060801
-4.72136068,7.23614647,4.30443582,4.14503480,0.08904003,1.32104983,1.66736143,0.06036839
-4.71535768,7.21008273,4.27420844,4.13634666,0.08822212,1.31683336,1.65521971,0.06004796
-4.70935468,7.17787649,4.23911458,4.12371064,0.08744439,1.31251717,1.64047559,0.05965435
-4.70335168,7.13970907,4.19884535,4.10730338,0.08670310,1.30809158,1.62311674,0.05919373
-4.69734867,7.09566814,4.15306530,4.08724945,0.08599311,1.30352542,1.60312357,0.05867083
-4.69134567,7.04575729,4.10143156,4.06362545,0.08530844,1.29876644,1.58047346,0.05808901
-4.68534267,6.98991246,4.04361601,4.03646842,0.08464285,1.29374270,1.55514651,0.05745050
-4.67933967,6.92802401,3.97932900,4.00578775,0.08399038,1.28836472,1.52713242,0.05675668
-4.67333667,6.85996276,3.90834332,3.97157959,0.08334581,1.28252838,1.49643777,0.05600841
-4.66733367,6.78560811,3.83051681,3.93384268,0.08270516,1.27611855,1.46309338,0.05520645
-4.66133067,6.70487642,3.74581229,3.89259435,0.08206588,1.26901329,1.42716108,0.05435175
-4.65532766,6.61774780,3.65431344,3.84788570,0.08142711,1.26108844,1.38873927,0.05344588
-4.64932466,6.52428960,3.55623585,3.79981475,0.08078968,1.25222244,1.34796716,0.05249125
-4.64332166,6.42467523,3.45193240,3.74853689,0.08015605,1.24230127,1.30502703,0.05149135
-4.63731866,6.31919723,3.34189271,3.69427183,0.07953005,1.23122323,1.26014454,0.05045092
-4.63131566,6.20827393,3.22673670,3.63730668,0.07891659,1.21890339,1.21358693,0.04937596
-4.62531266,6.09244937,3.10720261,3.57799503,0.07832122,1.20527766,1.16565918,0.04827370
-4.61930965,5.97238673,2.98413007,3.51675210,0.07774971,1.19030612,1.11669832,0.04715245
-4.61330665,5.84885560,2.85843936,3.45404629,0.07720757,1.17397567,1.06706622,0.04602142
-4.60730365,5.72271404,2.73110759,3.39038767,0.07669958,1.15630179,1.01714114,0.04489040
-4.60130065,5.59488645,2.60314335,3.32631406,0.07622937,1.13732934,0.96730847,0.04376952
-4.59529765,5.46633845,2.47556072,3.26237552,0.07579915,1.11713244,0.91795121,0.04266881
-4.58929465,5.33805005,2.34935403,3.19911809,0.07540941,1.09581337,0.86944051,0.04159795
-4.58329165,5.21098849,2.22547422,3.13706753,0.07505884,1.07350046,0.82212668,0.04056589
-4.57728864,5.08608196,2.10480778,3.07671403,0.07474432,1.05034522,0.77633122,0.03958058
-4.57128564,4.96419520,1.98815884,3.01849830,0.07446103,1.02651853,0.73233986,0.03864873
-4.56528264,4.84610801,1.87623491,2.96279987,0.07420264,1.00220633,0.69039716,0.03777562
-4.55927964,4.73249729,1.76963653,2.90992784,0.07396161,0.97760464,0.65070253,0.03696500
-4.55327664,4.62392308,1.66885067,2.86011442,0.07372953,0.95291426,0.61340798,0.03621901
-4.54727364,4.52081887,1.57424793,2.81351130,0.07349748,0.92833526,0.57861731,0.03553826
-4.54127064,4.42348625,1.48608310,2.77018888,0.07325639,0.90406137,0.54638693,0.03492187
-4.53526763,4.33209362,1.40449863,2.73013826,0.07299739,0.88027464,0.51672794,0.03436759
-4.52926463,4.24667898,1.32953072,2.69327559,0.07271207,0.85714022,0.48960938,0.03387204
-4.52326163,4.16715615,1.26111724,2.65944872,0.07239272,0.83480177,0.46496251,0.03343089
-4.51725863,4.09332433,1.19910737,2.62844558,0.07203246,0.81337745,0.44268573,0.03303908
-4.51125563,4.02488035,1.14327205,2.60000421,0.07162528,0.79295665,0.42265001,0.03269110
-4.50525263,3.96143338,1.09331535,2.57382400,0.07116610,0.77359773,0.40470465,0.03238122
-4.49924962,3.90252165,1.04888605,2.54957780,0.07065060,0.75532666,0.38868311,0.03210374
-4.49324662,3.84763095,1.00958937,2.52692485,0.07007518,0.73813686,0.37440874,0.03185323
-4.48724362,3.79621441,0.97499861,2.50552402,0.06943683,0.72199012,0.36170033,0.03162470
-4.48124062,3.74771339,0.94466663,2.48504745,0.06873298,0.70681866,0.35037732,0.03141386
-4.47523762,3.70157910,0.91813695,2.46519401,0.06796139,0.69252832,0.34026455,0.03121724
-4.46923462,3.65729440,0.89495440,2.44570264,0.06712017,0.67900280,0.33119661,0.03103235
-4.46323162,3.61439549,0.87467535,2.42636507,0.06620769,0.66610877,0.32302156,0.03085777
-4.45722861,3.57249267,0.85687715,2.40703756,0.06522274,0.65370168,0.31560415,0.03069330
-4.45122561,3.53128966,0.84116695,2.38765139,0.06416464,0.64163211,0.30882840,0.03053993
-4.44522261,3.49060064,0.82718939,2.36822150,0.06303342,0.62975237,0.30259956,0.03039992
-4.43921961,3.45036412,0.81463323,2.34885282,0.06183011,0.61792302,0.29684547,0.03027680
-4.43321661,3.41065293,0.80323658,2.32974384,0.06055698,0.60601913,0.29151718,0.03017522
-4.42721361,3.37167946,0.79279052,2.31118694,0.05921780,0.59393583,0.28658900,0.03010096
-4.42121061,3.33379551,0.78314096,2.29356506,0.05781812,0.58159305,0.28205774,0.03006070
-4.41520760,3.29748643,0.77418862,2.27734461,0.05636544,0.56893914,0.27794145,0.03006189
-4.40920460,3.26335909,0.76588704,2.26306447,0.05486933,0.55595311,0.27427740,0.03011247
-4.40320160,3.23212417,0.75823866,2.25132117,0.05334150,0.54264556,0.27111955,0.03022062
-4.39719860,3.20457288,0.75128902,2.24275089,0.05179566,0.52905808,0.26853547,0.03039446
-4.39119560,3.18154930,0.74511950,2.23800861,0.05024741,0.51526129,0.26660286,0.03064173
-4.38519260,3.16391917,0.73983866,2.23774545,0.04871396,0.50135158,0.26540583,0.03096944
-4.37918959,3.15253696,0.73557290,2.24258523,0.04721375,0.48744675,0.26503101,0.03138357
-4.37318659,3.14821252,0.73245665,2.25310134,0.04576604,0.47368085,0.26556366,0.03188878
-4.36718359,3.15167941,0.73062282,2.26979515,0.04439042,0.46019841,0.26708409,0.03248814
-4.36118059,3.16356642,0.73019393,2.29307734,0.04310634,0.44714855,0.26966431,0.03318295
-4.35517759,3.18437400,0.73127443,2.32325288,0.04193258,0.43467910,0.27336533,0.03397260
-4.34917459,3.21445694,0.73394467,2.36051092,0.04088683,0.42293117,0.27823501,0.03485455
-4.34317159,3.25401414,0.73825677,2.40491996,0.03998526,0.41203442,0.28430679,0.03582437
-4.33716858,3.30308615,0.74423258,2.45642857,0.03924215,0.40210308,0.29159904,0.03687585
-4.33116558,3.36156025,0.75186385,2.51487173,0.03866967,0.39323311,0.30011538,0.03800123
-4.32516258,3.42918264,0.76111432,2.57998211,0.03827766,0.38550031,0.30984563,0.03919149
-4.31915958,3.50557665,0.77192369,2.65140553,0.03807354,0.37895948,0.32076745,0.04043666
-4.31315658,3.59026550,0.78421280,2.72871961,0.03806227,0.37364454,0.33284842,0.04172621
-4.30715358,3.68269780,0.79788974,2.81145396,0.03824634,0.36956947,0.34604848,0.04304940
