energy_ev,total_up,Sc_p_up,Sc_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-5.54977489,0.03151740,0.01744123,0.00811113,0.00008452,0.00000764,0.02116912,0.00000000
-5.54377189,0.03772940,0.02110399,0.00966971,0.00011312,0.00000907,0.02535786,0.00000000
-5.53776888,0.04489332,0.02540670,0.01145312,0.00015036,0.00001069,0.03019417,0.00000000
-5.53176588,0.05310169,0.03043692,0.01347871,0.00019847,0.00001251,0.03574284,0.00000000
-5.52576288,0.06244778,0.03629068,0.01576257,0.00026018,0.00001454,0.04206971,0.00000000
-5.51975988,0.07302456,0.04307298,0.01831910,0.00033874,0.00001678,0.04924108,0.00000000
-5.51375688,0.08492387,0.05089821,0.02116062,0.00043802,0.00001924,0.05732319,0.00000000
-5.50775388,0.09823566,0.05989052,0.02429705,0.00056258,0.00002190,0.06638178,0.00000000
-5.50175088,0.11304739,0.07018406,0.02773566,0.00071770,0.00002477,0.07648171,0.00000000
-5.49574787,0.12944369,0.08192294,0.03148092,0.00090949,0.00002782,0.08768672,0.00000000
-5.48974487,0.14750608,0.09526104,0.03553451,0.00114491,0.00003104,0.10005925,0.00000000
-5.48374187,0.16731303,0.11036125,0.03989538,0.00143185,0.00003439,0.11366036,0.00000000
-5.47773887,0.18894000,0.12739430,0.04456007,0.00177912,0.00003787,0.12854971,0.00000000
-5.47173587,0.21245959,0.14653691,0.04952305,0.00219645,0.00004142,0.14478545,0.00000000
-5.46573287,0.23794168,0.16796917,0.05477724,0.00269457,0.00004502,0.16242410,0.00000000
-5.45972986,0.26545337,0.19187113,0.06031459,0.00328507,0.00004862,0.18152023,0.00000000
-5.45372686,0.29505867,0.21841846,0.06612682,0.00398044,0.00005218,0.20212590,0.00000000
-5.44772386,0.32681789,0.24777713,0.07220605,0.00479399,0.00005566,0.22428986,0.00000000
-5.44172086,0.36078647,0.28009734,0.07854553,0.00573974,0.00005903,0.24805631,0.00000000
-5.43571786,0.39701340,0.31550657,0.08514032,0.00683236,0.00006224,0.27346335,0.00000000
-5.42971486,0.43553906,0.35410209,0.09198782,0.00808709,0.00006526,0.30054103,0.00000000
-5.42371186,0.47639264,0.39594320,0.09908827,0.00951959,0.00006806,0.32930906,0.00000000
-5.41770885,0.51958910,0.44104342,0.10644501,0.01114589,0.00007062,0.35977435,0.00000000
-5.41170585,0.56512598,0.48936320,0.11406464,0.01298229,0.00007291,0.39192835,0.00000000
-5.40570285,0.61298015,0.54080351,0.12195702,0.01504529,0.00007492,0.42574452,0.00000000
-5.39969985,0.66310476,0.59520069,0.13013503,0.01735151,0.00007667,0.46117604,0.00000000
-5.39369685,0.71542674,0.65232332,0.13861419,0.01991768,0.00007814,0.49815393,0.00000000
-5.38769385,0.76984493,0.71187114,0.14741219,0.02276055,0.00007935,0.53658589,0.00000000
-5.38169085,0.82622931,0.77347668,0.15654821,0.02589688,0.00008032,0.57635590,0.00000000
-5.37568784,0.88442123,0.83670966,0.16604222,0.02934336,0.00008108,0.61732482,0.00000000
-5.36968484,0.94423503,0.90108423,0.17591408,0.03311655,0.00008166,0.65933200,0.00000000
-5.36368184,1.00546080,0.96606909,0.18618276,0.03723272,0.00008209,0.70219794,0.00000000
-5.35767884,1.06786836,1.03110006,0.19686535,0.04170765,0.00008242,0.74572789,0.00000000
-5.35167584,1.13121219,1.09559473,0.20797613,0.04655634,0.00008268,0.78971624,0.00000000
-5.34567284,1.19523703,1.15896860,0.21952564,0.05179258,0.00008293,0.83395153,0.00000000
-5.33966983,1.25968371,1.22065201,0.23151965,0.05742847,0.00008321,0.87822161,0.00000000
-5.33366683,1.32429493,1.28010689,0.24395820,0.06347367,0.00008356,0.92231892,0.00000000
-5.32766383,1.38882046,1.33684267,0.25683459,0.06993468,0.00008403,0.96604519,0.00000000
-5.32166083,1.45302129,1.39043034,0.27013441,0.07681387,0.00008465,1.00921554,0.00000000
-5.31565783,1.51667261,1.44051406,0.28383456,0.08410848,0.00008548,1.05166153,0.00000000
-5.30965483,1.57956511,1.48681961,0.29790241,0.09180948,0.00008653,1.09323296,0.00000000
-5.30365183,1.64150474,1.52915923,0.31229496,0.09990050,0.00008786,1.13379842,0.00000000
-5.29764882,1.70231080,1.56743271,0.32695829,0.10835668,0.00008948,1.17324445,0.00000000
-5.29164582,1.76181258,1.60162471,0.34182713,0.11714373,0.00009143,1.21147341,0.00000000
-5.28564282,1.81984492,1.63179850,0.35682477,0.12621708,0.00009373,1.24840046,0.00000000
-5.27963982,1.87624310,1.65808668,0.37186335,0.13552127,0.00009639,1.28394963,0.00000000
-5.27363682,1.93083749,1.68067941,0.38684449,0.14498969,0.00009944,1.31804958,0.00000000
-5.26763382,1.98344867,1.69981094,0.40166043,0.15454464,0.00010289,1.35062936,0.00000000
-5.26163082,2.03388324,1.71574533,0.41619560,0.16409782,0.00010674,1.38161447,0.00000000
-5.25562781,2.08193112,1.72876203,0.43032861,0.17355127,0.00011099,1.41092366,0.00000000
-5.24962481,2.12736441,1.73914226,0.44393470,0.18279874,0.00011564,1.43846666,0.00000000
-5.24362181,2.16993802,1.74715666,0.45688838,0.19172752,0.00012069,1.46414307,0.00000000
-5.23761881,2.20939226,1.75305496,0.46906640,0.20022064,0.00012611,1.48784246,0.00000000
-5.23161581,2.24545709,1.75705767,0.48035068,0.20815948,0.00013188,1.50944554,0.00000000
-5.22561281,2.27785775,1.75935021,0.49063126,0.21542657,0.00013797,1.52882647,0.00000000
-5.21960980,2.30632144,1.76007935,0.49980885,0.22190859,0.00014434,1.54585576,0.00000000
-5.21360680,2.33058452,1.75935165,0.50779719,0.22749946,0.00015093,1.56040380,0.00000000
-5.20760380,2.35039962,1.75723386,0.51452470,0.23210326,0.00015770,1.57234440,0.00000000
-5.20160080,2.36554228,1.75375457,0.51993566,0.23563713,0.00016457,1.58155825,0.00000000
-5.19559780,2.37581660,1.74890712,0.52399065,0.23803368,0.00017147,1.58793587,0.00000000
-5.18959480,2.38105960,1.74265302,0.52666629,0.23924317,0.00017832,1.59138002,0.00000000
-5.18359180,2.38114413,1.73492589,0.52795443,0.23923507,0.00018502,1.59180730,0.00000000
-5.17758879,2.37598024,1.72563553,0.52786069,0.23799917,0.00019147,1.58914902,0.00000000
-5.17158579,2.36551527,1.71467212,0.52640262,0.23554598,0.00019757,1.58335146,0.00000000
-5.16558279,2.34973280,1.70191050,0.52360761,0.23190662,0.00020323,1.57437567,0.00000000
-5.15957979,2.32865094,1.68721466,0.51951066,0.22713201,0.00020834,1.56219708,0.00000000
-5.15357679,2.30232040,1.67044254,0.51415232,0.22129160,0.00021280,1.54680519,0.00000000
-5.14757379,2.27082268,1.65145139,0.50757684,0.21447148,0.00021651,1.52820365,0.00000000
-5.14157079,2.23426903,1.63010377,0.49983079,0.20677213,0.00021940,1.50641098,0.00000000
-5.13556778,2.19280025,1.60627427,0.49096219,0.19830583,0.00022139,1.48146211,0.00000000
-5.12956478,2.14658773,1.57985703,0.48102022,0.18919384,0.00022242,1.45341077,0.00000000
-5.12356178,2.09583560,1.55077391,0.47005554,0.17956338,0.00022245,1.42233284,0.00000000
-5.11755878,2.04078405,1.51898306,0.45812121,0.16954474,0.00022145,1.38833031,0.00000000
-5.11155578,1.98171337,1.48448749,0.44527398,0.15926835,0.00021942,1.35153584,0.00000000
-5.10555278,1.91894831,1.44734327,0.43157596,0.14886207,0.00021638,1.31211726,0.00000000
-5.09954977,1.85286232,1.40766677,0.41709643,0.13844874,0.00021236,1.27028184,0.00000000
-5.09354677,1.78388088,1.36564030,0.40191364,0.12814408,0.00020741,1.22627976,0.00000000
-5.08754377,1.71248356,1.32151569,0.38611626,0.11805485,0.00020162,1.18040628,0.00000000
-5.08154077,1.63920404,1.27561528,0.36980461,0.10827752,0.00019507,1.13300229,0.00000000
-5.07553777,1.56462774,1.22832984,0.35309116,0.09889725,0.00018788,1.08445283,0.00000000
-5.06953477,1.48938682,1.18011337,0.33610049,0.08998733,0.00018015,1.03518347,0.00000000
-5.06353177,1.41415232,1.13147451,0.31896850,0.08160893,0.00017203,0.98565437,0.00000000
-5.05752876,1.33962362,1.08296492,0.30184087,0.07381124,0.00016364,0.93635219,0.00000000
-5.05152576,1.26651551,1.03516482,0.28487093,0.06663192,0.00015512,0.88778012,0.00000000
-5.04552276,1.19554330,0.98866631,0.26821684,0.06009777,0.00014662,0.84044625,0.00000000
-5.03951976,1.12740670,0.94405521,0.25203850,0.05422564,0.00013825,0.79485103,0.00000000
-5.03351676,1.06277322,0.90189215,0.23649406,0.04902350,0.00013014,0.75147423,0.00000000
-5.02751376,1.00226188,0.86269395,0.22173652,0.04449161,0.00012241,0.71076216,0.00000000
-5.02151076,0.94642825,0.82691623,0.20791032,0.04062380,0.00011516,0.67311580,0.00000000
-5.01550775,0.89575147,0.79493802,0.19514839,0.03740870,0.00010847,0.63888042,0.00000000
-5.00950475,0.85062408,0.76704938,0.18356964,0.03483105,0.00010241,0.60833738,0.00000000
-5.00350175,0.81134523,0.74344264,0.17327709,0.03287289,0.00009705,0.58169842,0.00000000
-4.99749875,0.77811772,0.72420774,0.16435669,0.03151471,0.00009241,0.55910295,0.00000000
-4.99149575,0.75104888,0.70933204,0.15687696,0.03073648,0.00008854,0.54061826,0.00000000
-4.98549275,0.73015554,0.69870464,0.15088935,0.03051858,0.00008545,0.52624294,0.00000000
-4.97948974,0.71537255,0.69212505,0.14642926,0.03084256,0.00008314,0.51591302,0.00000000
-4.97348674,0.70656454,0.68931575,0.14351777,0.03169172,0.00008161,0.50951079,0.00000000
-4.96748374,0.70354020,0.68993817,0.14216365,0.03305158,0.00008087,0.50687559,0.00000000
-4.96148074,0.70606829,0.69361118,0.14236584,0.03491004,0.00008091,0.50781607,0.00000000
-4.95547774,0.71389438,0.69993110,0.14411592,0.03725747,0.00008172,0.51212328,0.00000000
-4.94947474,0.72675746,0.70849248,0.14740051,0.04008649,0.00008331,0.51958369,0.00000000
-4.94347174,0.74440537,0.71890824,0.15220346,0.04339162,0.00008569,0.52999162,0.00000000
-4.93746873,0.76660807,0.73082839,0.15850752,0.04716865,0.00008888,0.54316018,0.00000000
-4.93146573,0.79316812,0.74395625,0.16629551,0.05141388,0.00009291,0.55893021,0.00000000
-4.92546273,0.82392752,0.75806136,0.17555078,0.05612320,0.00009783,0.57717664,0.00000000
-4.91945973,0.85877060,0.77298842,0.18625693,0.06129097,0.00010368,0.59781190,0.00000000
-4.91345673,0.89762260,0.78866178,0.19839687,0.06690887,0.00011052,0.62078619,0.00000000
-4.90745373,0.94044413,0.80508527,0.21195100,0.07296464,0.00011843,0.64608451,0.00000000
-4.90145073,0.98722155,0.82233742,0.22689503,0.07944083,0.00012747,0.67372064,0.00000000
-4.89544772,1.03795401,0.84056226,0.24319704,0.08631365,0.00013771,0.70372838,0.00000000
-4.88944472,1.09263770,0.85995631,0.26081444,0.09355183,0.00014922,0.73615057,0.00000000
-4.88344172,1.15124829,0.88075234,0.27969071,0.10111581,0.00016204,0.77102642,0.00000000
-4.87743872,1.21372264,0.90320089,0.29975223,0.10895704,0.00017623,0.80837798,0.00000000
-4.87143572,1.27994083,0.92755050,0.32090546,0.11701759,0.00019179,0.84819660,0.00000000
-4.86543272,1.34970974,0.95402764,0.34303469,0.12523023,0.00020872,0.89043004,0.00000000
-4.85942971,1.42274922,0.98281757,0.36600047,0.13351871,0.00022697,0.93497119,0.00000000
-4.85342671,1.49868187,1.01404699,0.38963901,0.14179854,0.00024648,0.98164915,0.00000000
-4.84742371,1.57702736,1.04776952,0.41376265,0.14997819,0.00026715,1.03022318,0.00000000
-4.84142071,1.65720163,1.08395468,0.43816144,0.15796064,0.00028882,1.08038013,0.00000000
-4.83541771,1.73852167,1.12248100,0.46260586,0.16564530,0.00031134,1.13173554,0.00000000
-4.82941471,1.82021557,1.16313356,0.48685078,0.17293023,0.00033449,1.18383864,0.00000000
-4.82341171,1.90143785,1.20560611,0.51064035,0.17971466,0.00035804,1.23618092,0.00000000
-4.81740870,1.98128934,1.24950751,0.53371382,0.18590157,0.00038176,1.28820816,0.00000000
-4.81140570,2.05884082,1.29437226,0.55581199,0.19140045,0.00040536,1.33933517,0.00000000
-4.80540270,2.13315933,1.33967436,0.57668410,0.19612992,0.00042859,1.38896271,0.00000000
-4.79939970,2.20333596,1.38484384,0.59609477,0.20002026,0.00045117,1.43649558,0.00000000
-4.79339670,2.26851361,1.42928504,0.61383075,0.20301569,0.00047285,1.48136108,0.00000000
-4.78739370,2.32791348,1.47239562,0.62970713,0.20507626,0.00049339,1.52302688,0.00000000
-4.78139070,2.38085880,1.51358539,0.64357271,0.20617939,0.00051258,1.56101719,0.00000000
-4.77538769,2.42679475,1.55229399,0.65531425,0.20632081,0.00053023,1.59492669,0.00000000
-4.76938469,2.46530349,1.58800653,0.66485941,0.20551509,0.00054620,1.62443129,0.00000000
-4.76338169,2.49611363,1.62026663,0.67217820,0.20379550,0.00056037,1.64929525,0.00000000
-4.75737869,2.51910367,1.64868630,0.67728288,0.20121337,0.00057269,1.66937447,0.00000000
-4.75137569,2.53429955,1.67295225,0.68022631,0.19783696,0.00058312,1.68461573,0.00000000
-4.74537269,2.54186644,1.69282884,0.68109888,0.19374985,0.00059167,1.69505223,0.00000000
-4.73936968,2.54209552,1.70815753,0.68002406,0.18904892,0.00059837,1.70079573,0.00000000
-4.73336668,2.53538662,1.71885340,0.67715305,0.18384209,0.00060329,1.70202582,0.00000000
-4.72736368,2.52222789,1.72489907,0.67265853,0.17824588,0.00060652,1.69897735,0.00000000
-4.72136068,2.50317377,1.72633683,0.66672811,0.17238285,0.00060816,1.69192650,0.00000000
-4.71535768,2.47882253,1.72325951,0.65955767,0.16637911,0.00060832,1.68117670,0.00000000
-4.70935468,2.44979474,1.71580094,0.65134493,0.16036190,0.00060711,1.66704511,0.00000000
-4.70335168,2.41671376,1.70412658,0.64228370,0.15445741,0.00060464,1.64985042,0.00000000
-4.69734867,2.38018916,1.68842496,0.63255890,0.14878880,0.00060102,1.62990272,0.00000000
-4.69134567,2.34080380,1.66890044,0.62234266,0.14347447,0.00059636,1.60749586,0.00000000
-4.68534267,2.29910488,1.64576749,0.61179159,0.13862668,0.00059073,1.58290252,0.00000000
-4.67933967,2.25559901,1.61924677,0.60104526,0.13435035,0.00058422,1.55637207,0.00000000
-4.67333667,2.21075105,1.58956295,0.59022578,0.13074204,0.00057689,1.52813111,0.00000000
-4.66733367,2.16498615,1.55694411,0.57943853,0.12788920,0.00056883,1.49838625,0.00000000
-4.66133067,2.11869422,1.52162234,0.56877363,0.12586941,0.00056008,1.46732858,0.00000000
-4.65532766,2.07223595,1.48383535,0.55830803,0.12474966,0.00055070,1.43513940,0.00000000
-4.64932466,2.02594936,1.44382848,0.54810797,0.12458561,0.00054076,1.40199624,0.00000000
-4.64332166,1.98015589,1.40185661,0.53823145,0.12542078,0.00053033,1.36807869,0.00000000
-4.63731866,1.93516522,1.35818577,0.52873045,0.12728562,0.00051947,1.33357333,0.00000000
-4.63131566,1.89127795,1.31309379,0.51965271,0.13019641,0.00050827,1.29867717,0.00000000
-4.62531266,1.84878582,1.26686991,0.51104286,0.13415419,0.00049680,1.26359918,0.00000000
-4.61930965,1.80796905,1.21981311,0.50294274,0.13914353,0.00048516,1.22855980,0.00000000
-4.61330665,1.76909092,1.17222910,0.49539085,0.14513142,0.00047345,1.19378810,0.00000000
-4.60730365,1.73238979,1.12442604,0.48842108,0.15206621,0.00046175,1.15951699,0.00000000
-4.60130065,1.69806920,1.07670926,0.48206060,0.15987689,0.00045017,1.12597647,0.00000000
-4.59529765,1.66628668,1.02937519,0.47632729,0.16847258,0.00043877,1.09338563,0.00000000
-4.58929465,1.63714222,0.98270479,0.47122679,0.17774262,0.00042763,1.06194371,0.00000000
-4.58329165,1.61066724,0.93695707,0.46674950,0.18755711,0.00041682,1.03182096,0.00000000
-4.57728864,1.58681523,0.89236294,0.46286774,0.19776810,0.00040637,1.00314995,0.00000000
-4.57128564,1.56545474,0.84911976,0.45953347,0.20821153,0.00039629,0.97601789,0.00000000
-4.56528264,1.54636560,0.80738711,0.45667668,0.21870975,0.00038660,0.95046062,0.00000000
-4.55927964,1.52923897,0.76728383,0.45420471,0.22907481,0.00037725,0.92645872,0.00000000
-4.55327664,1.51368151,0.72888666,0.45200282,0.23911227,0.00036821,0.90393602,0.00000000
-4.54727364,1.49922380,0.69223048,0.44993577,0.24862558,0.00035940,0.88276092,0.00000000
-4.54127064,1.48533291,0.65731021,0.44785076,0.25742075,0.00035075,0.86275023,0.00000000
-4.53526763,1.47142849,0.62408419,0.44558144,0.26531132,0.00034216,0.84367581,0.00000000
-4.52926463,1.45690200,0.59247888,0.44295296,0.27212325,0.00033353,0.82527330,0.00000000
-4.52326163,1.44113800,0.56239465,0.43978774,0.27769968,0.00032477,0.80725291,0.00000000
-4.51725863,1.42353663,0.53371229,0.43591184,0.28190532,0.00031576,0.78931146,0.00000000
-4.51125563,1.40353611,0.50629995,0.43116148,0.28463030,0.00030641,0.77114520,0.00000000
-4.50525263,1.38063431,0.48002008,0.42538946,0.28579326,0.00029666,0.75246274,0.00000000
-4.49924962,1.35440820,0.45473619,0.41847114,0.28534365,0.00028644,0.73299743,0.00000000
-4.49324662,1.32453032,0.43031894,0.41030964,0.28326306,0.00027571,0.71251858,0.00000000
-4.48724362,1.29078153,0.40665146,0.40084004,0.27956557,0.00026446,0.69084100,0.00000000
-4.48124062,1.25305938,0.38363356,0.39003237,0.27429710,0.00025269,0.66783245,0.00000000
-4.47523762,1.21138188,0.36118491,0.37789319,0.26753375,0.00024044,0.64341859,0.00000000
-4.46923462,1.16588648,0.33924685,0.36446572,0.25937934,0.00022775,0.61758538,0.00000000
-4.46323162,1.11682446,0.31778307,0.34982856,0.24996203,0.00021471,0.59037884,0.00000000
-4.45722861,1.06455110,0.29677913,0.33409306,0.23943042,0.00020140,0.56190231,0.00000000
-4.45122561,1.00951222,0.27624097,0.31739945,0.22794911,0.00018792,0.53231130,0.00000000
-4.44522261,0.95222775,0.25619252,0.29991200,0.21569400,0.00017439,0.50180658,0.00000000
-4.43921961,0.89327332,0.23667268,0.28181344,0.20284742,0.00016093,0.47062557,0.00000000
-4.43321661,0.83326054,0.21773187,0.26329886,0.18959338,0.00014765,0.43903277,0.00000000
-4.42721361,0.77281712,0.19942829,0.24456950,0.17611304,0.00013466,0.40730960,0.00000000
-4.42121061,0.71256755,0.18182424,0.22582659,0.16258056,0.00012208,0.37574421,0.00000000
-4.41520760,0.65311512,0.16498256,0.20726551,0.14915948,0.00011000,0.34462169,0.00000000
-4.40920460,0.59502607,0.14896343,0.18907064,0.13599968,0.00009850,0.31421508,0.00000000
-4.40320160,0.53881622,0.13382163,0.17141085,0.12323505,0.00008766,0.28477756,0.00000000
-4.39719860,0.48494067,0.11960444,0.15443597,0.11098186,0.00007754,0.25653605,0.00000000
-4.39119560,0.43378649,0.10635007,0.13827420,0.09933788,0.00006816,0.22968637,0.00000000
-4.38519260,0.38566875,0.09408689,0.12303054,0.08838216,0.00005956,0.20439008,0.00000000
-4.37918959,0.34082953,0.08283323,0.10878617,0.07817550,0.00005175,0.18077298,0.00000000
-4.37318659,0.29943991,0.07259786,0.09559884,0.06876151,0.00004473,0.15892511,0.00000000
-4.36718359,0.26160447,0.06338103,0.08350394,0.06016818,0.00003850,0.13890226,0.00000000
-4.36118059,0.22736788,0.05517602,0.07251646,0.05240982,0.00003303,0.12072865,0.00000000
-4.35517759,0.19672333,0.04797112,0.06263329,0.04548942,0.00002830,0.10440059,0.00000000
-4.34917459,0.16962209,0.04175188,0.05383618,0.03940112,0.00002429,0.08989099,0.00000000
-4.34317159,0.14598391,0.03650360,0.04609473,0.03413286,0.00002098,0.07715428,0.00000000
-4.33716858,0.12570770,0.03221395,0.03936966,0.02966905,0.00001835,0.06613165,0.00000000
-4.33116558,0.10868211,0.02887551,0.03361602,0.02599313,0.00001638,0.05675631,0.00000000
-4.32516258,0.09479571,0.02648831,0.02878627,0.02308999,0.00001506,0.04895861,0.00000000
-4.31915958,0.08394624,0.02506210,0.02483312,0.02094818,0.00001439,0.04267082,0.00000000
-4.31315658,0.07604885,0.02461830,0.02171215,0.01956178,0.00001439,0.03783143,0.00000000
-4.30715358,0.07104300,0.02519166,0.01938394,0.01893188,0.00001507,0.03438885,0.00000000
