energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-3.49074537,1.22883839,0.35623098,0.56137240,0.00148069,0.00663780,0.10299798,0.45761679,0.00465797,0.02577079
-3.48474237,1.31773850,0.38412894,0.60262766,0.00155591,0.00664974,0.11032997,0.49094871,0.00478276,0.02770836
-3.47873937,1.41198929,0.41407068,0.64627202,0.00162973,0.00673437,0.11825447,0.52612107,0.00490125,0.03001342
-3.47273637,1.51146883,0.44622261,0.69233207,0.00170158,0.00688489,0.12678860,0.56291880,0.00501290,0.03267132
-3.46673337,1.61603456,0.48074807,0.74082331,0.00177088,0.00709616,0.13595103,0.60111406,0.00511744,0.03566927
-3.46073037,1.72551209,0.51779959,0.79174393,0.00183701,0.00736445,0.14576024,0.64046585,0.00521485,0.03899572
-3.45472736,1.83968411,0.55751018,0.84506830,0.00189933,0.00768725,0.15623261,0.68072040,0.00530528,0.04263965
-3.44872436,1.95827953,0.59998389,0.90074038,0.00195721,0.00806297,0.16738036,0.72161244,0.00538900,0.04658980
-3.44272136,2.08096315,0.64528584,0.95866709,0.00200997,0.00849064,0.17920922,0.76286718,0.00546639,0.05083392
-3.43671836,2.20732617,0.69343203,1.01871211,0.00205699,0.00896968,0.19171604,0.80420308,0.00553784,0.05535790
-3.43071536,2.33687774,0.74437920,1.08068992,0.00209764,0.00949953,0.20488643,0.84533504,0.00560371,0.06014508
-3.42471236,2.46903776,0.79801531,1.14436067,0.00213134,0.01007946,0.21869229,0.88597792,0.00566433,0.06517541
-3.41870935,2.60313115,0.85415093,1.20942582,0.00215757,0.01070826,0.23308965,0.92585022,0.00571996,0.07042479
-3.41270635,2.73838410,0.91251211,1.27552492,0.00217589,0.01138399,0.24801656,0.96467760,0.00577072,0.07586450
-3.40670335,2.87392246,0.97273518,1.34223380,0.00218593,0.01210383,0.26339153,1.00219624,0.00581663,0.08146069
-3.40070035,3.00877282,1.03436405,1.40906445,0.00218746,0.01286389,0.27911226,1.03815578,0.00585759,0.08717414
-3.39469735,3.14186672,1.09685039,1.47546682,0.00218034,0.01365909,0.29505508,1.07232193,0.00589335,0.09296016
-3.38869435,3.27204855,1.15955713,1.54083287,0.00216456,0.01448311,0.31107511,1.10447865,0.00592357,0.09876880
-3.38269135,3.39808747,1.22176549,1.60450300,0.00214026,0.01532839,0.32700720,1.13443002,0.00594778,0.10454531
-3.37668834,3.51869372,1.28268586,1.66577516,0.00210768,0.01618617,0.34266774,1.16200201,0.00596541,0.11023089
-3.37068534,3.63253968,1.34147238,1.72391650,0.00206720,0.01704661,0.35785750,1.18704407,0.00597583,0.11576386
-3.36468234,3.73828536,1.39724102,1.77817759,0.00201933,0.01789899,0.37236536,1.20943097,0.00597835,0.12108103
-3.35867934,3.83460832,1.44909089,1.82780897,0.00196467,0.01873192,0.38597287,1.22906481,0.00597226,0.12611939
-3.35267634,3.92023712,1.49612805,1.87207972,0.00190393,0.01953364,0.39845967,1.24587737,0.00595685,0.13081808
-3.34667334,3.99398760,1.53749116,1.91029727,0.00183787,0.02029235,0.40960950,1.25983282,0.00593146,0.13512046
-3.34067034,4.05480054,1.57237784,1.94182806,0.00176735,0.02099657,0.41921664,1.27093065,0.00589545,0.13897634
-3.33466733,4.10177921,1.60007088,1.96611808,0.00169323,0.02163550,0.42709241,1.27920872,0.00584831,0.14234410
-3.32866433,4.13422506,1.61996300,1.98271234,0.00161643,0.02219940,0.43307168,1.28474616,0.00578963,0.14519276
-3.32266133,4.15166964,1.63157904,1.99127250,0.00153786,0.02267994,0.43701888,1.28766574,0.00571915,0.14750374
-3.31665833,4.15390089,1.63459456,1.99159162,0.00145844,0.02307051,0.43883324,1.28813540,0.00563676,0.14927225
-3.31065533,4.14098207,1.62884977,1.98360523,0.00137906,0.02336649,0.43845312,1.28636854,0.00554256,0.15050824
-3.30465233,4.11326179,1.61435811,1.96739811,0.00130058,0.02356545,0.43585904,1.28262260,0.00543683,0.15123671
-3.29864932,4.07137406,1.59130888,1.94320617,0.00122384,0.02366726,0.43107528,1.27719576,0.00532006,0.15149747
-3.29264632,4.01622782,1.56006372,1.91141321,0.00114962,0.02367414,0.42416997,1.27042141,0.00519292,0.15134413
-3.28664332,3.94898572,1.52114697,1.87254261,0.00107865,0.02359056,0.41525356,1.26266044,0.00505632,0.15084253
-3.28064032,3.87103282,1.47523023,1.82724412,0.00101162,0.02342315,0.40447579,1.25429130,0.00491133,0.15006844
-3.27463732,3.78393625,1.42311188,1.77627636,0.00094916,0.02318043,0.39202121,1.24569814,0.00475919,0.14910475
-3.26863432,3.68939757,1.36569231,1.72048579,0.00089184,0.02287251,0.37810352,1.23725744,0.00460127,0.14803822
-3.26263132,3.58919979,1.30394617,1.66078298,0.00084017,0.02251079,0.36295890,1.22932367,0.00443909,0.14695588
-3.25662831,3.48515166,1.23889269,1.59811751,0.00079462,0.02210745,0.34683873,1.22221472,0.00427422,0.14594136
-3.25062531,3.37903185,1.17156548,1.53345235,0.00075559,0.02167516,0.33000203,1.21619781,0.00410831,0.14507114
-3.24462231,3.27253559,1.10298315,1.46773918,0.00072344,0.02122657,0.31270782,1.21147685,0.00394300,0.14441114
-3.23861931,3.16722653,1.03412186,1.40189550,0.00069844,0.02077394,0.29520796,1.20818186,0.00377994,0.14401359
-3.23261631,3.06449585,0.96589099,1.33678458,0.00068084,0.02032884,0.27774055,1.20636134,0.00362075,0.14391459
-3.22661331,2.96553074,0.89911275,1.27319908,0.00067081,0.01990180,0.26052436,1.20597821,0.00346696,0.14413221
-3.22061031,2.87129336,0.83450628,1.21184867,0.00066845,0.01950212,0.24375426,1.20690963,0.00332006,0.14466553
-3.21460730,2.78251118,0.77267683,1.15335216,0.00067381,0.01913776,0.22759795,1.20895107,0.00318143,0.14549443
-3.20860430,2.69967858,0.71410992,1.09823400,0.00068687,0.01881526,0.21219399,1.21182462,0.00305237,0.14658040
-3.20260130,2.62306938,0.65917036,1.04692497,0.00070753,0.01853984,0.19765110,1.21519111,0.00293408,0.14786805
-3.19659830,2.55275901,0.60810591,0.99976664,0.00073561,0.01831549,0.18404866,1.21866583,0.00282768,0.14928754
-3.19059530,2.48865461,0.56105477,0.95701887,0.00077087,0.01814517,0.17143826,1.22183690,0.00273421,0.15075764
-3.18459230,2.43053120,0.51805637,0.91886962,0.00081295,0.01803109,0.15984619,1.22428548,0.00265464,0.15218932
-3.17858929,2.37807135,0.47906456,0.88544624,0.00086144,0.01797497,0.14927657,1.22560690,0.00258989,0.15348969
-3.17258629,2.33090603,0.44396234,0.85682720,0.00091582,0.01797833,0.13971490,1.22543141,0.00254084,0.15456613
-3.16658329,2.28865422,0.41257728,0.83305360,0.00097547,0.01804282,0.13113192,1.22344359,0.00250833,0.15533040
-3.16058029,2.25095887,0.38469692,0.81413955,0.00103969,0.01817043,0.12348736,1.21939940,0.00249317,0.15570245
-3.15457729,2.21751752,0.36008328,0.80008083,0.00110770,0.01836370,0.11673357,1.21313983,0.00249613,0.15561388
-3.14857429,2.18810573,0.33848603,0.79086136,0.00117864,0.01862583,0.11081880,1.20460045,0.00251797,0.15501081
-3.14257129,2.16259258,0.31965381,0.78645726,0.00125157,0.01896073,0.10568994,1.19381650,0.00255938,0.15385606
-3.13656828,2.14094751,0.30334349,0.78683835,0.00132550,0.01937297,0.10129475,1.18092299,0.00262099,0.15213051
-3.13056528,2.12323870,0.28932701,0.79196731,0.00139941,0.01986756,0.09758351,1.16615004,0.00270334,0.14983374
-3.12456228,2.10962353,0.27739610,0.80179679,0.00147225,0.02044977,0.09451000,1.14981368,0.00280685,0.14698369
-3.11855928,2.10033215,0.26736473,0.81626495,0.00154301,0.02112472,0.09203203,1.13230259,0.00293181,0.14361571
-3.11255628,2.09564573,0.25906969,0.83529007,0.00161067,0.02189702,0.09011142,1.11406161,0.00307833,0.13978078
-3.10655328,2.09587103,0.25236951,0.85876481,0.00167430,0.02277027,0.08871360,1.09557284,0.00324629,0.13554321
-3.10055028,2.10131326,0.24714215,0.88655091,0.00173305,0.02374665,0.08780697,1.07733547,0.00343538,0.13097792
-3.09454727,2.11224918,0.24328175,0.91847489,0.00178619,0.02482638,0.08736211,1.05984532,0.00364501,0.12616737
-3.08854427,2.12890226,0.24069493,0.95432546,0.00183314,0.02600736,0.08735086,1.04357518,0.00387433,0.12119842
-3.08254127,2.15142160,0.23929698,0.99385288,0.00187346,0.02728478,0.08774554,1.02895693,0.00412223,0.11615919
-3.07653827,2.17986592,0.23900817,1.03677074,0.00190690,0.02865091,0.08851831,1.01636637,0.00438734,0.11113612
-3.07053527,2.21419352,0.23975058,1.08276021,0.00193340,0.03009493,0.08964066,1.00611122,0.00466806,0.10621136
-3.06453227,2.25425886,0.24144558,1.13147655,0.00195308,0.03160299,0.09108324,0.99842307,0.00496256,0.10146043
-3.05852926,2.29981556,0.24401209,1.18255777,0.00196626,0.03315834,0.09281586,0.99345318,0.00526888,0.09695059
-3.05252626,2.35052570,0.24736562,1.23563481,0.00197344,0.03474166,0.09480784,0.99127242,0.00558490,0.09273945
-3.04652326,2.40597435,0.25141830,1.29034272,0.00197526,0.03633157,0.09702852,0.99187498,0.00590851,0.08887434
-3.04052026,2.46568833,0.25607948,1.34633205,0.00197251,0.03790518,0.09944792,0.99518542,0.00623756,0.08539202
-3.03451726,2.52915771,0.26125707,1.40327975,0.00196607,0.03943881,0.10203755,1.00106857,0.00657002,0.08231890
-3.02851426,2.59585852,0.26685935,1.46089872,0.00195692,0.04090882,0.10477123,1.00934149,0.00690401,0.07967162
-3.02251126,2.66527493,0.27279700,1.51894531,0.00194602,0.04229242,0.10762586,1.01978676,0.00723784,0.07745799
-3.01650825,2.73691959,0.27898525,1.57722415,0.00193437,0.04356852,0.11058208,1.03216615,0.00757014,0.07567807
-3.01050525,2.81035039,0.28534593,1.63558985,0.00192290,0.04471851,0.11362472,1.04623411,0.00789982,0.07432543
-3.00450225,2.88518292,0.29180921,1.69394529,0.00191246,0.04572707,0.11674304,1.06175005,0.00822615,0.07338839
-2.99849925,2.96109748,0.29831493,1.75223648,0.00190378,0.04658271,0.11993072,1.07848902,0.00854877,0.07285132
-2.99249625,3.03784048,0.30481333,1.81044405,0.00189744,0.04727829,0.12318551,1.09625021,0.00886765,0.07269575
-2.98649325,3.11522003,0.31126525,1.86857197,0.00189388,0.04781136,0.12650869,1.11486287,0.00918312,0.07290133
-2.98049025,3.19309635,0.31764160,1.92663391,0.00189331,0.04818426,0.12990422,1.13418964,0.00949578,0.07344672
-2.97448724,3.27136745,0.32392226,1.98463817,0.00189579,0.04840408,0.13337771,1.15412710,0.00980647,0.07431016
-2.96848424,3.34995144,0.33009443,2.04257203,0.00190118,0.04848245,0.13693526,1.17460386,0.01011618,0.07546989
-2.96248124,3.42876652,0.33615051,2.10038641,0.00190913,0.04843510,0.14058226,1.19557651,0.01042599,0.07690443
-2.95647824,3.50771029,0.34208566,2.15798207,0.00191916,0.04828131,0.14432210,1.21702362,0.01073695,0.07859265
-2.95047524,3.58663974,0.34789526,2.21519793,0.00193062,0.04804322,0.14815509,1.23893859,0.01105002,0.08051373
-2.94447224,3.66535334,0.35357229,2.27180269,0.00194273,0.04774504,0.15207743,1.26132169,0.01136596,0.08264703
-2.93846923,3.74357655,0.35910497,2.32749007,0.00195465,0.04741219,0.15608044,1.28417188,0.01168527,0.08497194
-2.93246623,3.82095181,0.36447472,2.38187837,0.00196546,0.04707044,0.16015007,1.30747902,0.01200810,0.08746758
-2.92646323,3.89703366,0.36965458,2.43451439,0.00197424,0.04674500,0.16426665,1.33121675,0.01233421,0.09011271
-2.92046023,3.97128948,0.37460826,2.48488166,0.00198007,0.04645970,0.16840499,1.35533669,0.01266291,0.09288541
-2.91445723,4.04310585,0.37928983,2.53241288,0.00198210,0.04623620,0.17253477,1.37976390,0.01299306,0.09576306
-2.90845423,4.11180031,0.38364416,2.57650570,0.00197957,0.04609330,0.17662118,1.40439415,0.01332306,0.09872213
-2.90245123,4.17663787,0.38760800,2.61654156,0.00197182,0.04604636,0.18062588,1.42909275,0.01365086,0.10173820
-2.89644822,4.23685145,0.39111185,2.65190637,0.00195834,0.04610684,0.18450803,1.45369515,0.01397398,0.10478592
-2.89044522,4.29166525,0.39408227,2.68201235,0.00193879,0.04628193,0.18822558,1.47800902,0.01428956,0.10783908
-2.88444222,4.34031991,0.39644478,2.70631990,0.00191301,0.04657442,0.19173655,1.50181787,0.01459441,0.11087068
-2.87843922,4.38209836,0.39812707,2.72435871,0.00188100,0.04698258,0.19500040,1.52488574,0.01488506,0.11385306
-2.87243622,4.41635122,0.39906241,2.73574714,0.00184298,0.04750026,0.19797933,1.54696295,0.01515783,0.11675812
-2.86643322,4.44252084,0.39919310,2.74020923,0.00179933,0.04811709,0.20063948,1.56779267,0.01540891,0.11955745
-2.86043022,4.46016315,0.39847379,2.73758871,0.00175063,0.04881882,0.20295210,1.58711795,0.01563439,0.12222268
-2.85442721,4.46896680,0.39687460,2.72785962,0.00169760,0.04958778,0.20489455,1.60468922,0.01583039,0.12472579
-2.84842421,4.46876896,0.39438380,2.71113335,0.00164112,0.05040341,0.20645112,1.62027196,0.01599307,0.12703949
-2.84242121,4.45956786,0.39100998,2.68766200,0.00158221,0.05124296,0.20761381,1.63365448,0.01611872,0.12913774
-2.83641821,4.44153170,0.38678371,2.65783813,0.00152200,0.05208219,0.20838287,1.64465558,0.01620385,0.13099627
-2.83041521,4.41500404,0.38175850,2.62219113,0.00146172,0.05289618,0.20876723,1.65313201,0.01624525,0.13259333
-2.82441221,4.38050577,0.37601111,2.58138048,0.00140267,0.05366018,0.20878490,1.65898547,0.01624003,0.13391032
-2.81840920,4.33873361,0.36964116,2.53618608,0.00134622,0.05435044,0.20846305,1.66216906,0.01618577,0.13493267
-2.81240620,4.29055523,0.36277005,2.48749622,0.00129382,0.05494511,0.20783815,1.66269270,0.01608051,0.13565063
-2.80640320,4.23700082,0.35553926,2.43629323,0.00124693,0.05542498,0.20695585,1.66062750,0.01592288,0.13606009
-2.80040020,4.17925123,0.34810800,2.38363719,0.00120705,0.05577425,0.20587069,1.65610846,0.01571217,0.13616341
-2.79439720,4.11862213,0.34065027,2.33064802,0.00117574,0.05598118,0.20464566,1.64933540,0.01544835,0.13596998
-2.78839420,4.05654437,0.33335149,2.27848600,0.00115454,0.05603855,0.20335148,1.64057166,0.01513216,0.13549684
-2.78239120,3.99454016,0.32640460,2.22833102,0.00114503,0.05594406,0.20206562,1.63014023,0.01476516,0.13476885
-2.77638819,3.93419507,0.32000589,2.18136070,0.00114878,0.05570048,0.20087100,1.61841735,0.01434969,0.13381875
-2.77038519,3.87712595,0.31435044,2.13872767,0.00116734,0.05531564,0.19985444,1.60582327,0.01388896,0.13268684
-2.76438219,3.82494510,0.30962753,2.10153625,0.00120225,0.05480222,0.19910464,1.59281033,0.01338693,0.13142034
-2.75837919,3.77922132,0.30601583,2.07081891,0.00125497,0.05417738,0.19871003,1.57984867,0.01284835,0.13007236
-2.75237619,3.74143862,0.30367876,2.04751298,0.00132687,0.05346218,0.19875621,1.56740995,0.01227859,0.12870058
-2.74637319,3.71295394,0.30275995,2.03243812,0.00141919,0.05268083,0.19932319,1.55594964,0.01168363,0.12736565
-2.74037019,3.69495513,0.30337904,2.02627525,0.00153298,0.05185990,0.20048259,1.54588877,0.01106986,0.12612925
-2.73436718,3.68842104,0.30562788,2.02954755,0.00166906,0.05102731,0.20229476,1.53759593,0.01044399,0.12505206
-2.72836418,3.69408533,0.30956740,2.04260426,0.00182795,0.05021140,0.20480597,1.53137048,0.00981284,0.12419164
-2.72236118,3.71240588,0.31522509,2.06560799,0.00200982,0.04943988,0.20804591,1.52742799,0.00918324,0.12360027
-2.71635818,3.74354143,0.32259334,2.09852620,0.00221439,0.04873888,0.21202550,1.52588871,0.00856180,0.12332297
-2.71035518,3.78733691,0.33162871,2.14112730,0.00244096,0.04813208,0.21673525,1.52677000,0.00795479,0.12339569
-2.70435218,3.84331856,0.34225211,2.19298180,0.00268826,0.04763988,0.22214417,1.52998311,0.00736798,0.12384383
-2.69834917,3.91069961,0.35435008,2.25346867,0.00295448,0.04727872,0.22819941,1.53533488,0.00680654,0.12468118
-2.69234617,3.98839654,0.36777696,2.32178692,0.00323724,0.04706065,0.23482661,1.54253429,0.00627487,0.12590928
-2.68634317,4.07505578,0.38235808,2.39697213,0.00353355,0.04699290,0.24193111,1.55120371,0.00577662,0.12751724
-2.68034017,4.16908985,0.39789377,2.47791741,0.00383990,0.04707778,0.24939979,1.56089442,0.00531454,0.12948216
-2.67433717,4.26872168,0.41416416,2.56339839,0.00415224,0.04731263,0.25710373,1.57110553,0.00489056,0.13176990
-2.66833417,4.37203528,0.43093453,2.65210111,0.00446608,0.04768999,0.26490139,1.58130553,0.00450574,0.13433642
-2.66233117,4.47703080,0.44796108,2.74265218,0.00477658,0.04819793,0.27264234,1.59095514,0.00416035,0.13712945
-2.65632816,4.58168174,0.46499695,2.83365014,0.00507867,0.04882042,0.28017135,1.59953047,0.00385392,0.14009045
-2.65032516,4.68399184,0.48179826,2.92369698,0.00536717,0.04953791,0.28733261,1.60654510,0.00358533,0.14315680
-2.64432216,4.78204980,0.49813001,3.01142904,0.00563696,0.05032790,0.29397406,1.61157006,0.00335293,0.14626413
-2.63831916,4.87407937,0.51377166,3.09554628,0.00588313,0.05116565,0.29995157,1.61425072,0.00315461,0.14934861
-2.63231616,4.95848348,0.52852217,3.17483926,0.00610114,0.05202486,0.30513277,1.61431961,0.00298799,0.15234916
-2.62631316,5.03388089,0.54220446,3.24821321,0.00628700,0.05287840,0.30940057,1.61160490,0.00285047,0.15520947
-2.62031016,5.09913435,0.55466911,3.31470871,0.00643737,0.05369903,0.31265611,1.60603398,0.00273939,0.15787973
-2.61430715,5.15336997,0.56579729,3.37351863,0.00654973,0.05446010,0.31482108,1.59763228,0.00265209,0.16031809
-2.60830415,5.19598763,0.57550274,3.42400121,0.00662247,0.05513624,0.31583942,1.58651760,0.00258606,0.16249168
-2.60230115,5.22666262,0.58373297,3.46568905,0.00665496,0.05570396,0.31567831,1.57289042,0.00253898,0.16437721
-2.59629815,5.24533938,0.59046944,3.49829418,0.00664759,0.05614219,0.31432847,1.55702088,0.00250877,0.16596128
-2.59029515,5.25221786,0.59572700,3.52170904,0.00660179,0.05643283,0.31180385,1.53923342,0.00249367,0.16724016
-2.58429215,5.24773389,0.59955235,3.53600370,0.00651993,0.05656107,0.30814063,1.51988981,0.00249225,0.16821933
-2.57828914,5.23253443,0.60202187,3.54141936,0.00640535,0.05651578,0.30339576,1.49937180,0.00250342,0.16891261
-2.57228614,5.20744890,0.60323852,3.53835820,0.00626214,0.05628969,0.29764497,1.47806409,0.00252642,0.16934113
-2.56628314,5.17345780,0.60332829,3.52736999,0.00609509,0.05587949,0.29098040,1.45633858,0.00256084,0.16953204
-2.56028014,5.13165959,0.60243595,3.50913549,0.00590948,0.05528586,0.28350794,1.43454064,0.00260653,0.16951712
-2.55427714,5.08323681,0.60072036,3.48444708,0.00571092,0.05451337,0.27534441,1.41297786,0.00266361,0.16933135
-2.54827414,5.02942226,0.59834945,3.45418688,0.00550515,0.05357025,0.26661450,1.39191159,0.00273243,0.16901144
-2.54227114,4.97146611,0.59549492,3.41930287,0.00529786,0.05246813,0.25744775,1.37155160,0.00281349,0.16859451
-2.53626813,4.91060438,0.59232692,3.38078348,0.00509450,0.05122162,0.24797560,1.35205361,0.00290742,0.16811676
-2.53026513,4.84802965,0.58900872,3.33963133,0.00490008,0.04984786,0.23832844,1.33351975,0.00301491,0.16761240
-2.52426213,4.78486422,0.58569164,3.29683682,0.00471907,0.04836606,0.22863291,1.31600132,0.00313671,0.16711270
-2.51825913,4.72213647,0.58251040,3.25335231,0.00455520,0.04679686,0.21900947,1.29950367,0.00327351,0.16664524
-2.51225613,4.66076064,0.57957899,3.21006776,0.00441141,0.04516187,0.20957013,1.28399262,0.00342599,0.16623339
-2.50625313,4.60152050,0.57698727,3.16778870,0.00428978,0.04348305,0.20041662,1.26940185,0.00359470,0.16589595
-2.50025013,4.54505726,0.57479847,3.12721719,0.00419145,0.04178219,0.19163886,1.25564077,0.00378011,0.16564706
-2.49424712,4.49186192,0.57304762,3.08893661,0.00411666,0.04008044,0.18331384,1.24260252,0.00398251,0.16549616
-2.48824412,4.44227221,0.57174109,3.05340078,0.00406475,0.03839783,0.17550482,1.23017153,0.00420205,0.16544824
-2.48224112,4.39647430,0.57085719,3.02092785,0.00403425,0.03675296,0.16826102,1.21823043,0.00443869,0.16550409
-2.47623812,4.35450895,0.57034784,2.99169909,0.00402295,0.03516270,0.16161758,1.20666610,0.00469218,0.16566078
-2.47023512,4.31628208,0.57014133,2.96576255,0.00402798,0.03364195,0.15559595,1.19537467,0.00496206,0.16591208
-2.46423212,4.28157919,0.57014588,2.94304139,0.00404600,0.03220354,0.15020452,1.18426550,0.00524766,0.16624902
-2.45822911,4.25008307,0.57025402,2.92334616,0.00407329,0.03085819,0.14543958,1.17326412,0.00554806,0.16666041
-2.45222611,4.22139406,0.57034747,2.90639059,0.00410593,0.02961450,0.14128648,1.16231425,0.00586211,0.16713339
-2.44622311,4.19505204,0.57030230,2.89180969,0.00413991,0.02847908,0.13772095,1.15137909,0.00618840,0.16765392
-2.44022011,4.17055913,0.56999414,2.87917944,0.00417132,0.02745663,0.13471054,1.14044186,0.00652528,0.16820723
-2.43421711,4.14740211,0.56930322,2.86803691,0.00419644,0.02655014,0.13221611,1.12950594,0.00687084,0.16877823
-2.42821411,4.12507368,0.56811884,2.85789971,0.00421192,0.02576111,0.13019333,1.11859464,0.00722291,0.16935184
-2.42221111,4.10309165,0.56634328,2.84828409,0.00421480,0.02508968,0.12859413,1.10775075,0.00757907,0.16991322
-2.41620810,4.08101527,0.56389480,2.83872066,0.00420270,0.02453495,0.12736809,1.09703588,0.00793668,0.17044802
-2.41020510,4.05845830,0.56070972,2.82876738,0.00417380,0.02409511,0.12646375,1.08652977,0.00829285,0.17094249
-2.40420210,4.03509829,0.55674342,2.81801933,0.00412690,0.02376767,0.12582973,1.07632948,0.00864454,0.17138357
-2.39819910,4.01068227,0.55197041,2.80611529,0.00406144,0.02354964,0.12541579,1.06654841,0.00898852,0.17175894
-2.39219610,3.98502873,0.54638344,2.79274124,0.00397752,0.02343772,0.12517375,1.05731526,0.00932146,0.17205710
-2.38619310,3.95802647,0.53999181,2.77763118,0.00387582,0.02342837,0.12505827,1.04877273,0.00963999,0.17226741
-2.38019010,3.92963081,0.53281909,2.76056587,0.00375756,0.02351801,0.12502757,1.04107590,0.00994073,0.17238014
-2.37418709,3.89985784,0.52490040,2.74137013,0.00362450,0.02370308,0.12504400,1.03439031,0.01022038,0.17238662
-2.36818409,3.86877746,0.51627957,2.71990942,0.00347876,0.02398009,0.12507458,1.02888959,0.01047580,0.17227938
-2.36218109,3.83650595,0.50700634,2.69608643,0.00332283,0.02434572,0.12509146,1.02475261,0.01070411,0.17205237
-2.35617809,3.80319868,0.49713381,2.66983837,0.00315943,0.02479683,0.12507231,1.02216012,0.01090275,0.17170124
-2.35017509,3.76904349,0.48671636,2.64113527,0.00299143,0.02533044,0.12500062,1.02129086,0.01106957,0.17122363
-2.34417209,3.73425509,0.47580812,2.60997974,0.00282177,0.02594376,0.12486597,1.02231706,0.01120293,0.17061950
-2.33816908,3.69907049,0.46446215,2.57640810,0.00265338,0.02663412,0.12466418,1.02539952,0.01130176,0.16989148
-2.33216608,3.66374551,0.45273013,2.54049287,0.00248910,0.02739891,0.12439735,1.03068215,0.01136562,0.16904515
-2.32616308,3.62855188,0.44066285,2.50234609,0.00233163,0.02823548,0.12407373,1.03828620,0.01139474,0.16808923
-2.32016008,3.59377469,0.42831105,2.46212308,0.00218346,0.02914103,0.12370749,1.04830413,0.01139009,0.16703575
-2.31415708,3.55970953,0.41572668,2.42002586,0.00204686,0.03011247,0.12331823,1.06079350,0.01135329,0.16590001
-2.30815408,3.52665886,0.40296437,2.37630562,0.00192380,0.03114624,0.12293034,1.07577087,0.01128670,0.16470035
-2.30215108,3.49492701,0.39008286,2.33126355,0.00181602,0.03223812,0.12257214,1.09320608,0.01119328,0.16345784
-2.29614807,3.46481358,0.37714629,2.28524941,0.00172492,0.03338307,0.12227476,1.11301707,0.01107656,0.16219566
-2.29014507,3.43660496,0.36422508,2.23865743,0.00165166,0.03457501,0.12207087,1.13506562,0.01094056,0.16093839
-2.28414207,3.41056413,0.35139636,2.19191935,0.00159709,0.03580663,0.12199330,1.15915429,0.01078961,0.15971109
-2.27813907,3.38691886,0.33874383,2.14549458,0.00156182,0.03706927,0.12207343,1.18502479,0.01062828,0.15853826
-2.27213607,3.36584910,0.32635694,2.09985770,0.00154621,0.03835279,0.12233967,1.21235821,0.01046119,0.15744275
-2.26613307,3.34747404,0.31432944,2.05548390,0.00155039,0.03964546,0.12281582,1.24077723,0.01029286,0.15644463
-2.26013007,3.33183991,0.30275741,2.01283286,0.00157429,0.04093404,0.12351963,1.26985052,0.01012759,0.15556011
-2.25412706,3.31890942,0.29173676,1.97233208,0.00161764,0.04220376,0.12446149,1.29909957,0.00996925,0.15480060
-2.24812406,3.30855381,0.28136040,1.93436051,0.00168002,0.04343855,0.12564336,1.32800777,0.00982120,0.15417193
-2.24212106,3.30054843,0.27171521,1.89923332,0.00176082,0.04462123,0.12705804,1.35603175,0.00968614,0.15367381
-2.23611806,3.29457244,0.26287902,1.86718881,0.00185932,0.04573384,0.12868873,1.38261476,0.00956606,0.15329953
-2.23011506,3.29021324,0.25491771,1.83837820,0.00197462,0.04675805,0.13050913,1.40720169,0.00946214,0.15303604
-2.22411206,3.28697569,0.24788266,1.81285883,0.00210568,0.04767561,0.13248382,1.42925536,0.00937473,0.15286426
-2.21810905,3.28429601,0.24180862,1.79059116,0.00225135,0.04846883,0.13456909,1.44827340,0.00930338,0.15275972
-2.21210605,3.28155992,0.23671219,1.77143980,0.00241029,0.04912119,0.13671425,1.46380521,0.00924687,0.15269351
-2.20610305,3.27812423,0.23259093,1.75517844,0.00258105,0.04961785,0.13886309,1.47546826,0.00920326,0.15263334
-2.20010005,3.27334094,0.22942315,1.74149829,0.00276198,0.04994617,0.14095582,1.48296302,0.00917000,0.15254493
-2.19409705,3.26658265,0.22716846,1.73001982,0.00295131,0.05009626,0.14293101,1.48608588,0.00914407,0.15239337
-2.18809405,3.25726811,0.22576891,1.72030683,0.00314709,0.05006137,0.14472776,1.48473951,0.00912207,0.15214456
-2.18209105,3.24488650,0.22515089,1.71188248,0.00334721,0.04983829,0.14628784,1.47894003,0.00910044,0.15176667
-2.17608804,3.22901952,0.22522742,1.70424626,0.00354942,0.04942761,0.14755766,1.46882073,0.00907554,0.15123137
-2.17008504,3.20936003,0.22590106,1.69689135,0.00375131,0.04883383,0.14849025,1.45463204,0.00904386,0.15051508
-2.16408204,3.18572659,0.22706704,1.68932154,0.00395037,0.04806549,0.14904675,1.43673772,0.00900216,0.14959991
-2.15807904,3.15807337,0.22861666,1.68106721,0.00414401,0.04713502,0.14919781,1.41560739,0.00894757,0.14847440
-2.15207604,3.12649500,0.23044084,1.67169977,0.00432955,0.04605862,0.14892452,1.39180564,0.00887776,0.14713407
-2.14607304,3.09122663,0.23243356,1.66084426,0.00450436,0.04485596,0.14821897,1.36597817,0.00879103,0.14558170
-2.14007004,3.05263922,0.23449527,1.64818987,0.00466581,0.04354983,0.14708446,1.33883555,0.00868640,0.14382738
-2.13406703,3.01123072,0.23653596,1.63349808,0.00481139,0.04216568,0.14553536,1.31113515,0.00856367,0.14188834
-2.12806403,2.96761368,0.23847795,1.61660864,0.00493875,0.04073118,0.14359658,1.28366216,0.00842348,0.13978866
