energy_ev,total_up,Cd_p_up,Cd_d_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up
-6.00000000,1.09585782,0.67937559,0.19515870,0.22357696,0.00000000,0.26346259,0.00000000
-5.99399700,1.11870608,0.70684172,0.19843100,0.22890724,0.00000000,0.26434344,0.00000000
-5.98799400,1.14072734,0.73564440,0.20134145,0.23432325,0.00000000,0.26537722,0.00000000
-5.98199100,1.16133574,0.76497894,0.20381812,0.23971942,0.00000000,0.26642671,0.00000000
-5.97598799,1.17997320,0.79406587,0.20579315,0.24499511,0.00000000,0.26736661,0.00000000
-5.96998499,1.19611889,0.82216575,0.20720395,0.25005592,0.00000000,0.26808429,0.00000000
-5.96398199,1.20929877,0.84859303,0.20799452,0.25481479,0.00000000,0.26848038,0.00000000
-5.95797899,1.21909504,0.87272871,0.20811683,0.25919308,0.00000000,0.26846928,0.00000000
-5.95197599,1.22515503,0.89403135,0.20753230,0.26312140,0.00000000,0.26797955,0.00000000
-5.94597299,1.22719897,0.91204582,0.20621308,0.26654021,0.00000000,0.26695419,0.00000000
-5.93996998,1.22502619,0.92640970,0.20414325,0.26940024,0.00000000,0.26535068,0.00000000
-5.93396698,1.21851934,0.93685675,0.20131970,0.27166244,0.00000000,0.26314084,0.00000000
-5.92796398,1.20764609,0.94321756,0.19775262,0.27329769,0.00000000,0.26031043,0.00000000
-5.92196098,1.19245828,0.94541709,0.19346566,0.27428616,0.00000000,0.25685840,0.00000000
-5.91595798,1.17308824,0.94346940,0.18849548,0.27461637,0.00000000,0.25279591,0.00000000
-5.90995498,1.14974253,0.93746988,0.18289100,0.27428400,0.00000000,0.24814497,0.00000000
-5.90395198,1.12269322,0.92758521,0.17671204,0.27329051,0.00000000,0.24293690,0.00000000
-5.89794897,1.09226725,0.91404181,0.17002765,0.27164182,0.00000000,0.23721056,0.00000000
-5.89194597,1.05883435,0.89711329,0.16291412,0.26934688,0.00000000,0.23101046,0.00000000
-5.88594297,1.02279412,0.87710752,0.15545273,0.26641655,0.00000000,0.22438494,0.00000000
-5.87993997,0.98456305,0.85435405,0.14772744,0.26286259,0.00000000,0.21738428,0.00000000
-5.87393697,0.94456198,0.82919247,0.13982253,0.25869713,0.00000000,0.21005918,0.00000000
-5.86793397,0.90320471,0.80196209,0.13182039,0.25393241,0.00000000,0.20245929,0.00000000
-5.86193097,0.86088823,0.77299348,0.12379957,0.24858095,0.00000000,0.19463222,0.00000000
-5.85592796,0.81798489,0.74260199,0.11583302,0.24265612,0.00000000,0.18662279,0.00000000
-5.84992496,0.77483673,0.71108340,0.10798678,0.23617299,0.00000000,0.17847271,0.00000000
-5.84392196,0.73175204,0.67871162,0.10031907,0.22914945,0.00000000,0.17022055,0.00000000
-5.83791896,0.68900413,0.64573828,0.09287968,0.22160747,0.00000000,0.16190202,0.00000000
-5.83191596,0.64683189,0.61239382,0.08570984,0.21357439,0.00000000,0.15355045,0.00000000
-5.82591296,0.60544209,0.57888993,0.07884245,0.20508407,0.00000000,0.14519750,0.00000000
-5.81990995,0.56501276,0.54542271,0.07230251,0.19617787,0.00000000,0.13687387,0.00000000
-5.81390695,0.52569751,0.51217629,0.06610790,0.18690536,0.00000000,0.12861002,0.00000000
-5.80790395,0.48763018,0.47932651,0.06027027,0.17732457,0.00000000,0.12043682,0.00000000
-5.80190095,0.45092950,0.44704432,0.05479605,0.16750194,0.00000000,0.11238610,0.00000000
-5.79589795,0.41570358,0.41549867,0.04968750,0.15751177,0.00000000,0.10449092,0.00000000
-5.78989495,0.38205378,0.38485872,0.04494376,0.14743535,0.00000000,0.09678581,0.00000000
-5.78389195,0.35007800,0.35529533,0.04056181,0.13735972,0.00000000,0.08930662,0.00000000
-5.77788894,0.31987322,0.32698181,0.03653741,0.12737622,0.00000000,0.08209036,0.00000000
-5.77188594,0.29153737,0.30009391,0.03286584,0.11757889,0.00000000,0.07517478,0.00000000
-5.76588294,0.26517047,0.27480934,0.02954257,0.10806278,0.00000000,0.06859794,0.00000000
-5.75987994,0.24087532,0.25130681,0.02656382,0.09892240,0.00000000,0.06239765,0.00000000
-5.75387694,0.21875770,0.22976478,0.02392695,0.09025027,0.00000000,0.05661089,0.00000000
-5.74787394,0.19892633,0.21036003,0.02163081,0.08213572,0.00000000,0.05127339,0.00000000
-5.74187094,0.18149254,0.19326617,0.01967589,0.07466396,0.00000000,0.04641910,0.00000000
-5.73586793,0.16656992,0.17865219,0.01806446,0.06791551,0.00000000,0.04207987,0.00000000
-5.72986493,0.15427382,0.16668090,0.01680061,0.06196582,0.00000000,0.03828517,0.00000000
-5.72386193,0.14472073,0.15750742,0.01589021,0.05688529,0.00000000,0.03506193,0.00000000
-5.71785893,0.13802755,0.15127755,0.01534075,0.05273942,0.00000000,0.03243442,0.00000000
-5.71185593,0.13431058,0.14812590,0.01516117,0.04958911,0.00000000,0.03042421,0.00000000
-5.70585293,0.13368421,0.14817382,0.01536158,0.04749098,0.00000000,0.02905010,0.00000000
-5.69984992,0.13625910,0.15152681,0.01595289,0.04649767,0.00000000,0.02832811,0.00000000
-5.69384692,0.14213991,0.15827164,0.01694637,0.04665796,0.00000000,0.02827134,0.00000000
-5.68784392,0.15142233,0.16847284,0.01835311,0.04801665,0.00000000,0.02888983,0.00000000
-5.68184092,0.16418954,0.18216887,0.02018343,0.05061410,0.00000000,0.03019029,0.00000000
-5.67583792,0.18050799,0.19936790,0.02244617,0.05448542,0.00000000,0.03217579,0.00000000
-5.66983492,0.20042277,0.22004344,0.02514797,0.05965933,0.00000000,0.03484536,0.00000000
-5.66383192,0.22395246,0.24413005,0.02829247,0.06615657,0.00000000,0.03819355,0.00000000
-5.65782891,0.25108399,0.27151934,0.03187955,0.07398804,0.00000000,0.04221000,0.00000000
-5.65182591,0.28176750,0.30205676,0.03590458,0.08315273,0.00000000,0.04687907,0.00000000
-5.64582291,0.31591169,0.33553930,0.04035768,0.09363546,0.00000000,0.05217954,0.00000000
-5.63981991,0.35337990,0.37171464,0.04522321,0.10540469,0.00000000,0.05808453,0.00000000
-5.63381691,0.39398730,0.41028191,0.05047927,0.11841047,0.00000000,0.06456156,0.00000000
-5.62781391,0.43749946,0.45089433,0.05609746,0.13258271,0.00000000,0.07157295,0.00000000
-5.62181091,0.48363256,0.49316391,0.06204286,0.14782997,0.00000000,0.07907640,0.00000000
-5.61580790,0.53205546,0.53666811,0.06827421,0.16403881,0.00000000,0.08702595,0.00000000
-5.60980490,0.58239364,0.58095860,0.07474432,0.18107394,0.00000000,0.09537311,0.00000000
-5.60380190,0.63423507,0.62557149,0.08140081,0.19877924,0.00000000,0.10406827,0.00000000
-5.59779890,0.68713770,0.67003902,0.08818699,0.21697951,0.00000000,0.11306216,0.00000000
-5.59179590,0.74063858,0.71390202,0.09504301,0.23548324,0.00000000,0.12230743,0.00000000
-5.58579290,0.79426388,0.75672247,0.10190707,0.25408614,0.00000000,0.13176012,0.00000000
-5.57978989,0.84753961,0.79809567,0.10871686,0.27257527,0.00000000,0.14138089,0.00000000
-5.57378689,0.90000234,0.83766118,0.11541089,0.29073390,0.00000000,0.15113598,0.00000000
-5.56778389,0.95120942,0.87511193,0.12192989,0.30834646,0.00000000,0.16099767,0.00000000
-5.56178089,1.00074799,0.91020089,0.12821802,0.32520386,0.00000000,0.17094425,0.00000000
-5.55577789,1.04824246,0.94274477,0.13422399,0.34110844,0.00000000,0.18095934,0.00000000
-5.54977489,1.09335986,0.97262452,0.13990181,0.35587868,0.00000000,0.19103058,0.00000000
-5.54377189,1.13581277,0.99978249,0.14521141,0.36935330,0.00000000,0.20114777,0.00000000
-5.53776888,1.17535977,1.02421628,0.15011884,0.38139449,0.00000000,0.21130040,0.00000000
-5.53176588,1.21180329,1.04596964,0.15459623,0.39189027,0.00000000,0.22147483,0.00000000
-5.52576288,1.24498527,1.06512104,0.15862140,0.40075577,0.00000000,0.23165117,0.00000000
-5.51975988,1.27478080,1.08177039,0.16217727,0.40793350,0.00000000,0.24180021,0.00000000
-5.51375688,1.30109042,1.09602503,0.16525102,0.41339258,0.00000000,0.25188044,0.00000000
-5.50775388,1.32383176,1.10798572,0.16783316,0.41712704,0.00000000,0.26183559,0.00000000
-5.50175088,1.34293112,1.11773365,0.16991657,0.41915340,0.00000000,0.27159283,0.00000000
-5.49574787,1.35831592,1.12531942,0.17149551,0.41950771,0.00000000,0.28106178,0.00000000
-5.48974487,1.36990853,1.13075479,0.17256488,0.41824220,0.00000000,0.29013464,0.00000000
-5.48374187,1.37762230,1.13400771,0.17311957,0.41542193,0.00000000,0.29868743,0.00000000
-5.47773887,1.38136010,1.13500122,0.17315415,0.41112149,0.00000000,0.30658242,0.00000000
-5.47173587,1.38101564,1.13361626,0.17266283,0.40542215,0.00000000,0.31367169,0.00000000
-5.46573287,1.37647779,1.12969827,0.17163975,0.39840942,0.00000000,0.31980174,0.00000000
-5.45972986,1.36763743,1.12306735,0.17007957,0.39017129,0.00000000,0.32481890,0.00000000
-5.45372686,1.35439675,1.11353118,0.16797835,0.38079714,0.00000000,0.32857536,0.00000000
-5.44772386,1.33668014,1.10090006,0.16533459,0.37037731,0.00000000,0.33093541,0.00000000
-5.44172086,1.31444612,1.08500298,0.16215043,0.35900324,0.00000000,0.33178173,0.00000000
-5.43571786,1.28769935,1.06570387,0.15843288,0.34676823,0.00000000,0.33102115,0.00000000
-5.42971486,1.25650188,1.04291681,0.15419499,0.33376839,0.00000000,0.32858980,0.00000000
-5.42371186,1.22098284,1.01661939,0.14945686,0.32010391,0.00000000,0.32445714,0.00000000
-5.41770885,1.18134577,0.98686330,0.14424639,0.30588024,0.00000000,0.31862886,0.00000000
-5.41170585,1.13787294,0.95378156,0.13859972,0.29120919,0.00000000,0.31114822,0.00000000
-5.40570285,1.09092634,0.91759187,0.13256136,0.27620965,0.00000000,0.30209601,0.00000000
-5.39969985,1.04094510,0.87859603,0.12618379,0.26100789,0.00000000,0.29158890,0.00000000
-5.39369685,0.98843926,0.83717527,0.11952685,0.24573733,0.00000000,0.27977646,0.00000000
-5.38769385,0.93398037,0.79378200,0.11265661,0.23053784,0.00000000,0.26683683,0.00000000
-5.38169085,0.87818901,0.74892831,0.10564400,0.21555431,0.00000000,0.25297138,0.00000000
-5.37568784,0.82172019,0.70317187,0.09856319,0.20093490,0.00000000,0.23839859,0.00000000
-5.36968484,0.76524702,0.65710003,0.09148977,0.18682870,0.00000000,0.22334742,0.00000000
-5.36368184,0.70944364,0.61131289,0.08449884,0.17338308,0.00000000,0.20805055,0.00000000
-5.35767884,0.65496802,0.56640612,0.07766317,0.16074087,0.00000000,0.19273769,0.00000000
-5.35167584,0.60244551,0.52295431,0.07105138,0.14903728,0.00000000,0.17762930,0.00000000
-5.34567284,0.55245366,0.48149552,0.06472633,0.13839695,0.00000000,0.16293101,0.00000000
-5.33966983,0.50550892,0.44251750,0.05874373,0.12893100,0.00000000,0.14882872,0.00000000
-5.33366683,0.46205562,0.40644615,0.05315101,0.12073433,0.00000000,0.13548481,0.00000000
-5.32766383,0.42245752,0.37363634,0.04798654,0.11388313,0.00000000,0.12303525,0.00000000
-5.32166083,0.38699191,0.34436527,0.04327910,0.10843277,0.00000000,0.11158784,0.00000000
-5.31565783,0.35584653,0.31882846,0.03904771,0.10441609,0.00000000,0.10122143,0.00000000
-5.30965483,0.32911889,0.29713820,0.03530177,0.10184203,0.00000000,0.09198609,0.00000000
-5.30365183,0.30681813,0.27932433,0.03204137,0.10069479,0.00000000,0.08390420,0.00000000
-5.29764882,0.28886886,0.26533706,0.02925797,0.10093348,0.00000000,0.07697221,0.00000000
-5.29164582,0.27511699,0.25505183,0.02693516,0.10249219,0.00000000,0.07116308,0.00000000
-5.28564282,0.26533713,0.24827558,0.02504960,0.10528072,0.00000000,0.06642919,0.00000000
-5.27963982,0.25924133,0.24475460,0.02357213,0.10918575,0.00000000,0.06270560,0.00000000
-5.27363682,0.25648896,0.24418342,0.02246886,0.11407266,0.00000000,0.05991365,0.00000000
-5.26763382,0.25669751,0.24621474,0.02170242,0.11978792,0.00000000,0.05796461,0.00000000
-5.26163082,0.25945408,0.25047015,0.02123314,0.12616202,0.00000000,0.05676357,0.00000000
-5.25562781,0.26432747,0.25655147,0.02102027,0.13301305,0.00000000,0.05621328,0.00000000
-5.24962481,0.27088070,0.26405267,0.02102325,0.14015072,0.00000000,0.05621796,0.00000000
-5.24362181,0.27868380,0.27257198,0.02120284,0.14738091,0.00000000,0.05668714,0.00000000
-5.23761881,0.28732666,0.28172430,0.02152233,0.15451060,0.00000000,0.05753930,0.00000000
-5.23161581,0.29643190,0.29115350,0.02194864,0.16135296,0.00000000,0.05870556,0.00000000
-5.22561281,0.30566734,0.30054449,0.02245339,0.16773269,0.00000000,0.06013301,0.00000000
-5.21960980,0.31475804,0.30963476,0.02301392,0.17349122,0.00000000,0.06178804,0.00000000
-5.21360680,0.32349747,0.31822509,0.02361418,0.17849167,0.00000000,0.06365931,0.00000000
-5.20760380,0.33175753,0.32618924,0.02424556,0.18262342,0.00000000,0.06576044,0.00000000
-5.20160080,0.33949722,0.33348204,0.02490760,0.18580610,0.00000000,0.06813237,0.00000000
-5.19559780,0.34676941,0.34014586,0.02560851,0.18799273,0.00000000,0.07084522,0.00000000
-5.18959480,0.35372551,0.34631485,0.02636555,0.18917193,0.00000000,0.07399955,0.00000000
-5.18359180,0.36061776,0.35221688,0.02720520,0.18936920,0.00000000,0.07772703,0.00000000
-5.17758879,0.36779864,0.35817267,0.02816309,0.18864687,0.00000000,0.08219025,0.00000000
-5.17158579,0.37571738,0.36459220,0.02928368,0.18710306,0.00000000,0.08758168,0.00000000
-5.16558279,0.38491326,0.37196795,0.03061962,0.18486934,0.00000000,0.09412158,0.00000000
-5.15957979,0.39600554,0.38086504,0.03223087,0.18210740,0.00000000,0.10205481,0.00000000
-5.15357679,0.40968017,0.39190833,0.03418342,0.17900457,0.00000000,0.11164642,0.00000000
-5.14757379,0.42667310,0.40576644,0.03654778,0.17576860,0.00000000,0.12317602,0.00000000
-5.14157079,0.44775057,0.42313303,0.03939704,0.17262167,0.00000000,0.13693084,0.00000000
-5.13556778,0.47368659,0.44470561,0.04280477,0.16979387,0.00000000,0.15319762,0.00000000
-5.12956478,0.50523803,0.47116233,0.04684250,0.16751648,0.00000000,0.17225330,0.00000000
-5.12356178,0.54311792,0.50313732,0.05157712,0.16601511,0.00000000,0.19435478,0.00000000
-5.11755878,0.58796765,0.54119531,0.05706801,0.16550305,0.00000000,0.21972793,0.00000000
-5.11155578,0.64032883,0.58580618,0.06336423,0.16617499,0.00000000,0.24855617,0.00000000
-5.10555278,0.70061586,0.63732052,0.07050158,0.16820133,0.00000000,0.28096898,0.00000000
-5.09954977,0.76909019,0.69594700,0.07849991,0.17172329,0.00000000,0.31703090,0.00000000
-5.09354677,0.84583728,0.76173260,0.08736067,0.17684895,0.00000000,0.35673129,0.00000000
-5.08754377,0.93074758,0.83454673,0.09706477,0.18365034,0.00000000,0.39997567,0.00000000
-5.08154077,1.02350239,0.91407011,0.10757105,0.19216169,0.00000000,0.44657889,0.00000000
-5.07553777,1.12356579,0.99978935,0.11881524,0.20237893,0.00000000,0.49626090,0.00000000
-5.06953477,1.23018329,1.09099777,0.13070980,0.21426036,0.00000000,0.54864541,0.00000000
-5.06353177,1.34238802,1.18680315,0.14314443,0.22772849,0.00000000,0.60326180,0.00000000
-5.05752876,1.45901463,1.28614243,0.15598750,0.24267304,0.00000000,0.65955069,0.00000000
-5.05152576,1.57872104,1.38780328,0.16908830,0.25895480,0.00000000,0.71687311,0.00000000
-5.04552276,1.70001769,1.49045227,0.18228025,0.27641040,0.00000000,0.77452322,0.00000000
-5.03951976,1.82130346,1.59266872,0.19538469,0.29485756,0.00000000,0.83174441,0.00000000
-5.03351676,1.94090737,1.69298315,0.20821553,0.31410074,0.00000000,0.88774826,0.00000000
-5.02751376,2.05713443,1.78991910,0.22058427,0.33393694,0.00000000,0.94173578,0.00000000
-5.02151076,2.16831412,1.88203649,0.23230545,0.35416118,0.00000000,0.99292010,0.00000000
-5.01550775,2.27284946,1.96797500,0.24320212,0.37457180,0.00000000,1.04054992,0.00000000
-5.00950475,2.36926477,2.04649542,0.25311133,0.39497493,0.00000000,1.08393248,0.00000000
-5.00350175,2.45625003,2.11651741,0.26188913,0.41518827,0.00000000,1.12245540,0.00000000
-4.99749875,2.53270010,2.17715190,0.26941521,0.43504389,0.00000000,1.15560618,0.00000000
-4.99149575,2.59774702,2.22772680,0.27559662,0.45439009,0.00000000,1.18298874,0.00000000
-4.98549275,2.65078413,2.26780505,0.28037070,0.47309220,0.00000000,1.20433608,0.00000000
-4.97948974,2.69148120,2.29719420,0.28370695,0.49103248,0.00000000,1.21951876,0.00000000
-4.97348674,2.71978996,2.31594743,0.28560781,0.50810931,0.00000000,1.22854866,0.00000000
-4.96748374,2.73594016,2.32435619,0.28610837,0.52423573,0.00000000,1.23157804,0.00000000
-4.96148074,2.74042663,2.32293498,0.28527492,0.53933762,0.00000000,1.22889400,0.00000000
-4.95547774,2.73398812,2.31239942,0.28320265,0.55335187,0.00000000,1.22090866,0.00000000
-4.94947474,2.71757929,2.29363871,0.28001233,0.56622463,0.00000000,1.20814549,0.00000000
-4.94347174,2.69233710,2.26768393,0.27584645,0.57790992,0.00000000,1.19122255,0.00000000
-4.93746873,2.65954339,2.23567377,0.27086469,0.58836883,0.00000000,1.17083325,0.00000000
-4.93146573,2.62058500,2.19881908,0.26523911,0.59756930,0.00000000,1.14772551,0.00000000
-4.92546273,2.57691322,2.15836769,0.25914919,0.60548665,0.00000000,1.12268000,0.00000000
-4.91945973,2.53000361,2.11557055,0.25277682,0.61210462,0.00000000,1.09648827,0.00000000
-4.91345673,2.48131763,2.07165029,0.24630147,0.61741693,0.00000000,1.06993140,0.00000000
-4.90745373,2.43226666,2.02777267,0.23989568,0.62142913,0.00000000,1.04375969,0.00000000
