energy_ev,total_up,Bi_p_up,Bi_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.67583792,7.04603499,2.44074442,0.00720633,2.68339365,3.93518717,0.09633866,1.10602370
-5.66983492,6.88534870,2.37539558,0.00703675,2.60279915,3.84739201,0.09281716,1.10723259
-5.66383192,6.69770250,2.30080840,0.00684216,2.51239879,3.74477832,0.08896737,1.10329999
-5.65782891,6.48681445,2.21832297,0.00662746,2.41383536,3.62936464,0.08487385,1.09449518
-5.65182591,6.25662154,2.12933686,0.00639783,2.30880371,3.50328299,0.08062388,1.08116846
-5.64582291,6.01117335,2.03526884,0.00615866,2.19900691,3.36872229,0.07630499,1.06373871
-5.63981991,5.75452891,1.93752472,0.00591534,2.08611504,3.22787379,0.07200256,1.04267913
-5.63381691,5.49065999,1.83746611,0.00567313,1.97172800,3.08288025,0.06779762,1.01850205
-5.62781391,5.22336323,1.73638315,0.00543702,1.85734298,2.93578998,0.06376475,0.99174317
-5.62181091,4.95618337,1.63547154,0.00521161,1.74432754,2.78851691,0.05997033,0.96294583
-5.61580790,4.69234878,1.53581420,0.00500098,1.63389839,2.64280723,0.05647109,0.93264588
-5.60980490,4.43472043,1.43836777,0.00480859,1.52710623,2.50021303,0.05331299,0.90135763
-5.60380190,4.18575448,1.34395376,0.00463723,1.42482636,2.36207308,0.05053036,0.86956124
-5.59779890,3.94747850,1.25325412,0.00448896,1.32775486,2.22950054,0.04814559,0.83769188
-5.59179590,3.72148078,1.16681091,0.00436507,1.23640988,2.10337751,0.04616895,0.80613103
-5.58579290,3.50891205,1.08502954,0.00426607,1.15113739,1.98435575,0.04459892,0.77519996
-5.57978989,3.31049849,1.00818525,0.00419174,1.07212094,1.87286323,0.04342274,0.74515557
-5.57378689,3.12656508,0.93643214,0.00414115,0.99939463,1.76911602,0.04261726,0.71618857
-5.56778389,2.95706776,0.86981436,0.00411271,0.93285871,1.67313463,0.04215012,0.68842399
-5.56178089,2.80163343,0.80827899,0.00410431,0.87229718,1.58476454,0.04198104,0.66192389
-5.55577789,2.65960608,0.75169011,0.00411337,0.81739673,1.50369998,0.04206333,0.63669200
-5.54977489,2.53009795,0.69984370,0.00413703,0.76776654,1.42951048,0.04234560,0.61268023
-5.54377189,2.41204407,0.65248291,0.00417224,0.72295838,1.36166949,0.04277344,0.58979652
-5.53776888,2.30425883,0.60931353,0.00421595,0.68248644,1.29958421,0.04329119,0.56791397
-5.53176588,2.20549307,0.57001904,0.00426523,0.64584664,1.24262612,0.04384372,0.54688058
-5.52576288,2.11449018,0.53427529,0.00431751,0.61253475,1.19016125,0.04437808,0.52652942
-5.51975988,2.03003972,0.50176416,0.00437066,0.58206321,1.14157939,0.04484511,0.50668882
-5.51375688,1.95102709,0.47218624,0.00442320,0.55397605,1.09632160,0.04520079,0.48719200
-5.50775388,1.87647792,0.44527201,0.00447444,0.52786183,1.05390504,0.04540749,0.46788598
-5.50175088,1.80559581,0.42079145,0.00452457,0.50336427,1.01394446,0.04543491,0.44863934
-5.49574787,1.73779244,0.39856178,0.00457481,0.48019027,0.97616968,0.04526076,0.42934848
-5.48974487,1.67270907,0.37845318,0.00462745,0.45811541,0.94043845,0.04487119,0.40994235
-5.48374187,1.61022888,0.36039227,0.00468591,0.43698674,0.90674427,0.04426088,0.39038533
-5.47773887,1.55047982,0.34436345,0.00475473,0.41672285,0.87521885,0.04343286,0.37067830
-5.47173587,1.49382778,0.33040779,0.00483954,0.39731144,0.84612912,0.04239809,0.35085796
-5.46573287,1.44086067,0.31861971,0.00494701,0.37880450,0.81986883,0.04117470,0.33099440
-5.45972986,1.39236371,0.30914141,0.00508469,0.36131128,0.79694495,0.03978707,0.31118724
-5.45372686,1.34928697,0.30215532,0.00526088,0.34498952,0.77795939,0.03826474,0.29156056
-5.44772386,1.31270639,0.29787457,0.00548443,0.33003511,0.76358646,0.03664117,0.27225681
-5.44172086,1.28377941,0.29653201,0.00576450,0.31667068,0.75454704,0.03495241,0.25343020
-5.43571786,1.26369704,0.29836796,0.00611033,0.30513361,0.75158006,0.03323573,0.23523978
-5.42971486,1.25363388,0.30361701,0.00653093,0.29566364,0.75541249,0.03152835,0.21784259
-5.42371186,1.25469795,0.31249458,0.00703482,0.28849079,0.76672883,0.02986617,0.20138718
-5.41770885,1.26788206,0.32518339,0.00762972,0.28382384,0.78614113,0.02828261,0.18600772
-5.41170585,1.29401868,0.34182058,0.00832228,0.28183978,0.81416084,0.02680767,0.17181907
-5.40570285,1.33373978,0.36248590,0.00911782,0.28267464,0.85117352,0.02546708,0.15891277
-5.39969985,1.38744362,0.38719157,0.01002013,0.28641595,0.89741750,0.02428173,0.14735422
-5.39369685,1.45526959,0.41587421,0.01103127,0.29309724,0.95296759,0.02326726,0.13718100
-5.38769385,1.53708263,0.44838945,0.01215149,0.30269455,1.01772463,0.02243385,0.12840239
-5.38169085,1.63246803,0.48450954,0.01337921,0.31512540,1.09141166,0.02178627,0.12100003
-5.37568784,1.74073725,0.52392435,0.01471102,0.33025011,1.17357718,0.02132407,0.11492956
-5.36968484,1.86094512,0.56624588,0.01614187,0.34787558,1.26360573,0.02104198,0.11012321
-5.36368184,1.99191797,0.61101642,0.01766525,0.36776140,1.36073576,0.02093045,0.10649310
-5.35767884,2.13229220,0.65772020,0.01927351,0.38962814,1.46408429,0.02097625,0.10393515
-5.35167584,2.28056189,0.70579829,0.02095826,0.41316767,1.57267768,0.02116331,0.10233338
-5.34567284,2.43513381,0.75466629,0.02271074,0.43805495,1.68548728,0.02147343,0.10156442
-5.33966983,2.59438759,0.80373402,0.02452236,0.46396105,1.80146857,0.02188713,0.10150210
-5.33366683,2.75673834,0.85242658,0.02638513,0.49056671,1.91960196,0.02238448,0.10202185
-5.32766383,2.92069877,0.90020573,0.02829215,0.51757598,2.03893317,0.02294586,0.10300488
-5.32166083,3.08493764,0.94659044,0.03023805,0.54472912,2.15861119,0.02355262,0.10434192
-5.31565783,3.24833136,0.99117567,0.03221929,0.57181428,2.27792142,0.02418770,0.10593642
-5.30965483,3.41000552,1.03364821,0.03423443,0.59867720,2.39631208,0.02483612,0.10770708
-5.30365183,3.56936371,1.07379856,0.03628423,0.62522824,2.51341194,0.02548527,0.10958971
-5.29764882,3.72610138,1.11152809,0.03837157,0.65144650,2.62903779,0.02612516,0.11153832
-5.29164582,3.88020314,1.14685072,0.04050130,0.67738029,2.74319080,0.02674843,0.11352539
-5.28564282,4.03192281,1.17988889,0.04267978,0.70314397,2.85604112,0.02735025,0.11554144
-5.27963982,4.18174647,1.21086365,0.04491438,0.72891101,2.96790115,0.02792812,0.11759377
-5.27363682,4.33033965,1.24007920,0.04721276,0.75490339,3.07918818,0.02848150,0.11970461
-5.26763382,4.47848097,1.26790250,0.04958205,0.78137769,3.19037809,0.02901137,0.12190860
-5.26163082,4.62698517,1.29473878,0.05202796,0.80860850,3.30195234,0.02951977,0.12424986
-5.25562781,4.77661951,1.32100418,0.05455387,0.83686971,3.41434082,0.03000919,0.12677862
-5.24962481,4.92801792,1.34709698,0.05715983,0.86641463,3.52786379,0.03048210,0.12954772
-5.24362181,5.08159766,1.37336883,0.05984179,0.89745598,3.64267627,0.03094040,0.13260894
-5.23761881,5.23748326,1.40009758,0.06259084,0.93014655,3.75871807,0.03138499,0.13600943
-5.23161581,5.39544254,1.42746333,0.06539264,0.96456177,3.87567275,0.03181538,0.13978833
-5.22561281,5.55483849,1.45552892,0.06822711,1.00068502,3.99293832,0.03222947,0.14397375
-5.21960980,5.71460073,1.48422619,0.07106836,1.03839652,4.10961180,0.03262337,0.14858012
-5.21360680,5.87321865,1.51334873,0.07388487,1.07746661,4.22448940,0.03299141,0.15360618
-5.20760380,6.02875759,1.54255175,0.07663999,1.11755371,4.33608281,0.03332626,0.15903348
-5.20160080,6.17889813,1.57135911,0.07929273,1.15820738,4.44265168,0.03361917,0.16482559
-5.19559780,6.32099721,1.59917732,0.08179878,1.19887645,4.54225113,0.03386032,0.17092804
-5.18959480,6.45216877,1.62531587,0.08411176,1.23892190,4.63279257,0.03403927,0.17726889
-5.18359180,6.56938038,1.64901283,0.08618468,1.27763415,4.71211509,0.03414543,0.18376004
-5.17758879,6.66956171,1.66946462,0.08797146,1.31425395,4.77806439,0.03416865,0.19029911
-5.17158579,6.74971966,1.68585835,0.08942857,1.34799615,4.82857556,0.03409973,0.19677197
-5.16558279,6.80705519,1.69740529,0.09051659,1.37807517,4.86175588,0.03393100,0.20305572
-5.15957979,6.83907612,1.70337375,0.09120168,1.40373141,4.87596378,0.03365677,0.20902211
-5.15357679,6.84370114,1.70311986,0.09145692,1.42425709,4.86988038,0.03327378,0.21454124
-5.14757379,6.81935003,1.69611493,0.09126345,1.43902089,4.84257026,0.03278155,0.21948544
-5.14157079,6.76501645,1.68196805,0.09061123,1.44749007,4.79352879,0.03218261,0.22373323
-5.13556778,6.68032002,1.66044313,0.08949966,1.44924936,4.72271390,0.03148263,0.22717322
-5.12956478,6.56553584,1.63146969,0.08793772,1.44401590,4.63056120,0.03069047,0.22970777
-5.12356178,6.42160042,1.59514716,0.08594385,1.43164969,4.51798176,0.02981808,0.23125637
-5.11755878,6.25009426,1.55174262,0.08354552,1.41215917,4.38634303,0.02888033,0.23175860
-5.11155578,6.05320226,1.50168253,0.08077846,1.38570193,4.23743397,0.02789474,0.23117647
-5.10555278,5.83365405,1.44553874,0.07768561,1.35258055,4.07341616,0.02688108,0.22949621
-5.09954977,5.59464718,1.38400996,0.07431591,1.31323394,3.89676304,0.02586102,0.22672932
-5.09354677,5.33975676,1.31789934,0.07072286,1.26822450,3.71019029,0.02485760,0.22291284
-5.08754377,5.07283523,1.24808960,0.06696304,1.21822193,3.51657995,0.02389474,0.21810890
-5.08154077,4.79790658,1.17551659,0.06309452,1.16398410,3.31890164,0.02299670,0.21240347
-5.07553777,4.51905900,1.10114251,0.05917530,1.10633607,3.12013365,0.02218757,0.20590441
-5.06953477,4.24033983,1.02592991,0.05526187,1.04614784,2.92318696,0.02149069,0.19873883
-5.06353177,3.96565641,0.95081724,0.05140783,0.98431180,2.73083453,0.02092821,0.19104986
-5.05752876,3.69868595,0.87669698,0.04766267,0.92172060,2.54564809,0.02052053,0.18299305
-5.05152576,3.44279688,0.80439670,0.04407079,0.85924618,2.36994424,0.02028591,0.17473234
-5.04552276,3.20098366,0.73466369,0.04067068,0.79772057,2.20574098,0.02024003,0.16643587
-5.03951976,2.97581635,0.66815330,0.03749438,0.73791905,2.05472558,0.02039571,0.15827179
-5.03351676,2.76940557,0.60542106,0.03456710,0.68054596,1.91823402,0.02076257,0.15040416
-5.02751376,2.58338302,0.54691848,0.03190712,0.62622351,1.79724203,0.02134687,0.14298903
-5.02151076,2.41889711,0.49299235,0.02952592,0.57548375,1.69236711,0.02215139,0.13617105
-5.01550775,2.27662277,0.44388709,0.02742842,0.52876359,1.60388093,0.02317535,0.13008035
-5.00950475,2.15678416,0.39974978,0.02561346,0.48640294,1.53173088,0.02441452,0.12483023
-5.00350175,2.05918884,0.36063739,0.02407440,0.44864564,1.47556962,0.02586133,0.12051525
-4.99749875,1.98327134,0.32652570,0.02279982,0.41564297,1.43479127,0.02750513,0.11721021
-4.99149575,1.92814446,0.29731933,0.02177432,0.38745937,1.40857259,0.02933250,0.11496962
-4.98549275,1.89265601,0.27286252,0.02097933,0.36407999,1.39591777,0.03132770,0.11382799
-4.97948974,1.87544907,0.25295011,0.02039400,0.34541969,1.39570520,0.03347313,0.11380067
-4.97348674,1.87502363,0.23733844,0.01999601,0.33133297,1.40673463,0.03574994,0.11488529
-4.96748374,1.88979775,0.22575567,0.01976242,0.32162454,1.42777348,0.03813858,0.11706369
-4.96148074,1.91816625,0.21791145,0.01967037,0.31606007,1.45760055,0.04061950,0.12030434
-4.95547774,1.95855533,0.21350557,0.01969781,0.31437665,1.49504633,0.04317375,0.12456490
-4.94947474,2.00947165,0.21223552,0.01982405,0.31629288,1.53902840,0.04578360,0.12979522
-4.94347174,2.06954444,0.21380282,0.02003023,0.32151805,1.58858128,0.04843313,0.13594018
-4.93746873,2.13755987,0.21791822,0.02029969,0.32976024,1.64287979,0.05110875,0.14294274
-4.93146573,2.21248668,0.22430545,0.02061824,0.34073331,1.70125564,0.05379954,0.15074667
-4.92546273,2.29349289,0.23270397,0.02097426,0.35416234,1.76320679,0.05649763,0.15929919
-4.91945973,2.37995337,0.24287046,0.02135870,0.36978776,1.82839970,0.05919829,0.16855317
-4.91345673,2.47144856,0.25457925,0.02176505,0.38736795,1.89666474,0.06190000,0.17846899
-4.90745373,2.56775482,0.26762196,0.02218913,0.40668034,1.96798521,0.06460431,0.18901592
-4.90145073,2.66882742,0.28180622,0.02262884,0.42752129,2.04248083,0.06731559,0.20017297
-4.89544772,2.77477719,0.29695388,0.02308386,0.44970470,2.12038657,0.07004068,0.21192919
-4.88944472,2.88584226,0.31289877,0.02355528,0.47305959,2.20202803,0.07278840,0.22428345
-4.88344172,3.00235635,0.32948421,0.02404528,0.49742708,2.28779460,0.07556904,0.23724369
-4.87743872,3.12471524,0.34656045,0.02455669,0.52265668,2.37811175,0.07839374,0.25082570
-4.87143572,3.25334315,0.36398233,0.02509269,0.54860258,2.47341364,0.08127391,0.26505147
-4.86543272,3.38866036,0.38160714,0.02565646,0.57511999,2.57411737,0.08422067,0.27994719
-4.85942971,3.53105367,0.39929306,0.02625093,0.60206181,2.68060000,0.08724433,0.29554096
-4.85342671,3.68085073,0.41689815,0.02687851,0.62927607,2.79317904,0.09035393,0.31186043
-4.84742371,3.83829916,0.43428007,0.02754100,0.65660418,2.91209724,0.09355688,0.32893027
-4.84142071,4.00355115,0.45129653,0.02823942,0.68388027,3.03751202,0.09685872,0.34676968
-4.83541771,4.17665346,0.46780652,0.02897404,0.71093152,3.16948956,0.10026296,0.36539007
-4.82941471,4.35754310,0.48367225,0.02974439,0.73757978,3.30800356,0.10377102,0.38479286
-4.82341171,4.54604796,0.49876175,0.03054930,0.76364415,3.45293801,0.10738223,0.40496758
-4.81740870,4.74189187,0.51295191,0.03138709,0.78894448,3.60409367,0.11109388,0.42589026
-4.81140570,4.94470320,0.52613190,0.03225565,0.81330566,3.76119716,0.11490133,0.44752221
-4.80540270,5.15402602,0.53820671,0.03315264,0.83656230,3.92391214,0.11879807,0.46980914
-4.79939970,5.36933277,0.54910053,0.03407568,0.85856362,4.09185133,0.12277578,0.49268077
-4.79339670,5.59003748,0.55875994,0.03502247,0.87917822,4.26458883,0.12682436,0.51605078
-4.78739370,5.81550862,0.56715653,0.03599096,0.89829844,4.44167169,0.13093188,0.53981725
-4.78139070,6.04508089,0.57428877,0.03697952,0.91584407,4.62263021,0.13508448,0.56386354
-4.77538769,6.27806534,0.58018316,0.03798695,0.93176512,4.80698642,0.13926628,0.58805956
-4.76938469,6.51375750,0.58489425,0.03901262,0.94604357,4.99426031,0.14345918,0.61226345
-4.76338169,6.75144333,0.58850382,0.04005648,0.95869404,5.18397368,0.14764274,0.63632363
-4.75737869,6.99040298,0.59111887,0.04111900,0.96976312,5.37565152,0.15179409,0.66008124
-4.75137569,7.22991246,0.59286874,0.04220120,0.97932775,5.56882098,0.15588791,0.68337280
-4.74537269,7.46924348,0.59390119,0.04330449,0.98749239,5.76300818,0.15989651,0.70603309
-4.73936968,7.70766170,0.59437786,0.04443063,0.99438537,5.95773303,0.16379010,0.72789819
-4.73336668,7.94442366,0.59446898,0.04558149,1.00015442,6.15250243,0.16753715,0.74880855
-4.72736368,8.17877270,0.59434774,0.04675899,1.00496171,6.34680228,0.17110502,0.76861201
-4.72136068,8.40993414,0.59418446,0.04796477,1.00897846,6.54008855,0.17446065,0.78716664
-4.71535768,8.63711001,0.59414072,0.04920011,1.01237942,6.73177811,0.17757146,0.80434332
-4.70935468,8.85947360,0.59436379,0.05046557,1.01533742,6.92123951,0.18040627,0.82002800
-4.70335168,9.07616429,0.59498145,0.05176085,1.01801802,7.10778459,0.18293638,0.83412350
-4.69734867,9.28628294,0.59609751,0.05308449,1.02057463,7.29066126,0.18513649,0.84655090
-4.69134567,9.48888852,0.59778811,0.05443364,1.02314411,7.46904832,0.18698565,0.85725040
-4.68534267,9.68299652,0.60009899,0.05580389,1.02584301,7.64205302,0.18846804,0.86618180
-4.67933967,9.86758004,0.60304386,0.05718907,1.02876460,7.80871199,0.18957356,0.87332456
-4.67333667,10.04157425,0.60660390,0.05858108,1.03197680,7.96799655,0.19029815,0.87867747
-4.66733367,10.20388511,0.61072843,0.05996989,1.03552108,8.11882290,0.19064389,0.88225826
-4.66133067,10.35340329,0.61533676,0.06134350,1.03941240,8.26006779,0.19061885,0.88410299
-4.65532766,10.48902368,0.62032122,0.06268802,1.04364033,8.39059021,0.19023660,0.88426555
-4.64932466,10.60967116,0.62555112,0.06398789,1.04817121,8.50925896,0.18951560,0.88281720
-4.64332166,10.71433248,0.63087771,0.06522614,1.05295152,8.61498603,0.18847834,0.87984635
-4.63731866,10.80209389,0.63613979,0.06638476,1.05791223,8.70676509,0.18715043,0.87545861
-4.63131566,10.87218371,0.64116986,0.06744523,1.06297411,8.78371398,0.18555957,0.86977696
-4.62531266,10.92401831,0.64580062,0.06838902,1.06805370,8.84511972,0.18373461,0.86294217
-4.61930965,10.95724958,0.64987142,0.06919825,1.07306987,8.89048420,0.18170470,0.85511325
-4.61330665,10.97181157,0.65323460,0.06985634,1.07795047,8.91956824,0.17949853,0.84646780
-4.60730365,10.96796358,0.65576136,0.07034869,1.08263895,8.93243163,0.17714386,0.83720214
-4.60130065,10.94632677,0.65734690,0.07066335,1.08710042,8.92946670,0.17466713,0.82753098
-4.59529765,10.90791161,0.65791475,0.07079157,1.09132695,8.91142287,0.17209344,0.81768649
-4.58929465,10.85413338,0.65742003,0.07072837,1.09534166,8.87942017,0.16944665,0.80791665
-4.58329165,10.78681369,0.65585148,0.07047290,1.09920152,8.83494991,0.16674967,0.79848263
-4.57728864,10.70816650,0.65323232,0.07002873,1.10299844,8.77986133,0.16402489,0.78965542
-4.57128564,10.62076780,0.64961981,0.06940390,1.10685878,8.71633378,0.16129475,0.78171142
-4.56528264,10.52750929,0.64510360,0.06861086,1.11094114,8.64683474,0.15858226,0.77492737
-4.55927964,10.43153705,0.63980295,0.06766622,1.11543257,8.57406477,0.15591149,0.76957465
-4.55327664,10.33617737,0.63386298,0.06659037,1.12054353,8.50089124,0.15330806,0.76591312
-4.54727364,10.24485253,0.62745012,0.06540683,1.12650171,8.43027332,0.15079938,0.76418508
-4.54127064,10.16099014,0.62074704,0.06414168,1.13354525,8.36518152,0.14841486,0.76460927
-4.53526763,10.08792991,0.61394715,0.06282269,1.14191566,8.30851493,0.14618582,0.76737559
-4.52926463,10.02883228,0.60724913,0.06147854,1.15185089,8.26302002,0.14414528,0.77264060
-4.52326163,9.98659270,0.60085149,0.06013797,1.16357887,8.23121430,0.14232760,0.78052421
-4.51725863,9.96376546,0.59494754,0.05882894,1.17731188,8.21531830,0.14076790,0.79110760
-4.51125563,9.96250030,0.58972082,0.05757790,1.19324187,8.21719838,0.13950145,0.80443261
-4.50525263,9.98449384,0.58534125,0.05640906,1.21153698,8.23832256,0.13856288,0.82050247
-4.49924962,10.03095757,0.58196190,0.05534388,1.23233908,8.27973071,0.13798541,0.83928378
-4.49324662,10.10260249,0.57971660,0.05440058,1.25576230,8.34201947,0.13780008,0.86070971
-4.48724362,10.19964007,0.57871817,0.05359389,1.28189243,8.42534170,0.13803495,0.88468381
-4.48124062,10.32179779,0.57905742,0.05293482,1.31078667,8.52941918,0.13871444,0.91108440
-4.47523762,10.46834728,0.58080259,0.05243067,1.34247359,8.65356704,0.13985866,0.93976907
-4.46923462,10.63814209,0.58399930,0.05208507,1.37695298,8.79672752,0.14148286,0.97057878
-4.46323162,10.82966222,0.58867075,0.05189819,1.41419524,8.95751068,0.14359702,1.00334151
-4.45722861,11.04106220,0.59481813,0.05186693,1.45414007,9.13423935,0.14620545,1.03787496
-4.45122561,11.27021999,0.60242109,0.05198528,1.49669449,9.32499605,0.14930652,1.07398824
-4.44522261,11.51478426,0.61143815,0.05224460,1.54173015,9.52766940,0.15289243,1.11148245
-4.43921961,11.77221819,0.62180707,0.05263395,1.58908007,9.73999846,0.15694913,1.15015028
-4.43321661,12.03983877,0.63344518,0.05314051,1.63853513,9.95961367,0.16145617,1.18977464
-4.42721361,12.31485119,0.64624967,0.05374978,1.68984079,10.18407368,0.16638668,1.23012683
-4.42121061,12.59437873,0.66009784,0.05444601,1.74269439,10.41089796,0.17170746,1.27096436
-4.41520760,12.87548918,0.67484764,0.05521238,1.79674376,10.63759553,0.17737902,1.31202907
-4.40920460,13.15521908,0.69033832,0.05603132,1.85158754,10.86169062,0.18335579,1.35304580
-4.40320160,13.43059781,0.70639156,0.05688473,1.90677781,11.08074624,0.18958648,1.39372214
-4.39719860,13.69867298,0.72281307,0.05775426,1.96182538,11.29238691,0.19601447,1.43374956
-4.39119560,13.95653904,0.73939473,0.05862150,2.01620796,11.49432162,0.20257848,1.47280622
-4.38519260,14.20137032,0.75591749,0.05946827,2.06938138,11.68436795,0.20921339,1.51056155
-4.37918959,14.43045916,0.77215479,0.06027686,2.12079360,11.86047824,0.21585128,1.54668268
-4.37318659,14.64125941,0.78787669,0.06103034,2.16990129,12.02076773,0.22242278,1.58084243
-4.36718359,14.83143458,0.80285453,0.06171281,2.21618825,12.16354484,0.22885855,1.61272874
-4.36118059,14.99890938,0.81686596,0.06230971,2.25918501,12.28734270,0.23509109,1.64205490
-4.35517759,15.14192266,0.82970019,0.06280813,2.29848857,12.39095099,0.24105664,1.66857025
-4.34917459,15.25907922,0.84116329,0.06319708,2.33378139,12.47344656,0.24669732,1.69207050
-4.34317159,15.34939758,0.85108319,0.06346773,2.36484837,12.53422114,0.25196323,1.71240722
-4.33716858,15.41235062,0.85931428,0.06361369,2.39159079,12.57300424,0.25681454,1.72949570
-4.33116558,15.44789606,0.86574132,0.06363108,2.41403626,12.58987932,0.26122349,1.74332070
-4.32516258,15.45649397,0.87028236,0.06351870,2.43234379,12.58529158,0.26517602,1.75393957
-4.31915958,15.43910893,0.87289075,0.06327801,2.44680330,12.56004583,0.26867308,1.76148235
-4.31315658,15.39719543,0.87355584,0.06291309,2.45782937,12.51529335,0.27173140,1.76614875
-4.30715358,15.33266538,0.87230249,0.06243044,2.46594898,12.45250738,0.27438368,1.76820192
