energy_ev,total_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,2.10782918,0.05150149,0.00082740,1.68079141,0.00000000,0.56609149,0.16451394
-5.99399700,2.13591676,0.05326880,0.00084134,1.71163209,0.00000000,0.59060058,0.16616111
-5.98799400,2.17021043,0.05544633,0.00085699,1.74762503,0.00000000,0.61543214,0.16823395
-5.98199100,2.20902961,0.05802955,0.00087344,1.78740683,0.00000000,0.64001807,0.17058066
-5.97598799,2.25056002,0.06100970,0.00088982,1.82946290,0.00000000,0.66378490,0.17304503
-5.96998499,2.29290905,0.06437489,0.00090526,1.87217334,0.00000000,0.68616846,0.17547061
-5.96398199,2.33416499,0.06811151,0.00091896,1.91386290,0.00000000,0.70662879,0.17770499
-5.95797899,2.37245767,0.07220579,0.00093019,1.95285344,0.00000000,0.72466487,0.17960414
-5.95197599,2.40601831,0.07664560,0.00093831,1.98751677,0.00000000,0.73982843,0.18103645
-5.94597299,2.43323617,0.08142243,0.00094279,2.01632571,0.00000000,0.75173648,0.18188649
-5.93996998,2.45270985,0.08653334,0.00094322,2.03790175,0.00000000,0.76008195,0.18205814
-5.93396698,2.46329136,0.09198293,0.00093929,2.05105722,0.00000000,0.76464208,0.18147722
-5.92796398,2.46412130,0.09778523,0.00093085,2.05483072,0.00000000,0.76528431,0.18009330
-5.92196098,2.45465399,0.10396528,0.00091786,2.04851440,0.00000000,0.76196937,0.17788071
-5.91595798,2.43467180,0.11056030,0.00090044,2.03167233,0.00000000,0.75475154,0.17483882
-5.90995498,2.40428813,0.11762049,0.00087880,2.00414955,0.00000000,0.74377615,0.17099141
-5.90395198,2.36393937,0.12520902,0.00085328,1.96607155,0.00000000,0.72927437,0.16638537
-5.89794897,2.31436626,0.13340134,0.00082434,1.91783466,0.00000000,0.71155564,0.16108866
-5.89194597,2.25658538,0.14228365,0.00079251,1.86008795,0.00000000,0.69099794,0.15518773
-5.88594297,2.19185235,0.15195036,0.00075838,1.79370762,0.00000000,0.66803640,0.14878446
-5.87993997,2.12161784,0.16250059,0.00072263,1.71976522,0.00000000,0.64315061,0.14199276
-5.87393697,2.04747842,0.17403381,0.00068596,1.63949105,0.00000000,0.61685110,0.13493497
-5.86793397,1.97112386,0.18664449,0.00064909,1.55423433,0.00000000,0.58966542,0.12773825
-5.86193097,1.89428283,0.20041611,0.00061275,1.46542180,0.00000000,0.56212433,0.12053096
-5.85592796,1.81866893,0.21541464,0.00057765,1.37451621,0.00000000,0.53474842,0.11343924
-5.84992496,1.74592872,0.23168175,0.00054448,1.28297618,0.00000000,0.50803558,0.10658389
-5.84392196,1.67759334,0.24922810,0.00051387,1.19221870,0.00000000,0.48244959,0.10007753
-5.83791896,1.61503537,0.26802711,0.00048643,1.10358539,0.00000000,0.45841013,0.09402222
-5.83191596,1.55943181,0.28800947,0.00046267,1.01831312,0.00000000,0.43628439,0.08850748
-5.82591296,1.51173440,0.30905895,0.00044307,0.93750983,0.00000000,0.41638032,0.08360872
-5.81990995,1.47264767,0.33100968,0.00042798,0.86213554,0.00000000,0.39894177,0.07938614
-5.81390695,1.44261526,0.35364540,0.00041772,0.79298878,0.00000000,0.38414534,0.07588407
-5.80790395,1.42181446,0.37670076,0.00041249,0.73069817,0.00000000,0.37209905,0.07313064
-5.80190095,1.41015888,0.39986489,0.00041239,0.67571888,0.00000000,0.36284270,0.07113781
-5.79589795,1.40730862,0.42278735,0.00041746,0.62833343,0.00000000,0.35634980,0.06990178
-5.78989495,1.41268755,0.44508616,0.00042761,0.58865628,0.00000000,0.35253097,0.06940352
-5.78389195,1.42550656,0.46635795,0.00044268,0.55664169,0.00000000,0.35123868,0.06960968
-5.77788894,1.44479201,0.48618969,0.00046241,0.53209426,0.00000000,0.35227305,0.07047361
-5.77188594,1.46941829,0.50417167,0.00048644,0.51468155,0.00000000,0.35538870,0.07193656
-5.76588294,1.49814325,0.51991112,0.00051432,0.50394842,0.00000000,0.36030239,0.07392904
-5.75987994,1.52964545,0.53304594,0.00054552,0.49933265,0.00000000,0.36670124,0.07637228
-5.75387694,1.56256213,0.54325787,0.00057945,0.50018150,0.00000000,0.37425146,0.07917986
-5.74787394,1.59552680,0.55028449,0.00061543,0.50576901,0.00000000,0.38260737,0.08225938
-5.74187094,1.62720549,0.55392950,0.00065272,0.51531393,0.00000000,0.39142055,0.08551429
-5.73586793,1.65633087,0.55407077,0.00069056,0.52799796,0.00000000,0.40034896,0.08884575
-5.72986493,1.68173340,0.55066575,0.00072812,0.54298435,0.00000000,0.40906588,0.09215461
-5.72386193,1.70236899,0.54375403,0.00076460,0.55943653,0.00000000,0.41726854,0.09534344
-5.71785893,1.71734261,0.53345691,0.00079918,0.57653677,0.00000000,0.42468616,0.09831848
-5.71185593,1.72592770,0.51997405,0.00083106,0.59350455,0.00000000,0.43108740,0.10099173
-5.70585293,1.72758082,0.50357732,0.00085951,0.60961433,0.00000000,0.43628689,0.10328283
-5.69984992,1.72195182,0.48460223,0.00088383,0.62421257,0.00000000,0.44015073,0.10512091
-5.69384692,1.70888921,0.46343737,0.00090342,0.63673341,0.00000000,0.44260087,0.10644623
-5.68784392,1.68844105,0.44051221,0.00091779,0.64671291,0.00000000,0.44361801,0.10721161
-5.68184092,1.66085139,0.41628411,0.00092654,0.65380119,0.00000000,0.44324304,0.10738356
-5.67583792,1.62655263,0.39122471,0.00092941,0.65777239,0.00000000,0.44157692,0.10694312
-5.66983492,1.58615403,0.36580660,0.00092626,0.65853198,0.00000000,0.43877871,0.10588631
-5.66383192,1.54042681,0.34049059,0.00091710,0.65612130,0.00000000,0.43506197,0.10422416
-5.65782891,1.49028635,0.31571399,0.00090207,0.65071909,0.00000000,0.43068930,0.10198244
-5.65182591,1.43677188,0.29188035,0.00088144,0.64264012,0.00000000,0.42596536,0.09920091
-5.64582291,1.38102421,0.26935078,0.00085560,0.63233090,0.00000000,0.42122816,0.09593223
-5.63981991,1.32426213,0.24843717,0.00082505,0.62036254,0.00000000,0.41683923,0.09224057
-5.63381691,1.26775802,0.22939716,0.00079039,0.60742125,0.00000000,0.41317256,0.08819991
-5.62781391,1.21281310,0.21243100,0.00075230,0.59429639,0.00000000,0.41060290,0.08389215
-5.62181091,1.16073304,0.19768012,0.00071149,0.58186674,0.00000000,0.40949364,0.07940507
-5.61580790,1.11280423,0.18522731,0.00066874,0.57108499,0.00000000,0.41018474,0.07483018
-5.60980490,1.07027122,0.17509828,0.00062482,0.56296092,0.00000000,0.41298116,0.07026067
-5.60380190,1.03431557,0.16726450,0.00058050,0.55854330,0.00000000,0.41814209,0.06578930
-5.59779890,1.00603627,0.16164697,0.00053653,0.55890084,0.00000000,0.42587153,0.06150644
-5.59179590,0.98643202,0.15812093,0.00049361,0.56510207,0.00000000,0.43631045,0.05749830
-5.58579290,0.97638514,0.15652116,0.00045240,0.57819433,0.00000000,0.44953092,0.05384534
-5.57978989,0.97664717,0.15664782,0.00041348,0.59918168,0.00000000,0.46553235,0.05062078
-5.57378689,0.98782594,0.15827269,0.00037735,0.62900187,0.00000000,0.48424000,0.04788947
-5.56778389,1.01037400,0.16114563,0.00034445,0.66850222,0.00000000,0.50550589,0.04570679
-5.56178089,1.04457813,0.16500121,0.00031512,0.71841454,0.00000000,0.52911182,0.04411788
-5.55577789,1.09054984,0.16956544,0.00028961,0.77932936,0.00000000,0.55477455,0.04315692
-5.54977489,1.14821684,0.17456239,0.00026809,0.85166973,0.00000000,0.58215287,0.04284661
-5.54377189,1.21731541,0.17972067,0.00025067,0.93566522,0.00000000,0.61085609,0.04319779
-5.53776888,1.29738403,0.18477969,0.00023734,1.03132691,0.00000000,0.64045378,0.04420911
-5.53176588,1.38775849,0.18949545,0.00022806,1.13842430,0.00000000,0.67048625,0.04586696
-5.52576288,1.48756909,0.19364584,0.00022268,1.25646536,0.00000000,0.70047540,0.04814537
-5.51975988,1.59574046,0.19703531,0.00022102,1.38468108,0.00000000,0.72993556,0.05100618
-5.51375688,1.71099491,0.19949867,0.00022283,1.52201575,0.00000000,0.75838394,0.05439932
-5.50775388,1.83185991,0.20090407,0.00022781,1.66712453,0.00000000,0.78535047,0.05826329
-5.50175088,1.95668059,0.20115500,0.00023562,1.81837936,0.00000000,0.81038668,0.06252595
-5.49574787,2.08363795,0.20019113,0.00024588,1.97388441,0.00000000,0.83307361,0.06710544
-5.48974487,2.21077310,0.19798820,0.00025816,2.13150158,0.00000000,0.85302854,0.07191147
-5.48374187,2.33601795,0.19455677,0.00027204,2.28888642,0.00000000,0.86991060,0.07684691
-5.47773887,2.45723214,0.18994002,0.00028706,2.44353415,0.00000000,0.88342522,0.08180959
-5.47173587,2.57224572,0.18421056,0.00030275,2.59283499,0.00000000,0.89332766,0.08669439
-5.46573287,2.67890679,0.17746659,0.00031863,2.73413739,0.00000000,0.89942546,0.09139562
-5.45972986,2.77513276,0.16982739,0.00033426,2.86481729,0.00000000,0.90158021,0.09580944
-5.45372686,2.85896361,0.16142838,0.00034919,2.98235099,0.00000000,0.89970851,0.09983649
-5.44772386,2.92861527,0.15241607,0.00036299,3.08438874,0.00000000,0.89378231,0.10338441
-5.44172086,2.98253087,0.14294290,0.00037527,3.16882626,0.00000000,0.88382865,0.10637033
-5.43571786,3.01942776,0.13316235,0.00038570,3.23387085,0.00000000,0.86992883,0.10872316
-5.42971486,3.03833810,0.12322437,0.00039397,3.27809935,0.00000000,0.85221692,0.11038554
-5.42371186,3.03864086,0.11327139,0.00039984,3.30050503,0.00000000,0.83087765,0.11131543
-5.41770885,3.02008382,0.10343486,0.00040313,3.30053119,0.00000000,0.80614356,0.11148721
-5.41170585,2.98279400,0.09383260,0.00040373,3.27808996,0.00000000,0.77829138,0.11089233
-5.40570285,2.92727602,0.08456683,0.00040159,3.23356510,0.00000000,0.74763759,0.10953929
-5.39969985,2.85439800,0.07572295,0.00039672,3.16779864,0.00000000,0.71453311,0.10745318
-5.39369685,2.76536566,0.06736907,0.00038921,3.08206213,0.00000000,0.67935727,0.10467459
-5.38769385,2.66168545,0.05955616,0.00037919,2.97801345,0.00000000,0.64251093,0.10125809
-5.38169085,2.54511832,0.05231877,0.00036686,2.85764158,0.00000000,0.60440912,0.09727026
-5.37568784,2.41762619,0.04567626,0.00035246,2.72320158,0.00000000,0.56547317,0.09278737
-5.36968484,2.28131337,0.03963433,0.00033627,2.57714283,0.00000000,0.52612275,0.08789288
-5.36368184,2.13836550,0.03418693,0.00031858,2.42203380,0.00000000,0.48676798,0.08267475
-5.35767884,1.99098852,0.02931820,0.00029973,2.26048638,0.00000000,0.44780184,0.07722279
-5.35167584,1.84135024,0.02500455,0.00028005,2.09508303,0.00000000,0.40959333,0.07162609
-5.34567284,1.69152670,0.02121677,0.00025987,1.92830952,0.00000000,0.37248156,0.06597068
-5.33966983,1.54345528,0.01792204,0.00023954,1.76249554,0.00000000,0.33677092,0.06033737
-5.33366683,1.39889608,0.01508577,0.00021935,1.59976513,0.00000000,0.30272780,0.05480006
-5.32766383,1.25940255,0.01267346,0.00019961,1.44199818,0.00000000,0.27057864,0.04942434
