energy_ev,total_up,As_p_up,As_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-6.00000000,6.03317756,1.19700835,0.00000000,5.00826813,3.91140951,0.02640820,1.05430265
-5.99399700,5.88144628,1.15968797,0.00000000,4.85689704,3.81862095,0.02650827,1.03194665
-5.98799400,5.72066009,1.12120647,0.00000000,4.69843172,3.71996901,0.02648926,1.00724671
-5.98199100,5.55153163,1.08167140,0.00000000,4.53398978,3.61581028,0.02634690,0.98041867
-5.97598799,5.37500127,1.04121881,0.00000000,4.36480497,3.50666452,0.02607921,0.95173167
-5.96998499,5.19227543,1.00002295,0.00000000,4.19225634,3.39324073,0.02568681,0.92151028
-5.96398199,5.00485364,0.95830430,0.00000000,4.01789200,3.27645529,0.02517301,0.89013435
-5.95797899,4.81454205,0.91633546,0.00000000,3.84344523,3.15744080,0.02454386,0.85803640
-5.95197599,4.62345194,0.87444454,0.00000000,3.67084142,3.03754436,0.02380816,0.82569636
-5.94597299,4.43398255,0.83301566,0.00000000,3.50219458,2.91831534,0.02297722,0.79363386
-5.93996998,4.24878851,0.79248659,0.00000000,3.33979292,2.80148249,0.02206469,0.76239829
-5.93396698,4.07073281,0.75334342,0.00000000,3.18607347,2.68892147,0.02108617,0.73255692
-5.92796398,3.90282725,0.71611260,0.00000000,3.04358624,2.58261379,0.02005884,0.70468161
-5.92196098,3.74816245,0.68135038,0.00000000,2.91494890,2.48459902,0.01900101,0.67933463
-5.91595798,3.60983038,0.64963028,0.00000000,2.80279343,2.39692208,0.01793159,0.65705410
-5.90995498,3.49084231,0.62152885,0.00000000,2.70970616,2.32157763,0.01686963,0.63833972
-5.90395198,3.39404525,0.59761038,0.00000000,2.63816340,2.26045379,0.01583380,0.62363917
-5.89794897,3.32203982,0.57841086,0.00000000,2.59046439,2.21527715,0.01484192,0.61333581
-5.89194597,3.27710256,0.56442205,0.00000000,2.56866369,2.18756107,0.01391053,0.60773794
-5.88594297,3.26111495,0.55607580,0.00000000,2.57450528,2.17855881,0.01305452,0.60707002
-5.87993997,3.27550159,0.55372946,0.00000000,2.60936019,2.18922318,0.01228677,0.61146607
-5.87393697,3.32117906,0.55765264,0.00000000,2.67416979,2.22017355,0.01161792,0.62096532
-5.86793397,3.39851706,0.56801579,0.00000000,2.76939666,2.27167133,0.01105617,0.63551018
-5.86193097,3.50731280,0.58488104,0.00000000,2.89498477,2.34360435,0.01060717,0.65494655
-5.85592796,3.64677908,0.60819548,0.00000000,3.05033064,2.43548046,0.01027397,0.67902631
-5.84992496,3.81554652,0.63778734,0.00000000,3.23426690,2.54643032,0.01005700,0.70741189
-5.84392196,4.01167974,0.67336501,0.00000000,3.44505946,2.67521928,0.00995417,0.73968279
-5.83791896,4.23270708,0.71451928,0.00000000,3.68041914,2.82026783,0.00996098,0.77534372
-5.83191596,4.47566322,0.76072858,0.00000000,3.93752819,2.97968009,0.01007070,0.81383434
-5.82591296,4.73714357,0.81136730,0.00000000,4.21308185,3.15127950,0.01027453,0.85454017
-5.81990995,5.01336932,0.86571707,0.00000000,4.50334436,3.33265082,0.01056191,0.89680461
-5.81390695,5.30026133,0.92298055,0.00000000,4.80421852,3.52118737,0.01092074,0.93994168
-5.80790395,5.59352141,0.98229756,0.00000000,5.11132711,3.71414236,0.01133769,0.98324925
-5.80190095,5.88871858,1.04276300,0.00000000,5.42010417,3.90868300,0.01179852,1.02602263
-5.79589795,6.18137843,1.10344605,0.00000000,5.72589337,4.10194606,0.01228840,1.06756802
-5.78989495,6.46707312,1.16341008,0.00000000,6.02405062,4.29109361,0.01279227,1.10721568
-5.78389195,6.74150956,1.22173263,0.00000000,6.31004742,4.47336739,0.01329517,1.14433254
-5.77788894,7.00061379,1.27752478,0.00000000,6.57957165,4.64614080,0.01378255,1.17833384
-5.77188594,7.24060886,1.32994945,0.00000000,6.82862229,4.80696696,0.01424065,1.20869372
-5.76588294,7.45808472,1.37823784,0.00000000,7.05359482,4.95362203,0.01465677,1.23495430
-5.75987994,7.65005804,1.42170379,0.00000000,7.25135458,5.08414271,0.01501958,1.25673326
-5.75387694,7.81402075,1.45975542,0.00000000,7.41929563,5.19685727,0.01531936,1.27372948
-5.74787394,7.94797640,1.49190407,0.00000000,7.55538355,5.29040953,0.01554821,1.28572690
-5.74187094,8.05046369,1.51777015,0.00000000,7.65818115,5.36377552,0.01570021,1.29259632
-5.73586793,8.12056723,1.53708606,0.00000000,7.72685696,5.41627282,0.01577156,1.29429520
-5.72986493,8.15791561,1.54969624,0.00000000,7.76117699,5.44756245,0.01576058,1.29086556
-5.72386193,8.16266779,1.55555458,0.00000000,7.76148100,5.45764392,0.01566777,1.28243004
-5.71785893,8.13548844,1.55471947,0.00000000,7.72864508,5.44684356,0.01549568,1.26918628
-5.71185593,8.07751376,1.54734684,0.00000000,7.66403268,5.41579691,0.01524884,1.25139987
-5.70585293,7.99030888,1.53368163,0.00000000,7.56943667,5.36542565,0.01493356,1.22939604
-5.69984992,7.87581857,1.51404801,0.00000000,7.44701495,5.29690983,0.01455768,1.20355053
-5.69384692,7.73631258,1.48883877,0.00000000,7.29922219,5.21165612,0.01413037,1.17427958
-5.68784392,7.57432722,1.45850417,0.00000000,7.12874023,5.11126279,0.01366176,1.14202976
-5.68184092,7.39260455,1.42354063,0.00000000,6.93840913,4.99748226,0.01316268,1.10726753
-5.67583792,7.19403062,1.38447943,0.00000000,6.73116079,4.87218199,0.01264432,1.07046896
-5.66983492,6.98157405,1.34187567,0.00000000,6.50995669,4.73730447,0.01211790,1.03210988
-5.66383192,6.75822613,1.29629759,0.00000000,6.27773071,4.59482727,0.01159437,0.99265656
-5.65782891,6.52694376,1.24831652,0.00000000,6.03733789,4.44672384,0.01108414,0.95255717
-5.65182591,6.29059613,1.19849734,0.00000000,5.79150975,4.29492617,0.01059680,0.91223418
-5.64582291,6.05191638,1.14738979,0.00000000,5.54281623,4.14128993,0.01014092,0.87207783
-5.63981991,5.81345907,1.09552052,0.00000000,5.29363457,3.98756316,0.00972390,0.83244077
-5.63381691,5.57756434,1.04338610,0.00000000,5.04612495,3.83535912,0.00935182,0.79363393
-5.62781391,5.34632952,0.99144699,0.00000000,4.80221299,3.68613414,0.00902938,0.75592374
-5.62181091,5.12158867,0.94012259,0.00000000,4.56357870,3.54117091,0.00875992,0.71953059
-5.61580790,4.90490034,0.88978749,0.00000000,4.33165191,3.40156759,0.00854537,0.68462871
-5.60980490,4.69754362,0.84076888,0.00000000,4.10761372,3.26823289,0.00838635,0.65134718
-5.60380190,4.50052223,0.79334517,0.00000000,3.89240371,3.14188699,0.00828230,0.61977224
-5.59779890,4.31457595,0.74774593,0.00000000,3.68673238,3.02306790,0.00823155,0.58995057
-5.59179590,4.14019863,0.70415294,0.00000000,3.49109820,2.91214260,0.00823149,0.56189347
-5.58579290,3.97766145,0.66270235,0.00000000,3.30580849,2.80932218,0.00827874,0.53558177
-5.57978989,3.82704010,0.62348779,0.00000000,3.13100344,2.71467976,0.00836927,0.51097120
-5.57378689,3.68824423,0.58656424,0.00000000,2.96668188,2.62817016,0.00849861,0.48799804
-5.56778389,3.56104751,0.55195250,0.00000000,2.81272803,2.54965001,0.00866192,0.46658473
-5.56178089,3.44511666,0.51964392,0.00000000,2.66893796,2.47889711,0.00885419,0.44664530
