energy_ev,total_up,Ag_p_up,Ag_d_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.44172086,2.60050368,0.21534457,1.44369455,0.49018040,0.24854062,0.00126308,0.13382126,0.07183195,0.40731485
-5.43571786,2.63004173,0.21300075,1.48170632,0.50225519,0.24131257,0.00129342,0.13575208,0.06992462,0.40190187
-5.42971486,2.67608403,0.21213186,1.53274335,0.51574299,0.23411873,0.00133798,0.13801979,0.06789106,0.39793494
-5.42371186,2.73894968,0.21287584,1.59655541,0.53084479,0.22710406,0.00139628,0.14067801,0.06577750,0.39563371
-5.41770885,2.81867207,0.21535299,1.67267916,0.54772053,0.22041015,0.00146771,0.14376673,0.06363225,0.39519876
-5.41170585,2.91496767,0.21966401,1.76042212,0.56648008,0.21417203,0.00155149,0.14730995,0.06150475,0.39680699
-5.40570285,3.02721221,0.22588847,1.85885120,0.58717576,0.20851522,0.00164670,0.15131382,0.05944451,0.40060792
-5.39969985,3.15442693,0.23408391,1.96678763,0.60979725,0.20355328,0.00175225,0.15576553,0.05750019,0.40672073
-5.39369685,3.29527716,0.24428530,2.08281021,0.63426905,0.19938590,0.00186687,0.16063292,0.05571877,0.41523249
-5.38769385,3.44808520,0.25650517,2.20526837,0.66045075,0.19609750,0.00198919,0.16586493,0.05414482,0.42619738
-5.38169085,3.61085834,0.27073403,2.33230578,0.68814039,0.19375656,0.00211770,0.17139300,0.05282000,0.43963720
-5.37568784,3.78133237,0.28694118,2.46189506,0.71708073,0.19241561,0.00225082,0.17713323,0.05178265,0.45554290
-5.36968484,3.95702969,0.30507580,2.59188318,0.74696811,0.19211175,0.00238696,0.18298932,0.05106760,0.47387700
-5.36368184,4.13533040,0.32506805,2.72004639,0.77746378,0.19286783,0.00252462,0.18885626,0.05070612,0.49457690
-5.35767884,4.31355361,0.34683018,2.84415305,0.80820683,0.19469399,0.00266241,0.19462441,0.05072603,0.51755858
-5.35167584,4.48904568,0.37025756,2.96203196,0.83882822,0.19758960,0.00279922,0.20018397,0.05115183,0.54272053
-5.34567284,4.65927120,0.39522936,3.07164325,0.86896521,0.20154530,0.00293429,0.20542951,0.05200497,0.56994765
-5.33966983,4.82190245,0.42160901,3.17114864,0.89827516,0.20654516,0.00306732,0.21026438,0.05330416,0.59911467
-5.33366683,4.97490281,0.44924428,3.25897769,0.92644814,0.21256865,0.00319857,0.21460478,0.05506557,0.63008899
-5.32766383,5.11659973,0.47796706,3.33388671,0.95321761,0.21959240,0.00332901,0.21838317,0.05730305,0.66273274
-5.32166083,5.24574351,0.50759291,3.39500723,0.97836848,0.22759164,0.00346034,0.22155101,0.06002823,0.69690372
-5.31565783,5.36154870,0.53792050,3.44188144,1.00174220,0.23654106,0.00359512,0.22408055,0.06325057,0.73245553
-5.30965483,5.46371584,0.56873115,3.47448250,1.02323865,0.24641537,0.00373677,0.22596560,0.06697717,0.76923664
-5.30365183,5.55243258,0.59978853,3.49321863,1.04281476,0.25718921,0.00388961,0.22722127,0.07121257,0.80708872
-5.29764882,5.62835379,0.63083897,3.49892042,1.06048006,0.26883659,0.00405881,0.22788273,0.07595835,0.84584433
-5.29164582,5.69256209,0.66161232,3.49281183,1.07628949,0.28133000,0.00425036,0.22800294,0.08121268,0.88532439
-5.28564282,5.74651070,0.69182375,3.47646618,1.09033403,0.29463898,0.00447091,0.22764960,0.08696970,0.92533558
-5.27963982,5.79195165,0.72117648,3.45174907,1.10272977,0.30872862,0.00472767,0.22690151,0.09321894,0.96566803
-5.27363682,5.83085304,0.74936561,3.42075102,1.11360618,0.32355772,0.00502817,0.22584439,0.09994462,1.00609367
-5.26763382,5.86530949,0.77608290,3.38571269,1.12309431,0.33907700,0.00538002,0.22456655,0.10712504,1.04636538
-5.26163082,5.89745006,0.80102264,3.34894626,1.13131562,0.35522732,0.00579064,0.22315458,0.11473193,1.08621708
-5.25562781,5.92934788,0.82388805,3.31275636,1.13837205,0.37193803,0.00626697,0.22168921,0.12272991,1.12536504
-5.24962481,5.96293548,0.84439839,3.27936385,1.14433800,0.38912555,0.00681510,0.22024165,0.13107606,1.16351012
-5.24362181,5.99992920,0.86229609,3.25083562,1.14925442,0.40669222,0.00743991,0.21887049,0.13971955,1.20034111
-5.23761881,6.04176556,0.87735371,3.22902302,1.15312523,0.42452554,0.00814481,0.21761937,0.14860149,1.23553886
-5.23161581,6.08955163,0.88938038,3.21551104,1.15591635,0.44249770,0.00893132,0.21651532,0.15765488,1.26878102
-5.22561281,6.14403077,0.89822721,3.21157974,1.15755695,0.46046562,0.00979887,0.21556810,0.16680478,1.29974719
-5.21960980,6.20556414,0.90379153,3.21817894,1.15794283,0.47827138,0.01074447,0.21477018,0.17596866,1.32812409
-5.21360680,6.27412804,0.90601954,3.23591614,1.15694164,0.49574316,0.01176264,0.21409760,0.18505696,1.35361069
-5.20760380,6.34932599,0.90490737,3.26505754,1.15439947,0.51269665,0.01284520,0.21351151,0.19397391,1.37592298
-5.20160080,6.43041445,0.90050033,3.30554109,1.15014834,0.52893701,0.01398139,0.21296018,0.20261856,1.39479829
-5.19559780,6.51634024,0.89289059,3.35700020,1.14401431,0.54426133,0.01515789,0.21238161,0.21088609,1.40999907
-5.18959480,6.60578772,0.88221323,3.41879623,1.13582559,0.55846170,0.01635904,0.21170631,0.21866934,1.42131614
-5.18359180,6.69723324,0.86864107,3.49005788,1.12542057,0.57132879,0.01756722,0.21086038,0.22586063,1.42857145
-5.17758879,6.78900457,0.85237852,3.56972505,1.11265522,0.58265599,0.01876319,0.20976856,0.23235379,1.43162049
-5.17158579,6.87934283,0.83365486,3.65659492,1.09740974,0.59224395,0.01992667,0.20835726,0.23804645,1.43035436
-5.16558279,6.96646442,0.81271722,3.74936814,1.07959446,0.59990563,0.02103691,0.20655744,0.24284244,1.42470175
-5.15957979,7.04862061,0.78982376,3.84669273,1.05915456,0.60547150,0.02207340,0.20430717,0.24665434,1.41463082
-5.15357679,7.12415267,0.76523729,3.94720407,1.03607389,0.60879498,0.02301650,0.20155394,0.24940607,1.40015115
-5.14757379,7.19154063,0.73921962,4.04955927,1.01037772,0.60975771,0.02384821,0.19825655,0.25103546,1.38131557
-5.14157079,7.24944386,0.71202686,4.15246480,0.98213434,0.60827459,0.02455285,0.19438657,0.25149659,1.35822207
-5.13556778,7.29673239,0.68390573,4.25469656,0.95145578,0.60429836,0.02511771,0.18992941,0.25076201,1.33101539
-5.12956478,7.33250803,0.65509098,4.35511226,0.91849740,0.59782335,0.02553364,0.18488489,0.24882454,1.29988831
-5.12356178,7.35611490,0.62580376,4.45265625,0.88345654,0.58888834,0.02579551,0.17926736,0.24569862,1.26508237
-5.11755878,7.36713952,0.59625095,4.54635743,0.84657017,0.57757829,0.02590259,0.17310544,0.24142118,1.22688778
-5.11155578,7.36540117,0.56662517,4.63532159,0.80811164,0.56402469,0.02585874,0.16644123,0.23605182,1.18564222
-5.10555278,7.35093359,0.53710540,4.71871945,0.76838648,0.54840457,0.02567251,0.15932923,0.22967243,1.14172859
-5.09954977,7.32395962,0.50785779,4.79577226,0.72772731,0.53093805,0.02535704,0.15183487,0.22238608,1.09557122
-5.09354677,7.28486080,0.47903678,4.86573688,0.68648810,0.51188442,0.02492981,0.14403281,0.21431523,1.04763086
-5.08754377,7.23414395,0.45078602,4.92789218,0.64503757,0.49153699,0.02441225,0.13600488,0.20559933,0.99839814
-5.08154077,7.17240714,0.42323915,4.98152852,0.60375225,0.47021664,0.02382922,0.12783799,0.19639183,0.94838580
-5.07553777,7.10030698,0.39652040,5.02594191,0.56300906,0.44826444,0.02320833,0.11962187,0.18685674,0.89811983
-5.06953477,7.01852943,0.37074468,5.06043378,0.52317770,0.42603359,0.02257922,0.11144679,0.17716474,0.84812972
-5.06353177,6.92776542,0.34601747,5.08431708,0.48461321,0.40388083,0.02197271,0.10340135,0.16748908,0.79893819
-5.05752876,6.82869246,0.32243435,5.09692873,0.44764859,0.38215769,0.02141989,0.09557035,0.15800136,0.75105071
-5.05152576,6.72196275,0.30008029,5.09764778,0.41258809,0.36120189,0.02095127,0.08803286,0.14886728,0.70494520
-5.04552276,6.60819758,0.27902874,5.08591843,0.37970097,0.34132915,0.02059577,0.08086051,0.14024255,0.66106211
-5.03951976,6.48798746,0.25934063,5.06127608,0.34921626,0.32282554,0.02037990,0.07411605,0.13226907,0.61979549
-5.03351676,6.36189680,0.24106350,5.02337485,0.32131841,0.30594077,0.02032687,0.06785225,0.12507141,0.58148496
-5.02751376,6.23047176,0.22423055,4.97201422,0.29614405,0.29088249,0.02045583,0.06211101,0.11875389,0.54640916
-5.02151076,6.09424946,0.20885998,4.90716282,0.27377996,0.27781171,0.02078115,0.05692294,0.11339804,0.51478060
-5.01550775,5.95376705,0.19495457,4.82897743,0.25426218,0.26683949,0.02131188,0.05230719,0.10906078,0.48674213
-5.00950475,5.80956902,0.18250150,4.73781533,0.23757632,0.25802498,0.02205124,0.04827154,0.10577322,0.46236513
-5.00350175,5.66221163,0.17147251,4.63423914,0.22365906,0.25137469,0.02299640,0.04481287,0.10354011,0.44164940
-4.99749875,5.51226363,0.16182440,4.51901314,0.21240071,0.24684325,0.02413827,0.04191781,0.10233998,0.42452467
-4.99149575,5.36030309,0.15349986,4.39309121,0.20364879,0.24433524,0.02546155,0.03956364,0.10212599,0.41085383
-4.98549275,5.20691062,0.14642863,4.25759701,0.19721248,0.24370849,0.02694497,0.03771935,0.10282741,0.40043760
-4.97948974,5.05265977,0.14052903,4.11379737,0.19286797,0.24477836,0.02856165,0.03634682,0.10435172,0.39302067
-4.97348674,4.89810573,0.13570972,3.96307061,0.19036434,0.24732313,0.03027971,0.03540216,0.10658726,0.38829917
-4.96748374,4.74377391,0.13187175,3.80687179,0.18943012,0.25109033,0.03206301,0.03483706,0.10940647,0.38592920
-4.96148074,4.59014999,0.12891092,3.64669690,0.18978013,0.25580386,0.03387207,0.03460017,0.11266939,0.38553634
-4.95547774,4.43767289,0.12672022,3.48404826,0.19112274,0.26117164,0.03566509,0.03463853,0.11622769,0.38672591
-4.94947474,4.28673216,0.12519255,3.32040314,0.19316710,0.26689377,0.03739918,0.03489890,0.11992872,0.38909368
-4.94347174,4.13767057,0.12422346,3.15718715,0.19563046,0.27267078,0.03903151,0.03532911,0.12361979,0.39223685
-4.93746873,3.99079262,0.12371397,2.99575389,0.19824523,0.27821194,0.04052063,0.03587923,0.12715237,0.39576501
-4.93146573,3.84637878,0.12357340,2.83737133,0.20076578,0.28324317,0.04182768,0.03650278,0.13038614,0.39931069
-4.92546273,3.70470480,0.12372204,2.68321535,0.20297465,0.28751455,0.04291761,0.03715769,0.13319272,0.40253936
-4.91945973,3.56606521,0.12409379,2.53436983,0.20468824,0.29080692,0.04376021,0.03780724,0.13545903,0.40515842
-4.91345673,3.43079908,0.12463851,2.39183255,0.20576166,0.29293758,0.04433110,0.03842082,0.13709005,0.40692502
-4.90745373,3.29931636,0.12532406,2.25652539,0.20609276,0.29376479,0.04461240,0.03897452,0.13801104,0.40765246
-4.90145073,3.17212266,0.12613809,2.12930734,0.20562521,0.29319095,0.04459330,0.03945168,0.13816901,0.40721491
-4.89544772,3.04984018,0.12708935,2.01098833,0.20435053,0.29116434,0.04427030,0.03984321,0.13753347,0.40555039
-4.88944472,2.93322295,0.12820860,1.90234210,0.20230911,0.28767944,0.04364723,0.04014781,0.13609643,0.40266188
-4.88344172,2.82316462,0.12954904,1.80411621,0.19959021,0.28277582,0.04273503,0.04037206,0.13387169,0.39861662
-4.87743872,2.72069739,0.13118618,1.71703779,0.19633088,0.27653570,0.04155130,0.04053043,0.13089340,0.39354354
-4.87143572,2.62698141,0.13321722,1.64181371,0.19271405,0.26908023,0.04011957,0.04064510,0.12721412,0.38762918
-4.86543272,2.54328429,0.13575988,1.57912447,0.18896560,0.26056485,0.03846849,0.04074577,0.12290230,0.38111192
-4.85942971,2.47095104,0.13895063,1.52961146,0.18535062,0.25117377,0.03663081,0.04086931,0.11803942,0.37427512
-4.85342671,2.41136538,0.14294238,1.49385788,0.18216902,0.24111392,0.03464226,0.04105931,0.11271687,0.36743911
-4.84742371,2.36590377,0.14790160,1.47236407,0.17975034,0.23060859,0.03254049,0.04136555,0.10703279,0.36095242
-4.84142071,2.33588388,0.15400485,1.46551828,0.17844790,0.21989091,0.03036385,0.04184337,0.10108881,0.35518253
-4.83541771,2.32250980,0.16143475,1.47356467,0.17863246,0.20919758,0.02815038,0.04255282,0.09498706,0.35050619
-4.82941471,2.32681611,0.17037538,1.49657021,0.18068508,0.19876282,0.02593679,0.04355778,0.08882736,0.34729969
-4.82341171,2.34961349,0.18100717,1.53439275,0.18498953,0.18881281,0.02375758,0.04492480,0.08270473,0.34592921
-4.81740870,2.39143804,0.19350131,1.58665222,0.19192398,0.17956080,0.02164436,0.04672182,0.07670730,0.34674133
-4.81140570,2.45250677,0.20801367,1.65270726,0.20185207,0.17120267,0.01962520,0.04901667,0.07091467,0.35005382
-4.80540270,2.53268128,0.22467848,1.73163910,0.21511335,0.16391335,0.01772433,0.05187531,0.06539667,0.35614691
-4.79939970,2.63144130,0.24360172,1.82224433,0.23201327,0.15784376,0.01596181,0.05535992,0.06021251,0.36525501
-4.79339670,2.74786958,0.26485453,1.92303800,0.25281254,0.15311841,0.01435350,0.05952678,0.05541042,0.37755902
-4.78739370,2.88064896,0.28846672,2.03226774,0.27771635,0.14983362,0.01291108,0.06442399,0.05102751,0.39317938
-4.78139070,3.02807228,0.31442074,2.14793911,0.30686351,0.14805618,0.01164219,0.07008907,0.04709004,0.41216990
-4.77538769,3.18806501,0.34264629,2.26785214,0.34031588,0.14782259,0.01055072,0.07654659,0.04361389,0.43451263
-4.76938469,3.35822018,0.37301588,2.38964793,0.37804856,0.14913864,0.00963708,0.08380587,0.04060523,0.46011388
-4.76338169,3.53584491,0.40534174,2.51086412,0.41994121,0.15197948,0.00889857,0.09185879,0.03806134,0.48880172
-4.75737869,3.71801706,0.43937423,2.62899717,0.46577119,0.15629015,0.00832978,0.10067804,0.03597151,0.52032501
-4.75137569,3.90165053,0.47480217,2.74156928,0.51520887,0.16198649,0.00792295,0.11021567,0.03431805,0.55435452
-4.74537269,4.08356719,0.51125527,2.84619731,0.56781581,0.16895657,0.00766836,0.12040234,0.03307732,0.59048596
-4.73936968,4.26057341,0.54830881,2.94066093,0.62304631,0.17706273,0.00755471,0.13114713,0.03222073,0.62824550
-4.73336668,4.42953881,0.58549075,3.02296726,0.68025257,0.18614409,0.00756945,0.14233823,0.03171588,0.66709765
-4.72736368,4.58747498,0.62229112,3.09140925,0.73869387,0.19601977,0.00769914,0.15384438,0.03152757,0.70645563
-4.72136068,4.73161170,0.65817373,3.14461553,0.79754993,0.20649275,0.00792974,0.16551727,0.03161891,0.74569416
-4.71535768,4.85946851,0.69258975,3.18158962,0.85593813,0.21735431,0.00824692,0.17719476,0.03195240,0.78416450
-4.70935468,4.96891949,0.72499302,3.20173693,0.91293454,0.22838914,0.00863636,0.18870489,0.03249098,0.82121137
-4.70335168,5.05824929,0.75485642,3.20487865,0.96759808,0.23938089,0.00908405,0.19987062,0.03319910,0.85619138
-4.69734867,5.12619885,0.78168878,3.19125206,1.01899708,0.25011817,0.00957657,0.21051511,0.03404381,0.88849230
-4.69134567,5.17199936,0.80505169,3.16149748,1.06623748,0.26040071,0.01010143,0.22046735,0.03499568,0.91755262
-4.68534267,5.19539368,0.82457552,3.11663260,1.10849136,0.27004556,0.01064731,0.22956790,0.03602985,0.94288054
-4.67933967,5.19664419,0.83997387,3.05801554,1.14502485,0.27889311,0.01120444,0.23767455,0.03712680,0.96407174
-4.67333667,5.17652721,0.85105581,2.98729812,1.17522409,0.28681257,0.01176488,0.24466756,0.03827316,0.98082501
-4.66733367,5.13631376,0.85773537,2.90637163,1.19861815,0.29370687,0.01232280,0.25045433,0.03946225,0.99295514
-4.66133067,5.07773732,0.86003760,2.81730704,1.21489776,0.29951650,0.01287478,0.25497316,0.04069456,1.00040223
-4.65532766,5.00294926,0.85810100,2.72229210,1.22392903,0.30422236,0.01342003,0.25819600,0.04197796,1.00323718
-4.64932466,4.91446332,0.85217596,2.62356758,1.22576131,0.30784712,0.01396061,0.26012996,0.04332766,1.00166272
-4.64332166,4.81509040,0.84261937,2.52336482,1.22062892,0.31045535,0.01450157,0.26081756,0.04476603,0.99600991
