energy_ev,total_up,Al_p_up,Al_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.81990995,1.74012428,0.03753253,0.00000000,1.06681723,0.66534913,0.00556424,1.09607519
-5.81390695,1.70069834,0.03688670,0.00000000,1.05595375,0.62949786,0.00535312,1.08048909
-5.80790395,1.66867829,0.03636533,0.00000000,1.04839732,0.59707147,0.00515747,1.06929496
-5.80190095,1.64354824,0.03595395,0.00000000,1.04368714,0.56814924,0.00497833,1.06209767
-5.79589795,1.62462381,0.03563506,0.00000000,1.04129182,0.54272323,0.00481644,1.05840126
-5.78989495,1.61108881,0.03538878,0.00000000,1.04063201,0.52070916,0.00467228,1.05763318
-5.78389195,1.60203458,0.03519370,0.00000000,1.04110416,0.50195905,0.00454609,1.05917016
-5.77788894,1.59649991,0.03502761,0.00000000,1.04210424,0.48627447,0.00443790,1.06236438
-5.77188594,1.59350980,0.03486836,0.00000000,1.04305038,0.47342004,0.00434764,1.06656873
-5.76588294,1.59211161,0.03469458,0.00000000,1.04340343,0.46313627,0.00427510,1.07116013
-5.75987994,1.59140684,0.03448643,0.00000000,1.04268460,0.45515130,0.00422002,1.07555989
-5.75387694,1.59057764,0.03422618,0.00000000,1.04048939,0.44919103,0.00418208,1.07925044
-5.74787394,1.58890712,0.03389878,0.00000000,1.03649739,0.44498732,0.00416092,1.08178770
-5.74187094,1.58579298,0.03349220,0.00000000,1.03047765,0.44228416,0.00415615,1.08280911
-5.73586793,1.58075440,0.03299771,0.00000000,1.02228955,0.44084166,0.00416730,1.08203693
-5.72986493,1.57343261,0.03240997,0.00000000,1.01187953,0.44043803,0.00419381,1.07927739
-5.72386193,1.56358555,0.03172700,0.00000000,0.99927409,0.44086984,0.00423500,1.07441588
-5.71785893,1.55107778,0.03095001,0.00000000,0.98456964,0.44195076,0.00429000,1.06740907
-5.71185593,1.53586663,0.03008315,0.00000000,0.96792023,0.44350931,0.00435775,1.05827452
-5.70585293,1.51798605,0.02913309,0.00000000,0.94952385,0.44538595,0.00443691,1.04707900
-5.69984992,1.49752934,0.02810865,0.00000000,0.92960848,0.44743011,0.00452584,1.03392611
-5.69384692,1.47463220,0.02702024,0.00000000,0.90841858,0.44949751,0.00462262,1.01894443
-5.68784392,1.44945726,0.02587943,0.00000000,0.88620315,0.45144810,0.00472497,1.00227675
-5.68184092,1.42218110,0.02469839,0.00000000,0.86320583,0.45314508,0.00483034,0.98407130
-5.67583792,1.39298453,0.02348947,0.00000000,0.83965767,0.45445512,0.00493591,0.96447524
-5.66983492,1.36204653,0.02226477,0.00000000,0.81577294,0.45524987,0.00503863,0.94363096
-5.66383192,1.32954212,0.02103577,0.00000000,0.79174802,0.45540878,0.00513533,0.92167510
-5.65782891,1.29564394,0.01981307,0.00000000,0.76776319,0.45482310,0.00522280,0.89874023
-5.65182591,1.26052713,0.01860618,0.00000000,0.74398725,0.45340082,0.00529789,0.87495878
-5.64582291,1.22437681,0.01742339,0.00000000,0.72058406,0.45107219,0.00535765,0.85046898
-5.63981991,1.18739741,0.01627173,0.00000000,0.69772078,0.44779559,0.00539940,0.82542177
-5.63381691,1.14982277,0.01515697,0.00000000,0.67557676,0.44356305,0.00542090,0.79998843
-5.62781391,1.11192602,0.01408367,0.00000000,0.65435243,0.43840531,0.00542039,0.77436786
-5.62181091,1.07402824,0.01305535,0.00000000,0.63427739,0.43239575,0.00539674,0.74879295
-5.61580790,1.03650511,0.01207455,0.00000000,0.61561691,0.42565296,0.00534946,0.72353538
-5.60980490,0.99979050,0.01114305,0.00000000,0.59867628,0.41834162,0.00527879,0.69890821
-5.60380190,0.96437677,0.01026201,0.00000000,0.58380248,0.41067145,0.00518565,0.67526602
-5.59779890,0.93081113,0.00943211,0.00000000,0.57138266,0.40289418,0.00507167,0.65300219
-5.59179590,0.89968819,0.00865373,0.00000000,0.56183954,0.39529851,0.00493915,0.63254324
-5.58579290,0.87163865,0.00792705,0.00000000,0.55562348,0.38820315,0.00479093,0.61434053
-5.57978989,0.84731461,0.00725217,0.00000000,0.55320149,0.38194826,0.00463034,0.59885930
-5.57378689,0.82737208,0.00662922,0.00000000,0.55504359,0.37688550,0.00446109,0.58656576
-5.56778389,0.81245140,0.00605839,0.00000000,0.56160701,0.37336715,0.00428708,0.57791250
-5.56178089,0.80315651,0.00554002,0.00000000,0.57331886,0.37173479,0.00411235,0.57332315
-5.55577789,0.80003408,0.00507459,0.00000000,0.59055805,0.37230792,0.00394086,0.57317679
-5.54977489,0.80355351,0.00466282,0.00000000,0.61363740,0.37537323,0.00377640,0.57779306
-5.54377189,0.81408882,0.00430563,0.00000000,0.64278660,0.38117480,0.00362247,0.58741852
-5.53776888,0.83190344,0.00400421,0.00000000,0.67813711,0.38990587,0.00348214,0.60221524
-5.53176588,0.85713868,0.00376000,0.00000000,0.71970975,0.40170246,0.00335800,0.62225194
-5.52576288,0.88980658,0.00357477,0.00000000,0.76740559,0.41663922,0.00325207,0.64749854
-5.51975988,0.92978772,0.00345060,0.00000000,0.82100100,0.43472770,0.00316581,0.67782420
-5.51375688,0.97683405,0.00338997,0.00000000,0.88014704,0.45591711,0.00310003,0.71299928
-5.50775388,1.03057686,0.00339570,0.00000000,0.94437359,0.48009757,0.00305497,0.75270116
-5.50175088,1.09053966,0.00347107,0.00000000,1.01309820,0.50710563,0.00303033,0.79652371
-5.49574787,1.15615520,0.00361976,0.00000000,1.08563941,0.53673182,0.00302530,0.84399018
-5.48974487,1.22678605,0.00384584,0.00000000,1.16123419,0.56872978,0.00303867,0.89456874
-5.48374187,1.30174758,0.00415379,0.00000000,1.23905866,0.60282649,0.00306888,0.94769025
-5.47773887,1.38033219,0.00454836,0.00000000,1.31825140,0.63873297,0.00311418,1.00276703
-5.47173587,1.46183343,0.00503452,0.00000000,1.39793824,0.67615492,0.00317265,1.05921208
-5.46573287,1.54556876,0.00561728,0.00000000,1.47725730,0.71480252,0.00324236,1.11645743
-5.45972986,1.63089946,0.00630151,0.00000000,1.55538333,0.75439900,0.00332144,1.17397084
-5.45372686,1.71724669,0.00709173,0.00000000,1.63154998,0.79468729,0.00340812,1.23126991
-5.44772386,1.80410261,0.00799182,0.00000000,1.70506905,0.83543442,0.00350087,1.28793279
-5.44172086,1.89103591,0.00900473,0.00000000,1.77534578,0.87643346,0.00359836,1.34360505
-5.43571786,1.97769145,0.01013217,0.00000000,1.84188955,0.91750278,0.00369952,1.39800220
-5.42971486,2.06378392,0.01137429,0.00000000,1.90431955,0.95848286,0.00380356,1.45090794
-5.42371186,2.14908614,0.01272938,0.00000000,1.96236533,0.99923087,0.00390991,1.50216830
-5.41770885,2.23341281,0.01419359,0.00000000,2.01586241,1.03961345,0.00401822,1.55168216
-5.41170585,2.31660075,0.01576067,0.00000000,2.06474350,1.07949833,0.00412829,1.59938890
-5.40570285,2.39848733,0.01742186,0.00000000,2.10902610,1.11874552,0.00424000,1.64525402
-5.39969985,2.47888866,0.01916578,0.00000000,2.14879738,1.15719880,0.00435326,1.68925404
-5.39369685,2.55757926,0.02097852,0.00000000,2.18419761,1.19467835,0.00446796,1.73136159
-5.38769385,2.63427501,0.02284371,0.00000000,2.21540326,1.23097523,0.00458383,1.77153201
-5.38169085,2.70862089,0.02474289,0.00000000,2.24261091,1.26584835,0.00470047,1.80969241
-5.37568784,2.78018474,0.02665585,0.00000000,2.26602317,1.29902444,0.00481725,1.84573412
-5.36968484,2.84845800,0.02856120,0.00000000,2.28583735,1.33020124,0.00493329,1.87950923
-5.36368184,2.91286372,0.03043701,0.00000000,2.30223775,1.35905400,0.00504745,1.91083141
-5.35767884,2.97277197,0.03226155,0.00000000,2.31539166,1.38524513,0.00515834,1.93948124
-5.35167584,3.02752175,0.03401408,0.00000000,2.32544940,1.40843645,0.00526437,1.96521567
-5.34567284,3.07644858,0.03567574,0.00000000,2.33254797,1.42830359,0.00536375,1.98778097
-5.33966983,3.11891609,0.03723038,0.00000000,2.33681786,1.44455154,0.00545459,2.00692839
-5.33366683,3.15434986,0.03866540,0.00000000,2.33839226,1.45693048,0.00553495,2.02243145
-5.32766383,3.18227140,0.03997251,0.00000000,2.33741765,1.46525104,0.00560295,2.03410359
-5.32166083,3.20233021,0.04114839,0.00000000,2.33406485,1.46939769,0.00565684,2.04181503
-5.31565783,3.21433184,0.04219523,0.00000000,2.32853928,1.46933977,0.00569508,2.04550757
-5.30965483,3.21826016,0.04312104,0.00000000,2.32108973,1.46513898,0.00571644,2.04520626
-5.30365183,3.21429228,0.04393987,0.00000000,2.31201434,1.45695308,0.00572003,2.04102715
-5.29764882,3.20280511,0.04467178,0.00000000,2.30166355,1.44503532,0.00570542,2.03318041
-5.29164582,3.18437294,0.04534257,0.00000000,2.29043924,1.42972952,0.00567260,2.02196860
-5.28564282,3.15975594,0.04598336,0.00000000,2.27879008,1.41146099,0.00562205,2.00777999
-5.27963982,3.12988016,0.04662995,0.00000000,2.26720299,1.39072376,0.00555474,1.99107740
-5.27363682,3.09580980,0.04732198,0.00000000,2.25619126,1.36806463,0.00547204,1.97238302
-5.26763382,3.05871325,0.04810195,0.00000000,2.24627963,1.34406497,0.00537579,1.95226008
-5.26163082,3.01982439,0.04901410,0.00000000,2.23798731,1.31932107,0.00526812,1.93129237
-5.25562781,2.98040110,0.05010318,0.00000000,2.23180948,1.29442409,0.00515149,1.91006274
-5.24962481,2.94168292,0.05141317,0.00000000,2.22819851,1.26994051,0.00502851,1.88913161
-5.24362181,2.90484965,0.05298589,0.00000000,2.22754559,1.24639407,0.00490193,1.86901673
-5.23761881,2.87098278,0.05485972,0.00000000,2.23016372,1.22424986,0.00477450,1.85017496
-5.23161581,2.84103128,0.05706824,0.00000000,2.23627287,1.20390131,0.00464892,1.83298712
-5.22561281,2.81578297,0.05963902,0.00000000,2.24598806,1.18566058,0.00452772,1.81774637
-5.21960980,2.79584246,0.06259241,0.00000000,2.25931073,1.16975250,0.00441318,1.80465063
-5.21360680,2.78161635,0.06594055,0.00000000,2.27612403,1.15631227,0.00430733,1.79379931
-5.20760380,2.77330586,0.06968648,0.00000000,2.29619210,1.14538687,0.00421179,1.78519419
-5.20160080,2.77090695,0.07382345,0.00000000,2.31916361,1.13693980,0.00412784,1.77874445
-5.19559780,2.77421760,0.07833442,0.00000000,2.34457937,1.13085898,0.00405630,1.77427538
-5.18959480,2.78285177,0.08319186,0.00000000,2.37188397,1.12696717,0.00399759,1.77154034
-5.18359180,2.79625923,0.08835771,0.00000000,2.40044119,1.12503450,0.00395168,1.77023545
-5.17758879,2.81375053,0.09378372,0.00000000,2.42955257,1.12479248,0.00391816,1.77001620
-5.17158579,2.83452593,0.09941201,0.00000000,2.45847896,1.12594886,0.00389621,1.77051552
-5.16558279,2.85770747,0.10517597,0.00000000,2.48646411,1.12820279,0.00388471,1.77136238
-5.15957979,2.88237281,0.11100142,0.00000000,2.51275977,1.13125969,0.00388222,1.77220032
-5.15357679,2.90758986,0.11680807,0.00000000,2.53665139,1.13484525,0.00388710,1.77270521
-5.14757379,2.93245094,0.12251124,0.00000000,2.55748351,1.13871808,0.00389752,1.77260142
-5.14157079,2.95610524,0.12802377,0.00000000,2.57468386,1.14268054,0.00391159,1.77167599
-5.13556778,2.97778857,0.13325811,0.00000000,2.58778517,1.14658731,0.00392737,1.76978988
-5.12956478,2.99684907,0.13812852,0.00000000,2.59644362,1.15035140,0.00394293,1.76688610
-5.12356178,3.01276801,0.14255330,0.00000000,2.60045297,1.15394735,0.00395649,1.76299399
-5.11755878,3.02517474,0.14645695,0.00000000,2.59975356,1.15741131,0.00396638,1.75822950
-5.11155578,3.03385499,0.14977221,0.00000000,2.59443537,1.16083813,0.00397114,1.75279115
-5.10555278,3.03875215,0.15244191,0.00000000,2.58473481,1.16437523,0.00396953,1.74695172
-5.09954977,3.03996115,0.15442052,0.00000000,2.57102486,1.16821360,0.00396059,1.74104579
-5.09354677,3.03771521,0.15567531,0.00000000,2.55379879,1.17257611,0.00394360,1.73545330
-5.08754377,3.03236567,0.15618711,0.00000000,2.53364794,1.17770347,0.00391812,1.73058003
-5.08154077,3.02435595,0.15595070,0.00000000,2.51123419,1.18383854,0.00388396,1.72683531
-5.07553777,3.01419048,0.15497464,0.00000000,2.48725844,1.19120943,0.00384118,1.72460817
-5.06953477,3.00240026,0.15328070,0.00000000,2.46242630,1.20001225,0.00379004,1.72424295
-5.06353177,2.98950664,0.15090284,0.00000000,2.43741282,1.21039431,0.00373096,1.72601535
-5.05752876,2.97598507,0.14788589,0.00000000,2.41282773,1.22243857,0.00366449,1.73011039
-5.05152576,2.96223093,0.14428381,0.00000000,2.38918331,1.23615010,0.00359128,1.73660331
-5.04552276,2.94852912,0.14015781,0.00000000,2.36686621,1.25144552,0.00351199,1.74544450
-5.03951976,2.93502933,0.13557435,0.00000000,2.34611519,1.26814586,0.00342732,1.75644959
-5.03351676,2.92172821,0.13060301,0.00000000,2.32700562,1.28597350,0.00333793,1.76929520
-5.02751376,2.90845986,0.12531455,0.00000000,2.30944197,1.30455357,0.00324441,1.78352103
-5.02151076,2.89489502,0.11977895,0.00000000,2.29315871,1.32341985,0.00314730,1.79853835
-5.01550775,2.88054942,0.11406382,0.00000000,2.27772954,1.34202515,0.00304705,1.81364469
-5.00950475,2.86480081,0.10823293,0.00000000,2.26258479,1.35975591,0.00294401,1.82804439
-5.00350175,2.84691396,0.10234515,0.00000000,2.24703591,1.37595038,0.00283847,1.84087402
-4.99749875,2.82607244,0.09645366,0.00000000,2.23030606,1.38991980,0.00273067,1.85123178
-4.99149575,2.80141545,0.09060548,0.00000000,2.21156508,1.40097159,0.00262079,1.85820947
-4.98549275,2.77207790,0.08484129,0.00000000,2.18996723,1.40843356,0.00250897,1.86092568
-4.97948974,2.73723170,0.07919552,0.00000000,2.16468976,1.41167821,0.00239539,1.85855867
-4.97348674,2.69612610,0.07369671,0.00000000,2.13497038,1.41014579,0.00228023,1.85037741
-4.96748374,2.64812503,0.06836789,0.00000000,2.10014200,1.40336536,0.00216370,1.83576957
-4.96148074,2.59273969,0.06322726,0.00000000,2.05966295,1.39097275,0.00204610,1.81426495
-4.95547774,2.52965484,0.05828877,0.00000000,2.01314148,1.37272468,0.00192778,1.78555357
-4.94947474,2.45874745,0.05356279,0.00000000,1.96035355,1.34850850,0.00180915,1.74949768
-4.94347174,2.38009723,0.04905673,0.00000000,1.90125315,1.31834712,0.00169072,1.70613715
-4.93746873,2.29398845,0.04477558,0.00000000,1.83597514,1.28239899,0.00157303,1.65568826
-4.93146573,2.20090344,0.04072238,0.00000000,1.76483056,1.24095326,0.00145670,1.59853606
-4.92546273,2.10150815,0.03689861,0.00000000,1.68829512,1.19442037,0.00134238,1.53522082
-4.91945973,1.99663081,0.03330444,0.00000000,1.60699149,1.14331862,0.00123071,1.46641933
-4.91345673,1.88723488,0.02993891,0.00000000,1.52166663,1.08825737,0.00112236,1.39292205
-4.90745373,1.77438774,0.02680009,0.00000000,1.43316533,1.02991770,0.00101796,1.31560712
-4.90145073,1.65922670,0.02388506,0.00000000,1.34240136,0.96903135,0.00091808,1.23541257
-4.89544772,1.54292387,0.02118997,0.00000000,1.25032748,0.90635893,0.00082326,1.15330776
-4.88944472,1.42665162,0.01871002,0.00000000,1.15790582,0.84266817,0.00073395,1.07026548
-4.88344172,1.31154980,0.01643941,0.00000000,1.06607972,0.77871325,0.00065051,0.98723540
-4.87743872,1.19869616,0.01437141,0.00000000,0.97574810,0.71521572,0.00057325,0.90512018
-4.87143572,1.08908092,0.01249832,0.00000000,0.88774327,0.65284782,0.00050235,0.82475476
-4.86543272,0.98358615,0.01081155,0.00000000,0.80281274,0.59221855,0.00043796,0.74688941
-4.85942971,0.88297045,0.00930171,0.00000000,0.72160548,0.53386289,0.00038014,0.67217699
-4.85342671,0.78785913,0.00795872,0.00000000,0.64466276,0.47823430,0.00032893,0.60116435
-4.84742371,0.69873975,0.00677197,0.00000000,0.57241345,0.42570041,0.00028431,0.53428807
-4.84142071,0.61596273,0.00573047,0.00000000,0.50517373,0.37654196,0.00024632,0.47187409
-4.83541771,0.53974653,0.00482307,0.00000000,0.44315052,0.33095455,0.00021500,0.41414095
-4.82941471,0.47018671,0.00403864,0.00000000,0.38644835,0.28905291,0.00019048,0.36120614
-4.82341171,0.40726815,0.00336626,0.00000000,0.33507885,0.25087731,0.00017300,0.31309499
-4.81740870,0.35087967,0.00279541,0.00000000,0.28897236,0.21640158,0.00016298,0.26975147
-4.81140570,0.30083018,0.00231618,0.00000000,0.24799084,0.18554226,0.00016104,0.23105038
-4.80540270,0.25686555,0.00191938,0.00000000,0.21194156,0.15816848,0.00016804,0.19681014
-4.79939970,0.21868562,0.00159673,0.00000000,0.18059085,0.13411207,0.00018519,0.16680588
-4.79339670,0.18596059,0.00134093,0.00000000,0.15367742,0.11317744,0.00021405,0.14078214
-4.78739370,0.15834623,0.00114580,0.00000000,0.13092480,0.09515109,0.00025663,0.11846488
-4.78139070,0.13549762,0.00100630,0.00000000,0.11205254,0.07981025,0.00031540,0.09957240
-4.77538769,0.11708096,0.00091865,0.00000000,0.09678581,0.06693054,0.00039340,0.08382502
-4.76938469,0.10278323,0.00088028,0.00000000,0.08486331,0.05629262,0.00049426,0.07095322
-4.76338169,0.09231965,0.00088987,0.00000000,0.07604334,0.04768747,0.00062224,0.06070435
-4.75737869,0.08543887,0.00094735,0.00000000,0.07010801,0.04092064,0.00078227,0.05284759
-4.75137569,0.08192581,0.00105380,0.00000000,0.06686559,0.03581512,0.00097994,0.04717751
-4.74537269,0.08160243,0.00121145,0.00000000,0.06615115,0.03221321,0.00122152,0.04351608
-4.73936968,0.08432641,0.00142353,0.00000000,0.06782560,0.02997724,0.00151391,0.04171329
-4.73336668,0.08998802,0.00169418,0.00000000,0.07177331,0.02898944,0.00186457,0.04164656
-4.72736368,0.09850534,0.00202832,0.00000000,0.07789851,0.02915093,0.00228140,0.04321898
-4.72136068,0.10981818,0.00243139,0.00000000,0.08612080,0.03038007,0.00277260,0.04635669
-4.71535768,0.12388087,0.00290923,0.00000000,0.09636983,0.03261026,0.00334651,0.05100539
-4.70935468,0.14065431,0.00346776,0.00000000,0.10857968,0.03578740,0.00401131,0.05712628
-4.70335168,0.16009757,0.00411272,0.00000000,0.12268299,0.03986695,0.00477481,0.06469153
-4.69734867,0.18215942,0.00484940,0.00000000,0.13860525,0.04481110,0.00564407,0.07367951
-4.69134567,0.20677011,0.00568223,0.00000000,0.15625955,0.05058571,0.00662511,0.08406995
-4.68534267,0.23383381,0.00661455,0.00000000,0.17554192,0.05715760,0.00772251,0.09583917
-4.67933967,0.26322204,0.00764815,0.00000000,0.19632774,0.06449200,0.00893900,0.10895566
-4.67333667,0.29476847,0.00878305,0.00000000,0.21846915,0.07255040,0.01027515,0.12337616
-4.66733367,0.32826538,0.01001712,0.00000000,0.24179397,0.08128893,0.01172896,0.13904237
-4.66133067,0.36346210,0.01134583,0.00000000,0.26610595,0.09065724,0.01329559,0.15587852
-4.65532766,0.40006554,0.01276210,0.00000000,0.29118666,0.10059808,0.01496710,0.17379002
-4.64932466,0.43774310,0.01425612,0.00000000,0.31679892,0.11104755,0.01673229,0.19266308
-4.64332166,0.47612782,0.01581536,0.00000000,0.34269164,0.12193600,0.01857662,0.21236564
-4.63731866,0.51482592,0.01742459,0.00000000,0.36860612,0.13318971,0.02048232,0.23274948
-4.63131566,0.55342630,0.01906613,0.00000000,0.39428332,0.14473310,0.02242850,0.25365354
-4.62531266,0.59151194,0.02072009,0.00000000,0.41947206,0.15649148,0.02439151,0.27490826
-4.61930965,0.62867263,0.02236484,0.00000000,0.44393762,0.16839433,0.02634537,0.29634102
-4.61330665,0.66451869,0.02397746,0.00000000,0.46747038,0.18037869,0.02826234,0.31778213
-4.60730365,0.69869489,0.02553443,0.00000000,0.48989413,0.19239273,0.03011359,0.33907146
-4.60130065,0.73089420,0.02701228,0.00000000,0.51107350,0.20439913,0.03186997,0.36006504
-4.59529765,0.76087051,0.02838832,0.00000000,0.53092024,0.21637817,0.03350286,0.38064157
-4.58929465,0.78844977,0.02964146,0.00000000,0.54939779,0.22833025,0.03498501,0.40070833
-4.58329165,0.81353889,0.03075292,0.00000000,0.56652395,0.24027767,0.03629142,0.42020610
-4.57728864,0.83613201,0.03170696,0.00000000,0.58237140,0.25226553,0.03740013,0.43911298
-4.57128564,0.85631356,0.03249154,0.00000000,0.59706592,0.26436151,0.03829297,0.45744649
-4.56528264,0.87425800,0.03309887,0.00000000,0.61078230,0.27665471,0.03895620,0.47526417
-4.55927964,0.89022598,0.03352580,0.00000000,0.62373805,0.28925314,0.03938099,0.49266217
-4.55327664,0.90455718,0.03377414,0.00000000,0.63618517,0.30228031,0.03956372,0.50977212
-4.54727364,0.91765977,0.03385071,0.00000000,0.64840027,0.31587075,0.03950617,0.52675612
-4.54127064,0.92999722,0.03376732,0.00000000,0.66067347,0.33016466,0.03921538,0.54380028
-4.53526763,0.94207264,0.03354054,0.00000000,0.67329659,0.34530201,0.03870351,0.56110682
-4.52926463,0.95441157,0.03319125,0.00000000,0.68655118,0.36141626,0.03798732,0.57888536
-4.52326163,0.96754371,0.03274416,0.00000000,0.70069687,0.37862795,0.03708765,0.59734354
-4.51725863,0.98198443,0.03222707,0.00000000,0.71596063,0.39703850,0.03602867,0.61667763
-4.51125563,0.99821688,0.03167012,0.00000000,0.73252739,0.41672443,0.03483707,0.63706343
-4.50525263,1.01667515,0.03110491,0.00000000,0.75053235,0.43773239,0.03354116,0.65864795
-4.49924962,1.03772936,0.03056359,0.00000000,0.77005540,0.46007498,0.03216995,0.68154217
-4.49324662,1.06167301,0.03007793,0.00000000,0.79111769,0.48372780,0.03075222,0.70581532
-4.48724362,1.08871301,0.02967842,0.00000000,0.81368044,0.50862755,0.02931572,0.73149069
-4.48124062,1.11896273,0.02939339,0.00000000,0.83764603,0.53467155,0.02788629,0.75854332
-4.47523762,1.15243794,0.02924821,0.00000000,0.86286104,0.56171834,0.02648729,0.78689937
-4.46923462,1.18905593,0.02926459,0.00000000,0.88912107,0.58958958,0.02513896,0.81643731
-4.46323162,1.22863738,0.02945997,0.00000000,0.91617706,0.61807301,0.02385812,0.84699064
-4.45722861,1.27091095,0.02984710,0.00000000,0.94374258,0.64692632,0.02265786,0.87835205
-4.45122561,1.31552027,0.03043367,0.00000000,0.97150196,0.67588187,0.02154749,0.91027867
-4.44522261,1.36203292,0.03122215,0.00000000,0.99911871,0.70465206,0.02053259,0.94249825
-4.43921961,1.40995120,0.03220978,0.00000000,1.02624399,0.73293517,0.01961521,0.97471593
-4.43321661,1.45872431,0.03338870,0.00000000,1.05252497,0.76042160,0.01879423,1.00662142
-4.42721361,1.50776168,0.03474619,0.00000000,1.07761273,0.78680030,0.01806569,1.03789633
-4.42121061,1.55644711,0.03626516,0.00000000,1.10116977,0.81176541,0.01742334,1.06822160
-4.41520760,1.60415357,0.03792463,0.00000000,1.12287698,0.83502292,0.01685918,1.09728469
-4.40920460,1.65025846,0.03970045,0.00000000,1.14244006,0.85629733,0.01636393,1.12478664
-4.40320160,1.69415894,0.04156605,0.00000000,1.15959555,0.87533819,0.01592768,1.15044895
-4.39719860,1.73528735,0.04349332,0.00000000,1.17411635,0.89192650,0.01554032,1.17401998
-4.39119560,1.77312620,0.04545348,0.00000000,1.18581692,0.90588079,0.01519207,1.19528113
-4.38519260,1.80722258,0.04741803,0.00000000,1.19455796,0.91706282,0.01487388,1.21405256
-4.37918959,1.83720157,0.04935971,0.00000000,1.20025067,0.92538261,0.01457777,1.23019832
-4.37318659,1.86277817,0.05125332,0.00000000,1.20286039,0.93080277,0.01429710,1.24363088
-4.36718359,1.88376732,0.05307658,0.00000000,1.20240940,0.93334175,0.01402678,1.25431478
-4.36118059,1.90009147,0.05481080,0.00000000,1.19897870,0.93307583,0.01376334,1.26226920
-4.35517759,1.91178522,0.05644147,0.00000000,1.19270842,0.93013968,0.01350501,1.26756923
-4.34917459,1.91899652,0.05795858,0.00000000,1.18379663,0.92472513,0.01325165,1.27034562
-4.34317159,1.92198399,0.05935684,0.00000000,1.17249631,0.91707810,0.01300471,1.27078273
-4.33716858,1.92111032,0.06063564,0.00000000,1.15911021,0.90749352,0.01276704,1.26911457
-4.33116558,1.91683128,0.06179875,0.00000000,1.14398354,0.89630827,0.01254274,1.26561880
-4.32516258,1.90968087,0.06285389,0.00000000,1.12749453,0.88389214,0.01233696,1.26060872
-4.31915958,1.90025256,0.06381200,0.00000000,1.11004292,0.87063718,0.01215568,1.25442334
-4.31315658,1.88917749,0.06468640,0.00000000,1.09203683,0.85694550,0.01200545,1.24741586
-4.30715358,1.87710022,0.06549180,0.00000000,1.07387833,0.84321623,0.01189320,1.23994085
