energy_ev,total_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.83902440,0.03650713,0.00017615,0.90668208,0.00000000,0.67188988,0.51207020
-5.99399700,1.85907013,0.03570208,0.00018195,0.91039853,0.00000000,0.65430536,0.52297451
-5.98799400,1.88302871,0.03506466,0.00018778,0.91623037,0.00000000,0.63939492,0.53476796
-5.98199100,1.90937329,0.03458327,0.00019345,0.92346393,0.00000000,0.62678107,0.54697901
-5.97598799,1.93648769,0.03424372,0.00019881,0.93135051,0.00000000,0.61603289,0.55912215
-5.96998499,1.96272989,0.03403060,0.00020365,0.93913702,0.00000000,0.60668865,0.57071545
-5.96398199,1.98649707,0.03392865,0.00020781,0.94609696,0.00000000,0.59827894,0.58129844
-5.95797899,2.00628920,0.03392405,0.00021114,0.95156024,0.00000000,0.59034889,0.59044953
-5.95197599,2.02076816,0.03400562,0.00021348,0.95494058,0.00000000,0.58247873,0.59780214
-5.94597299,2.02880965,0.03416576,0.00021473,0.95575889,0.00000000,0.57430157,0.60305866
-5.93996998,2.02954560,0.03440119,0.00021479,0.95366184,0.00000000,0.56551784,0.60600172
-5.93396698,2.02239504,0.03471341,0.00021360,0.94843452,0.00000000,0.55590574,0.60650204
-5.92796398,2.00708211,0.03510880,0.00021113,0.94000681,0.00000000,0.54532741,0.60452254
-5.92196098,1.98364065,0.03559840,0.00020740,0.92845305,0.00000000,0.53373071,0.60011849
-5.91595798,1.95240513,0.03619743,0.00020243,0.91398518,0.00000000,0.52114673,0.59343362
-5.90995498,1.91398874,0.03692441,0.00019630,0.89693979,0.00000000,0.50768335,0.58469244
-5.90395198,1.86924973,0.03780006,0.00018910,0.87775964,0.00000000,0.49351520,0.57418910
-5.89794897,1.81924788,0.03884596,0.00018096,0.85697072,0.00000000,0.47887094,0.56227327
-5.89194597,1.76519341,0.04008308,0.00017201,0.83515593,0.00000000,0.46401826,0.54933381
-5.88594297,1.70839065,0.04153014,0.00016240,0.81292678,0.00000000,0.44924769,0.53578098
-5.87993997,1.65017953,0.04320203,0.00015229,0.79089427,0.00000000,0.43485595,0.52202796
-5.87393697,1.59187740,0.04510827,0.00014185,0.76964060,0.00000000,0.42112959,0.50847270
-5.86793397,1.53472413,0.04725162,0.00013124,0.74969286,0.00000000,0.40832991,0.49548081
-5.86193097,1.47983273,0.04962691,0.00012061,0.73149994,0.00000000,0.39667961,0.48337036
-5.85592796,1.42814779,0.05222023,0.00011010,0.71541364,0.00000000,0.38635196,0.47239924
-5.84992496,1.38041326,0.05500838,0.00009985,0.70167494,0.00000000,0.37746275,0.46275567
-5.84392196,1.33715097,0.05795887,0.00008998,0.69040576,0.00000000,0.37006551,0.45455222
-5.83791896,1.29865027,0.06103022,0.00008056,0.68160664,0.00000000,0.36414989,0.44782353
-5.83191596,1.26496905,0.06417284,0.00007169,0.67516027,0.00000000,0.35964343,0.44252787
-5.82591296,1.23594567,0.06733021,0.00006343,0.67084061,0.00000000,0.35641635,0.43855227
-5.81990995,1.21122075,0.07044060,0.00005579,0.66832707,0.00000000,0.35428916,0.43572109
-5.81390695,1.19026759,0.07343903,0.00004882,0.66722304,0.00000000,0.35304266,0.43380735
-5.80790395,1.17242934,0.07625955,0.00004252,0.66707776,0.00000000,0.35242969,0.43254640
-5.80190095,1.15696121,0.07883769,0.00003688,0.66741060,0.00000000,0.35218831,0.43165133
-5.79589795,1.14307531,0.08111299,0.00003187,0.66773648,0.00000000,0.35205546,0.43082911
-5.78989495,1.12998625,0.08303146,0.00002748,0.66759143,0.00000000,0.35178076,0.42979701
-5.78389195,1.11695528,0.08454800,0.00002368,0.66655700,0.00000000,0.35113966,0.42829845
-5.77788894,1.10333103,0.08562844,0.00002041,0.66428261,0.00000000,0.34994543,0.42611746
-5.77188594,1.08858528,0.08625134,0.00001766,0.66050480,0.00000000,0.34805957,0.42309141
-5.76588294,1.07234220,0.08640931,0.00001536,0.65506267,0.00000000,0.34540003,0.41912119
-5.75987994,1.05440007,0.08610983,0.00001350,0.64790886,0.00000000,0.34194710,0.41417866
-5.75387694,1.03474480,0.08537558,0.00001203,0.63911569,0.00000000,0.33774670,0.40831097
-5.74787394,1.01355476,0.08424413,0.00001091,0.62887631,0.00000000,0.33291092,0.40164163
-5.74187094,0.99119718,0.08276720,0.00001014,0.61750077,0.00000000,0.32761578,0.39436835
-5.73586793,0.96821617,0.08100922,0.00000968,0.60540727,0.00000000,0.32209647,0.38675769
-5.72986493,0.94531322,0.07904557,0.00000951,0.59310890,0.00000000,0.31664000,0.37913682
-5.72386193,0.92332098,0.07696031,0.00000963,0.58119647,0.00000000,0.31157574,0.37188261
-5.71785893,0.90317137,0.07484355,0.00001003,0.57031790,0.00000000,0.30726406,0.36540852
-5.71185593,0.88585927,0.07278867,0.00001070,0.56115511,0.00000000,0.30408346,0.36014973
-5.70585293,0.87240319,0.07088924,0.00001164,0.55439896,0.00000000,0.30241662,0.35654693
-5.69984992,0.86380417,0.06923603,0.00001285,0.55072323,0.00000000,0.30263586,0.35502950
-5.69384692,0.86100445,0.06791399,0.00001433,0.55075850,0.00000000,0.30508835,0.35599834
-5.68784392,0.86484713,0.06699935,0.00001609,0.55506664,0.00000000,0.31008174,0.35980921
-5.68184092,0.87603838,0.06655701,0.00001811,0.56411691,0.00000000,0.31787040,0.36675690
-5.67583792,0.89511328,0.06663825,0.00002041,0.57826438,0.00000000,0.32864308,0.37706079
-5.66983492,0.92240658,0.06727876,0.00002297,0.59773145,0.00000000,0.34251209,0.39085250
-5.66383192,0.95802945,0.06849724,0.00002577,0.62259321,0.00000000,0.35950471,0.40816576
-5.65782891,1.00185317,0.07029440,0.00002881,0.65276724,0.00000000,0.37955705,0.42892925
-5.65182591,1.05350058,0.07265259,0.00003207,0.68800834,0.00000000,0.40251074,0.45296255
-5.64582291,1.11234573,0.07553600,0.00003550,0.72790864,0.00000000,0.42811266,0.47997556
-5.63981991,1.17752235,0.07889140,0.00003908,0.77190342,0.00000000,0.45601807,0.50957160
-5.63381691,1.24794105,0.08264953,0.00004278,0.81928247,0.00000000,0.48579697,0.54125416
-5.62781391,1.32231509,0.08672701,0.00004654,0.86920726,0.00000000,0.51694384,0.57443743
-5.62181091,1.39919425,0.09102877,0.00005031,0.92073320,0.00000000,0.54889054,0.60846022
-5.61580790,1.47700593,0.09545097,0.00005405,0.97283676,0.00000000,0.58102204,0.64260311
-5.60980490,1.55410228,0.09988423,0.00005771,1.02444643,0.00000000,0.61269455,0.67610822
-5.60380190,1.62881172,0.10421719,0.00006123,1.07447666,0.00000000,0.64325548,0.70820107
