energy_ev,total_up,As_p_up,As_d_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up
-6.00000000,1.94967921,0.45858192,0.00000000,0.94276865,0.41326984,0.10632915,0.38543783
-5.99399700,1.95656636,0.46602179,0.00000000,0.96784527,0.41088691,0.10494713,0.38614882
-5.98799400,1.96251493,0.47306397,0.00000000,0.99176981,0.40842527,0.10354967,0.38669803
-5.98199100,1.96686716,0.47948597,0.00000000,1.01396355,0.40579168,0.10212727,0.38695871
-5.97598799,1.96886472,0.48504516,0.00000000,1.03381366,0.40286913,0.10066313,0.38678437
-5.96998499,1.96768186,0.48948812,0.00000000,1.05069556,0.39952270,0.09913439,0.38601531
-5.96398199,1.96246408,0.49256107,0.00000000,1.06399722,0.39560674,0.09751389,0.38448622
-5.95797899,1.95236992,0.49402093,0.00000000,1.07314429,0.39097291,0.09577209,0.38203442
-5.95197599,1.93661371,0.49364634,0.00000000,1.07762469,0.38547846,0.09387911,0.37850820
-5.94597299,1.91450670,0.49124814,0.00000000,1.07701134,0.37899451,0.09180683,0.37377488
-5.93996998,1.88549436,0.48667858,0.00000000,1.07098195,0.37141357,0.08953083,0.36772814
-5.93396698,1.84918775,0.47983899,0.00000000,1.05933473,0.36265609,0.08703207,0.36029407
-5.92796398,1.80538727,0.47068521,0.00000000,1.04199927,0.35267563,0.08429832,0.35143584
-5.92196098,1.75409776,0.45923088,0.00000000,1.01904211,0.34146227,0.08132516,0.34115660
-5.91595798,1.69553420,0.44554806,0.00000000,0.99066666,0.32904439,0.07811653,0.32950058
-5.90995498,1.63011803,0.42976555,0.00000000,0.95720778,0.31548845,0.07468489,0.31655242
-5.90395198,1.55846456,0.41206478,0.00000000,0.91912120,0.30089713,0.07105089,0.30243468
-5.89794897,1.48136251,0.39267370,0.00000000,0.87696855,0.28540589,0.06724276,0.28730393
-5.89194597,1.39974702,0.37185900,0.00000000,0.83139892,0.26917817,0.06329524,0.27134554
-5.88594297,1.31466784,0.34991710,0.00000000,0.78312788,0.25239963,0.05924836,0.25476765
-5.87993997,1.22725459,0.32716442,0.00000000,0.73291509,0.23527176,0.05514603,0.23779448
-5.87393697,1.13868100,0.30392740,0.00000000,0.68154174,0.21800525,0.05103453,0.22065959
-5.86793397,1.05012996,0.28053287,0.00000000,0.62978872,0.20081340,0.04696100,0.20359925
-5.86193097,0.96276104,0.25729900,0.00000000,0.57841657,0.18390601,0.04297213,0.18684634
-5.85592796,0.87768189,0.23452742,0.00000000,0.52814800,0.16748394,0.03911280,0.17062501
-5.84992496,0.79592453,0.21249668,0.00000000,0.47965350,0.15173459,0.03542513,0.15514629
-5.84392196,0.71842726,0.19145720,0.00000000,0.43354045,0.13682843,0.03194764,0.14060473
-5.83791896,0.64602235,0.17162788,0.00000000,0.39034580,0.12291657,0.02871469,0.12717616
-5.83191596,0.57942965,0.15319434,0.00000000,0.35053231,0.11012955,0.02575621,0.11501654
-5.82591296,0.51925539,0.13630861,0.00000000,0.31448797,0.09857701,0.02309760,0.10426174
-5.81990995,0.46599573,0.12109014,0.00000000,0.28252822,0.08834834,0.02075990,0.09502806
-5.81390695,0.42004391,0.10762799,0.00000000,0.25490035,0.07951402,0.01876006,0.08741348
-5.80790395,0.38170015,0.09598373,0.00000000,0.23178950,0.07212745,0.01711136,0.08149916
-5.80190095,0.35118290,0.08619492,0.00000000,0.21332553,0.06622711,0.01582390,0.07735119
-5.79589795,0.32864054,0.07827879,0.00000000,0.19959006,0.06183876,0.01490508,0.07502220
-5.78989495,0.31416239,0.07223586,0.00000000,0.19062316,0.05897756,0.01436005,0.07455275
-5.78389195,0.30778802,0.06805331,0.00000000,0.18642920,0.05764989,0.01419209,0.07597221
-5.77788894,0.30951434,0.06570773,0.00000000,0.18698126,0.05785467,0.01440285,0.07929915
-5.77188594,0.31929974,0.06516734,0.00000000,0.19222407,0.05958422,0.01499253,0.08454108
-5.76588294,0.33706514,0.06639337,0.00000000,0.20207519,0.06282451,0.01595978,0.09169349
-5.75987994,0.36269192,0.06934064,0.00000000,0.21642456,0.06755471,0.01730161,0.10073838
-5.75387694,0.39601682,0.07395737,0.00000000,0.23513247,0.07374631,0.01901298,0.11164218
-5.74787394,0.43682444,0.08018435,0.00000000,0.25802636,0.08136164,0.02108642,0.12435332
-5.74187094,0.48483784,0.08795342,0.00000000,0.28489668,0.09035203,0.02351148,0.13879968
-5.73586793,0.53970809,0.09718564,0.00000000,0.31549249,0.10065581,0.02627412,0.15488590
-5.72986493,0.60100366,0.10778913,0.00000000,0.34951703,0.11219613,0.02935612,0.17249112
-5.72386193,0.66820073,0.11965704,0.00000000,0.38662413,0.12487905,0.03273449,0.19146701
-5.71785893,0.74067528,0.13266561,0.00000000,0.42641565,0.13859181,0.03638101,0.21163663
-5.71185593,0.81769807,0.14667274,0.00000000,0.46844068,0.15320173,0.04026189,0.23279414
-5.70585293,0.89843317,0.16151720,0.00000000,0.51219676,0.16855568,0.04433757,0.25470556
-5.69984992,0.98194104,0.17701866,0.00000000,0.55713344,0.18448044,0.04856283,0.27711075
-5.69384692,1.06718639,0.19297860,0.00000000,0.60265838,0.20078395,0.05288707,0.29972663
-5.68784392,1.15305123,0.20918242,0.00000000,0.64814603,0.21725757,0.05725492,0.32225162
-5.68184092,1.23835323,0.22540248,0.00000000,0.69294874,0.23367932,0.06160711,0.34437134
-5.67583792,1.32186890,0.24140230,0.00000000,0.73641012,0.24981814,0.06588163,0.36576529
-5.66983492,1.40236126,0.25694167,0.00000000,0.77788020,0.26543896,0.07001513,0.38611448
-5.66383192,1.47861111,0.27178262,0.00000000,0.81673196,0.28030858,0.07394455,0.40510964
-5.65782891,1.54945089,0.28569603,0.00000000,0.85237856,0.29420212,0.07760891,0.42245976
-5.65182591,1.61379980,0.29846859,0.00000000,0.88429071,0.30690968,0.08095123,0.43790072
-5.64582291,1.67069894,0.30990986,0.00000000,0.91201333,0.31824319,0.08392046,0.45120350
-5.63981991,1.71934495,0.31985920,0.00000000,0.93518092,0.32804299,0.08647334,0.46218181
-5.63381691,1.75912052,0.32819208,0.00000000,0.95353098,0.33618389,0.08857618,0.47069870
-5.62781391,1.78962068,0.33482565,0.00000000,0.96691472,0.34258046,0.09020642,0.47667192
-5.62181091,1.81067312,0.33972310,0.00000000,0.97530470,0.34719129,0.09135384,0.48007769
-5.61580790,1.82235186,0.34289680,0.00000000,0.97879892,0.35002193,0.09202145,0.48095284
-5.60980490,1.82498309,0.34440971,0.00000000,0.97762103,0.35112640,0.09222598,0.47939500
-5.60380190,1.81914275,0.34437524,0.00000000,0.97211671,0.35060708,0.09199782,0.47556091
-5.59779890,1.80564551,0.34295518,0.00000000,0.96274595,0.34861291,0.09138061,0.46966286
-5.59179590,1.78552526,0.34035596,0.00000000,0.95007168,0.34533600,0.09043014,0.46196324
-5.58579290,1.76000755,0.33682310,0.00000000,0.93474487,0.34100651,0.08921296,0.45276745
-5.57978989,1.73047459,0.33263418,0.00000000,0.91748647,0.33588615,0.08780445,0.44241530
-5.57378689,1.69842399,0.32809029,0.00000000,0.89906697,0.33026030,0.08628646,0.43127132
-5.56778389,1.66542251,0.32350651,0.00000000,0.88028392,0.32442916,0.08474479,0.41971402
-5.56178089,1.63305619,0.31920155,0.00000000,0.86193826,0.31869806,0.08326622,0.40812474
-5.55577789,1.60287886,0.31548689,0.00000000,0.84481019,0.31336742,0.08193566,0.39687625
-5.54977489,1.57636045,0.31265595,0.00000000,0.82963534,0.30872258,0.08083306,0.38632152
-5.54377189,1.55483727,0.31097356,0.00000000,0.81708199,0.30502398,0.08003059,0.37678311
-5.53776888,1.53946592,0.31066617,0.00000000,0.80773015,0.30249800,0.07958989,0.36854345
-5.53176588,1.53118250,0.31191313,0.00000000,0.80205320,0.30132874,0.07955975,0.36183633
-5.52576288,1.53066897,0.31483953,0.00000000,0.80040277,0.30165131,0.07997412,0.35684001
-5.51975988,1.53832766,0.31951064,0.00000000,0.80299738,0.30354657,0.08085063,0.35367206
-5.51375688,1.55426538,0.32592857,0.00000000,0.80991540,0.30703787,0.08218976,0.35238627
-5.50775388,1.57828767,0.33403091,0.00000000,0.82109252,0.31208973,0.08397449,0.35297154
-5.50175088,1.60990368,0.34369184,0.00000000,0.83632398,0.31860868,0.08617069,0.35535311
-5.49574787,1.64834165,0.35472541,0.00000000,0.85527157,0.32644617,0.08872810,0.35939580
-5.48974487,1.69257461,0.36689117,0.00000000,0.87747520,0.33540358,0.09158195,0.36490937
-5.48374187,1.74135542,0.37990175,0.00000000,0.90236856,0.34523901,0.09465510,0.37165569
-5.47773887,1.79325989,0.39343232,0.00000000,0.92929856,0.35567578,0.09786070,0.37935751
-5.47173587,1.84673637,0.40713153,0.00000000,0.95754759,0.36641213,0.10110518,0.38770858
-5.46573287,1.90016003,0.42063340,0.00000000,0.98635792,0.37713191,0.10429158,0.39638448
-5.45972986,1.95188940,0.43356999,0.00000000,1.01495722,0.38751568,0.10732292,0.40505406
-5.45372686,2.00032318,0.44558399,0.00000000,1.04258416,0.39725182,0.11010562,0.41339082
-5.44772386,2.04395490,0.45634107,0.00000000,1.06851326,0.40604721,0.11255277,0.42108381
-5.44172086,2.08142322,0.46554129,0.00000000,1.09207769,0.41363699,0.11458710,0.42784769
-5.43571786,2.11155587,0.47292922,0.00000000,1.11268950,0.41979301,0.11614354,0.43343153
-5.42971486,2.13340561,0.47830232,0.00000000,1.12985629,0.42433066,0.11717131,0.43762601
-5.42371186,2.14627687,0.48151741,0.00000000,1.14319390,0.42711380,0.11763537,0.44026879
-5.41770885,2.14974217,0.48249482,0.00000000,1.15243473,0.42805760,0.11751732,0.44124786
-5.41170585,2.14364819,0.48122036,0.00000000,1.15743154,0.42712938,0.11681552,0.44050300
-5.40570285,2.12811146,0.47774486,0.00000000,1.15815696,0.42434728,0.11554474,0.43802510
-5.39969985,2.10350445,0.47218163,0.00000000,1.15469880,0.41977713,0.11373506,0.43385373
-5.39369685,2.07043321,0.46470180,0.00000000,1.14725189,0.41352769,0.11143036,0.42807314
-5.38769385,2.02970782,0.45552809,0.00000000,1.13610681,0.40574447,0.10868631,0.42080683
-5.38169085,1.98230759,0.44492696,0.00000000,1.12163641,0.39660269,0.10556812,0.41221129
-5.37568784,1.92934256,0.43319990,0.00000000,1.10428076,0.38629964,0.10214800,0.40246900
-5.36968484,1.87201341,0.42067390,0.00000000,1.08453123,0.37504688,0.09850264,0.39178121
-5.36368184,1.81157135,0.40769167,0.00000000,1.06291438,0.36306260,0.09471069,0.38036081
-5.35767884,1.74927956,0.39460174,0.00000000,1.03997622,0.35056457,0.09085038,0.36842551
-5.35167584,1.68637761,0.38174897,0.00000000,1.01626722,0.33776382,0.08699742,0.35619168
-5.34567284,1.62404974,0.36946543,0.00000000,0.99232849,0.32485935,0.08322317,0.34386889
-5.33966983,1.56339771,0.35806208,0.00000000,0.96867910,0.31203387,0.07959317,0.33165533
-5.33366683,1.50541851,0.34782116,0.00000000,0.94580490,0.29945077,0.07616608,0.31973422
-5.32766383,1.45098711,0.33898959,0.00000000,0.92414852,0.28725206,0.07299290,0.30827098
-5.32166083,1.40084391,0.33177327,0.00000000,0.90410073,0.27555744,0.07011667,0.29741132
-5.31565783,1.35558665,0.32633243,0.00000000,0.88599296,0.26446419,0.06757235,0.28728003
-5.30965483,1.31566622,0.32277804,0.00000000,0.87009090,0.25404774,0.06538706,0.27798037
-5.30365183,1.28138594,0.32116919,0.00000000,0.85658930,0.24436282,0.06358046,0.26959393
-5.29764882,1.25290366,0.32151170,0.00000000,0.84560781,0.23544498,0.06216532,0.26218093
