energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.80790395,1.73356410,0.01001355,0.26367062,0.38292532,0.23321109,0.02769312,0.72119187
-5.80190095,1.78750238,0.01027025,0.27515868,0.39324092,0.24154202,0.02941504,0.73883397
-5.79589795,1.84695923,0.01058469,0.28679103,0.40581340,0.25031774,0.03119508,0.75979520
-5.78989495,1.91094705,0.01095029,0.29842740,0.42049920,0.25942372,0.03299902,0.78366180
-5.78389195,1.97842349,0.01136004,0.30993162,0.43713555,0.26874302,0.03478990,0.80997915
-5.77788894,2.04832089,0.01180669,0.32117459,0.45554579,0.27815924,0.03652904,0.83826583
-5.77188594,2.11957431,0.01228285,0.33203705,0.47554422,0.28755926,0.03817718,0.86802725
-5.76588294,2.19114732,0.01278110,0.34241179,0.49694028,0.29683566,0.03969561,0.89876854
-5.75987994,2.26205499,0.01329414,0.35220559,0.51954192,0.30588869,0.04104740,0.93000619
-5.75387694,2.33138335,0.01381486,0.36134050,0.54315819,0.31462788,0.04219852,0.96127825
-5.74787394,2.39830510,0.01433643,0.36975476,0.56760089,0.32297320,0.04311892,0.99215291
-5.74187094,2.46209116,0.01485242,0.37740309,0.59268556,0.33085569,0.04378347,1.02223511
-5.73586793,2.52211807,0.01535681,0.38425656,0.61823168,0.33821779,0.04417278,1.05117147
-5.72986493,2.57787132,0.01584415,0.39030199,0.64406229,0.34501312,0.04427375,1.07865312
-5.72386193,2.62894483,0.01630958,0.39554079,0.67000330,0.35120603,0.04407997,1.10441705
-5.71785893,2.67503694,0.01674891,0.39998759,0.69588237,0.35677073,0.04359183,1.12824562
-5.71185593,2.71594358,0.01715872,0.40366846,0.72152793,0.36169030,0.04281645,1.14996496
-5.70585293,2.75154917,0.01753637,0.40661891,0.74676821,0.36595551,0.04176731,1.16944223
-5.69984992,2.78181597,0.01788012,0.40888180,0.77143063,0.36956354,0.04046373,1.18658213
-5.69384692,2.80677272,0.01818913,0.41050520,0.79534166,0.37251680,0.03893011,1.20132312
-5.68784392,2.82650317,0.01846348,0.41154026,0.81832723,0.37482180,0.03719509,1.21363352
-5.68184092,2.84113523,0.01870425,0.41203932,0.84021384,0.37648816,0.03529050,1.22350778
-5.67583792,2.85083138,0.01891345,0.41205413,0.86083035,0.37752787,0.03325034,1.23096327
-5.66983492,2.85578059,0.01909401,0.41163442,0.88001038,0.37795480,0.03110971,1.23603765
-5.66383192,2.85619205,0.01924973,0.41082679,0.89759530,0.37778438,0.02890372,1.23878686
-5.65782891,2.85229088,0.01938516,0.40967388,0.91343771,0.37703360,0.02666657,1.23928385
-5.65182591,2.84431557,0.01950552,0.40821396,0.92740508,0.37572115,0.02443061,1.23761792
-5.64582291,2.83251692,0.01961646,0.40648073,0.93938356,0.37386772,0.02222565,1.23389439
-5.63981991,2.81715812,0.01972396,0.40450352,0.94928162,0.37149643,0.02007830,1.22823464
-5.63381691,2.79851543,0.01983401,0.40230758,0.95703330,0.36863320,0.01801160,1.22077600
-5.62781391,2.77687905,0.01995246,0.39991467,0.96260098,0.36530710,0.01604469,1.21167152
-5.62181091,2.75255356,0.02008465,0.39734368,0.96597743,0.36155061,0.01419273,1.20108917
-5.61580790,2.72585756,0.02023521,0.39461129,0.96718708,0.35739967,0.01246690,1.18921039
-5.60980490,2.69712223,0.02040777,0.39173272,0.96628635,0.35289351,0.01087460,1.17622792
-5.60380190,2.66668861,0.02060469,0.38872239,0.96336320,0.34807430,0.00941970,1.16234268
-5.59779890,2.63490350,0.02082686,0.38559451,0.95853583,0.34298659,0.00810289,1.14775995
-5.59179590,2.60211423,0.02107348,0.38236367,0.95195062,0.33767650,0.00692209,1.13268490
-5.58579290,2.56866254,0.02134201,0.37904532,0.94377946,0.33219086,0.00587292,1.11731752
-5.57978989,2.53487789,0.02162804,0.37565616,0.93421675,0.32657618,0.00494915,1.10184749
-5.57378689,2.50107078,0.02192537,0.37221455,0.92347596,0.32087771,0.00414318,1.08644904
-5.56778389,2.46752640,0.02222607,0.36874083,0.91178616,0.31513847,0.00344645,1.07127621
-5.56178089,2.43449930,0.02252072,0.36525758,0.89938846,0.30939846,0.00284986,1.05645885
-5.55577789,2.40220921,0.02279868,0.36178988,0.88653264,0.30369405,0.00234417,1.04209958
-5.54977489,2.37083855,0.02304838,0.35836550,0.87347376,0.29805755,0.00192024,1.02827188
-5.54377189,2.34053161,0.02325782,0.35501494,0.86046906,0.29251705,0.00156940,1.01501959
-5.53776888,2.31139554,0.02341494,0.35177142,0.84777478,0.28709651,0.00128357,1.00235768
-5.53176588,2.28350291,0.02350816,0.34867067,0.83564319,0.28181598,0.00105551,0.99027452
-5.52576288,2.25689568,0.02352684,0.34575048,0.82431943,0.27669209,0.00087893,0.97873520
-5.51975988,2.23159019,0.02346172,0.34305000,0.81403823,0.27173858,0.00074857,0.96768608
-5.51375688,2.20758268,0.02330540,0.34060879,0.80502049,0.26696693,0.00066032,0.95706009
-5.50775388,2.18485502,0.02305262,0.33846552,0.79746943,0.26238692,0.00061120,0.94678251
-5.50175088,2.16338010,0.02270060,0.33665638,0.79156661,0.25800718,0.00059943,0.93677710
-5.49574787,2.14312662,0.02224920,0.33521322,0.78746766,0.25383556,0.00062441,0.92697207
-5.48974487,2.12406285,0.02170098,0.33416155,0.78529791,0.24987941,0.00068673,0.91730573
-5.48374187,2.10615933,0.02106117,0.33351835,0.78514812,0.24614555,0.00078814,0.90773158
-5.47773887,2.08939039,0.02033756,0.33328991,0.78707046,0.24264025,0.00093151,0.89822249
-5.47173587,2.07373452,0.01954023,0.33346986,0.79107510,0.23936888,0.00112077,0.88877402
-5.46573287,2.05917385,0.01868126,0.33403742,0.79712762,0.23633557,0.00136086,0.87940657
-5.45972986,2.04569281,0.01777431,0.33495614,0.80514754,0.23354273,0.00165761,0.87016645
-5.45372686,2.03327652,0.01683420,0.33617316,0.81500824,0.23099057,0.00201765,0.86112580
-5.44772386,2.02190886,0.01587646,0.33761923,0.82653841,0.22867668,0.00244823,0.85238130
-5.44172086,2.01157083,0.01491681,0.33920939,0.83952521,0.22659569,0.00295703,0.84405188
-5.43571786,2.00223910,0.01397073,0.34084457,0.85371909,0.22473908,0.00355198,0.83627541
-5.42971486,1.99388515,0.01305298,0.34241395,0.86884021,0.22309513,0.00424096,0.82920445
-5.42371186,1.98647478,0.01217729,0.34379806,0.88458624,0.22164905,0.00503153,0.82300120
-5.41770885,1.97996807,0.01135593,0.34487256,0.90064120,0.22038331,0.00593058,0.81783171
-5.41170585,1.97431965,0.01059951,0.34551244,0.91668501,0.21927807,0.00694398,0.81385961
-5.40570285,1.96947894,0.00991673,0.34559662,0.93240319,0.21831172,0.00807621,0.81123925
-5.39969985,1.96539018,0.00931427,0.34501251,0.94749629,0.21746145,0.00932998,0.81010873
-5.39369685,1.96199199,0.00879673,0.34366051,0.96168842,0.21670389,0.01070582,0.81058267
-5.38769385,1.95921623,0.00836659,0.34145805,0.97473461,0.21601557,0.01220176,0.81274519
-5.38169085,1.95698606,0.00802428,0.33834310,0.98642648,0.21537340,0.01381299,0.81664323
-5.37568784,1.95521316,0.00776829,0.33427679,0.99659592,0.21475491,0.01553163,0.82228048
-5.36968484,1.95379420,0.00759527,0.32924518,1.00511682,0.21413839,0.01734651,0.82961217
-5.36368184,1.95260688,0.00750024,0.32326003,1.01190473,0.21350287,0.01924312,0.83854119
-5.35767884,1.95150594,0.00747676,0.31635850,1.01691467,0.21282797,0.02120359,0.84891569
-5.35167584,1.95031963,0.00751713,0.30860189,1.02013746,0.21209362,0.02320690,0.86052845
-5.34567284,1.94884721,0.00761264,0.30007353,1.02159502,0.21127986,0.02522908,0.87311851
-5.33966983,1.94685823,0.00775382,0.29087592,1.02133512,0.21036657,0.02724363,0.88637488
-5.33366683,1.94409413,0.00793064,0.28112736,1.01942637,0.20933342,0.02922208,0.89994284
-5.32766383,1.94027267,0.00813278,0.27095829,1.01595378,0.20815996,0.03113457,0.91343257
-5.32166083,1.93509562,0.00834985,0.26050764,1.01101578,0.20682598,0.03295061,0.92643015
-5.31565783,1.92825989,0.00857167,0.24991925,1.00472285,0.20531218,0.03463988,0.93851071
-5.30965483,1.91947200,0.00878844,0.23933875,0.99719830,0.20360115,0.03617306,0.94925325
-5.30365183,1.90846561,0.00899103,0.22891097,0.98858120,0.20167866,0.03752271,0.95825683
-5.29764882,1.89502149,0.00917113,0.21877804,0.97903146,0.19953526,0.03866410,0.96515737
-5.29164582,1.87898903,0.00932146,0.20907816,0.96873676,0.19716803,0.03957598,0.96964447
-5.28564282,1.86030823,0.00943591,0.19994510,0.95792080,0.19458245,0.04024128,0.97147752
-5.27963982,1.83903079,0.00950972,0.19150835,0.94685228,0.19179427,0.04064769,0.97050011
-5.27363682,1.81533911,0.00953954,0.18389374,0.93585375,0.18883120,0.04078804,0.96665236
-5.26763382,1.78956147,0.00952351,0.17722441,0.92530942,0.18573434,0.04066061,0.95997997
-5.26163082,1.76218233,0.00946128,0.17162183,0.91567092,0.18255906,0.04026917,0.95063986
-5.25562781,1.73384630,0.00935399,0.16720670,0.90746021,0.17937543,0.03962289,0.93890142
-5.24962481,1.70535486,0.00920424,0.16409955,0.90126861,0.17626784,0.03873605,0.92514346
-5.24362181,1.67765518,0.00901595,0.16242058,0.89775148,0.17333389,0.03762758,0.90984642
-5.23761881,1.65182062,0.00879423,0.16228887,0.89761776,0.17068251,0.03632048,0.89358002
-5.23161581,1.62902308,0.00854523,0.16382056,0.90161447,0.16843110,0.03484109,0.87698656
-5.22561281,1.61049760,0.00827595,0.16712611,0.91050592,0.16670208,0.03321827,0.86076039
-5.21960980,1.59750025,0.00799396,0.17230645,0.92504822,0.16561857,0.03148255,0.84562413
-5.21360680,1.59126065,0.00770720,0.17944831,0.94595960,0.16529966,0.02966522,0.83230254
-5.20760380,1.59293071,0.00742376,0.18861873,0.97388775,0.16585518,0.02779748,0.82149491
-5.20160080,1.60353181,0.00715159,0.19985907,1.00937514,0.16738037,0.02590960,0.81384715
-5.19559780,1.62390254,0.00689829,0.21317872,1.05282414,0.16995059,0.02403015,0.80992457
-5.18959480,1.65464937,0.00667090,0.22854899,1.10446339,0.17361638,0.02218541,0.81018661
-5.18359180,1.69610276,0.00647569,0.24589751,1.16431725,0.17839904,0.02039877,0.81496456
-5.17758879,1.74828092,0.00631803,0.26510349,1.23218016,0.18428708,0.01869038,0.82444323
-5.17158579,1.81086334,0.00620222,0.28599435,1.30759750,0.19123367,0.01707692,0.83864760
-5.16558279,1.88317599,0.00613141,0.30834398,1.38985452,0.19915536,0.01557143,0.85743506
-5.15957979,1.96418937,0.00610758,0.33187292,1.47797451,0.20793216,0.01418338,0.88049375
-5.15357679,2.05253037,0.00613144,0.35625087,1.57072720,0.21740908,0.01291882,0.90734738
-5.14757379,2.14650818,0.00620254,0.38110130,1.66664757,0.22739914,0.01178060,0.93736635
-5.14157079,2.24415389,0.00631923,0.40600856,1.76406532,0.23768780,0.01076879,0.96978512
-5.13556778,2.34327262,0.00647881,0.43052699,1.86114415,0.24803879,0.00988106,1.00372512
-5.12956478,2.44150671,0.00667757,0.45419213,1.95592983,0.25820093,0.00911317,1.03822248
-5.12356178,2.53640753,0.00691094,0.47653335,2.04640556,0.26791595,0.00845948,1.07225957
-5.11755878,2.62551335,0.00717364,0.49708764,2.13055230,0.27692680,0.00791346,1.10479910
-5.11155578,2.70642991,0.00745979,0.51541390,2.20641203,0.28498624,0.00746819,1.13481939
-5.10555278,2.77691061,0.00776307,0.53110717,2.27215101,0.29186525,0.00711683,1.16134944
-5.09954977,2.83493261,0.00807688,0.54381209,2.32612044,0.29736104,0.00685303,1.18350230
-5.09354677,2.87876579,0.00839447,0.55323503,2.36691184,0.30130405,0.00667127,1.20050533
-5.08754377,2.90703131,0.00870906,0.55915429,2.39340462,0.30356394,0.00656718,1.21172608
-5.08154077,2.91874733,0.00901402,0.56142788,2.40480366,0.30405403,0.00653767,1.21669279
-5.07553777,2.91335984,0.00930294,0.55999846,2.40066525,0.30273413,0.00658110,1.21510855
-5.06953477,2.89075730,0.00956975,0.55489522,2.38091018,0.29961164,0.00669720,1.20685868
-5.06353177,2.85126861,0.00980882,0.54623265,2.34582351,0.29474076,0.00688710,1.19201108
-5.05752876,2.79564466,0.01001503,0.53420612,2.29604104,0.28822005,0.00715304,1.17080968
-5.05152576,2.72502453,0.01018386,0.51908463,2.23252343,0.28018827,0.00749822,1.14366136
-5.04552276,2.64088813,0.01031142,0.50120100,2.15651910,0.27081886,0.00792641,1.11111720
-5.03951976,2.54499762,0.01039454,0.48093999,2.06951798,0.26031328,0.00844158,1.07384888
-5.03351676,2.43933058,0.01043080,0.45872488,1.97319817,0.24889348,0.00904753,1.03262158
-5.02751376,2.32600793,0.01041852,0.43500320,1.86936823,0.23679394,0.00974739,0.98826445
-5.02151076,2.20722001,0.01035686,0.41023216,1.75990756,0.22425360,0.01054323,0.94164034
-5.01550775,2.08515411,0.01024576,0.38486452,1.64670750,0.21150799,0.01143560,0.89361578
-5.00950475,1.96192626,0.01008599,0.35933531,1.53161562,0.19878201,0.01242320,0.84503278
-5.00350175,1.83952030,0.00987911,0.33405019,1.41638532,0.18628345,0.01350259,0.79668337
-4.99749875,1.71973609,0.00962747,0.30937550,1.30263242,0.17419774,0.01466793,0.74928795
-4.99149575,1.60414876,0.00933412,0.28563064,1.19180008,0.16268386,0.01591094,0.70347807
-4.98549275,1.49407986,0.00900286,0.26308273,1.08513287,0.15187162,0.01722091,0.65978416
-4.97948974,1.39058092,0.00863804,0.24194372,0.98366024,0.14186040,0.01858485,0.61862835
-4.97348674,1.29442914,0.00824460,0.22236982,0.88818925,0.13271914,0.01998781,0.58032241
-4.96748374,1.20613458,0.00782790,0.20446313,0.79930605,0.12448771,0.02141330,0.54507049
-4.96148074,1.12595749,0.00739366,0.18827521,0.71738511,0.11717928,0.02284386,0.51297620
-4.95547774,1.05393427,0.00694785,0.17381222,0.64260502,0.11078373,0.02426173,0.48405329
-4.94947474,0.98991021,0.00649655,0.16104128,0.57496953,0.10527169,0.02564961,0.45823943
-4.94347174,0.93357691,0.00604585,0.14989774,0.51433245,0.10059910,0.02699139,0.43541187
-4.93746873,0.88451226,0.00560177,0.14029274,0.46042471,0.09671196,0.02827302,0.41540448
-4.93146573,0.84222109,0.00517010,0.13212095,0.41288249,0.09355110,0.02948326,0.39802496
-4.92546273,0.80617435,0.00475637,0.12526785,0.37127500,0.09105675,0.03061433,0.38307169
-4.91945973,0.77584525,0.00436571,0.11961657,0.33513076,0.08917265,0.03166255,0.37034922
-4.91345673,0.75074086,0.00400281,0.11505362,0.30396166,0.08784952,0.03262867,0.35968192
-4.90745373,0.73042806,0.00367183,0.11147378,0.27728403,0.08704796,0.03351816,0.35092518
-4.90145073,0.71455295,0.00337640,0.10878359,0.25463623,0.08674037,0.03434113,0.34397378
-4.89544772,0.70285336,0.00311956,0.10690378,0.23559266,0.08691209,0.03511216,0.33876727
-4.88944472,0.69516431,0.00290372,0.10577027,0.21977394,0.08756167,0.03584972,0.33529211
-4.88344172,0.69141655,0.00273067,0.10533413,0.20685358,0.08870026,0.03657553,0.33358077
-4.87743872,0.69162888,0.00260158,0.10556042,0.19656119,0.09035024,0.03731353,0.33370787
-4.87143572,0.69589471,0.00251700,0.10642607,0.18868270,0.09254319,0.03808883,0.33578376
-4.86543272,0.70436421,0.00247681,0.10791718,0.18305800,0.09531722,0.03892638,0.33994576
-4.85942971,0.71722284,0.00248033,0.11002567,0.17957634,0.09871399,0.03984966,0.34634780
-4.85342671,0.73466779,0.00252622,0.11274583,0.17817017,0.10277539,0.04087929,0.35514873
-4.84742371,0.75688340,0.00261258,0.11607067,0.17880767,0.10754013,0.04203174,0.36650008
-4.84142071,0.78401701,0.00273693,0.11998863,0.18148460,0.11304041,0.04331812,0.38053375
-4.83541771,0.81615641,0.00289621,0.12448054,0.18621578,0.11929878,0.04474314,0.39735019
-4.82941471,0.85331004,0.00308687,0.12951727,0.19302667,0.12632534,0.04630441,0.41700767
-4.82341171,0.89539081,0.00330486,0.13505806,0.20194524,0.13411549,0.04799189,0.43951307
-4.81740870,0.94220445,0.00354569,0.14104967,0.21299459,0.14264812,0.04978782,0.46481455
-4.81140570,0.99344289,0.00380450,0.14742645,0.22618640,0.15188456,0.05166693,0.49279655
-4.80540270,1.04868304,0.00407613,0.15411133,0.24151553,0.16176816,0.05359700,0.52327719
-4.79939970,1.10739097,0.00435521,0.16101765,0.25895584,0.17222462,0.05553987,0.55600825
-4.79339670,1.16893154,0.00463626,0.16805192,0.27845738,0.18316301,0.05745261,0.59067787
-4.78739370,1.23258292,0.00491382,0.17511714,0.29994500,0.19447744,0.05928917,0.62691563
-4.78139070,1.29755561,0.00518255,0.18211684,0.32331852,0.20604943,0.06100203,0.66430011
-4.77538769,1.36301517,0.00543737,0.18895946,0.34845433,0.21775072,0.06254416,0.70236853
-4.76938469,1.42810778,0.00567361,0.19556291,0.37520846,0.22944663,0.06387090,0.74062816
-4.76338169,1.49198771,0.00588711,0.20185924,0.40342106,0.24099976,0.06494190,0.77856918
-4.75737869,1.55384566,0.00607438,0.20779907,0.43292204,0.25227389,0.06572291,0.81567847
-4.75137569,1.61293678,0.00623266,0.21335558,0.46353787,0.26313801,0.06618731,0.85145397
-4.74537269,1.66860754,0.00636005,0.21852804,0.49509901,0.27347043,0.06631744,0.88541905
-4.73936968,1.72032016,0.00645558,0.22334441,0.52744791,0.28316259,0.06610556,0.91713643
-4.73336668,1.76767377,0.00651919,0.22786317,0.56044704,0.29212279,0.06555439,0.94622114
-4.72736368,1.81042137,0.00655183,0.23217400,0.59398650,0.30027934,0.06467732,0.97235214
-4.72136068,1.84848172,0.00655535,0.23639730,0.62799084,0.30758334,0.06349809,0.99528205
-4.71535768,1.88194572,0.00653250,0.24068256,0.66242449,0.31401070,0.06205018,1.01484466
-4.70935468,1.91107653,0.00648684,0.24520538,0.69729532,0.31956345,0.06037575,1.03095989
-4.70335168,1.93630331,0.00642261,0.25016325,0.73265598,0.32427021,0.05852423,1.04363588
-4.69734867,1.95820839,0.00634458,0.25577020,0.76860245,0.32818571,0.05655072,1.05296813
-4.69134567,1.97750801,0.00625794,0.26225024,0.80526983,0.33138938,0.05451406,1.05913550
-4.68534267,1.99502703,0.00616805,0.26982989,0.84282493,0.33398288,0.05247491,1.06239317
-4.67933967,2.01166810,0.00608030,0.27872999,0.88145605,0.33608674,0.05049367,1.06306266
-4.67333667,2.02837643,0.00599992,0.28915683,0.92136002,0.33783610,0.04862844,1.06151926
-4.66733367,2.04610101,0.00593176,0.30129321,0.96272701,0.33937563,0.04693310,1.05817721
-4.66133067,2.06575392,0.00588014,0.31528949,1.00572394,0.34085391,0.04545557,1.05347321
-4.65532766,2.08816918,0.00584867,0.33125511,1.05047717,0.34241728,0.04423623,1.04784885
-4.64932466,2.11406296,0.00584013,0.34925099,1.09705560,0.34420368,0.04330666,1.04173274
-4.64332166,2.14399697,0.00585633,0.36928310,1.14545531,0.34633642,0.04268870,1.03552303
-4.63731866,2.17834680,0.00589803,0.39129775,1.19558677,0.34891849,0.04239374,1.02957127
-4.63131566,2.21727709,0.00596494,0.41517874,1.24726576,0.35202748,0.04242252,1.02416816
-4.62531266,2.26072493,0.00605565,0.44074690,1.30020892,0.35571148,0.04276515,1.01953214
-4.61930965,2.30839276,0.00616770,0.46776203,1.35403466,0.35998618,0.04340151,1.01580121
-4.61330665,2.35975161,0.00629768,0.49592749,1.40826987,0.36483342,0.04430202,1.01302852
-4.60730365,2.41405508,0.00644125,0.52489748,1.46236250,0.37020121,0.04542862,1.01118199
-4.60130065,2.47036364,0.00659338,0.55428669,1.51569976,0.37600541,0.04673613,1.01014791
-4.59529765,2.52757878,0.00674848,0.58368224,1.56763126,0.38213294,0.04817370,1.00973843
-4.58929465,2.58448544,0.00690057,0.61265747,1.61749606,0.38844640,0.04968650,1.00970255
-4.58329165,2.63980096,0.00704355,0.64078697,1.66465223,0.39479002,0.05121751,1.00973990
-4.57728864,2.69222827,0.00717136,0.66766221,1.70850738,0.40099647,0.05270934,1.00951670
-4.57128564,2.74051067,0.00727824,0.69290721,1.74854824,0.40689438,0.05410605,1.00868297
-4.56528264,2.78348541,0.00735890,0.71619321,1.78436764,0.41231600,0.05535487,1.00689000
-4.55927964,2.82013334,0.00740874,0.73725180,1.81568697,0.41710472,0.05640780,1.00380721
-4.55327664,2.84962186,0.00742398,0.75588562,1.84237261,0.42112207,0.05722302,0.99913753
-4.54727364,2.87133889,0.00740180,0.77197615,1.86444509,0.42425364,0.05776605,0.99263040
-4.54127064,2.88491605,0.00734043,0.78548784,1.88208001,0.42641385,0.05801060,0.98409191
-4.53526763,2.89023966,0.00723919,0.79646850,1.89560048,0.42754910,0.05793916,0.97339163
-4.52926463,2.88744906,0.00709850,0.80504558,1.90546099,0.42763926,0.05754324,0.96046579
-4.52326163,2.87692241,0.00691983,0.81141863,1.91222355,0.42669749,0.05682325,0.94531705
-4.51725863,2.85925072,0.00670563,0.81584804,1.91652710,0.42476824,0.05578818,0.92801092
-4.51125563,2.83520176,0.00645922,0.81864075,1.91905185,0.42192379,0.05445483,0.90866932
-4.50525263,2.80567592,0.00618462,0.82013348,1.92048036,0.41825945,0.05284693,0.88746180
-4.49924962,2.77165670,0.00588644,0.82067450,1.92145772,0.41388776,0.05099402,0.86459523
-4.49324662,2.73415848,0.00556965,0.82060484,1.92255291,0.40893208,0.04893013,0.84030246
-4.48724362,2.69417489,0.00523944,0.82023994,1.92422360,0.40351990,0.04669245,0.81483098
-4.48124062,2.65263043,0.00490102,0.81985287,1.92678664,0.39777644,0.04431997,0.78843199
-4.47523762,2.61033818,0.00455949,0.81965997,1.93039571,0.39181868,0.04185212,0.76135063
-4.46923462,2.56796584,0.00421964,0.81980984,1.93502783,0.38575045,0.03932750,0.73381786
-4.46323162,2.52601189,0.00388588,0.82037628,1.94047929,0.37965866,0.03678280,0.70604419
-4.45722861,2.48479296,0.00356212,0.82135567,1.94637159,0.37361091,0.03425186,0.67821560
-4.45122561,2.44444281,0.00325169,0.82266888,1.95216704,0.36765470,0.03176492,0.65049148
-4.44522261,2.40492288,0.00295735,0.82416775,1.95719328,0.36181809,0.02934811,0.62300467
-4.43921961,2.36604318,0.00268122,0.82564580,1.96067549,0.35611189,0.02702315,0.59586317
-4.43321661,2.32749226,0.00242485,0.82685246,1.96177459,0.35053309,0.02480724,0.56915325
-4.42721361,2.28887422,0.00218922,0.82751022,1.95962941,0.34506936,0.02271316,0.54294367
-4.42121061,2.24975030,0.00197484,0.82733359,1.95340062,0.33970421,0.02074954,0.51729035
-4.41520760,2.20968266,0.00178178,0.82604893,1.94231431,0.33442262,0.01892124,0.49224132
-4.40920460,2.16827759,0.00160977,0.82341400,1.92570267,0.32921664,0.01722984,0.46784136
-4.40320160,2.12522575,0.00145831,0.81923613,1.90304011,0.32409058,0.01567422,0.44413610
-4.39719860,2.08033712,0.00132669,0.81338799,1.87397278,0.31906558,0.01425107,0.42117535
-4.39119560,2.03356881,0.00121413,0.80582018,1.83834032,0.31418313,0.01295555,0.39901539
-4.38519260,1.98504414,0.00111982,0.79656984,1.79618877,0.30950733,0.01178180,0.37772020
-4.37918959,1.93506235,0.00104299,0.78576490,1.74777432,0.30512577,0.01072340,0.35736165
-4.37318659,1.88409825,0.00098296,0.77362371,1.69355785,0.30114888,0.00977384,0.33801869
-4.36718359,1.83279228,0.00093915,0.76045003,1.63419089,0.29770782,0.00892683,0.31977571
-4.36118059,1.78193156,0.00091112,0.74662374,1.57049382,0.29495091,0.00817655,0.30272030
-4.35517759,1.73242315,0.00089859,0.73258772,1.50342772,0.29303885,0.00751783,0.28694066
-4.34917459,1.68526114,0.00090137,0.71883152,1.43406136,0.29213889,0.00694622,0.27252277
-4.34317159,1.64148935,0.00091940,0.70587278,1.36353515,0.29241828,0.00645801,0.25954790
-4.33716858,1.60216172,0.00095269,0.69423715,1.29302379,0.29403736,0.00605015,0.24809031
-4.33116558,1.56830250,0.00100129,0.68443791,1.22369939,0.29714257,0.00572018,0.23821567
-4.32516258,1.54086820,0.00106523,0.67695605,1.15669688,0.30185981,0.00546605,0.22998014
-4.31915958,1.52071317,0.00114447,0.67222195,1.09308291,0.30828844,0.00528599,0.22343037
-4.31315658,1.50856053,0.00123885,0.67059926,1.03382962,0.31649626,0.00517830,0.21860434
-4.30715358,1.50497958,0.00134808,0.67237194,0.97979414,0.32651575,0.00514118,0.21553302
