energy_ev,total_up,Ag_p_up,Ag_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.84992496,7.21306290,0.81975634,2.95016309,0.84503117,0.47305091,0.00971257,0.49369000,0.08667481,2.15685144
-5.84392196,7.30715012,0.82134905,3.00522702,0.83668439,0.48003845,0.01021802,0.50021793,0.08999485,2.17654187
-5.83791896,7.40914583,0.82350561,3.06531966,0.82879869,0.48711861,0.01075575,0.50752000,0.09342359,2.19737576
-5.83191596,7.51923972,0.82624397,3.13080617,0.82161876,0.49420770,0.01132423,0.51555335,0.09692772,2.21945322
-5.82591296,7.63757580,0.82958317,3.20204077,0.81538791,0.50122160,0.01192138,0.52426049,0.10046922,2.24288112
-5.81990995,7.76426611,0.83354868,3.27936039,0.81034656,0.50807998,0.01254458,0.53357115,0.10400604,2.26777899
-5.81390695,7.89939973,0.83817679,3.36307525,0.80672997,0.51471042,0.01319067,0.54340419,0.10749304,2.29428302
-5.80790395,8.04304571,0.84351783,3.45345673,0.80476499,0.52105211,0.01385605,0.55366957,0.11088301,2.32254754
-5.80190095,8.19524932,0.84963785,3.55072251,0.80466573,0.52705911,0.01453666,0.56427029,0.11412785,2.35274360
-5.79589795,8.35602171,0.85661864,3.65502013,0.80662819,0.53270283,0.01522806,0.57510419,0.11717978,2.38505459
-5.78989495,8.52532391,0.86455603,3.76640979,0.81082401,0.53797386,0.01592551,0.58606561,0.11999259,2.41966905
-5.78389195,8.70304681,0.87355666,3.88484778,0.81739360,0.54288300,0.01662403,0.59704700,0.12252287,2.45677128
-5.77788894,8.88898965,0.88373342,4.01017225,0.82643915,0.54746156,0.01731845,0.60794039,0.12473122,2.49653026
-5.77188594,9.08283960,0.89520006,4.14209267,0.83801781,0.55176095,0.01800355,0.61863888,0.12658333,2.53908808
-5.76588294,9.28415564,0.90806536,4.28018473,0.85213578,0.55585167,0.01867417,0.62903825,0.12805096,2.58454866
-5.75987994,9.49235961,0.92242754,4.42389198,0.86874381,0.55982184,0.01932525,0.63903870,0.12911279,2.63296805
-5.75387694,9.70673702,0.93836925,4.57253510,0.88773453,0.56377537,0.01995205,0.64854685,0.12975505,2.68434732
-5.74787394,9.92644964,0.95595394,4.72532949,0.90894226,0.56782986,0.02055026,0.65747798,0.12997207,2.73862880
-5.74187094,10.15056096,0.97522379,4.88141110,0.93214543,0.57211445,0.02111612,0.66575856,0.12976650,2.79569652
-5.73586793,10.37807454,0.99619965,5.03986988,0.95707194,0.57676759,0.02164666,0.67332904,0.12914950,2.85538110
-5.72986493,10.60798417,1.01888303,5.19978958,0.98340735,0.58193480,0.02213981,0.68014670,0.12814057,2.91746912
-5.72386193,10.83933357,1.04326021,5.36029208,1.01080579,0.58776658,0.02259460,0.68618858,0.12676730,2.98171654
-5.71785893,11.07128217,1.06930813,5.52058392,1.03890309,0.59441624,0.02301134,0.69145417,0.12506484,3.04786556
-5.71185593,11.30317289,1.09700163,5.68000219,1.06733159,0.60203776,0.02339175,0.69596778,0.12307527,3.11566360
-5.70585293,11.53459668,1.12632156,5.83805686,1.09573593,0.61078355,0.02373911,0.69978032,0.12084669,3.18488317
-5.69984992,11.76544893,1.15726288,5.99446663,1.12378884,0.62080204,0.02405832,0.70297021,0.11843221,3.25534107
-5.69384692,11.99597217,1.18984212,6.14918526,1.15120609,0.63223499,0.02435597,0.70564346,0.11588876,3.32691515
-5.68784392,12.22678067,1.22410320,6.30241614,1.17775955,0.64521445,0.02464028,0.70793246,0.11327579,3.39955709
-5.68184092,12.45886273,1.26012097,6.45461308,1.20328765,0.65985935,0.02492104,0.70999375,0.11065385,3.47329976
-5.67583792,12.69355803,1.29800176,6.60646618,1.22770220,0.67627168,0.02520942,0.71200437,0.10808304,3.54825796
-5.66983492,12.93250883,1.33788038,6.75887241,1.25099123,0.69453227,0.02551773,0.71415720,0.10562153,3.62462181
-5.66383192,13.17758512,1.37991336,6.91289163,1.27321724,0.71469628,0.02585902,0.71665512,0.10332397,3.70264249
-5.65782891,13.43078596,1.42426839,7.06968924,1.29451093,0.73678857,0.02624672,0.71970437,0.10123998,3.78261050
-5.65182591,13.69412061,1.47111010,7.23046815,1.31506041,0.76079903,0.02669411,0.72350724,0.09941271,3.86482738
-5.64582291,13.96947471,1.52058292,7.39639276,1.33509644,0.78667826,0.02721377,0.72825447,0.09787759,3.94957194
-5.63981991,14.25846795,1.57279164,7.56850899,1.35487436,0.81433368,0.02781697,0.73411760,0.09666114,4.03706305
-5.63381691,14.56231065,1.62778078,7.74766407,1.37465364,0.84362650,0.02851308,0.74124164,0.09578014,4.12742084
-5.62781391,14.88166715,1.68551396,7.93443051,1.39467618,0.87436969,0.02930896,0.74973840,0.09524094,4.22062890
-5.62181091,15.21653380,1.74585460,8.12903829,1.41514465,0.90632733,0.03020841,0.75968074,0.09503915,4.31649982
-5.61580790,15.56613919,1.80854932,8.33131902,1.43620207,0.93921542,0.03121168,0.77109801,0.09515962,4.41464656
-5.60980490,15.92887312,1.87321516,8.54066550,1.45791398,0.97270441,0.03231511,0.78397287,0.09557673,4.51446180
-5.60380190,16.30224963,1.93933209,8.75600910,1.48025420,1.00642345,0.03351087,0.79823963,0.09625507,4.61510712
-5.59779890,16.68290783,2.00624131,8.97581687,1.50309534,1.03996643,0.03478687,0.81378430,0.09715038,4.71551344
-5.59179590,17.06665247,2.07315039,9.19810900,1.52620454,1.07289968,0.03612689,0.83044614,0.09821081,4.81439337
-5.58579290,17.44853403,2.13914521,9.42049664,1.54924502,1.10477120,0.03751075,0.84802091,0.09937852,4.91026567
-5.57978989,17.82296644,2.20320882,9.64023887,1.57178350,1.13512106,0.03891485,0.86626558,0.10059133,5.00149123
-5.57378689,18.18387844,2.26424667,9.85431679,1.59330315,1.16349288,0.04031274,0.88490442,0.10178472,5.08631935
-5.56778389,18.52489299,2.32111745,10.05952208,1.61322160,1.18944576,0.04167589,0.90363620,0.10289379,5.16294258
-5.56178089,18.83952766,2.37266831,10.25255640,1.63091319,1.21256637,0.04297463,0.92214243,0.10385528,5.22955769
-5.55577789,19.12140808,2.41777302,10.43013783,1.64573423,1.23248087,0.04417910,0.94009627,0.10460961,5.28443023
-5.54977489,19.36448565,2.45537158,10.58911020,1.65705012,1.24886595,0.04526032,0.95717190,0.10510269,5.32595967
-5.54377189,19.56325056,2.48450941,10.72655079,1.66426298,1.26145889,0.04619124,0.97305405,0.10528762,5.35274225
-5.53776888,19.71293149,2.50437433,10.83987249,1.66683829,1.27006610,0.04694772,0.98744743,0.10512614,5.36362855
-5.53176588,19.80967368,2.51432980,10.92691606,1.66432941,1.27456980,0.04750952,1.00008580,0.10458979,5.35777326
-5.52576288,19.85068830,2.51394278,10.98602927,1.65639856,1.27493275,0.04786103,1.01074030,0.10366067,5.33467487
-5.51975988,19.83436711,2.50300502,11.01612968,1.64283351,1.27120073,0.04799190,1.01922685,0.10233193,5.29420355
-5.51375688,19.76035788,2.48154668,11.01674877,1.62355916,1.26350270,0.04789754,1.02541228,0.10060786,5.23661597
-5.50775388,19.62959783,2.44984188,10.98805579,1.59864342,1.25204872,0.04757927,1.02921910,0.09850355,5.16255665
-5.50175088,19.44430393,2.40840575,10.93086041,1.56829751,1.23712557,0.04704433,1.03062845,0.09604428,5.07304566
-5.49574787,19.20792055,2.35798331,10.84659419,1.53287060,1.21909030,0.04630567,1.02968140,0.09326457,4.96945355
-5.48974487,18.92502687,2.29953049,10.73727150,1.49283919,1.19836194,0.04538151,1.02647819,0.09020690,4.85346453
-5.48374187,18.60120767,2.23418836,10.60543146,1.44879203,1.17541146,0.04429471,1.02117561,0.08692029,4.72702948
-5.47773887,18.24289247,2.16325160,10.45406304,1.40141126,1.15075043,0.04307200,1.01398246,0.08345865,4.59231094
-5.47173587,17.85716938,2.08813241,10.28651600,1.35145069,1.12491865,0.04174305,1.00515318,0.07987908,4.45162206
-5.46573287,17.45158025,2.01032165,10.10640116,1.29971234,1.09847098,0.04033955,0.99497997,0.07624005,4.30736189
-5.45972986,17.03390480,1.93134847,9.91748337,1.24702217,1.07196390,0.03889413,0.98378363,0.07259973,4.16194948
-5.45372686,16.61194133,1.85274010,9.72357135,1.19420606,1.04594192,0.03743939,0.97190340,0.06901434,4.01775882
-5.44772386,16.19329162,1.77598330,9.52840815,1.14206682,1.02092430,0.03600691,0.95968640,0.06553664,3.87705676
-5.44172086,15.78515729,1.70248875,9.33556644,1.09136311,0.99739242,0.03462637,0.94747692,0.06221463,3.74194587
-5.43571786,15.39415452,1.63355956,9.14835216,1.04279084,0.97577800,0.03332476,0.93560621,0.05909052,3.61431365
-5.42971486,15.02615292,1.57036490,8.96972014,0.99696752,0.95645257,0.03212574,0.92438316,0.05619987,3.49578944
-5.42371186,14.68614384,1.51391933,8.80220468,0.95441988,0.93971838,0.03104911,0.91408627,0.05357107,3.38770999
-5.41770885,14.37814172,1.46506842,8.64786736,0.91557494,0.92580105,0.03011048,0.90495746,0.05122509,3.29109428
-5.41170585,14.10512155,1.42448078,8.50826410,0.88075448,0.91484422,0.02932101,0.89719782,0.04917546,3.20662802
-5.40570285,13.86899362,1.39264640,8.38443215,0.85017288,0.90690626,0.02868743,0.89096570,0.04742858,3.13465792
-5.39969985,13.67061577,1.36988109,8.27689755,0.82393815,0.90195935,0.02821206,0.88637705,0.04598416,3.07519550
-5.39369685,13.50984185,1.35633642,8.18570227,0.80205578,0.89989097,0.02789303,0.88350818,0.04483596,3.02793010
-5.38769385,13.38560381,1.35201456,8.11044955,0.78443521,0.90050774,0.02772459,0.88240051,0.04397265,2.99225055
-5.38169085,13.29602372,1.35678697,8.05036553,0.77089848,0.90354179,0.02769754,0.88306726,0.04337881,2.96727462
-5.37568784,13.23855064,1.37041619,8.00437385,0.76119077,0.90865937,0.02779964,0.88550150,0.04303595,2.95188531
-5.36968484,13.21011653,1.39257947,7.97118011,0.75499226,0.91547152,0.02801621,0.88968511,0.04292367,2.94477291
-5.36368184,13.20730447,1.42289312,7.94936187,0.75193111,0.92354672,0.02833062,0.89559799,0.04302072,2.94448153
-5.35767884,13.22652189,1.46093659,7.93746011,0.75159707,0.93242482,0.02872490,0.90322703,0.04330605,2.94945861
-5.35167584,13.26417135,1.50627499,7.93406758,0.75355526,0.94163210,0.02918034,0.91257403,0.04375969,2.95810603
-5.34567284,13.31681130,1.55847914,7.93790971,0.75735983,0.95069676,0.02967801,0.92366210,0.04436359,2.96883117
-5.33966983,13.38129979,1.61714217,7.94791398,0.76256711,0.95916441,0.03019934,0.93653985,0.04510221,2.98009622
-5.33366683,13.45491447,1.68189200,7.96326430,0.76874776,0.96661281,0.03072658,0.95128316,0.04596295,2.99046432
-5.32766383,13.53544376,1.75239906,7.98343724,0.77549778,0.97266543,0.03124330,0.96799399,0.04693633,2.99864089
-5.32166083,13.62124492,1.82837907,8.00821840,0.78244795,0.97700327,0.03173476,0.98679628,0.04801596,3.00350874
-5.31565783,13.71126658,1.90959067,8.03769781,0.78927147,0.97937429,0.03218822,1.00782890,0.04919831,3.00415598
-5.30965483,13.80503512,1.99582816,8.07224438,0.79568969,0.97960031,0.03259322,1.03123588,0.05048224,2.99989557
-5.30365183,13.90260598,2.08690997,8.11246098,0.80147574,0.97758091,0.03294172,1.05715446,0.05186834,2.99027626
-5.29764882,14.00448311,2.18266330,8.15912224,0.80645602,0.97329424,0.03322820,1.08570134,0.05335810,2.97508438
-5.29164582,14.11151129,2.28290617,8.21309873,0.81050974,0.96679487,0.03344965,1.11695805,0.05495301,2.95433688
-5.28564282,14.22474783,2.38742778,8.27527178,0.81356643,0.95820861,0.03360547,1.15095620,0.05665360,2.92826615
-5.27963982,14.34532124,2.49596862,8.34644383,0.81560184,0.94772482,0.03369733,1.18766347,0.05845835,2.89729739
-5.27363682,14.47428531,2.60820149,8.42724972,0.81663245,0.93558649,0.03372889,1.22697127,0.06036285,2.86201994
-5.26763382,14.61247746,2.72371476,8.51807433,0.81670890,0.92207870,0.03370553,1.26868494,0.06235886,2.82315391
-5.26163082,14.76038989,2.84199908,8.61898160,0.81590875,0.90751595,0.03363399,1.31251721,0.06443371,2.78151394
-5.25562781,14.91806144,2.96243862,8.72965967,0.81432909,0.89222911,0.03352195,1.35808555,0.06656977,2.73797157
-5.24962481,15.08499692,3.08430749,8.84938561,0.81207917,0.87655248,0.03337767,1.40491376,0.06874427,2.69341826
-5.24362181,15.26011897,3.20677197,8.97701260,0.80927359,0.86081173,0.03320956,1.45243809,0.07092934,2.64873041
-5.23761881,15.44175556,3.32889881,9.11098066,0.80602638,0.84531300,0.03302579,1.50001776,0.07309236,2.60473803
-5.23161581,15.62766439,3.44966924,9.24935106,0.80244604,0.83033382,0.03283394,1.54694965,0.07519658,2.56219811
-5.22561281,15.81509282,3.56799857,9.38986283,0.79863192,0.81611597,0.03264072,1.59248651,0.07720205,2.52177359
-5.21960980,16.00087039,3.68276037,9.53000875,0.79467191,0.80286066,0.03245167,1.63585816,0.07906673,2.48401860
-5.21360680,16.18152866,3.79281434,9.66712704,0.79064147,0.79072582,0.03227105,1.67629464,0.08074783,2.44936992
-5.20760380,16.35344208,3.89703679,9.79850394,0.78660392,0.77982579,0.03210168,1.71305033,0.08220324,2.41814478
-5.20160080,16.51298201,3.99435231,9.92148206,0.78261189,0.77023291,0.03194499,1.74542797,0.08339308,2.39054442
-5.19559780,16.65667604,4.08376535,10.03356885,0.77870963,0.76198095,0.03180102,1.77280166,0.08428116,2.36666281
-5.18959480,16.78136417,4.16439055,10.13254004,0.77493609,0.75507006,0.03166856,1.79463758,0.08483644,2.34649965
-5.18359180,16.88434437,4.23548057,10.21653281,0.77132837,0.74947281,0.03154538,1.81051186,0.08503433,2.32997676
-5.17758879,16.96350058,4.29645046,10.28412474,0.76792548,0.74514094,0.03142840,1.82012460,0.08485769,2.31695672
-5.17158579,17.01740780,4.34689793,10.33439509,0.76477197,0.74201262,0.03131404,1.82330986,0.08429772,2.30726295
-5.16558279,17.04541028,4.38661885,10.36696627,0.76192135,0.74001968,0.03119845,1.82004102,0.08335446,2.30070007
-5.15957979,17.04767061,4.41561794,10.38202451,0.75943921,0.73909467,0.03107787,1.81043167,0.08203700,2.29707393
-5.15357679,17.02518905,4.43411440,10.38031977,0.75740567,0.73917736,0.03094889,1.79473217,0.08036339,2.29621039
-5.14757379,16.97979410,4.44254288,10.36314622,0.75591744,0.74022066,0.03080871,1.77332207,0.07836021,2.29797245
-5.14157079,16.91410662,4.44154994,10.33230509,0.75508906,0.74219558,0.03065541,1.74669916,0.07606191,2.30227505
-5.13556778,16.83148063,4.43198642,10.29005290,0.75505369,0.74509536,0.03048811,1.71546555,0.07350984,2.30909744
-5.12956478,16.73592487,4.41489623,10.23903795,0.75596318,0.74893842,0.03030710,1.68031158,0.07075114,2.31849268
-5.12356178,16.63200915,4.39150191,10.18222856,0.75798761,0.75377027,0.03011392,1.64199831,0.06783742,2.33059414
-5.11755878,16.52475973,4.36318725,10.12283612,0.76131425,0.75966424,0.02991139,1.60133908,0.06482341,2.34561883
-5.11155578,16.41954739,4.33147720,10.06423602,0.76614604,0.76672098,0.02970354,1.55918099,0.06176554,2.36386747
-5.10555278,16.32197129,4.29801518,10.00988880,0.77269948,0.77506672,0.02949550,1.51638665,0.05872049,2.38572112
-5.09954977,16.23774115,4.26453774,9.96326352,0.78120201,0.78485024,0.02929335,1.47381661,0.05574389,2.41163436
-5.09354677,16.17255925,4.23284651,9.92776454,0.79188877,0.79623859,0.02910395,1.43231285,0.05288904,2.44212476
-5.08754377,16.13200334,4.20477716,9.90666260,0.80499873,0.80941142,0.02893465,1.39268334,0.05020577,2.47775881
-5.08154077,16.12141065,4.18216539,9.90303020,0.82077012,0.82455422,0.02879307,1.35568786,0.04773945,2.51913417
-5.07553777,16.14576323,4.16680984,9.91968135,0.83943509,0.84185027,0.02868681,1.32202503,0.04553019,2.56685836
-5.06953477,16.20957451,4.16043194,9.95911513,0.86121347,0.86147163,0.02862317,1.29232047,0.04361212,2.62152430
-5.06353177,16.31677721,4.16463324,10.02346280,0.88630581,0.88356940,0.02860887,1.26711605,0.04201293,2.68368286
-5.05752876,16.47061323,4.18085057,10.11443807,0.91488556,0.90826334,0.02864977,1.24686019,0.04075349,2.75381332
-5.05152576,16.67352680,4.21031018,10.23329060,0.94709046,0.93563150,0.02875066,1.23189919,0.03984764,2.83229229
-5.04552276,16.92706281,4.25398193,10.38076300,0.98301357,0.96569996,0.02891499,1.22246975,0.03930209,2.91936229
-5.03951976,17.23177327,4.31253514,10.55705233,1.02269376,0.99843349,0.02914476,1.21869261,0.03911651,3.01510107
-5.03351676,17.58713549,4.38629790,10.76177716,1.06610641,1.03372728,0.02944028,1.22056778,0.03928365,3.11939314
-5.02751376,17.99148619,4.47522167,10.99395209,1.11315438,1.07140057,0.02980016,1.22797148,0.03978960,3.23190479
-5.02151076,18.44197627,4.57885341,11.25197153,1.16365993,1.11119244,0.03022118,1.24065511,0.04061417,3.35206423
-5.01550775,18.93455083,4.69631710,11.53360508,1.21735785,1.15276030,0.03069831,1.25824667,0.04173133,3.47904816
-5.00950475,19.46395881,4.82630647,11.83600637,1.27389063,1.19568132,0.03122475,1.28025487,0.04310975,3.61177602
-5.00350175,20.02379603,4.96709049,12.15573746,1.33280579,1.23945717,0.03179199,1.30607618,0.04471343,3.74891298
-4.99749875,20.60658408,5.11653272,12.48880994,1.39355607,1.28352188,0.03238996,1.33500509,0.04650241,3.88888247
-4.99149575,21.20388616,5.27212500,12.83074370,1.45550281,1.32725303,0.03300721,1.36624747,0.04843353,4.02988827
-4.98549275,21.80645939,5.43103530,13.17664315,1.51792259,1.36998576,0.03363110,1.39893698,0.05046133,4.16994642
-4.97948974,22.40444110,5.59016913,13.52128999,1.58001752,1.41102931,0.03424809,1.43215434,0.05253889,4.30692600
-4.97348674,22.98756474,5.74624282,13.85925060,1.64092880,1.44968540,0.03484398,1.46494889,0.05461883,4.43859792
-4.96748374,23.54539920,5.89586663,14.18499519,1.69975360,1.48526797,0.03540430,1.49636193,0.05665423,4.56269008
-4.96148074,24.06760388,6.03563487,14.49302507,1.75556469,1.51712311,0.03591454,1.52545105,0.05859958,4.67694706
-4.95547774,24.54419047,6.16221994,14.77800374,1.80743228,1.54464878,0.03636060,1.55131471,0.06041175,4.77919210
-4.94947474,24.96578170,6.27246654,15.03488685,1.85444735,1.56731309,0.03672903,1.57311603,0.06205083,4.86738889
-4.94347174,25.32385696,6.36348265,15.25904647,1.89574566,1.58467056,0.03700745,1.59010502,0.06348095,4.93970080
-4.93746873,25.61097519,6.43272334,15.44638435,1.93053142,1.59637566,0.03718480,1.60163830,0.06467095,4.99454505
-4.93146573,25.82096598,6.47806426,15.59343021,1.95809990,1.60219288,0.03725163,1.60719553,0.06559498,5.03063957
-4.92546273,25.94908152,6.49786169,15.69742085,1.97785775,1.60200315,0.03720037,1.60639192,0.06623293,5.04704068
-4.91945973,25.99210355,6.49099690,15.75635748,1.98934046,1.59580618,0.03702550,1.59898628,0.06657069,5.04316998
-4.91345673,25.94840175,6.45690300,15.76903923,1.99222606,1.58371890,0.03672370,1.58488450,0.06660031,5.01882952
-4.90745373,25.81794213,6.39557357,15.73507204,1.98634454,1.56596997,0.03629392,1.56413812,0.06631994,4.97420469
-4.90145073,25.60224640,6.30755296,15.65485352,1.97168260,1.54289089,0.03573739,1.53693844,0.06573367,4.90985498
-4.89544772,25.30430548,6.19390913,15.52953495,1.94838357,1.51490404,0.03505761,1.50360626,0.06485118,4.82669316
-4.88944472,24.92845217,6.05619053,15.36096324,1.91674251,1.48250844,0.03426025,1.46457809,0.06368730,4.72595404
-4.88344172,24.48019972,5.89636935,15.15160559,1.87719678,1.44626378,0.03335294,1.42038920,0.06226145,4.60915433
-4.87743872,23.96605398,5.71677382,14.90446108,1.83031247,1.40677347,0.03234513,1.37165455,0.06059702,4.47804545
-4.87143572,23.39330768,5.52001272,14.62296283,1.77676739,1.36466754,0.03124782,1.31904837,0.05872062,4.33456141
-4.86543272,22.76982536,5.30889532,14.31087511,1.71733132,1.32058585,0.03007329,1.26328324,0.05666139,4.18076385
-4.85942971,22.10382724,5.08635010,13.97218921,1.65284426,1.27516232,0.02883478,1.20508953,0.05445023,4.01878635
-4.85342671,21.40367949,4.85534530,13.61102162,1.58419375,1.22901060,0.02754621,1.14519593,0.05211906,3.85078017
-4.84742371,20.67769758,4.61881397,13.23151772,1.51229187,1.18271155,0.02622184,1.08431168,0.04970009,3.67886301
-4.84142071,19.93396766,4.37958609,12.83776316,1.43805300,1.13680266,0.02487597,1.02311107,0.04722514,3.50507244
-4.83541771,19.18019002,4.14032932,12.43370496,1.36237281,1.09176959,0.02352264,0.96222048,0.04472506,3.33132508
-4.82941471,18.42354703,3.90349968,12.02308343,1.28610927,1.04803979,0.02217533,0.90220826,0.04222912,3.15938237
-4.82341171,17.67059677,3.67130307,11.60937543,1.21006614,1.00597811,0.02084676,0.84357730,0.03976455,2.99082346
-4.81740870,16.92719237,3.44566737,11.19574922,1.13497925,0.96588417,0.01954860,0.78676046,0.03735616,2.82702521
-4.81140570,16.19842637,3.22822528,10.78503052,1.06150575,0.92799140,0.01829135,0.73211850,0.03502596,2.66914938
-4.80540270,15.48859850,3.02030683,10.37967956,0.99021645,0.89246750,0.01708412,0.67994023,0.03279298,2.51813646
-4.79939970,14.80120505,2.82294084,9.98177812,0.92159128,0.85941610,0.01593455,0.63044467,0.03067302,2.37470566
-4.79339670,14.13894773,2.63686402,9.59302626,0.85601743,0.82887950,0.01484877,0.58378472,0.02867867,2.23936043
-4.78739370,13.50375979,2.46253650,9.21474787,0.79379029,0.80084228,0.01383127,0.54005212,0.02681919,2.11239874
-4.78139070,12.89684742,2.30016253,8.84790441,0.73511662,0.77523582,0.01288500,0.49928319,0.02510068,1.99392740
-4.77538769,12.31874431,2.14971512,8.49311634,0.68011968,0.75194348,0.01201134,0.46146517,0.02352612,1.88387960
-4.76938469,11.76937763,2.01096336,8.15069150,0.62884608,0.73080652,0.01121021,0.42654284,0.02209564,1.78203510
-4.76338169,11.24814349,1.88350165,7.82065986,0.58127374,0.71163069,0.01048016,0.39442522,0.02080676,1.68804226
-4.75737869,10.75399018,1.76677976,7.50281376,0.53732085,0.69419341,0.00981849,0.36499210,0.01965467,1.60144133
-4.75137569,10.28550727,1.66013298,7.19675280,0.49685529,0.67825152,0.00922143,0.33810038,0.01863264,1.52168846
-4.74537269,9.84101844,1.56281188,6.90193205,0.45970435,0.66354944,0.00868432,0.31359006,0.01773239,1.44817985
-4.73936968,9.41867584,1.47401094,6.61771230,0.42566434,0.64982759,0.00820178,0.29128978,0.01694448,1.38027543
-4.73336668,9.01655341,1.39289568,6.34341062,0.39450991,0.63683093,0.00776792,0.27102201,0.01625875,1.31732173
-4.72736368,8.63273648,1.31862784,6.07834948,0.36600286,0.62431728,0.00737654,0.25260765,0.01566477,1.25867322
-4.72136068,8.26540488,1.25038824,5.82190239,0.33990023,0.61206527,0.00702137,0.23587018,0.01515220,1.20371189
-4.71535768,7.91290656,1.18739690,5.57353424,0.31596151,0.59988139,0.00669619,0.22063933,0.01471118,1.15186436
-4.70935468,7.57381924,1.12893021,5.33283443,0.29395485,0.58760615,0.00639506,0.20675411,0.01433268,1.10261637
-4.70335168,7.24699766,1.07433481,5.09954119,0.27366233,0.57511877,0.00611247,0.19406533,0.01400873,1.05552411
-4.69734867,6.93160457,1.02303805,4.87355593,0.25488395,0.56234036,0.00584345,0.18243757,0.01373268,1.01022227
-4.69134567,6.62712446,0.97455482,4.65494676,0.23744063,0.54923527,0.00558367,0.17175052,0.01349932,0.96642861
-4.68534267,6.33335943,0.92849092,4.44394109,0.22117605,0.53581069,0.00532954,0.16189974,0.01330493,0.92394496
-4.67933967,6.05040803,0.88454284,4.24090773,0.20595751,0.52211425,0.00507823,0.15279691,0.01314728,0.88265499
-4.67333667,5.77862822,0.84249444,4.04632941,0.19167573,0.50822998,0.00482767,0.14436946,0.01302556,0.84251867
-4.66733367,5.51858699,0.80221068,3.86076752,0.17824394,0.49427260,0.00457655,0.13655983,0.01294019,0.80356405
-4.66133067,5.27099950,0.76362901,3.68482094,0.16559611,0.48038056,0.00432425,0.12932421,0.01289266,0.76587675
-4.65532766,5.03666138,0.72674883,3.51908174,0.15368481,0.46670816,0.00407079,0.12263101,0.01288520,0.72958777
-4.64932466,4.81637838,0.69161983,3.36409021,0.14247847,0.45341705,0.00381674,0.11645911,0.01292058,0.69486016
-4.64332166,4.61089716,0.65832965,3.22029207,0.13195857,0.44066770,0.00356311,0.11079589,0.01300169,0.66187541
