energy_ev,total_up,B_p_up,B_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-6.00000000,2.86687932,0.26459556,0.00000000,0.83788688,1.51259173,0.03014857,0.96890588
-5.99399700,2.79991528,0.25717145,0.00000000,0.83030923,1.47759514,0.02845698,0.94535851
-5.98799400,2.73033372,0.24995656,0.00000000,0.82084250,1.44145469,0.02681271,0.92075274
-5.98199100,2.65924891,0.24309248,0.00000000,0.80973788,1.40477122,0.02523338,0.89539839
-5.97598799,2.58775390,0.23671971,0.00000000,0.79727442,1.36813248,0.02373428,0.86959053
-5.96998499,2.51690234,0.23097556,0.00000000,0.78375452,1.33210320,0.02232812,0.84360523
-5.96398199,2.44769340,0.22599212,0.00000000,0.76949915,1.29721687,0.02102498,0.81769677
-5.95797899,2.38105996,0.22189427,0.00000000,0.75484265,1.26396937,0.01983228,0.79209632
-5.95197599,2.31785948,0.21879772,0.00000000,0.74012714,1.23281406,0.01875489,0.76701186
-5.94597299,2.25886732,0.21680691,0.00000000,0.72569655,1.20415814,0.01779528,0.74262906
-5.93996998,2.20477185,0.21601297,0.00000000,0.71189038,1.17836004,0.01695373,0.71911298
-5.93396698,2.15617093,0.21649154,0.00000000,0.69903714,1.15572749,0.01622860,0.69661019
-5.92796398,2.11356913,0.21830052,0.00000000,0.68744774,1.13651592,0.01561664,0.67525116
-5.92196098,2.07737546,0.22147790,0.00000000,0.67740880,1.12092710,0.01511322,0.65515252
-5.91595798,2.04790118,0.22603957,0.00000000,0.66917621,1.10910772,0.01471270,0.63641909
-5.90995498,2.02535768,0.23197737,0.00000000,0.66296913,1.10114792,0.01440866,0.61914551
-5.90395198,2.00985438,0.23925736,0.00000000,0.65896453,1.09707978,0.01419416,0.60341726
-5.89794897,2.00139691,0.24781857,0.00000000,0.65729278,1.09687586,0.01406197,0.58931113
-5.89194597,1.99988578,0.25757232,0.00000000,0.65803422,1.10044802,0.01400479,0.57689503
-5.88594297,2.00511604,0.26840215,0.00000000,0.66121722,1.10764668,0.01401536,0.56622733
-5.87993997,2.01677834,0.28016467,0.00000000,0.66681777,1.11826100,0.01408664,0.55735571
-5.87393697,2.03446190,0.29269125,0.00000000,0.67476072,1.13202000,0.01421191,0.55031576
-5.86793397,2.05765979,0.30579071,0.00000000,0.68492285,1.14859522,0.01438485,0.54512943
-5.86193097,2.08577690,0.31925288,0.00000000,0.69713770,1.16760487,0.01459957,0.54180360
-5.85592796,2.11814079,0.33285323,0.00000000,0.71120213,1.18861981,0.01485073,0.54032879
-5.84992496,2.15401556,0.34635817,0.00000000,0.72688427,1.21117135,0.01513356,0.54067842
-5.84392196,2.19261846,0.35953107,0.00000000,0.74393291,1.23476076,0.01544387,0.54280850
-5.83791896,2.23313911,0.37213878,0.00000000,0.76208765,1.25887054,0.01577816,0.54665809
-5.83191596,2.27476062,0.38395830,0.00000000,0.78108961,1.28297688,0.01613357,0.55215041
-5.82591296,2.31668214,0.39478342,0.00000000,0.80069223,1.30656315,0.01650798,0.55919478
-5.81990995,2.35814178,0.40443102,0.00000000,0.82067155,1.32913383,0.01690000,0.56768914
-5.81390695,2.39843915,0.41274674,0.00000000,0.84083561,1.35022832,0.01730903,0.57752332
-5.80790395,2.43695636,0.41960976,0.00000000,0.86103236,1.36943414,0.01773520,0.58858266
-5.80190095,2.47317657,0.42493641,0.00000000,0.88115578,1.38639884,0.01817941,0.60075198
-5.79589795,2.50669915,0.42868248,0.00000000,0.90114970,1.40084003,0.01864328,0.61391959
-5.78989495,2.53725047,0.43084404,0.00000000,0.92100913,1.41255309,0.01912908,0.62798104
-5.78389195,2.56468977,0.43145676,0.00000000,0.94077889,1.42141615,0.01963967,0.64284257
-5.77788894,2.58900955,0.43059370,0.00000000,0.96054949,1.42739194,0.02017834,0.65842371
-5.77188594,2.61033027,0.42836163,0.00000000,0.98045032,1.43052641,0.02074869,0.67465912
-5.76588294,2.62888942,0.42489614,0.00000000,1.00064042,1.43094420,0.02135445,0.69149925
-5.75987994,2.64502520,0.42035558,0.00000000,1.02129709,1.42884092,0.02199927,0.70890987
-5.75387694,2.65915559,0.41491430,0.00000000,1.04260286,1.42447270,0.02268647,0.72687034
-5.74787394,2.67175343,0.40875534,0.00000000,1.06473136,1.41814350,0.02341884,0.74537070
-5.74187094,2.68331893,0.40206295,0.00000000,1.08783277,1.41019061,0.02419841,0.76440762
-5.73586793,2.69435055,0.39501536,0.00000000,1.11201950,1.40096911,0.02502618,0.78397957
-5.72986493,2.70531601,0.38777797,0.00000000,1.13735285,1.39083608,0.02590195,0.80408130
-5.72386193,2.71662457,0.38049737,0.00000000,1.16383141,1.38013522,0.02682415,0.82469805
-5.71785893,2.72860220,0.37329648,0.00000000,1.19138177,1.36918265,0.02778968,0.84579987
-5.71185593,2.74147083,0.36627083,0.00000000,1.21985215,1.35825461,0.02879389,0.86733643
-5.70585293,2.75533288,0.35948637,0.00000000,1.24900943,1.34757752,0.02983055,0.88923261
-5.69984992,2.77016173,0.35297860,0.00000000,1.27853990,1.33732094,0.03089191,0.91138530
-5.69384692,2.78579885,0.34675325,0.00000000,1.30805373,1.32759354,0.03196889,0.93366165
-5.68784392,2.80195757,0.34078828,0.00000000,1.33709330,1.31844232,0.03305121,0.95589884
-5.68184092,2.81823336,0.33503711,0.00000000,1.36514496,1.30985484,0.03412774,0.97790571
-5.67583792,2.83411997,0.32943285,0.00000000,1.39165392,1.30176420,0.03518677,0.99946584
-5.66983492,2.84903045,0.32389332,0.00000000,1.41604158,1.29405636,0.03621642,1.02034228
-5.66383192,2.86232200,0.31832660,0.00000000,1.43772459,1.28657926,0.03720498,1.04028345
-5.65782891,2.87332301,0.31263664,0.00000000,1.45613476,1.27915292,0.03814132,1.05903004
-5.65182591,2.88136092,0.30672897,0.00000000,1.47073901,1.27158015,0.03901523,1.07632234
-5.64582291,2.88578932,0.30051588,0.00000000,1.48105825,1.26365687,0.03981775,1.09190778
-5.63981991,2.88601281,0.29392113,0.00000000,1.48668453,1.25518168,0.04054141,1.10554802
-5.63381691,2.88150842,0.28688372,0.00000000,1.48729550,1.24596403,0.04118043,1.11702545
-5.62781391,2.87184251,0.27936083,0.00000000,1.48266561,1.23583074,0.04173078,1.12614853
-5.62181091,2.85668263,0.27132965,0.00000000,1.47267360,1.22463055,0.04219016,1.13275595
-5.61580790,2.83580387,0.26278815,0.00000000,1.45730589,1.21223668,0.04255794,1.13671926
-5.60980490,2.80908986,0.25375486,0.00000000,1.43665590,1.19854766,0.04283493,1.13794409
-5.60380190,2.77652889,0.24426761,0.00000000,1.41091942,1.18348638,0.04302314,1.13637002
-5.59779890,2.73820575,0.23438153,0.00000000,1.38038637,1.16699809,0.04312544,1.13196923
-5.59179590,2.69429034,0.22416634,0.00000000,1.34542947,1.14904746,0.04314521,1.12474416
-5.58579290,2.64502414,0.21370320,0.00000000,1.30649045,1.12961543,0.04308598,1.11472463
-5.57978989,2.59070568,0.20308122,0.00000000,1.26406462,1.10869614,0.04295107,1.10196463
-5.57378689,2.53167619,0.19239400,0.00000000,1.21868453,1.08629442,0.04274333,1.08653910
-5.56778389,2.46830638,0.18173618,0.00000000,1.17090357,1.06242411,0.04246485,1.06854110
-5.56178089,2.40098527,0.17120031,0.00000000,1.12128020,1.03710752,0.04211685,1.04807952
-5.55577789,2.33011147,0.16087413,0.00000000,1.07036351,1.01037588,0.04169958,1.02527740
