energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up,Zr_p_up,Zr_d_up
-5.63381691,2.19138011,0.00933956,0.21352970,0.00271209,1.39059040,0.73186341,0.30006947,0.53153832,0.28624240
-5.62781391,2.26371829,0.00937043,0.21212582,0.00280066,1.45020197,0.76732733,0.30847719,0.54446210,0.29069287
-5.62181091,2.33459005,0.00938789,0.21062353,0.00290073,1.50882290,0.80191370,0.31676733,0.55660110,0.29510436
-5.61580790,2.40334898,0.00939140,0.20906046,0.00301406,1.56589014,0.83526420,0.32484274,0.56789500,0.29944179
-5.60980490,2.46938635,0.00938045,0.20749384,0.00314295,1.62084363,0.86701903,0.33261015,0.57828611,0.30368247
-5.60380190,2.53213389,0.00935449,0.20599859,0.00329016,1.67313170,0.89682141,0.33998059,0.58771773,0.30781512
-5.59779890,2.59106647,0.00931289,0.20466475,0.00345890,1.72221719,0.92432273,0.34686998,0.59613292,0.31183843
-5.59179590,2.64570478,0.00925492,0.20359410,0.00365271,1.76758456,0.94918827,0.35319981,0.60347388,0.31575935
-5.58579290,2.69561838,0.00917976,0.20289625,0.00387535,1.80874780,0.97110347,0.35889808,0.60968191,0.31959108
-5.57978989,2.74042897,0.00908652,0.20268423,0.00413068,1.84525902,0.98978054,0.36390031,0.61469809,0.32335099
-5.57378689,2.77981379,0.00897431,0.20306979,0.00442250,1.87671742,1.00496524,0.36815072,0.61846462,0.32705838
-5.56778389,2.81350896,0.00884226,0.20415845,0.00475433,1.90277825,1.01644362,0.37160340,0.62092662,0.33073233
-5.56178089,2.84131229,0.00868960,0.20604456,0.00512924,1.92316121,1.02404827,0.37422340,0.62203438,0.33438954
-5.55577789,2.86308517,0.00851575,0.20880653,0.00554969,1.93765785,1.02766384,0.37598772,0.62174585,0.33804232
-5.54977489,2.87875311,0.00832040,0.21250231,0.00601725,1.94613739,1.02723148,0.37688595,0.62002911,0.34169676
-5.54377189,2.88830463,0.00810356,0.21716544,0.00653245,1.94855049,1.02275189,0.37692059,0.61686472,0.34535106
-5.53776888,2.89178817,0.00786562,0.22280160,0.00709462,1.94493069,1.01428671,0.37610696,0.61224763,0.34899412
-5.53176588,2.88930695,0.00760739,0.22938613,0.00770172,1.93539311,1.00195814,0.37447261,0.60618872,0.35260442
-5.52576288,2.88101198,0.00733014,0.23686238,0.00835020,1.92013065,0.98594658,0.37205634,0.59871562,0.35614927
-5.51975988,2.86709342,0.00703556,0.24514110,0.00903500,1.89940746,0.96648656,0.36890675,0.58987293,0.35958438
-5.51375688,2.84777091,0.00672579,0.25410109,0.00974949,1.87355036,0.94386081,0.36508054,0.57972177,0.36285392
-5.50775388,2.82328352,0.00640335,0.26359087,0.01048551,1.84293841,0.91839297,0.36064052,0.56833878,0.36589110
-5.50175088,2.79388011,0.00607108,0.27343174,0.01123352,1.80799142,0.89043916,0.35565360,0.55581456,0.36861919
-5.49574787,2.75981090,0.00573207,0.28342188,0.01198273,1.76915808,0.86037887,0.35018884,0.54225185,0.37095322
-5.48974487,2.72132122,0.00538961,0.29334155,0.01272137,1.72690436,0.82860550,0.34431575,0.52776348,0.37280219
-5.48374187,2.67864784,0.00504705,0.30295928,0.01343694,1.68170300,0.79551728,0.33810291,0.51247033,0.37407183
-5.47773887,2.63201875,0.00470778,0.31203874,0.01411658,1.63402465,0.76150864,0.33161715,0.49649940,0.37466789
-5.47173587,2.58165630,0.00437510,0.32034614,0.01474741,1.58433118,0.72696267,0.32492317,0.47998222,0.37449987
-5.46573287,2.52778392,0.00405218,0.32765789,0.01531695,1.53307135,0.69224496,0.31808387,0.46305351,0.37348495
-5.45972986,2.47063587,0.00374197,0.33376813,0.01581352,1.48067910,0.65769878,0.31116116,0.44585040,0.37155212
-5.45372686,2.41046956,0.00344721,0.33849593,0.01622659,1.42757423,0.62364196,0.30421733,0.42851188,0.36864632
-5.44772386,2.34757948,0.00317031,0.34169175,0.01654719,1.37416512,0.59036527,0.29731676,0.41117868,0.36473217
-5.44172086,2.28231151,0.00291344,0.34324298,0.01676819,1.32085310,0.55813219,0.29052795,0.39399342,0.35979741
-5.43571786,2.21507664,0.00267843,0.34307821,0.01688455,1.26803771,0.52717990,0.28392559,0.37710077,0.35385558
-5.42971486,2.14636257,0.00246684,0.34117004,0.01689355,1.21612223,0.49772106,0.27759249,0.36064765,0.34694793
-5.42371186,2.07674225,0.00227991,0.33753638,0.01679485,1.16551864,0.46994617,0.27162119,0.34478318,0.33914425
-5.41770885,2.00687812,0.00211865,0.33224006,0.01659053,1.11665145,0.44402612,0.26611519,0.32965825,0.33054272
-5.41170585,1.93752135,0.00198380,0.32538682,0.01628503,1.06995954,0.42011444,0.26118934,0.31542470,0.32126851
-5.40570285,1.86950554,0.00187587,0.31712176,0.01588501,1.02589582,0.39834919,0.25696961,0.30223377,0.31147127
-5.39969985,1.80373469,0.00179518,0.30762441,0.01539910,0.98492420,0.37885407,0.25359194,0.29023404,0.30132157
-5.39369685,1.74116567,0.00174179,0.29710258,0.01483769,0.94751378,0.36173858,0.25120014,0.27956874,0.29100627
-5.38769385,1.68278563,0.00171560,0.28578534,0.01421253,0.91413043,0.34709734,0.24994306,0.27037239,0.28072317
-5.38169085,1.62958523,0.00171625,0.27391541,0.01353639,0.88522601,0.33500836,0.24997075,0.26276711,0.27067503
-5.37568784,1.58252887,0.00174320,0.26174127,0.01282270,0.86122567,0.32553052,0.25143012,0.25685853,0.26106321
-5.36968484,1.54252306,0.00179561,0.24950928,0.01208514,0.84251376,0.31870038,0.25445989,0.25273169,0.25208127
-5.36368184,1.51038453,0.00187241,0.23745628,0.01133726,0.82941920,0.31452864,0.25918528,0.25044698,0.24390872
-5.35767884,1.48680940,0.00197221,0.22580273,0.01059216,0.82220097,0.31299642,0.26571249,0.25003656,0.23670517
-5.35167584,1.47234503,0.00209334,0.21474693,0.00986217,0.82103443,0.31405182,0.27412325,0.25150128,0.23060520
-5.34567284,1.46736569,0.00223377,0.20446019,0.00915861,0.82599934,0.31760694,0.28446973,0.25480858,0.22571408
-5.33966983,1.47205340,0.00239115,0.19508346,0.00849154,0.83707009,0.32353580,0.29676985,0.25989143,0.22210455
-5.33366683,1.48638478,0.00256283,0.18672519,0.00786967,0.85410884,0.33167326,0.31100337,0.26664850,0.21981478
-5.32766383,1.51012458,0.00274580,0.17946072,0.00730022,0.87686190,0.34181529,0.32710894,0.27494576,0.21884762
-5.32166083,1.54282644,0.00293683,0.17333295,0.00678893,0.90495966,0.35372066,0.34498212,0.28461957,0.21917103
-5.31565783,1.58384082,0.00313245,0.16835441,0.00634007,0.93792021,0.36711404,0.36447461,0.29548115,0.22071987
-5.30965483,1.63233003,0.00332903,0.16451052,0.00595649,0.97515661,0.38169070,0.38539484,0.30732257,0.22339882
-5.30365183,1.68728994,0.00352289,0.16176381,0.00563978,1.01598768,0.39712242,0.40750978,0.31992394,0.22708639
-5.29764882,1.74757754,0.00371035,0.16005908,0.00539035,1.05965198,0.41306470,0.43054816,0.33306170,0.23163978
-5.29164582,1.81194352,0.00388787,0.15932912,0.00520765,1.10532441,0.42916490,0.45420489,0.34651776,0.23690058
-5.28564282,1.87906878,0.00405212,0.15950084,0.00509035,1.15213526,0.44507105,0.47814681,0.36008914,0.24270084
-5.27963982,1.94760353,0.00420012,0.16050157,0.00503649,1.19919062,0.46044098,0.50201938,0.37359769,0.24886957
-5.27363682,2.01620770,0.00432931,0.16226519,0.00504375,1.24559392,0.47495142,0.52545440,0.38689971,0.25523917
-5.26763382,2.08359122,0.00443764,0.16473804,0.00510953,1.29046763,0.48830681,0.54807834,0.39989482,0.26165174
-5.26163082,2.14855282,0.00452364,0.16788414,0.00523122,1.33297452,0.50024728,0.56952117,0.41253392,0.26796496
-5.25562781,2.21001592,0.00458649,0.17168978,0.00540626,1.37233776,0.51055566,0.58942544,0.42482575,0.27405734
-5.24962481,2.26706045,0.00462602,0.17616708,0.00563230,1.40785926,0.51906313,0.60745513,0.43684173,0.27983267
-5.24362181,2.31894945,0.00464271,0.18135654,0.00590726,1.43893559,0.52565334,0.62330430,0.44871893,0.28522349
-5.23761881,2.36514945,0.00463769,0.18732836,0.00622936,1.46507108,0.53026481,0.63670496,0.46066083,0.29019347
-5.23161581,2.40534415,0.00461267,0.19418260,0.00659716,1.48588761,0.53289157,0.64743403,0.47293588,0.29473867
-5.22561281,2.43944068,0.00456987,0.20204803,0.00700947,1.50113086,0.53358200,0.65531908,0.48587373,0.29888752
-5.21960980,2.46756857,0.00451190,0.21107980,0.00746533,1.51067284,0.53243586,0.66024275,0.49985935,0.30269971
-5.21360680,2.49007131,0.00444170,0.22145601,0.00796383,1.51451082,0.52959989,0.66214552,0.51532495,0.30626396
-5.20760380,2.50749113,0.00436239,0.23337320,0.00850407,1.51276255,0.52526183,0.66102686,0.53274019,0.30969469
-5.20160080,2.52054754,0.00427712,0.24704111,0.00908492,1.50565837,0.51964349,0.65694465,0.55260079,0.31312799
-5.19559780,2.53011068,0.00418899,0.26267669,0.00970489,1.49353023,0.51299292,0.65001298,0.57541601,0.31671675
-5.18959480,2.53717059,0.00410092,0.28049780,0.01036197,1.47679852,0.50557609,0.64039831,0.60169529,0.32062546
-5.18359180,2.54280373,0.00401550,0.30071669,0.01105348,1.45595704,0.49766846,0.62831432,0.63193462,0.32502467
-5.17758879,2.54813812,0.00393499,0.32353355,0.01177592,1.43155685,0.48954679,0.61401546,0.66660293,0.33008551
-5.17158579,2.55431860,0.00386117,0.34913037,0.01252490,1.40418970,0.48148141,0.59778976,0.70612898,0.33597433
-5.16558279,2.56247344,0.00379535,0.37766539,0.01329507,1.37447171,0.47372936,0.57995091,0.75088910,0.34284784
-5.15957979,2.57368376,0.00373831,0.40926814,0.01408016,1.34302793,0.46652856,0.56083012,0.80119621,0.35084876
-5.15357679,2.58895662,0.00369035,0.44403550,0.01487300,1.31047828,0.46009322,0.54076806,0.85729026,0.36010220
-5.14757379,2.60920272,0.00365128,0.48202861,0.01566566,1.27742534,0.45461061,0.52010710,0.91933046,0.37071294
-5.14157079,2.63521926,0.00362048,0.52327084,0.01644961,1.24444439,0.45023916,0.49918415,0.98738934,0.38276343
-5.13556778,2.66767811,0.00359695,0.56774679,0.01721598,1.21207567,0.44710797,0.47832440,1.06144882,0.39631279
-5.12956478,2.70711927,0.00357943,0.61540224,0.01795579,1.18081902,0.44531747,0.45783596,1.14139826,0.41139652
-5.12356178,2.75394925,0.00356642,0.66614496,0.01866026,1.15113080,0.44494129,0.43800561,1.22703449,0.42802698
-5.11755878,2.80844377,0.00355628,0.71984628,0.01932112,1.12342260,0.44602886,0.41909558,1.31806370,0.44619443
-5.11155578,2.87075385,0.00354736,0.77634318,0.01993093,1.09806171,0.44860871,0.40134146,1.41410509,0.46586854
-5.10555278,2.94091441,0.00353801,0.83544088,0.02048338,1.07537260,0.45269208,0.38495095,1.51469623,0.48700011
-5.09954977,3.01885446,0.00352670,0.89691560,0.02097350,1.05563908,0.45827657,0.37010346,1.61929976,0.50952298
-5.09354677,3.10440754,0.00351204,0.96051741,0.02139792,1.03910671,0.46534962,0.35695028,1.72731147,0.53335579
-5.08754377,3.19732191,0.00349285,1.02597304,0.02175499,1.02598482,0.47389151,0.34561521,1.83806949,0.55840362
-5.08154077,3.29726946,0.00346820,1.09298858,0.02204486,1.01644799,0.48387771,0.33619542,1.95086443,0.58455935
-5.07553777,3.40385282,0.00343738,1.16125202,0.02226946,1.01063656,0.49528046,0.32876232,2.06495034,0.61170467
-5.06953477,3.51661053,0.00339998,1.23043551,0.02243246,1.00865610,0.50806943,0.32336243,2.17955636,0.63971071
-5.06353177,3.63502005,0.00335581,1.30019757,0.02253908,1.01057575,0.52221152,0.32001805,2.29389878,0.66843840
-5.05752876,3.75849896,0.00330496,1.37018520,0.02259587,1.01642561,0.53766973,0.31872768,2.40719354,0.69773854
-5.05152576,3.88640466,0.00324771,1.44003600,0.02261045,1.02619338,0.55440141,0.31946627,2.51866885,0.72745175
-5.04552276,4.01803336,0.00318456,1.50938042,0.02259116,1.03982053,0.57235578,0.32218531,2.62757775,0.75740835
-5.03951976,4.15261889,0.00311619,1.57784431,0.02254676,1.05719847,0.59147120,0.32681277,2.73321046,0.78742841
-5.03351676,4.28933230,0.00304341,1.64505172,0.02248604,1.07816519,0.61167227,0.33325317,2.83490621,0.81732202
-5.02751376,4.42728293,0.00296717,1.71062816,0.02241745,1.10250280,0.63286705,0.34138781,2.93206424,0.84688996
-5.02151076,4.56552164,0.00288850,1.77420427,0.02234884,1.12993635,0.65494471,0.35107535,3.02415375,0.87592479
-5.01550775,4.70304677,0.00280849,1.83541985,0.02228713,1.16013441,0.67777376,0.36215286,3.11072245,0.90421256
-5.00950475,4.83881304,0.00272828,1.89392824,0.02223807,1.19271170,0.70120120,0.37443746,3.19140336,0.93153501
-5.00350175,4.97174374,0.00264905,1.94940087,0.02220612,1.22723378,0.72505261,0.38772871,3.26591967,0.95767234
-4.99749875,5.10074574,0.00257194,2.00153185,0.02219427,1.26322403,0.74913336,0.40181161,3.33408733,0.98240649
-4.99149575,5.22472727,0.00249811,2.05004238,0.02220407,1.30017270,0.77323100,0.41646039,3.39581522,1.00552472
-4.98549275,5.34261764,0.00242864,2.09468486,0.02223561,1.33754782,0.79711876,0.43144294,3.45110288,1.02682351
-4.97948974,5.45338828,0.00236457,2.13524637,0.02228767,1.37480763,0.82056003,0.44652567,3.50003570,1.04611245
-4.97348674,5.55607417,0.00230683,2.17155152,0.02235780,1.41141393,0.84331375,0.46147881,3.54277782,1.06321814
-4.96748374,5.64979477,0.00225624,2.20346439,0.02244255,1.44684603,0.86514047,0.47608177,3.57956280,1.07798776
-4.96148074,5.73377344,0.00221349,2.23088960,0.02253770,1.48061438,0.88580871,0.49012851,3.61068267,1.09029228
-4.95547774,5.80735460,0.00217910,2.25377238,0.02263850,1.51227355,0.90510152,0.50343242,3.63647557,1.10002907
-4.94947474,5.87001776,0.00215339,2.27209777,0.02273994,1.54143375,0.92282279,0.51583076,3.65731261,1.10712400
-4.94347174,5.92138790,0.00213648,2.28588900,0.02283699,1.56777042,0.93880306,0.52718821,3.67358452,1.11153268
-4.93746873,5.96124177,0.00212828,2.29520521,0.02292482,1.59103150,0.95290453,0.53739944,3.68568862,1.11324111
-4.93146573,5.98950983,0.00212846,2.30013865,0.02299907,1.61104192,0.96502513,0.54639060,3.69401667,1.11226554
-4.92546273,6.00627397,0.00213643,2.30081154,0.02305596,1.62770516,0.97510123,0.55411952,3.69894408,1.10865167
-4.91945973,6.01176097,0.00215140,2.29737283,0.02309248,1.64100184,0.98310906,0.56057471,3.70082080,1.10247327
-4.91345673,6.00633217,0.00217235,2.28999493,0.02310643,1.65098541,0.98906463,0.56577320,3.69996418,1.09383026
-4.90745373,5.99046983,0.00219804,2.27887063,0.02309651,1.65777516,0.99302219,0.56975726,3.69665389,1.08284637
-4.90145073,5.96476055,0.00222711,2.26421012,0.02306228,1.66154689,0.99507118,0.57259023,3.69112882,1.06966644
-4.89544772,5.92987666,0.00225802,2.24623836,0.02300414,1.66252179,0.99533201,0.57435169,3.68358588,1.05445355
-4.88944472,5.88655596,0.00228916,2.22519259,0.02292322,1.66095399,0.99395051,0.57513218,3.67418019,1.03738595
-4.88344172,5.83558074,0.00231892,2.20131991,0.02282130,1.65711741,0.99109164,0.57502778,3.66302663,1.01865388
-4.87743872,5.77775655,0.00234564,2.17487506,0.02270062,1.65129253,0.98693239,0.57413478,3.65020202,0.99845644
-4.87143572,5.71389156,0.00236778,2.14611804,0.02256379,1.64375377,0.98165446,0.57254485,3.63574775,0.97699842
-4.86543272,5.64477700,0.00238390,2.11531162,0.02241361,1.63475786,0.97543685,0.57034073,3.61967255,0.95448721
-4.85942971,5.57116934,0.00239272,2.08271873,0.02225289,1.62453392,0.96844873,0.56759291,3.60195496,0.93112987
-4.85342671,5.49377479,0.00239316,2.04859958,0.02208436,1.61327555,0.96084298,0.56435717,3.58254576,0.90713025
-4.84742371,5.41323665,0.00238438,2.01320876,0.02191057,1.60113523,0.95275060,0.56067333,3.56137000,0.88268635
-4.84142071,5.33012585,0.00236581,1.97679225,0.02173374,1.58822125,0.94427623,0.55656508,3.53832926,0.85798791
-4.83541771,5.24493521,0.00233713,1.93958458,0.02155579,1.57459728,0.93549517,0.55204092,3.51330400,0.83321429
-4.82941471,5.15807760,0.00229829,1.90180637,0.02137829,1.56028441,0.92645175,0.54709608,3.48615687,0.80853265
-4.82341171,5.06988817,0.00224952,1.86366246,0.02120249,1.54526557,0.91715941,0.54171530,3.45673697,0.78409658
-4.81740870,4.98063068,0.00219127,1.82534083,0.02102940,1.52949203,0.90760233,0.53587630,3.42488588,0.76004514
-4.81140570,4.89050766,0.00212423,1.78701250,0.02085985,1.51289152,0.89773853,0.52955367,3.39044548,0.73650241
-4.80540270,4.79967415,0.00204925,1.74883262,0.02069462,1.49537756,0.88750439,0.52272290,3.35326799,0.71357757
-4.79939970,4.70825425,0.00196734,1.71094267,0.02053458,1.47685951,0.87682025,0.51536446,3.31322807,0.69136540
-4.79339670,4.61635991,0.00187962,1.67347394,0.02038080,1.45725270,0.86559679,0.50746747,3.27023686,0.66994735
-4.78739370,4.52411074,0.00178726,1.63655189,0.02023467,1.43648810,0.85374204,0.49903287,3.22425749,0.64939303
-4.78139070,4.43165397,0.00169148,1.60030137,0.02009804,1.41452104,0.84116832,0.49007593,3.17532128,0.62976190
-4.77538769,4.33918312,0.00159346,1.56485219,0.01997326,1.39133850,0.82779900,0.48062779,3.12354383,0.61110534
-4.76938469,4.24695434,0.00149435,1.53034472,0.01986321,1.36696444,0.81357461,0.47073613,3.06913993,0.59346869
-4.76338169,4.15529912,0.00139524,1.49693501,0.01977134,1.34146294,0.79845793,0.46046474,3.01243602,0.57689321
-4.75737869,4.06463231,0.00129711,1.46479892,0.01970155,1.31493905,0.78243776,0.44989214,2.95387922,0.56141788
-4.75137569,3.97545472,0.00120084,1.43413482,0.01965812,1.28753704,0.76553132,0.43910927,2.89404172,0.54708081
-4.74537269,3.88834958,0.00110720,1.40516451,0.01964552,1.25943639,0.74778487,0.42821632,2.83361969,0.53392007
-4.73936968,3.80397267,0.00101682,1.37813192,0.01966819,1.23084547,0.72927287,0.41731896,2.77342589,0.52197408
-4.73336668,3.72303622,0.00093022,1.35329946,0.01973031,1.20199349,0.71009538,0.40652407,2.71437584,0.51128120
-4.72736368,3.64628706,0.00084781,1.33094199,0.01983554,1.17312097,0.69037425,0.39593528,2.65746722,0.50187872
-4.72136068,3.57447979,0.00076988,1.31133843,0.01998667,1.14446934,0.67024800,0.38564854,2.60375307,0.49380116
-4.71535768,3.50834613,0.00069663,1.29476128,0.02018540,1.11627020,0.64986594,0.37574788,2.55430939,0.48707797
-4.70935468,3.44856184,0.00062816,1.28146441,0.02043206,1.08873493,0.62938183,0.36630174,2.51019812,0.48173075
-4.70335168,3.39571284,0.00056451,1.27166973,0.02072537,1.06204513,0.60894735,0.35735985,2.47242708,0.47777008
-4.69734867,3.35026204,0.00050564,1.26555309,0.02106229,1.03634449,0.58870598,0.34895114,2.44190816,0.47519221
-4.69134567,3.31251884,0.00045147,1.26323047,0.02143793,1.01173249,0.56878740,0.34108243,2.41941587,0.47397570
-4.68534267,3.28261267,0.00040187,1.26474481,0.02184549,0.98826039,0.54930292,0.33373824,2.40554787,0.47407831
-4.67933967,3.26047216,0.00035667,1.27005451,0.02227638,0.96592955,0.53034199,0.32688170,2.40068944,0.47543427
-4.67333667,3.24581121,0.00031568,1.27902403,0.02272031,0.94469239,0.51197011,0.32045632,2.40498376,0.47795213
-4.66733367,3.23812278,0.00027870,1.29141746,0.02316556,0.92445574,0.49422808,0.31438884,2.41830942,0.48151348
-4.66133067,3.23668115,0.00024550,1.30689543,0.02359926,0.90508653,0.47713266,0.30859271,2.44026674,0.48597245
-4.65532766,3.24055286,0.00021584,1.32501579,0.02400780,0.88641947,0.46067848,0.30297230,2.47017378,0.49115643
-4.64932466,3.24861619,0.00018948,1.34523842,0.02437721,0.86826637,0.44484109,0.29742747,2.50707281,0.49686775
-4.64332166,3.25958886,0.00016618,1.36693401,0.02469362,0.85042655,0.42958094,0.29185831,2.54974735,0.50288663
