energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,0.23139512,0.00932766,0.00000000,0.00125232,0.10614080,0.11367282,0.04924314
-5.99399700,0.20679558,0.00851070,0.00000000,0.00109520,0.09666292,0.10226545,0.04424685
-5.98799400,0.18781768,0.00792813,0.00000000,0.00096731,0.08989300,0.09367360,0.04052958
-5.98199100,0.17411385,0.00756841,0.00000000,0.00086671,0.08567442,0.08772262,0.03800332
-5.97598799,0.16533812,0.00741974,0.00000000,0.00079140,0.08385483,0.08424179,0.03658404
-5.96998499,0.16114745,0.00747002,0.00000000,0.00073938,0.08428494,0.08306383,0.03619122
-5.96398199,0.16120145,0.00770687,0.00000000,0.00070865,0.08681666,0.08402377,0.03674700
-5.95797899,0.16516082,0.00811749,0.00000000,0.00069725,0.09130078,0.08695724,0.03817519
-5.95197599,0.17268473,0.00868853,0.00000000,0.00070323,0.09758425,0.09169838,0.04040006
-5.94597299,0.18342748,0.00940591,0.00000000,0.00072470,0.10550743,0.09807754,0.04334506
-5.93996998,0.19703493,0.01025461,0.00000000,0.00075978,0.11490138,0.10591902,0.04693159
-5.93396698,0.21314106,0.01121854,0.00000000,0.00080662,0.12558549,0.11503893,0.05107790
-5.92796398,0.23136512,0.01228037,0.00000000,0.00086336,0.13736570,0.12524355,0.05569818
-5.92196098,0.25130973,0.01342149,0.00000000,0.00092817,0.15003338,0.13632829,0.06070194
-5.91595798,0.27256030,0.01462200,0.00000000,0.00099918,0.16336525,0.14807741,0.06599383
-5.90995498,0.29468612,0.01586082,0.00000000,0.00107455,0.17712427,0.16026466,0.07147385
-5.90395198,0.31724315,0.01711587,0.00000000,0.00115240,0.19106166,0.17265494,0.07703800
-5.89794897,0.33977862,0.01836438,0.00000000,0.00123089,0.20492015,0.18500693,0.08257944
-5.89194597,0.36183751,0.01958329,0.00000000,0.00130818,0.21843816,0.19707669,0.08799008
-5.88594297,0.38297051,0.02074971,0.00000000,0.00138250,0.23135513,0.20862216,0.09316255
-5.87993997,0.40274339,0.02184152,0.00000000,0.00145212,0.24341745,0.21940831,0.09799252
-5.87393697,0.42074727,0.02283797,0.00000000,0.00151545,0.25438506,0.22921281,0.10238124
-5.86793397,0.43660935,0.02372029,0.00000000,0.00157103,0.26403824,0.23783193,0.10623814
-5.86193097,0.45000367,0.02447236,0.00000000,0.00161754,0.27218433,0.24508641,0.10948349
-5.85592796,0.46066124,0.02508130,0.00000000,0.00165390,0.27866418,0.25082695,0.11205084
-5.84992496,0.46837908,0.02553806,0.00000000,0.00167923,0.28335772,0.25493916,0.11388924
-5.84392196,0.47302781,0.02583779,0.00000000,0.00169293,0.28618875,0.25734760,0.11496506
-5.83791896,0.47455710,0.02598032,0.00000000,0.00169463,0.28712832,0.25801871,0.11526326
-5.83191596,0.47299891,0.02597027,0.00000000,0.00168427,0.28619685,0.25696257,0.11478821
-5.82591296,0.46846829,0.02581719,0.00000000,0.00166204,0.28346455,0.25423320,0.11356378
-5.81990995,0.46116144,0.02553549,0.00000000,0.00162840,0.27905039,0.24992760,0.11163292
-5.81390695,0.45135140,0.02514419,0.00000000,0.00158405,0.27311939,0.24418332,0.10905653
-5.80790395,0.43938122,0.02466659,0.00000000,0.00152992,0.26587849,0.23717486,0.10591182
-5.80190095,0.42565506,0.02412972,0.00000000,0.00146712,0.25757110,0.22910896,0.10229018
-5.79589795,0.41062759,0.02356377,0.00000000,0.00139691,0.24847057,0.22021896,0.09829459
-5.78989495,0.39479197,0.02300130,0.00000000,0.00132067,0.23887277,0.21075865,0.09403683
-5.78389195,0.37866701,0.02247649,0.00000000,0.00123984,0.22908821,0.20099563,0.08963442
-5.77788894,0.36278393,0.02202424,0.00000000,0.00115590,0.21943376,0.19120463,0.08520759
-5.77188594,0.34767325,0.02167927,0.00000000,0.00107032,0.21022452,0.18166097,0.08087622
-5.76588294,0.33385213,0.02147525,0.00000000,0.00098452,0.20176591,0.17263448,0.07675705
-5.75987994,0.32181274,0.02144389,0.00000000,0.00089986,0.19434632,0.16438398,0.07296107
-5.75387694,0.31201181,0.02161410,0.00000000,0.00081760,0.18823054,0.15715253,0.06959132
-5.74787394,0.30486182,0.02201121,0.00000000,0.00073890,0.18365405,0.15116368,0.06674106
-5.74187094,0.30072380,0.02265627,0.00000000,0.00066480,0.18081842,0.14661853,0.06449235
-5.73586793,0.29990207,0.02356547,0.00000000,0.00059623,0.17988784,0.14369392,0.06291512
-5.72986493,0.30264083,0.02474962,0.00000000,0.00053399,0.18098680,0.14254155,0.06206672
-5.72386193,0.30912267,0.02621387,0.00000000,0.00047882,0.18419904,0.14328796,0.06199178
-5.71785893,0.31946879,0.02795746,0.00000000,0.00043133,0.18956762,0.14603535,0.06272261
-5.71185593,0.33374101,0.02997371,0.00000000,0.00039210,0.19709613,0.15086301,0.06427984
-5.70585293,0.35194512,0.03225014,0.00000000,0.00036166,0.20675093,0.15782933,0.06667340
-5.69984992,0.37403552,0.03476873,0.00000000,0.00034051,0.21846430,0.16697402,0.06990364
