energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Na_s_up,Na_s_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.92196098,1.59800833,-1.59800936,0.00271543,-0.00271543,0.27764880,-0.27764908,0.10334875,-0.10334878,0.73101071,-0.73101059,0.81596834,-0.81596943,0.58711650,-0.58711660,0.00000000,-0.00000000
-5.91595798,1.64468211,-1.64468329,0.00268180,-0.00268179,0.28910104,-0.28910136,0.10763798,-0.10763801,0.71797288,-0.71797284,0.87045732,-0.87045851,0.59199912,-0.59199926,0.00000000,-0.00000000
-5.90995498,1.70092393,-1.70092526,0.00271709,-0.00271708,0.30277547,-0.30277583,0.11225239,-0.11225243,0.70977797,-0.70977801,0.92997530,-0.92997657,0.59952666,-0.59952683,0.00000000,-0.00000000
-5.90395198,1.76622909,-1.76623055,0.00282797,-0.00282797,0.31862842,-0.31862882,0.11716478,-0.11716482,0.70635170,-0.70635181,0.99415948,-0.99416084,0.60948182,-0.60948201,0.00000000,-0.00000000
-5.89794897,1.83996705,-1.83996864,0.00302135,-0.00302134,0.33657951,-0.33657995,0.12235252,-0.12235256,0.70755408,-0.70755426,1.06256246,-1.06256388,0.62162785,-0.62162807,0.00000000,-0.00000000
-5.89194597,1.92140614,-1.92140784,0.00330435,-0.00330435,0.35651271,-0.35651319,0.12779855,-0.12779859,0.71319117,-0.71319142,1.13466034,-1.13466183,0.63572292,-0.63572315,0.00000000,-0.00000000
-5.88594297,2.00973754,-2.00973933,0.00368426,-0.00368426,0.37827771,-0.37827821,0.13349166,-0.13349170,0.72302602,-0.72302634,1.20986176,-1.20986330,0.65153336,-0.65153361,0.00000000,-0.00000000
-5.87993997,2.10409732,-2.10409919,0.00416842,-0.00416842,0.40169137,-0.40169191,0.13942622,-0.13942626,0.73678826,-0.73678864,1.28751732,-1.28751889,0.66884520,-0.66884546,0.00000000,-0.00000000
-5.87393697,2.20358569,-2.20358763,0.00476405,-0.00476405,0.42653943,-0.42654000,0.14560125,-0.14560129,0.75418209,-0.75418252,1.36692921,-1.36693080,0.68747326,-0.68747352,0.00000000,-0.00000000
-5.86793397,2.30728277,-2.30728475,0.00547803,-0.00547803,0.45257829,-0.45257887,0.15201889,-0.15201893,0.77489234,-0.77489282,1.44736095,-1.44736255,0.70726757,-0.70726784,0.00000000,-0.00000000
-5.86193097,2.41426053,-2.41426253,0.00631664,-0.00631665,0.47953712,-0.47953772,0.15868232,-0.15868236,0.79858868,-0.79858921,1.52804686,-1.52804846,0.72811660,-0.72811687,0.00000000,-0.00000000
-5.85592796,2.52359095,-2.52359295,0.00728523,-0.00728524,0.50712031,-0.50712091,0.16559329,-0.16559333,0.82492806,-0.82492861,1.60820157,-1.60820314,0.74994726,-0.74994753,0.00000000,-0.00000000
-5.84992496,2.63435056,-2.63435254,0.00838785,-0.00838786,0.53501042,-0.53501102,0.17274938,-0.17274942,0.85355558,-0.85355616,1.68702934,-1.68703087,0.77272175,-0.77272202,0.00000000,-0.00000000
-5.84392196,2.74562205,-2.74562399,0.00962688,-0.00962688,0.56287172,-0.56287231,0.18014119,-0.18014123,0.88410433,-0.88410493,1.76373357,-1.76373505,0.79643137,-0.79643164,0.00000000,-0.00000000
-5.83791896,2.85649361,-2.85649549,0.01100260,-0.01100260,0.59035442,-0.59035500,0.18774957,-0.18774960,0.91619439,-0.91619500,1.83752642,-1.83752781,0.82108776,-0.82108803,0.00000000,-0.00000000
-5.83191596,2.96605685,-2.96605865,0.01251283,-0.01251283,0.61709976,-0.61710031,0.19554316,-0.19554319,0.94943163,-0.94943224,1.90763883,-1.90764014,0.84671202,-0.84671229,0.00000000,-0.00000000
-5.82591296,3.07340448,-3.07340618,0.01415255,-0.01415255,0.64274581,-0.64274633,0.20347640,-0.20347643,0.98340664,-0.98340724,1.97333109,-1.97333230,0.87332240,-0.87332267,0.00000000,-0.00000000
-5.81990995,3.17762852,-3.17763010,0.01591356,-0.01591356,0.66693411,-0.66693459,0.21148817,-0.21148819,1.01769430,-1.01769488,2.03390388,-2.03390497,0.90092131,-0.90092158,0.00000000,-0.00000000
-5.81390695,3.27782002,-3.27782147,0.01778425,-0.01778426,0.68931699,-0.68931743,0.21950115,-0.21950117,1.05185424,-1.05185479,2.08870984,-2.08871079,0.92948236,-0.92948262,0.00000000,-0.00000000
-5.80790395,3.37307100,-3.37307230,0.01974948,-0.01974949,0.70956537,-0.70956575,0.22742209,-0.22742211,1.08543252,-1.08543302,2.13716548,-2.13716629,0.95893832,-0.95893858,0.00000000,-0.00000000
-5.80190095,3.46247918,-3.46248031,0.02179047,-0.02179047,0.72737678,-0.72737710,0.23514296,-0.23514298,1.11796465,-1.11796511,2.17876320,-2.17876385,0.98917070,-0.98917097,0.00000000,-0.00000000
-5.79589795,3.54515564,-3.54515660,0.02388494,-0.02388495,0.74248340,-0.74248365,0.24254300,-0.24254301,1.14898003,-1.14898043,2.21308291,-2.21308340,1.02000171,-1.02000197,0.00000000,-0.00000000
-5.78989495,3.62023556,-3.62023633,0.02600737,-0.02600738,0.75465966,-0.75465984,0.24949161,-0.24949162,1.17800777,-1.17800810,2.23980290,-2.23980322,1.05118903,-1.05118929,0.00000000,-0.00000000
-5.78389195,3.68689160,-3.68689217,0.02812932,-0.02812932,0.76372908,-0.76372919,0.25585205,-0.25585204,1.20458365,-1.20458391,2.25870920,-2.25870935,1.08242403,-1.08242428,0.00000000,-0.00000000
-5.77788894,3.74434946,-3.74434983,0.03021997,-0.03021998,0.76957000,-0.76957004,0.26148559,-0.26148558,1.22825823,-1.22825842,2.26970298,-2.26970296,1.11333347,-1.11333371,0.00000000,-0.00000000
-5.77188594,3.79190490,-3.79190507,0.03224684,-0.03224685,0.77211980,-0.77211976,0.26625623,-0.26625621,1.24860553,-1.24860564,2.27280532,-2.27280515,1.14348496,-1.14348520,0.00000000,-0.00000000
-5.76588294,3.82894125,-3.82894121,0.03417650,-0.03417651,0.77137742,-0.77137731,0.27003547,-0.27003545,1.26523217,-1.26523219,2.26815883,-2.26815849,1.17239584,-1.17239606,0.00000000,-0.00000000
-5.75987994,3.85494633,-3.85494610,0.03597546,-0.03597547,0.76740387,-0.76740369,0.27270710,-0.27270707,1.27778650,-1.27778644,2.25602562,-2.25602514,1.19954525,-1.19954545,0.00000000,-0.00000000
-5.75387694,3.86952806,-3.86952763,0.03761113,-0.03761114,0.76032068,-0.76032044,0.27417167,-0.27417164,1.28596744,-1.28596730,2.23678164,-2.23678101,1.22438893,-1.22438911,0.00000000,-0.00000000
-5.74787394,3.87242742,-3.87242681,0.03905276,-0.03905277,0.75030628,-0.75030598,0.27435050,-0.27435047,1.28953253,-1.28953230,2.21090695,-2.21090621,1.24637594,-1.24637610,0.00000000,-0.00000000
-5.74187094,3.86352824,-3.86352746,0.04027239,-0.04027239,0.73759037,-0.73759001,0.27318893,-0.27318889,1.28830504,-1.28830474,2.17897252,-2.17897167,1.26496668,-1.26496681,0.00000000,-0.00000000
-5.73586793,3.84286305,-3.84286211,0.04124574,-0.04124575,0.72244657,-0.72244617,0.27065875,-0.27065871,1.28217975,-1.28217937,2.14162357,-2.14162263,1.27965122,-1.27965131,0.00000000,-0.00000000
-5.72986493,3.81061462,-3.81061354,0.04195302,-0.04195303,0.70518365,-0.70518321,0.26675963,-0.26675959,1.27112708,-1.27112664,2.09956041,-2.09955939,1.28996721,-1.28996727,0.00000000,-0.00000000
-5.72386193,3.76711296,-3.76711175,0.04237957,-0.04237958,0.68613562,-0.68613515,0.26151953,-0.26151948,1.25519562,-1.25519512,2.05351732,-2.05351625,1.29551641,-1.29551642,0.00000000,-0.00000000
-5.71785893,3.71282805,-3.71282673,0.04251639,-0.04251639,0.66565140,-0.66565091,0.25499401,-0.25499396,1.23451266,-1.23451210,2.00424068,-2.00423957,1.29597909,-1.29597906,0.00000000,-0.00000000
-5.71185593,3.64835851,-3.64835710,0.04236040,-0.04236041,0.64408423,-0.64408372,0.24726461,-0.24726456,1.20928288,-1.20928227,1.95246704,-1.95246591,1.29112572,-1.29112564,0.00000000,-0.00000000
-5.70585293,3.57441684,-3.57441536,0.04191464,-0.04191464,0.62178156,-0.62178105,0.23843621,-0.23843615,1.17978505,-1.17978440,1.89890258,-1.89890145,1.28082530,-1.28082517,0.00000000,-0.00000000
-5.69984992,3.49181200,-3.49181047,0.04118807,-0.04118806,0.59907578,-0.59907527,0.22863370,-0.22863364,1.14636693,-1.14636625,1.84420461,-1.84420349,1.26505016,-1.26504999,0.00000000,-0.00000000
-5.69384692,3.40143014,-3.40142858,0.04019532,-0.04019532,0.57627609,-0.57627559,0.21799799,-0.21799794,1.10943839,-1.10943769,1.78896615,-1.78896505,1.24387696,-1.24387674,0.00000000,-0.00000000
-5.68784392,3.30421443,-3.30421284,0.03895621,-0.03895620,0.55366199,-0.55366150,0.20668163,-0.20668158,1.06946302,-1.06946231,1.73370425,-1.73370318,1.21748401,-1.21748375,0.00000000,-0.00000000
-5.68184092,3.20114480,-3.20114320,0.03749504,-0.03749503,0.53147845,-0.53147798,0.19484418,-0.19484413,1.02694838,-1.02694767,1.67885250,-1.67885147,1.18614515,-1.18614485,0.00000000,-0.00000000
-5.67583792,3.09321851,-3.09321691,0.03583983,-0.03583982,0.50993290,-0.50993246,0.18264762,-0.18264756,0.98243522,-0.98243451,1.62475788,-1.62475690,1.15022053,-1.15022018,0.00000000,-0.00000000
-5.66983492,2.98143215,-2.98143056,0.03402141,-0.03402141,0.48919409,-0.48919367,0.17025187,-0.17025182,0.93648591,-0.93648521,1.57168195,-1.57168102,1.11014489,-1.11014450,0.00000000,-0.00000000
-5.66383192,2.86676558,-2.86676401,0.03207248,-0.03207247,0.46939250,-0.46939212,0.15781078,-0.15781073,0.88967246,-0.88967178,1.51980599,-1.51980511,1.06641390,-1.06641348,0.00000000,-0.00000000
-5.65782891,2.75016821,-2.75016667,0.03002660,-0.03002659,0.45062238,-0.45062202,0.14546848,-0.14546844,0.84256438,-0.84256372,1.46923948,-1.46923865,1.01956926,-1.01956881,0.00000000,-0.00000000
-5.65182591,2.63254765,-2.63254615,0.02791727,-0.02791727,0.43294480,-0.43294447,0.13335643,-0.13335638,0.79571675,-0.79571613,1.42003125,-1.42003047,0.97018326,-0.97018278,0.00000000,-0.00000000
-5.64582291,2.51476076,-2.51475930,0.02577706,-0.02577705,0.41639164,-0.41639135,0.12159106,-0.12159102,0.74965880,-0.74965822,1.37218228,-1.37218154,0.91884337,-0.91884287,0.00000000,-0.00000000
-5.63981991,2.39760683,-2.39760541,0.02363672,-0.02363671,0.40097003,-0.40096976,0.11027224,-0.11027220,0.70488326,-0.70488272,1.32565922,-1.32565853,0.86613759,-0.86613707,0.00000000,-0.00000000
-5.63381691,2.28182263,-2.28182126,0.02152461,-0.02152460,0.38666684,-0.38666661,0.09948229,-0.09948225,0.66183676,-0.66183627,1.28040778,-1.28040712,0.81264094,-0.81264040,0.00000000,-0.00000000
-5.62781391,2.16807891,-2.16807758,0.01946607,-0.01946606,0.37345311,-0.37345290,0.08928578,-0.08928575,0.62091156,-0.62091112,1.23636483,-1.23636421,0.75890354,-0.75890300,0.00000000,-0.00000000
-5.62181091,2.05697787,-2.05697660,0.01748305,-0.01748304,0.36128784,-0.36128766,0.07972986,-0.07972983,0.58243863,-0.58243824,1.19346876,-1.19346818,0.70544061,-0.70544007,0.00000000,-0.00000000
-5.61580790,1.94905140,-1.94905018,0.01559384,-0.01559383,0.35012125,-0.35012109,0.07084514,-0.07084510,0.54668246,-0.54668211,1.15166740,-1.15166684,0.65272440,-0.65272385,0.00000000,-0.00000000
-5.60980490,1.84475961,-1.84475844,0.01381298,-0.01381297,0.33989719,-0.33989706,0.06264693,-0.06264691,0.51383744,-0.51383715,1.11092304,-1.11092251,0.60117825,-0.60117771,0.00000000,-0.00000000
-5.60380190,1.74448953,-1.74448842,0.01215128,-0.01215127,0.33055475,-0.33055464,0.05513694,-0.05513691,0.48402619,-0.48402594,1.07121472,-1.07121421,0.55117270,-0.55117217,0.00000000,-0.00000000
-5.59779890,1.64855392,-1.64855286,0.01061595,-0.01061594,0.32202907,-0.32202898,0.04830497,-0.04830495,0.45729945,-0.45729925,1.03253767,-1.03253718,0.50302339,-0.50302287,0.00000000,-0.00000000
-5.59179590,1.55719022,-1.55718922,0.00921087,-0.00921086,0.31425153,-0.31425146,0.04213093,-0.04213090,0.43363793,-0.43363777,0.99490034,-0.99489987,0.45699075,-0.45699024,0.00000000,-0.00000000
-5.58579290,1.47055980,-1.47055885,0.00793688,-0.00793687,0.30714946,-0.30714940,0.03658669,-0.03658667,0.41295571,-0.41295560,0.95831961,-0.95831916,0.41328104,-0.41328055,0.00000000,-0.00000000
-5.57978989,1.38874776,-1.38874685,0.00679218,-0.00679218,0.30064555,-0.30064550,0.03163806,-0.03163804,0.39510534,-0.39510526,0.92281468,-0.92281425,0.37204867,-0.37204819,0.00000000,-0.00000000
-5.57378689,1.31176367,-1.31176281,0.00577276,-0.00577275,0.29465726,-0.29465722,0.02724647,-0.02724645,0.37988428,-0.37988424,0.88840041,-0.88839999,0.33339938,-0.33339893,0.00000000,-0.00000000
-5.56778389,1.23954346,-1.23954265,0.00487276,-0.00487276,0.28909635,-0.28909632,0.02337060,-0.02337058,0.36704273,-0.36704271,0.85508090,-0.85508049,0.29739416,-0.29739373,0.00000000,-0.00000000
-5.56178089,1.17195287,-1.17195210,0.00408498,-0.00408497,0.28386884,-0.28386881,0.01996782,-0.01996780,0.35629237,-0.35629237,0.82284385,-0.82284345,0.26405357,-0.26405317,0.00000000,-0.00000000
-5.55577789,1.10879256,-1.10879183,0.00340119,-0.00340119,0.27887545,-0.27887542,0.01699532,-0.01699531,0.34731603,-0.34731604,0.79165637,-0.79165598,0.23336235,-0.23336198,0.00000000,-0.00000000
-5.54977489,1.04980515,-1.04980446,0.00281259,-0.00281259,0.27401264,-0.27401261,0.01441113,-0.01441111,0.33977781,-0.33977783,0.76146259,-0.76146220,0.20527411,-0.20527376,0.00000000,-0.00000000
-5.54377189,0.99468406,-0.99468339,0.00231005,-0.00231004,0.26917434,-0.26917430,0.01217485,-0.01217483,0.33333347,-0.33333349,0.73218329,-0.73218290,0.17971599,-0.17971566,0.00000000,-0.00000000
-5.53776888,0.94308400,-0.94308336,0.00188444,-0.00188443,0.26425423,-0.26425419,0.01024826,-0.01024825,0.32764071,-0.32764072,0.70371773,-0.70371733,0.15659316,-0.15659287,0.00000000,-0.00000000
-5.53176588,0.89463291,-0.89463228,0.00152685,-0.00152684,0.25914856,-0.25914850,0.00859570,-0.00859569,0.32236909,-0.32236909,0.67594742,-0.67594703,0.13579319,-0.13579292,0.00000000,-0.00000000
-5.52576288,0.84894483,-0.84894421,0.00122877,-0.00122877,0.25375930,-0.25375923,0.00718432,-0.00718431,0.31720919,-0.31720917,0.64874167,-0.64874126,0.11719006,-0.11718982,0.00000000,-0.00000000
-5.51975988,0.80563322,-0.80563260,0.00098224,-0.00098224,0.24799751,-0.24799742,0.00598421,-0.00598421,0.31188085,-0.31188082,0.62196431,-0.62196389,0.10064796,-0.10064774,0.00000000,-0.00000000
-5.51375688,0.76432416,-0.76432354,0.00077992,-0.00077992,0.24178658,-0.24178648,0.00496845,-0.00496844,0.30614011,-0.30614005,0.59548141,-0.59548098,0.08602475,-0.08602456,0.00000000,-0.00000000
-5.50775388,0.72466887,-0.72466825,0.00061514,-0.00061514,0.23506532,-0.23506520,0.00411304,-0.00411304,0.29978472,-0.29978462,0.56916902,-0.56916857,0.07317519,-0.07317501,0.00000000,-0.00000000
-5.50175088,0.68635488,-0.68635425,0.00048196,-0.00048195,0.22779046,-0.22779033,0.00339685,-0.00339684,0.29265802,-0.29265790,0.54292074,-0.54292028,0.06195373,-0.06195357,0.00000000,-0.00000000
-5.49574787,0.64911547,-0.64911482,0.00037512,-0.00037511,0.21993863,-0.21993848,0.00280146,-0.00280146,0.28465121,-0.28465105,0.51665444,-0.51665396,0.05221715,-0.05221702,0.00000000,-0.00000000
-5.48974487,0.61273692,-0.61273626,0.00029005,-0.00029005,0.21150748,-0.21150731,0.00231110,-0.00231110,0.27570379,-0.27570361,0.49031763,-0.49031712,0.04382682,-0.04382671,0.00000000,-0.00000000
-5.48374187,0.57706338,-0.57706271,0.00022282,-0.00022282,0.20251598,-0.20251580,0.00191247,-0.00191247,0.26580249,-0.26580228,0.46389133,-0.46389081,0.03665073,-0.03665062,0.00000000,-0.00000000
-5.47773887,0.54199914,-0.54199846,0.00017009,-0.00017009,0.19300383,-0.19300363,0.00159466,-0.00159466,0.25497857,-0.25497834,0.43739218,-0.43739164,0.03056521,-0.03056512,0.00000000,-0.00000000
-5.47173587,0.50750849,-0.50750780,0.00012903,-0.00012903,0.18302997,-0.18302976,0.00134907,-0.00134906,0.24330387,-0.24330361,0.41087260,-0.41087204,0.02545651,-0.02545644,0.00000000,-0.00000000
-5.46573287,0.47361324,-0.47361255,0.00009731,-0.00009731,0.17267040,-0.17267017,0.00116934,-0.00116933,0.23088574,-0.23088546,0.38441932,-0.38441876,0.02122211,-0.02122205,0.00000000,-0.00000000
-5.45972986,0.44038830,-0.44038760,0.00007300,-0.00007300,0.16201525,-0.16201502,0.00105135,-0.00105135,0.21786118,-0.21786089,0.35815026,-0.35814970,0.01777179,-0.01777174,0.00000000,-0.00000000
-5.45372686,0.40795567,-0.40795498,0.00005453,-0.00005453,0.15116543,-0.15116519,0.00099322,-0.00099322,0.20439052,-0.20439021,0.33221016,-0.33220960,0.01502867,-0.01502862,0.00000000,-0.00000000
-5.44772386,0.37647744,-0.37647676,0.00004064,-0.00004064,0.14022896,-0.14022872,0.00099537,-0.00099537,0.19065084,-0.19065053,0.30676526,-0.30676470,0.01292998,-0.01292995,0.00000000,-0.00000000
-5.44172086,0.34614814,-0.34614747,0.00003034,-0.00003034,0.12931716,-0.12931692,0.00106060,-0.00106060,0.17682963,-0.17682931,0.28199747,-0.28199692,0.01142785,-0.01142783,0.00000000,-0.00000000
-5.43571786,0.31718711,-0.31718647,0.00002284,-0.00002284,0.11854095,-0.11854071,0.00119419,-0.00119419,0.16311872,-0.16311840,0.25809842,-0.25809789,0.01048985,-0.01048984,0.00000000,-0.00000000
-5.42971486,0.28983126,-0.28983065,0.00001756,-0.00001756,0.10800741,-0.10800718,0.00140402,-0.00140403,0.14970892,-0.14970861,0.23526370,-0.23526319,0.01009964,-0.01009963,0.00000000,-0.00000000
-5.42371186,0.26432861,-0.26432803,0.00001405,-0.00001405,0.09781670,-0.09781647,0.00170074,-0.00170075,0.13678541,-0.13678511,0.21368774,-0.21368725,0.01025734,-0.01025734,0.00000000,-0.00000000
-5.41770885,0.24093291,-0.24093237,0.00001201,-0.00001201,0.08805951,-0.08805929,0.00209788,-0.00209789,0.12452413,-0.12452385,0.19355942,-0.19355896,0.01098005,-0.01098006,0.00000000,-0.00000000
-5.41170585,0.21989955,-0.21989906,0.00001126,-0.00001126,0.07881513,-0.07881493,0.00261196,-0.00261197,0.11308906,-0.11308879,0.17505877,-0.17505835,0.01230206,-0.01230208,0.00000000,-0.00000000
-5.40570285,0.20148275,-0.20148230,0.00001171,-0.00001171,0.07015013,-0.07014994,0.00326261,-0.00326262,0.10263053,-0.10263028,0.15835469,-0.15835430,0.01427510,-0.01427513,0.00000000,-0.00000000
-5.39969985,0.18593402,-0.18593363,0.00001337,-0.00001337,0.06211761,-0.06211743,0.00407256,-0.00407257,0.09328447,-0.09328424,0.14360376,-0.14360340,0.01696835,-0.01696839,0.00000000,-0.00000000
-5.39369685,0.17350177,-0.17350144,0.00001635,-0.00001635,0.05475715,-0.05475698,0.00506762,-0.00506763,0.08517242,-0.08517222,0.13095004,-0.13094973,0.02046827,-0.02046832,0.00000000,-0.00000000
-5.38769385,0.16443169,-0.16443142,0.00002085,-0.00002085,0.04809521,-0.04809506,0.00627655,-0.00627656,0.07840225,-0.07840207,0.12052577,-0.12052550,0.02487817,-0.02487823,0.00000000,-0.00000000
-5.38169085,0.15896773,-0.15896752,0.00002719,-0.00002719,0.04214603,-0.04214590,0.00773080,-0.00773082,0.07306928,-0.07306913,0.11245261,-0.11245238,0.03031741,-0.03031749,0.00000000,-0.00000000
-5.37568784,0.15735328,-0.15735314,0.00003577,-0.00003577,0.03691280,-0.03691268,0.00946412,-0.00946415,0.06925780,-0.06925768,0.10684334,-0.10684317,0.03692031,-0.03692040,0.00000000,-0.00000000
-5.36968484,0.15983213,-0.15983206,0.00004715,-0.00004715,0.03238918,-0.03238907,0.01151205,-0.01151208,0.06704256,-0.06704248,0.10380373,-0.10380360,0.04483449,-0.04483460,0.00000000,-0.00000000
-5.36368184,0.16664895,-0.16664895,0.00006201,-0.00006201,0.02856083,-0.02856074,0.01391120,-0.01391123,0.06649030,-0.06649024,0.10343420,-0.10343412,0.05421879,-0.05421892,0.00000000,-0.00000000
-5.35767884,0.17804889,-0.17804897,0.00008120,-0.00008120,0.02540712,-0.02540704,0.01669839,-0.01669843,0.06766086,-0.06766083,0.10583127,-0.10583124,0.06524061,-0.06524076,0.00000000,-0.00000000
-5.35167584,0.19427612,-0.19427628,0.00010573,-0.00010573,0.02290262,-0.02290255,0.01990969,-0.01990973,0.07060804,-0.07060805,0.11108833,-0.11108835,0.07807275,-0.07807293,0.00000000,-0.00000000
-5.34567284,0.21557107,-0.21557130,0.00013683,-0.00013683,0.02101862,-0.02101857,0.02357918,-0.02357923,0.07537992,-0.07537995,0.11929585,-0.11929592,0.09288962,-0.09288983,0.00000000,-0.00000000
-5.33966983,0.24216629,-0.24216660,0.00017594,-0.00017594,0.01972437,-0.01972433,0.02773771,-0.02773777,0.08201855,-0.08201861,0.13054067,-0.13054079,0.10986298,-0.10986321,0.00000000,-0.00000000
-5.33366683,0.27428095,-0.27428135,0.00022473,-0.00022473,0.01898815,-0.01898812,0.03241153,-0.03241159,0.09055919,-0.09055928,0.14490453,-0.14490469,0.12915719,-0.12915746,0.00000000,-0.00000000
-5.32766383,0.31211405,-0.31211453,0.00028511,-0.00028511,0.01877804,-0.01877803,0.03762082,-0.03762089,0.10102892,-0.10102904,0.16246172,-0.16246193,0.15092412,-0.15092442,0.00000000,-0.00000000
-5.32166083,0.35583645,-0.35583702,0.00035924,-0.00035924,0.01906257,-0.01906256,0.04337832,-0.04337840,0.11344480,-0.11344495,0.18327596,-0.18327623,0.17529773,-0.17529806,0.00000000,-0.00000000
-5.31565783,0.40558208,-0.40558273,0.00044954,-0.00044954,0.01981095,-0.01981095,0.04968793,-0.04968801,0.12781160,-0.12781177,0.20739664,-0.20739696,0.20238853,-0.20238890,0.00000000,-0.00000000
-5.30965483,0.46143849,-0.46143923,0.00055865,-0.00055865,0.02099328,-0.02099329,0.05654348,-0.05654357,0.14411926,-0.14411947,0.23485445,-0.23485482,0.23227811,-0.23227851,0.00000000,-0.00000000
-5.30365183,0.52343721,-0.52343804,0.00068944,-0.00068944,0.02258047,-0.02258048,0.06392770,-0.06392780,0.16234026,-0.16234049,0.26565672,-0.26565713,0.26501373,-0.26501417,0.00000000,-0.00000000
-5.29764882,0.59154417,-0.59154509,0.00084494,-0.00084494,0.02454400,-0.02454402,0.07181145,-0.07181155,0.18242690,-0.18242716,0.29978252,-0.29978298,0.30060336,-0.30060383,0.00000000,-0.00000000
-5.29164582,0.66565059,-0.66565158,0.00102828,-0.00102829,0.02685565,-0.02685568,0.08015315,-0.08015326,0.20430879,-0.20430907,0.33717782,-0.33717833,0.33901113,-0.33901164,0.00000000,-0.00000000
-5.28564282,0.74556469,-0.74556576,0.00124267,-0.00124267,0.02948710,-0.02948713,0.08889875,-0.08889887,0.22789058,-0.22789089,0.37775079,-0.37775135,0.38015350,-0.38015405,0.00000000,-0.00000000
-5.27963982,0.83100458,-0.83100573,0.00149122,-0.00149123,0.03240951,-0.03240954,0.09798192,-0.09798204,0.25305019,-0.25305051,0.42136750,-0.42136810,0.42389613,-0.42389671,0.00000000,-0.00000000
-5.27363682,0.92159252,-0.92159374,0.00177693,-0.00177694,0.03559311,-0.03559315,0.10732472,-0.10732484,0.27963742,-0.27963776,0.46784819,-0.46784882,0.47005171,-0.47005233,0.00000000,-0.00000000
-5.26763382,1.01685092,-1.01685220,0.00210249,-0.00210249,0.03900684,-0.03900688,0.11683866,-0.11683878,0.30747331,-0.30747367,0.51696416,-0.51696483,0.51837878,-0.51837942,0.00000000,-0.00000000
-5.26163082,1.11620019,-1.11620152,0.00247016,-0.00247017,0.04261798,-0.04261803,0.12642616,-0.12642628,0.33635008,-0.33635045,0.56843561,-0.56843632,0.56858154,-0.56858221,0.00000000,-0.00000000
