energy_ev,total_up,Re_p_up,Re_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,0.76733319,0.48210546,0.38302823,0.22174178,0.00027098,0.30173778,0.00000000
-5.99399700,0.81812132,0.50622100,0.40943096,0.24257125,0.00028798,0.31070737,0.00000000
-5.98799400,0.86838168,0.52887369,0.43574757,0.26411959,0.00030472,0.31782729,0.00000000
-5.98199100,0.91765616,0.54980906,0.46175822,0.28620937,0.00032109,0.32296802,0.00000000
-5.97598799,0.96549421,0.56880409,0.48724477,0.30864227,0.00033698,0.32604097,0.00000000
-5.96998499,1.01145996,0.58567119,0.51199424,0.33120167,0.00035232,0.32700093,0.00000000
-5.96398199,1.05513935,0.60026122,0.53580236,0.35365608,0.00036701,0.32584723,0.00000000
-5.95797899,1.09614731,0.61246547,0.55847714,0.37576351,0.00038099,0.32262333,0.00000000
-5.95197599,1.13413469,0.62221658,0.57984242,0.39727651,0.00039421,0.31741519,0.00000000
-5.94597299,1.16879486,0.62948838,0.59974128,0.41794797,0.00040664,0.31034818,0.00000000
-5.93996998,1.19986986,0.63429472,0.61803928,0.43753717,0.00041824,0.30158298,0.00000000
-5.93396698,1.22715589,0.63668749,0.63462743,0.45581617,0.00042902,0.29131051,0.00000000
-5.92796398,1.25050800,0.63675383,0.64942473,0.47257609,0.00043898,0.27974612,0.00000000
-5.92196098,1.26984384,0.63461275,0.66238033,0.48763309,0.00044814,0.26712350,0.00000000
-5.91595798,1.28514633,0.63041125,0.67347513,0.50083374,0.00045654,0.25368826,0.00000000
-5.90995498,1.29646503,0.62432024,0.68272280,0.51205969,0.00046423,0.23969172,0.00000000
-5.90395198,1.30391619,0.61653018,0.69017008,0.52123119,0.00047128,0.22538497,0.00000000
-5.89794897,1.30768137,0.60724674,0.69589643,0.52830958,0.00047776,0.21101339,0.00000000
-5.89194597,1.30800455,0.59668648,0.70001284,0.53329833,0.00048375,0.19681187,0.00000000
-5.88594297,1.30518766,0.58507274,0.70265995,0.53624286,0.00048936,0.18300069,0.00000000
-5.87993997,1.29958471,0.57263165,0.70400527,0.53722891,0.00049468,0.16978215,0.00000000
-5.87393697,1.29159431,0.55958841,0.70423975,0.53637970,0.00049984,0.15733804,0.00000000
-5.86793397,1.28165105,0.54616382,0.70357348,0.53385186,0.00050496,0.14582765,0.00000000
-5.86193097,1.27021546,0.53257102,0.70223079,0.52983032,0.00051016,0.13538662,0.00000000
-5.85592796,1.25776307,0.51901255,0.70044467,0.52452245,0.00051557,0.12612611,0.00000000
-5.84992496,1.24477264,0.50567749,0.69845072,0.51815147,0.00052130,0.11813261,0.00000000
-5.84392196,1.23171385,0.49273894,0.69648062,0.51094961,0.00052749,0.11146793,0.00000000
-5.83791896,1.21903474,0.48035162,0.69475543,0.50315105,0.00053423,0.10616955,0.00000000
-5.83191596,1.20714923,0.46864969,0.69347874,0.49498501,0.00054162,0.10225107,0.00000000
-5.82591296,1.19642523,0.45774480,0.69282998,0.48666918,0.00054973,0.09970290,0.00000000
-5.81990995,1.18717352,0.44772437,0.69295815,0.47840375,0.00055862,0.09849297,0.00000000
-5.81390695,1.17963806,0.43865028,0.69397613,0.47036619,0.00056829,0.09856766,0.00000000
-5.80790395,1.17398812,0.43055786,0.69595594,0.46270704,0.00057875,0.09985286,0.00000000
-5.80190095,1.17031260,0.42345548,0.69892531,0.45554677,0.00058994,0.10225522,0.00000000
-5.79589795,1.16861720,0.41732472,0.70286571,0.44897398,0.00060176,0.10566373,0.00000000
-5.78989495,1.16882460,0.41212124,0.70771223,0.44304497,0.00061409,0.10995161,0.00000000
-5.78389195,1.17077817,0.40777658,0.71335558,0.43778465,0.00062676,0.11497858,0.00000000
-5.77788894,1.17424926,0.40420071,0.71964619,0.43318907,0.00063957,0.12059360,0.00000000
-5.77188594,1.17894833,0.40128569,0.72640078,0.42922928,0.00065226,0.12663801,0.00000000
-5.76588294,1.18453968,0.39891020,0.73341104,0.42585654,0.00066458,0.13294915,0.00000000
-5.75987994,1.19065949,0.39694503,0.74045461,0.42300880,0.00067625,0.13936432,0.00000000
-5.75387694,1.19693685,0.39525934,0.74730779,0.42061812,0.00068697,0.14572506,0.00000000
-5.74787394,1.20301685,0.39372761,0.75375970,0.41861887,0.00069646,0.15188160,0.00000000
-5.74187094,1.20858508,0.39223697,0.75962736,0.41695627,0.00070448,0.15769737,0.00000000
-5.73586793,1.21339223,0.39069472,0.76477090,0.41559503,0.00071078,0.16305329,0.00000000
-5.72986493,1.21727790,0.38903566,0.76910833,0.41452754,0.00071519,0.16785179,0.00000000
-5.72386193,1.22019217,0.38722885,0.77262892,0.41378123,0.00071759,0.17202024,0.00000000
-5.71785893,1.22221376,0.38528365,0.77540454,0.41342471,0.00071794,0.17551374,0.00000000
-5.71185593,1.22356364,0.38325440,0.77759804,0.41357223,0.00071626,0.17831689,0.00000000
-5.70585293,1.22461303,0.38124369,0.77946822,0.41438608,0.00071269,0.18044468,0.00000000
-5.69984992,1.22588497,0.37940392,0.78137062,0.41607664,0.00070743,0.18194212,0.00000000
-5.69384692,1.22804891,0.37793679,0.78375403,0.41890000,0.00070078,0.18288281,0.00000000
-5.68784392,1.23190809,0.37709093,0.78715229,0.42315285,0.00069315,0.18336623,0.00000000
-5.68184092,1.23837979,0.37715735,0.79217169,0.42916483,0.00068499,0.18351403,0.00000000
-5.67583792,1.24846893,0.37846305,0.79947401,0.43728846,0.00067684,0.18346525,0.00000000
-5.66983492,1.26323586,0.38136276,0.80975600,0.44788685,0.00066930,0.18337079,0.00000000
-5.66383192,1.28375932,0.38622924,0.82372571,0.46131974,0.00066299,0.18338718,0.00000000
-5.65782891,1.31109614,0.39344236,0.84207678,0.47792828,0.00065855,0.18367013,0.00000000
-5.65182591,1.34623909,0.40337732,0.86546159,0.49801912,0.00065664,0.18436788,0.00000000
-5.64582291,1.39007476,0.41639255,0.89446438,0.52184860,0.00065788,0.18561480,0.00000000
-5.63981991,1.44334305,0.43281755,0.92957546,0.54960752,0.00066285,0.18752549,0.00000000
-5.63381691,1.50660014,0.45294121,0.97116767,0.58140740,0.00067207,0.19018956,0.00000000
-5.62781391,1.58018645,0.47700090,1.01947589,0.61726864,0.00068600,0.19366742,0.00000000
-5.62181091,1.66420095,0.50517275,1.07458084,0.65711135,0.00070498,0.19798721,0.00000000
-5.61580790,1.75848304,0.53756341,1.13639742,0.70074920,0.00072927,0.20314302,0.00000000
-5.60980490,1.86260272,0.57420344,1.20466855,0.74788670,0.00075900,0.20909445,0.00000000
-5.60380190,1.97585951,0.61504263,1.27896438,0.79812014,0.00079419,0.21576760,0.00000000
-5.59779890,2.09729027,0.65994722,1.35868728,0.85094215,0.00083474,0.22305736,0.00000000
-5.59179590,2.22568557,0.70869917,1.44308209,0.90575003,0.00088041,0.23083091,0.00000000
-5.58579290,2.35961410,0.76099748,1.53125152,0.96185732,0.00093085,0.23893235,0.00000000
-5.57978989,2.49745414,0.81646138,1.62217594,1.01850846,0.00098559,0.24718813,0.00000000
-5.57378689,2.63743098,0.87463549,1.71473689,1.07489595,0.00104407,0.25541316,0.00000000
-5.56778389,2.77765896,0.93499674,1.80774344,1.13017944,0.00110562,0.26341722,0.00000000
-5.56178089,2.91618669,0.99696286,1.89996057,1.18350614,0.00116949,0.27101157,0.00000000
-5.55577789,3.05104394,1.05990246,1.99013848,1.23403173,0.00123488,0.27801526,0.00000000
-5.54977489,3.18028869,1.12314634,2.07704204,1.28094122,0.00130091,0.28426111,0.00000000
-5.54377189,3.30205297,1.18600000,2.15947943,1.32346902,0.00136671,0.28960100,0.00000000
-5.53776888,3.41458611,1.24775703,2.23632917,1.36091756,0.00143135,0.29391029,0.00000000
-5.53176588,3.51629438,1.30771313,2.30656491,1.39267388,0.00149395,0.29709136,0.00000000
-5.52576288,3.60577581,1.36518065,2.36927728,1.41822387,0.00155363,0.29907592,0.00000000
-5.51975988,3.68184966,1.41950314,2.42369247,1.43716356,0.00160958,0.29982633,0.00000000
-5.51375688,3.74357975,1.47006967,2.46918706,1.44920738,0.00166104,0.29933574,0.00000000
-5.50775388,3.79029139,1.51632853,2.50529896,1.45419313,0.00170734,0.29762718,0.00000000
-5.50175088,3.82158152,1.55779993,2.53173439,1.45208366,0.00174790,0.29475163,0.00000000
-5.49574787,3.83732226,1.59408730,2.54837070,1.44296531,0.00178227,0.29078532,0.00000000
-5.48974487,3.83765768,1.62488669,2.55525524,1.42704315,0.00181013,0.28582630,0.00000000
-5.48374187,3.82299434,1.64999404,2.55260051,1.40463349,0.00183127,0.27999046,0.00000000
-5.47773887,3.79398580,1.66930988,2.54077552,1.37615371,0.00184564,0.27340723,0.00000000
-5.47173587,3.75151176,1.68284131,2.52029402,1.34210990,0.00185332,0.26621512,0.00000000
-5.46573287,3.69665237,1.69070098,2.49179967,1.30308272,0.00185451,0.25855724,0.00000000
-5.45972986,3.63065865,1.69310314,2.45604878,1.25971198,0.00184957,0.25057699,0.00000000
-5.45372686,3.55491968,1.69035679,2.41389103,1.21268028,0.00183895,0.24241403,0.00000000
-5.44772386,3.47092778,1.68285606,2.36624872,1.16269637,0.00182320,0.23420070,0.00000000
-5.44172086,3.38024253,1.67106838,2.31409517,1.11047864,0.00180296,0.22605888,0.00000000
-5.43571786,3.28445477,1.65552059,2.25843297,1.05673922,0.00177893,0.21809749,0.00000000
-5.42971486,3.18515185,1.63678379,2.20027263,1.00216922,0.00175187,0.21041050,0.00000000
-5.42371186,3.08388490,1.61545742,2.14061246,0.94742540,0.00172252,0.20307570,0.00000000
-5.41770885,2.98213954,1.59215326,2.08042018,0.89311878,0.00169166,0.19615390,0.00000000
-5.41170585,2.88131063,1.56748002,2.02061695,0.83980534,0.00166003,0.18968892,0.00000000
-5.40570285,2.78268202,1.54202921,1.96206430,0.78797908,0.00162836,0.18370796,0.00000000
-5.39969985,2.68741190,1.51636274,1.90555450,0.73806760,0.00159730,0.17822255,0.00000000
-5.39369685,2.59652398,1.49100291,1.85180446,0.69043010,0.00156748,0.17322992,0.00000000
-5.38769385,2.51090487,1.46642501,1.80145351,0.64535787,0.00153946,0.16871464,0.00000000
-5.38169085,2.43130727,1.44305285,1.75506483,0.60307705,0.00151375,0.16465061,0.00000000
-5.37568784,2.35835877,1.42125726,1.71313052,0.56375331,0.00149080,0.16100321,0.00000000
-5.36968484,2.29257545,1.40135747,1.67607974,0.52749835,0.00147101,0.15773154,0.00000000
-5.36368184,2.23437948,1.38362516,1.64428943,0.49437762,0.00145478,0.15479066,0.00000000
-5.35767884,2.18411949,1.36829071,1.61809684,0.46441895,0.00144246,0.15213386,0.00000000
-5.35167584,2.14209252,1.35555122,1.59781301,0.43762162,0.00143441,0.14971472,0.00000000
-5.34567284,2.10856597,1.34557963,1.58373617,0.41396536,0.00143100,0.14748908,0.00000000
-5.33966983,2.08379830,1.33853417,1.57616405,0.39341896,0.00143263,0.14541670,0.00000000
-5.33366683,2.06805675,1.33456747,1.57540404,0.37594784,0.00143971,0.14346274,0.00000000
-5.32766383,2.06163090,1.33383451,1.58178012,0.36152059,0.00145270,0.14159883,0.00000000
-5.32166083,2.06484075,1.33649869,1.59563574,0.35011371,0.00147212,0.13980386,0.00000000
-5.31565783,2.07803837,1.34273539,1.61733190,0.34171481,0.00149849,0.13806445,0.00000000
-5.30965483,2.10160241,1.35273254,1.64723980,0.33632372,0.00153238,0.13637498,0.00000000
-5.30365183,2.13592517,1.36668774,1.68572807,0.33395183,0.00157434,0.13473735,0.00000000
-5.29764882,2.18139245,1.38480193,1.73314449,0.33461940,0.00162492,0.13316030,0.00000000
-5.29164582,2.23835658,1.40726957,1.78979276,0.33835124,0.00168463,0.13165852,0.00000000
-5.28564282,2.30710382,1.43426567,1.85590523,0.34517096,0.00175388,0.13025141,0.00000000
-5.27963982,2.38781756,1.46593036,1.93161267,0.35509396,0.00183298,0.12896162,0.00000000
-5.27363682,2.48053925,1.50235159,2.01691277,0.36811986,0.00192207,0.12781345,0.00000000
-5.26763382,2.58512921,1.54354711,2.11163901,0.38422456,0.00202111,0.12683109,0.00000000
-5.26163082,2.70122991,1.58944679,2.21543210,0.40335261,0.00212984,0.12603691,0.00000000
-5.25562781,2.82823411,1.63987660,2.32771581,0.42541033,0.00224774,0.12544974,0.00000000
-5.24962481,2.96526057,1.69454537,2.44767940,0.45026014,0.00237401,0.12508332,0.00000000
-5.24362181,3.11113937,1.75303563,2.57426840,0.47771658,0.00250758,0.12494499,0.00000000
-5.23761881,3.26440900,1.81479938,2.70618511,0.50754441,0.00264707,0.12503460,0.00000000
-5.23161581,3.42332642,1.87915985,2.84190023,0.53945893,0.00279085,0.12534391,0.00000000
-5.22561281,3.58589095,1.94531945,2.97967567,0.57312888,0.00293702,0.12585627,0.00000000
-5.21960980,3.74988191,2.01237412,3.11759882,0.60818161,0.00308346,0.12654676,0.00000000
-5.21360680,3.91290918,2.07933397,3.25362728,0.64421076,0.00322791,0.12738284,0.00000000
-5.20760380,4.07247503,2.14514925,3.38564263,0.68078577,0.00336797,0.12832528,0.00000000
-5.20160080,4.22604486,2.20874081,3.51151118,0.71746308,0.00350123,0.12932959,0.00000000
-5.19559780,4.37112380,2.26903364,3.62914918,0.75379844,0.00362531,0.13034770,0.00000000
-5.18959480,4.50533562,2.32499176,3.73658934,0.78935958,0.00373791,0.13132977,0.00000000
-5.18359180,4.62650014,2.37565279,3.83204562,0.82373877,0.00383695,0.13222632,0.00000000
-5.17758879,4.73270530,2.42016037,3.91397301,0.85656449,0.00392060,0.13299014,0.00000000
-5.17158579,4.82237022,2.45779261,3.98111925,0.88751170,0.00398733,0.13357830,0.00000000
-5.16558279,4.89429599,2.48798519,4.03256581,0.91631007,0.00403600,0.13395384,0.00000000
-5.15957979,4.94770161,2.51034775,4.06775609,0.94274990,0.00406587,0.13408723,0.00000000
-5.15357679,4.98224331,2.52467279,4.08650935,0.96668535,0.00407663,0.13395743,0.00000000
-5.14757379,4.99801635,2.53093678,4.08901970,0.98803499,0.00406841,0.13355263,0.00000000
-5.14157079,4.99553954,2.52929343,4.07584049,1.00677968,0.00404176,0.13287043,0.00000000
-5.13556778,4.97572349,2.52005988,4.04785496,1.02295805,0.00399764,0.13191771,0.00000000
-5.12956478,4.93982460,2.50369654,4.00623494,1.03665997,0.00393736,0.13071006,0.00000000
-5.12356178,4.88938764,2.48078226,3.95239003,1.04801851,0.00386255,0.12927082,0.00000000
-5.11755878,4.82617999,2.45198606,3.88790995,1.05720082,0.00377508,0.12762986,0.00000000
-5.11155578,4.75212126,2.41803735,3.81450325,1.06439867,0.00367697,0.12582221,0.00000000
-5.10555278,4.66921187,2.37969639,3.73393533,1.06981908,0.00357037,0.12388646,0.00000000
-5.09954977,4.57946405,2.33772634,3.64796900,1.07367550,0.00345746,0.12186320,0.00000000
-5.09354677,4.48483843,2.29286863,3.55830991,1.07618008,0.00334037,0.11979346,0.00000000
-5.08754377,4.38718852,2.24582244,3.46655932,1.07753699,0.00322114,0.11771732,0.00000000
-5.08154077,4.28821524,2.19722923,3.37417560,1.07793724,0.00310165,0.11567256,0.00000000
-5.07553777,4.18943227,2.14766252,3.28244552,1.07755474,0.00298359,0.11369370,0.00000000
-5.06953477,4.09214280,2.09762293,3.19246563,1.07654364,0.00286843,0.11181106,0.00000000
-5.06353177,3.99742732,2.04753815,3.10513345,1.07503662,0.00275739,0.11005023,0.00000000
-5.05752876,3.90614141,1.99776702,3.02114773,1.07314406,0.00265142,0.10843169,0.00000000
-5.05152576,3.81892241,1.94860697,2.94101651,1.07095358,0.00255124,0.10697067,0.00000000
-5.04552276,3.73620306,1.90030380,2.86507162,1.06852991,0.00245732,0.10567715,0.00000000
-5.03951976,3.65823062,1.85306257,2.79348787,1.06591481,0.00236989,0.10455613,0.00000000
-5.03351676,3.58508943,1.80705888,2.72630542,1.06312694,0.00228901,0.10360796,0.00000000
-5.02751376,3.51672556,1.76244944,2.66345372,1.06016168,0.00221454,0.10282876,0.00000000
-5.02151076,3.45297188,1.71938120,2.60477570,1.05699086,0.00214622,0.10221099,0.00000000
-5.01550775,3.39357266,1.67799867,2.55005099,1.05356280,0.00208366,0.10174407,0.00000000
-5.00950475,3.33820676,1.63844890,2.49901740,1.04980254,0.00202642,0.10141493,0.00000000
-5.00350175,3.28650884,1.60088416,2.45139001,1.04561275,0.00197400,0.10120873,0.00000000
-4.99749875,3.23808842,1.56546227,2.40687740,1.04087545,0.00192587,0.10110951,0.00000000
