energy_ev,total_up,Cu_p_up,Cu_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.89794897,1.12064361,0.32899151,0.12259481,0.39560036,0.18912058,0.00053499,0.07690247,0.01422450,0.55373406
-5.89194597,1.18606763,0.34896448,0.12850278,0.41868655,0.20331218,0.00053137,0.07993305,0.01512754,0.58893752
-5.88594297,1.25332818,0.36927835,0.13449940,0.44259745,0.21806907,0.00052450,0.08285156,0.01607168,0.62552325
-5.87993997,1.32255288,0.38988372,0.14061420,0.46740635,0.23338512,0.00051466,0.08565494,0.01706047,0.66357193
-5.87393697,1.39384003,0.41071872,0.14687633,0.49317141,0.24924579,0.00050223,0.08834122,0.01809691,0.70314223
-5.86793397,1.46723789,0.43170614,0.15331199,0.51992644,0.26562534,0.00048766,0.09090887,0.01918316,0.74425915
-5.86193097,1.54272437,0.45275109,0.15994167,0.54767197,0.28248423,0.00047148,0.09335620,0.02032022,0.78690266
-5.85592796,1.62018847,0.47373937,0.16677755,0.57636704,0.29976688,0.00045428,0.09568094,0.02150759,0.83099734
-5.84992496,1.69941483,0.49453687,0.17382112,0.60592223,0.31739992,0.00043672,0.09787982,0.02274307,0.87640373
-5.84392196,1.78007270,0.51499004,0.18106127,0.63619454,0.33529135,0.00041947,0.09994836,0.02402253,0.92291225
-5.83791896,1.86171034,0.53492757,0.18847292,0.66698463,0.35333060,0.00040324,0.10188087,0.02533983,0.97024012
-5.83191596,1.94375564,0.55416332,0.19601626,0.69803667,0.37138966,0.00038877,0.10367053,0.02668679,1.01803184
-5.82591296,2.02552353,0.57250044,0.20363689,0.72904102,0.38932546,0.00037678,0.10530978,0.02805332,1.06586356
-5.81990995,2.10623007,0.58973648,0.21126660,0.75963992,0.40698331,0.00036798,0.10679070,0.02942759,1.11325122
-5.81390695,2.18501298,0.60566929,0.21882497,0.78943601,0.42420148,0.00036305,0.10810560,0.03079637,1.15966250
-5.80790395,2.26095776,0.62010355,0.22622175,0.81800337,0.44081669,0.00036265,0.10924763,0.03214540,1.20453199
-5.80190095,2.33312825,0.63285740,0.23335969,0.84490068,0.45667020,0.00036738,0.11021135,0.03345989,1.24727903
-5.79589795,2.40060006,0.64376893,0.24013798,0.86968593,0.47161434,0.00037778,0.11099334,0.03472503,1.28732743
-5.78989495,2.46249521,0.65270217,0.24645583,0.89193191,0.48551903,0.00039432,0.11159262,0.03592655,1.32412592
-5.78389195,2.51801607,0.65955218,0.25221619,0.91124181,0.49827790,0.00041739,0.11201092,0.03705127,1.35716854
-5.77788894,2.56647668,0.66424900,0.25732934,0.92726410,0.50981376,0.00044730,0.11225282,0.03808762,1.38601363
-5.77188594,2.60732981,0.66676018,0.26171613,0.93970586,0.52008290,0.00048426,0.11232558,0.03902610,1.41030056
-5.76588294,2.64018814,0.66709172,0.26531073,0.94834403,0.52907808,0.00052836,0.11223888,0.03985960,1.42976327
-5.75987994,2.66483830,0.66528745,0.26806272,0.95303384,0.53682982,0.00057960,0.11200422,0.04058372,1.44423982
-5.75387694,2.68124725,0.66142679,0.26993852,0.95371413,0.54340604,0.00063785,0.11163429,0.04119686,1.45367750
-5.74787394,2.68956036,0.65562106,0.27092188,0.95040917,0.54890982,0.00070288,0.11114205,0.04170021,1.45813324
-5.74187094,2.69009164,0.64800858,0.27101369,0.94322715,0.55347547,0.00077433,0.11053992,0.04209763,1.45776933
-5.73586793,2.68330661,0.63874879,0.27023103,0.93235515,0.55726298,0.00085173,0.10983878,0.04239537,1.45284473
-5.72986493,2.66979884,0.62801581,0.26860550,0.91805124,0.56045124,0.00093451,0.10904719,0.04260169,1.44370249
-5.72386193,2.65026167,0.61599168,0.26618108,0.90063392,0.56323020,0.00102201,0.10817062,0.04272642,1.43075411
-5.71785893,2.62545664,0.60285984,0.26301161,0.88046963,0.56579240,0.00111347,0.10721092,0.04278037,1.41446150
-5.71185593,2.59618040,0.58879897,0.25915805,0.85795887,0.56832443,0.00120809,0.10616598,0.04277480,1.39531777
-5.70585293,2.56323191,0.57397767,0.25468570,0.83352176,0.57099849,0.00130501,0.10502975,0.04272083,1.37382769
-5.69984992,2.52738152,0.55855012,0.24966160,0.80758371,0.57396466,0.00140334,0.10379235,0.04262890,1.35048886
-5.69384692,2.48934352,0.54265294,0.24415214,0.78056171,0.57734413,0.00150219,0.10244068,0.04250825,1.32577439
-5.68784392,2.44975320,0.52640325,0.23822113,0.75285208,0.58122371,0.00160069,0.10095909,0.04236652,1.30011797
-5.68184092,2.40914939,0.50989807,0.23192820,0.72481990,0.58565184,0.00169800,0.09933034,0.04220941,1.27390172
-5.67583792,2.36796295,0.49321479,0.22532789,0.69679058,0.59063628,0.00179332,0.09753673,0.04204047,1.24744739
-5.66983492,2.32651132,0.47641275,0.21846906,0.66904383,0.59614342,0.00188594,0.09556129,0.04186102,1.22101085
-5.66383192,2.28499893,0.45953559,0.21139489,0.64180995,0.60209937,0.00197520,0.09338898,0.04167014,1.19478014
-5.65782891,2.24352303,0.44261425,0.20414324,0.61526858,0.60839251,0.00206053,0.09100785,0.04146485,1.16887662
-5.65182591,2.20208410,0.42567023,0.19674739,0.58954964,0.61487749,0.00214143,0.08841006,0.04124030,1.14335909
-5.64582291,2.16060010,0.40871911,0.18923693,0.56473619,0.62138045,0.00221749,0.08559276,0.04099014,1.11823036
-5.63981991,2.11892341,0.39177377,0.18163894,0.54086901,0.62770513,0.00228833,0.08255871,0.04070689,1.09344578
-5.63381691,2.07685959,0.37484744,0.17397904,0.51795247,0.63363972,0.00235366,0.07931659,0.04038240,1.06892319
-5.62781391,2.03418692,0.35795624,0.16628256,0.49596135,0.63896413,0.00241318,0.07588113,0.04000831,1.04455380
-5.62181091,1.99067589,0.34112119,0.15857548,0.47484817,0.64345741,0.00246663,0.07227288,0.03957652,1.02021344
-5.61580790,1.94610785,0.32436955,0.15088532,0.45455077,0.64690520,0.00251376,0.06851776,0.03907968,0.99577369
-5.60980490,1.90029226,0.30773571,0.14324170,0.43499980,0.64910679,0.00255428,0.06464636,0.03851159,0.97111265
-5.60380190,1.85308202,0.29126134,0.13567685,0.41612574,0.64988184,0.00258791,0.06069309,0.03786757,0.94612481
-5.59779890,1.80438662,0.27499519,0.12822572,0.39786538,0.64907650,0.00261431,0.05669514,0.03714480,0.92072994
-5.59179590,1.75418288,0.25899246,0.12092612,0.38016744,0.64656874,0.00263314,0.05269144,0.03634255,0.89488076
-5.58579290,1.70252323,0.24331380,0.11381847,0.36299728,0.64227289,0.00264402,0.04872156,0.03546235,0.86856912
-5.57978989,1.64954143,0.22802432,0.10694558,0.34634060,0.63614330,0.00264656,0.04482467,0.03450805,0.84183092
-5.57378689,1.59545589,0.21319233,0.10035223,0.33020601,0.62817699,0.00264039,0.04103856,0.03348586,0.81474930
-5.56778389,1.54057045,0.19888821,0.09408473,0.31462655,0.61841520,0.00262515,0.03739883,0.03240424,0.78745646
-5.56178089,1.48527293,0.18518332,0.08819036,0.29966020,0.60694399,0.00260055,0.03393820,0.03127378,0.76013386
-5.55577789,1.43003129,0.17214907,0.08271688,0.28538928,0.59389357,0.00256637,0.03068606,0.03010695,0.73301088
-5.54977489,1.37538753,0.15985604,0.07771190,0.27191894,0.57943658,0.00252248,0.02766811,0.02891787,0.70636197
-5.54377189,1.32194945,0.14837335,0.07322235,0.25937475,0.56378520,0.00246891,0.02490626,0.02772195,0.68050224
-5.53776888,1.27038013,0.13776807,0.06929384,0.24789950,0.54718713,0.00240580,0.02241865,0.02653555,0.65578171
-5.53176588,1.22138544,0.12810472,0.06597002,0.23764926,0.52992043,0.00233347,0.02021980,0.02537558,0.63257799
-5.52576288,1.17569949,0.11944484,0.06329191,0.22878887,0.51228743,0.00225242,0.01832092,0.02425907,0.61128781
-5.51975988,1.13406823,0.11184648,0.06129721,0.22148693,0.49460768,0.00216328,0.01673025,0.02320278,0.59231723
-5.51375688,1.09723150,0.10536365,0.06001947,0.21591034,0.47721011,0.00206688,0.01545343,0.02222275,0.57607088
-5.50775388,1.06590374,0.10004569,0.05948730,0.21221864,0.46042464,0.00196418,0.01449394,0.02133389,0.56294041
-5.50175088,1.04075377,0.09593638,0.05972347,0.21055817,0.44457344,0.00185625,0.01385346,0.02054959,0.55329230
-5.49574787,1.02238419,0.09307302,0.06074399,0.21105623,0.42996203,0.00174428,0.01353218,0.01988137,0.54745549
-5.48974487,1.01131090,0.09148523,0.06255720,0.21381543,0.41687057,0.00162951,0.01352910,0.01933850,0.54570910
-5.48374187,1.00794346,0.09119369,0.06516280,0.21890827,0.40554559,0.00151323,0.01384218,0.01892780,0.54827064
-5.47773887,1.01256688,0.09220871,0.06855106,0.22637224,0.39619245,0.00139671,0.01446844,0.01865333,0.55528515
-5.47173587,1.02532581,0.09452877,0.07270202,0.23620565,0.38896887,0.00128119,0.01540394,0.01851630,0.56681576
-5.46573287,1.04621159,0.09813910,0.07758493,0.24836413,0.38397968,0.00116784,0.01664369,0.01851491,0.58283600
-5.45972986,1.07505312,0.10301039,0.08315782,0.26275833,0.38127320,0.00105775,0.01818154,0.01864438,0.60322441
-5.45372686,1.11151205,0.10909765,0.08936744,0.27925271,0.38083927,0.00095185,0.02000993,0.01889699,0.62776179
-5.44772386,1.15508290,0.11633950,0.09614940,0.29766565,0.38260910,0.00085098,0.02211968,0.01926220,0.65613130
-5.44172086,1.20509845,0.12465781,0.10342875,0.31777110,0.38645713,0.00075581,0.02449978,0.01972689,0.68792185
-5.43571786,1.26074071,0.13395785,0.11112089,0.33930169,0.39220466,0.00066683,0.02713721,0.02027562,0.72263473
-5.42971486,1.32105725,0.14412910,0.11913287,0.36195343,0.39962541,0.00058443,0.03001680,0.02089103,0.75969348
-5.42371186,1.38498302,0.15504666,0.12736513,0.38539190,0.40845265,0.00050881,0.03312121,0.02155418,0.79845701
-5.41770885,1.45136680,0.16657336,0.13571355,0.40925986,0.41838782,0.00044003,0.03643100,0.02224512,0.83823547
-5.41170585,1.51900185,0.17856253,0.14407187,0.43318610,0.42911024,0.00037806,0.03992487,0.02294331,0.87830859
-5.40570285,1.58665966,0.19086145,0.15233440,0.45679521,0.44028759,0.00032272,0.04358001,0.02362819,0.91794579
-5.39969985,1.65312577,0.20331526,0.16039882,0.47971808,0.45158686,0.00027376,0.04737262,0.02427971,0.95642747
-5.39369685,1.71723625,0.21577139,0.16816923,0.50160258,0.46268513,0.00023087,0.05127862,0.02487886,0.99306657
-5.38769385,1.77791351,0.22808423,0.17555909,0.52212414,0.47328005,0.00019367,0.05527443,0.02540817,1.02722962
-5.38169085,1.83419990,0.24011990,0.18249407,0.54099568,0.48309934,0.00016176,0.05933790,0.02585218,1.05835630
-5.37568784,1.88528773,0.25176096,0.18891468,0.55797652,0.49190908,0.00013471,0.06344935,0.02619783,1.08597673
-5.36968484,1.93054434,0.26291074,0.19477856,0.57287978,0.49952039,0.00011211,0.06759263,0.02643482,1.10972564
-5.36368184,1.96953103,0.27349716,0.20006227,0.58557791,0.50579431,0.00009355,0.07175615,0.02655584,1.12935268
-5.35767884,2.00201484,0.28347590,0.20476258,0.59600608,0.51064450,0.00007866,0.07593391,0.02655677,1.14472843
-5.35167584,2.02797270,0.29283246,0.20889708,0.60416314,0.51403790,0.00006710,0.08012634,0.02643673,1.15584571
-5.34567284,2.04758749,0.30158333,0.21250414,0.61011011,0.51599321,0.00005855,0.08434098,0.02619810,1.16281604
-5.33966983,2.06123602,0.30977588,0.21564208,0.61396622,0.51657722,0.00005276,0.08859295,0.02584636,1.16586141
-5.33366683,2.06946957,0.31748694,0.21838769,0.61590262,0.51589937,0.00004954,0.09290504,0.02538995,1.16530169
-5.32766383,2.07298751,0.32482023,0.22083396,0.61613401,0.51410465,0.00004871,0.09730749,0.02483994,1.16153822
-5.32166083,2.07260530,0.33190249,0.22308721,0.61490862,0.51136526,0.00005016,0.10183741,0.02420971,1.15503437
-5.31565783,2.06921818,0.33887846,0.22526357,0.61249697,0.50787147,0.00005384,0.10653771,0.02351454,1.14629397
-5.30965483,2.06376210,0.34590499,0.22748505,0.60917988,0.50382197,0.00005972,0.11145565,0.02277114,1.13583865
-5.30365183,2.05717371,0.35314424,0.22987519,0.60523643,0.49941446,0.00006781,0.11664105,0.02199716,1.12418516
-5.29764882,2.05035102,0.36075651,0.23255456,0.60093230,0.49483652,0.00007814,0.12214404,0.02121069,1.11182378
-5.29164582,2.04411653,0.36889269,0.23563616,0.59650912,0.49025756,0.00009079,0.12801258,0.02042974,1.09919869
-5.28564282,2.03918440,0.37768683,0.23922101,0.59217517,0.48582193,0.00010582,0.13428975,0.01967174,1.08669138
-5.27963982,2.03613292,0.38724901,0.24339391,0.58809805,0.48164359,0.00012332,0.14101097,0.01895304,1.07460756
-5.27363682,2.03538336,0.39765887,0.24821980,0.58439933,0.47780249,0.00014336,0.14820117,0.01828851,1.06316832
-5.26763382,2.03718605,0.40896008,0.25374065,0.58115160,0.47434282,0.00016601,0.15587220,0.01769108,1.05250556
-5.26163082,2.04161404,0.42115595,0.25997312,0.57837771,0.47127298,0.00019131,0.16402047,0.01717145,1.04266191
-5.25562781,2.04856430,0.43420646,0.26690713,0.57605239,0.46856741,0.00021928,0.17262509,0.01673777,1.03359483
-5.24962481,2.05776638,0.44802687,0.27450539,0.57410584,0.46616995,0.00024989,0.18164651,0.01639547,1.02518450
-5.24362181,2.06879779,0.46248798,0.28270394,0.57242920,0.46399849,0.00028309,0.19102593,0.01614712,1.01724502
-5.23761881,2.08110533,0.47741814,0.29141381,0.57088132,0.46195071,0.00031876,0.20068545,0.01599237,1.00953801
-5.23161581,2.09403130,0.49260702,0.30052365,0.56929677,0.45991059,0.00035674,0.21052905,0.01592801,1.00178807
-5.22561281,2.10684353,0.50781098,0.30990345,0.56749430,0.45775525,0.00039684,0.22044450,0.01594810,0.99369907
-5.21960980,2.11876766,0.52276001,0.31940905,0.56528573,0.45536196,0.00043881,0.23030611,0.01604414,0.98497059
-5.21360680,2.12902083,0.53716596,0.32888744,0.56248453,0.45261485,0.00048235,0.23997822,0.01620541,0.97531376
-5.20760380,2.13684509,0.55073187,0.33818270,0.55891402,0.44941118,0.00052715,0.24931948,0.01641927,0.96446579
-5.20160080,2.14153965,0.56316197,0.34714218,0.55441484,0.44566694,0.00057288,0.25818763,0.01667164,0.95220280
-5.19559780,2.14249083,0.57417224,0.35562291,0.54885142,0.44132157,0.00061918,0.26644469,0.01694741,0.93835040
-5.18959480,2.13919869,0.58350089,0.36349787,0.54211737,0.43634163,0.00066571,0.27396227,0.01723103,0.92279196
-5.18359180,2.13129979,0.59091859,0.37066181,0.53413971,0.43072358,0.00071214,0.28062688,0.01750699,0.90547435
-5.17758879,2.11858527,0.59623800,0.37703657,0.52488192,0.42449535,0.00075820,0.28634494,0.01776037,0.88641122
-5.17158579,2.10101409,0.59932222,0.38257538,0.51434580,0.41771702,0.00080363,0.29104729,0.01797743,0.86568401
-5.16558279,2.07872094,0.60009196,0.38726619,0.50257233,0.41048041,0.00084825,0.29469296,0.01814605,0.84344073
-5.15957979,2.05201896,0.59853098,0.39113377,0.48964148,0.40290789,0.00089195,0.29727208,0.01825625,0.81989304
-5.15357679,2.02139732,0.59468980,0.39424042,0.47567117,0.39515027,0.00093470,0.29880771,0.01830056,0.79531172
-5.14757379,1.98751373,0.58868745,0.39668528,0.46081555,0.38738416,0.00097654,0.29935663,0.01827439,0.77002092
-5.14157079,1.95118260,0.58071113,0.39860239,0.44526258,0.37980859,0.00101759,0.29900885,0.01817624,0.74439154
-5.13556778,1.91335893,0.57101400,0.40015727,0.42923118,0.37264127,0.00105807,0.29788611,0.01800788,0.71883397
-5.12956478,1.87511889,0.55991100,0.40154248,0.41296794,0.36611447,0.00109822,0.29613919,0.01777438,0.69379042
-5.12356178,1.83763747,0.54777298,0.40297218,0.39674352,0.36047057,0.00113839,0.29394432,0.01748410,0.66972711
-5.11755878,1.80216400,0.53501932,0.40467595,0.38084881,0.35595754,0.00117893,0.29149877,0.01714849,0.64712647
-5.11155578,1.76999632,0.52210926,0.40689214,0.36559086,0.35282421,0.00122024,0.28901582,0.01678189,0.62647938
-5.10555278,1.74245414,0.50953226,0.40986109,0.35128865,0.35131564,0.00126270,0.28671931,0.01640119,0.60827763
-5.09954977,1.72085236,0.49779767,0.41381836,0.33826874,0.35166850,0.00130669,0.28483797,0.01602541,0.59300665
-5.09354677,1.70647491,0.48742389,0.41898839,0.32686075,0.35410657,0.00135257,0.28359973,0.01567523,0.58113832
-5.08754377,1.70054951,0.47892744,0.42557862,0.31739260,0.35883649,0.00140061,0.28322618,0.01537249,0.57312421
-5.08154077,1.70422385,0.47281192,0.43377441,0.31018570,0.36604370,0.00145105,0.28392733,0.01513955,0.56938874
-5.07553777,1.71854332,0.46955724,0.44373480,0.30554981,0.37588865,0.00150404,0.28589682,0.01499876,0.57032272
-5.06953477,1.74443059,0.46960915,0.45558911,0.30377777,0.38850349,0.00155963,0.28930752,0.01497181,0.57627681
-5.06353177,1.78266698,0.47336918,0.46943449,0.30513991,0.40398892,0.00161778,0.29430778,0.01507912,0.58755510
-5.05752876,1.83387567,0.48118511,0.48533430,0.30987831,0.42241164,0.00167836,0.30101819,0.01533921,0.60440880
-5.05152576,1.89850690,0.49334206,0.50331729,0.31820076,0.44380214,0.00174113,0.30952883,0.01576817,0.62702992
-5.04552276,1.97682482,0.51005427,0.52337741,0.33027470,0.46815299,0.00180576,0.31989713,0.01637903,0.65554517
-5.03951976,2.06889645,0.53145764,0.54547423,0.34622105,0.49541762,0.00187183,0.33214618,0.01718133,0.69001009
-5.03351676,2.17458258,0.55760327,0.56953375,0.36610822,0.52550966,0.00193883,0.34626358,0.01818065,0.73040362
-5.02751376,2.29353110,0.58845224,0.59544965,0.38994638,0.55830281,0.00200619,0.36220075,0.01937821,0.77662331
-5.02151076,2.42517295,0.62387162,0.62308487,0.41768241,0.59363134,0.00207327,0.37987287,0.02077067,0.82848146
-5.01550775,2.56872133,0.66363238,0.65227350,0.44919558,0.63129120,0.00213939,0.39915929,0.02234987,0.88570241
-5.00950475,2.72317473,0.70740913,0.68282310,0.48429448,0.67104175,0.00220383,0.41990473,0.02410284,0.94792139
-5.00350175,2.88732429,0.75478229,0.71451738,0.52271540,0.71260823,0.00226585,0.44192113,0.02601184,1.01468522
-4.99749875,3.05976619,0.80524277,0.74711948,0.56412248,0.75568483,0.00232469,0.46499046,0.02805454,1.08545506
-4.99149575,3.23891948,0.85819957,0.78037587,0.60810989,0.79993840,0.00237964,0.48886834,0.03020444,1.15961155
-4.98549275,3.42304971,0.91299024,0.81402087,0.65420627,0.84501283,0.00242997,0.51328872,0.03243125,1.23646241
-4.97948974,3.61029836,0.96889439,0.84778201,0.70188153,0.89053387,0.00247503,0.53796951,0.03470163,1.31525255
-4.97348674,3.79871780,1.02514996,0.88138603,0.75055590,0.93611450,0.00251420,0.56261914,0.03697983,1.39517657
-4.96748374,3.98631124,1.08097204,0.91456556,0.79961138,0.98136048,0.00254697,0.58694396,0.03922863,1.47539349
-4.96148074,4.17107647,1.13557370,0.94706626,0.84840500,1.02587625,0.00257289,0.61065627,0.04141023,1.55504322
-4.95547774,4.35105222,1.18818819,0.97865418,0.89628372,1.06927061,0.00259167,0.63348277,0.04348727,1.63326427
-4.94947474,4.52436530,1.23809165,1.00912306,0.94260046,1.11116247,0.00260309,0.65517302,0.04542381,1.70921217
-4.94347174,4.68927664,1.28462549,1.03830117,0.98673051,1.15118605,0.00260711,0.67550763,0.04718637,1.78207771
-4.93746873,4.84422426,1.32721737,1.06605730,1.02808779,1.18899574,0.00260380,0.69430577,0.04874482,1.85110441
-4.93146573,4.98786092,1.36539983,1.09230545,1.06614019,1.22427021,0.00259340,0.71143159,0.05007323,1.91560435
-4.92546273,5.11908475,1.39882557,1.11700799,1.10042333,1.25671580,0.00257626,0.72679912,0.05115062,1.97497169
-4.91945973,5.23706122,1.42727858,1.14017680,1.13055202,1.28606914,0.00255289,0.74037545,0.05196141,2.02869333
-4.91345673,5.34123517,1.45068042,1.16187230,1.15622909,1.31209889,0.00252390,0.75218183,0.05249585,2.07635615
-4.90745373,5.43133226,1.46909130,1.18220029,1.17725085,1.33460670,0.00249001,0.76229260,0.05275016,2.11765079
-4.90145073,5.50734995,1.48270559,1.20130657,1.19350941,1.35342750,0.00245198,0.77083191,0.05272642,2.15237167
-4.89544772,5.56953831,1.49184215,1.21936968,1.20499131,1.36842911,0.00241065,0.77796827,0.05243239,2.18041359
-4.88944472,5.61837202,1.49692955,1.23659190,1.21177309,1.37951157,0.00236683,0.78390729,0.05188098,2.20176526
-4.88344172,5.65451516,1.49848716,1.25318929,1.21401373,1.38660606,0.00232134,0.78888278,0.05108972,2.21650032
-4.87743872,5.67878106,1.49710270,1.26938098,1.21194479,1.38967388,0.00227493,0.79314668,0.05007994,2.22476648
-4.87143572,5.69208944,1.49340759,1.28537859,1.20585856,1.38870547,0.00222825,0.79695841,0.04887601,2.22677379
-4.86543272,5.69542360,1.48805110,1.30137637,1.19609520,1.38371971,0.00218187,0.80057404,0.04750441,2.22278264
-4.85942971,5.68978998,1.48167462,1.31754256,1.18302945,1.37476356,0.00213620,0.80423590,0.04599284,2.21309247
-4.85342671,5.67618245,1.47488729,1.33401259,1.16705769,1.36191215,0.00209154,0.80816311,0.04436940,2.19803189
-4.84742371,5.65555314,1.46824400,1.35088446,1.14858600,1.34526924,0.00204800,0.81254350,0.04266175,2.17795065
-4.84142071,5.62879117,1.46222684,1.36821660,1.12801986,1.32496803,0.00200560,0.81752721,0.04089648,2.15321407
-4.83541771,5.59671001,1.45723060,1.38602829,1.10575569,1.30117224,0.00196418,0.82322236,0.03909854,2.12419993
-4.82941471,5.56004349,1.45355295,1.40430244,1.08217481,1.27407725,0.00192350,0.82969270,0.03729079,2.09129781
-4.82341171,5.51945000,1.45138937,1.42299053,1.05763952,1.24391107,0.00188321,0.83695751,0.03549378,2.05491064
-4.81740870,5.47552362,1.45083299,1.44201936,1.03249144,1.21093499,0.00184292,0.84499334,0.03372561,2.01545791
-4.81140570,5.42881066,1.45187882,1.46129884,1.00705182,1.17544367,0.00180218,0.85373768,0.03200194,1.97337999
-4.80540270,5.37982950,1.45443204,1.48073045,0.98162321,1.13776442,0.00176058,0.86309392,0.03033612,1.92914267
-4.79939970,5.32909167,1.45831964,1.50021553,0.95649228,1.09825552,0.00171772,0.87293755,0.02873939,1.88324133
-4.79339670,5.27712188,1.46330452,1.51966291,0.93193296,1.05730345,0.00167328,0.88312295,0.02722116,1.83620366
-4.78739370,5.22447504,1.46910126,1.53899520,0.90820958,1.01531897,0.00162703,0.89349054,0.02578935,1.78859047
-4.78139070,5.17174835,1.47539266,1.55815336,0.88557923,0.97273202,0.00157884,0.90387378,0.02445066,1.74099387
-4.77538769,5.11958725,1.48184620,1.57709930,0.86429306,0.92998543,0.00152873,0.91410580,0.02321090,1.69403239
-4.76938469,5.06868429,1.48812959,1.59581619,0.84459610,0.88752778,0.00147683,0.92402531,0.02207524,1.64834294
-4.76338169,5.01977059,1.49392490,1.61430670,0.82672537,0.84580531,0.00142342,0.93348161,0.02104840,1.60456942
-4.75737869,4.97360030,1.49894052,1.63258929,0.81090628,0.80525336,0.00136888,0.94233859,0.02013477,1.56334851
-4.75137569,4.93092862,1.50292086,1.65069284,0.79734727,0.76628745,0.00131372,0.95047770,0.01933847,1.52529292
-4.74537269,4.89248489,1.50565337,1.66865025,0.78623309,0.72929443,0.00125857,0.95779990,0.01866329,1.49097277
-4.73936968,4.85894221,1.50697287,1.68649130,0.77771699,0.69462397,0.00120408,0.96422660,0.01811263,1.46089612
-4.73336668,4.83088561,1.50676336,1.70423569,0.77191227,0.66258063,0.00115099,0.96969992,0.01768931,1.43548936
-4.72736368,4.80878075,1.50495744,1.72188655,0.76888381,0.63341698,0.00110005,0.97418221,0.01739538,1.41507865
-4.72136068,4.79294514,1.50153359,1.73942513,0.76864016,0.60732782,0.00105198,0.97765510,0.01723186,1.39987336
-4.71535768,4.78352393,1.49651180,1.75680704,0.77112666,0.58444602,0.00100749,0.98011831,0.01719848,1.38995245
-4.70935468,4.78047167,1.48994785,1.77396038,0.77622035,0.56483975,0.00096722,0.98158819,0.01729346,1.38525467
-4.70335168,4.78354152,1.48192670,1.79078602,0.78372694,0.54851169,0.00093172,0.98209626,0.01751326,1.38557329
-4.69734867,4.79228272,1.47255551,1.80715980,0.79338034,0.53539984,0.00090143,0.98168775,0.01785239,1.39055572
-4.69134567,4.80604666,1.46195644,1.82293683,0.80484498,0.52538027,0.00087667,0.98042021,0.01830331,1.39970859
-4.68534267,4.82400148,1.45025990,1.83795738,0.81772100,0.51827145,0.00085761,0.97836211,0.01885631,1.41240790
-4.67933967,4.84515456,1.43759826,1.85205393,0.83155224,0.51384021,0.00084428,0.97559149,0.01949958,1.42791437
-4.67333667,4.86838195,1.42410035,1.86505903,0.84583687,0.51180910,0.00083657,0.97219459,0.02021923,1.44539328
-4.66733367,4.89246316,1.40988697,1.87681316,0.86004035,0.51186479,0.00083421,0.96826424,0.02099949,1.46393823
-4.66133067,4.91611985,1.39506734,1.88717218,0.87361006,0.51366731,0.00083677,0.96389812,0.02182295,1.48259785
-4.65532766,4.93805618,1.37973656,1.89601369,0.88599130,0.51685977,0.00084372,0.95919669,0.02267085,1.50040447
-4.64932466,4.95699916,1.36397401,1.90324179,0.89664370,0.52107827,0.00085437,0.95426078,0.02352348,1.51640354
-4.64332166,4.97173685,1.34784265,1.90878987,0.90505763,0.52596149,0.00086796,0.94918873,0.02436058,1.52968274
