energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,4.21962358,0.00026416,0.01658686,0.86302839,3.89557504,0.60622523,0.00000000,0.19063200,0.08240408
-5.99399700,4.23731486,0.00025006,0.01661974,0.87413234,3.92379096,0.59858991,0.00000000,0.18671758,0.08123507
-5.98799400,4.25149526,0.00023821,0.01661012,0.88355686,3.94879764,0.59054523,0.00000000,0.18257277,0.07998872
-5.98199100,4.26082324,0.00022838,0.01655560,0.89107053,3.96928590,0.58190586,0.00000000,0.17817996,0.07864655
-5.97598799,4.26415121,0.00022037,0.01645560,0.89651523,3.98412773,0.57250655,0.00000000,0.17352853,0.07719410
-5.96998499,4.26057436,0.00021401,0.01631156,0.89981280,3.99242045,0.56221158,0.00000000,0.16861691,0.07562202
-5.96398199,4.24946629,0.00020916,0.01612690,0.90096834,3.99351856,0.55092219,0.00000000,0.16345406,0.07392692
-5.95797899,4.23050004,0.00020573,0.01590710,0.90007004,3.98705253,0.53858188,0.00000000,0.15806036,0.07211175
-5.95197599,4.20365439,0.00020367,0.01565945,0.89728568,3.97293395,0.52517931,0.00000000,0.15246781,0.07018604
-5.94597299,4.16920570,0.00020297,0.01539296,0.89285602,3.95134778,0.51074879,0.00000000,0.14671961,0.06816558
-5.93996998,4.12770654,0.00020368,0.01511801,0.88708558,3.92273252,0.49536858,0.00000000,0.14086917,0.06607199
-5.93396698,4.07995296,0.00020588,0.01484606,0.88033130,3.88775025,0.47915700,0.00000000,0.13497856,0.06393194
-5.92796398,4.02694290,0.00020968,0.01458925,0.87298975,3.84724850,0.46226699,0.00000000,0.12911662,0.06177614
-5.92196098,3.96982821,0.00021525,0.01436005,0.86548351,3.80221664,0.44487923,0.00000000,0.12335680,0.05963823
-5.91595798,3.90986364,0.00022276,0.01417083,0.85824750,3.75373938,0.42719451,0.00000000,0.11777484,0.05755360
-5.90995498,3.84835548,0.00023241,0.01403348,0.85171582,3.70295004,0.40942577,0.00000000,0.11244654,0.05555817
-5.90395198,3.78661277,0.00024443,0.01395906,0.84630973,3.65098639,0.39179013,0.00000000,0.10744562,0.05368727
-5.89794897,3.72590373,0.00025903,0.01395755,0.84242734,3.59895098,0.37450156,0.00000000,0.10284185,0.05197462
-5.89194597,3.66741922,0.00027645,0.01403752,0.84043526,3.54787819,0.35776440,0.00000000,0.09869962,0.05045154
