energy_ev,total_up,Ge_p_up,Ge_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.22561281,3.87685039,0.72795769,0.00000000,2.04413451,2.72067151,0.47645878,0.00000000
-5.21960980,3.92929760,0.73311136,0.00000000,2.03830412,2.77297309,0.47526715,0.00000000
-5.21360680,3.98333450,0.73847771,0.00000000,2.03495016,2.82616945,0.47420313,0.00000000
-5.20760380,4.03799415,0.74391926,0.00000000,2.03363478,2.87954897,0.47313964,0.00000000
-5.20160080,4.09225828,0.74928765,0.00000000,2.03385991,2.93236225,0.47195381,0.00000000
-5.19559780,4.14508524,0.75442712,0.00000000,2.03508272,2.98384122,0.47053189,0.00000000
-5.18959480,4.19543798,0.75917824,0.00000000,2.03673197,3.03321843,0.46877368,0.00000000
-5.18359180,4.24231094,0.76338182,0.00000000,2.03822461,3.07974591,0.46659620,0.00000000
-5.17758879,4.28475508,0.76688272,0.00000000,2.03898207,3.12271285,0.46393647,0.00000000
-5.17158579,4.32190002,0.76953357,0.00000000,2.03844569,3.16146160,0.46075341,0.00000000
-5.16558279,4.35297282,0.77119812,0.00000000,2.03609066,3.19540153,0.45702862,0.00000000
-5.15957979,4.37731281,0.77175437,0.00000000,2.03143831,3.22402038,0.45276616,0.00000000
-5.15357679,4.39438236,0.77109712,0.00000000,2.02406621,3.24689301,0.44799139,0.00000000
-5.14757379,4.40377351,0.76914012,0.00000000,2.01361606,3.26368737,0.44274888,0.00000000
-5.14157079,4.40521057,0.76581763,0.00000000,1.99979925,3.27416782,0.43709961,0.00000000
-5.13556778,4.39854911,0.76108549,0.00000000,1.98240007,3.27819599,0.43111758,0.00000000
-5.12956478,4.38377167,0.75492166,0.00000000,1.96127681,3.27572929,0.42488603,0.00000000
-5.12356178,4.36098083,0.74732624,0.00000000,1.93636081,3.26681752,0.41849347,0.00000000
-5.11755878,4.33039009,0.73832105,0.00000000,1.90765383,3.25159777,0.41202976,0.00000000
-5.11155578,4.29231317,0.72794882,0.00000000,1.87522388,3.23028800,0.40558235,0.00000000
-5.10555278,4.24715237,0.71627192,0.00000000,1.83919996,3.20317970,0.39923290,0.00000000
-5.09954977,4.19538628,0.70337086,0.00000000,1.79976578,3.17062974,0.39305443,0.00000000
-5.09354677,4.13755755,0.68934250,0.00000000,1.75715298,3.13305188,0.38710905,0.00000000
-5.08754377,4.07426079,0.67429797,0.00000000,1.71163389,3.09090804,0.38144641,0.00000000
-5.08154077,4.00613111,0.65836052,0.00000000,1.66351417,3.04469959,0.37610285,0.00000000
-5.07553777,3.93383337,0.64166312,0.00000000,1.61312549,2.99495884,0.37110124,0.00000000
-5.06953477,3.85805235,0.62434611,0.00000000,1.56081839,2.94224079,0.36645153,0.00000000
-5.06353177,3.77948396,0.60655470,0.00000000,1.50695552,2.88711539,0.36215188,0.00000000
-5.05752876,3.69882746,0.58843657,0.00000000,1.45190528,2.83016032,0.35819034,0.00000000
-5.05152576,3.61677874,0.57013950,0.00000000,1.39603610,2.77195432,0.35454682,0.00000000
-5.04552276,3.53402465,0.55180909,0.00000000,1.33971124,2.71307132,0.35119548,0.00000000
-5.03951976,3.45123827,0.53358674,0.00000000,1.28328431,2.65407515,0.34810719,0.00000000
-5.03351676,3.36907507,0.51560768,0.00000000,1.22709543,2.59551507,0.34525196,0.00000000
-5.02751376,3.28816978,0.49799936,0.00000000,1.17146812,2.53792194,0.34260141,0.00000000
-5.02151076,3.20913384,0.48088000,0.00000000,1.11670677,2.48180494,0.34013083,0.00000000
-5.01550775,3.13255322,0.46435744,0.00000000,1.06309479,2.42764897,0.33782105,0.00000000
-5.00950475,3.05898639,0.44852826,0.00000000,1.01089320,2.37591219,0.33565989,0.00000000
-5.00350175,2.98896216,0.43347711,0.00000000,0.96033975,2.32702396,0.33364305,0.00000000
-4.99749875,2.92297721,0.41927625,0.00000000,0.91164824,2.28138266,0.33177455,0.00000000
-4.99149575,2.86149305,0.40598532,0.00000000,0.86500823,2.23935338,0.33006666,0.00000000
-4.98549275,2.80493223,0.39365121,0.00000000,0.82058467,2.20126522,0.32853921,0.00000000
-4.97948974,2.75367366,0.38230804,0.00000000,0.77851775,2.16740819,0.32721842,0.00000000
-4.97348674,2.70804701,0.37197727,0.00000000,0.73892260,2.13802938,0.32613535,0.00000000
-4.96748374,2.66832626,0.36266776,0.00000000,0.70188891,2.11332873,0.32532382,0.00000000
-4.96148074,2.63472244,0.35437590,0.00000000,0.66748050,2.09345412,0.32481813,0.00000000
-4.95547774,2.60737607,0.34708582,0.00000000,0.63573482,2.07849624,0.32465057,0.00000000
-4.94947474,2.58634930,0.34076950,0.00000000,0.60666245,2.06848321,0.32484882,0.00000000
-4.94347174,2.57161865,0.33538704,0.00000000,0.58024667,2.06337558,0.32543346,0.00000000
-4.93746873,2.56306848,0.33088701,0.00000000,0.55644330,2.06306172,0.32641560,0.00000000
-4.93146573,2.56048595,0.32720684,0.00000000,0.53518077,2.06735440,0.32779492,0.00000000
-4.92546273,2.56355811,0.32427352,0.00000000,0.51636073,2.07598869,0.32955808,0.00000000
-4.91945973,2.57187132,0.32200441,0.00000000,0.49985917,2.08862172,0.33167766,0.00000000
-4.91345673,2.58491384,0.32030836,0.00000000,0.48552821,2.10483467,0.33411182,0.00000000
-4.90745373,2.60208155,0.31908716,0.00000000,0.47319858,2.12413716,0.33680449,0.00000000
-4.90145073,2.62268715,0.31823717,0.00000000,0.46268278,2.14597433,0.33968641,0.00000000
-4.89544772,2.64597283,0.31765132,0.00000000,0.45377897,2.16973645,0.34267673,0.00000000
-4.88944472,2.67112610,0.31722136,0.00000000,0.44627545,2.19477113,0.34568534,0.00000000
-4.88344172,2.69729854,0.31684029,0.00000000,0.43995549,2.22039783,0.34861566,0.00000000
-4.87743872,2.72362681,0.31640483,0.00000000,0.43460263,2.24592408,0.35136794,0.00000000
-4.87143572,2.74925520,0.31581809,0.00000000,0.43000600,2.27066324,0.35384280,0.00000000
-4.86543272,2.77335904,0.31499196,0.00000000,0.42596551,2.29395280,0.35594487,0.00000000
-4.85942971,2.79516791,0.31384951,0.00000000,0.42229678,2.31517284,0.35758649,0.00000000
-4.85342671,2.81398776,0.31232698,0.00000000,0.41883553,2.33376370,0.35869102,0.00000000
-4.84742371,2.82922112,0.31037543,0.00000000,0.41544127,2.34924228,0.35919597,0.00000000
-4.84142071,2.84038435,0.30796195,0.00000000,0.41200005,2.36121621,0.35905537,0.00000000
-4.83541771,2.84712147,0.30507033,0.00000000,0.40842637,2.36939533,0.35824175,0.00000000
-4.82941471,2.84921371,0.30170121,0.00000000,0.40466385,2.37359991,0.35674715,0.00000000
-4.82341171,2.84658453,0.29787163,0.00000000,0.40068498,2.37376534,0.35458351,0.00000000
-4.81740870,2.83929986,0.29361414,0.00000000,0.39648979,2.36994296,0.35178224,0.00000000
-4.81140570,2.82756349,0.28897532,0.00000000,0.39210346,2.36229709,0.34839301,0.00000000
-4.80540270,2.81170792,0.28401395,0.00000000,0.38757323,2.35109824,0.34448191,0.00000000
-4.79939970,2.79218094,0.27879881,0.00000000,0.38296452,2.33671287,0.34012896,0.00000000
-4.79339670,2.76952849,0.27340633,0.00000000,0.37835659,2.31958996,0.33542526,0.00000000
-4.78739370,2.74437464,0.26791794,0.00000000,0.37383786,2.30024512,0.33046970,0.00000000
-4.78139070,2.71739925,0.26241760,0.00000000,0.36950119,2.27924256,0.32536565,0.00000000
-4.77538769,2.68931431,0.25698917,0.00000000,0.36543913,2.25717593,0.32021742,0.00000000
-4.76938469,2.66083990,0.25171413,0.00000000,0.36173958,2.23464843,0.31512704,0.00000000
-4.76338169,2.63268040,0.24666934,0.00000000,0.35848177,2.21225311,0.31019113,0.00000000
-4.75737869,2.60550202,0.24192515,0.00000000,0.35573286,2.19055400,0.30549818,0.00000000
-4.75137569,2.57991222,0.23754383,0.00000000,0.35354511,2.17006860,0.30112618,0.00000000
-4.74537269,2.55644174,0.23357821,0.00000000,0.35195387,2.15125246,0.29714082,0.00000000
-4.73936968,2.53552962,0.23007074,0.00000000,0.35097614,2.13448613,0.29359411,0.00000000
-4.73336668,2.51751174,0.22705279,0.00000000,0.35060998,2.12006494,0.29052355,0.00000000
-4.72736368,2.50261291,0.22454426,0.00000000,0.35083446,2.10819179,0.28795179,0.00000000
-4.72136068,2.49094278,0.22255347,0.00000000,0.35161031,2.09897306,0.28588680,0.00000000
-4.71535768,2.48249530,0.22107719,0.00000000,0.35288099,2.09241761,0.28432240,0.00000000
-4.70935468,2.47715174,0.22010102,0.00000000,0.35457427,2.08843885,0.28323919,0.00000000
-4.70335168,2.47468689,0.21959980,0.00000000,0.35660407,2.08685950,0.28260579,0.00000000
-4.69734867,2.47477809,0.21953826,0.00000000,0.35887264,2.08741891,0.28238031,0.00000000
-4.69134567,2.47701674,0.21987180,0.00000000,0.36127278,2.08978255,0.28251200,0.00000000
-4.68534267,2.48092168,0.22054735,0.00000000,0.36369028,2.09355320,0.28294296,0.00000000
-4.67933967,2.48595420,0.22150441,0.00000000,0.36600640,2.09828353,0.28360997,0.00000000
-4.67333667,2.49153390,0.22267612,0.00000000,0.36810027,2.10348963,0.28444627,0.00000000
-4.66733367,2.49705524,0.22399056,0.00000000,0.36985147,2.10866497,0.28538328,0.00000000
-4.66133067,2.50190412,0.22537198,0.00000000,0.37114237,2.11329461,0.28635227,0.00000000
-4.65532766,2.50547411,0.22674229,0.00000000,0.37186067,2.11686902,0.28728590,0.00000000
-4.64932466,2.50718212,0.22802252,0.00000000,0.37190169,2.11889736,0.28811957,0.00000000
-4.64332166,2.50648289,0.22913438,0.00000000,0.37117071,2.11891989,0.28879272,0.00000000
-4.63731866,2.50288221,0.23000184,0.00000000,0.36958519,2.11651916,0.28924985,0.00000000
-4.63131566,2.49594854,0.23055275,0.00000000,0.36707687,2.11132980,0.28944145,0.00000000
-4.62531266,2.48532276,0.23072038,0.00000000,0.36359359,2.10304675,0.28932475,0.00000000
-4.61930965,2.47072586,0.23044492,0.00000000,0.35910098,2.09143172,0.28886421,0.00000000
-4.61330665,2.45196447,0.22967482,0.00000000,0.35358374,2.07631773,0.28803197,0.00000000
-4.60730365,2.42893411,0.22836803,0.00000000,0.34704651,2.05761179,0.28680802,0.00000000
-4.60130065,2.40161997,0.22649299,0.00000000,0.33951438,2.03529553,0.28518028,0.00000000
-4.59529765,2.37009542,0.22402934,0.00000000,0.33103272,2.00942394,0.28314448,0.00000000
-4.58929465,2.33451823,0.22096842,0.00000000,0.32166656,1.98012215,0.28070385,0.00000000
-4.58329165,2.29512451,0.21731343,0.00000000,0.31149932,1.94758049,0.27786880,0.00000000
-4.57728864,2.25222082,0.21307928,0.00000000,0.30063098,1.91204797,0.27465627,0.00000000
-4.57128564,2.20617454,0.20829211,0.00000000,0.28917573,1.87382443,0.27108918,0.00000000
-4.56528264,2.15740288,0.20298853,0.00000000,0.27725909,1.83325159,0.26719560,0.00000000
-4.55927964,2.10636102,0.19721461,0.00000000,0.26501474,1.79070345,0.26300795,0.00000000
-4.55327664,2.05352976,0.19102455,0.00000000,0.25258100,1.74657624,0.25856216,0.00000000
-4.54727364,1.99940313,0.18447923,0.00000000,0.24009728,1.70127849,0.25389679,0.00000000
-4.54127064,1.94447652,0.17764457,0.00000000,0.22770047,1.65522142,0.24905215,0.00000000
-4.53526763,1.88923570,0.17058988,0.00000000,0.21552159,1.60881011,0.24406953,0.00000000
-4.52926463,1.83414718,0.16338608,0.00000000,0.20368264,1.56243573,0.23899045,0.00000000
-4.52326163,1.77965022,0.15610404,0.00000000,0.19229400,1.51646909,0.23385607,0.00000000
-4.51725863,1.72615075,0.14881296,0.00000000,0.18145226,1.47125568,0.22870668,0.00000000
-4.51125563,1.67401724,0.14157895,0.00000000,0.17123870,1.42711236,0.22358131,0.00000000
-4.50525263,1.62357871,0.13446368,0.00000000,0.16171834,1.38432555,0.21851751,0.00000000
-4.49924962,1.57512454,0.12752333,0.00000000,0.15293969,1.34315104,0.21355118,0.00000000
-4.49324662,1.52890610,0.12080772,0.00000000,0.14493501,1.30381507,0.20871655,0.00000000
-4.48724362,1.48513971,0.11435968,0.00000000,0.13772118,1.26651658,0.20404620,0.00000000
-4.48124062,1.44401070,0.10821463,0.00000000,0.13130100,1.23143018,0.19957111,0.00000000
-4.47523762,1.40567805,0.10240042,0.00000000,0.12566481,1.19870969,0.19532072,0.00000000
-4.46923462,1.37027923,0.09693734,0.00000000,0.12079234,1.16849173,0.19132299,0.00000000
-4.46323162,1.33793486,0.09183834,0.00000000,0.11665481,1.14089924,0.18760433,0.00000000
-4.45722861,1.30875277,0.08710939,0.00000000,0.11321684,1.11604442,0.18418952,0.00000000
-4.45122561,1.28283124,0.08274993,0.00000000,0.11043852,1.09403110,0.18110154,0.00000000
-4.44522261,1.26026113,0.07875357,0.00000000,0.10827710,1.07495617,0.17836126,0.00000000
-4.43921961,1.24112696,0.07510868,0.00000000,0.10668864,1.05891021,0.17598710,0.00000000
-4.43321661,1.22550675,0.07179918,0.00000000,0.10562928,1.04597709,0.17399466,0.00000000
-4.42721361,1.21347090,0.06880530,0.00000000,0.10505635,1.03623287,0.17239625,0.00000000
-4.42121061,1.20508013,0.06610442,0.00000000,0.10492910,1.02974393,0.17120052,0.00000000
-4.41520760,1.20038288,0.06367182,0.00000000,0.10520927,1.02656465,0.17041211,0.00000000
-4.40920460,1.19941235,0.06148149,0.00000000,0.10586143,1.02673482,0.17003140,0.00000000
-4.40320160,1.20218345,0.05950694,0.00000000,0.10685314,1.03027701,0.17005437,0.00000000
-4.39719860,1.20869006,0.05772191,0.00000000,0.10815498,1.03719413,0.17047266,0.00000000
-4.39119560,1.21890283,0.05610104,0.00000000,0.10974060,1.04746745,0.17127378,0.00000000
-4.38519260,1.23276759,0.05462057,0.00000000,0.11158664,1.06105513,0.17244148,0.00000000
-4.37918959,1.25020477,0.05325885,0.00000000,0.11367279,1.07789149,0.17395634,0.00000000
-4.37318659,1.27110971,0.05199689,0.00000000,0.11598182,1.09788703,0.17579645,0.00000000
-4.36718359,1.29535399,0.05081871,0.00000000,0.11849970,1.12092935,0.17793829,0.00000000
-4.36118059,1.32278774,0.04971169,0.00000000,0.12121584,1.14688475,0.18035760,0.00000000
-4.35517759,1.35324285,0.04866680,0.00000000,0.12412336,1.17560070,0.18303040,0.00000000
-4.34917459,1.38653688,0.04767866,0.00000000,0.12721938,1.20690887,0.18593388,0.00000000
-4.34317159,1.42247758,0.04674558,0.00000000,0.13050543,1.24062880,0.18904737,0.00000000
-4.33716858,1.46086782,0.04586946,0.00000000,0.13398774,1.27657189,0.19235310,0.00000000
-4.33116558,1.50151067,0.04505556,0.00000000,0.13767754,1.31454568,0.19583690,0.00000000
-4.32516258,1.54421442,0.04431227,0.00000000,0.14159124,1.35435823,0.19948873,0.00000000
-4.31915958,1.58879732,0.04365070,0.00000000,0.14575046,1.39582230,0.20330300,0.00000000
-4.31315658,1.63509178,0.04308423,0.00000000,0.15018191,1.43875934,0.20727870,0.00000000
-4.30715358,1.68294784,0.04262807,0.00000000,0.15491704,1.48300287,0.21141929,0.00000000
