energy_ev,total_up,B_p_up,B_d_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up
-6.00000000,0.57595496,0.01493754,0.00000000,0.12929753,0.07592023,0.00178420,0.24862454
-5.99399700,0.57696801,0.01532651,0.00000000,0.12851084,0.07682358,0.00181956,0.24091929
-5.98799400,0.57753824,0.01575086,0.00000000,0.12792950,0.07759331,0.00186567,0.23223897
-5.98199100,0.57781002,0.01622396,0.00000000,0.12757657,0.07823405,0.00192642,0.22270791
-5.97598799,0.57792252,0.01676005,0.00000000,0.12746502,0.07875064,0.00200601,0.21245897
-5.96998499,0.57801015,0.01737410,0.00000000,0.12759897,0.07914826,0.00210891,0.20163094
-5.96398199,0.57820383,0.01808160,0.00000000,0.12797544,0.07943267,0.00223978,0.19036586
-5.95797899,0.57863304,0.01889843,0.00000000,0.12858648,0.07961065,0.00240340,0.17880643
-5.95197599,0.57942824,0.01984062,0.00000000,0.12942155,0.07969036,0.00260455,0.16709337
-5.94597299,0.58072344,0.02092411,0.00000000,0.13046996,0.07968182,0.00284795,0.15536310
-5.93996998,0.58265854,0.02216442,0.00000000,0.13172336,0.07959738,0.00313805,0.14374540
-5.93396698,0.58538110,0.02357630,0.00000000,0.13317787,0.07945209,0.00347895,0.13236147
-5.92796398,0.58904722,0.02517326,0.00000000,0.13483602,0.07926397,0.00387421,0.12132218
-5.92196098,0.59382123,0.02696712,0.00000000,0.13670810,0.07905424,0.00432669,0.11072668
-5.91595798,0.59987409,0.02896738,0.00000000,0.13881297,0.07884724,0.00483840,0.10066134
-5.90995498,0.60738030,0.03118064,0.00000000,0.14117833,0.07867026,0.00541027,0.09119902
-5.90395198,0.61651342,0.03360995,0.00000000,0.14384022,0.07855313,0.00604206,0.08239878
-5.89794897,0.62744027,0.03625419,0.00000000,0.14684197,0.07852761,0.00673214,0.07430589
-5.89194597,0.64031415,0.03910740,0.00000000,0.15023257,0.07862660,0.00747741,0.06695218
-5.88594297,0.65526725,0.04215833,0.00000000,0.15406454,0.07888318,0.00827320,0.06035672
-5.87993997,0.67240293,0.04538995,0.00000000,0.15839145,0.07932955,0.00911324,0.05452678
-5.87393697,0.69178809,0.04877926,0.00000000,0.16326526,0.07999586,0.00998960,0.04945892
-5.86793397,0.71344630,0.05229718,0.00000000,0.16873353,0.08090908,0.01089284,0.04514040
-5.86193097,0.73735212,0.05590875,0.00000000,0.17483686,0.08209189,0.01181208,0.04155050
-5.85592796,0.76342702,0.05957354,0.00000000,0.18160645,0.08356164,0.01273516,0.03866207
-5.84992496,0.79153731,0.06324634,0.00000000,0.18906216,0.08532951,0.01364896,0.03644295
-5.84392196,0.82149420,0.06687808,0.00000000,0.19721103,0.08739983,0.01453967,0.03485732
-5.83791896,0.85305623,0.07041705,0.00000000,0.20604639,0.08976966,0.01539310,0.03386706
-5.83191596,0.88593393,0.07381024,0.00000000,0.21554757,0.09242862,0.01619518,0.03343278
-5.82591296,0.91979659,0.07700490,0.00000000,0.22568021,0.09535891,0.01693226,0.03351481
-5.81990995,0.95428076,0.07995016,0.00000000,0.23639714,0.09853570,0.01759165,0.03407392
-5.81390695,0.98900012,0.08259867,0.00000000,0.24763976,0.10192764,0.01816198,0.03507184
-5.80790395,1.02355615,0.08490819,0.00000000,0.25933973,0.10549763,0.01863363,0.03647158
-5.80190095,1.05754915,0.08684308,0.00000000,0.27142096,0.10920373,0.01899909,0.03823752
-5.79589795,1.09058894,0.08837550,0.00000000,0.28380163,0.11300020,0.01925328,0.04033542
-5.78989495,1.12230480,0.08948640,0.00000000,0.29639627,0.11683859,0.01939382,0.04273218
-5.78389195,1.15235414,0.09016619,0.00000000,0.30911753,0.12066890,0.01942118,0.04539555
-5.77788894,1.18042965,0.09041504,0.00000000,0.32187783,0.12444064,0.01933882,0.04829387
-5.77188594,1.20626454,0.09024273,0.00000000,0.33459057,0.12810394,0.01915321,0.05139568
-5.76588294,1.22963595,0.08966824,0.00000000,0.34717097,0.13161048,0.01887378,0.05466950
-5.75987994,1.25036638,0.08871892,0.00000000,0.35953660,0.13491443,0.01851283,0.05808367
-5.75387694,1.26832352,0.08742934,0.00000000,0.37160748,0.13797316,0.01808533,0.06160633
-5.74787394,1.28341843,0.08583991,0.00000000,0.38330593,0.14074793,0.01760875,0.06520569
-5.74187094,1.29560279,0.08399534,0.00000000,0.39455631,0.14320439,0.01710279,0.06885037
-5.73586793,1.30486524,0.08194286,0.00000000,0.40528457,0.14531302,0.01658909,0.07251013
-5.72986493,1.31122749,0.07973064,0.00000000,0.41541799,0.14704946,0.01609094,0.07615674
-5.72386193,1.31474033,0.07740604,0.00000000,0.42488500,0.14839475,0.01563300,0.07976505
-5.71785893,1.31548012,0.07501409,0.00000000,0.43361535,0.14933548,0.01524097,0.08331433
-5.71185593,1.31354575,0.07259622,0.00000000,0.44154059,0.14986386,0.01494127,0.08678963
-5.70585293,1.30905644,0.07018912,0.00000000,0.44859500,0.14997781,0.01476072,0.09018319
-5.69984992,1.30215027,0.06782393,0.00000000,0.45471692,0.14968087,0.01472620,0.09349589
-5.69384692,1.29298349,0.06552579,0.00000000,0.45985046,0.14898212,0.01486425,0.09673844
-5.68784392,1.28173044,0.06331359,0.00000000,0.46394755,0.14789608,0.01520072,0.09993241
-5.68184092,1.26858381,0.06120008,0.00000000,0.46697022,0.14644244,0.01576028,0.10311087
-5.67583792,1.25375507,0.05919226,0.00000000,0.46889287,0.14464581,0.01656590,0.10631861
-5.66983492,1.23747460,0.05729192,0.00000000,0.46970460,0.14253535,0.01763831,0.10961178
-5.66383192,1.21999136,0.05549643,0.00000000,0.46941113,0.14014434,0.01899537,0.11305706
-5.65782891,1.20157172,0.05379959,0.00000000,0.46803641,0.13750963,0.02065138,0.11673003
-5.65182591,1.18249718,0.05219264,0.00000000,0.46562359,0.13467105,0.02261634,0.12071306
-5.64582291,1.16306086,0.05066511,0.00000000,0.46223530,0.13167068,0.02489524,0.12509249
-5.63981991,1.14356269,0.04920583,0.00000000,0.45795306,0.12855206,0.02748728,0.12995529
-5.63381691,1.12430323,0.04780370,0.00000000,0.45287591,0.12535935,0.03038522,0.13538531
-5.62781391,1.10557627,0.04644838,0.00000000,0.44711805,0.12213641,0.03357476,0.14145913
-5.62181091,1.08766057,0.04513087,0.00000000,0.44080574,0.11892577,0.03703406,0.14824181
-5.61580790,1.07081082,0.04384384,0.00000000,0.43407343,0.11576775,0.04073347,0.15578269
-5.60980490,1.05524848,0.04258191,0.00000000,0.42705931,0.11269938,0.04463544,0.16411137
-5.60380190,1.04115275,0.04134160,0.00000000,0.41990047,0.10975355,0.04869477,0.17323415
-5.59779890,1.02865246,0.04012129,0.00000000,0.41272797,0.10695811,0.05285907,0.18313118
-5.59179590,1.01781902,0.03892097,0.00000000,0.40566196,0.10433514,0.05706961,0.19375439
-5.58579290,1.00866136,0.03774190,0.00000000,0.39880717,0.10190035,0.06126241,0.20502643
-5.57978989,1.00112287,0.03658622,0.00000000,0.39224907,0.09966264,0.06536978,0.21684079
-5.57378689,0.99508107,0.03545651,0.00000000,0.38605080,0.09762397,0.06932196,0.22906311
-5.56778389,0.99034991,0.03435542,0.00000000,0.38025124,0.09577929,0.07304917,0.24153367
-5.56178089,0.98668506,0.03328522,0.00000000,0.37486415,0.09411690,0.07648370,0.25407116
-5.55577789,0.98379189,0.03224753,0.00000000,0.36987862,0.09261889,0.07956219,0.26647744
-5.54977489,0.98133613,0.03124308,0.00000000,0.36526075,0.09126200,0.08222788,0.27854333
-5.54377189,0.97895665,0.03027151,0.00000000,0.36095652,0.09001853,0.08443281,0.29005505
-5.53776888,0.97627995,0.02933139,0.00000000,0.35689561,0.08885753,0.08613980,0.30080112
-5.53176588,0.97293557,0.02842026,0.00000000,0.35299614,0.08774613,0.08732424,0.31057942
