energy_ev,total_up,As_p_up,As_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.67583792,4.10169182,0.20861618,0.00000000,0.97433157,2.16153616,0.05812662,1.74479002
-5.66983492,4.09129757,0.20952452,0.00000000,0.98311335,2.15537658,0.05631501,1.74533488
-5.66383192,4.07202418,0.20983962,0.00000000,0.98937543,2.14468127,0.05437357,1.74190258
-5.65782891,4.04369883,0.20956972,0.00000000,0.99301409,2.12929891,0.05233105,1.73430926
-5.65182591,4.00621865,0.20873071,0.00000000,0.99396771,2.10910219,0.05021687,1.72241276
-5.64582291,3.95956919,0.20734599,0.00000000,0.99222115,2.08399940,0.04806072,1.70612389
-5.63981991,3.90384062,0.20544623,0.00000000,0.98780860,2.05394529,0.04589216,1.68541616
-5.63381691,3.83924048,0.20306886,0.00000000,0.98081475,2.01895056,0.04374026,1.66033326
-5.62781391,3.76610209,0.20025737,0.00000000,0.97137401,1.97908942,0.04163320,1.63099383
-5.62181091,3.68488788,0.19706041,0.00000000,0.95966776,1.93450480,0.03959788,1.59759318
-5.61580790,3.59618719,0.19353072,0.00000000,0.94591956,1.88541084,0.03765956,1.56040165
-5.60980490,3.50070855,0.18972389,0.00000000,0.93038856,1.83209265,0.03584149,1.51975974
-5.60380190,3.39926658,0.18569695,0.00000000,0.91336124,1.77490324,0.03416450,1.47607023
-5.59779890,3.29276415,0.18150692,0.00000000,0.89514186,1.71425778,0.03264665,1.42978747
-5.59179590,3.18217072,0.17720930,0.00000000,0.87604214,1.65062555,0.03130289,1.38140459
-5.58579290,3.06849771,0.17285660,0.00000000,0.85637044,1.58451990,0.03014477,1.33143910
-5.57978989,2.95277228,0.16849692,0.00000000,0.83642115,1.51648674,0.02918012,1.28041778
-5.57378689,2.83601084,0.16417272,0.00000000,0.81646485,1.44709210,0.02841292,1.22886140
-5.56778389,2.71919342,0.15991979,0.00000000,0.79673947,1.37690923,0.02784310,1.17727024
-5.56178089,2.60324036,0.15576645,0.00000000,0.77744331,1.30650599,0.02746655,1.12611097
-5.55577789,2.48899222,0.15173307,0.00000000,0.75872994,1.23643281,0.02727515,1.07580557
-5.54977489,2.37719400,0.14783195,0.00000000,0.74070545,1.16721190,0.02725695,1.02672269
-5.54377189,2.26848410,0.14406753,0.00000000,0.72342820,1.09932791,0.02739647,0.97917194
-5.53776888,2.16338873,0.14043696,0.00000000,0.70691099,1.03322055,0.02767506,0.93340111
-5.53176588,2.06232152,0.13693100,0.00000000,0.69112568,0.96927914,0.02807147,0.88959649
-5.52576288,1.96558844,0.13353527,0.00000000,0.67600994,0.90783933,0.02856243,0.84788596
-5.51975988,1.87339732,0.13023168,0.00000000,0.66147575,0.84918192,0.02912334,0.80834475
-5.51375688,1.78587141,0.12700014,0.00000000,0.64741938,0.79353361,0.02972908,0.77100330
-5.50775388,1.70306606,0.12382031,0.00000000,0.63373202,0.74106953,0.03035479,0.73585666
-5.50175088,1.62498723,0.12067344,0.00000000,0.62031083,0.69191726,0.03097670,0.70287493
-5.49574787,1.55161096,0.11754412,0.00000000,0.60706953,0.64616186,0.03157289,0.67201406
-5.48974487,1.48290233,0.11442189,0.00000000,0.59394802,0.60385168,0.03212405,0.64322624
-5.48374187,1.41883287,0.11130262,0.00000000,0.58092062,0.56500446,0.03261412,0.61646948
-5.47773887,1.35939532,0.10818956,0.00000000,0.56800225,0.52961324,0.03303080,0.59171564
-5.47173587,1.30461480,0.10509403,0.00000000,0.55525226,0.49765190,0.03336590,0.56895651
-5.46573287,1.25455565,0.10203571,0.00000000,0.54277564,0.46907982,0.03361557,0.54820763
-5.45972986,1.20932355,0.09904239,0.00000000,0.53072154,0.44384548,0.03378028,0.52950964
-5.45372686,1.16906267,0.09614934,0.00000000,0.51927887,0.42188883,0.03386470,0.51292694
-5.44772386,1.13394792,0.09339820,0.00000000,0.50866942,0.40314239,0.03387729,0.49854398
-5.44172086,1.10417278,0.09083542,0.00000000,0.49913851,0.38753095,0.03382983,0.48645914
-5.43571786,1.07993325,0.08851042,0.00000000,0.49094379,0.37497018,0.03373674,0.47677669
-5.42971486,1.06140878,0.08647338,0.00000000,0.48434246,0.36536414,0.03361428,0.46959727
-5.42371186,1.04874142,0.08477290,0.00000000,0.47957771,0.35860209,0.03347974,0.46500729
-5.41770885,1.04201421,0.08345358,0.00000000,0.47686487,0.35455493,0.03335051,0.46306803
-5.41170585,1.04123011,0.08255354,0.00000000,0.47637801,0.35307145,0.03324317,0.46380494
-5.40570285,1.04629289,0.08210219,0.00000000,0.47823759,0.35397503,0.03317271,0.46719780
-5.39969985,1.05699103,0.08211816,0.00000000,0.48249990,0.35706089,0.03315169,0.47317234
-5.39369685,1.07298580,0.08260765,0.00000000,0.48914869,0.36209441,0.03318962,0.48159383
-5.38769385,1.09380447,0.08356310,0.00000000,0.49808961,0.36881067,0.03329246,0.49226316
-5.38169085,1.11883915,0.08496255,0.00000000,0.50914771,0.37691548,0.03346226,0.50491561
-5.37568784,1.14735191,0.08676935,0.00000000,0.52206823,0.38608799,0.03369704,0.51922262
-5.36968484,1.17848599,0.08893266,0.00000000,0.53652084,0.39598488,0.03399077,0.53479661
-5.36368184,1.21128307,0.09138833,0.00000000,0.55210712,0.40624620,0.03433362,0.55119863
-5.35767884,1.24470600,0.09406055,0.00000000,0.56837114,0.41650245,0.03471232,0.56794889
-5.35167584,1.27766620,0.09686386,0.00000000,0.58481269,0.42638290,0.03511066,0.58453941
-5.34567284,1.30905472,0.09970563,0.00000000,0.60090270,0.43552471,0.03551020,0.60044870
-5.33966983,1.33777556,0.10248894,0.00000000,0.61610026,0.44358250,0.03589101,0.61515762
-5.33366683,1.36278015,0.10511562,0.00000000,0.62987042,0.45023797,0.03623243,0.62816580
-5.32766383,1.38310128,0.10748943,0.00000000,0.64170222,0.45520920,0.03651402,0.63900811
-5.32166083,1.39788519,0.10951920,0.00000000,0.65112606,0.45825917,0.03671634,0.64727028
-5.31565783,1.40642059,0.11112182,0.00000000,0.65772972,0.45920319,0.03682179,0.65260309
-5.30965483,1.40816309,0.11222498,0.00000000,0.66117240,0.45791488,0.03681539,0.65473458
-5.30365183,1.40275443,0.11276946,0.00000000,0.66119623,0.45433053,0.03668543,0.65347979
-5.29764882,1.39003557,0.11271104,0.00000000,0.65763475,0.44845156,0.03642406,0.64874751
-5.29164582,1.37005318,0.11202173,0.00000000,0.65041811,0.44034515,0.03602773,0.64054400
-5.28564282,1.34305957,0.11069057,0.00000000,0.63957482,0.43014289,0.03549746,0.62897343
-5.27963982,1.30950601,0.10872368,0.00000000,0.62523012,0.41803776,0.03483905,0.61423518
-5.27363682,1.27003006,0.10614383,0.00000000,0.60760109,0.40427931,0.03406311,0.59661813
-5.26763382,1.22543743,0.10298939,0.00000000,0.58698882,0.38916758,0.03318488,0.57649226
-5.26163082,1.17667942,0.09931281,0.00000000,0.56376813,0.37304583,0.03222406,0.55429799
-5.25562781,1.12482683,0.09517869,0.00000000,0.53837529,0.35629242,0.03120440,0.53053371
-5.24962481,1.07104146,0.09066159,0.00000000,0.51129440,0.33931223,0.03015322,0.50574214
-5.24362181,1.01654639,0.08584356,0.00000000,0.48304297,0.32252782,0.02910088,0.48049579
-5.23761881,0.96259599,0.08081162,0.00000000,0.45415738,0.30637058,0.02808009,0.45538246
-5.23161581,0.91044673,0.07565526,0.00000000,0.42517872,0.29127226,0.02712527,0.43099084
-5.22561281,0.86132949,0.07046402,0.00000000,0.39663950,0.27765687,0.02627178,0.40789696
-5.21960980,0.81642417,0.06532530,0.00000000,0.36905173,0.26593318,0.02555516,0.38665167
-5.21360680,0.77683702,0.06032238,0.00000000,0.34289654,0.25648790,0.02501039,0.36776948
-5.20760380,0.74358084,0.05553280,0.00000000,0.31861560,0.24967950,0.02467109,0.35171890
-5.20160080,0.71755842,0.05102701,0.00000000,0.29660441,0.24583269,0.02456877,0.33891435
-5.19559780,0.69954900,0.04686747,0.00000000,0.27720746,0.24523355,0.02473217,0.32970977
-5.18959480,0.69019762,0.04310797,0.00000000,0.26071505,0.24812519,0.02518647,0.32439370
-5.18359180,0.69000721,0.03979331,0.00000000,0.24736175,0.25470385,0.02595276,0.32318591
-5.17758879,0.69933308,0.03695928,0.00000000,0.23732604,0.26511547,0.02704736,0.32623529
-5.17158579,0.71837954,0.03463286,0.00000000,0.23073109,0.27945265,0.02848138,0.33361898
-5.16558279,0.74719838,0.03283255,0.00000000,0.22764628,0.29775190,0.03026018,0.34534256
-5.15957979,0.78568910,0.03156892,0.00000000,0.22808920,0.31999142,0.03238308,0.36134116
-5.15357679,0.83360067,0.03084522,0.00000000,0.23202797,0.34608927,0.03484305,0.38148133
-5.14757379,0.89053472,0.03065800,0.00000000,0.23938367,0.37590218,0.03762654,0.40556373
-5.14157079,0.95595043,0.03099780,0.00000000,0.25003275,0.40922503,0.04071342,0.43332643
-5.13556778,1.02917082,0.03184985,0.00000000,0.26380941,0.44579129,0.04407704,0.46444892
-5.12956478,1.10939100,0.03319468,0.00000000,0.28050787,0.48527448,0.04768449,0.49855669
-5.12356178,1.19568814,0.03500882,0.00000000,0.29988459,0.52729083,0.05149686,0.53522654
-5.11755878,1.28703358,0.03726534,0.00000000,0.32166068,0.57140333,0.05546978,0.57399247
-5.11155578,1.38230706,0.03993449,0.00000000,0.34552433,0.61712723,0.05955407,0.61435230
-5.10555278,1.48031304,0.04298428,0.00000000,0.37113375,0.66393703,0.06369649,0.65577484
-5.09954977,1.57979923,0.04638106,0.00000000,0.39812046,0.71127491,0.06784067,0.69770778
-5.09354677,1.67947700,0.05009008,0.00000000,0.42609324,0.75856058,0.07192813,0.73958600
-5.08754377,1.77804333,0.05407608,0.00000000,0.45464271,0.80520226,0.07589946,0.78084047
-5.08154077,1.87420412,0.05830388,0.00000000,0.48334670,0.85060855,0.07969543,0.82090731
-5.07553777,1.96669797,0.06273890,0.00000000,0.51177631,0.89420094,0.08325836,0.85923711
-5.06953477,2.05432008,0.06734770,0.00000000,0.53950261,0.93542636,0.08653327,0.89530415
-5.06353177,2.13594531,0.07209839,0.00000000,0.56610395,0.97376953,0.08946917,0.92861531
-5.05752876,2.21054981,0.07696102,0.00000000,0.59117350,1.00876444,0.09202018,0.95871861
-5.05152576,2.27723032,0.08190773,0.00000000,0.61432704,1.04000469,0.09414661,0.98521083
-5.04552276,2.33522044,0.08691292,0.00000000,0.63521051,1.06715199,0.09581587,1.00774430
-5.03951976,2.38390329,0.09195303,0.00000000,0.65350717,1.08994273,0.09700315,1.02603245
-5.03351676,2.42281994,0.09700632,0.00000000,0.66894407,1.10819207,0.09769200,1.03985403
-5.02751376,2.45167341,0.10205235,0.00000000,0.68129746,1.12179550,0.09787462,1.04905577
-5.02151076,2.47032790,0.10707132,0.00000000,0.69039707,1.13072771,0.09755190,1.05355363
-5.01550775,2.47880355,0.11204325,0.00000000,0.69612887,1.13503894,0.09673329,1.05333227
-5.00950475,2.47726681,0.11694708,0.00000000,0.69843640,1.13484885,0.09543634,1.04844308
-5.00350175,2.46601702,0.12175970,0.00000000,0.69732042,1.13033839,0.09368612,1.03900076
-4.99749875,2.44546989,0.12645503,0.00000000,0.69283703,1.12173994,0.09151438,1.02517848
-4.99149575,2.41613866,0.13100319,0.00000000,0.68509435,1.10932634,0.08895855,1.00720209
-4.98549275,2.37861380,0.13536985,0.00000000,0.67424783,1.09339933,0.08606070,0.98534330
-4.97948974,2.33354242,0.13951583,0.00000000,0.66049452,1.07427803,0.08286630,0.95991238
-4.97348674,2.28160811,0.14339708,0.00000000,0.64406651,1.05228791,0.07942301,0.93125042
-4.96748374,2.22351220,0.14696491,0.00000000,0.62522386,1.02775089,0.07577951,0.89972157
-4.96148074,2.15995719,0.15016678,0.00000000,0.60424726,1.00097704,0.07198431,0.86570539
-4.95547774,2.09163284,0.15294733,0.00000000,0.58143080,0.97225796,0.06808469,0.82958963
-4.94947474,2.01920543,0.15524990,0.00000000,0.55707498,0.94186236,0.06412579,0.79176354
-4.94347174,1.94331020,0.15701828,0.00000000,0.53148040,0.91003366,0.06014976,0.75261184
-4.93746873,1.86454700,0.15819884,0.00000000,0.50494199,0.87698965,0.05619519,0.71250946
-4.93146573,1.78347884,0.15874263,0.00000000,0.47774416,0.84292391,0.05229659,0.67181712
-4.92546273,1.70063294,0.15860767,0.00000000,0.45015688,0.80800888,0.04848416,0.63087762
-4.91945973,1.61650373,0.15776106,0.00000000,0.42243253,0.77239987,0.04478363,0.59001297
-4.91345673,1.53155704,0.15618090,0.00000000,0.39480376,0.73623996,0.04121629,0.54952213
-4.90745373,1.44623503,0.15385793,0.00000000,0.36748198,0.69966496,0.03779915,0.50967940
-4.90145073,1.36096101,0.15079664,0.00000000,0.34065670,0.66280830,0.03454520,0.47073332
-4.89544772,1.27614377,0.14701601,0.00000000,0.31449531,0.62580528,0.03146378,0.43290603
-4.88944472,1.19218083,0.14254961,0.00000000,0.28914338,0.58879647,0.02856092,0.39639297
-4.88344172,1.10946039,0.13744517,0.00000000,0.26472533,0.55192994,0.02583982,0.36136293
-4.87743872,1.02836180,0.13176361,0.00000000,0.24134524,0.51536232,0.02330130,0.32795833
-4.87143572,0.94925457,0.12557754,0.00000000,0.21908798,0.47925857,0.02094423,0.29629580
-4.86543272,0.87249606,0.11896939,0.00000000,0.19802026,0.44379068,0.01876595,0.26646697
-4.85942971,0.79842809,0.11202917,0.00000000,0.17819190,0.40913524,0.01676266,0.23853952
-4.85342671,0.72737290,0.10485199,0.00000000,0.15963700,0.37547037,0.01492981,0.21255848
-4.84742371,0.65962875,0.09753560,0.00000000,0.14237527,0.34297209,0.01326239,0.18854777
-4.84142071,0.59546567,0.09017784,0.00000000,0.12641324,0.31181060,0.01175524,0.16651207
-4.83541771,0.53512184,0.08287430,0.00000000,0.11174566,0.28214654,0.01040328,0.14643881
-4.82941471,0.47880066,0.07571623,0.00000000,0.09835680,0.25412772,0.00920173,0.12830054
-4.82341171,0.42666912,0.06878873,0.00000000,0.08622191,0.22788637,0.00814631,0.11205740
-4.81740870,0.37885740,0.06216942,0.00000000,0.07530868,0.20353723,0.00723340,0.09765978
-4.81140570,0.33545984,0.05592742,0.00000000,0.06557874,0.18117634,0.00646016,0.08505098
-4.80540270,0.29653718,0.05012288,0.00000000,0.05698920,0.16088086,0.00582466,0.07417000
-4.79939970,0.26212004,0.04480678,0.00000000,0.04949418,0.14270957,0.00532594,0.06495409
-4.79339670,0.23221319,0.04002122,0.00000000,0.04304630,0.12670419,0.00496413,0.05734124
-4.78739370,0.20680046,0.03579996,0.00000000,0.03759809,0.11289119,0.00474040,0.05127232
-4.78139070,0.18584990,0.03216920,0.00000000,0.03310328,0.10128403,0.00465700,0.04669285
-4.77538769,0.16931875,0.02914854,0.00000000,0.02951797,0.09188550,0.00471718,0.04355444
-4.76938469,0.15715791,0.02675195,0.00000000,0.02680152,0.08468999,0.00492509,0.04181558
-4.76338169,0.14931558,0.02498886,0.00000000,0.02491727,0.07968557,0.00528563,0.04144203
-4.75737869,0.14573976,0.02386499,0.00000000,0.02383301,0.07685549,0.00580422,0.04240656
-4.75137569,0.14637942,0.02338322,0.00000000,0.02352111,0.07617912,0.00648652,0.04468818
-4.74537269,0.15118424,0.02354415,0.00000000,0.02395848,0.07763218,0.00733811,0.04827089
-4.73936968,0.16010292,0.02434647,0.00000000,0.02512620,0.08118620,0.00836411,0.05314192
-4.73336668,0.17308009,0.02578719,0.00000000,0.02700894,0.08680720,0.00956874,0.05928966
-4.72736368,0.19005212,0.02786150,0.00000000,0.02959421,0.09445374,0.01095491,0.06670131
-4.72136068,0.21094206,0.03056261,0.00000000,0.03287144,0.10407433,0.01252375,0.07536043
-4.71535768,0.23565402,0.03388131,0.00000000,0.03683101,0.11560461,0.01427420,0.08524456
-4.70935468,0.26406757,0.03780552,0.00000000,0.04146321,0.12896420,0.01620260,0.09632294
-4.70335168,0.29603247,0.04231976,0.00000000,0.04675731,0.14405381,0.01830236,0.10855468
-4.69734867,0.33136429,0.04740469,0.00000000,0.05270067,0.16075264,0.02056373,0.12188731
-4.69134567,0.36984131,0.05303672,0.00000000,0.05927805,0.17891643,0.02297368,0.13625596
-4.68534267,0.41120313,0.05918783,0.00000000,0.06647116,0.19837638,0.02551590,0.15158326
-4.67933967,0.45515120,0.06582549,0.00000000,0.07425836,0.21893922,0.02817091,0.16777990
-4.67333667,0.50135155,0.07291292,0.00000000,0.08261465,0.24038849,0.03091637,0.18474596
-4.66733367,0.54943965,0.08040956,0.00000000,0.09151193,0.26248719,0.03372753,0.20237290
-4.66133067,0.59902731,0.08827172,0.00000000,0.10091941,0.28498174,0.03657773,0.22054616
-4.65532766,0.64971144,0.09645353,0.00000000,0.11080416,0.30760729,0.03943912,0.23914808
-4.64932466,0.70108412,0.10490792,0.00000000,0.12113176,0.33009415,0.04228338,0.25806118
-4.64332166,0.75274343,0.11358783,0.00000000,0.13186693,0.35217500,0.04508252,0.27717132
-4.63731866,0.80430457,0.12244724,0.00000000,0.14297407,0.37359279,0.04780967,0.29637072
-4.63131566,0.85541036,0.13144228,0.00000000,0.15441757,0.39410869,0.05043984,0.31556036
-4.62531266,0.90574047,0.14053198,0.00000000,0.16616186,0.41350993,0.05295059,0.33465182
-4.61930965,0.95501881,0.14967893,0.00000000,0.17817115,0.43161681,0.05532255,0.35356815
-4.61330665,1.00301843,0.15884943,0.00000000,0.19040871,0.44828883,0.05753986,0.37224372
-4.60730365,1.04956339,0.16801339,0.00000000,0.20283587,0.46342916,0.05959032,0.39062308
-4.60130065,1.09452767,0.17714377,0.00000000,0.21541059,0.47698749,0.06146546,0.40865865
-4.59529765,1.13783073,0.18621561,0.00000000,0.22808575,0.48896085,0.06316030,0.42630764
-4.58929465,1.17943023,0.19520481,0.00000000,0.24080739,0.49939236,0.06467306,0.44352816
-4.58329165,1.21931214,0.20408656,0.00000000,0.25351272,0.50836788,0.06600458,0.46027486
-4.57728864,1.25747899,0.21283372,0.00000000,0.26612849,0.51601078,0.06715773,0.47649453
-4.57128564,1.29393704,0.22141513,0.00000000,0.27856954,0.52247497,0.06813672,0.49212191
-4.56528264,1.32868320,0.22979406,0.00000000,0.29073792,0.52793660,0.06894635,0.50707611
-4.55927964,1.36169285,0.23792699,0.00000000,0.30252266,0.53258492,0.06959134,0.52125803
-4.55327664,1.39290936,0.24576273,0.00000000,0.31380038,0.53661271,0.07007577,0.53454911
-4.54727364,1.42223621,0.25324217,0.00000000,0.32443674,0.54020678,0.07040257,0.54681160
-4.54127064,1.44953251,0.26029861,0.00000000,0.33428893,0.54353926,0.07057328,0.55789045
-4.53526763,1.47461228,0.26685873,0.00000000,0.34320897,0.54675984,0.07058796,0.56761705
-4.52926463,1.49724785,0.27284433,0.00000000,0.35104792,0.54998970,0.07044526,0.57581443
-4.52326163,1.51717736,0.27817461,0.00000000,0.35766075,0.55331717,0.07014278,0.58230403
-4.51725863,1.53411593,0.28276905,0.00000000,0.36291167,0.55679557,0.06967759,0.58691350
-4.51125563,1.54777015,0.28655069,0.00000000,0.36667968,0.56044309,0.06904682,0.58948524
-4.50525263,1.55785482,0.28944964,0.00000000,0.36886412,0.56424479,0.06824850,0.58988525
-4.49924962,1.56411134,0.29140672,0.00000000,0.36938977,0.56815654,0.06728233,0.58801164
-4.49324662,1.56632627,0.29237681,0.00000000,0.36821142,0.57211056,0.06615054,0.58380261
-4.48724362,1.56434929,0.29233207,0.00000000,0.36531748,0.57602221,0.06485867,0.57724308
-4.48124062,1.55810927,0.29126441,0.00000000,0.36073252,0.57979760,0.06341629,0.56836989
-4.47523762,1.54762754,0.28918748,0.00000000,0.35451854,0.58334143,0.06183750,0.55727510
-4.46923462,1.53302753,0.28613770,0.00000000,0.34677487,0.58656477,0.06014134,0.54410725
-4.46323162,1.51454018,0.28217451,0.00000000,0.33763669,0.58939210,0.05835196,0.52907044
-4.45722861,1.49250473,0.27737961,0.00000000,0.32727230,0.59176725,0.05649861,0.51242142
-4.45122561,1.46736479,0.27185540,0.00000000,0.31587910,0.59365802,0.05461539,0.49446455
-4.44522261,1.43965979,0.26572252,0.00000000,0.30367866,0.59505901,0.05274080,0.47554523
-4.43921961,1.41001230,0.25911669,0.00000000,0.29091088,0.59599276,0.05091711,0.45604172
-4.43321661,1.37911168,0.25218491,0.00000000,0.27782770,0.59650896,0.04918963,0.43635605
-4.42721361,1.34769484,0.24508132,0.00000000,0.26468654,0.59668201,0.04760572,0.41690415
-4.42121061,1.31652502,0.23796274,0.00000000,0.25174362,0.59660694,0.04621386,0.39810574
-4.41520760,1.28636943,0.23098420,0.00000000,0.23924765,0.59639416,0.04506248,0.38037421
-4.40920460,1.25797670,0.22429452,0.00000000,0.22743385,0.59616316,0.04419890,0.36410691
-4.40320160,1.23205501,0.21803219,0.00000000,0.21651862,0.59603580,0.04366815,0.34967605
-4.39719860,1.20925159,0.21232170,0.00000000,0.20669495,0.59612933,0.04351183,0.33742035
-4.39119560,1.19013442,0.20727034,0.00000000,0.19812861,0.59654973,0.04376699,0.32763771
-4.38519260,1.17517647,0.20296559,0.00000000,0.19095520,0.59738562,0.04446505,0.32057882
-4.37918959,1.16474293,0.19947320,0.00000000,0.18527807,0.59870308,0.04563073,0.31644192
-4.37318659,1.15908168,0.19683595,0.00000000,0.18116702,0.60054155,0.04728112,0.31536848
-4.36718359,1.15831702,0.19507302,0.00000000,0.17865774,0.60291106,0.04942480,0.31744003
-4.36118059,1.16244669,0.19418005,0.00000000,0.17775201,0.60579080,0.05206103,0.32267584
-4.35517759,1.17134202,0.19412979,0.00000000,0.17841843,0.60912904,0.05517913,0.33103176
-4.34917459,1.18475114,0.19487331,0.00000000,0.18059379,0.61284427,0.05875800,0.34239990
-4.34317159,1.20230489,0.19634162,0.00000000,0.18418489,0.61682765,0.06276581,0.35660940
-4.33716858,1.22352531,0.19844786,0.00000000,0.18907087,0.62094626,0.06715994,0.37342823
-4.33116558,1.24783653,0.20108971,0.00000000,0.19510599,0.62504736,0.07188713,0.39256612
-4.32516258,1.27457772,0.20415223,0.00000000,0.20212277,0.62896311,0.07688402,0.41367869
-4.31915958,1.30301799,0.20751090,0.00000000,0.20993566,0.63251586,0.08207785,0.43637288
-4.31315658,1.33237305,0.21103493,0.00000000,0.21834508,0.63552361,0.08738761,0.46021363
-4.30715358,1.36182337,0.21459067,0.00000000,0.22714184,0.63780569,0.09272546,0.48473192
