energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,5.00457910,0.04022192,1.37118644,0.21625910,1.38957190,0.00000000,2.56155558,2.26999848
-5.99399700,4.87985677,0.03944319,1.32922821,0.21138639,1.36400926,0.00000000,2.48668774,2.20681120
-5.98799400,4.73836521,0.03853129,1.28223889,0.20573774,1.33387681,0.00000000,2.40447582,2.13602269
-5.98199100,4.58176500,0.03750443,1.23078217,0.19935057,1.29953174,0.00000000,2.31602561,2.05844360
-5.97598799,4.41193146,0.03638312,1.17548325,0.19227592,1.26139666,0.00000000,2.22251821,1.97497367
-5.96998499,4.23091727,0.03518962,1.11701479,0.18457771,1.21995295,0.00000000,2.12518453,1.88658262
-5.96398199,4.04091248,0.03394739,1.05608220,0.17633148,1.17573322,0.00000000,2.02528068,1.79429009
-5.95797899,3.84420284,0.03268046,0.99340876,0.16762286,1.12931274,0.00000000,1.92406476,1.69914497
-5.95197599,3.64312758,0.03141286,0.92972107,0.15854563,1.08130026,0.00000000,1.82277566,1.60220492
-5.94597299,3.44003789,0.03016796,0.86573505,0.14919960,1.03232839,0.00000000,1.72261429,1.50451640
-5.93996998,3.23725692,0.02896793,0.80214317,0.13968825,0.98304360,0.00000000,1.62472764,1.40709601
-5.93396698,3.03704254,0.02783320,0.73960300,0.13011639,0.93409635,0.00000000,1.53019581,1.31091328
-5.92796398,2.84155359,0.02678201,0.67872738,0.12058771,0.88613129,0.00000000,1.44002225,1.21687571
-5.92196098,2.65282044,0.02583006,0.62007660,0.11120261,0.83977803,0.00000000,1.35512707,1.12581610
-5.91595798,2.47272035,0.02499024,0.56415239,0.10205607,0.79564242,0.00000000,1.27634342,1.03848260
-5.90995498,2.30295810,0.02427249,0.51139408,0.09323584,0.75429864,0.00000000,1.20441667,0.95553154
-5.90395198,2.14505188,0.02368379,0.46217656,0.08482101,0.71628225,0.00000000,1.14000608,0.87752320
-5.89794897,2.00032444,0.02322819,0.41681027,0.07688084,0.68208409,0.00000000,1.08368861,0.80492028
-5.89194597,1.86989914,0.02290701,0.37554262,0.06947397,0.65214519,0.00000000,1.03596423,0.73808913
-5.88594297,1.75470038,0.02271910,0.33856096,0.06264811,0.62685261,0.00000000,0.99726228,0.67730320
-5.87993997,1.65545771,0.02266116,0.30599650,0.05643988,0.60653614,0.00000000,0.96794826,0.62274867
-5.87393697,1.57271278,0.02272809,0.27792908,0.05087516,0.59146574,0.00000000,0.94833021,0.57453157
-5.86793397,1.50682825,0.02291341,0.25439224,0.04596957,0.58184955,0.00000000,0.93866435,0.53268608
-5.86193097,1.45799784,0.02320963,0.23537845,0.04172922,0.57783253,0.00000000,0.93915898,0.49718358
-5.85592796,1.42625658,0.02360862,0.22084397,0.03815161,0.57949542,0.00000000,0.94997639,0.46794182
-5.84992496,1.41149048,0.02410194,0.21071333,0.03522665,0.58685409,0.00000000,0.97123223,0.44483394
-5.84392196,1.41344530,0.02468114,0.20488299,0.03293766,0.59985923,0.00000000,1.00299207,0.42769691
-5.83791896,1.43173381,0.02533790,0.20322411,0.03126244,0.61839638,0.00000000,1.04526503,0.41633900
-5.83191596,1.46584154,0.02606428,0.20558447,0.03017429,0.64228644,0.00000000,1.09799467,0.41054624
-5.82591296,1.51513114,0.02685269,0.21178934,0.02964291,0.67128681,0.00000000,1.16104740,0.41008754
-5.81990995,1.57884561,0.02769596,0.22164156,0.02963530,0.70509320,0.00000000,1.23419907,0.41471859
-5.81390695,1.65611109,0.02858730,0.23492095,0.03011650,0.74334257,0.00000000,1.31712039,0.42418455
-5.80790395,1.74593975,0.02952019,0.25138317,0.03105027,0.78561711,0.00000000,1.40936236,0.43822164
-5.80190095,1.84723365,0.03048830,0.27075844,0.03239966,0.83144971,0.00000000,1.51034265,0.45655784
-5.79589795,1.95879040,0.03148541,0.29275035,0.03412753,0.88033080,0.00000000,1.61933420,0.47891303
-5.78989495,2.07931130,0.03250525,0.31703510,0.03619702,0.93171687,0.00000000,1.73545738,0.50499864
-5.78389195,2.20741267,0.03354149,0.34326143,0.03857196,0.98504048,0.00000000,1.85767664,0.53451733
-5.77788894,2.34164079,0.03458770,0.37105158,0.04121727,1.03972166,0.00000000,1.98480297,0.56716276
-5.77188594,2.48049065,0.03563730,0.40000348,0.04409934,1.09518053,0.00000000,2.11550270,0.60261972
-5.76588294,2.62242843,0.03668373,0.42969432,0.04718649,1.15085067,0.00000000,2.24831334,0.64056480
-5.75987994,2.76591733,0.03772046,0.45968558,0.05044932,1.20619291,0.00000000,2.38166654,0.68066770
-5.75387694,2.90944603,0.03874120,0.48952952,0.05386117,1.26070892,0.00000000,2.51391787,0.72259307
-5.74787394,3.05155895,0.03974005,0.51877701,0.05739856,1.31395403,0.00000000,2.64338279,0.76600309
-5.74187094,3.19088698,0.04071172,0.54698645,0.06104160,1.36554874,0.00000000,2.76837781,0.81056042
-5.73586793,3.32617743,0.04165173,0.57373349,0.06477441,1.41518825,0.00000000,2.88726515,0.85593158
-5.72986493,3.45632189,0.04255661,0.59862125,0.06858546,1.46264947,0.00000000,2.99849933,0.90179046
-5.72386193,3.58038040,0.04342403,0.62129046,0.07246788,1.50779527,0.00000000,3.10067356,0.94782176
-5.71785893,3.69760092,0.04425294,0.64142916,0.07641969,1.55057535,0.00000000,3.19256377,0.99372432
-5.71185593,3.80743287,0.04504362,0.65878150,0.08044383,1.59102391,0.00000000,3.27316828,1.03921400
-5.70585293,3.90953405,0.04579770,0.67315508,0.08454821,1.62925395,0.00000000,3.34174079,1.08402609
-5.69984992,4.00377049,0.04651806,0.68442651,0.08874545,1.66544847,0.00000000,3.39781531,1.12791717
-5.69384692,4.09020923,0.04720867,0.69254496,0.09305262,1.69984906,0.00000000,3.44122128,1.17066638
-5.68784392,4.16910432,0.04787444,0.69753326,0.09749070,1.73274222,0.00000000,3.47208819,1.21207625
-5.68184092,4.24087687,0.04852091,0.69948669,0.10208402,1.76444432,0.00000000,3.49083910,1.25197303
-5.67583792,4.30609019,0.04915397,0.69856928,0.10685944,1.79528587,0.00000000,3.49817340,1.29020681
-5.66983492,4.36542137,0.04977951,0.69500793,0.11184553,1.82559588,0.00000000,3.49503944,1.32665153
-5.66383192,4.41963079,0.05040310,0.68908448,0.11707158,1.85568724,0.00000000,3.48259826,1.36120510
-5.65782891,4.46953133,0.05102965,0.68112616,0.12256664,1.88584370,0.00000000,3.46218021,1.39378966
-5.65182591,4.51595855,0.05166308,0.67149481,0.12835847,1.91630933,0.00000000,3.43523653,1.42435229
-5.64582291,4.55974356,0.05230605,0.66057542,0.13447252,1.94728074,0.00000000,3.40328804,1.45286606
-5.63981991,4.60168956,0.05295976,0.64876431,0.14093100,1.97890246,0.00000000,3.36787354,1.47933141
-5.63381691,4.64255291,0.05362379,0.63645778,0.14775194,2.01126563,0.00000000,3.33050001,1.50377793
-5.62781391,4.68302927,0.05429596,0.62404121,0.15494841,2.04440980,0.00000000,3.29259692,1.52626617
-5.62181091,4.72374488,0.05497236,0.61187948,0.16252784,2.07832758,0.00000000,3.25547638,1.54688936
-5.61580790,4.76525249,0.05564739,0.60030862,0.17049141,2.11297160,0.00000000,3.22030055,1.56577472
-5.60980490,4.80803148,0.05631388,0.58962914,0.17883361,2.14826325,0.00000000,3.18805721,1.58308404
-5.60380190,4.85249100,0.05696324,0.58010101,0.18754189,2.18410217,0.00000000,3.15954408,1.59901322
-5.59779890,4.89897520,0.05758576,0.57194040,0.19659644,2.22037604,0.00000000,3.13536159,1.61379058
-5.59179590,4.94776903,0.05817083,0.56531800,0.20597000,2.25696959,0.00000000,3.11591382,1.62767352
-5.58579290,4.99910363,0.05870728,0.56035883,0.21562786,2.29377224,0.00000000,3.10141658,1.64094363
-5.57978989,5.05316026,0.05918372,0.55714330,0.22552785,2.33068374,0.00000000,3.09191148,1.65390014
-5.57378689,5.11007176,0.05958886,0.55570936,0.23562043,2.36761732,0.00000000,3.08728458,1.66685186
-5.56778389,5.16992130,0.05991187,0.55605534,0.24584885,2.40450028,0.00000000,3.08728822,1.68010783
-5.56178089,5.23273820,0.06014269,0.55814338,0.25614938,2.44127172,0.00000000,3.09156449,1.69396714
-5.55577789,5.29849118,0.06027235,0.56190319,0.26645165,2.47787801,0.00000000,3.09966915,1.70870839
-5.54977489,5.36707968,0.06029322,0.56723592,0.27667909,2.51426605,0.00000000,3.11109468,1.72457939
-5.54377189,5.43832431,0.06019922,0.57401812,0.28674955,2.55037527,0.00000000,3.12529188,1.74178766
-5.53776888,5.51195767,0.05998607,0.58210557,0.29657598,2.58612889,0.00000000,3.14168907,1.76049248
-5.53176588,5.58761691,0.05965133,0.59133713,0.30606744,2.62142544,0.00000000,3.15970885,1.78079894
-5.52576288,5.66483943,0.05919454,0.60153839,0.31513024,2.65613128,0.00000000,3.17878219,1.80275463
-5.51975988,5.74306293,0.05861720,0.61252536,0.32366932,2.69007504,0.00000000,3.19836000,1.82634912
-5.51375688,5.82163088,0.05792273,0.62410814,0.33158988,2.72304457,0.00000000,3.21792251,1.85151659
-5.50775388,5.89980392,0.05711642,0.63609452,0.33879918,2.75478704,0.00000000,3.23698680,1.87814138
-5.50175088,5.97677733,0.05620523,0.64829375,0.34520856,2.78501234,0.00000000,3.25511285,1.90606635
-5.49574787,6.05170434,0.05519762,0.66052024,0.35073554,2.81339995,0.00000000,3.27190848,1.93510352
-5.48974487,6.12372412,0.05410334,0.67259729,0.35530599,2.83960894,0.00000000,3.28703339,1.96504625
-5.48374187,6.19199332,0.05293317,0.68436072,0.35885629,2.86329071,0.00000000,3.30020250,1.99568222
-5.47773887,6.25571917,0.05169860,0.69566229,0.36133531,2.88410370,0.00000000,3.31118850,2.02680627
-5.47173587,6.31419207,0.05041161,0.70637270,0.36270622,2.90172907,0.00000000,3.31982352,2.05823200
