energy_ev,total_up,Co_p_up,Co_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.46673337,3.39295474,0.36940162,0.67937347,0.20527456,2.31018363,0.00029023,0.03783658,0.31510696,0.00000000
-3.46073037,3.48690190,0.36824516,0.70608379,0.20947948,2.37756655,0.00029310,0.03822517,0.31473741,0.00000000
-3.45472736,3.59548706,0.36913543,0.73770317,0.21482735,2.45284568,0.00029880,0.03874577,0.31534189,0.00000000
-3.44872436,3.71730383,0.37194886,0.77384587,0.22123272,2.53507280,0.00030706,0.03939083,0.31688139,0.00000000
-3.44272136,3.85057700,0.37651338,0.81402616,0.22858630,2.62307707,0.00031761,0.04014910,0.31929109,0.00000000
-3.43671836,3.99318285,0.38261190,0.85766454,0.23675599,2.71547770,0.00033009,0.04100564,0.32248017,0.00000000
-3.43071536,4.14268413,0.38998755,0.90409747,0.24558873,2.81070631,0.00034414,0.04194204,0.32633279,0.00000000
-3.42471236,4.29637968,0.39835053,0.95259049,0.25491327,2.90703864,0.00035936,0.04293680,0.33071014,0.00000000
-3.41870935,4.45136780,0.40738638,1.00235446,0.26454374,3.00263528,0.00037533,0.04396583,0.33545359,0.00000000
-3.41270635,4.60462144,0.41676545,1.05256481,0.27428385,3.09559002,0.00039164,0.04500318,0.34038878,0.00000000
-3.40670335,4.75307308,0.42615314,1.10238309,0.28393170,3.18398424,0.00040788,0.04602170,0.34533045,0.00000000
-3.40070035,4.89370615,0.43522076,1.15098042,0.29328493,3.26594542,0.00042367,0.04699401,0.35008790,0.00000000
-3.39469735,5.02364941,0.44365636,1.19756179,0.30214599,3.33970724,0.00043865,0.04789328,0.35447069,0.00000000
-3.38869435,5.14027072,0.45117525,1.24139070,0.31032748,3.40366883,0.00045252,0.04869423,0.35829454,0.00000000
-3.38269135,5.24126597,0.45752980,1.28181286,0.31765716,3.45645053,0.00046505,0.04937392,0.36138695,0.00000000
-3.37668834,5.32473960,0.46251800,1.31827840,0.32398254,3.49694370,0.00047606,0.04991257,0.36359249,0.00000000
-3.37068534,5.38927304,0.46599055,1.35036124,0.32917490,3.52435213,0.00048546,0.05029428,0.36477749,0.00000000
-3.36468234,5.43397800,0.46785613,1.37777526,0.33313252,3.53822349,0.00049326,0.05050755,0.36483387,0.00000000
-3.35867934,5.45853230,0.46808453,1.40038602,0.33578304,3.53846893,0.00049955,0.05054570,0.36368213,0.00000000
-3.35267634,5.46319650,0.46670767,1.41821792,0.33708492,3.52537039,0.00050453,0.05040713,0.36127334,0.00000000
-3.34667334,5.44881061,0.46381827,1.43145603,0.33702786,3.49957493,0.00050847,0.05009531,0.35759004,0.00000000
-3.34067034,5.41677094,0.45956634,1.44044253,0.33563233,3.46207664,0.00051175,0.04961872,0.35264615,0.00000000
-3.33466733,5.36898797,0.45415358,1.44566774,0.33294815,3.41418678,0.00051483,0.04899051,0.34648592,0.00000000
-3.32866433,5.30782701,0.44782578,1.44775582,0.32905225,3.35749365,0.00051825,0.04822804,0.33918196,0.00000000
-3.32266133,5.23603404,0.44086380,1.44744574,0.32404571,3.29381380,0.00052259,0.04735232,0.33083249,0.00000000
-3.31665833,5.15664945,0.43357314,1.44556780,0.31805024,3.22513668,0.00052849,0.04638728,0.32155798,0.00000000
-3.31065533,5.07291331,0.42627271,1.44301679,0.31120415,3.15356496,0.00053663,0.04535898,0.31149722,0.00000000
-3.30465233,4.98816515,0.41928319,1.44072229,0.30365811,3.08125274,0.00054769,0.04429479,0.30080313,0.00000000
-3.29864932,4.90574226,0.41291535,1.43961744,0.29557074,3.01034381,0.00056234,0.04322253,0.28963825,0.00000000
-3.29264632,4.82887942,0.40745878,1.44060690,0.28710420,2.94291206,0.00058122,0.04216958,0.27817026,0.00000000
-3.28664332,4.76061360,0.40317145,1.44453527,0.27841989,2.88090578,0.00060492,0.04116215,0.26656749,0.00000000
-3.28064032,4.70369605,0.40027046,1.45215698,0.26967443,2.82609727,0.00063398,0.04022441,0.25499462,0.00000000
-3.27463732,4.66051450,0.39892427,1.46410858,0.26101601,2.78003902,0.00066883,0.03937792,0.24360871,0.00000000
-3.26863432,4.63302708,0.39924659,1.48088448,0.25258109,2.74402712,0.00070981,0.03864097,0.23255547,0.00000000
-3.26263132,4.62270962,0.40129233,1.50281698,0.24449162,2.71907257,0.00075711,0.03802814,0.22196612,0.00000000
-3.25662831,4.63051728,0.40505544,1.53006120,0.23685281,2.70588064,0.00081083,0.03754992,0.21195461,0.00000000
-3.25062531,4.65686104,0.41046894,1.56258561,0.22975139,2.70483823,0.00087087,0.03721247,0.20261545,0.00000000
-3.24462231,4.70159940,0.41740693,1.60016848,0.22325442,2.71600923,0.00093701,0.03701750,0.19402216,0.00000000
-3.23861931,4.76404503,0.42568859,1.64240050,0.21740872,2.73913751,0.00100887,0.03696226,0.18622622,0.00000000
-3.23261631,4.84298612,0.43508395,1.68869359,0.21224076,2.77365722,0.00108588,0.03703968,0.17925676,0.00000000
-3.22661331,4.93672167,0.44532134,1.73829585,0.20775716,2.81871006,0.00116733,0.03723855,0.17312078,0.00000000
-3.22061031,5.04310994,0.45609609,1.79031205,0.20394556,2.87316910,0.00125238,0.03754392,0.16780406,0.00000000
-3.21460730,5.15962891,0.46708033,1.84372941,0.20077606,2.93566879,0.00134002,0.03793748,0.16327261,0.00000000
-3.20860430,5.28344744,0.47793348,1.89744775,0.19820306,3.00464065,0.00142913,0.03839811,0.15947468,0.00000000
-3.20260130,5.41150560,0.48831319,1.95031322,0.19616742,3.07835419,0.00151852,0.03890251,0.15634329,0.00000000
-3.19659830,5.54060248,0.49788626,2.00115458,0.19459902,3.15496243,0.00160690,0.03942583,0.15379917,0.00000000
-3.19059530,5.66748927,0.50633923,2.04882095,0.19341953,3.23255126,0.00169296,0.03994241,0.15175402,0.00000000
-3.18459230,5.78896559,0.51338843,2.09221972,0.19254537,3.30919174,0.00177539,0.04042654,0.15011404,0.00000000
-3.17858929,5.90197640,0.51878895,2.13035359,0.19189089,3.38299430,0.00185292,0.04085321,0.14878361,0.00000000
-3.17258629,6.00370693,0.52234250,2.16235534,0.19137142,3.45216335,0.00192437,0.04119888,0.14766896,0.00000000
-3.16658329,6.09167276,0.52390374,2.18751927,0.19090647,3.51505105,0.00198867,0.04144220,0.14668171,0.00000000
-3.16058029,6.16380226,0.52338505,2.20532817,0.19042261,3.57020840,0.00204492,0.04156464,0.14574223,0.00000000
-3.15457729,6.21850845,0.52075941,2.21547493,0.18985626,3.61643195,0.00209242,0.04155113,0.14478266,0.00000000
-3.14857429,6.25474778,0.51606161,2.21787794,0.18915610,3.65280447,0.00213071,0.04139049,0.14374942,0.00000000
-3.14257129,6.27206321,0.50938753,2.21268973,0.18828506,3.67872766,0.00215960,0.04107585,0.14260521,0.00000000
-3.13656828,6.27060979,0.50089160,2.20029836,0.18722190,3.69394554,0.00217921,0.04060480,0.14133040,0.00000000
-3.13056528,6.25116113,0.49078269,2.18132158,0.18596221,3.69855710,0.00218996,0.03997955,0.13992376,0.00000000
-3.12456228,6.21509583,0.47931834,2.15659368,0.18451883,3.69301729,0.00219258,0.03920681,0.13840241,0.00000000
-3.11855928,6.16436384,0.46679775,2.12714534,0.18292167,3.67812584,0.00218814,0.03829759,0.13680112,0.00000000
-3.11255628,6.10143307,0.45355364,2.09417716,0.18121697,3.65500384,0.00217800,0.03726685,0.13517098,0.00000000
-3.10655328,6.02921781,0.43994320,2.05902734,0.17946588,3.62505861,0.00216383,0.03613300,0.13357731,0.00000000
-3.10055028,5.95099073,0.42633856,2.02313469,0.17774257,3.58993777,0.00214753,0.03491731,0.13209712,0.00000000
-3.09454727,5.87028139,0.41311686,1.98799784,0.17613181,3.55147407,0.00213123,0.03364322,0.13081606,0.00000000
-3.08854427,5.79076450,0.40065037,1.95513195,0.17472616,3.51162295,0.00211724,0.03233562,0.12982505,0.00000000
-3.08254127,5.71614169,0.38929674,1.92602416,0.17362283,3.47239508,0.00210794,0.03102004,0.12921660,0.00000000
-3.07653827,5.65002093,0.37938984,1.90208912,0.17292036,3.43578640,0.00210580,0.02972191,0.12908115,0.00000000
-3.07053527,5.59579789,0.37123121,1.88462594,0.17271514,3.40370857,0.00211324,0.02846580,0.12950338,0.00000000
-3.06453227,5.55654343,0.36508249,1.87477796,0.17309808,3.37792231,0.00213260,0.02727469,0.13055869,0.00000000
-3.05852926,5.53490143,0.36115887,1.87349654,0.17415129,3.35997640,0.00216607,0.02616941,0.13230999,0.00000000
-3.05252626,5.53300051,0.35962386,1.88151010,0.17594510,3.35115470,0.00221559,0.02516806,0.13480496,0.00000000
-3.04652326,5.55238300,0.36058530,1.89929943,0.17853542,3.35243319,0.00228284,0.02428562,0.13807372,0.00000000
-3.04052026,5.59395367,0.36409287,1.92708015,0.18196153,3.36444865,0.00236914,0.02353362,0.14212717,0.00000000
-3.03451726,5.65795006,0.37013710,1.96479304,0.18624445,3.38748014,0.00247543,0.02292001,0.14695593,0.00000000
-3.02851426,5.74393549,0.37864989,2.01210256,0.19138586,3.42144367,0.00260222,0.02244907,0.15253003,0.00000000
-3.02251126,5.85081479,0.38950647,2.06840392,0.19736762,3.46590025,0.00274961,0.02212148,0.15879927,0.00000000
-3.01650825,5.97687219,0.40252898,2.13283842,0.20415200,3.52007660,0.00291721,0.02193450,0.16569421,0.00000000
-3.01050525,6.11982975,0.41749129,2.20431677,0.21168254,3.58289753,0.00310424,0.02188224,0.17312789,0.00000000
-3.00450225,6.27692405,0.43412520,2.28154980,0.21988544,3.65302841,0.00330949,0.02195599,0.18099816,0.00000000
-2.99849925,6.44499825,0.45212775,2.36308543,0.22867169,3.72892582,0.00353140,0.02214465,0.18919039,0.00000000
-2.99249625,6.62060586,0.47116956,2.44735097,0.23793954,3.80889419,0.00376814,0.02243520,0.19758078,0.00000000
-2.98649325,6.80012248,0.49090380,2.53269914,0.24757753,3.89114610,0.00401763,0.02281317,0.20603980,0.00000000
-2.98049025,6.97986129,0.51097583,2.61745650,0.25746777,3.97386374,0.00427770,0.02326316,0.21443600,0.00000000
-2.97448724,7.15618811,0.53103295,2.69997243,0.26748949,4.05525917,0.00454615,0.02376935,0.22263968,0.00000000
-2.96848424,7.32563192,0.55073428,2.77866725,0.27752270,4.13363107,0.00482089,0.02431596,0.23052669,0.00000000
-2.96248124,7.48498704,0.56976014,2.85207760,0.28745173,4.20741609,0.00510004,0.02488771,0.23798186,0.00000000
-2.95647824,7.63140364,0.58782097,2.91889771,0.29716878,4.27523297,0.00538207,0.02547022,0.24490226,0.00000000
-2.95047524,7.76246364,0.60466524,2.97801519,0.30657705,4.33591819,0.00566589,0.02605033,0.25119995,0.00000000
-2.94447224,7.87624003,0.62008628,3.02854016,0.31559354,4.38855226,0.00595104,0.02661641,0.25680424,0.00000000
-2.93846923,7.97133792,0.63392760,3.06982682,0.32415139,4.43247620,0.00623770,0.02715856,0.26166342,0.00000000
-2.93246623,8.04691692,0.64608669,3.10148702,0.33220160,4.46729814,0.00652687,0.02766873,0.26574578,0.00000000
-2.92646323,8.10269484,0.65651706,3.12339543,0.33971414,4.49289061,0.00682041,0.02814078,0.26904007,0.00000000
-2.92046023,8.13893344,0.66522845,3.13568647,0.34667838,4.50937912,0.00712113,0.02857048,0.27155519,0.00000000
-2.91445723,8.15640789,0.67228518,3.13874332,0.35310285,4.51712333,0.00743284,0.02895545,0.27331939,0.00000000
-2.90845423,8.15636177,0.67780272,3.13317971,0.35901435,4.51669193,0.00776037,0.02929498,0.27437876,0.00000000
-2.90245123,8.14045016,0.68194261,3.11981518,0.36445639,4.50883291,0.00810960,0.02958987,0.27479526,0.00000000
-2.89644822,8.11067340,0.68490580,3.09964522,0.36948716,4.49444065,0.00848745,0.02984224,0.27464428,0.00000000
-2.89044522,8.06930443,0.68692485,3.07380704,0.37417696,4.47452134,0.00890184,0.03005519,0.27401186,0.00000000
-2.88444222,8.01881242,0.68825506,3.04354261,0.37860530,4.45015825,0.00936166,0.03023261,0.27299167,0.00000000
-2.87843922,7.96178544,0.68916501,3.01016001,0.38285773,4.42247786,0.00987665,0.03037887,0.27168181,0.00000000
-2.87243622,7.90085445,0.68992679,2.97499452,0.38702256,4.39261808,0.01045733,0.03049856,0.27018159,0.00000000
-2.86643322,7.83862075,0.69080631,2.93937046,0.39118752,4.36169905,0.01111485,0.03059621,0.26858835,0.00000000
-2.86043022,7.77758850,0.69205399,2.90456499,0.39543650,4.33079712,0.01186082,0.03067611,0.26699442,0.00000000
-2.85442721,7.72010357,0.69389619,2.87177479,0.39984651,4.30092212,0.01270711,0.03074204,0.26548436,0.00000000
-2.84842421,7.66829961,0.69652767,2.84208633,0.40448484,4.27299779,0.01366564,0.03079716,0.26413240,0.00000000
-2.84242121,7.62405173,0.70010533,2.81645040,0.40940662,4.24784530,0.01474804,0.03084387,0.26300035,0.00000000
-2.83641821,7.58893810,0.70474337,2.79566141,0.41465267,4.22616932,0.01596544,0.03088367,0.26213586,0.00000000
-2.83041521,7.56420938,0.71051003,2.78034167,0.42024787,4.20854639,0.01732805,0.03091718,0.26157113,0.00000000
-2.82441221,7.55076587,0.71742596,2.77093083,0.42619991,4.19541505,0.01884481,0.03094405,0.26132215,0.00000000
-2.81840920,7.54914206,0.72546425,2.76768054,0.43249852,4.18706764,0.02052305,0.03096300,0.26138837,0.00000000
-2.81240620,7.55949854,0.73455196,2.77065412,0.43911518,4.18364349,0.02236800,0.03097187,0.26175289,0.00000000
-2.80640320,7.58162099,0.74457316,2.77973108,0.44600332,4.18512362,0.02438247,0.03096765,0.26238320,0.00000000
-2.80040020,7.61492631,0.75537321,2.79461625,0.45309893,4.19132712,0.02656638,0.03094662,0.26323232,0.00000000
-2.79439720,7.65847572,0.76676417,2.81485288,0.46032166,4.20190964,0.02891644,0.03090441,0.26424045,0.00000000
-2.78839420,7.71099521,0.77853112,2.83983957,0.46757640,4.21636460,0.03142583,0.03083617,0.26533708,0.00000000
-2.78239120,7.77090311,0.79043902,2.86885018,0.47475520,4.23402758,0.03408390,0.03073666,0.26644338,0.00000000
-2.77638819,7.83634494,0.80224013,2.90105638,0.48173966,4.25408467,0.03687604,0.03060049,0.26747502,0.00000000
-2.77038519,7.90523550,0.81368150,2.93555211,0.48840362,4.27558513,0.03978353,0.03042222,0.26834517,0.00000000
-2.76438219,7.97530752,0.82451248,2.97137928,0.49461621,4.29745897,0.04278363,0.03019655,0.26896765,0.00000000
-2.75837919,8.04416662,0.83449203,3.00755411,0.50024508,4.31853937,0.04584967,0.02991856,0.26926021,0.00000000
-2.75237619,8.10935125,0.84339547,3.04309332,0.50515984,4.33758992,0.04895133,0.02958383,0.26914768,0.00000000
-2.74637319,8.16839652,0.85102078,3.07703962,0.50923554,4.35333613,0.05205505,0.02918867,0.26856508,0.00000000
-2.74037019,8.21890004,0.85719408,3.10848566,0.51235617,4.36450053,0.05512453,0.02873029,0.26746032,0.00000000
-2.73436718,8.25858799,0.86177426,3.13659600,0.51441796,4.36984000,0.05812136,0.02820694,0.26579665,0.00000000
-2.72836418,8.28537908,0.86465664,3.16062629,0.51533248,4.36818425,0.06100577,0.02761811,0.26355460,0.00000000
-2.72236118,8.29744421,0.86577564,3.17993945,0.51502934,4.35847368,0.06373743,0.02696460,0.26073330,0.00000000
-2.71635818,8.29325953,0.86510628,3.19401820,0.51345846,4.33979508,0.06627639,0.02624864,0.25735127,0.00000000
-2.71035518,8.27165074,0.86266461,3.20247373,0.51059179,4.31141351,0.06858393,0.02547391,0.25344646,0.00000000
-2.70435218,8.23182695,0.85850709,3.20505045,0.50642439,4.27279890,0.07062352,0.02464559,0.24907564,0.00000000
-2.69834917,8.17340257,0.85272873,3.20162662,0.50097487,4.22364604,0.07236176,0.02377031,0.24431314,0.00000000
-2.69234617,8.09640631,0.84546036,3.19221122,0.49428516,4.16388706,0.07376918,0.02285609,0.23924887,0.00000000
-2.68634317,8.00127712,0.83686491,3.17693704,0.48641963,4.09369584,0.07482107,0.02191221,0.23398585,0.00000000
-2.68034017,7.88884718,0.82713281,3.15605068,0.47746357,4.01348401,0.07549814,0.02094909,0.22863726,0.00000000
-2.67433717,7.76031284,0.81647682,3.12989977,0.46752117,3.92388900,0.07578706,0.01997807,0.22332306,0.00000000
-2.66833417,7.61719489,0.80512625,3.09891813,0.45671300,3.82575458,0.07568087,0.01901125,0.21816642,0.00000000
-2.66233117,7.46129002,0.79332086,3.06360947,0.44517314,3.72010498,0.07517920,0.01806126,0.21329006,0.00000000
-2.65632816,7.29461549,0.78130467,3.02453033,0.43304614,3.60811367,0.07428832,0.01714101,0.20881251,0.00000000
-2.65032516,7.11934945,0.76931969,2.98227295,0.42048379,3.49106847,0.07302105,0.01626347,0.20484462,0.00000000
-2.64432216,6.93776933,0.75759996,2.93744866,0.40764190,3.37033416,0.07139645,0.01544147,0.20148628,0.00000000
-2.63831916,6.75219037,0.74636598,2.89067240,0.39467719,3.24731444,0.06943934,0.01468746,0.19882348,0.00000000
-2.63231616,6.56490679,0.73581961,2.84254867,0.38174442,3.12341448,0.06717970,0.01401333,0.19692591,0.00000000
-2.62631316,6.37813696,0.72613972,2.79365940,0.36899367,3.00000533,0.06465194,0.01343025,0.19584492,0.00000000
-2.62031016,6.19397446,0.71747858,2.74455370,0.35656801,2.87839146,0.06189400,0.01294854,0.19561214,0.00000000
-2.61430715,6.01434570,0.70995901,2.69573972,0.34460150,2.75978200,0.05894644,0.01257752,0.19623859,0.00000000
-2.60830415,5.84097498,0.70367251,2.64767840,0.33321751,2.64526657,0.05585144,0.01232544,0.19771442,0.00000000
-2.60230115,5.67535715,0.69867807,2.60077903,0.32252740,2.53579584,0.05265178,0.01219941,0.20000908,0.00000000
-2.59629815,5.51873783,0.69500197,2.55539619,0.31262954,2.43216704,0.04938989,0.01220533,0.20307214,0.00000000
-2.59029515,5.37210085,0.69263817,2.51182800,0.30360856,2.33501433,0.04610685,0.01234789,0.20683445,0.00000000
-2.58429215,5.23616231,0.69154950,2.47031519,0.29553492,2.24480390,0.04284159,0.01263050,0.21120980,0.00000000
-2.57828914,5.11137081,0.69166945,2.43104082,0.28846466,2.16183339,0.03963006,0.01305528,0.21609696,0.00000000
-2.57228614,4.99791295,0.69290440,2.39413038,0.28243935,2.08623520,0.03650464,0.01362308,0.22138195,0.00000000
-2.56628314,4.89572367,0.69513638,2.35965223,0.27748618,2.01798344,0.03349361,0.01433342,0.22694071,0.00000000
-2.56028014,4.80450065,0.69822616,2.32761824,0.27361818,1.95690387,0.03062084,0.01518451,0.23264181,0.00000000
-2.55427714,4.72372247,0.70201663,2.29798486,0.27083464,1.90268653,0.02790553,0.01617320,0.23834950,0.00000000
-2.54827414,4.65267001,0.70633647,2.27065456,0.26912156,1.85490065,0.02536221,0.01729503,0.24392669,0.00000000
-2.54227114,4.59045083,0.71100399,2.24547807,0.26845229,1.81301131,0.02300083,0.01854418,0.24923811,0.00000000
-2.53626813,4.53602620,0.71583111,2.22225757,0.26878836,1.77639768,0.02082695,0.01991349,0.25415340,0.00000000
-2.53026513,4.48824072,0.72062756,2.20075106,0.27008040,1.74437234,0.01884208,0.02139451,0.25855017,0.00000000
-2.52426213,4.44585393,0.72520503,2.18067823,0.27226932,1.71620131,0.01704411,0.02297753,0.26231688,0.00000000
-2.51825913,4.40757382,0.72938148,2.16172791,0.27528766,1.69112453,0.01542777,0.02465170,0.26535564,0.00000000
-2.51225613,4.37209164,0.73298532,2.14356705,0.27906117,1.66837630,0.01398518,0.02640507,0.26758468,0.00000000
-2.50625313,4.33811743,0.73585955,2.12585137,0.28351055,1.64720528,0.01270638,0.02822482,0.26894058,0.00000000
-2.50025013,4.30441545,0.73786568,2.10823711,0.28855344,1.62689374,0.01157985,0.03009740,0.26938006,0.00000000
-2.49424712,4.26983873,0.73888739,2.09039386,0.29410647,1.60677546,0.01059309,0.03200879,0.26888147,0.00000000
-2.48824412,4.23336166,0.73883368,2.07201770,0.30008748,1.58625198,0.00973305,0.03394477,0.26744572,0.00000000
-2.48224112,4.19410965,0.73764162,2.05284410,0.30641772,1.56480678,0.00898663,0.03589119,0.26509671,0.00000000
-2.47623812,4.15138463,0.73527834,2.03266011,0.31302396,1.54201690,0.00834101,0.03783432,0.26188134,0.00000000
-2.47023512,4.10468561,0.73174231,2.01131485,0.31984049,1.51756184,0.00778399,0.03976117,0.25786885,0.00000000
-2.46423212,4.05372322,0.72706375,1.98872795,0.32681088,1.49122939,0.00730425,0.04165986,0.25314973,0.00000000
-2.45822911,3.99842750,0.72130411,1.96489518,0.33388930,1.46291816,0.00689156,0.04351985,0.24783408,0.00000000
-2.45222611,3.93894866,0.71455466,1.93989094,0.34104146,1.43263690,0.00653687,0.04533234,0.24204954,0.00000000
-2.44622311,3.87565028,0.70693398,1.91386732,0.34824503,1.40050048,0.00623238,0.04709038,0.23593881,0.00000000
-2.44022011,3.80909528,0.69858473,1.88704951,0.35548940,1.36672274,0.00597163,0.04878911,0.22965677,0.00000000
-2.43421711,3.74002491,0.68966944,1.85972791,0.36277491,1.33160646,0.00574938,0.05042580,0.22336747,0.00000000
-2.42821411,3.66933154,0.68036564,1.83224700,0.37011133,1.29553069,0.00556162,0.05199986,0.21724078,0.00000000
-2.42221111,3.59802601,0.67086052,1.80499152,0.37751586,1.25893596,0.00540544,0.05351272,0.21144911,0.00000000
-2.41620810,3.52720100,0.66134506,1.77837069,0.38501051,1.22230781,0.00527895,0.05496759,0.20616400,0.00000000
-2.41020510,3.45799154,0.65200817,1.75280101,0.39261904,1.18615923,0.00518112,0.05636920,0.20155285,0.00000000
-2.40420210,3.39153432,0.64303072,1.72868869,0.40036367,1.15101244,0.00511164,0.05772336,0.19777572,0.00000000
-2.39819910,3.32892718,0.63457997,1.70641227,0.40826154,1.11738087,0.00507083,0.05903654,0.19498237,0.00000000
-2.39219610,3.27119045,0.62680432,1.68630656,0.41632128,1.08575173,0.00505943,0.06031533,0.19330950,0.00000000
-2.38619310,3.21923143,0.61982881,1.66864830,0.42453980,1.05656978,0.00507851,0.06156593,0.19287820,0.00000000
-2.38019010,3.17381350,0.61375133,1.65364449,0.43289950,1.03022289,0.00512933,0.06279363,0.19379178,0.00000000
-2.37418709,3.13553071,0.60863977,1.64142368,0.44136614,1.00702989,0.00521326,0.06400234,0.19613374,0.00000000
-2.36818409,3.10478898,0.60453018,1.63203065,0.44988744,0.98723099,0.00533166,0.06519419,0.19996613,0.00000000
-2.36218109,3.08179434,0.60142593,1.62542459,0.45839269,0.97098116,0.00548583,0.06636925,0.20532812,0.00000000
-2.35617809,3.06654859,0.59929792,1.62148090,0.46679333,0.95834673,0.00567698,0.06752533,0.21223483,0.00000000
-2.35017509,3.05885250,0.59808576,1.61999624,0.47498465,0.94930514,0.00590617,0.06865798,0.22067658,0.00000000
-2.34417209,3.05831605,0.59769995,1.62069671,0.48284855,0.94374800,0.00617437,0.06976060,0.23061825,0.00000000
-2.33816908,3.06437553,0.59802482,1.62324861,0.49025721,0.94148716,0.00648243,0.07082476,0.24199912,0.00000000
-2.33216608,3.07631637,0.59892225,1.62727127,0.49707777,0.94226367,0.00683119,0.07184059,0.25473299,0.00000000
-2.32616308,3.09330100,0.60023585,1.63235136,0.50317755,0.94575906,0.00722148,0.07279738,0.26870874,0.00000000
-2.32016008,3.11440032,0.60179572,1.63805795,0.50842980,0.95160866,0.00765423,0.07368422,0.28379131,0.00000000
-2.31415708,3.13862770,0.60342337,1.64395787,0.51271955,0.95941628,0.00813051,0.07449075,0.29982321,0.00000000
-2.30815408,3.16497397,0.60493679,1.64963046,0.51594940,0.96876960,0.00865165,0.07520793,0.31662647,0.00000000
-2.30215108,3.19244202,0.60615550,1.65468143,0.51804484,0.97925575,0.00921921,0.07582879,0.33400525,0.00000000
-2.29614807,3.22007971,0.60690545,1.65875501,0.51895884,0.99047619,0.00983507,0.07634910,0.35174893,0.00000000
-2.29014507,3.24700962,0.60702360,1.66154429,0.51867547,1.00206040,0.01050138,0.07676797,0.36963576,0.00000000
-2.28414207,3.27245461,0.60636209,1.66279905,0.51721227,1.01367774,0.01122053,0.07708830,0.38743694,0.00000000
-2.27813907,3.29575805,0.60479193,1.66233118,0.51462116,1.02504687,0.01199502,0.07731702,0.40492119,0.00000000
-2.27213607,3.31639802,0.60220605,1.66001727,0.51098794,1.03594242,0.01282737,0.07746513,0.42185947,0.00000000
-2.26613307,3.33399487,0.59852168,1.65579860,0.50643011,1.04619851,0.01371983,0.07754755,0.43802995,0.00000000
-2.26013007,3.34831203,0.59368206,1.64967840,0.50109320,1.05570912,0.01467422,0.07758271,0.45322287,0.00000000
-2.25412706,3.35924991,0.58765728,1.64171665,0.49514570,1.06442515,0.01569159,0.07759188,0.46724526,0.00000000
-2.24812406,3.36683346,0.58044444,1.63202281,0.48877275,1.07234849,0.01677192,0.07759841,0.47992522,0.00000000
-2.24212106,3.37119400,0.57206697,1.62074661,0.48216886,1.07952337,0.01791379,0.07762665,0.49111568,0.00000000
-2.23611806,3.37254628,0.56257320,1.60806757,0.47552997,1.08602556,0.01911407,0.07770085,0.50069744,0.00000000
-2.23011506,3.37116204,0.55203428,1.59418360,0.46904521,1.09194982,0.02036761,0.07784393,0.50858142,0.00000000
-2.22411206,3.36734140,0.54054147,1.57929935,0.46288869,1.09739661,0.02166700,0.07807621,0.51471005,0.00000000
-2.21810905,3.36138393,0.52820290,1.56361483,0.45721184,1.10245850,0.02300237,0.07841424,0.51905764,0.00000000
-2.21210605,3.35356065,0.51513998,1.54731486,0.45213649,1.10720739,0.02436135,0.07886963,0.52163002,0.00000000
-2.20610305,3.34408903,0.50148363,1.53056001,0.44774911,1.11168300,0.02572904,0.07944812,0.52246326,0.00000000
-2.20010005,3.33311220,0.48737042,1.51347940,0.44409657,1.11588351,0.02708816,0.08014883,0.52162175,0.00000000
-2.19409705,3.32068386,0.47293882,1.49616593,0.44118351,1.11975894,0.02841933,0.08096380,0.51919572,0.00000000
-2.18809405,3.30675999,0.45832583,1.47867421,0.43897160,1.12320766,0.02970144,0.08187776,0.51529845,0.00000000
-2.18209105,3.29119792,0.44366392,1.46102129,0.43738067,1.12607631,0.03091215,0.08286829,0.51006320,0.00000000
-2.17608804,3.27376319,0.42907874,1.44319043,0.43629165,1.12816329,0.03202852,0.08390631,0.50364022,0.00000000
-2.17008504,3.25414399,0.41468734,1.42513762,0.43555142,1.12922566,0.03302768,0.08495682,0.49619389,0.00000000
-2.16408204,3.23197259,0.40059734,1.40680063,0.43497900,1.12898911,0.03388760,0.08598004,0.48790007,0.00000000
-2.15807904,3.20685265,0.38690666,1.38811021,0.43437324,1.12716064,0.03458782,0.08693269,0.47894381,0.00000000
-2.15207604,3.17839106,0.37370423,1.36900269,0.43352125,1.12344312,0.03511023,0.08776959,0.46951743,0.00000000
-2.14607304,3.14623243,0.36107116,1.34943351,0.43220751,1.11755108,0.03543977,0.08844530,0.45981889,0.00000000
-2.14007004,3.11009436,0.34908261,1.32939058,0.43022304,1.10922686,0.03556504,0.08891590,0.45005046,0.00000000
-2.13406703,3.06980121,0.33780998,1.30890703,0.42737432,1.09825611,0.03547879,0.08914065,0.44041742,0.00000000
-2.12806403,3.02531447,0.32732327,1.28807214,0.42349150,1.08448205,0.03517830,0.08908372,0.43112686,0.00000000
-2.12206103,2.97675762,0.31769352,1.26704001,0.41843554,1.06781731,0.03466559,0.08871553,0.42238625,0.00000000
-2.11605803,2.92443385,0.30899497,1.24603508,0.41210401,1.04825303,0.03394740,0.08801404,0.41440172,0.00000000
-2.11005503,2.86883534,0.30130681,1.22535416,0.40443522,1.02586450,0.03303507,0.08696562,0.40737586,0.00000000
-2.10405203,2.81064316,0.29471441,1.20536453,0.39541060,1.00081305,0.03194426,0.08556564,0.40150504,0.00000000
