energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,4.34192062,0.06697882,0.00000000,0.06033854,2.62059159,1.89105073,1.00023385
-5.99399700,4.20128400,0.06440908,0.00000000,0.05862246,2.53348301,1.83975383,0.96737100
-5.98799400,4.05551932,0.06188229,0.00000000,0.05677723,2.44342594,1.78525156,0.93325588
-5.98199100,3.90506916,0.05939722,0.00000000,0.05481052,2.35068336,1.72781981,0.89798526
-5.97598799,3.75055416,0.05695356,0.00000000,0.05273421,2.25562660,1.66782238,0.86170078
-5.96998499,3.59276100,0.05455215,0.00000000,0.05056400,2.15872835,1.60570175,0.82458580
-5.96398199,3.43262101,0.05219497,0.00000000,0.04831877,2.06054981,1.54196569,0.78685993
-5.95797899,3.27118096,0.04988517,0.00000000,0.04601990,1.96172312,1.47717098,0.74877178
-5.95197599,3.10956814,0.04762686,0.00000000,0.04369043,1.86293016,1.41190491,0.71059023
-5.94597299,2.94895175,0.04542497,0.00000000,0.04135424,1.76487906,1.34676580,0.67259488
-5.93996998,2.79050304,0.04328491,0.00000000,0.03903522,1.66828001,1.28234356,0.63506634
-5.93396698,2.63535660,0.04121230,0.00000000,0.03675651,1.57382167,1.21920142,0.59827673
-5.92796398,2.48457478,0.03921269,0.00000000,0.03453979,1.48214945,1.15785975,0.56248104
-5.92196098,2.33911726,0.03729125,0.00000000,0.03240470,1.39384693,1.09878266,0.52790978
-5.91595798,2.19981704,0.03545258,0.00000000,0.03036840,1.30942122,1.04236819,0.49476318
-5.90995498,2.06736395,0.03370049,0.00000000,0.02844530,1.22929278,0.98894212,0.46320732
-5.90395198,1.94229606,0.03203791,0.00000000,0.02664688,1.15379010,0.93875576,0.43337200
-5.89794897,1.82499894,0.03046687,0.00000000,0.02498171,1.08314913,0.89198749,0.40535072
-5.89194597,1.71571231,0.02898855,0.00000000,0.02345552,1.01751721,0.84874761,0.37920223
-5.88594297,1.61454307,0.02760337,0.00000000,0.02207153,0.95696080,0.80908612,0.35495377
-5.87993997,1.52148356,0.02631117,0.00000000,0.02083066,0.90147650,0.77300267,0.33260538
-5.87393697,1.43643352,0.02511145,0.00000000,0.01973200,0.85100428,0.74045796,0.31213524
-5.86793397,1.35922424,0.02400358,0.00000000,0.01877317,0.80544207,0.71138582,0.29350543
-5.86193097,1.28964341,0.02298707,0.00000000,0.01795082,0.76466080,0.68570519,0.27666781
-5.85592796,1.22745904,0.02206183,0.00000000,0.01726095,0.72851895,0.66333143,0.26156977
-5.84992496,1.17244143,0.02122835,0.00000000,0.01669939,0.69687598,0.64418617,0.24815944
-5.84392196,1.12438206,0.02048793,0.00000000,0.01626209,0.66960385,0.62820553,0.23639018
-5.83791896,1.08310857,0.01984277,0.00000000,0.01594541,0.64659635,0.61534613,0.22622416
-5.83191596,1.04849561,0.01929609,0.00000000,0.01574634,0.62777588,0.60558899,0.21763496
-5.82591296,1.02047122,0.01885216,0.00000000,0.01566266,0.61309758,0.59894117,0.21060913
-5.81990995,0.99901899,0.01851621,0.00000000,0.01569299,0.60255094,0.59543527,0.20514672
-5.81390695,0.98417616,0.01829439,0.00000000,0.01583682,0.59615892,0.59512710,0.20126099
-5.80790395,0.97602829,0.01819362,0.00000000,0.01609448,0.59397503,0.59809172,0.19897717
-5.80190095,0.97470105,0.01822141,0.00000000,0.01646705,0.59607853,0.60441823,0.19833068
-5.79589795,0.98034965,0.01838563,0.00000000,0.01695617,0.60256825,0.61420369,0.19936469
-5.78989495,0.99314676,0.01869426,0.00000000,0.01756394,0.61355534,0.62754642,0.20212743
-5.78389195,1.01326929,0.01915511,0.00000000,0.01829267,0.62915520,0.64453913,0.20666914
-5.77788894,1.04088479,0.01977557,0.00000000,0.01914467,0.64947918,0.66526201,0.21303897
-5.77188594,1.07613769,0.02056224,0.00000000,0.02012204,0.67462592,0.68977619,0.22128173
-5.76588294,1.11913601,0.02152071,0.00000000,0.02122640,0.70467292,0.71811749,0.23143480
-5.75987994,1.16993868,0.02265516,0.00000000,0.02245867,0.73966833,0.75029091,0.24352503
-5.75387694,1.22854375,0.02396816,0.00000000,0.02381881,0.77962320,0.78626570,0.25756588
-5.74787394,1.29487778,0.02546030,0.00000000,0.02530564,0.82450429,0.82597122,0.27355468
-5.74187094,1.36878668,0.02712996,0.00000000,0.02691660,0.87422775,0.86929367,0.29147017
-5.73586793,1.45002805,0.02897308,0.00000000,0.02864759,0.92865366,0.91607375,0.31127035
-5.72986493,1.53826561,0.03098294,0.00000000,0.03049282,0.98758185,0.96610528,0.33289072
-5.72386193,1.63306575,0.03315002,0.00000000,0.03244473,1.05074909,1.01913509,0.35624299
-5.71785893,1.73389674,0.03546196,0.00000000,0.03449392,1.11782798,1.07486401,0.38121433
-5.71185593,1.84013090,0.03790349,0.00000000,0.03662917,1.18842783,1.13294946,0.40766735
-5.70585293,1.95105012,0.04045659,0.00000000,0.03883756,1.26209777,1.19300942,0.43544091
-5.69984992,2.06585498,0.04310064,0.00000000,0.04110458,1.33833228,1.25462821,0.46435171
-5.69384692,2.18367770,0.04581272,0.00000000,0.04341438,1.41657930,1.31736387,0.49419701
-5.68784392,2.30359899,0.04856806,0.00000000,0.04575010,1.49625109,1.38075742,0.52475829
-5.68184092,2.42466858,0.05134051,0.00000000,0.04809424,1.57673748,1.44434370,0.55580589
-5.67583792,2.54592911,0.05410322,0.00000000,0.05042908,1.65742159,1.50766366,0.58710466
-5.66983492,2.66644279,0.05682927,0.00000000,0.05273723,1.73769729,1.57027787,0.61842041
-5.66383192,2.78531978,0.05949250,0.00000000,0.05500209,1.81698803,1.63178070,0.64952688
-5.65782891,2.90174739,0.06206822,0.00000000,0.05720841,1.89476623,1.69181466,0.68021307
-5.65182591,3.01501851,0.06453409,0.00000000,0.05934282,1.97057219,1.75008421,0.71029059
-5.64582291,3.12455799,0.06687079,0.00000000,0.06139426,2.04403173,1.80636835,0.73960050
-5.63981991,3.22994534,0.06906271,0.00000000,0.06335437,2.11487138,1.86053120,0.76801945
-5.63381691,3.33093220,0.07109849,0.00000000,0.06521781,2.18293020,1.91252972,0.79546455
-5.62781391,3.42745334,0.07297141,0.00000000,0.06698237,2.24816717,1.96241809,0.82189669
-5.62181091,3.51962992,0.07467961,0.00000000,0.06864906,2.31066361,2.01034792,0.84732195
-5.61580790,3.60776434,0.07622610,0.00000000,0.07022191,2.37061990,2.05656412,0.87179098
-5.60980490,3.69232630,0.07761854,0.00000000,0.07170774,2.42834634,2.10139613,0.89539611
