energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,2.64954578,0.07933046,0.08830946,0.79112746,0.44598283,1.04971572,0.00000000,1.05526137,0.10453881
-5.99399700,2.54582535,0.07830108,0.08705613,0.77134397,0.42512317,1.01357281,0.00000000,1.01926910,0.09925681
-5.98799400,2.43483540,0.07676228,0.08527402,0.74784288,0.40355617,0.97383537,0.00000000,0.97956407,0.09383599
-5.98199100,2.31764098,0.07474108,0.08299452,0.72092206,0.38145777,0.93092674,0.00000000,0.93658712,0.08832105
-5.97598799,2.19541372,0.07227434,0.08026069,0.69094894,0.35901368,0.88532612,0.00000000,0.89083266,0.08275637
-5.96998499,2.06941354,0.06940745,0.07712607,0.65835181,0.33641731,0.83755986,0.00000000,0.84284016,0.07718563
-5.96398199,1.94096708,0.06619291,0.07365318,0.62360931,0.31386730,0.78819115,0.00000000,0.79318384,0.07165141
-5.95797899,1.81144352,0.06268854,0.06991182,0.58723856,0.29156494,0.73780827,0.00000000,0.74246102,0.06619478
-5.95197599,1.68222888,0.05895567,0.06597727,0.54978252,0.26971135,0.68701215,0.00000000,0.69127976,0.06085480
-5.94597299,1.55469962,0.05505730,0.06192844,0.51179704,0.24850467,0.63640354,0.00000000,0.64024598,0.05566812
-5.93996998,1.43019700,0.05105619,0.05784608,0.47383840,0.22813728,0.58657051,0.00000000,0.58995100,0.05066851
-5.93396698,1.31000296,0.04701324,0.05381114,0.43645158,0.20879328,0.53807664,0.00000000,0.54095969,0.04588641
-5.92796398,1.19531868,0.04298586,0.04990325,0.40015989,0.19064617,0.49145052,0.00000000,0.49379992,0.04134863
-5.92196098,1.08724654,0.03902672,0.04619950,0.36545630,0.17385706,0.44717683,0.00000000,0.44895351,0.03707802
-5.91595798,0.98677614,0.03518267,0.04277338,0.33279654,0.15857316,0.40568926,0.00000000,0.40684919,0.03309332
-5.90995498,0.89477446,0.03149403,0.03969411,0.30259421,0.14492687,0.36736555,0.00000000,0.36785741,0.02940904
-5.90395198,0.81198034,0.02799411,0.03702602,0.27521774,0.13303523,0.33252445,0.00000000,0.33228735,0.02603551
-5.89794897,0.73900298,0.02470900,0.03482831,0.25098913,0.12299981,0.30142472,0.00000000,0.30038581,0.02297899
-5.89194597,0.67632390,0.02165774,0.03315486,0.23018409,0.11490690,0.27426578,0.00000000,0.27233783,0.02024189
-5.88594297,0.62430163,0.01885258,0.03205421,0.21303331,0.10882789,0.25118987,0.00000000,0.24826888,0.01782307
-5.87993997,0.58317845,0.01629951,0.03156953,0.19972446,0.10481970,0.23228521,0.00000000,0.22824812,0.01571821
-5.87393697,0.55308812,0.01399894,0.03173859,0.19040442,0.10292523,0.21758995,0.00000000,0.21229247,0.01392020
-5.86793397,0.53406375,0.01194645,0.03259365,0.18518145,0.10317347,0.20709637,0.00000000,0.20037107,0.01241955
-5.86193097,0.52604506,0.01013365,0.03416123,0.18412687,0.10557946,0.20075512,0.00000000,0.19240985,0.01120476
-5.85592796,0.52888431,0.00854900,0.03646170,0.18727600,0.11014378,0.19847906,0.00000000,0.18829584,0.01026275
-5.84992496,0.54235033,0.00717867,0.03950870,0.19462816,0.11685159,0.20014664,0.00000000,0.18788113,0.00957915
-5.84392196,0.56613061,0.00600736,0.04330833,0.20614567,0.12567130,0.20560448,0.00000000,0.19098614,0.00913856
-5.83791896,0.59983114,0.00501900,0.04785826,0.22175194,0.13655275,0.21466928,0.00000000,0.19740244,0.00892481
-5.83191596,0.64297453,0.00419746,0.05314666,0.24132867,0.14942519,0.22712905,0.00000000,0.20689483,0.00892106
-5.82591296,0.69499660,0.00352711,0.05915106,0.26471262,0.16419501,0.24274373,0.00000000,0.21920312,0.00910994
-5.81990995,0.75524238,0.00299333,0.06583731,0.29169222,0.18074348,0.26124549,0.00000000,0.23404353,0.00947356
-5.81390695,0.82296219,0.00258291,0.07315854,0.32200449,0.19892477,0.28233902,0.00000000,0.25111008,0.00999358
-5.80790395,0.89730881,0.00228447,0.08105443,0.35533270,0.21856434,0.30570192,0.00000000,0.27007627,0.01065117
-5.80190095,0.97733678,0.00208866,0.08945076,0.39130546,0.23945804,0.33098587,0.00000000,0.29059718,0.01142707
-5.79589795,1.06200476,0.00198848,0.09825935,0.42949740,0.26137212,0.35781844,0.00000000,0.31231234,0.01230158
-5.78989495,1.15018185,0.00197949,0.10737849,0.46943226,0.28404435,0.38580630,0.00000000,0.33484960,0.01325468
-5.78389195,1.24065859,0.00205996,0.11669406,0.51058833,0.30718639,0.41453962,0.00000000,0.35783007,0.01426611
-5.77788894,1.33216312,0.00223108,0.12608106,0.55240672,0.33048759,0.44359815,0.00000000,0.38087427,0.01531561
-5.77188594,1.42338273,0.00249713,0.13540598,0.59430237,0.35362013,0.47255874,0.00000000,0.40360948,0.01638313
-5.76588294,1.51299067,0.00286564,0.14452962,0.63567782,0.37624565,0.50100446,0.00000000,0.42567817,0.01744918
-5.75987994,1.59967778,0.00334757,0.15331061,0.67593929,0.39802310,0.52853501,0.00000000,0.44674724,0.01849517
-5.75387694,1.68218818,0.00395744,0.16160936,0.71451485,0.41861773,0.55477814,0.00000000,0.46651802,0.01950387
-5.74787394,1.75935792,0.00471352,0.16929239,0.75087387,0.43771085,0.57940177,0.00000000,0.48473637,0.02045987
-5.74187094,1.83015516,0.00563790,0.17623692,0.78454725,0.45501012,0.60212626,0.00000000,0.50120265,0.02135001
-5.73586793,1.89372042,0.00675654,0.18233554,0.81514743,0.47025997,0.62273630,0.00000000,0.51578110,0.02216385
-5.72986493,1.94940505,0.00809933,0.18750079,0.84238741,0.48325166,0.64109191,0.00000000,0.52840806,0.02289410
-5.72386193,1.99680616,0.00969996,0.19166944,0.86609791,0.49383258,0.65713789,0.00000000,0.53909870,0.02353695
-5.71785893,2.03579635,0.01159574,0.19480636,0.88624176,0.50191448,0.67091120,0.00000000,0.54795166,0.02409238
-5.71185593,2.06654645,0.01382727,0.19690776,0.90292472,0.50747999,0.68254577,0.00000000,0.55515151,0.02456426
