energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,0.86306683,-0.86306202,0.00572928,-0.00572899,0.06004378,-0.06004396,0.17279293,-0.17279063,0.13998426,-0.13998271,0.24202784,-0.24202846,0.07953734,-0.07953604,0.03060503,-0.03060524,0.41472601,-0.41472351
-5.99399700,0.88139274,-0.88138600,0.00636888,-0.00636857,0.05906294,-0.05906308,0.18172788,-0.18172513,0.14300384,-0.14300191,0.23877987,-0.23878037,0.08458303,-0.08458149,0.03039229,-0.03039241,0.42612905,-0.42612554
-5.98799400,0.90493730,-0.90492856,0.00703489,-0.00703457,0.05817412,-0.05817420,0.19217814,-0.19217490,0.14685789,-0.14685558,0.23582460,-0.23582495,0.09038007,-0.09037830,0.03038328,-0.03038329,0.44037269,-0.44036812
-5.98199100,0.93396017,-0.93394941,0.00771988,-0.00771955,0.05742381,-0.05742383,0.20418955,-0.20418583,0.15156035,-0.15155767,0.23335176,-0.23335191,0.09694492,-0.09694292,0.03058147,-0.03058139,0.45755755,-0.45755193
-5.97598799,0.96856850,-0.96855576,0.00841547,-0.00841514,0.05685365,-0.05685360,0.21777142,-0.21776722,0.15709870,-0.15709566,0.23153252,-0.23153244,0.10427701,-0.10427479,0.03098334,-0.03098316,0.47770505,-0.47769841
-5.96998499,1.00870466,-1.00869007,0.00911241,-0.00911208,0.05649887,-0.05649874,0.23289213,-0.23288749,0.16343368,-0.16343032,0.23051315,-0.23051281,0.11235674,-0.11235431,0.03157847,-0.03157822,0.50075199,-0.50074440
-5.96398199,1.05413956,-1.05412328,0.00980075,-0.00980043,0.05638697,-0.05638676,0.24947609,-0.24947104,0.17049995,-0.17049631,0.23040972,-0.23040912,0.12114413,-0.12114151,0.03234997,-0.03234964,0.52654793,-0.52653949
-5.95797899,1.10447193,-1.10445418,0.01047006,-0.01046975,0.05653677,-0.05653648,0.26740207,-0.26739666,0.17820766,-0.17820378,0.23130405,-0.23130317,0.13057808,-0.13057529,0.03327499,-0.03327460,0.55485559,-0.55484641
-5.95197599,1.15913381,-1.15911487,0.01110963,-0.01110934,0.05695779,-0.05695742,0.28650314,-0.28649742,0.18644485,-0.18644080,0.23324099,-0.23323984,0.14057649,-0.14057358,0.03432561,-0.03432517,0.58535423,-0.58534448
-5.94597299,1.21740221,-1.21738243,0.01170880,-0.01170852,0.05764995,-0.05764951,0.30656830,-0.30656236,0.19508069,-0.19507653,0.23622725,-0.23622583,0.15103714,-0.15103413,0.03546968,-0.03546922,0.61764619,-0.61763604
-5.93996998,1.27841657,-1.27839630,0.01225719,-0.01225693,0.05860371,-0.05860320,0.32734594,-0.32733986,0.20396926,-0.20396507,0.24023165,-0.24022999,0.16183935,-0.16183629,0.03667200,-0.03667153,0.65126618,-0.65125582
-5.93396698,1.34120148,-1.34118111,0.01274503,-0.01274481,0.05980046,-0.05979989,0.34854883,-0.34854270,0.21295394,-0.21294979,0.24518686,-0.24518498,0.17284648,-0.17284341,0.03789542,-0.03789496,0.68569325,-0.68568289
-5.92796398,1.40469393,-1.40467386,0.01316348,-0.01316329,0.06121337,-0.06121275,0.36986078,-0.36985470,0.22187207,-0.22186803,0.25099242,-0.25099037,0.18390916,-0.18390613,0.03910207,-0.03910164,0.72036490,-0.72035474
-5.92196098,1.46777406,-1.46775468,0.01350482,-0.01350467,0.06280833,-0.06280768,0.39094466,-0.39093872,0.23055976,-0.23055590,0.25751902,-0.25751683,0.19486906,-0.19486612,0.04025457,-0.04025419,0.75469297,-0.75468323
-5.91595798,1.52929823,-1.52927995,0.01376279,-0.01376268,0.06454530,-0.06454463,0.41145147,-0.41144579,0.23885669,-0.23885308,0.26461360,-0.26461132,0.20556328,-0.20556048,0.04131721,-0.04131689,0.78808060,-0.78807148
-5.90995498,1.58813321,-1.58811640,0.01393271,-0.01393264,0.06637972,-0.06637904,0.43103024,-0.43102492,0.24661068,-0.24660740,0.27210530,-0.27210297,0.21582891,-0.21582629,0.04225700,-0.04225676,0.81993967,-0.81993136
-5.90395198,1.64319010,-1.64317509,0.01401166,-0.01401164,0.06826404,-0.06826336,0.44933826,-0.44933339,0.25368193,-0.25367902,0.27981176,-0.27980944,0.22550788,-0.22550548,0.04304465,-0.04304450,0.84970809,-0.84970076
-5.89794897,1.69345656,-1.69344366,0.01399857,-0.01399859,0.07014929,-0.07014863,0.46605133,-0.46604699,0.25994660,-0.25994410,0.28754567,-0.28754340,0.23445161,-0.23444948,0.04365534,-0.04365529,0.87686618,-0.87685999
-5.89194597,1.73802634,-1.73801578,0.01389424,-0.01389430,0.07198669,-0.07198606,0.48087353,-0.48086980,0.26529986,-0.26529782,0.29512115,-0.29511898,0.24252555,-0.24252371,0.04406934,-0.04406939,0.90095159,-0.90094665
-5.88594297,1.77612458,-1.77611657,0.01370128,-0.01370139,0.07372905,-0.07372847,0.49354621,-0.49354315,0.26965816,-0.26965660,0.30235982,-0.30235781,0.24961311,-0.24961161,0.04427242,-0.04427258,0.92157206,-0.92156848
-5.87993997,1.80712834,-1.80712300,0.01342407,-0.01342421,0.07533219,-0.07533166,0.50385568,-0.50385335,0.27296066,-0.27295959,0.30909630,-0.30909447,0.25561912,-0.25561796,0.04425605,-0.04425633,0.93841567,-0.93841350
-5.87393697,1.83058131,-1.83057872,0.01306851,-0.01306869,0.07675601,-0.07675556,0.51163947,-0.51163789,0.27516989,-0.27516932,0.31518288,-0.31518127,0.26047239,-0.26047159,0.04401741,-0.04401779,0.95125811,-0.95125739
-5.86793397,1.84620245,-1.84620261,0.01264189,-0.01264211,0.07796555,-0.07796517,0.51679070,-0.51678989,0.27627162,-0.27627154,0.32049332,-0.32049197,0.26412746,-0.26412702,0.04355913,-0.04355962,0.95996681,-0.95996754
