energy_ev,total_up,Hg_p_up,Hg_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,1.98034362,0.99045823,0.37514751,0.14508439,0.00000000,0.76766926,0.00000000
-5.99399700,2.11596866,1.05306438,0.40159981,0.15912507,0.00000000,0.81552256,0.00000000
-5.98799400,2.24957828,1.11305610,0.42749141,0.17345141,0.00000000,0.86273534,0.00000000
-5.98199100,2.37911349,1.16940501,0.45238550,0.18786428,0.00000000,0.90868076,0.00000000
-5.97598799,2.50263844,1.22115841,0.47585717,0.20215111,0.00000000,0.95282542,0.00000000
-5.96998499,2.61839473,1.26746822,0.49750475,0.21609037,0.00000000,0.99474752,0.00000000
-5.96398199,2.72485289,1.30761773,0.51696120,0.22945702,0.00000000,1.03415176,0.00000000
-5.95797899,2.82075836,1.34104506,0.53390495,0.24202846,0.00000000,1.07088000,0.00000000
-5.95197599,2.90516954,1.36736193,0.54806968,0.25359089,0.00000000,1.10491672,0.00000000
-5.94597299,2.97748540,1.38636678,0.55925274,0.26394576,0.00000000,1.13638852,0.00000000
-5.93996998,3.03746089,1.39805126,0.56732150,0.27291607,0.00000000,1.16555727,0.00000000
-5.93396698,3.08520877,1.40259977,0.57221757,0.28035209,0.00000000,1.19280675,0.00000000
-5.92796398,3.12118717,1.40038167,0.57395839,0.28613638,0.00000000,1.21862294,0.00000000
-5.92196098,3.14617296,1.39193655,0.57263629,0.29018778,0.00000000,1.24356870,0.00000000
-5.91595798,3.16122182,1.37795295,0.56841478,0.29246406,0.00000000,1.26825367,0.00000000
-5.90995498,3.16761659,1.35924151,0.56152241,0.29296333,0.00000000,1.29330074,0.00000000
-5.90395198,3.16680622,1.33670381,0.55224432,0.29172383,0.00000000,1.31931062,0.00000000
-5.89794897,3.16033815,1.31129811,0.54091191,0.28882241,0.00000000,1.34682623,0.00000000
-5.89194597,3.14978748,1.28400378,0.52789098,0.28437143,0.00000000,1.37629879,0.00000000
-5.88594297,3.13668633,1.25578585,0.51356908,0.27851464,0.00000000,1.40805735,0.00000000
-5.87993997,3.12245701,1.22756144,0.49834239,0.27142184,0.00000000,1.44228353,0.00000000
-5.87393697,3.10835237,1.20016938,0.48260282,0.26328288,0.00000000,1.47899292,0.00000000
-5.86793397,3.09540629,1.17434448,0.46672595,0.25430118,0.00000000,1.51802429,0.00000000
-5.86193097,3.08439670,1.15069736,0.45106012,0.24468710,0.00000000,1.55903746,0.00000000
-5.85592796,3.07582310,1.12970068,0.43591728,0.23465147,0.00000000,1.60152011,0.00000000
-5.84992496,3.06989932,1.11168213,0.42156587,0.22439957,0.00000000,1.64480344,0.00000000
-5.84392196,3.06656190,1.09682424,0.40822586,0.21412589,0.00000000,1.68808609,0.00000000
-5.83791896,3.06549327,1.08517084,0.39606626,0.20400971,0.00000000,1.73046531,0.00000000
-5.83191596,3.06615837,1.07663959,0.38520489,0.19421186,0.00000000,1.77097397,0.00000000
