energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.77788894,4.44138972,0.02823369,0.69807515,0.16699154,2.20496524,2.01125393,1.79777674,0.00000000
-5.77188594,4.42589650,0.02747631,0.67683757,0.16373471,2.16651195,1.99593480,1.81926986,0.00000000
-5.76588294,4.42288374,0.02678794,0.65753269,0.16099827,2.13443107,1.98631869,1.84518517,0.00000000
-5.75987994,4.43266168,0.02617918,0.64032311,0.15886477,2.10895090,1.98271727,1.87545165,0.00000000
-5.75387694,4.45520305,0.02565937,0.62531942,0.15740419,2.09013967,1.98527639,1.90986991,0.00000000
-5.74787394,4.49013995,0.02523659,0.61257896,0.15667239,2.07790891,1.99396940,1.94811327,0.00000000
-5.74187094,4.53677187,0.02491762,0.60210610,0.15671021,2.07202163,2.00859634,1.98973321,0.00000000
-5.73586793,4.59408431,0.02470797,0.59385410,0.15754294,2.07210456,2.02878894,2.03416911,0.00000000
-5.72986493,4.66077696,0.02461186,0.58772836,0.15918031,2.07766371,2.05402111,2.08076163,0.00000000
-5.72386193,4.73530024,0.02463228,0.58359076,0.16161679,2.08810240,2.08362455,2.12876939,0.00000000
-5.71785893,4.81589847,0.02477097,0.58126501,0.16483229,2.10274078,2.11680851,2.17738802,0.00000000
-5.71185593,4.90065765,0.02502842,0.58054270,0.16879306,2.12083594,2.15268305,2.22577090,0.00000000
-5.70585293,4.98755600,0.02540384,0.58118979,0.17345275,2.14160178,2.19028454,2.27305059,0.00000000
-5.69984992,5.07451530,0.02589515,0.58295334,0.17875350,2.16422785,2.22860246,2.31836027,0.00000000
-5.69384692,5.15945096,0.02649888,0.58556821,0.18462713,2.18789670,2.26660645,2.36085420,0.00000000
-5.68784392,5.24031951,0.02721013,0.58876357,0.19099620,2.21179932,2.30327255,2.39972674,0.00000000
-5.68184092,5.31516190,0.02802246,0.59226910,0.19777504,2.23514838,2.33760781,2.43422922,0.00000000
-5.67583792,5.38214187,0.02892780,0.59582068,0.20487073,2.25718953,2.36867263,2.46368424,0.00000000
-5.66983492,5.43957862,0.02991633,0.59916554,0.21218396,2.27721054,2.39560012,2.48749746,0.00000000
-5.66383192,5.48597365,0.03097650,0.60206687,0.21960992,2.29454894,2.41761236,2.50516640,0.00000000
-5.65782891,5.52003179,0.03209488,0.60430774,0.22703921,2.30859823,2.43403332,2.51628675,0.00000000
-5.65182591,5.54067674,0.03325625,0.60569452,0.23435885,2.31881323,2.44429842,2.52055617,0.00000000
-5.64582291,5.54706176,0.03444362,0.60605958,0.24145343,2.32471482,2.44796097,2.51777590,0.00000000
-5.63981991,5.53857602,0.03563839,0.60526356,0.24820652,2.32589443,2.44469578,2.50785062,0.00000000
-5.63381691,5.51484734,0.03682057,0.60319701,0.25450228,2.32201857,2.43430015,2.49078690,0.00000000
-5.62781391,5.47574199,0.03796904,0.59978150,0.26022745,2.31283322,2.41669283,2.46669052,0.00000000
-5.62181091,5.42136195,0.03906198,0.59497031,0.26527354,2.29816834,2.39191113,2.43576297,0.00000000
-5.61580790,5.35204010,0.04007730,0.58874840,0.26953935,2.27794210,2.36010655,2.39829741,0.00000000
-5.60980490,5.26833350,0.04099321,0.58113207,0.27293360,2.25216456,2.32153935,2.35467409,0.00000000
-5.60380190,5.17101487,0.04178878,0.57216790,0.27537779,2.22094051,2.27657210,2.30535546,0.00000000
-5.59779890,5.06106211,0.04244455,0.56193122,0.27680894,2.18447097,2.22566244,2.25088075,0.00000000
-5.59179590,4.93964582,0.04294323,0.55052397,0.27718223,2.14305291,2.16935520,2.19186013,0.00000000
-5.58579290,4.80811454,0.04327023,0.53807206,0.27647342,2.09707699,2.10827385,2.12896823,0.00000000
-5.57978989,4.66797764,0.04341433,0.52472219,0.27468075,2.04702290,2.04311130,2.06293700,0.00000000
-5.57378689,4.52088572,0.04336809,0.51063820,0.27182640,1.99345228,1.97462022,1.99454783,0.00000000
-5.56778389,4.36860864,0.04312835,0.49599709,0.26795722,1.93699927,1.90360268,1.92462289,0.00000000
-5.56178089,4.21301136,0.04269648,0.48098476,0.26314479,1.87835883,1.83089942,1.85401581,0.00000000
-5.55577789,4.05602797,0.04207856,0.46579165,0.25748467,1.81827332,1.75737868,1.78360168,0.00000000
-5.54977489,3.89963453,0.04128539,0.45060835,0.25109487,1.75751771,1.68392477,1.71426668,0.00000000
-5.54377189,3.74582124,0.04033242,0.43562152,0.24411358,1.69688412,1.61142669,1.64689751,0.00000000
-5.53776888,3.59656478,0.03923942,0.42101000,0.23669624,1.63716633,1.54076678,1.58237089,0.00000000
-5.53176588,3.45380154,0.03803017,0.40694156,0.22901203,1.57914487,1.47280983,1.52154333,0.00000000
-5.52576288,3.31940247,0.03673188,0.39357012,0.22123990,1.52357342,1.40839270,1.46524160,0.00000000
-5.51975988,3.19515007,0.03537462,0.38103377,0.21356434,1.47116679,1.34831476,1.41425383,0.00000000
-5.51375688,3.08271801,0.03399064,0.36945345,0.20617096,1.42259115,1.29332914,1.36932157,0.00000000
-5.50775388,2.98365361,0.03261361,0.35893241,0.19924218,1.37845644,1.24413498,1.33113282,0.00000000
-5.50175088,2.89936317,0.03127786,0.34955635,0.19295297,1.33931110,1.20137069,1.30031589,0.00000000
-5.49574787,2.83109990,0.03001763,0.34139415,0.18746695,1.30563900,1.16560807,1.27743407,0.00000000
-5.48974487,2.77995416,0.02886624,0.33449907,0.18293286,1.27785810,1.13734730,1.26298084,0.00000000
-5.48374187,2.74684547,0.02785543,0.32891029,0.17948149,1.25632055,1.11701255,1.25737548,0.00000000
-5.47773887,2.73251561,0.02701459,0.32465458,0.17722310,1.24131367,1.10494819,1.26095867,0.00000000
-5.47173587,2.73752232,0.02637018,0.32174791,0.17624543,1.23306127,1.10141525,1.27398802,0.00000000
-5.46573287,2.76223300,0.02594512,0.32019698,0.17661220,1.23172473,1.10658815,1.29663321,0.00000000
-5.45972986,2.80681821,0.02575828,0.32000025,0.17836215,1.23740355,1.12055160,1.32897079,0.00000000
-5.45372686,2.87124451,0.02582405,0.32114866,0.18150853,1.25013496,1.14329761,1.37097854,0.00000000
-5.44772386,2.95526706,0.02615200,0.32362583,0.18603910,1.26989238,1.17472263,1.42252957,0.00000000
-5.44172086,3.05842202,0.02674659,0.32740766,0.19191650,1.29658294,1.21462518,1.48338648,0.00000000
-5.43571786,3.18001951,0.02760702,0.33246154,0.19907902,1.33004400,1.26270389,1.55319592,0.00000000
-5.42971486,3.31913782,0.02872711,0.33874509,0.20744174,1.37003917,1.31855654,1.63148402,0.00000000
-5.42371186,3.47461989,0.03009532,0.34620468,0.21689799,1.41625423,1.38168014,1.71765331,0.00000000
-5.41770885,3.64507295,0.03169492,0.35477377,0.22732116,1.46829358,1.45147260,1.81098161,0.00000000
-5.41170585,3.82887240,0.03350418,0.36437132,0.23856680,1.52567767,1.52723613,1.91062349,0.00000000
-5.40570285,4.02417090,0.03549674,0.37490047,0.25047512,1.58784221,1.60818278,2.01561481,0.00000000
-5.39969985,4.22891317,0.03764211,0.38624755,0.26287374,1.65413953,1.69344210,2.12488064,0.00000000
-5.39369685,4.44085724,0.03990624,0.39828174,0.27558076,1.72384260,1.78207121,2.23724687,0.00000000
-5.38769385,4.65760210,0.04225221,0.41085539,0.28840814,1.79615199,1.87306704,2.35145546,0.00000000
-5.38169085,4.87662164,0.04464106,0.42380509,0.30116531,1.87020589,1.96538071,2.46618333,0.00000000
-5.37568784,5.09530441,0.04703267,0.43695357,0.31366292,1.94509305,2.05793376,2.58006449,0.00000000
-5.36968484,5.31099818,0.04938668,0.45011248,0.32571680,2.01986852,2.14963574,2.69171485,0.00000000
-5.36368184,5.52105830,0.05166350,0.46308575,0.33715180,2.09357168,2.23940288,2.79975919,0.00000000
-5.35767884,5.72289838,0.05382527,0.47567373,0.34780566,2.16524593,2.32617711,2.90285932,0.00000000
-5.35167584,5.91404173,0.05583682,0.48767772,0.35753258,2.23395949,2.40894512,2.99974272,0.00000000
-5.34567284,6.09217201,0.05766656,0.49890485,0.36620648,2.29882640,2.48675666,3.08923054,0.00000000
-5.33966983,6.25518122,0.05928729,0.50917301,0.37372381,2.35902699,2.55874178,3.17026415,0.00000000
-5.33366683,6.40121375,0.06067682,0.51831569,0.38000578,2.41382701,2.62412636,3.24192928,0.00000000
-5.32766383,6.52870481,0.06181856,0.52618650,0.38499989,2.46259463,2.68224570,3.30347689,0.00000000
-5.32166083,6.63641205,0.06270180,0.53266314,0.38868075,2.50481473,2.73255558,3.35434006,0.00000000
-5.31565783,6.72343943,0.06332189,0.53765073,0.39105010,2.54009990,2.77464087,3.39414636,0.00000000
-5.30965483,6.78925250,0.06368023,0.54108426,0.39213598,2.56819767,2.80822118,3.42272515,0.00000000
-5.30365183,6.83368464,0.06378398,0.54293013,0.39199121,2.58899383,2.83315374,3.44010963,0.00000000
-5.29764882,6.85693418,0.06364569,0.54318666,0.39069096,2.60251173,2.84943324,3.44653342,0.00000000
-5.29164582,6.85955225,0.06328269,0.54188365,0.38832984,2.60890753,2.85718883,3.44242195,0.00000000
-5.28564282,6.84242204,0.06271642,0.53908088,0.38501833,2.60846163,2.85667840,3.42837857,0.00000000
-5.27963982,6.80672976,0.06197152,0.53486571,0.38087884,2.60156671,2.84828004,3.40516610,0.00000000
-5.27363682,6.75392845,0.06107497,0.52934984,0.37604146,2.58871267,2.83248123,3.37368406,0.00000000
-5.26763382,6.68569547,0.06005512,0.52266539,0.37063972,2.57046913,2.80986571,3.33494253,0.00000000
-5.26163082,6.60388500,0.05894070,0.51496038,0.36480629,2.54746606,2.78109851,3.29003319,0.00000000
-5.25562781,6.51047697,0.05775994,0.50639385,0.35866903,2.52037323,2.74690943,3.24009854,0.00000000
-5.24962481,6.40752392,0.05653963,0.49713081,0.35234730,2.48987909,2.70807538,3.18630026,0.00000000
-5.24362181,6.29709739,0.05530443,0.48733708,0.34594892,2.45666996,2.66540209,3.12978760,0.00000000
-5.23761881,6.18123549,0.05407618,0.47717434,0.33956765,2.42141005,2.61970554,3.07166704,0.00000000
-5.23161581,6.06189333,0.05287340,0.46679553,0.33328137,2.38472307,2.57179387,3.01297386,0.00000000
-5.22561281,5.94089783,0.05171095,0.45634066,0.32715106,2.34717597,2.52245011,2.95464696,0.00000000
-5.21960980,5.81990841,0.05059989,0.44593329,0.32122049,2.30926545,2.47241632,2.89750745,0.00000000
-5.21360680,5.70038472,0.04954740,0.43567770,0.31551658,2.27140753,2.42237974,2.84224195,0.00000000
-5.20760380,5.58356256,0.04855701,0.42565694,0.31005052,2.23393066,2.37296118,2.78939100,0.00000000
-5.20160080,5.47043861,0.04762880,0.41593167,0.30481940,2.19707241,2.32470623,2.73934306,0.00000000
-5.19559780,5.36176433,0.04675990,0.40653994,0.29980828,2.16098006,2.27807934,2.69233423,0.00000000
-5.18959480,5.25804913,0.04594496,0.39749790,0.29499265,2.12571472,2.23346107,2.64845362,0.00000000
-5.18359180,5.15957239,0.04517675,0.38880126,0.29034103,2.09125903,2.19114833,2.60765401,0.00000000
-5.17758879,5.06640363,0.04444678,0.38042759,0.28581763,2.05752800,2.15135761,2.56976747,0.00000000
-5.17158579,4.97842983,0.04374600,0.37233931,0.28138497,2.02438250,2.11423087,2.53452507,0.00000000
-5.16558279,4.89538843,0.04306538,0.36448716,0.27700616,1.99164483,2.07984364,2.50157986,0.00000000
-5.15957979,4.81690468,0.04239654,0.35681411,0.27264705,1.95911583,2.04821503,2.47053217,0.00000000
-5.15357679,4.74253144,0.04173225,0.34925945,0.26827783,1.92659258,2.01931889,2.44095609,0.00000000
-5.14757379,4.67178973,0.04106690,0.34176301,0.26387427,1.89388616,1.99309575,2.41242603,0.00000000
-5.14157079,4.60420825,0.04039683,0.33426913,0.25941851,1.86083857,1.96946480,2.38454225,0.00000000
-5.13556778,4.53936027,0.03972058,0.32673047,0.25489936,1.82733805,1.94833544,2.35695433,0.00000000
-5.12956478,4.47689616,0.03903899,0.31911125,0.25031224,1.79333235,1.92961782,2.32938157,0.00000000
-5.12356178,4.41657048,0.03835523,0.31138997,0.24565871,1.75883902,1.91323205,2.30162959,0.00000000
-5.11755878,4.35826238,0.03767469,0.30356138,0.24094581,1.72395254,1.89911548,2.27360239,0.00000000
-5.11155578,4.30198863,0.03700483,0.29563774,0.23618509,1.68884781,1.88722807,2.24530954,0.00000000
-5.10555278,4.24790879,0.03635481,0.28764918,0.23139164,1.65377971,1.87755540,2.21686809,0.00000000
-5.09954977,4.19632238,0.03573523,0.27964329,0.22658300,1.61907891,1.87010943,2.18849929,0.00000000
-5.09354677,4.14765813,0.03515764,0.27168395,0.22177818,1.58514374,1.86492684,2.16052012,0.00000000
-5.08754377,4.10245589,0.03463414,0.26384937,0.21699672,1.55242854,1.86206521,2.13333014,0.00000000
-5.08154077,4.06134175,0.03417685,0.25622956,0.21225792,1.52142882,1.86159708,2.10739401,0.00000000
-5.07553777,4.02499750,0.03379744,0.24892334,0.20758017,1.49266375,1.86360214,2.08322040,0.00000000
-5.06953477,3.99412546,0.03350659,0.24203491,0.20298050,1.46665659,1.86815788,2.06133820,0.00000000
-5.06353177,3.96941020,0.03331356,0.23567035,0.19847421,1.44391373,1.87532915,2.04227082,0.00000000
-5.05752876,3.95147855,0.03322568,0.22993398,0.19407466,1.42490332,1.88515687,2.02650960,0.00000000
-5.05152576,3.94085962,0.03324797,0.22492493,0.18979313,1.41003402,1.89764654,2.01448746,0.00000000
-5.04552276,3.93794646,0.03338276,0.22073393,0.18563870,1.39963512,1.91275704,2.00655390,0.00000000
-5.03951976,3.94296125,0.03362941,0.21744054,0.18161824,1.39393845,1.93039029,2.00295219,0.00000000
-5.03351676,3.95592541,0.03398408,0.21511082,0.17773632,1.39306329,1.95038232,2.00380017,0.00000000
-5.02751376,3.97663648,0.03443962,0.21379563,0.17399515,1.39700471,1.97249638,2.00907513,0.00000000
-5.02151076,4.00465304,0.03498554,0.21352953,0.17039447,1.40562613,1.99641871,2.01860404,0.00000000
-5.01550775,4.03928880,0.03560809,0.21433028,0.16693148,1.41865651,2.02175737,2.03205938,0.00000000
-5.00950475,4.07961676,0.03629049,0.21619900,0.16360074,1.43569255,2.04804456,2.04896127,0.00000000
-5.00350175,4.12448382,0.03701321,0.21912090,0.16039409,1.45620589,2.07474281,2.06868596,0.00000000
-4.99749875,4.17253592,0.03775445,0.22306648,0.15730068,1.47955547,2.10125506,2.09048063,0.00000000
-4.99149575,4.22225323,0.03849063,0.22799323,0.15430704,1.50500445,2.12693862,2.11348429,0.00000000
-4.98549275,4.27199445,0.03919706,0.23384757,0.15139728,1.53174142,2.15112276,2.13675395,0.00000000
-4.97948974,4.32004881,0.03984866,0.24056711,0.14855343,1.55890514,2.17312942,2.15929539,0.00000000
-4.97348674,4.36469404,0.04042069,0.24808299,0.14575589,1.58561185,2.19229640,2.18009724,0.00000000
-4.96748374,4.40425791,0.04088958,0.25632227,0.14298409,1.61098421,2.20800218,2.19816725,0.00000000
-4.96148074,4.43718112,0.04123374,0.26521022,0.14021718,1.63418079,2.21969132,2.21256910,0.00000000
-4.95547774,4.46207873,0.04143427,0.27467256,0.13743490,1.65442486,2.22689938,2.22245839,0.00000000
-4.94947474,4.47779760,0.04147570,0.28463749,0.13461853,1.67103143,2.22927621,2.22711625,0.00000000
-4.94347174,4.48346720,0.04134655,0.29503740,0.13175176,1.68343145,2.22660643,2.22597896,0.00000000
-4.93746873,4.47854158,0.04103987,0.30581050,0.12882166,1.69119211,2.21882610,2.21866263,0.00000000
-4.93146573,4.46283054,0.04055349,0.31690204,0.12581950,1.69403265,2.20603461,2.20498149,0.00000000
-4.92546273,4.43651844,0.03989024,0.32826538,0.12274153,1.69183490,2.18850121,2.18495916,0.00000000
-4.91945973,4.40016983,0.03905792,0.33986269,0.11958946,1.68464819,2.16666547,2.15883247,0.00000000
-4.91345673,4.35472145,0.03806914,0.35166554,0.11637092,1.67268867,2.14113172,2.12704746,0.00000000
-4.90745373,4.30146092,0.03694093,0.36365518,0.11309954,1.65633290,2.11265736,2.09024793,0.00000000
-4.90145073,4.24199285,0.03569429,0.37582257,0.10979487,1.63610620,2.08213548,2.04925690,0.00000000
-4.89544772,4.17819369,0.03435355,0.38816821,0.10648205,1.61266615,2.05057228,2.00505181,0.00000000
-4.88944472,4.11215713,0.03294560,0.40070172,0.10319123,1.58678201,2.01906025,1.95873456,0.00000000
-4.88344172,4.04613207,0.03149908,0.41344109,0.09995679,1.55931077,1.98874791,1.91149743,0.00000000
-4.87743872,3.98245544,0.03004355,0.42641164,0.09681636,1.53117075,1.96080732,1.86458639,0.00000000
-4.87143572,3.92348221,0.02860857,0.43964461,0.09380974,1.50331357,1.93640043,1.81926303,0.00000000
-4.86543272,3.87151518,0.02722292,0.45317543,0.09097767,1.47669556,1.91664548,1.77676656,0.00000000
-4.85942971,3.82873649,0.02591369,0.46704145,0.08836055,1.45224928,1.90258443,1.73827713,0.00000000
-4.85342671,3.79714319,0.02470568,0.48127944,0.08599722,1.43085608,1.89515261,1.70488161,0.00000000
-4.84742371,3.77848864,0.02362065,0.49592254,0.08392371,1.41332046,1.89515127,1.67754290,0.00000000
-4.84142071,3.77423122,0.02267693,0.51099704,0.08217213,1.40034675,1.90322394,1.65707354,0.00000000
-4.83541771,3.78549168,0.02188893,0.52651880,0.08076963,1.39251880,1.91983705,1.64411427,0.00000000
-4.82941471,3.81302010,0.02126695,0.54248966,0.07973755,1.39028303,1.94526542,1.63911792,0.00000000
-4.82341171,3.85717302,0.02081706,0.55889387,0.07909080,1.39393535,1.97958271,1.64233905,0.00000000
-4.81740870,3.91790123,0.02054106,0.57569481,0.07883731,1.40361211,2.02265711,1.65382913,0.00000000
-4.81140570,3.99474833,0.02043668,0.59283215,0.07897782,1.41928531,2.07415228,1.67343753,0.00000000
-4.80540270,4.08685994,0.02049780,0.61021970,0.07950579,1.44076238,2.13353341,1.70081776,0.00000000
-4.79939970,4.19300329,0.02071477,0.62774425,0.08040752,1.46769026,2.20007816,1.73543900,0.00000000
-4.79339670,4.31159672,0.02107490,0.64526541,0.08166251,1.49956406,2.27289234,1.77660214,0.00000000
-4.78739370,4.44074825,0.02156287,0.66261678,0.08324394,1.53574000,2.35092975,1.82346018,0.00000000
-4.78139070,4.57830243,0.02216137,0.67960845,0.08511931,1.57545234,2.43301580,1.87504210,0.00000000
-4.77538769,4.72189429,0.02285161,0.69603087,0.08725123,1.61783411,2.51787438,1.93027977,0.00000000
-4.76938469,4.86900906,0.02361390,0.71166012,0.08959830,1.66194105,2.60415721,1.98803708,0.00000000
-4.76338169,5.01704607,0.02442827,0.72626429,0.09211606,1.70677813,2.69047502,2.04714058,0.00000000
-4.75737869,5.16338520,0.02527501,0.73961094,0.09475801,1.75132805,2.77542969,2.10641074,0.00000000
-4.75137569,5.30545392,0.02613516,0.75147527,0.09747667,1.79458076,2.85764658,2.16469303,0.00000000
-4.74537269,5.44079301,0.02699099,0.76164855,0.10022459,1.83556316,2.93580601,2.22088794,0.00000000
-4.73936968,5.56711888,0.02782636,0.76994669,0.10295548,1.87336803,3.00867318,2.27397910,0.00000000
-4.73336668,5.68238056,0.02862708,0.77621824,0.10562512,1.90718113,3.07512547,2.32305853,0.00000000
-4.72736368,5.78480951,0.02938106,0.78035155,0.10819240,1.93630554,3.13417643,2.36734848,0.00000000
-4.72136068,5.87296053,0.03007850,0.78228076,0.11062019,1.96018240,3.18499577,2.40621894,0.00000000
-4.71535768,5.94574252,0.03071190,0.78199011,0.11287612,1.97840721,3.22692479,2.43920045,0.00000000
-4.70935468,6.00243808,0.03127600,0.77951650,0.11493336,1.99074100,3.25948673,2.46599177,0.00000000
-4.70335168,6.04271138,0.03176771,0.77494993,0.11677115,1.99711614,3.28239209,2.48646220,0.00000000
-4.69734867,6.06660419,0.03218581,0.76843195,0.11837530,1.99763634,3.29553872,2.50064857,0.00000000
-4.69134567,6.07452058,0.03253079,0.76015190,0.11973854,1.99257099,3.29900690,2.50874707,0.00000000
-4.68534267,6.06720102,0.03280450,0.75034137,0.12086065,1.98234406,3.29304995,2.51110039,0.00000000
-4.67933967,6.04568709,0.03300985,0.73926690,0.12174845,1.96751792,3.27808064,2.50818066,0.00000000
-4.67333667,6.01127856,0.03315044,0.72722121,0.12241565,1.94877285,3.25465432,2.50056897,0.00000000
-4.66733367,5.96548449,0.03323032,0.71451364,0.12288242,1.92688303,3.22344936,2.48893232,0.00000000
-4.66133067,5.90997040,0.03325364,0.70145979,0.12317488,1.90268984,3.18524574,2.47399882,0.00000000
-4.65532766,5.84650362,0.03322441,0.68837119,0.12332425,1.87707363,3.14090251,2.45653224,0.00000000
-4.64932466,5.77689866,0.03314635,0.67554522,0.12336597,1.85092483,3.09133497,2.43730661,0.00000000
-4.64332166,5.70296449,0.03302273,0.66325573,0.12333848,1.82511557,3.03749216,2.41708194,0.00000000
-4.63731866,5.62645546,0.03285628,0.65174475,0.12328201,1.80047270,2.98033524,2.39658168,0.00000000
-4.63131566,5.54902707,0.03264926,0.64121556,0.12323716,1.77775305,2.92081726,2.37647258,0.00000000
-4.62531266,5.47219776,0.03240342,0.63182743,0.12324336,1.75762174,2.85986477,2.35734759,0.00000000
-4.61930965,5.39731748,0.03212018,0.62369192,0.12333744,1.74063411,2.79836136,2.33971196,0.00000000
-4.61330665,5.32554353,0.03180075,0.61687119,0.12355207,1.72722181,2.73713350,2.32397303,0.00000000
-4.60730365,5.25782397,0.03144630,0.61137795,0.12391442,1.71768318,2.67693877,2.31043353,0.00000000
-4.60130065,5.19488839,0.03105817,0.60717714,0.12444488,1.71217839,2.61845649,2.29928869,0.00000000
-4.59529765,5.13724614,0.03063805,0.60418920,0.12515604,1.71072895,2.56228090,2.29062679,0.00000000
-4.58929465,5.08519143,0.03018816,0.60229464,0.12605192,1.71322192,2.50891683,2.28443312,0.00000000
-4.58329165,5.03881492,0.02971141,0.60133983,0.12712757,1.71941818,2.45877792,2.28059703,0.00000000
-4.57728864,4.99802116,0.02921157,0.60114359,0.12836900,1.72896465,2.41218735,2.27892178,0.00000000
-4.57128564,4.96255121,0.02869331,0.60150444,0.12975351,1.74140994,2.36938105,2.27913681,0.00000000
-4.56528264,4.93200960,0.02816229,0.60220821,0.13125039,1.75622279,2.33051328,2.28091201,0.00000000
-4.55927964,4.90589474,0.02762517,0.60303572,0.13282210,1.77281278,2.29566435,2.28387360,0.00000000
-4.55327664,4.88363183,0.02708958,0.60377034,0.13442571,1.79055261,2.26485036,2.28762097,0.00000000
-4.54727364,4.86460705,0.02656404,0.60420514,0.13601466,1.80880103,2.23803448,2.29174418,0.00000000
-4.54127064,4.84820198,0.02605791,0.60414946,0.13754080,1.82692595,2.21513947,2.29584134,0.00000000
-4.53526763,4.83382686,0.02558120,0.60343473,0.13895654,1.84432662,2.19606072,2.29953536,0.00000000
-4.52926463,4.82095150,0.02514445,0.60191933,0.14021702,1.86045434,2.18067934,2.30248951,0.00000000
-4.52326163,4.80913252,0.02475855,0.59949242,0.14128227,1.87483084,2.16887459,2.30442113,0.00000000
-4.51725863,4.79803560,0.02443454,0.59607670,0.14211921,1.88706376,2.16053485,2.30511296,0.00000000
-4.51125563,4.78745194,0.02418339,0.59162985,0.14270333,1.89685859,2.15556669,2.30442164,0.00000000
-4.50525263,4.77730770,0.02401577,0.58614487,0.14302009,1.90402672,2.15390109,2.30228290,0.00000000
-4.49924962,4.76766611,0.02394184,0.57964922,0.14306583,1.90848930,2.15549678,2.29871324,0.00000000
-4.49324662,4.75872181,0.02397097,0.57220275,0.14284827,1.91027668,2.16033990,2.29380797,0.00000000
